Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
484,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,35,1982,10,5,550,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
485,Damir Ceter,co COL,FW,Cagliari,it Serie A,19,1997,6,1,199,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Nacer Chadli,be BEL,"MF,FW",West Brom,eng Premier League,27,1989,5,2,215,2.4,1,0,1,1,0,0,1,0,0.42,0,0.42,0.42,0.42,Matches
487,Fouad Chafik,ma MAR,"DF,MF",Dijon,fr Ligue 1,30,1986,23,19,"1,613",17.9,0,2,2,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
488,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,22,1994,6,5,447,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
489,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,22,1995,12,10,866,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
490,Nereo Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Timothy Chandler,us USA,"MF,DF",Eintracht Frankfurt,de Bundesliga,27,1990,24,22,"1,892",21,2,4,6,2,0,0,3,0,0.1,0.19,0.29,0.1,0.29,Matches
492,Kwon Chang-hoon,kr KOR,"MF,FW",Dijon,fr Ligue 1,23,1994,34,26,"2,137",23.7,11,3,14,11,0,0,3,0,0.46,0.13,0.59,0.46,0.59,Matches
493,Charles,br BRA,FW,Eibar,es La Liga,33,1984,30,18,"1,582",17.6,8,1,9,7,1,1,5,1,0.46,0.06,0.51,0.4,0.46,Matches
494,Charly Charrier,fr FRA,MF,Amiens,fr Ligue 1,31,1986,3,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,19,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Chema,es ESP,DF,Levante,es La Liga,25,1992,25,23,"2,017",22.4,1,1,2,1,0,0,7,1,0.04,0.04,0.09,0.04,0.09,Matches
497,Denis Cheryshev,ru RUS,"MF,FW",Villarreal,es La Liga,26,1990,24,9,926,10.3,2,1,3,2,0,0,2,0,0.19,0.1,0.29,0.19,0.29,Matches
498,Raman Chibsah,gh GHA,MF,Benevento,it Serie A,24,1993,14,12,"1,048",11.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
499,Leandro Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,27,"2,430",27,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
500,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,32,1984,26,25,"2,161",24,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Federico Chiesa,it ITA,"MF,FW",Fiorentina,it Serie A,19,1997,36,35,"3,012",33.5,6,4,10,6,0,0,7,0,0.18,0.12,0.3,0.18,0.3,Matches
502,Ben Chilwell,eng ENG,"DF,MF",Leicester City,eng Premier League,20,1996,24,20,"1,853",20.6,0,2,2,0,0,0,3,1,0,0.1,0.1,0,0.1,Matches
503,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,27,1989,7,7,582,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
504,Hamza Choudhury,bd BAN,MF,Leicester City,eng Premier League,19,1997,8,4,378,4.2,0,1,1,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
505,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,21,1996,27,23,"2,069",23,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Chuca,es ESP,MF,Villarreal,es La Liga,20,1997,4,1,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
507,Lee Chung-yong,kr KOR,FW,Crystal Palace,eng Premier League,29,1988,7,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Amato Ciciretti,it ITA,"MF,FW",Benevento,it Serie A,23,1993,12,9,807,9,2,1,3,2,0,0,0,0,0.22,0.11,0.33,0.22,0.33,Matches
509,Cifu,es ESP,DF,Málaga,es La Liga,26,1990,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,31,1986,26,24,"2,024",22.5,2,3,5,2,0,1,14,1,0.09,0.13,0.22,0.09,0.22,Matches
511,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,28,24,"2,183",24.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
512,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Thiago Cionek,pl POL,DF,SPAL,it Serie A,31,1986,15,15,"1,350",15,1,0,1,1,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
514,Saliou Ciss,sn SEN,"MF,DF",Angers,fr Ligue 1,27,1989,3,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Karamoko Cissé,gn GUI,FW,Benevento,it Serie A,28,1988,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Issa Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,19,18,"1,630",18.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
517,Ciaran Clark,ie IRL,DF,Newcastle United,eng Premier League,27,1989,20,19,"1,746",19.4,2,1,3,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15,Matches
518,Christian Clemens,de GER,MF,Köln,de Bundesliga,25,1991,14,6,646,7.2,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
519,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,23,22,"1,901",21.1,1,2,3,1,0,1,3,1,0.05,0.09,0.14,0.05,0.14,Matches
520,Sam Clucas,eng ENG,MF,Swansea City,eng Premier League,26,1990,29,23,"2,044",22.7,3,1,4,3,0,0,2,0,0.13,0.04,0.18,0.13,0.18,Matches
521,Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,26,1991,3,2,174,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
522,Marcus Coco,fr FRA,MF,Guingamp,fr Ligue 1,21,1996,29,17,"1,587",17.6,2,2,4,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,Matches
523,Massimo Coda,it ITA,FW,Benevento,it Serie A,28,1988,24,14,"1,417",15.7,4,1,5,3,1,1,1,0,0.25,0.06,0.32,0.19,0.25,Matches
524,Isaac Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,12,6,591,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
525,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,38,38,"3,298",36.6,1,3,4,1,0,0,6,0,0.03,0.08,0.11,0.03,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Coke,es ESP,DF,Levante,es La Liga,30,1987,17,16,"1,383",15.4,3,0,3,3,0,0,5,1,0.2,0,0.2,0.2,0.2,Matches
527,Coke,es ESP,"DF,MF",Schalke 04,de Bundesliga,30,1987,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
528,Emre Çolak,tr TUR,"MF,FW",Dep La Coruña,es La Liga,26,1991,26,17,"1,449",16.1,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
529,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,12,12,"1,035",11.5,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
530,James Collins,wls WAL,DF,West Ham United,eng Premier League,33,1983,13,12,"1,050",11.7,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
531,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,21,1995,7,7,617,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
532,Kingsley Coman,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,21,1996,21,10,"1,153",12.8,3,3,6,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
533,Marvin Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Alois Confais,fr FRA,MF,Troyes,fr Ligue 1,20,1996,15,4,611,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
535,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,32,29,"2,635",29.3,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
536,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,37,37,"3,316",36.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
537,Diego Contento,de GER,DF,Bordeaux,fr Ligue 1,27,1990,3,1,108,1.2,0,1,1,0,0,0,0,0,0,0.83,0.83,0,0.83,Matches
538,Andrea Conti,it ITA,DF,Milan,it Serie A,23,1994,2,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,29,25,"2,237",24.9,0,2,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
540,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,34,31,"2,767",30.7,2,1,3,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,Matches
541,Duje Čop,hr CRO,FW,Cagliari,it Serie A,27,1990,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Francis Coquelin,fr FRA,DF,Arsenal,eng Premier League,26,1991,7,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Francis Coquelin,fr FRA,"MF,DF",Valencia,es La Liga,26,1991,9,7,657,7.3,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
544,Sébastien Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,12,9,821,9.1,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
545,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
546,Iñigo Córdoba,es ESP,MF,Athletic Club,es La Liga,20,1997,30,18,"1,459",16.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches
547,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,24,1993,18,9,957,10.6,0,2,2,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
548,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,19,1997,26,3,586,6.5,2,1,3,2,0,0,3,0,0.31,0.15,0.46,0.31,0.46,Matches
549,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27,1990,11,10,919,10.2,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
550,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,30,1987,18,15,"1,376",15.3,0,2,2,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Jack Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38,38,"3,420",38,2,1,3,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,Matches
552,Andreas Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,23,8,934,10.4,3,1,4,3,0,0,0,0,0.29,0.1,0.39,0.29,0.39,Matches
553,Maxwel Cornet,ci CIV,"MF,FW",Lyon,fr Ligue 1,20,1996,30,13,"1,272",14.1,4,6,10,4,0,0,1,0,0.28,0.42,0.71,0.28,0.71,Matches
554,Quentin Cornette,fr FRA,MF,Amiens,fr Ligue 1,23,1994,12,6,448,5,1,2,3,1,0,0,1,0,0.2,0.4,0.6,0.2,0.6,Matches
555,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22,1995,37,27,"2,253",25,8,4,12,8,0,0,4,1,0.32,0.16,0.48,0.32,0.48,Matches
556,Joaquín Correa,ar ARG,"MF,FW",Sevilla,es La Liga,22,1994,21,15,"1,193",13.3,1,1,2,1,0,0,5,0,0.08,0.08,0.15,0.08,0.15,Matches
557,Andrea Cossu,it ITA,MF,Cagliari,it Serie A,37,1980,11,2,243,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
558,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,16,16,"1,375",15.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
559,Danny da Costa,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,24,1993,17,13,"1,202",13.4,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,Matches
560,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,15,13,"1,041",11.6,3,3,6,3,0,0,7,1,0.26,0.26,0.52,0.26,0.52,Matches
561,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,26,1990,31,18,"1,795",19.9,4,12,16,4,0,0,1,0,0.2,0.6,0.8,0.2,0.8,Matches
562,Filippo Costa,it ITA,MF,SPAL,it Serie A,22,1995,23,14,"1,473",16.4,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
563,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,30,29,"2,536",28.2,0,0,0,0,0,0,14,1,0,0,0,0,0,Matches
564,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,26,1991,26,22,"1,727",19.2,5,2,7,5,0,0,4,1,0.26,0.1,0.36,0.26,0.36,Matches
566,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,"3,240",36,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
567,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,8,3,341,3.8,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
568,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,20,8,838,9.3,1,2,3,1,0,0,1,0,0.11,0.21,0.32,0.11,0.32,Matches
569,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35,35,"3,150",35,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
570,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,25,1992,18,16,"1,296",14.4,8,5,13,8,0,0,1,0,0.56,0.35,0.9,0.56,0.9,Matches
571,Philippe Coutinho,br BRA,"MF,FW",Liverpool,eng Premier League,25,1992,14,13,"1,109",12.3,7,6,13,7,0,0,0,0,0.57,0.49,1.06,0.57,1.06,Matches
572,Nicolas Cozza,fr FRA,"MF,DF",Montpellier,fr Ligue 1,18,1999,9,7,578,6.4,1,1,2,1,0,0,2,0,0.16,0.16,0.31,0.16,0.31,Matches
573,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,29,29,"2,536",28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
574,Martin Cranie,eng ENG,DF,Huddersfield Town,eng Premier League,30,1986,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,5,4,385,4.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Aaron Cresswell,eng ENG,"DF,MF",West Ham United,eng Premier League,27,1989,36,35,"3,069",34.1,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches
577,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,8,6,558,6.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
578,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,36,33,"2,824",31.4,9,2,11,9,0,1,4,0,0.29,0.06,0.35,0.29,0.35,Matches
579,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,7,3,268,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
580,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,15,12,"1,022",11.4,1,1,2,1,0,0,6,1,0.09,0.09,0.18,0.09,0.18,Matches
581,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,11,9,725,8.1,2,0,2,2,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
582,Giovanni Crociata,it ITA,FW,Crotone,it Serie A,19,1997,11,2,290,3.2,1,0,1,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
583,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
584,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,31,14,"1,567",17.4,5,2,7,5,0,0,4,0,0.29,0.11,0.4,0.29,0.4,Matches
585,Juan Cruz,es ESP,MF,Málaga,es La Liga,17,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Juan Cuadrado,co COL,"MF,FW",Juventus,it Serie A,29,1988,21,15,"1,353",15,4,4,8,4,0,0,5,0,0.27,0.27,0.53,0.27,0.53,Matches
587,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35,35,"3,150",35,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
588,Mickaël Cuisance,fr FRA,"MF,FW",Gladbach,de Bundesliga,17,1999,24,9,"1,207",13.4,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
589,Josh Cullen,ie IRL,"DF,MF",West Ham United,eng Premier League,21,1996,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
590,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,28,17,"1,503",16.7,10,1,11,10,0,0,3,0,0.6,0.06,0.66,0.6,0.66,Matches
591,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,16,10,951,10.6,2,2,4,2,0,0,2,0,0.19,0.19,0.38,0.19,0.38,Matches
592,Marco D'Alessandro,it ITA,"MF,FW",Benevento,it Serie A,26,1991,16,12,"1,043",11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
593,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,34,34,"2,979",33.1,2,3,5,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15,Matches
594,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,32,32,"2,836",31.5,4,0,4,4,0,0,7,0,0.13,0,0.13,0.13,0.13,Matches
595,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,12,10,944,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
596,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,10,6,591,6.6,1,0,1,1,0,0,3,1,0.15,0,0.15,0.15,0.15,Matches
597,Bryan Dabo,bf BFA,MF,Saint-Étienne,fr Ligue 1,25,1992,16,15,"1,284",14.3,2,0,2,1,1,2,10,0,0.14,0,0.14,0.07,0.07,Matches
598,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,23,11,"1,146",12.7,0,4,4,0,0,0,4,0,0,0.31,0.31,0,0.31,Matches
599,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,21,17,"1,507",16.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
600,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,30,30,"2,573",28.6,1,1,2,1,0,0,6,1,0.03,0.03,0.07,0.03,0.07,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,eng Premier League,30,1986,35,34,"3,002",33.4,1,3,4,1,0,0,0,0,0.03,0.09,0.12,0.03,0.12,Matches
602,Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,23,13,"1,349",15,3,2,5,3,0,0,2,0,0.2,0.13,0.33,0.2,0.33,Matches
603,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,17,16,"1,435",15.9,1,0,1,1,0,0,4,0,0.06,0,0.06,0.06,0.06,Matches
604,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,16,13,"1,105",12.3,2,0,2,2,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
605,Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,33,33,"2,919",32.4,1,0,1,1,0,0,10,1,0.03,0,0.03,0.03,0.03,Matches
606,Romain Danzé,fr FRA,"DF,MF",Rennes,fr Ligue 1,31,1986,12,9,681,7.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
607,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,5,4,393,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
608,Stéphane Darbion,fr FRA,MF,Troyes,fr Ligue 1,33,1984,23,20,"1,706",19,3,2,5,3,0,0,2,0,0.16,0.11,0.26,0.16,0.26,Matches
609,Palkó Dárdai,hu HUN,MF,Hertha BSC,de Bundesliga,18,1999,2,0,27,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
610,Sergi Darder,es ESP,MF,Espanyol,es La Liga,23,1993,35,32,"2,782",30.9,1,2,3,1,0,0,7,0,0.03,0.06,0.1,0.03,0.1,Matches
611,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,3,3,209,2.3,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
612,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,21,18,"1,635",18.2,0,3,3,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
613,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,26,1990,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
614,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,8,5,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
615,Ben Davies,wls WAL,"DF,MF",Tottenham Hotspur,eng Premier League,24,1993,29,26,"2,324",25.8,2,6,8,2,0,0,3,0,0.08,0.23,0.31,0.08,0.31,Matches
616,Tom Davies,eng ENG,MF,Everton,eng Premier League,19,1998,33,20,"1,900",21.1,2,1,3,2,0,0,7,0,0.09,0.05,0.14,0.09,0.14,Matches
617,Steven Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,23,17,"1,521",16.9,3,0,3,3,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
618,Salem Al-Dawsari,sa KSA,"DF,FW",Villarreal,es La Liga,25,1991,1,0,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
619,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,28,28,"2,510",27.9,2,0,2,2,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
620,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,37,36,"3,073",34.1,8,16,24,8,0,0,2,0,0.23,0.47,0.7,0.23,0.7,Matches
621,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30,1987,26,22,"2,053",22.8,2,0,2,2,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
622,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,it Serie A,23,1994,37,25,"2,319",25.8,4,8,12,0,4,4,4,0,0.16,0.31,0.47,0,0.31,Matches
623,Daniele De Rossi,it ITA,MF,Roma,it Serie A,34,1983,22,21,"1,829",20.3,1,1,2,1,0,0,6,1,0.05,0.05,0.1,0.05,0.1,Matches
624,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,12,10,968,10.8,1,0,1,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
625,Lorenzo De Silvestri,it ITA,"DF,MF",Torino,it Serie A,29,1988,35,35,"2,955",32.8,5,2,7,5,0,0,3,2,0.15,0.06,0.21,0.15,0.21,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,26,24,"1,943",21.6,2,1,3,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,Matches
627,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,15,15,"1,314",14.6,4,0,4,4,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
628,Troy Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,29,20,"1,844",20.5,5,2,7,2,3,5,1,1,0.24,0.1,0.34,0.1,0.2,Matches
629,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,24,11,"1,088",12.1,4,1,5,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,Matches
630,Steven Defour,be BEL,MF,Burnley,eng Premier League,29,1988,24,24,"1,997",22.2,1,1,2,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,Matches
631,Grégoire Defrel,mq MTQ,FW,Roma,it Serie A,26,1991,15,5,485,5.4,1,0,1,0,1,1,1,0,0.19,0,0.19,0,0,Matches
632,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,13,4,449,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
633,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,27,1990,15,7,760,8.4,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
634,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
635,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,32,31,"2,796",31.1,3,4,7,3,0,0,5,0,0.1,0.13,0.23,0.1,0.23,Matches
636,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,12,5,583,6.5,0,1,1,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
637,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,23,1994,8,5,421,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
638,Andy Delort,dz ALG,"FW,MF",Toulouse,fr Ligue 1,25,1991,32,25,"2,333",25.9,5,5,10,4,1,2,5,0,0.19,0.19,0.39,0.15,0.35,Matches
