Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1213,Jozabed,es ESP,MF,Celta Vigo,es La Liga,26,1991,24,18,"1,473",16.4,0,4,4,0,0,0,7,0,0,0.24,0.24,0,0.24,Matches
1214,Juanfran,es ESP,DF,Dep La Coruña,es La Liga,28,1988,35,34,"3,057",34,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
1215,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,32,1985,17,15,"1,307",14.5,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
1216,Juankar,es ESP,"DF,MF",Málaga,es La Liga,27,1990,10,9,784,8.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1217,Juanmi,es ESP,"FW,MF",Real Sociedad,es La Liga,24,1993,30,18,"1,489",16.5,8,2,10,8,0,0,3,0,0.48,0.12,0.6,0.48,0.6,Matches
1218,Juanpe,es ESP,DF,Girona,es La Liga,26,1991,35,34,"3,065",34.1,5,1,6,5,0,0,7,0,0.15,0.03,0.18,0.15,0.18,Matches
1219,Juanpi,ve VEN,MF,Málaga,es La Liga,23,1994,16,5,610,6.8,0,2,2,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
1220,Mariano Julio Izco,ar ARG,MF,Crotone,it Serie A,34,1983,5,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1221,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,30,30,"2,605",28.9,2,2,4,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,Matches
1222,David Juncà,es ESP,"DF,MF",Eibar,es La Liga,23,1993,15,10,901,10,0,2,2,0,0,0,3,0,0,0.2,0.2,0,0.2,Matches
1223,Gideon Jung,de GER,"MF,DF",Hamburger SV,de Bundesliga,22,1994,30,29,"2,570",28.6,1,1,2,1,0,0,7,1,0.04,0.04,0.07,0.04,0.07,Matches
1224,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,27,1990,2,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1225,Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,de Bundesliga,29,1987,24,17,"1,633",18.1,2,4,6,2,0,0,2,0,0.11,0.22,0.33,0.11,0.33,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1226,Mathias Jørgensen,dk DEN,DF,Huddersfield Town,eng Premier League,27,1990,38,38,"3,420",38,0,2,2,0,0,0,6,0,0,0.05,0.05,0,0.05,Matches
1227,Christian Kabasele,be BEL,DF,Watford,eng Premier League,26,1991,28,27,"2,330",25.9,2,0,2,2,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
1228,Younès Kaboul,fr FRA,DF,Watford,eng Premier League,31,1986,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1229,Alexander Kačaniklić,se SWE,MF,Nantes,fr Ligue 1,25,1991,9,3,316,3.5,0,1,1,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
1230,Gojko Kačar,rs SRB,DF,Augsburg,de Bundesliga,30,1987,6,3,228,2.5,1,0,1,1,0,0,1,0,0.39,0,0.39,0.39,0.39,Matches
1231,Elias Kachunga,cd COD,MF,Huddersfield Town,eng Premier League,25,1992,19,17,"1,329",14.8,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
1232,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,de Bundesliga,25,1992,28,24,"2,199",24.4,2,3,5,2,0,0,5,0,0.08,0.12,0.2,0.08,0.2,Matches
1233,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,28,1989,19,12,"1,166",13,5,2,7,5,0,0,0,0,0.39,0.15,0.54,0.39,0.54,Matches
1234,Sullay Kaikai,sl SLE,"FW,MF",Crystal Palace,eng Premier League,21,1995,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1235,Florian Kainz,at AUT,"MF,FW",Werder Bremen,de Bundesliga,24,1992,30,19,"1,712",19,3,3,6,3,0,0,5,0,0.16,0.16,0.32,0.16,0.32,Matches
1236,Dominik Kaiser,de GER,MF,RB Leipzig,de Bundesliga,28,1988,10,3,277,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1237,Gaël Kakuta,cd COD,MF,Amiens,fr Ligue 1,26,1991,36,36,"3,083",34.3,6,6,12,6,0,1,3,0,0.18,0.18,0.35,0.18,0.35,Matches
1238,Nikola Kalinić,hr CRO,FW,Milan,it Serie A,29,1988,31,20,"1,812",20.1,6,3,9,6,0,0,3,0,0.3,0.15,0.45,0.3,0.45,Matches
1239,Salomon Kalou,ci CIV,MF,Hertha BSC,de Bundesliga,31,1985,31,27,"2,207",24.5,12,3,15,11,1,2,0,0,0.49,0.12,0.61,0.45,0.57,Matches
1240,Daichi Kamada,jp JPN,"MF,FW",Eintracht Frankfurt,de Bundesliga,20,1996,3,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1241,François Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,21,1996,35,23,"2,014",22.4,8,4,12,7,1,1,4,0,0.36,0.18,0.54,0.31,0.49,Matches
1242,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,"1,691",18.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1243,Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,1999,6,5,455,5.1,0,1,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
1244,Marcin Kamiński,pl POL,DF,Stuttgart,de Bundesliga,25,1992,23,12,"1,138",12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1245,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,26,22,"2,019",22.4,1,3,4,1,0,0,3,0,0.04,0.13,0.18,0.04,0.18,Matches
1246,Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1247,Harry Kane,eng ENG,FW,Tottenham Hotspur,eng Premier League,24,1993,37,35,"3,076",34.2,30,2,32,28,2,3,5,0,0.88,0.06,0.94,0.82,0.88,Matches
1248,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,19,1998,9,1,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1249,Mamadou Kanouté,sn SEN,MF,Benevento,it Serie A,23,1993,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1250,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,26,1991,34,34,"2,994",33.3,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1251,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,de Bundesliga,20,1996,7,3,235,2.6,1,0,1,1,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
1252,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,de Bundesliga,23,1994,22,8,855,9.5,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
1253,Yann Karamoh,fr FRA,"MF,FW",Inter,it Serie A,19,1998,16,4,489,5.4,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
1254,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19,19,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1255,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,15,14,"1,292",14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1256,Rick Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1257,Aleksandar Katai,rs SRB,"FW,MF",Alavés,es La Liga,26,1991,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1258,Florian Kath,de GER,"FW,MF",Freiburg,de Bundesliga,22,1994,24,3,674,7.5,1,0,1,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
1259,Ole Käuper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,1,1,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1260,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,"2,569",28.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
1261,Beram Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,19,8,745,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1262,Joris Kayembe,cd COD,MF,Nantes,fr Ligue 1,22,1994,3,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1263,Olarenwaju Kayode,ng NGA,FW,Girona,es La Liga,24,1993,12,2,383,4.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1264,Moise Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,19,12,"1,131",12.6,4,0,4,4,0,0,5,0,0.32,0,0.32,0.32,0.32,Matches
1265,Michael Keane,eng ENG,DF,Everton,eng Premier League,24,1993,30,29,"2,560",28.4,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
1266,Thilo Kehrer,de GER,"DF,MF",Schalke 04,de Bundesliga,20,1996,28,27,"2,365",26.3,3,0,3,3,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
1267,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,3,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1268,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,27,23,"1,962",21.8,6,5,11,6,0,0,8,2,0.28,0.23,0.5,0.28,0.5,Matches
1269,Keko,es ESP,MF,Málaga,es La Liga,25,1991,21,15,"1,209",13.4,0,2,2,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
1270,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,15,12,"1,195",13.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1271,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,12,11,901,10,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
1272,Kenedy,br BRA,MF,Newcastle United,eng Premier League,21,1996,13,13,"1,023",11.4,2,2,4,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches
1273,Jonjoe Kenny,eng ENG,"DF,MF",Everton,eng Premier League,20,1997,19,17,"1,590",17.7,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
1274,Ryan Kent,eng ENG,FW,Freiburg,de Bundesliga,20,1996,6,1,245,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1275,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,37,37,"3,320",36.9,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1276,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,37,37,"3,264",36.3,5,1,6,2,3,4,9,0,0.14,0.03,0.17,0.06,0.08,Matches
1277,Billy Ketkeophomphone,la LAO,"MF,FW",Angers,fr Ligue 1,27,1990,13,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1278,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1279,Saîf-Eddine Khaoui,tn TUN,MF,Troyes,fr Ligue 1,22,1995,32,21,"1,956",21.7,5,2,7,5,0,1,1,0,0.23,0.09,0.32,0.23,0.32,Matches
1280,Wahbi Khazri,tn TUN,"FW,MF",Rennes,fr Ligue 1,26,1991,24,23,"1,918",21.3,9,2,11,6,3,3,8,1,0.42,0.09,0.52,0.28,0.38,Matches
1281,Rani Khedira,tn TUN,"MF,DF",Augsburg,de Bundesliga,23,1994,30,27,"2,275",25.3,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,Matches
1282,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,24,"1,912",21.2,9,2,11,9,0,0,1,0,0.42,0.09,0.52,0.42,0.52,Matches
1283,Stefan Kießling,de GER,"FW,MF",Leverkusen,de Bundesliga,33,1984,8,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1284,Kiké,es ESP,FW,Eibar,es La Liga,27,1989,35,28,"2,460",27.3,8,1,9,8,0,0,5,0,0.29,0.04,0.33,0.29,0.33,Matches
1285,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,26,"2,329",25.9,1,10,11,1,0,0,1,0,0.04,0.39,0.43,0.04,0.43,Matches
1286,Presnel Kimpembe,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,21,1995,28,27,"2,423",26.9,0,0,0,0,0,0,8,2,0,0,0,0,0,Matches
1287,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,11,5,537,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
1288,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,11,9,715,7.9,2,1,3,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,Matches
1289,Joshua King,no NOR,"MF,FW",Bournemouth,eng Premier League,25,1992,33,27,"2,453",27.3,8,3,11,6,2,2,3,0,0.29,0.11,0.4,0.22,0.33,Matches
1290,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,20,18,"1,571",17.5,2,0,2,2,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
1291,Davy Klaassen,nl NED,MF,Everton,eng Premier League,24,1993,7,3,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1292,Felix Klaus,de GER,"MF,FW",Hannover 96,de Bundesliga,24,1992,28,25,"1,981",22,4,2,6,4,0,0,5,0,0.18,0.09,0.27,0.18,0.27,Matches
1293,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,16,"1,451",16.1,1,0,1,1,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
1294,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,21,1995,22,12,"1,138",12.6,2,3,5,2,0,0,2,0,0.16,0.24,0.4,0.16,0.4,Matches
1295,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,25,"2,190",24.3,1,0,1,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
1296,Lukas Klünter,de GER,"DF,MF",Köln,de Bundesliga,21,1996,19,14,"1,336",14.8,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
1297,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,24,"2,102",23.4,1,2,3,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,Matches
1298,Anthony Knockaert,fr FRA,MF,Brighton,eng Premier League,25,1991,33,27,"2,421",26.9,3,1,4,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,Matches
1299,Törles Knöll,de GER,FW,Hamburger SV,de Bundesliga,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1300,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,21,1996,26,21,"1,919",21.3,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1301,Kenan Kodro,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,8,2,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1302,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1303,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,18,"1,664",18.5,1,1,2,1,0,0,9,1,0.05,0.05,0.11,0.05,0.11,Matches
1304,Seybou Koita,ne NIG,FW,Amiens,fr Ligue 1,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1305,Koke,es ESP,MF,Atlético Madrid,es La Liga,25,1992,35,33,"2,756",30.6,4,4,8,4,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches
1306,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,34,"3,060",34,2,6,8,2,0,0,3,0,0.06,0.18,0.24,0.06,0.24,Matches
1307,Sead Kolašinac,ba BIH,"MF,DF",Arsenal,eng Premier League,24,1993,27,25,"2,147",23.9,2,4,6,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,Matches
1308,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,17,"1,394",15.5,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,Matches
1309,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,14,"1,228",13.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1310,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,"2,472",27.5,13,1,14,11,2,2,8,0,0.47,0.04,0.51,0.4,0.44,Matches
1311,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,"2,614",29,4,4,8,4,0,0,12,1,0.14,0.14,0.28,0.14,0.28,Matches
1312,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,"2,462",27.4,2,0,2,2,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
1313,Terence Kongolo,nl NED,DF,Huddersfield Town,eng Premier League,23,1994,13,11,"1,049",11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1314,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1315,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,27,1989,27,18,"1,562",17.4,4,4,8,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches
1316,Julian Korb,de GER,"MF,DF",Hannover 96,de Bundesliga,25,1992,28,28,"2,336",26,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,Matches
1317,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,25,"2,225",24.7,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
1318,Filip Kostić,rs SRB,"MF,FW",Hamburger SV,de Bundesliga,24,1992,30,27,"2,438",27.1,5,1,6,5,0,2,2,0,0.18,0.04,0.22,0.18,0.22,Matches
1319,Christian Kouakou,ci CIV,"MF,FW",Caen,fr Ligue 1,26,1991,19,7,847,9.4,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,Matches
1320,Rominigue Kouamé,ml MLI,DF,Lille,fr Ligue 1,20,1996,6,1,201,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
1321,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1322,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,35,35,"3,066",34.1,5,1,6,5,0,0,5,1,0.15,0.03,0.18,0.15,0.18,Matches
1323,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,18,17,"1,589",17.7,2,0,2,2,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
1324,Cheikhou Kouyaté,sn SEN,MF,West Ham United,eng Premier League,27,1989,33,32,"2,799",31.1,2,3,5,2,0,0,5,0,0.06,0.1,0.16,0.06,0.16,Matches
1325,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,21,10,992,11,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1326,Maksym Koval,ua UKR,GK,Dep La Coruña,es La Liga,24,1992,2,2,120,1.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
1327,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,22,6,823,9.1,5,2,7,5,0,0,0,0,0.55,0.22,0.77,0.55,0.77,Matches
1328,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,15,10,807,9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
1329,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,12,8,789,8.8,1,0,1,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
1330,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1331,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,12,10,946,10.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1332,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,5,0,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1333,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,26,1991,34,22,"2,228",24.8,13,6,19,11,2,2,1,0,0.53,0.24,0.77,0.44,0.69,Matches
1334,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,26,1991,27,26,"2,151",23.9,3,0,3,3,0,0,5,0,0.13,0,0.13,0.13,0.13,Matches
1335,Ladislav Krejčí,cz CZE,FW,Bologna,it Serie A,25,1992,12,2,397,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1336,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,18,16,"1,312",14.6,1,0,1,1,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
1337,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1338,Bojan Krkić,es ESP,FW,Alavés,es La Liga,26,1990,13,4,441,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1339,Michael Krohn-Dehli,dk DEN,"MF,FW",Dep La Coruña,es La Liga,34,1983,11,10,728,8.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1340,Michael Krohn-Dehli,dk DEN,MF,Sevilla,es La Liga,34,1983,13,5,536,6,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
1341,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,27,26,"2,261",25.1,5,7,12,5,0,0,4,0,0.2,0.28,0.48,0.2,0.48,Matches
1342,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,29,28,"2,453",27.3,6,6,12,6,0,0,2,0,0.22,0.22,0.44,0.22,0.44,Matches
1343,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,27,20,"1,641",18.2,0,2,2,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
1344,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,24,1992,15,13,"1,151",12.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
1345,Jasmin Kurtić,si SVN,"MF,FW",SPAL,it Serie A,28,1989,16,16,"1,440",16,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
1346,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,14,7,662,7.4,2,0,2,2,0,0,2,0,0.27,0,0.27,0.27,0.27,Matches
1347,Layvin Kurzawa,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,24,1992,20,19,"1,704",18.9,2,1,3,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,Matches
1348,Filip Kusić,rs SRB,DF,Köln,de Bundesliga,21,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1349,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,8,6,480,5.3,0,1,1,0,0,0,4,2,0,0.19,0.19,0,0.19,Matches
1350,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,7,3,277,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1351,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1352,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,17,"1,528",17,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
1353,Rajiv van La Parra,nl NED,MF,Huddersfield Town,eng Premier League,26,1991,33,26,"2,137",23.7,3,0,3,2,1,1,3,1,0.13,0,0.13,0.08,0.08,Matches
1354,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,2,0,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1355,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,20,10,957,10.6,3,0,3,2,1,1,1,0,0.28,0,0.28,0.19,0.19,Matches
1356,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,32,26,"2,202",24.5,14,4,18,12,2,2,1,0,0.57,0.16,0.74,0.49,0.65,Matches
1357,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,15,12,"1,056",11.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1358,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,4,0,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1359,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,11,8,775,8.6,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
1360,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1361,Alban Lafont,ci CIV,GK,Toulouse,fr Ligue 1,18,1999,38,38,"3,420",38,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
1362,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,17,"1,530",17,2,0,2,2,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
1363,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,de Bundesliga,20,1997,22,14,"1,337",14.9,0,2,2,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
1364,Kenny Lala,mg MAD,DF,Strasbourg,fr Ligue 1,25,1991,31,30,"2,723",30.3,3,4,7,0,3,3,5,1,0.1,0.13,0.23,0,0.13,Matches
