Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
68,Federico Bernardeschi,it ITA,MF,it Juventus,25,1994,2.9,0,0,0,3,6,0,12,0,0,,,0,Matches
69,Juan Bernat,es ESP,DF,fr Paris Saint-Germain,26,1993,9.7,3,0,0,8,16,1,10,11,10,,,0,Matches
70,Antoine Bernede,fr FRA,MF,at RB Salzburg,20,1999,1,1,0,0,1,0,0,0,0,2,,,0,Matches
71,Cristiano Biraghi,it ITA,MF,it Inter,26,1992,2.4,1,0,0,2,1,0,15,3,1,,,0,Matches
72,Daley Blind,nl NED,"DF,MF",nl Ajax,29,1990,4.7,3,1,1,5,3,0,3,5,5,,,0,Matches
73,Richmond Boakye,gh GHA,FW,rs Red Star,26,1993,2.1,1,0,0,2,8,0,0,0,0,,,0,Matches
74,Jérôme Boateng,de GER,DF,de Bayern Munich,30,1988,6.4,1,0,0,4,1,0,2,10,4,,,0,Matches
75,Serhiy Bolbat,ua UKR,DF,ua Shakhtar Donetsk,26,1993,2.7,2,0,0,5,7,0,1,4,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Theo Bongonda,cd COD,MF,be Genk,23,1995,2.9,1,0,0,2,7,1,16,0,1,,,0,Matches
77,Leonardo Bonucci,it ITA,DF,it Juventus,32,1987,7,1,0,0,6,7,0,2,9,3,,,0,Matches
78,Neto Borges,br BRA,"DF,MF",be Genk,22,1996,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
79,Jan Bořil,cz CZE,DF,cz Slavia Prague,28,1991,6,2,0,0,11,7,1,10,7,2,,,0,Matches
80,Milan Borjan,ca CAN,GK,rs Red Star,31,1987,6,1,0,0,0,1,0,0,0,0,,,0,Matches
81,Andreas Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,5.3,1,0,0,7,1,0,1,10,3,,,0,Matches
82,Domagoj Bradarić,hr CRO,"MF,DF",fr Lille,19,1999,3,1,0,0,3,2,0,15,2,3,,,0,Matches
83,Julian Brandt,de GER,"MF,FW",de Dortmund,23,1996,5.4,1,0,0,4,1,2,8,2,1,,,0,Matches
84,Claudio Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,0,1,0,1,0,0,0,0,0,,,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,26,1992,5.8,1,0,0,9,7,0,4,11,9,,,0,Matches
86,Jacob Bruun Larsen,dk DEN,"FW,MF",de Dortmund,20,1998,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
87,Gianluigi Buffon,it ITA,GK,it Juventus,41,1978,1,0,0,0,0,0,0,0,0,0,,,0,Matches
88,Mick van Buren,nl NED,FW,cz Slavia Prague,26,1992,0.5,0,0,0,0,0,0,0,0,1,,,0,Matches
89,Roman Bürki,ch SUI,GK,de Dortmund,28,1990,8,0,0,0,0,2,0,0,0,0,,,0,Matches
90,Sergio Busquets,es ESP,MF,es Barcelona,31,1988,5.6,3,0,0,8,8,0,0,15,8,,,0,Matches
91,Adem Büyük,tr TUR,FW,tr Galatasaray,31,1987,1,0,0,0,2,6,0,0,0,0,,,0,Matches
92,Willy Caballero,ar ARG,GK,eng Chelsea,37,1981,2,1,0,0,1,0,0,0,0,0,,,0,Matches
93,Mattia Caldara,it ITA,DF,it Atalanta,25,1994,2.8,0,0,0,7,2,1,0,5,2,,,0,Matches
94,José Callejón,es ESP,"MF,FW",it Napoli,32,1987,6.3,0,0,0,4,9,0,27,5,4,,,0,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,22,1997,4.6,1,0,0,6,10,0,3,5,5,,,0,Matches
96,Emre Can,de GER,MF,de Dortmund,25,1994,2,0,1,0,6,2,0,1,1,1,,,0,Matches
97,José Cañas,es ESP,MF,rs Red Star,32,1987,3.5,0,0,0,1,5,0,0,4,2,,,0,Matches
98,João Cancelo,pt POR,"DF,MF",eng Manchester City,25,1994,6.3,1,0,0,4,2,0,18,13,13,,,0,Matches
99,Antonio Candreva,it ITA,MF,it Inter,32,1987,4.3,2,0,0,3,6,1,16,4,2,,,0,Matches
100,Maxence Caqueret,fr FRA,MF,fr Lyon,19,2000,3,1,0,0,9,0,0,0,6,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Yannick Carrasco,be BEL,MF,es Atlético Madrid,25,1993,1,0,0,0,0,3,0,3,0,1,,,0,Matches
102,Dani Carvajal,es ESP,DF,es Real Madrid,27,1992,6.9,1,0,0,7,6,0,22,7,11,,,0,Matches
103,Casemiro,br BRA,MF,es Real Madrid,27,1992,7.7,1,0,0,10,9,1,5,8,14,,,0,Matches
104,Timothy Castagne,be BEL,MF,it Atalanta,23,1995,4.4,1,0,0,8,2,0,11,1,1,,,0,Matches
105,Edinson Cavani,uy URU,FW,fr Paris Saint-Germain,32,1987,1.5,0,0,0,3,3,2,0,0,1,,,0,Matches
106,Zeki Çelik,tr TUR,"DF,MF",fr Lille,22,1997,6,2,0,0,9,6,0,16,12,7,,,0,Matches
107,Murilo Cerqueira,br BRA,"MF,DF",ru Loko Moscow,22,1997,4.1,1,0,0,7,4,0,1,15,6,,,0,Matches
108,Franco Cervi,ar ARG,MF,pt Benfica,25,1994,4.4,0,0,0,3,6,1,9,3,12,,,0,Matches
109,Rayan Cherki,fr FRA,"FW,MF",fr Lyon,15,2003,0.4,0,0,0,0,1,1,1,0,1,,,0,Matches
110,Denis Cheryshev,ru RUS,MF,es Valencia,28,1990,2.9,0,0,0,3,8,2,8,1,1,,,0,Matches
111,Chiquinho,pt POR,"FW,MF",pt Benfica,24,1995,3,0,0,0,2,4,0,5,3,3,,,0,Matches
112,Andreas Christensen,dk DEN,DF,eng Chelsea,23,1996,4,0,0,0,1,3,0,0,6,1,,,0,Matches
113,Jasper Cillessen,nl NED,GK,es Valencia,30,1989,6,0,0,0,0,0,0,0,0,0,,,0,Matches
114,Kingsley Coman,fr FRA,"MF,FW",de Bayern Munich,23,1996,6.1,0,0,0,5,10,1,34,0,3,,,0,Matches
115,Dion Cools,my MAS,"DF,MF",be Club Brugge,23,1996,0,0,0,0,0,1,0,0,0,0,,,0,Matches
116,Francis Coquelin,fr FRA,"MF,DF",es Valencia,28,1991,4.8,2,0,0,5,9,0,0,12,7,,,0,Matches
117,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,33,1986,5.8,1,0,0,6,3,1,0,13,4,,,0,Matches
118,Maxwel Cornet,ci CIV,MF,fr Lyon,22,1996,6.1,2,0,0,10,8,2,21,7,6,,,0,Matches
119,Carlos Coronel,py PAR,GK,at RB Salzburg,22,1996,2.6,0,0,0,0,0,0,0,0,0,,,0,Matches
120,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,24,1995,4.9,2,0,0,11,5,1,4,5,4,,,0,Matches
121,Thierry Correia,pt POR,DF,es Valencia,20,1999,0.2,0,0,0,0,0,0,3,1,0,,,0,Matches
122,Diego Costa,es ESP,FW,es Atlético Madrid,30,1988,5.1,1,0,0,7,5,3,1,0,0,,,0,Matches
123,Douglas Costa,br BRA,"FW,MF",it Juventus,28,1990,0.2,1,0,0,0,1,0,2,0,0,,,0,Matches
124,Jaume Costa,es ESP,DF,es Valencia,31,1988,2.7,1,0,0,4,5,0,3,4,5,,,0,Matches
125,Gaëtan Coucke,be BEL,GK,be Genk,20,1998,5,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Vladimír Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6,1,0,0,6,3,0,10,6,6,,,0,Matches
127,Thibaut Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,1,0,0,0,0,0,0,1,0,,,0,Matches
128,Philippe Coutinho,br BRA,"MF,FW",de Bayern Munich,27,1992,5.8,0,0,0,6,12,2,35,3,3,,,0,Matches
129,Juan Cuadrado,co COL,"DF,FW",it Juventus,31,1988,5.5,4,0,0,8,19,0,19,12,4,,,0,Matches
130,Carlos Cuesta,co COL,"DF,MF",be Genk,20,1999,4,0,0,0,3,0,0,0,7,4,,,0,Matches
131,Matheus Cunha,br BRA,"FW,MF",de RB Leipzig,20,1999,0.9,0,0,0,5,0,1,1,3,2,,,0,Matches
132,Danilo D'Ambrosio,it ITA,"MF,DF",it Inter,30,1988,2,0,0,0,6,2,1,2,4,4,,,0,Matches
133,Jacopo Da Riva,it ITA,MF,it Atalanta,18,2000,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
134,Colin Dagba,fr FRA,DF,fr Paris Saint-Germain,20,1998,1,0,0,0,0,0,1,5,2,0,,,0,Matches
135,Mahmoud Dahoud,de GER,MF,de Dortmund,23,1996,0.3,0,0,0,2,0,0,0,1,0,,,0,Matches
136,Patson Daka,zm ZAM,"FW,MF",at RB Salzburg,20,1998,2.7,0,0,0,8,2,4,0,1,3,,,0,Matches
137,Danilo,br BRA,DF,it Juventus,28,1991,5.2,0,0,0,4,4,0,12,9,4,,,0,Matches
138,Alphonso Davies,ca CAN,DF,de Bayern Munich,18,2000,7.9,2,0,0,6,9,2,19,10,12,,,0,Matches
139,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,26,1993,3,1,0,0,2,1,0,6,2,1,,,0,Matches
140,Kevin De Bruyne,be BEL,MF,eng Manchester City,28,1991,6.3,1,0,0,8,9,1,61,6,4,,,0,Matches
141,Charles De Ketelaere,be BEL,MF,be Club Brugge,18,2001,1.4,1,0,0,9,2,1,2,1,3,,,0,Matches
142,Mattia De Sciglio,it ITA,DF,it Juventus,26,1992,2,0,0,0,2,2,0,3,1,3,,,0,Matches
143,Miloš Degenek,au AUS,DF,rs Red Star,25,1994,6,2,0,0,4,2,0,0,13,5,,,0,Matches
144,Thomas Delaney,dk DEN,MF,de Dortmund,27,1991,2.7,1,0,0,4,3,0,1,3,2,,,0,Matches
145,Simon Deli,ci CIV,DF,be Club Brugge,27,1991,6,0,0,0,7,2,0,0,12,3,,,0,Matches
146,Moussa Dembélé,fr FRA,FW,fr Lyon,23,1996,6.9,1,0,0,15,6,6,1,4,1,,,0,Matches
147,Ousmane Dembélé,fr FRA,"MF,FW",es Barcelona,22,1997,1.5,1,0,0,2,1,1,5,0,0,,,0,Matches
148,Merih Demiral,tr TUR,DF,it Juventus,21,1998,1,0,0,0,1,3,0,0,1,2,,,0,Matches
149,Kerem Demirbay,de GER,MF,de Leverkusen,26,1993,4.1,0,0,0,8,5,0,34,1,7,,,0,Matches
150,Diego Demme,de GER,MF,de RB Leipzig,27,1991,4.1,0,0,0,4,6,0,4,5,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Diego Demme,de GER,MF,it Napoli,27,1991,1.4,0,0,0,1,2,0,0,5,0,,,0,Matches
152,Jason Denayer,be BEL,"DF,MF",fr Lyon,24,1995,8.7,0,0,0,5,2,0,1,7,7,,,0,Matches
153,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,21,1997,5,0,0,0,13,7,5,16,5,9,,,0,Matches
154,Dentinho,br BRA,"FW,MF",ua Shakhtar Donetsk,30,1989,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
155,Sergiño Dest,us USA,DF,nl Ajax,18,2000,4.5,0,0,0,5,4,0,7,3,5,,,0,Matches
156,Sébastien Dewaest,be BEL,DF,be Genk,28,1991,4,0,0,0,1,2,0,0,3,4,,,0,Matches
157,Giovanni Di Lorenzo,it ITA,"DF,MF",it Napoli,25,1993,8,0,0,0,7,14,0,16,2,11,,,0,Matches
158,Ángel Di María,ar ARG,"FW,MF",fr Paris Saint-Germain,31,1988,8.3,3,0,0,3,15,6,46,2,7,,,0,Matches
159,Moussa Diaby,fr FRA,MF,de Leverkusen,20,1999,2,0,0,0,3,4,0,15,0,0,,,0,Matches
160,Mbaye Diagne,sn SEN,FW,be Club Brugge,27,1991,0.5,0,0,0,1,1,0,0,0,0,,,0,Matches
161,Mouctar Diakhaby,gn GUI,DF,es Valencia,22,1996,3.4,3,1,1,5,3,0,1,5,4,,,0,Matches
162,Abdou Diallo,sn SEN,DF,fr Paris Saint-Germain,23,1996,1.2,0,0,0,5,0,0,0,0,1,,,0,Matches
163,Rúben Dias,pt POR,DF,pt Benfica,22,1997,6,1,0,0,6,7,0,2,6,5,,,1,Matches
164,Krépin Diatta,sn SEN,"MF,FW",be Club Brugge,20,1999,4.8,2,1,1,8,1,3,17,5,5,,,0,Matches
165,Brahim Díaz,ma MAR,"FW,MF",es Real Madrid,19,1999,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
166,Eric Dier,eng ENG,"MF,DF",eng Tottenham Hotspur,25,1994,3.5,1,0,0,4,3,0,1,4,1,,,0,Matches
167,Emir Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6,2,0,0,4,6,0,0,12,3,,,0,Matches
168,Tiago Djaló,pt POR,DF,fr Lille,19,2000,3,1,0,0,1,4,0,1,2,4,,,0,Matches
169,Berat Djimsiti,al ALB,DF,it Atalanta,26,1993,5.7,3,0,0,7,0,1,0,7,6,,,0,Matches
170,Dodô,br BRA,DF,ua Shakhtar Donetsk,20,1998,3.1,1,1,0,3,3,0,4,3,3,,,0,Matches
171,Jaume Doménech,es ESP,GK,es Valencia,28,1990,2,1,0,0,0,0,0,0,1,0,,,0,Matches
172,Ryan Donk,sr SUR,DF,tr Galatasaray,33,1986,4,1,0,0,5,0,0,1,6,4,,,0,Matches
173,Aleksandar Dragović,at AUT,DF,de Leverkusen,28,1991,1,0,0,0,0,0,0,0,2,2,,,0,Matches
174,Julian Draxler,de GER,"FW,MF",fr Paris Saint-Germain,25,1993,0.8,0,0,0,2,1,0,2,1,0,,,0,Matches
175,Sebastián Driussi,ar ARG,MF,ru Zenit,23,1996,4,0,0,0,2,6,0,19,3,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Leo Dubois,fr FRA,"MF,DF",fr Lyon,24,1994,8.4,3,0,0,10,4,0,30,6,6,,,0,Matches
177,Paulo Dybala,ar ARG,FW,it Juventus,25,1993,3.5,0,0,0,1,10,1,21,1,1,,,0,Matches
178,Artem Dzyuba,ru RUS,FW,ru Zenit,30,1988,6,1,0,0,10,6,6,4,1,4,,,0,Matches
179,Éder,pt POR,FW,ru Loko Moscow,31,1987,3.8,0,0,0,3,11,3,2,3,2,,,0,Matches
180,Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,0,0,0,0,0,0,0,0,0,,,0,Matches
181,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0,0,0,0,0,0,0,0,0,1,,,0,Matches
182,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,5.1,0,0,0,3,1,1,10,5,4,,,0,Matches
183,Elif Elmas,mk MKD,MF,it Napoli,19,1999,1.2,0,0,0,1,0,0,0,1,0,,,0,Matches
184,Christian Eriksen,dk DEN,MF,eng Tottenham Hotspur,27,1992,3.3,0,0,0,1,3,0,18,0,3,,,0,Matches
185,Aleksandr Erokhin,ru RUS,MF,ru Zenit,29,1989,1.8,2,0,0,6,1,0,7,1,0,,,0,Matches
186,Sebastiano Esposito,it ITA,"FW,MF",it Inter,17,2002,0.6,0,0,0,0,4,0,1,0,0,,,0,Matches
187,Fabinho,br BRA,MF,eng Liverpool,25,1993,5.4,1,0,0,8,5,0,1,7,11,,,0,Matches
188,Malachi Fagan-Walcott,eng ENG,DF,eng Tottenham Hotspur,17,2002,0,0,0,0,0,0,0,0,0,1,,,0,Matches
189,Radamel Falcao,co COL,FW,tr Galatasaray,33,1986,2.3,1,0,0,4,8,2,0,0,1,,,0,Matches
190,Patrick Farkas,at AUT,"DF,MF",at RB Salzburg,26,1992,0.1,0,0,0,0,0,0,3,0,1,,,0,Matches
191,Ansu Fati,es ESP,FW,es Barcelona,16,2002,1.3,0,0,0,2,4,1,2,1,0,,,0,Matches
192,Sofiane Feghouli,dz ALG,FW,tr Galatasaray,29,1989,3.8,0,0,0,3,5,1,11,3,3,,,0,Matches
193,Ljubomir Fejsa,rs SRB,MF,pt Benfica,30,1988,1.7,0,0,0,3,2,0,0,4,3,,,0,Matches
194,Felipe,br BRA,DF,es Atlético Madrid,30,1989,7.3,1,0,0,11,7,0,0,15,5,,,0,Matches
195,João Félix,pt POR,"FW,MF",es Atlético Madrid,19,1999,4.7,0,0,0,2,15,2,4,1,0,,,0,Matches
196,Gedson Fernandes,pt POR,MF,pt Benfica,20,1999,1.5,1,0,0,4,2,2,5,1,2,,,0,Matches
197,Gedson Fernandes,pt POR,MF,eng Tottenham Hotspur,20,1999,0.8,0,0,0,1,3,0,3,0,0,,,0,Matches
198,Fernandinho,br BRA,DF,eng Manchester City,34,1985,7.3,4,0,0,18,2,0,1,14,9,,,0,Matches
199,Roberto Firmino,br BRA,FW,eng Liverpool,27,1991,7,0,0,0,4,2,3,2,3,9,,,0,Matches
200,Junior Firpo,do DOM,"DF,MF",es Barcelona,22,1996,3,1,0,0,5,4,0,1,4,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Alessandro Florenzi,it ITA,"DF,FW",es Valencia,28,1991,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
202,Phil Foden,eng ENG,"MF,FW",eng Manchester City,19,2000,2.8,2,1,1,3,2,0,4,2,2,,,0,Matches
203,José Fonte,pt POR,DF,fr Lille,35,1983,4,1,0,0,3,1,0,0,3,7,,,0,Matches
204,Emil Forsberg,se SWE,MF,de RB Leipzig,27,1991,5.8,0,0,0,5,5,1,17,0,7,,,0,Matches
205,Juan Foyth,ar ARG,DF,eng Tottenham Hotspur,21,1998,2.2,0,0,0,2,2,0,3,2,2,,,0,Matches
206,Remo Freuler,ch SUI,MF,it Atalanta,27,1992,7.4,3,0,0,19,7,0,1,9,11,,,0,Matches
207,Michal Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,1.9,0,0,0,2,0,0,0,5,1,,,0,Matches
208,Gabriel,br BRA,MF,pt Benfica,25,1993,4.9,2,0,0,12,4,0,4,17,10,,,0,Matches
209,Gianluca Gaetano,it ITA,MF,it Napoli,19,2000,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
