Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
1,Vincent Aboubakar,cm CMR,FW,pt Porto,26,1992,0.7,0,0,0,0,2,0,0,0,0,0,0,0,Matches
2,Michel Aebischer,ch SUI,MF,ch Young Boys,21,1997,2.5,0,0,0,5,4,0,4,1,5,0,0,0,Matches
3,Sergio Agüero,ar ARG,FW,eng Manchester City,30,1988,5.6,3,0,0,5,3,3,6,2,4,0,0,0,Matches
4,Jean-Eudes Aholou,ci CIV,MF,fr Monaco,24,1994,2,0,0,0,3,1,0,0,3,0,0,0,0,Matches
5,Youssef Aït Bennasser,ma MAR,MF,fr Monaco,22,1996,2.7,0,0,0,1,3,0,1,1,3,0,0,0,Matches
6,Manuel Akanji,ch SUI,DF,de Dortmund,23,1995,5,1,0,0,1,2,0,1,9,6,0,0,0,Matches
7,Emre Akbaba,tr TUR,FW,tr Galatasaray,25,1992,1,0,0,0,0,4,0,8,1,1,1,0,0,Matches
8,Yunus Akgün,tr TUR,MF,tr Galatasaray,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
9,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,20,1997,3.3,1,0,0,4,2,0,2,4,6,0,0,0,Matches
10,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5,1,1,1,0,1,0,0,0,0,0,0,0,Matches
11,Kevin Akpoguma,ng NGA,DF,de Hoffenheim,23,1995,2,0,0,0,1,2,0,0,1,5,0,0,0,Matches
12,David Alaba,at AUT,DF,de Bayern Munich,26,1992,7,0,0,0,6,0,1,17,15,7,0,0,0,Matches
13,Jordi Alba,es ESP,DF,es Barcelona,29,1989,11,2,0,0,6,3,2,24,18,10,0,0,0,Matches
14,Raúl Albiol,es ESP,DF,it Napoli,32,1985,5.5,1,0,0,3,4,0,0,8,1,0,0,0,Matches
15,Paco Alcácer,es ESP,FW,de Dortmund,24,1993,4,1,0,0,4,0,5,1,3,2,0,0,0,Matches
16,Thiago Alcántara,es ESP,MF,de Bayern Munich,27,1991,4.3,1,0,0,5,8,0,3,10,6,1,0,0,Matches
17,Toby Alderweireld,be BEL,DF,eng Tottenham Hotspur,29,1989,12,2,0,0,6,3,0,2,13,8,0,0,0,Matches
18,Alef,br BRA,MF,gr AEK Athens,23,1995,2.2,1,0,0,7,1,0,0,7,2,0,0,0,Matches
19,Carles Aleñá,es ESP,MF,es Barcelona,20,1998,1,0,0,0,0,0,0,0,0,2,0,0,0,Matches
20,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,10.2,0,0,0,7,3,1,74,19,8,0,0,0,Matches
21,Alisson,br BRA,GK,eng Liverpool,25,1992,13,0,0,0,0,0,0,0,1,0,0,0,0,Matches
22,Allan,br BRA,MF,it Napoli,27,1991,5.7,1,0,0,12,12,0,0,3,20,0,0,0,Matches
23,Dele Alli,eng ENG,MF,eng Tottenham Hotspur,22,1996,7.9,0,0,0,6,11,1,4,6,5,0,0,0,Matches
24,André Almeida,pt POR,DF,pt Benfica,27,1990,6,1,0,0,11,12,1,7,10,9,0,0,0,Matches
25,Dani Alves,br BRA,"MF,FW",fr Paris Saint-Germain,35,1983,2.3,1,0,0,3,9,1,12,3,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,20,1997,3.9,3,1,1,7,0,0,0,10,3,0,0,0,Matches
27,Nadiem Amiri,de GER,MF,de Hoffenheim,21,1996,0.3,0,0,0,0,0,0,2,1,1,0,0,0,Matches
28,Sofyan Amrabat,ma MAR,MF,be Club Brugge,21,1996,2,1,0,0,4,2,0,2,4,2,0,0,0,Matches
29,Angeliño,es ESP,DF,nl PSV,21,1997,6,1,0,0,5,5,0,17,12,4,0,0,0,Matches
30,Houssem Aouar,dz ALG,MF,fr Lyon,20,1998,7,1,0,0,8,12,2,1,9,9,0,0,0,Matches
31,Alphonse Areola,fr FRA,GK,fr Paris Saint-Germain,25,1993,3,0,0,0,0,2,0,0,0,0,0,0,0,Matches
32,Santiago Arias,co COL,DF,es Atlético Madrid,26,1992,3.8,0,0,0,0,3,0,8,3,5,0,0,0,Matches
33,Kwadwo Asamoah,gh GHA,DF,it Inter,29,1988,5.8,1,0,0,7,15,0,11,8,5,0,0,0,Matches
34,Marco Asensio,es ESP,FW,es Real Madrid,22,1996,3.4,0,0,0,4,7,1,18,5,2,0,0,0,Matches
35,Roger Assalé,ci CIV,"FW,MF",ch Young Boys,24,1993,4.2,1,0,0,10,14,5,10,1,2,0,0,0,Matches
36,Serge Aurier,ci CIV,"DF,MF",eng Tottenham Hotspur,25,1992,4.8,1,0,0,4,4,0,17,10,7,0,0,0,Matches
37,Chidozie Awaziem,ng NGA,"DF,MF",pt Porto,21,1997,0.1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
38,Serdar Aziz,tr TUR,DF,tr Galatasaray,27,1990,4,3,0,0,9,4,0,0,3,4,0,0,0,Matches
39,Srđan Babić,rs SRB,DF,rs Red Star,22,1996,2.5,0,0,0,1,0,0,0,4,1,0,0,0,Matches
40,Benoît Badiashile,fr FRA,DF,fr Monaco,17,2001,2,0,0,0,2,0,0,0,1,2,0,0,0,Matches
41,Loic Badiashile,fr FRA,GK,fr Monaco,20,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
42,Eric Bailly,ci CIV,DF,eng Manchester Utd,24,1994,3.4,1,0,0,3,6,0,0,5,3,0,0,0,Matches
43,Michalis Bakakis,gr GRE,"DF,MF",gr AEK Athens,27,1991,5.8,0,0,0,3,8,1,5,12,8,0,0,0,Matches
44,Anastasios Bakasetas,gr GRE,MF,gr AEK Athens,25,1993,2,1,0,0,3,0,1,8,1,9,0,0,0,Matches
45,Keita Baldé,sn SEN,"FW,MF",it Inter,23,1995,0.8,0,0,0,0,3,0,4,0,0,0,0,0,Matches
46,Gareth Bale,wls WAL,FW,es Real Madrid,29,1989,5.4,0,0,0,3,3,3,13,5,0,0,0,0,Matches
47,David von Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
48,Dmitri Barinov,ru RUS,MF,ru Loko Moscow,21,1996,3.2,1,0,0,8,2,0,0,10,4,0,0,0,Matches
49,Vasilios Barkas,gr GRE,GK,gr AEK Athens,24,1994,6,0,0,0,0,1,0,0,0,0,0,0,0,Matches
50,Antonio Barreca,it ITA,DF,fr Monaco,23,1995,1,1,0,0,1,0,0,12,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Andrea Barzagli,it ITA,DF,it Juventus,37,1981,1.2,0,0,0,1,1,0,0,1,1,0,0,0,Matches
52,Michy Batshuayi,be BEL,FW,es Valencia,24,1993,3.8,1,0,0,11,6,9,0,1,2,0,0,0,Matches
53,Oliver Baumann,de GER,GK,de Hoffenheim,28,1990,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Ömer Bayram,tr TUR,"DF,FW",tr Galatasaray,27,1991,0.6,0,0,0,0,3,0,5,0,1,0,0,0,Matches
55,Riechedly Bazoer,cw CUW,"DF,MF",pt Porto,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Rodrigo Becão,br BRA,DF,ru CSKA Moscow,22,1996,6,1,0,0,11,9,0,0,11,8,0,0,0,Matches
57,Donny van de Beek,nl NED,MF,nl Ajax,21,1997,10.9,2,0,0,14,8,7,1,14,18,0,0,0,Matches
58,Ishak Belfodil,dz ALG,"MF,FW",de Hoffenheim,26,1992,3.8,0,0,0,3,3,9,5,2,4,0,0,0,Matches
59,Younès Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,1,0,0,6,9,0,18,2,5,0,0,0,Matches
60,Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,0,0,0,0,0,0,0,1,0,0,0,0,Matches
61,Medhi Benatia,ma MAR,DF,it Juventus,31,1987,1,0,0,0,0,1,0,0,2,2,0,0,0,Matches
62,Loris Benito,ch SUI,DF,ch Young Boys,26,1992,6,2,0,0,15,4,0,13,7,8,0,0,0,Matches
63,Nabil Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,0,0,0,3,2,0,7,6,8,0,0,0,Matches
64,Rodrigo Bentancur,uy URU,MF,it Juventus,21,1997,6.1,1,0,0,12,9,0,8,9,13,0,0,0,Matches
65,Karim Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,0,0,0,0,2,5,5,2,2,0,0,0,Matches
66,Steve von Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,1,0,0,6,2,0,0,9,8,0,0,0,Matches
67,Steven Bergwijn,nl NED,"FW,MF",nl PSV,20,1997,4.4,1,0,0,6,3,0,3,2,3,0,0,0,Matches
68,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,24,1994,6.1,2,0,0,8,13,2,29,5,2,1,0,0,Matches
69,Juan Bernat,es ESP,"DF,MF",fr Paris Saint-Germain,25,1993,7.5,2,0,0,13,7,1,12,9,8,0,1,0,Matches
70,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,1,0,0,2,2,0,2,1,0,0,0,0,Matches
71,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,1,0,0,3,1,0,4,3,2,0,0,0,Matches
72,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,1,0,0,6,2,0,0,3,4,0,0,0,Matches
73,Jaka Bijol,si SVN,"MF,FW",ru CSKA Moscow,19,1999,3,2,0,0,11,5,0,0,5,7,0,0,0,Matches
74,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2,0,0,0,1,2,0,2,0,1,0,0,0,Matches
75,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,0,0,0,3,3,0,9,3,6,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12,2,0,0,9,7,1,8,20,13,0,0,0,Matches
77,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,0,0,0,1,3,2,1,2,0,0,0,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5,0,0,0,3,3,0,1,11,7,0,1,0,Matches
79,Serhiy Bolbat,ua UKR,MF,ua Shakhtar Donetsk,25,1993,1.9,1,0,0,1,0,0,2,2,1,0,0,0,Matches
80,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10,0,0,0,6,3,0,4,12,5,1,0,1,Matches
81,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6,1,0,0,0,0,0,0,1,0,0,0,0,Matches
82,Lucas Boyé,ar ARG,FW,gr AEK Athens,22,1996,1.4,0,0,0,5,2,1,4,2,1,0,0,0,Matches
83,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,28,1990,6.9,0,0,0,7,11,1,4,7,6,0,0,0,Matches
84,Joshua Brenet,cw CUW,DF,de Hoffenheim,24,1994,1.5,0,0,0,1,0,1,0,0,1,0,0,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,25,1992,5.9,3,0,0,10,3,0,9,11,8,0,0,0,Matches
86,Jeffrey Bruma,nl NED,DF,de Schalke 04,26,1991,2,1,0,0,1,0,0,0,1,1,0,1,0,Matches
87,Jacob Bruun Larsen,dk DEN,MF,de Dortmund,19,1998,1.7,0,0,0,0,0,1,1,3,1,0,0,0,Matches
88,Gianluigi Buffon,it ITA,GK,fr Paris Saint-Germain,40,1978,5,0,0,0,1,1,0,0,0,0,0,1,0,Matches
89,Guido Burgstaller,at AUT,"MF,FW",de Schalke 04,29,1989,2.6,1,0,0,4,2,6,1,0,1,0,0,0,Matches
90,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7,0,0,0,0,1,0,0,0,0,0,0,0,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,11.5,3,0,0,19,14,0,0,16,22,0,0,0,Matches
92,Bohdan Butko,ua UKR,DF,ua Shakhtar Donetsk,27,1991,1.5,0,0,0,0,1,0,4,1,1,0,0,0,Matches
93,Daniel Caligiuri,it ITA,"MF,DF",de Schalke 04,30,1988,5.7,0,0,0,11,6,2,31,10,17,0,0,0,Matches
94,José Callejón,es ESP,"FW,MF",it Napoli,31,1987,5.7,1,0,0,6,7,5,27,7,2,1,0,0,Matches
95,Emre Can,de GER,MF,it Juventus,24,1994,3.8,1,0,0,5,6,0,2,7,1,0,0,0,Matches
96,João Cancelo,pt POR,DF,it Juventus,24,1994,5.3,0,0,0,6,9,0,23,6,10,1,0,0,Matches
