Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
59,Alessandro Bastoni,it ITA,DF,it Inter,23,1999,10.9,0,4,1,25,0.37,0.09,0,0,0,0,Matches
60,Dylan Batubinsika,cd COD,DF,il Maccabi Haifa,26,1996,5,0,2,0,0,0.4,0,0,,0,0,Matches
61,Martin Baturina,hr CRO,MF,hr Dinamo Zagreb,19,2003,0.7,0,0,0,,0,0,,,0,0,Matches
62,Raoul Bellanova,it ITA,MF,it Inter,22,2000,1.3,0,0,0,,0,0,,,0,0,Matches
63,Héctor Bellerín,es ESP,DF,es Barcelona,27,1995,2,0,1,1,100,0.5,0.5,0,0,0,0,Matches
64,Jude Bellingham,eng ENG,MF,de Dortmund,19,2003,7,4,11,4,36.4,1.57,0.57,0.36,1,0,0,Matches
65,Ismaël Bennacer,dz ALG,MF,it Milan,24,1997,6.5,1,7,3,42.9,1.08,0.46,0.14,0.33,0,0,Matches
66,Rodrigo Bentancur,uy URU,MF,eng Tottenham Hotspur,25,1997,5.6,1,5,1,20,0.89,0.18,0.2,1,0,0,Matches
67,Karim Benzema,fr FRA,FW,es Real Madrid,34,1987,8.3,4,35,19,54.3,4.23,2.3,0.11,0.21,0,0,Matches
68,Steven Berghuis,nl NED,"MF,FW",nl Ajax,30,1991,5.1,2,13,3,23.1,2.53,0.58,0.15,0.67,0,0,Matches
69,Steven Bergwijn,nl NED,FW,nl Ajax,24,1997,5.8,2,10,5,50,1.73,0.87,0.1,0.2,1,1,Matches
70,Alexandro Bernabei,ar ARG,"DF,MF",sct Celtic,21,2000,0.1,0,0,0,,0,0,,,0,0,Matches
71,Bernardo,br BRA,DF,at RB Salzburg,27,1995,3,0,2,0,0,0.66,0,0,,0,0,Matches
72,Juan Bernat,es ESP,"DF,MF",fr Paris Saint-Germain,29,1993,3.1,0,0,0,,0,0,,,0,0,Matches
73,Victor Bernth Kristiansen,dk DEN,"DF,MF",dk FC Copenhagen,19,2002,5.4,0,2,0,0,0.37,0,0,,0,0,Matches
74,Modou Biramé Ndiaye,sn SEN,MF,cz Viktoria Plzeň,25,1996,2,0,3,1,33.3,1.48,0.49,0,0,0,0,Matches
75,Yves Bissouma,ml MLI,MF,eng Tottenham Hotspur,25,1996,1,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Janis Blaswich,de GER,GK,de RB Leipzig,31,1991,5.9,0,0,0,,0,0,,,0,0,Matches
77,Daley Blind,nl NED,DF,nl Ajax,32,1990,4.5,0,3,0,0,0.66,0,0,,0,0,Matches
78,Petar Bočkaj,hr CRO,MF,hr Dinamo Zagreb,26,1996,0.4,0,3,1,33.3,6.92,2.31,0,0,0,0,Matches
79,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,30,1992,1.1,0,0,0,,0,0,,,0,0,Matches
80,Valerii Bondar,ua UKR,DF,ua Shakhtar Donetsk,23,1999,6,0,1,1,100,0.17,0.17,0,0,0,0,Matches
81,Artem Bondarenko,ua UKR,MF,ua Shakhtar Donetsk,21,2000,5.4,0,0,0,,0,0,,,0,0,Matches
82,Leonardo Bonucci,it ITA,DF,it Juventus,35,1987,4.9,1,2,1,50,0.41,0.2,0.5,1,0,0,Matches
83,Gonçalo Borges,pt POR,MF,pt Porto,21,2001,0.4,0,1,0,0,2.31,0,0,,0,0,Matches
84,Rafael Borré,co COL,FW,de Eintracht Frankfurt,26,1995,2.5,0,6,2,33.3,2.37,0.79,0,0,0,0,Matches
85,Yassine Bounou,ma MAR,GK,es Sevilla,31,1991,4,0,0,0,,0,0,,,0,0,Matches
86,Dedryck Boyata,be BEL,DF,be Club Brugge,31,1990,1.5,0,0,0,,0,0,,,0,0,Matches
87,Julian Brandt,de GER,"MF,FW",de Dortmund,26,1996,5.3,1,12,3,25,2.27,0.57,0.08,0.33,0,0,Matches
88,Gleison Bremer,br BRA,DF,it Juventus,25,1997,3,0,3,0,0,1,0,0,,0,0,Matches
89,Brian Brobbey,nl NED,FW,nl Ajax,20,2002,1.3,0,0,0,,0,0,,,0,0,Matches
90,Armando Broja,al ALB,FW,eng Chelsea,20,2001,1.3,0,1,0,0,0.78,0,0,,0,0,Matches
91,Marcelo Brozović,hr CRO,MF,it Inter,29,1992,6.1,0,4,0,0,0.66,0,0,,0,0,Matches
92,Pavel Bucha,cz CZE,MF,cz Viktoria Plzeň,24,1998,4,0,3,0,0,0.74,0,0,,0,0,Matches
93,Tajon Buchanan,ca CAN,"MF,FW",be Club Brugge,23,1999,5.8,0,8,1,12.5,1.38,0.17,0,0,0,0,Matches
94,Marko Bulat,hr CRO,"DF,MF",hr Dinamo Zagreb,20,2001,0.3,0,1,0,0,3.1,0,0,,0,0,Matches
95,Sergio Busquets,es ESP,MF,es Barcelona,34,1988,3.2,0,2,0,0,0.62,0,0,,0,0,Matches
96,Aurélio Buta,pt POR,"MF,DF",de Eintracht Frankfurt,25,1997,1.8,0,0,0,,0,0,,,0,0,Matches
97,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,24,1998,0.1,0,0,0,,0,0,,,0,0,Matches
98,Davide Calabria,it ITA,DF,it Milan,25,1996,5.5,0,3,0,0,0.54,0,0,,0,0,Matches
99,Hakan Çalhanoğlu,tr TUR,MF,it Inter,28,1994,8.9,1,13,4,30.8,1.46,0.45,0.08,0.25,0,0,Matches
100,Eduardo Camavinga,fr FRA,"MF,DF",es Real Madrid,19,2002,8,0,4,1,25,0.5,0.12,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Emre Can,de GER,MF,de Dortmund,28,1994,6.3,0,6,2,33.3,0.96,0.32,0,0,0,0,Matches
102,João Cancelo,pt POR,DF,eng Manchester City,28,1994,4.2,0,8,2,25,1.91,0.48,0,0,0,0,Matches
103,João Cancelo,pt POR,"MF,DF",de Bayern Munich,28,1994,1.4,0,0,0,,0,0,,,0,0,Matches
104,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,23,1998,3,0,3,0,0,1,0,0,,0,0,Matches
105,Valentin Carboni,ar ARG,MF,it Inter,17,2005,0.2,0,0,0,,0,0,,,0,0,Matches
106,Fábio Cardoso,pt POR,DF,pt Porto,28,1994,4,0,3,0,0,0.75,0,0,,0,0,Matches
107,David Carmo,ao ANG,DF,pt Porto,23,1999,5,0,2,1,50,0.4,0.2,0,0,0,0,Matches
108,Carmona,es ESP,DF,es Sevilla,20,2002,5,0,3,0,0,0.6,0,0,,0,0,Matches
109,Yannick Carrasco,be BEL,"MF,DF",es Atlético Madrid,28,1993,3,1,13,6,46.2,4.27,1.97,0.08,0.17,0,1,Matches
110,Cameron Carter-Vickers,us USA,DF,sct Celtic,24,1997,4,0,2,0,0,0.5,0,0,,0,0,Matches
111,Dani Carvajal,es ESP,DF,es Real Madrid,30,1992,9.7,0,2,0,0,0.21,0,0,,0,0,Matches
112,Fabio Carvalho,pt POR,FW,eng Liverpool,19,2002,1.3,0,4,0,0,3.13,0,0,,0,0,Matches
113,Marc Casado,es ESP,MF,es Barcelona,18,2003,0.3,0,0,0,,0,0,,,0,0,Matches
114,Dani Ceballos,es ESP,MF,es Real Madrid,25,1996,1,0,2,2,100,2.09,2.09,0,0,0,0,Matches
115,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,27,1994,0.4,0,1,0,0,2.81,0,0,,0,0,Matches
116,El Chadaille Bitshiabu,fr FRA,DF,fr Paris Saint-Germain,17,2005,0.5,0,0,0,,0,0,,,0,0,Matches
117,Trevoh Chalobah,eng ENG,DF,eng Chelsea,23,1999,4.9,0,6,0,0,1.23,0,0,,0,0,Matches
118,Timothy Chandler,us USA,"DF,MF",de Eintracht Frankfurt,32,1990,0.1,0,1,1,100,7.5,7.5,0,0,0,0,Matches
119,Tjaronn Chery,sr SUR,"MF,FW",il Maccabi Haifa,34,1988,6,2,20,5,25,3.33,0.83,0.05,0.2,1,1,Matches
120,Federico Chiesa,it ITA,"FW,MF",it Juventus,24,1997,0.2,0,1,0,0,5.29,0,0,,0,0,Matches
121,Ben Chilwell,eng ENG,"MF,DF",eng Chelsea,25,1996,6.2,0,6,0,0,0.97,0,0,,0,0,Matches
122,Chiquinho,pt POR,MF,pt Benfica,27,1995,4.5,0,7,1,14.3,1.56,0.22,0,0,0,0,Matches
123,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,27,1995,4,2,11,4,36.4,2.74,1,0.09,0.25,1,1,Matches
124,Andreas Christensen,dk DEN,DF,es Barcelona,26,1996,2.4,0,1,1,100,0.42,0.42,0,0,0,0,Matches
125,Viktor Claesson,se SWE,"MF,FW",dk FC Copenhagen,30,1992,5.4,0,7,3,42.9,1.31,0.56,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Jonathan Clauss,fr FRA,MF,fr Marseille,29,1992,4.6,0,5,1,20,1.1,0.22,0,0,0,0,Matches
127,William Clem,dk DEN,MF,dk FC Copenhagen,18,2004,1.9,0,3,0,0,1.59,0,0,,0,0,Matches
128,Sebastián Coates,uy URU,DF,pt Sporting CP,31,1990,4.4,0,2,0,0,0.46,0,0,,0,0,Matches
129,Josh Cohen,us USA,GK,il Maccabi Haifa,29,1992,6,0,0,0,,0,0,,,0,0,Matches
130,Antonio Čolak,hr CRO,FW,sct Rangers,28,1993,3.2,0,4,1,25,1.27,0.32,0,0,0,0,Matches
131,Kingsley Coman,fr FRA,MF,de Bayern Munich,26,1996,5.9,1,14,5,35.7,2.36,0.84,0.07,0.2,0,0,Matches
132,Francisco Conceição,pt POR,MF,nl Ajax,19,2002,0.2,1,1,1,100,5.29,5.29,1,1,0,0,Matches
133,Rodrigo Conceição,pt POR,"DF,MF",pt Porto,22,2000,0.1,0,0,0,,0,0,,,0,0,Matches
134,Andreas Cornelius,dk DEN,FW,dk FC Copenhagen,29,1993,1.2,0,1,0,0,0.83,0,0,,0,0,Matches
135,Pierre Cornud,fr FRA,"DF,MF",il Maccabi Haifa,25,1996,4.1,0,1,0,0,0.24,0,0,,0,0,Matches
136,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,27,1995,3.5,0,9,4,44.4,2.57,1.14,0,0,0,0,Matches
137,Joaquín Correa,ar ARG,FW,it Inter,27,1994,3.4,1,5,3,60,1.48,0.89,0.2,0.33,0,0,Matches
138,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,25,1997,0.8,0,1,0,0,1.23,0,0,,0,0,Matches
139,Diogo Costa,pt POR,GK,pt Porto,22,1999,8,0,0,0,,0,0,,,0,0,Matches
140,Soumaïla Coulibaly,fr FRA,DF,de Dortmund,18,2003,0.2,0,0,0,,0,0,,,0,0,Matches
141,Thibaut Courtois,be BEL,GK,es Real Madrid,30,1992,10,0,0,0,,0,0,,,0,0,Matches
142,Juan Cuadrado,co COL,"MF,DF",it Juventus,34,1988,4.8,0,5,1,20,1.04,0.21,0,0,0,0,Matches
143,Marc Cucurella,es ESP,"DF,MF",eng Chelsea,24,1998,4.6,0,1,1,100,0.22,0.22,0,0,0,0,Matches
144,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,1.4,0,5,1,20,3.69,0.74,0,0,0,0,Matches
145,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,1.8,0,2,1,50,1.12,0.56,0,0,0,0,Matches
146,Danilo,br BRA,DF,it Juventus,31,1991,4.7,0,2,0,0,0.42,0,0,,0,0,Matches
147,Arnaut Danjuma,nl NED,"FW,MF",eng Tottenham Hotspur,25,1997,0.1,0,0,0,,0,0,,,0,0,Matches
148,Mohamed Daramy,dk DEN,"FW,MF",dk FC Copenhagen,20,2002,4.9,0,2,0,0,0.41,0,0,,0,0,Matches
149,Matteo Darmian,it ITA,"DF,MF",it Inter,32,1989,9.1,0,2,0,0,0.22,0,0,,0,0,Matches
150,Dean David,il ISR,FW,il Maccabi Haifa,26,1996,2.6,1,10,1,10,3.8,0.38,0.1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,6.7,0,5,2,40,0.75,0.3,0,0,0,0,Matches
152,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,29,1993,4.4,0,2,0,0,0.46,0,0,,0,0,Matches
153,Ben Davies,eng ENG,DF,sct Rangers,26,1995,2.9,0,2,0,0,0.69,0,0,,0,0,Matches
154,Steven Davis,nir NIR,MF,sct Rangers,37,1985,2.8,0,0,0,,0,0,,,0,0,Matches
155,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,8,2,16,7,43.8,2.01,0.88,0.13,0.29,0,0,Matches
156,Charles De Ketelaere,be BEL,MF,it Milan,21,2001,2.6,0,4,1,25,1.54,0.38,0,0,0,0,Matches
157,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,2.8,1,5,4,80,1.76,1.41,0.2,0.25,0,0,Matches
158,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,1.1,0,0,0,,0,0,,,0,0,Matches
159,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6,0,3,1,33.3,0.5,0.17,0,0,0,0,Matches
160,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,2.6,0,3,0,0,1.17,0,0,,0,0,Matches
161,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,4.6,1,10,5,50,2.18,1.09,0.1,0.2,0,0,Matches
162,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,3,0,7,3,42.9,2.35,1.01,0,0,0,1,Matches
163,Sergiño Dest,us USA,DF,it Milan,21,2000,2.1,0,2,0,0,0.94,0,0,,0,0,Matches
164,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,9.9,2,13,5,38.5,1.32,0.51,0.15,0.4,0,0,Matches
165,Ángel Di María,ar ARG,FW,it Juventus,34,1988,1.6,0,4,1,25,2.47,0.62,0,0,0,0,Matches
166,Moussa Diaby,fr FRA,"MF,FW",de Leverkusen,23,1999,5.6,2,16,10,62.5,2.85,1.78,0.13,0.2,0,0,Matches
167,Abdou Diallo,sn SEN,DF,de RB Leipzig,26,1996,2.5,0,1,0,0,0.4,0,0,,0,0,Matches
168,Rúben Dias,pt POR,"DF,MF",eng Manchester City,25,1997,11.7,1,13,6,46.2,1.12,0.51,0.08,0.17,0,0,Matches
169,Brahim Díaz,ma MAR,"FW,MF",it Milan,22,1999,6.7,1,11,4,36.4,1.64,0.6,0.09,0.25,0,0,Matches
170,Luis Díaz,co COL,"FW,MF",eng Liverpool,25,1997,3,1,9,3,33.3,3.01,1,0.11,0.33,0,0,Matches
171,Eric Dier,eng ENG,DF,eng Tottenham Hotspur,28,1994,6.9,0,10,2,20,1.46,0.29,0,0,0,0,Matches
172,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,3.7,0,3,0,0,0.81,0,0,,0,0,Matches
173,Federico Dimarco,it ITA,MF,it Inter,24,1997,8.1,0,13,3,23.1,1.61,0.37,0,0,0,0,Matches
174,Junior Dina Ebimbe,cm CMR,MF,de Eintracht Frankfurt,21,2000,2.7,0,2,0,0,0.75,0,0,,0,0,Matches
175,Marko Dmitrović,rs SRB,GK,es Sevilla,30,1992,2,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Matt Doherty,ie IRL,MF,eng Tottenham Hotspur,30,1992,0.8,0,4,2,50,4.74,2.37,0,0,0,0,Matches
177,Kasper Dolberg,dk DEN,FW,es Sevilla,24,1997,1.2,0,1,0,0,0.82,0,0,,0,0,Matches
178,Gianluigi Donnarumma,it ITA,GK,fr Paris Saint-Germain,23,1999,8,0,0,0,,0,0,,,0,0,Matches
179,Julian Draxler,de GER,"FW,MF",pt Benfica,28,1993,0.4,0,1,0,0,2.81,0,0,,0,0,Matches
180,Josip Drmić,ch SUI,FW,hr Dinamo Zagreb,29,1992,1.1,0,1,1,100,0.95,0.95,0,0,0,0,Matches
181,Denzel Dumfries,nl NED,MF,it Inter,26,1996,9.8,1,11,5,45.5,1.12,0.51,0.09,0.2,0,0,Matches
182,Edin Džeko,ba BIH,FW,it Inter,36,1986,9.2,4,23,11,47.8,2.51,1.2,0.17,0.36,0,0,Matches
183,Ederson,br BRA,GK,eng Manchester City,28,1993,11,0,0,0,,0,0,,,0,0,Matches
184,Jorge Eduardo Sánchez,mx MEX,DF,nl Ajax,24,1997,3,0,2,1,50,0.67,0.33,0,0,0,0,Matches
185,Marcus Edwards,eng ENG,FW,pt Sporting CP,23,1998,3.9,2,7,5,71.4,1.79,1.28,0.29,0.4,0,0,Matches
186,Hugo Ekitike,fr FRA,FW,fr Paris Saint-Germain,20,2002,0.7,0,2,2,100,2.9,2.9,0,0,0,0,Matches
187,Harvey Elliott,eng ENG,MF,eng Liverpool,19,2003,4.4,2,11,6,54.5,2.51,1.37,0.18,0.33,0,0,Matches
188,Elif Elmas,mk MKD,"MF,FW",it Napoli,22,1999,3.2,0,4,1,25,1.26,0.32,0,0,0,0,Matches
189,Emerson,br BRA,MF,eng Tottenham Hotspur,23,1999,6,0,8,4,50,1.33,0.66,0,0,0,0,Matches
190,Mahir Emreli,az AZE,"FW,MF",hr Dinamo Zagreb,25,1997,0.2,0,1,0,0,4.29,0,0,,0,0,Matches
191,Youssef En-Nesyri,ma MAR,FW,es Sevilla,25,1997,2.7,2,12,6,50,4.41,2.2,0.17,0.33,0,0,Matches
192,Ricardo Esgaio,pt POR,MF,pt Sporting CP,29,1993,1.2,0,0,0,,0,0,,,0,0,Matches
193,Dario Essugo,pt POR,MF,pt Sporting CP,17,2005,0.3,0,0,0,,0,0,,,0,0,Matches
194,Stephen Eustáquio,ca CAN,MF,pt Porto,25,1996,6.6,2,12,6,50,1.82,0.91,0.17,0.33,0,0,Matches
195,Evanilson,br BRA,FW,pt Porto,22,1999,5.7,1,9,2,22.2,1.58,0.35,0.11,0.5,0,0,Matches
196,Fabinho,br BRA,MF,eng Liverpool,28,1993,7,0,0,0,,0,0,,,0,0,Matches
197,Nicolò Fagioli,it ITA,MF,it Juventus,21,2001,1.2,0,0,0,,0,0,,,0,0,Matches
198,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,30,1992,2.1,0,1,0,0,0.48,0,0,,0,0,Matches
199,Abdul Fatawu Issahaku,gh GHA,"FW,MF",pt Sporting CP,18,2004,1,0,2,1,50,2.02,1.01,0,0,0,0,Matches
200,Ansu Fati,es ESP,FW,es Barcelona,19,2002,2.7,0,13,2,15.4,4.8,0.74,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Felipe,br BRA,DF,es Atlético Madrid,33,1989,1,0,2,0,0,2,0,0,,0,0,Matches
202,João Félix,pt POR,"FW,MF",eng Chelsea,22,1999,2.7,0,13,5,38.5,4.8,1.84,0,0,0,0,Matches
203,João Félix,pt POR,FW,es Atlético Madrid,22,1999,2.4,0,7,3,42.9,2.9,1.24,0,0,0,0,Matches
204,Mateus Fernandes,pt POR,MF,pt Sporting CP,18,2004,0.3,0,0,0,,0,0,,,0,0,Matches
205,Enzo Fernández,ar ARG,MF,pt Benfica,21,2001,4.7,0,11,3,27.3,2.32,0.63,0,0,0,0,Matches
