Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,25,1990,6,6,536,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
27,Domagoj Antolić,hr CRO,MF,hr Dinamo Zagreb,26,1990,2,2,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
28,Mikael Antonsson,se SWE,DF,dk FC Copenhagen,35,1981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Vitorino Antunes,pt POR,DF,ua Dynamo Kyiv,29,1987,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Charles Aránguiz,cl CHI,MF,de Leverkusen,27,1989,8,5,515,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
31,Alphonse Areola,fr FRA,GK,fr Paris Saint-Germain,23,1993,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Santiago Arias,co COL,DF,nl PSV,24,1992,4,4,332,3.7,1,0,1,1,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
33,Stuart Armstrong,sct SCO,MF,sct Celtic,24,1992,5,3,324,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
34,Tolgay Arslan,de GER,MF,tr Beşiktaş,25,1990,5,5,334,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
35,Kwadwo Asamoah,gh GHA,MF,it Juventus,27,1988,3,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
36,Marco Asensio,es ESP,MF,es Real Madrid,20,1996,8,1,253,2.8,3,1,4,3,0,0,0,0,1.07,0.36,1.42,1.07,1.42,Matches
37,Pierre-Emerick Aubameyang,ga GAB,FW,de Dortmund,27,1989,9,8,708,7.9,7,1,8,7,0,1,1,0,0.89,0.13,1.02,0.89,1.02,Matches
38,Jean-Kévin Augustin,fr FRA,FW,fr Paris Saint-Germain,19,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,Ludwig Augustinsson,se SWE,DF,dk FC Copenhagen,22,1994,6,6,540,6,0,3,3,0,0,1,1,0,0,0.5,0.5,0,0.5,Matches
40,Filipe Augusto,br BRA,MF,pt Benfica,22,1993,1,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
41,Serge Aurier,ci CIV,DF,fr Paris Saint-Germain,23,1992,5,3,281,3.1,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
42,Sardar Azmoun,ir IRN,"FW,MF",ru Rostov,21,1995,6,6,458,5.1,2,1,3,2,0,0,1,0,0.39,0.2,0.59,0.39,0.59,Matches
43,Holger Badstuber,de GER,DF,de Bayern Munich,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
44,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,18,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,Tiemoué Bakayoko,fr FRA,MF,fr Monaco,21,1994,10,10,842,9.4,1,0,1,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
46,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,27,1989,8,7,509,5.7,2,2,4,2,0,0,0,0,0.35,0.35,0.71,0.35,0.71,Matches
47,Harvey Barnes,eng ENG,"FW,MF",eng Leicester City,18,1997,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
48,Marc Bartra,es ESP,DF,de Dortmund,25,1991,7,7,580,6.4,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
49,Andrea Barzagli,it ITA,DF,it Juventus,35,1981,11,8,715,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
50,Julian Baumgartlinger,at AUT,MF,de Leverkusen,28,1988,6,3,323,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Andreas Beck,de GER,DF,tr Beşiktaş,29,1987,6,6,479,5.3,0,1,1,0,0,0,1,1,0,0.19,0.19,0,0.19,Matches
52,Karim Bellarabi,de GER,MF,de Leverkusen,26,1990,2,2,156,1.7,1,0,1,1,0,0,0,0,0.58,0,0.58,0.58,0.58,Matches
53,Héctor Bellerín,es ESP,DF,eng Arsenal,21,1995,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Hatem Ben Arfa,fr FRA,MF,fr Paris Saint-Germain,29,1987,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
55,Wissam Ben Yedder,fr FRA,FW,es Sevilla,25,1990,5,2,229,2.5,2,0,2,2,0,0,0,0,0.79,0,0.79,0.79,0.79,Matches
56,Yohan Benalouane,tn TUN,DF,eng Leicester City,29,1987,2,2,136,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
57,Medhi Benatia,ma MAR,DF,it Juventus,29,1987,5,2,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Lars Bender,de GER,"DF,MF",de Leverkusen,27,1989,3,3,215,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
59,Sven Bender,de GER,DF,de Dortmund,27,1989,1,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Filip Benković,hr CRO,"DF,MF",hr Dinamo Zagreb,19,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Karim Benzema,fr FRA,FW,es Real Madrid,28,1987,13,12,954,10.6,5,2,7,5,0,0,0,0,0.47,0.19,0.66,0.47,0.66,Matches
62,Bartosz Bereszyński,pl POL,DF,pl Legia Warsaw,24,1992,6,6,540,6,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
63,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,34,1982,5,3,314,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,34,1982,5,5,406,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
65,Erik Berg,se SWE,DF,dk FC Copenhagen,27,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Steven Bergwijn,nl NED,FW,nl PSV,18,1997,6,2,224,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
67,Juan Bernat,es ESP,DF,de Bayern Munich,23,1993,4,2,245,2.7,2,1,3,2,0,0,0,0,0.73,0.37,1.1,0.73,1.1,Matches
68,Artem Besyedin,ua UKR,FW,ua Dynamo Kyiv,20,1996,3,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
69,Nir Bitton,il ISR,MF,sct Celtic,24,1991,4,3,249,2.8,0,1,1,0,0,0,0,0,0,0.36,0.36,0,0.36,Matches
70,Birkir Bjarnason,is ISL,MF,ch Basel,28,1988,5,5,434,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,Jérôme Boateng,de GER,DF,de Bayern Munich,27,1988,6,6,510,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
72,Boli Bolingoli-Mbombo,be BEL,MF,be Club Brugge,21,1995,3,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Willy Boly,ci CIV,DF,pt Porto,25,1991,1,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Leonardo Bonucci,it ITA,DF,it Juventus,29,1987,11,11,968,10.8,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
75,Milan Borjan,ca CAN,GK,bg Ludogorets Razgrad,28,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Gabriel Boschilia,br BRA,MF,fr Monaco,20,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
77,Yacine Brahimi,dz ALG,MF,pt Porto,26,1990,5,3,281,3.1,1,0,1,1,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
78,Julian Brandt,de GER,MF,de Leverkusen,20,1996,8,7,534,5.9,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
79,Claudio Bravo,cl CHI,GK,eng Manchester City,33,1983,4,4,323,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
80,Joshua Brenet,cw CUW,DF,nl PSV,22,1994,4,3,314,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
81,Scott Brown,sct SCO,MF,sct Celtic,31,1985,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
82,Gianluigi Buffon,it ITA,GK,it Juventus,38,1978,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Aleksandr Bukharov,ru RUS,FW,ru Rostov,31,1985,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Mykyta Burda,ua UKR,DF,ua Dynamo Kyiv,21,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
85,Roman Bürki,ch SUI,GK,de Dortmund,25,1990,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
86,Dženis Burnić,ba BIH,MF,de Dortmund,18,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
87,Sergio Busquets,es ESP,MF,es Barcelona,28,1988,8,8,691,7.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
88,Ludovic Butelle,fr FRA,GK,be Club Brugge,33,1983,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
89,Vitaliy Buyalskyi,ua UKR,MF,ua Dynamo Kyiv,23,1993,4,3,233,2.6,1,0,1,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
90,Willy Caballero,ar ARG,GK,eng Manchester City,34,1981,5,4,393,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
91,Jonathan Cafu,br BRA,"FW,MF",bg Ludogorets Razgrad,25,1991,6,6,540,6,2,2,4,2,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches
92,Hakan Çalhanoğlu,tr TUR,"MF,FW",de Leverkusen,22,1994,6,5,359,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
93,Davide Callà,ch SUI,MF,ch Basel,31,1984,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,José Callejón,es ESP,"FW,MF",it Napoli,29,1987,8,8,700,7.8,1,1,2,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,Matches
95,Gustavo Campanharo,br BRA,MF,bg Ludogorets Razgrad,24,1992,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Joel Campbell,cr CRC,"FW,MF",pt Sporting CP,24,1992,4,0,67,0.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
97,Marc Cardona,es ESP,FW,es Barcelona,21,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Yannick Carrasco,be BEL,"MF,FW",es Atlético Madrid,22,1993,12,11,856,9.5,2,1,3,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches
99,Daniel Carriço,pt POR,"DF,MF",es Sevilla,27,1988,2,0,35,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
100,André Carrillo,pe PER,"MF,FW",pt Benfica,25,1991,3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Guido Carrillo,ar ARG,FW,fr Monaco,25,1991,5,1,174,1.9,0,1,1,0,0,0,0,0,0,0.52,0.52,0,0.52,Matches
102,Dani Carvajal,es ESP,DF,es Real Madrid,24,1992,11,11,976,10.8,0,5,5,0,0,0,2,0,0,0.46,0.46,0,0.46,Matches
103,William Carvalho,pt POR,MF,pt Sporting CP,24,1992,6,6,535,5.9,0,1,1,0,0,0,1,2,0,0.17,0.17,0,0.17,Matches
104,Casemiro,br BRA,MF,es Real Madrid,24,1992,9,9,827,9.2,2,2,4,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,Matches
105,Kiko Casilla,es ESP,GK,es Real Madrid,29,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Iker Casillas,es ESP,GK,pt Porto,35,1981,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Luc Castaignos,nl NED,FW,pt Sporting CP,23,1992,1,1,46,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
108,Gonzalo Castro,de GER,MF,de Dortmund,29,1987,7,5,442,4.9,1,1,2,0,1,1,1,0,0.2,0.2,0.41,0,0.2,Matches
109,Edinson Cavani,uy URU,FW,fr Paris Saint-Germain,29,1987,8,8,720,8,8,1,9,7,1,1,1,0,1,0.12,1.13,0.87,1,Matches
110,Santi Cazorla,es ESP,MF,eng Arsenal,31,1984,3,3,237,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
111,Guillermo Celis,co COL,MF,pt Benfica,23,1993,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Franco Cervi,ar ARG,MF,pt Benfica,22,1994,7,6,480,5.3,2,0,2,2,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
113,Bruno César,br BRA,"MF,FW",pt Sporting CP,27,1988,6,5,397,4.4,2,0,2,2,0,0,1,0,0.45,0,0.45,0.45,0.45,Matches
114,Júlio César,br BRA,GK,pt Benfica,36,1979,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
115,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,18,1998,2,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
116,Giorgio Chiellini,it ITA,DF,it Juventus,31,1984,9,8,723,8,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
117,Ben Chilwell,eng ENG,DF,eng Leicester City,19,1996,2,1,134,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
118,Vlad Chiricheș,ro ROU,DF,it Napoli,26,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Andreas Christensen,dk DEN,DF,de Gladbach,20,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Cicinho,bg BUL,DF,bg Ludogorets Razgrad,27,1988,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
121,Radosław Cierzniak,pl POL,GK,pl Legia Warsaw,33,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Jasper Cillessen,nl NED,GK,es Barcelona,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Gaël Clichy,fr FRA,DF,eng Manchester City,31,1985,5,3,289,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Sebastián Coates,uy URU,DF,pt Sporting CP,25,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Fábio Coentrão,pt POR,DF,es Real Madrid,28,1988,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,20,1996,2,0,35,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
127,Dion Cools,my MAS,DF,be Club Brugge,20,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Francis Coquelin,fr FRA,MF,eng Arsenal,25,1991,6,5,426,4.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
129,Ante Ćorić,hr CRO,"MF,FW",hr Dinamo Zagreb,19,1997,4,4,248,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
130,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,23,1993,5,5,450,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
131,Maxwel Cornet,ci CIV,FW,fr Lyon,19,1996,6,3,284,3.2,1,1,2,1,0,0,1,0,0.32,0.32,0.63,0.32,0.63,Matches
132,Jesús Corona,mx MEX,"MF,FW",pt Porto,23,1993,7,3,317,3.5,1,1,2,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,Matches
133,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,21,1995,9,2,251,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
134,Joaquín Correa,ar ARG,FW,es Sevilla,21,1994,3,1,111,1.2,1,0,1,1,0,1,0,0,0.81,0,0.81,0.81,0.81,Matches
135,Danny da Costa,de GER,DF,de Leverkusen,23,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Douglas Costa,br BRA,"MF,FW",de Bayern Munich,25,1990,9,4,462,5.1,2,2,4,2,0,0,0,0,0.39,0.39,0.78,0.39,0.78,Matches
137,Juan Cuadrado,co COL,"MF,FW",it Juventus,28,1988,12,7,586,6.5,0,1,1,0,0,0,2,2,0,0.15,0.15,0,0.15,Matches
138,Jakub Czerwiński,pl POL,DF,pl Legia Warsaw,24,1991,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Maciej Dąbrowski,pl POL,DF,pl Legia Warsaw,29,1987,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Mahmoud Dahoud,de GER,MF,de Gladbach,20,1996,4,4,299,3.3,0,1,1,0,0,0,2,0,0,0.3,0.3,0,0.3,Matches
141,Danilo,br BRA,DF,es Real Madrid,25,1991,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
142,Sergi Darder,es ESP,MF,fr Lyon,22,1993,6,5,395,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
143,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,23,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
144,Laurens De Bock,be BEL,DF,be Club Brugge,23,1992,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,25,1991,6,6,539,6,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches
146,Morgan De Sanctis,it ITA,GK,fr Monaco,39,1977,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Thomas Delaney,dk DEN,MF,dk FC Copenhagen,24,1991,6,6,540,6,1,1,2,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
148,Mousa Dembélé,be BEL,MF,eng Tottenham Hotspur,29,1987,4,2,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
149,Moussa Dembélé,fr FRA,FW,sct Celtic,20,1996,6,6,523,5.8,3,0,3,2,1,2,0,0,0.52,0,0.52,0.34,0.34,Matches
150,Ousmane Dembélé,fr FRA,"MF,FW",de Dortmund,19,1997,10,9,770,8.6,2,6,8,2,0,0,1,0,0.23,0.7,0.94,0.23,0.94,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Stefano Denswil,sr SUR,DF,be Club Brugge,23,1993,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
152,Laurent Depoitre,be BEL,FW,pt Porto,27,1988,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Ángel Di María,ar ARG,"FW,MF",fr Paris Saint-Germain,28,1988,7,6,540,6,4,1,5,4,0,0,0,0,0.67,0.17,0.83,0.67,0.83,Matches
154,Abdoulay Diaby,ml MLI,FW,be Club Brugge,25,1991,2,2,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
155,Mouctar Diakhaby,gn GUI,DF,fr Lyon,19,1996,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
156,Abdou Diallo,sn SEN,DF,fr Monaco,20,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
157,Amadou Diawara,gn GUI,MF,it Napoli,19,1997,6,4,391,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
158,Serey Die,ci CIV,MF,ch Basel,31,1984,3,3,236,2.6,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches
159,Eric Dier,eng ENG,"DF,MF",eng Tottenham Hotspur,22,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
160,Lucas Digne,fr FRA,DF,es Barcelona,23,1993,4,2,284,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Nabil Dirar,ma MAR,"MF,FW",fr Monaco,30,1986,7,3,234,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
162,Bas Dost,nl NED,FW,pt Sporting CP,27,1989,6,5,480,5.3,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
163,Moussa Doumbia,ml MLI,MF,ru Rostov,21,1994,4,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Seydou Doumbia,ci CIV,FW,ch Basel,28,1987,6,4,342,3.8,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
165,Aleksandar Dragović,at AUT,DF,de Leverkusen,25,1991,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
166,Julian Draxler,de GER,"MF,FW",fr Paris Saint-Germain,22,1993,2,2,161,1.8,1,0,1,1,0,0,1,0,0.56,0,0.56,0.56,0.56,Matches
167,Danny Drinkwater,eng ENG,MF,eng Leicester City,26,1990,10,10,886,9.8,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
168,Erik Durm,de GER,"DF,MF",de Dortmund,24,1992,4,3,235,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
169,Svetoslav Dyakov,bg BUL,MF,bg Ludogorets Razgrad,32,1984,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
170,Paulo Dybala,ar ARG,"MF,FW",it Juventus,22,1993,11,10,797,8.9,4,0,4,3,1,1,1,0,0.45,0,0.45,0.34,0.34,Matches
171,Alan Dzagoev,ru RUS,MF,ru CSKA Moscow,26,1990,3,3,263,2.9,2,0,2,2,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
172,Soslan Dzhanayev,ru RUS,GK,ru Rostov,29,1987,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
