Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
228,Valère Germain,fr FRA,"FW,MF",fr Monaco,24,1990,0.3,0,0,,1,,,,,,,,,Matches
229,Steven Gerrard,eng ENG,MF,eng Liverpool,34,1980,5.2,1,0,,3,,,,,,,,,Matches
230,Gervinho,ci CIV,"FW,MF",it Roma,27,1987,4.8,0,0,,3,,,,,,,,,Matches
231,Anwar El Ghazi,nl NED,"FW,MF",nl Ajax,19,1995,1.9,2,0,,4,,,,,,,,,Matches
232,Kostas Giannoulis,gr GRE,"DF,MF",gr Olympiacos,26,1987,0.1,0,0,,0,,,,,,,,,Matches
233,Kieran Gibbs,eng ENG,"DF,MF",eng Arsenal,24,1989,6.1,0,0,,8,,,,,,,,,Matches
234,Matthias Ginter,de GER,"DF,MF",de Dortmund,20,1994,3.5,0,0,,1,,,,,,,,,Matches
235,Sebastian Giovinco,it ITA,"FW,MF",it Juventus,27,1987,0,1,0,,2,,,,,,,,,Matches
236,Olivier Giroud,fr FRA,FW,eng Arsenal,27,1986,1.7,0,0,,7,,,,,,,,,Matches
237,Diego Godín,uy URU,DF,es Atlético Madrid,28,1986,9,3,0,,7,,,,,,,,,Matches
238,Evandro Goebel,br BRA,MF,pt Porto,27,1986,2.5,0,0,,1,,,,,,,,,Matches
239,Tiago Gomes,pt POR,MF,cy APOEL FC,28,1985,5,0,0,,4,,,,,,,,,Matches
240,Ibai Gómez,es ESP,"FW,MF",es Athletic Club,24,1989,3.3,0,0,,5,,,,,,,,,Matches
241,Derlis González,py PAR,FW,ch Basel,20,1994,6.9,3,0,,11,,,,,,,,,Matches
242,Mikhail Gordeichuk,by BLR,MF,by BATE Borisov,24,1989,6,0,0,,4,,,,,,,,,Matches
243,Leon Goretzka,de GER,MF,de Schalke 04,19,1995,0.4,0,0,,2,,,,,,,,,Matches
244,Mario Götze,de GER,"FW,MF",de Bayern Munich,22,1992,8.3,0,0,,16,,,,,,,,,Matches
245,Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,23,1991,6,1,0,,4,,,,,,,,,Matches
246,Kevin Großkreutz,de GER,"DF,FW",de Dortmund,26,1988,3.6,0,0,,1,,,,,,,,,Matches
247,João Guilherme,br BRA,"DF,MF",cy APOEL FC,28,1986,4.9,2,1,,7,,,,,,,,,Matches
248,Guillermo,es ESP,FW,es Athletic Club,21,1993,3,0,0,,4,,,,,,,,,Matches
249,İlkay Gündoğan,de GER,MF,de Dortmund,23,1990,4.3,0,0,,4,,,,,,,,,Matches
250,Carlos Gurpegui,es ESP,"DF,MF",es Athletic Club,33,1980,2.8,3,0,,4,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Munir El Haddadi,ma MAR,"FW,MF",es Barcelona,18,1995,1.3,0,0,,0,,,,,,,,,Matches
252,Markus Halsti,fi FIN,"DF,MF",se Malmö,30,1984,6,2,0,,11,,,,,,,,,Matches
253,Ahmed Hamoudi,eg EGY,MF,ch Basel,24,1990,1.3,0,0,,2,,,,,,,,,Matches
254,Jasmin Handanović,si SVN,GK,si NK Maribor,36,1978,6,0,0,,0,,,,,,,,,Matches
255,Joe Hart,eng ENG,GK,eng Manchester City,27,1987,8,0,0,,0,,,,,,,,,Matches
256,Vital Hayduchyk,by BLR,DF,by BATE Borisov,25,1989,2.5,1,0,,3,,,,,,,,,Matches
257,Eden Hazard,be BEL,"FW,MF",eng Chelsea,23,1991,7.3,1,0,,7,,,,,,,,,Matches
258,Filip Helander,se SWE,"DF,MF",se Malmö,21,1993,6,2,0,,9,,,,,,,,,Matches
259,Jordan Henderson,eng ENG,MF,eng Liverpool,24,1990,4.7,0,0,,13,,,,,,,,,Matches
260,Javier Hernández,mx MEX,FW,es Real Madrid,26,1988,3.6,0,0,,3,,,,,,,,,Matches
261,Héctor Herrera,mx MEX,MF,pt Porto,24,1990,8.8,1,0,,17,,,,,,,,,Matches
262,Son Heung-min,kr KOR,"FW,MF",de Leverkusen,22,1992,6.7,0,0,,6,,,,,,,,,Matches
263,Michaël Heylen,be BEL,DF,be Anderlecht,20,1994,0,0,0,,0,,,,,,,,,Matches
264,Roberto Hilbert,de GER,"DF,MF",de Leverkusen,29,1984,4.3,1,0,,7,,,,,,,,,Matches
265,Oleksandr Hladkyy,ua UKR,FW,ua Shakhtar Donetsk,26,1987,1,0,0,,2,,,,,,,,,Matches
266,Marco Höger,de GER,"DF,MF",de Schalke 04,24,1989,6.5,2,0,,12,,,,,,,,,Matches
267,José Holebas,gr GRE,"DF,MF",it Roma,30,1984,3.1,0,0,,1,,,,,,,,,Matches
268,Benedikt Höwedes,de GER,DF,de Schalke 04,26,1988,6,0,0,,7,,,,,,,,,Matches
269,Hulk,br BRA,"FW,MF",ru Zenit,28,1986,5.9,2,0,,11,,,,,,,,,Matches
270,Mats Hummels,de GER,DF,de Dortmund,25,1988,2.9,0,0,,3,,,,,,,,,Matches
271,Klaas-Jan Huntelaar,nl NED,FW,de Schalke 04,30,1983,7.4,2,0,,6,,,,,,,,,Matches
272,Pierre Højbjerg,dk DEN,MF,de Bayern Munich,18,1995,2,0,0,,3,,,,,,,,,Matches
273,Zlatan Ibrahimović,se SWE,FW,fr Paris Saint-Germain,32,1981,5.3,1,1,,7,,,,,,,,,Matches
274,Agim Ibraimi,mk MKD,"FW,MF",si NK Maribor,25,1988,5.2,2,0,,5,,,,,,,,,Matches
275,Sergei Ignashevich,ru RUS,DF,ru CSKA Moscow,35,1979,6,2,0,,1,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Asier Illarramendi,es ESP,MF,es Real Madrid,24,1990,2.6,0,0,,2,,,,,,,,,Matches
277,Ilsinho,br BRA,"DF,MF",ua Shakhtar Donetsk,28,1985,1.4,1,0,,3,,,,,,,,,Matches
278,Ciro Immobile,it ITA,FW,de Dortmund,24,1990,4.5,0,0,,7,,,,,,,,,Matches
279,Selçuk İnan,tr TUR,MF,tr Galatasaray,29,1985,3.7,2,1,,9,,,,,,,,,Matches
280,Andrés Iniesta,es ESP,MF,es Barcelona,30,1984,8.7,0,0,,10,,,,,,,,,Matches
281,Nicholas Ioannou,cy CYP,"DF,MF",cy APOEL FC,18,1995,1,0,0,,2,,,,,,,,,Matches
282,Gorka Iraizoz,es ESP,GK,es Athletic Club,33,1981,6,0,0,,0,,,,,,,,,Matches
283,Andoni Iraola,es ESP,"DF,MF",es Athletic Club,32,1982,2.2,1,0,,4,,,,,,,,,Matches
284,Isco,es ESP,"FW,MF",es Real Madrid,22,1992,9.6,1,0,,13,,,,,,,,,Matches
285,Juan Iturbe,py PAR,"FW,MF",it Roma,21,1993,2.7,1,0,,4,,,,,,,,,Matches
286,Ander Iturraspe,es ESP,MF,es Athletic Club,25,1989,5,2,0,,4,,,,,,,,,Matches
287,Branislav Ivanović,rs SRB,DF,eng Chelsea,30,1984,7.3,2,0,,8,,,,,,,,,Matches
288,Jardel,br BRA,DF,pt Benfica,28,1986,4,1,0,,6,,,,,,,,,Matches
289,Tin Jedvaj,hr CRO,DF,de Leverkusen,18,1995,1.5,0,0,,1,,,,,,,,,Matches
290,Jesé,es ESP,"FW,MF",es Real Madrid,21,1993,0.4,0,0,,0,,,,,,,,,Matches
291,Raúl Jiménez,mx MEX,FW,es Atlético Madrid,23,1991,0.3,1,0,,1,,,,,,,,,Matches
292,Ola John,nl NED,"FW,MF",pt Benfica,22,1992,1.1,0,0,,0,,,,,,,,,Matches
293,Glen Johnson,eng ENG,DF,eng Liverpool,29,1984,3,0,0,,1,,,,,,,,,Matches
294,Miloš Jojić,rs SRB,MF,de Dortmund,22,1992,0.3,0,0,,0,,,,,,,,,Matches
295,Stevan Jovetić,me MNE,"FW,MF",eng Manchester City,24,1989,1,0,0,,1,,,,,,,,,Matches
296,Juanfran,es ESP,"DF,MF",es Atlético Madrid,29,1985,10.3,1,0,,6,,,,,,,,,Matches
297,Nathan Kabasele,be BEL,FW,be Anderlecht,20,1994,0.1,0,0,,0,,,,,,,,,Matches
298,Shinji Kagawa,jp JPN,"FW,MF",de Dortmund,25,1989,3.9,0,0,,6,,,,,,,,,Matches
299,Yoichiro Kakitani,jp JPN,"FW,MF",ch Basel,24,1990,0.6,0,0,,0,,,,,,,,,Matches
300,Kevin Kampl,si SVN,MF,de Dortmund,23,1990,1,0,0,,1,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Alyaksandr Karnitsky,by BLR,MF,by BATE Borisov,25,1989,5,0,0,,11,,,,,,,,,Matches
302,Pajtim Kasami,ch SUI,"FW,MF",gr Olympiacos,22,1992,4.3,0,0,,8,,,,,,,,,Matches
303,Andy Kawaya,be BEL,MF,be Anderlecht,17,1996,1,0,0,,4,,,,,,,,,Matches
304,Semih Kaya,tr TUR,DF,tr Galatasaray,23,1991,6,2,0,,7,,,,,,,,,Matches
305,Sebastian Kehl,de GER,"DF,MF",de Dortmund,34,1980,3.5,0,0,,6,,,,,,,,,Matches
306,Seydou Keita,ml MLI,MF,it Roma,34,1980,5,0,0,,10,,,,,,,,,Matches
307,Kelvin,br BRA,"FW,MF",pt Porto,21,1993,0.4,0,0,,0,,,,,,,,,Matches
308,Aleksandr Kerzhakov,ru RUS,FW,ru Zenit,31,1982,1.1,0,0,,1,,,,,,,,,Matches
309,Anri Khagush,ru RUS,DF,by BATE Borisov,27,1986,4.5,1,1,,10,,,,,,,,,Matches
310,Sami Khedira,de GER,MF,es Real Madrid,27,1987,0.8,0,0,,0,,,,,,,,,Matches
311,Isaac Kiese Thelin,se SWE,FW,se Malmö,22,1992,5.5,0,0,,14,,,,,,,,,Matches
312,Stefan Kießling,de GER,"FW,MF",de Leverkusen,30,1984,5.6,2,0,,21,,,,,,,,,Matches
313,Oliver Kirch,de GER,"DF,MF",de Dortmund,31,1982,1.2,0,0,,2,,,,,,,,,Matches
314,Jan Kirchhoff,de GER,"DF,MF",de Schalke 04,23,1990,2,1,0,,1,,,,,,,,,Matches
315,Ricardo Kishna,nl NED,"FW,MF",nl Ajax,19,1995,2.7,0,0,,2,,,,,,,,,Matches
316,Davy Klaassen,nl NED,MF,nl Ajax,21,1993,6,2,0,,14,,,,,,,,,Matches
317,Sacha Kljestan,us USA,MF,be Anderlecht,28,1985,2.1,1,0,,4,,,,,,,,,Matches
318,Enoch Kofi Adu,gh GHA,MF,se Malmö,23,1990,6,2,1,,12,,,,,,,,,Matches
319,Koke,es ESP,MF,es Atlético Madrid,22,1992,9.3,2,0,,8,,,,,,,,,Matches
320,Aleksandar Kolarov,rs SRB,DF,eng Manchester City,28,1985,2,1,0,,2,,,,,,,,,Matches
321,Vincent Kompany,be BEL,DF,eng Manchester City,28,1986,7,1,0,,5,,,,,,,,,Matches
322,Pa Konate,gn GUI,DF,se Malmö,20,1994,1.6,1,0,,1,,,,,,,,,Matches
323,Geoffrey Kondogbia,cf CTA,"DF,MF",fr Monaco,21,1993,8,2,0,,12,,,,,,,,,Matches
324,Laurent Koscielny,fr FRA,DF,eng Arsenal,28,1985,4,0,0,,1,,,,,,,,,Matches
325,Simon Kroon,se SWE,MF,se Malmö,21,1993,1.1,1,0,,3,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Toni Kroos,de GER,MF,es Real Madrid,24,1990,10.8,2,0,,8,,,,,,,,,Matches
327,Robbie Kruse,au AUS,"FW,MF",de Leverkusen,25,1988,0.5,0,0,,0,,,,,,,,,Matches
328,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar Donetsk,23,1991,1.9,0,0,,0,,,,,,,,,Matches
329,Oleksandr Kucher,ua UKR,DF,ua Shakhtar Donetsk,31,1982,5,3,1,,9,,,,,,,,,Matches
330,Yekta Kurtuluş,tr TUR,MF,tr Galatasaray,28,1985,0.5,0,0,,1,,,,,,,,,Matches
331,Layvin Kurzawa,fr FRA,DF,fr Monaco,21,1992,7.1,2,0,,9,,,,,,,,,Matches
332,Philipp Lahm,de GER,"DF,MF",de Bayern Munich,30,1983,7.7,2,0,,5,,,,,,,,,Matches
333,Adam Lallana,eng ENG,"FW,MF",eng Liverpool,26,1988,2.5,0,0,,5,,,,,,,,,Matches
334,Rickie Lambert,eng ENG,FW,eng Liverpool,32,1982,1.6,0,0,,2,,,,,,,,,Matches
335,Frank Lampard,eng ENG,MF,eng Manchester City,36,1978,1.4,0,0,,2,,,,,,,,,Matches
336,Mitchell Langerak,au AUS,GK,de Dortmund,25,1988,1,0,0,,0,,,,,,,,,Matches
337,Aymeric Laporte,es ESP,DF,es Athletic Club,20,1994,5,1,0,,4,,,,,,,,,Matches
338,Ezequiel Lavezzi,ar ARG,"FW,MF",fr Paris Saint-Germain,29,1985,4.3,0,0,,4,,,,,,,,,Matches
339,Lucas Leiva,br BRA,MF,eng Liverpool,27,1987,2.8,1,0,,10,,,,,,,,,Matches
340,Bernd Leno,de GER,GK,de Leverkusen,22,1992,8.3,0,0,,0,,,,,,,,,Matches
341,Robert Lewandowski,pl POL,FW,de Bayern Munich,25,1988,10.3,1,0,,17,,,,,,,,,Matches
342,Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,30,1984,13,3,0,,19,,,,,,,,,Matches
343,Dzmitry Likhtarovich,by BLR,MF,by BATE Borisov,36,1978,1.2,1,0,,3,,,,,,,,,Matches
344,Lima,br BRA,FW,pt Benfica,31,1983,4.3,0,0,,10,,,,,,,,,Matches
345,Adem Ljajić,rs SRB,"FW,MF",it Roma,22,1991,2,0,0,,0,,,,,,,,,Matches
346,Fernando Llorente,es ESP,FW,it Juventus,29,1985,4.6,0,0,,16,,,,,,,,,Matches
347,Yuri Lodygin,ru RUS,GK,ru Zenit,24,1990,6,0,0,,0,,,,,,,,,Matches
348,Ruben Loftus-Cheek,eng ENG,MF,eng Chelsea,18,1996,0.1,0,0,,0,,,,,,,,,Matches
349,Nicolas Lombaerts,be BEL,DF,ru Zenit,29,1985,5.3,1,0,,7,,,,,,,,,Matches
350,Paulo Lopes,pt POR,GK,pt Benfica,36,1978,0.8,0,0,,0,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Adrián López,es ESP,FW,pt Porto,26,1988,1.8,0,0,,1,,,,,,,,,Matches
352,Lisandro López,ar ARG,DF,pt Benfica,24,1989,1.8,1,1,,5,,,,,,,,,Matches
353,Unai López,es ESP,MF,es Athletic Club,18,1995,0.2,1,0,,1,,,,,,,,,Matches
354,Dejan Lovren,hr CRO,DF,eng Liverpool,25,1989,4,1,0,,4,,,,,,,,,Matches
355,Filipe Luís,br BRA,DF,eng Chelsea,28,1985,4.6,2,0,,9,,,,,,,,,Matches
356,Luisão,br BRA,DF,pt Benfica,33,1981,5,2,1,,5,,,,,,,,,Matches
357,David Luiz,br BRA,"DF,MF",fr Paris Saint-Germain,27,1987,10.1,2,0,,12,,,,,,,,,Matches
358,Maicon,br BRA,DF,pt Porto,25,1988,9,2,0,,5,,,,,,,,,Matches
359,Ainsley Maitland-Niles,eng ENG,"DF,FW",eng Arsenal,16,1997,0.5,0,0,,0,,,,,,,,,Matches
360,Gustavo Manduca,br BRA,"FW,MF",cy APOEL FC,34,1980,3.6,0,0,,3,,,,,,,,,Matches
361,Mario Mandžukić,hr CRO,"FW,MF",es Atlético Madrid,28,1986,9.2,1,0,,18,,,,,,,,,Matches
362,Carlos Mané,gw GNB,"FW,MF",pt Sporting CP,20,1994,2.1,0,0,,3,,,,,,,,,Matches
363,Eliaquim Mangala,fr FRA,DF,eng Manchester City,23,1991,3,0,0,,5,,,,,,,,,Matches
364,Giannis Maniatis,gr GRE,"DF,MF",gr Olympiacos,27,1986,5.4,2,0,,9,,,,,,,,,Matches
365,Kostas Manolas,gr GRE,DF,it Roma,23,1991,5.8,0,0,,5,,,,,,,,,Matches
366,Javier Manquillo,es ESP,DF,eng Liverpool,20,1994,4,0,0,,5,,,,,,,,,Matches
367,Iván Marcano,es ESP,DF,pt Porto,27,1987,5.7,4,1,,8,,,,,,,,,Matches
368,Marcelinho,bg BUL,MF,bg Ludogorets Razgrad,29,1984,5,1,1,,8,,,,,,,,,Matches
369,Marcelo,br BRA,"DF,MF",es Real Madrid,26,1988,8.6,4,0,,7,,,,,,,,,Matches
370,Claudio Marchisio,it ITA,MF,it Juventus,28,1986,11.1,1,0,,9,,,,,,,,,Matches
371,Óscar de Marcos,es ESP,"DF,FW",es Athletic Club,25,1989,5.5,0,0,,9,,,,,,,,,Matches
372,José María Giménez,uy URU,DF,es Atlético Madrid,19,1995,3.4,1,0,,2,,,,,,,,,Matches
373,João Mário,pt POR,MF,pt Sporting CP,21,1993,4.5,2,0,,10,,,,,,,,,Matches
374,Lazar Marković,rs SRB,"FW,MF",eng Liverpool,20,1994,2.1,0,1,,2,,,,,,,,,Matches
375,Marlos,ua UKR,MF,ua Shakhtar Donetsk,26,1988,1.5,0,0,,1,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Marquinhos,br BRA,"DF,MF",fr Paris Saint-Germain,20,1994,7.3,1,0,,1,,,,,,,,,Matches
377,Anthony Martial,fr FRA,"FW,MF",fr Monaco,18,1995,4.6,1,0,,8,,,,,,,,,Matches
378,Emiliano Martínez,ar ARG,GK,eng Arsenal,21,1992,2,0,0,,0,,,,,,,,,Matches
379,Jackson Martínez,co COL,FW,pt Porto,27,1986,7,1,0,,16,,,,,,,,,Matches
380,Javi Martínez,es ESP,"DF,MF",de Bayern Munich,25,1988,0,0,0,,0,,,,,,,,,Matches
381,André Martins,pt POR,MF,pt Sporting CP,24,1990,0.8,0,0,,1,,,,,,,,,Matches
382,Bruno Martins Indi,nl NED,DF,pt Porto,22,1992,8.3,0,0,,5,,,,,,,,,Matches
383,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,30,1984,12,1,0,,10,,,,,,,,,Matches
384,Arthur Masuaku,cd COD,"DF,MF",gr Olympiacos,20,1993,6,1,0,,7,,,,,,,,,Matches
385,Jérémy Mathieu,fr FRA,DF,es Barcelona,30,1983,3.6,0,0,,2,,,,,,,,,Matches
386,Nemanja Matić,rs SRB,MF,eng Chelsea,25,1988,7.9,0,0,,22,,,,,,,,,Matches
387,Joël Matip,cm CMR,"DF,MF",de Schalke 04,22,1991,3,0,0,,1,,,,,,,,,Matches
388,Alessandro Matri,it ITA,FW,it Juventus,29,1984,0.2,0,0,,0,,,,,,,,,Matches
389,Blaise Matuidi,fr FRA,MF,fr Paris Saint-Germain,27,1987,9.6,2,0,,19,,,,,,,,,Matches
390,Maurício,br BRA,DF,pt Sporting CP,25,1988,4.1,3,1,,12,,,,,,,,,Matches
391,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",de Schalke 04,25,1989,5.7,0,0,,6,,,,,,,,,Matches
392,Maxwell,br BRA,DF,fr Paris Saint-Germain,32,1981,10.3,0,0,,3,,,,,,,,,Matches
393,Chancel Mbemba,cd COD,DF,be Anderlecht,19,1994,5.6,0,0,,4,,,,,,,,,Matches
394,Álvaro Medrán,es ESP,MF,es Real Madrid,20,1994,0.1,0,0,,1,,,,,,,,,Matches
395,Agon Mehmeti,al ALB,FW,se Malmö,24,1989,0.4,0,0,,1,,,,,,,,,Matches
396,Aleš Mejač,si SVN,"DF,MF",si NK Maribor,31,1983,3,0,0,,2,,,,,,,,,Matches
397,Felipe Melo,br BRA,"DF,MF",tr Galatasaray,31,1983,6,3,0,,5,,,,,,,,,Matches
398,Tiago Mendes,pt POR,MF,es Atlético Madrid,33,1981,3.3,1,1,,7,,,,,,,,,Matches
399,Jean-Philippe Mendy,fr FRA,FW,si NK Maribor,27,1987,1.1,0,0,,1,,,,,,,,,Matches
400,Aleš Mertelj,si SVN,MF,si NK Maribor,27,1987,5.9,1,0,,14,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Per Mertesacker,de GER,DF,eng Arsenal,29,1984,8,0,0,,2,,,,,,,,,Matches
402,Lionel Messi,ar ARG,"FW,MF",es Barcelona,27,1987,12.7,1,0,,10,,,,,,,,,Matches
403,Max Meyer,de GER,"FW,MF",de Schalke 04,18,1995,3.7,0,0,,1,,,,,,,,,Matches
404,Simon Mignolet,be BEL,GK,eng Liverpool,26,1988,6,0,0,,0,,,,,,,,,Matches
405,Georgi Milanov,bg BUL,"FW,MF",ru CSKA Moscow,22,1992,3.6,0,0,,1,,,,,,,,,Matches
406,Arkadiusz Milik,pl POL,FW,nl Ajax,20,1994,2.8,0,0,,2,,,,,,,,,Matches
407,Luka Milivojević,rs SRB,MF,gr Olympiacos,23,1991,5,1,0,,8,,,,,,,,,Matches
408,James Milner,eng ENG,"DF,MF",eng Manchester City,28,1986,6.5,0,0,,11,,,,,,,,,Matches
409,Yordan Minev,bg BUL,DF,bg Ludogorets Razgrad,33,1980,5,3,0,,4,,,,,,,,,Matches
410,Miranda,br BRA,DF,es Atlético Madrid,29,1984,8.3,1,0,,4,,,,,,,,,Matches
411,Virgil Misidjan,sr SUR,"FW,MF",bg Ludogorets Razgrad,21,1993,2.8,0,0,,2,,,,,,,,,Matches
412,Kostas Mitroglou,gr GRE,FW,gr Olympiacos,26,1988,5.7,0,0,,0,,,,,,,,,Matches
413,Aleksandar Mitrović,rs SRB,FW,be Anderlecht,19,1994,3.9,1,0,,7,,,,,,,,,Matches
414,Henrikh Mkhitaryan,am ARM,"FW,MF",de Dortmund,25,1989,6.7,1,0,,7,,,,,,,,,Matches
415,Filip Mladenović,rs SRB,"DF,MF",by BATE Borisov,22,1991,4.8,1,0,,4,,,,,,,,,Matches
416,Luka Modrić,hr CRO,MF,es Real Madrid,28,1985,5,0,0,,3,,,,,,,,,Matches
417,Pavel Mogilevets,ru RUS,MF,ru Zenit,21,1993,0.2,0,0,,0,,,,,,,,,Matches
418,Niklas Moisander,fi FIN,DF,nl Ajax,28,1985,5,2,0,,4,,,,,,,,,Matches
419,Nacho Monreal,es ESP,DF,eng Arsenal,28,1986,3.9,2,0,,4,,,,,,,,,Matches
420,Fredy Montero,co COL,FW,pt Sporting CP,27,1987,1.3,0,0,,3,,,,,,,,,Matches
421,Martín Montoya,es ESP,DF,es Barcelona,23,1991,0.9,0,0,,1,,,,,,,,,Matches
422,Artur Moraes,br BRA,GK,pt Benfica,33,1981,2.2,0,1,,0,,,,,,,,,Matches
423,Nuno Morais,pt POR,"DF,MF",cy APOEL FC,30,1984,5.7,0,0,,5,,,,,,,,,Matches
424,Álvaro Morata,es ESP,FW,it Juventus,21,1992,8.3,2,0,,14,,,,,,,,,Matches
425,Alberto Moreno,es ESP,"DF,MF",eng Liverpool,22,1992,3.6,2,0,,5,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Cosmin Moți,ro ROU,DF,bg Ludogorets Razgrad,29,1984,5.2,1,0,,6,,,,,,,,,Matches
427,Thiago Motta,it ITA,MF,fr Paris Saint-Germain,31,1982,6.3,1,0,,6,,,,,,,,,Matches
428,Lucas Moura,br BRA,"FW,MF",fr Paris Saint-Germain,21,1992,5.6,0,0,,6,,,,,,,,,Matches
429,João Moutinho,pt POR,MF,fr Monaco,27,1986,9.9,2,0,,14,,,,,,,,,Matches
430,Thomas Müller,de GER,"FW,MF",de Bayern Munich,24,1989,8.6,0,0,,13,,,,,,,,,Matches
431,Iker Muniain,es ESP,"FW,MF",es Athletic Club,21,1992,3.8,0,0,,4,,,,,,,,,Matches
432,Ahmed Musa,ng NGA,"FW,MF",ru CSKA Moscow,21,1992,5.9,0,0,,8,,,,,,,,,Matches
433,Fernando Muslera,uy URU,GK,tr Galatasaray,28,1986,5,0,0,,0,,,,,,,,,Matches
434,Welle N'Diaye,sn SEN,MF,si NK Maribor,24,1990,0.1,0,0,,0,,,,,,,,,Matches
435,Delvin N'Dinga,cg CGO,MF,gr Olympiacos,26,1988,4.7,1,0,,5,,,,,,,,,Matches
436,Fabrice N'Sakala,cd COD,"DF,MF",be Anderlecht,24,1990,1,0,0,,0,,,,,,,,,Matches
437,Kirill Nababkin,ru RUS,"DF,MF",ru CSKA Moscow,27,1986,1.5,0,0,,1,,,,,,,,,Matches
438,Nacho,es ESP,DF,es Real Madrid,24,1990,2.2,0,0,,2,,,,,,,,,Matches
439,Radja Nainggolan,be BEL,"FW,MF",it Roma,26,1988,5.9,2,0,,9,,,,,,,,,Matches
440,Andy Najar,hn HON,"DF,MF",be Anderlecht,21,1993,5,0,0,,5,,,,,,,,,Matches
441,Nani,pt POR,"FW,MF",pt Sporting CP,27,1986,5,1,0,,6,,,,,,,,,Matches
442,Jefferson Nascimento,br BRA,DF,pt Sporting CP,26,1988,3,0,0,,3,,,,,,,,,Matches
443,Samir Nasri,fr FRA,"FW,MF",eng Manchester City,27,1987,4.3,2,0,,4,,,,,,,,,Matches
444,Matija Nastasić,rs SRB,DF,de Schalke 04,21,1993,2,0,0,,1,,,,,,,,,Matches
445,Bibras Natkho,il ISR,MF,ru CSKA Moscow,26,1988,5.5,1,0,,2,,,,,,,,,Matches
446,Jesús Navas,es ESP,"DF,MF",eng Manchester City,28,1985,4.4,0,0,,1,,,,,,,,,Matches
447,Keylor Navas,cr CRC,GK,es Real Madrid,27,1986,2,0,0,,0,,,,,,,,,Matches
448,Wellington Nem,br BRA,"FW,MF",ua Shakhtar Donetsk,22,1992,0.2,0,0,,0,,,,,,,,,Matches
449,Luís Neto,pt POR,DF,ru Zenit,26,1988,0.7,1,0,,2,,,,,,,,,Matches
450,Manuel Neuer,de GER,GK,de Bayern Munich,28,1986,12,2,0,,0,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
451,Roman Neustädter,ru RUS,"DF,MF",de Schalke 04,26,1988,7.6,2,0,,9,,,,,,,,,Matches
452,Rúben Neves,pt POR,MF,pt Porto,17,1997,1.9,0,0,,5,,,,,,,,,Matches
453,Neymar,br BRA,"FW,MF",es Barcelona,22,1992,11.4,1,0,,16,,,,,,,,,Matches
454,Saúl Ñíguez,es ESP,MF,es Atlético Madrid,19,1994,2.7,1,0,,4,,,,,,,,,Matches
455,Bram Nuytinck,nl NED,DF,be Anderlecht,24,1990,1.3,1,0,,1,,,,,,,,,Matches
456,Stefan O'Connor,eng ENG,DF,eng Arsenal,17,1997,0.1,0,0,,0,,,,,,,,,Matches
457,Chinedu Obasi,ng NGA,FW,de Schalke 04,28,1986,1.8,0,0,,5,,,,,,,,,Matches
458,John Obi Mikel,ng NGA,MF,eng Chelsea,27,1987,1.2,0,0,,2,,,,,,,,,Matches
459,Jan Oblak,si SVN,GK,es Atlético Madrid,21,1993,4.1,0,0,,0,,,,,,,,,Matches
