Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
170,Juan Cuadrado,co COL,MF,it Atalanta,36,1988,8,2,320,3.6,0,1,1,0,0,0,1,0,0,0.28,0.28,0,0.28,Matches
171,Pau Cubarsí,es ESP,DF,es Barcelona,17,2007,13,12,977,10.9,0,1,1,0,0,0,2,1,0,0.09,0.09,0,0.09,Matches
172,Andres Cuenca,es ESP,DF,es Barcelona,17,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Daniel Cummings,sct SCO,FW,sct Celtic,18,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Adam Daghim,dk DEN,FW,at RB Salzburg,18,2005,7,4,393,4.4,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
175,Samuel Dahl,se SWE,DF,pt Benfica,21,2003,3,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Ameen Al-Dakhil,be BEL,DF,de Stuttgart,22,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Dálcio,gw GNB,"FW,MF",rs Red Star,28,1996,5,0,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
178,Thijs Dallinga,nl NED,FW,it Bologna,23,2000,8,4,412,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
179,Matteo Dams,be BEL,DF,nl PSV,20,2004,6,6,416,4.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
180,Kryštof Daněk,cz CZE,FW,cz Sparta Prague,21,2003,3,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Danilo,br BRA,DF,it Juventus,33,1991,4,2,232,2.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
182,Arnaut Danjuma,nl NED,"FW,MF",es Girona,27,1997,7,3,389,4.3,1,2,3,1,0,0,1,0,0.23,0.46,0.69,0.23,0.69,Matches
183,Jayden Danns,eng ENG,FW,eng Liverpool,18,2006,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
184,Matteo Darmian,it ITA,MF,it Inter,34,1989,10,5,553,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Juan David Cabal,co COL,DF,it Juventus,23,2001,2,2,157,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
186,Jonathan David,ca CAN,FW,fr Lille,24,2000,10,8,747,8.3,7,2,9,5,2,2,2,0,0.84,0.24,1.08,0.6,0.84,Matches
187,Alphonso Davies,ca CAN,DF,de Bayern Munich,23,2000,9,8,701,7.8,2,0,2,2,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
188,Kevin De Bruyne,be BEL,MF,eng Manchester City,33,1991,7,5,397,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
189,Maxim De Cuyper,be BEL,DF,be Club Brugge,23,2000,12,12,"1,079",12,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
190,Charles De Ketelaere,be BEL,"FW,MF",it Atalanta,23,2001,10,8,699,7.8,4,5,9,3,1,1,0,0,0.52,0.64,1.16,0.39,1.03,Matches
191,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,30,1994,10,10,743,8.3,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
192,Giacomo De Pieri,it ITA,MF,it Inter,17,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
193,Zeno Debast,be BEL,"DF,MF",pt Sporting CP,20,2003,8,7,565,6.3,1,1,2,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches
194,Amar Dedić,ba BIH,DF,at RB Salzburg,21,2002,7,7,630,7,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
195,Romain Del Castillo,fr FRA,FW,fr Brest,28,1996,7,3,318,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
196,Ousmane Dembélé,fr FRA,FW,fr Paris Saint-Germain,27,1997,15,13,"1,158",12.9,8,6,14,8,0,0,2,1,0.62,0.47,1.09,0.62,1.09,Matches
197,Ermedin Demirović,ba BIH,FW,de Stuttgart,26,1998,8,4,406,4.5,1,0,1,1,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
198,Michele Di Gregorio,it ITA,GK,it Juventus,27,1997,8,8,718,8,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
199,Ángel Di María,ar ARG,"FW,MF",pt Benfica,36,1988,9,6,545,6.1,1,2,3,0,1,1,0,0,0.17,0.33,0.5,0,0.33,Matches
200,Bafodé Diakité,fr FRA,DF,fr Lille,23,2001,10,9,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Mamady Diambou,ml MLI,MF,at RB Salzburg,21,2002,7,4,364,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
202,Rúben Dias,pt POR,"DF,MF",eng Manchester City,27,1997,7,5,453,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
203,Krépin Diatta,sn SEN,DF,fr Monaco,25,1999,4,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,24,1999,11,4,482,5.4,2,1,3,2,0,0,1,0,0.37,0.19,0.56,0.37,0.56,Matches
205,Luis Díaz,co COL,"FW,MF",eng Liverpool,27,1997,9,7,631,7,3,0,3,3,0,0,1,0,0.43,0,0.43,0.43,0.43,Matches
206,Eric Dier,eng ENG,DF,de Bayern Munich,30,1994,6,3,297,3.3,1,0,1,1,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
207,Lucas Digne,fr FRA,DF,eng Aston Villa,31,1993,9,9,743,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
208,Federico Dimarco,it ITA,MF,it Inter,26,1997,10,7,568,6.3,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
209,Ousmane Diomande,ci CIV,DF,pt Sporting CP,20,2003,9,9,751,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
210,Axel Disasi,fr FRA,DF,eng Aston Villa,26,1998,3,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Nasser Djiga,bf BFA,DF,rs Red Star,21,2002,8,8,720,8,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
212,Berat Djimsiti,al ALB,DF,it Atalanta,31,1993,9,8,678,7.5,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
213,Jeremy Doku,be BEL,MF,eng Manchester City,22,2002,4,2,193,2.1,0,1,1,0,0,0,0,0,0,0.47,0.47,0,0.47,Matches
214,Sergi Dominguez,es ESP,DF,es Barcelona,19,2005,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Gianluigi Donnarumma,it ITA,GK,fr Paris Saint-Germain,25,1999,15,15,"1,380",15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Nene Dorgeles,ml MLI,"FW,MF",at RB Salzburg,21,2002,8,5,484,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Désiré Doué,fr FRA,FW,fr Paris Saint-Germain,19,2005,16,8,740,8.2,5,3,8,5,0,0,1,0,0.61,0.36,0.97,0.61,0.97,Matches
218,Kamory Doumbia,ml MLI,"MF,FW",fr Brest,21,2003,10,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Couhaib Driouech,ma MAR,FW,nl PSV,22,2002,5,1,154,1.7,1,0,1,1,0,0,0,0,0.58,0,0.58,0.58,0.58,Matches
220,Vanja Drkušič,si SVN,DF,rs Red Star,24,1999,2,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Joel Drommel,nl NED,GK,nl PSV,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Bruno Duarte,br BRA,FW,rs Red Star,28,1996,7,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Denzel Dumfries,nl NED,MF,it Inter,28,1996,12,11,971,10.8,2,3,5,2,0,0,2,0,0.19,0.28,0.46,0.19,0.46,Matches
224,Jáder Durán,co COL,FW,eng Aston Villa,20,2003,7,1,241,2.7,3,0,3,3,0,0,2,0,1.12,0,1.12,1.12,1.12,Matches
225,Julien Duranville,be BEL,FW,de Dortmund,18,2006,9,2,301,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Ederson,br BRA,GK,eng Manchester City,30,1993,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Éderson,br BRA,MF,it Atalanta,25,1999,9,8,739,8.2,1,0,1,1,0,0,4,0,0.12,0,0.12,0.12,0.12,Matches
228,Marcus Edwards,eng ENG,MF,pt Sporting CP,25,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
229,Eguinaldo,br BRA,"FW,MF",ua Shakhtar Donetsk,19,2004,7,5,406,4.5,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
230,Meschak Elia,cd COD,"FW,MF",ch Young Boys,26,1997,5,0,142,1.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
231,Harvey Elliott,eng ENG,MF,eng Liverpool,21,2003,5,1,171,1.9,3,0,3,3,0,0,2,0,1.58,0,1.58,1.58,1.58,Matches
232,Elif Elmas,mk MKD,"FW,MF",de RB Leipzig,24,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Timi Elšnik,si SVN,MF,rs Red Star,26,1998,8,8,720,8,0,2,2,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
234,Breel Embolo,ch SUI,"FW,MF",fr Monaco,27,1997,10,10,745,8.3,1,3,4,1,0,0,1,0,0.12,0.36,0.48,0.12,0.48,Matches
235,Emerson,br BRA,DF,it Milan,25,1999,7,4,317,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
236,Wataru Endo,jp JPN,MF,eng Liverpool,31,1993,6,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Endrick,br BRA,FW,es Real Madrid,18,2006,9,1,141,1.6,1,0,1,1,0,0,2,0,0.64,0,0.64,0.64,0.64,Matches
238,Arne Engels,be BEL,MF,sct Celtic,20,2003,10,9,724,8,1,3,4,0,1,2,0,0,0.12,0.37,0.5,0,0.37,Matches
239,Luis Enrique Palma,hn HON,"FW,MF",sct Celtic,24,2000,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Martin Erlic,hr CRO,DF,it Bologna,26,1998,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
241,Ricardo Esgaio,pt POR,"MF,DF",pt Sporting CP,31,1993,4,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Giovanni Fabbian,it ITA,MF,it Bologna,21,2003,7,6,490,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
243,Nicolò Fagioli,it ITA,MF,it Juventus,23,2001,4,2,207,2.3,0,1,1,0,0,0,0,0,0,0.43,0.43,0,0.43,Matches
244,Romain Faivre,fr FRA,"MF,FW",fr Brest,26,1998,8,3,308,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Ansu Fati,es ESP,"FW,MF",es Barcelona,21,2002,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,João Félix,pt POR,MF,it Milan,24,1999,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
247,Lewis Ferguson,sct SCO,MF,it Bologna,24,1999,5,4,289,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
248,Edimilson Fernandes,ch SUI,MF,fr Brest,28,1996,10,8,647,7.2,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
249,Matias Fernandez-Pardo,be BEL,MF,fr Lille,19,2005,7,2,263,2.9,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
250,Ryan Flamingo,nl NED,DF,nl PSV,21,2002,11,10,858,9.5,3,0,3,3,0,0,0,1,0.31,0,0.31,0.31,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Phil Foden,eng ENG,MF,eng Manchester City,24,2000,9,7,687,7.6,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,Matches
252,Youssouf Fofana,fr FRA,MF,it Milan,25,1999,10,9,799,8.9,0,2,2,0,0,0,2,0,0,0.23,0.23,0,0.23,Matches
253,James Forrest,sct SCO,"FW,MF",sct Celtic,33,1991,4,0,63,0.7,0,1,1,0,0,0,0,0,0,1.43,1.43,0,1.43,Matches
254,Héctor Fort,es ESP,DF,es Barcelona,17,2006,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,Alejandro Francés,es ESP,DF,es Girona,21,2002,6,5,435,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
256,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar Donetsk,23,2001,6,0,146,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Bartol Franjić,hr CRO,DF,ua Shakhtar Donetsk,24,2000,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Davide Frattesi,it ITA,MF,it Inter,24,1999,13,4,496,5.5,2,0,2,2,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
259,Iván Fresneda,es ESP,DF,pt Sporting CP,19,2004,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Remo Freuler,ch SUI,MF,it Bologna,32,1992,7,6,506,5.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
261,Jeremie Frimpong,nl NED,MF,de Leverkusen,23,2000,10,9,793,8.8,0,3,3,0,0,0,2,0,0,0.34,0.34,0,0.34,Matches
262,Chris Führich,de GER,MF,de Stuttgart,26,1998,7,6,503,5.6,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
263,Kyogo Furuhashi,jp JPN,FW,sct Celtic,29,1995,7,6,462,5.1,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
264,Matteo Gabbia,it ITA,DF,it Milan,24,1999,6,5,404,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
265,Artur Gajdoš,sk SVK,MF,sk Slovan Bratislava,20,2004,4,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Cody Gakpo,nl NED,"FW,MF",eng Liverpool,25,1999,8,4,369,4.1,3,1,4,2,1,1,0,0,0.73,0.24,0.98,0.49,0.73,Matches
267,Javi Galán,es ESP,DF,es Atlético Madrid,29,1994,6,6,450,5,0,1,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
268,Conor Gallagher,eng ENG,MF,es Atlético Madrid,24,2000,9,4,469,5.2,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches
269,Silvère Ganvoula M'Boussy,cg CGO,FW,ch Young Boys,28,1996,8,6,486,5.4,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
270,Aleix García,es ESP,MF,de Leverkusen,27,1997,10,4,364,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
271,Eric García,es ESP,"DF,MF",es Barcelona,23,2001,9,3,276,3.1,2,0,2,2,0,0,0,1,0.65,0,0.65,0.65,0.65,Matches
272,Fran Garcia,es ESP,DF,es Real Madrid,24,1999,9,1,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Jastin García,es ESP,FW,es Girona,20,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Federico Gatti,it ITA,DF,it Juventus,26,1998,9,8,801,8.9,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
275,Gavi,es ESP,MF,es Barcelona,19,2004,10,3,301,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Jusuf Gazibegović,ba BIH,DF,at Sturm Graz,24,2000,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
277,Paulo Gazzaniga,ar ARG,GK,es Girona,32,1992,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
278,Viggo Gebel,de GER,MF,de RB Leipzig,16,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Lutsharel Geertruida,nl NED,"DF,MF",de RB Leipzig,24,2000,8,7,617,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
280,Niklas Geyrhofer,at AUT,DF,at Sturm Graz,24,2000,6,5,449,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
281,Alaa Ghram,tn TUN,DF,ua Shakhtar Donetsk,23,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
282,Bryan Gil,es ESP,MF,es Girona,23,2001,6,6,447,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
283,Santiago Giménez,mx MEX,FW,nl Feyenoord,23,2001,5,4,294,3.3,5,1,6,4,1,1,1,0,1.53,0.31,1.84,1.22,1.53,Matches
284,Santiago Giménez,mx MEX,FW,it Milan,23,2001,2,2,152,1.7,1,0,1,1,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
285,Jamie Gittens,eng ENG,"MF,FW",de Dortmund,19,2004,14,11,845,9.4,4,0,4,4,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
286,Omri Glazer,il ISR,GK,rs Red Star,28,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Oscar Gloukh,il ISR,"FW,MF",at RB Salzburg,20,2004,8,8,679,7.5,0,2,2,0,0,0,1,0,0,0.27,0.27,0,0.27,Matches
288,Serge Gnabry,de GER,MF,de Bayern Munich,29,1995,12,5,552,6.1,0,2,2,0,0,0,2,0,0,0.33,0.33,0,0.33,Matches
289,Ben Godfrey,eng ENG,"DF,MF",it Atalanta,26,1998,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Aleksandr Golovin,ru RUS,MF,fr Monaco,28,1996,9,6,574,6.4,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
291,André Gomes,pt POR,MF,fr Lille,31,1993,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Angel Gomes,eng ENG,MF,fr Lille,23,2000,4,3,159,1.8,1,0,1,1,0,0,2,1,0.57,0,0.57,0.57,0.57,Matches
293,Marlon Gomes,br BRA,MF,ua Shakhtar Donetsk,20,2003,7,4,288,3.2,1,0,1,1,0,0,2,0,0.31,0,0.31,0.31,0.31,Matches
294,Joe Gomez,eng ENG,DF,eng Liverpool,27,1997,4,1,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
295,Pedro Gonçalves,pt POR,MF,pt Sporting CP,26,1998,3,2,201,2.2,0,2,2,0,0,0,1,0,0,0.9,0.9,0,0.9,Matches
296,Facundo González,uy URU,DF,nl Feyenoord,21,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Nicolás González,es ESP,MF,eng Manchester City,22,2002,1,1,90,1,1,0,1,1,0,0,1,0,1,0,1,1,1,Matches
298,Nicolás González,ar ARG,"MF,FW",it Juventus,26,1998,6,5,361,4,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,Matches
299,Jon Gorenc Stanković,si SVN,MF,at Sturm Graz,28,1996,5,4,364,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
300,Leon Goretzka,de GER,MF,de Bayern Munich,29,1995,12,9,839,9.3,1,1,2,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,20,2003,6,4,300,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
302,Ryan Gravenberch,nl NED,MF,eng Liverpool,22,2002,9,9,783,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
303,Jack Grealish,eng ENG,"MF,FW",eng Manchester City,28,1995,6,4,353,3.9,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
304,Leon Grgic,hr CRO,FW,at Sturm Graz,18,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,33,1991,10,9,728,8.1,6,2,8,6,0,0,0,0,0.74,0.25,0.99,0.74,0.99,Matches
306,Álex Grimaldo,es ESP,"MF,DF",de Leverkusen,28,1995,10,10,865,9.6,2,1,3,2,0,0,0,0,0.21,0.1,0.31,0.21,0.31,Matches
307,Pascal Groß,de GER,"MF,DF",de Dortmund,33,1991,13,10,914,10.2,1,2,3,1,0,0,3,0,0.1,0.2,0.3,0.1,0.3,Matches
308,Gabriel Gudmundsson,se SWE,"DF,MF",fr Lille,25,1999,9,5,487,5.4,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
309,Raphaël Guerreiro,pt POR,"DF,MF",de Bayern Munich,30,1993,9,6,520,5.8,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
310,Daouda Guindo,ml MLI,DF,at RB Salzburg,21,2002,4,1,154,1.7,1,0,1,1,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
311,Serhou Guirassy,gn GUI,FW,de Dortmund,28,1996,14,12,"1,083",12,13,4,17,8,5,6,2,0,1.08,0.33,1.41,0.66,1,Matches
312,Péter Gulácsi,hu HUN,GK,de RB Leipzig,34,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
313,Arda Güler,tr TUR,MF,es Real Madrid,19,2005,7,1,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,İlkay Gündoğan,de GER,"MF,FW",eng Manchester City,33,1990,10,6,523,5.8,2,0,2,2,0,0,1,0,0.34,0,0.34,0.34,0.34,Matches
315,Ivan Guteša,rs SRB,GK,rs Red Star,22,2002,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
316,Miguel Gutiérrez,es ESP,"MF,DF",es Girona,23,2001,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
317,Joško Gvardiol,hr CRO,DF,eng Manchester City,22,2002,10,9,814,9,0,1,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
318,Viktor Gyökeres,se SWE,FW,pt Sporting CP,26,1998,8,6,608,6.8,6,1,7,4,2,2,1,0,0.89,0.15,1.04,0.59,0.74,Matches
319,Erling Haaland,no NOR,"FW,MF",eng Manchester City,24,2000,9,9,769,8.5,8,0,8,6,2,3,0,0,0.94,0,0.94,0.7,0.7,Matches
320,Anis Hadj Moussa,dz ALG,"FW,MF",nl Feyenoord,22,2002,11,8,783,8.7,3,0,3,3,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
321,Jaouen Hadjam,dz ALG,DF,ch Young Boys,21,2003,6,6,478,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
322,Amadou Haidara,ml MLI,MF,de RB Leipzig,26,1998,8,8,588,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
323,Massadio Haïdara,ml MLI,DF,fr Brest,31,1992,8,7,616,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
324,Achraf Hakimi,ma MAR,DF,fr Paris Saint-Germain,25,1998,17,17,"1,540",17.1,4,5,9,4,0,0,3,0,0.23,0.29,0.53,0.23,0.53,Matches
325,Dávid Hancko,sk SVK,DF,nl Feyenoord,26,1997,12,12,"1,080",12,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Hákon Haraldsson,is ISL,"MF,FW",fr Lille,21,2003,6,3,306,3.4,2,0,2,2,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
327,Lukáš Haraslín,sk SVK,FW,cz Sparta Prague,28,1996,6,4,263,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Conrad Harder,dk DEN,FW,pt Sporting CP,19,2005,9,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
329,Reo Hatate,jp JPN,MF,sct Celtic,26,1997,10,9,784,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,Matches
330,Kai Havertz,de GER,"FW,MF",eng Arsenal,25,1999,8,6,561,6.2,4,1,5,4,0,0,0,0,0.64,0.16,0.8,0.64,0.8,Matches
331,Benjamin Henrichs,de GER,DF,de RB Leipzig,27,1997,6,5,474,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
332,Pedro Henrique,br BRA,DF,ua Shakhtar Donetsk,22,2002,6,5,446,5,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
333,Mario Hermoso,es ESP,DF,de Leverkusen,29,1995,2,2,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
334,Lucas Hernández,fr FRA,DF,fr Paris Saint-Germain,28,1996,5,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Theo Hernández,fr FRA,DF,it Milan,26,1997,10,10,860,9.6,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
336,Yangel Herrera,ve VEN,MF,es Girona,26,1998,5,4,341,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
337,Isak Hien,se SWE,DF,it Atalanta,25,1999,8,8,709,7.9,0,1,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
338,Stefan Hierländer,at AUT,MF,at Sturm Graz,33,1991,6,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Piero Hincapié,ec ECU,DF,de Leverkusen,22,2002,9,9,772,8.6,1,0,1,1,0,0,2,1,0.12,0,0.12,0.12,0.12,Matches
340,Morten Hjulmand,dk DEN,MF,pt Sporting CP,25,1999,9,9,765,8.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
