Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
346,Clément Lenglet,fr FRA,DF,es Sevilla,22,1995,9,9,810,9,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
347,Jeremain Lens,nl NED,MF,tr Beşiktaş,29,1987,2,2,150,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
348,Robert Lewandowski,pl POL,FW,de Bayern Munich,28,1988,11,11,955,10.6,5,1,6,4,1,1,2,0,0.47,0.09,0.57,0.38,0.47,Matches
349,Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,33,1984,2,0,102,1.1,0,1,1,0,0,0,1,0,0,0.88,0.88,0,0.88,Matches
350,Victor Lindelöf,se SWE,DF,eng Manchester Utd,23,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Jesse Lingard,eng ENG,"MF,FW",eng Manchester Utd,24,1992,6,3,244,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
352,Fernando Llorente,es ESP,FW,eng Tottenham Hotspur,32,1985,7,2,225,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,Matches
353,Marcos Llorente,es ESP,"DF,MF",es Real Madrid,22,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
354,Hugo Lloris,fr FRA,GK,eng Tottenham Hotspur,30,1986,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
355,Giovani Lo Celso,ar ARG,MF,fr Paris Saint-Germain,21,1996,7,1,150,1.7,0,1,1,0,0,0,1,0,0,0.6,0.6,0,0.6,Matches
356,Rony Lopes,pt POR,MF,fr Monaco,21,1995,5,3,301,3.3,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.3,0.6,Matches
357,Lisandro López,ar ARG,DF,pt Benfica,27,1989,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
358,Vágner Love,br BRA,FW,tr Beşiktaş,33,1984,2,2,132,1.5,1,0,1,1,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
359,Dejan Lovren,hr CRO,DF,eng Liverpool,28,1989,12,12,"1,050",11.7,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
360,Filipe Luís,br BRA,DF,es Atlético Madrid,31,1985,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
361,Zé Luís,cv CPV,FW,ru Spartak Moscow,26,1991,3,2,159,1.8,2,0,2,2,0,0,0,0,1.13,0,1.13,1.13,1.13,Matches
362,Luisão,br BRA,DF,pt Benfica,36,1981,4,4,360,4,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches
363,David Luiz,br BRA,"DF,MF",eng Chelsea,30,1987,4,4,327,3.6,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
364,Romelu Lukaku,be BEL,FW,eng Manchester Utd,24,1993,8,8,704,7.8,5,0,5,5,0,0,0,0,0.64,0,0.64,0.64,0.64,Matches
365,Mikael Lustig,se SWE,DF,sct Celtic,30,1986,6,6,463,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Christian Maggio,it ITA,DF,it Napoli,35,1982,4,2,233,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
367,Abdul Majeed Waris,gh GHA,MF,pt Porto,25,1991,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Andreas Makris,cy CYP,"FW,MF",cy APOEL FC,21,1995,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Nikola Maksimović,rs SRB,DF,it Napoli,25,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Tyrell Malacia,nl NED,DF,nl Feyenoord,17,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,Mario Mandžukić,hr CRO,"MF,FW",it Juventus,31,1986,6,5,457,5.1,4,0,4,4,0,0,2,0,0.79,0,0.79,0.79,0.79,Matches
372,Sadio Mané,sn SEN,FW,eng Liverpool,25,1992,11,11,940,10.4,10,2,12,10,0,0,2,0,0.96,0.19,1.15,0.96,1.15,Matches
373,Eliaquim Mangala,fr FRA,DF,eng Manchester City,26,1991,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
374,Kostas Manolas,gr GRE,DF,it Roma,26,1991,11,10,914,10.2,2,0,2,2,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
375,Iván Marcano,es ESP,DF,pt Porto,30,1987,7,7,630,7,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Marcelo,br BRA,DF,es Real Madrid,29,1988,11,11,958,10.6,3,3,6,3,0,0,1,0,0.28,0.28,0.56,0.28,0.56,Matches
377,Claudio Marchisio,it ITA,MF,it Juventus,31,1986,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Moussa Marega,ml MLI,"MF,FW",pt Porto,26,1991,6,6,440,4.9,0,2,2,0,0,0,0,0,0,0.41,0.41,0,0.41,Matches
379,José María Giménez,uy URU,DF,es Atlético Madrid,22,1995,4,3,272,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Marko Marin,de GER,"MF,FW",gr Olympiacos,28,1989,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Marlos,ua UKR,MF,ua Shakhtar Donetsk,29,1988,8,8,668,7.4,2,2,4,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,Matches
382,Marquinhos,br BRA,DF,fr Paris Saint-Germain,23,1994,8,8,720,8,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
383,Anthony Martial,fr FRA,"MF,FW",eng Manchester Utd,21,1995,8,4,343,3.8,1,2,3,0,1,2,0,0,0.26,0.52,0.79,0,0.52,Matches
384,Javi Martínez,es ESP,"MF,DF",de Bayern Munich,28,1988,10,8,740,8.2,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
385,Gelson Martins,pt POR,MF,pt Sporting CP,22,1995,6,5,462,5.1,1,3,4,1,0,0,2,0,0.19,0.58,0.78,0.19,0.78,Matches
386,Javier Mascherano,ar ARG,DF,es Barcelona,33,1984,2,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Juan Mata,es ESP,"MF,FW",eng Manchester Utd,29,1988,6,5,411,4.6,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
388,Jérémy Mathieu,fr FRA,DF,pt Sporting CP,33,1983,5,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Nemanja Matić,rs SRB,MF,eng Manchester Utd,28,1988,7,6,564,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Joël Matip,cm CMR,DF,eng Liverpool,25,1991,6,5,465,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
391,Blaise Matuidi,fr FRA,MF,it Juventus,30,1987,9,5,494,5.5,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
392,Borja Mayoral,es ESP,FW,es Real Madrid,20,1997,4,1,141,1.6,1,0,1,1,0,0,0,0,0.64,0,0.64,0.64,0.64,Matches
393,Kylian Mbappé,fr FRA,FW,fr Paris Saint-Germain,18,1998,8,8,658,7.3,4,3,7,4,0,0,1,0,0.55,0.41,0.96,0.55,0.96,Matches
394,Kara Mbodji,sn SEN,DF,be Anderlecht,27,1989,5,4,391,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Callum McGregor,sct SCO,MF,sct Celtic,24,1993,4,3,295,3.3,1,0,1,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
396,Scott McTominay,sct SCO,MF,eng Manchester Utd,20,1996,4,2,203,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
397,Gary Medel,cl CHI,"MF,DF",tr Beşiktaş,29,1987,8,4,431,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
398,Maksim Medvedev,az AZE,DF,az Qarabağ,27,1989,6,6,521,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
399,Soualiho Meïté,fr FRA,MF,fr Monaco,23,1994,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Lorenzo Melgarejo,py PAR,MF,ru Spartak Moscow,26,1990,6,1,209,2.3,1,1,2,1,0,0,0,0,0.43,0.43,0.86,0.43,0.86,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Benjamin Mendy,fr FRA,DF,eng Manchester City,23,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
402,Gabriel Mercado,ar ARG,DF,es Sevilla,30,1987,8,8,693,7.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
403,Giorgos Merkis,cy CYP,DF,cy APOEL FC,33,1984,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Dries Mertens,be BEL,FW,it Napoli,30,1987,6,5,480,5.3,2,3,5,2,0,0,3,0,0.37,0.56,0.94,0.37,0.94,Matches
405,Jasmin Mešanović,ba BIH,FW,si NK Maribor,25,1992,5,1,98,1.1,1,0,1,1,0,0,0,0,0.92,0,0.92,0.92,0.92,Matches
406,Lionel Messi,ar ARG,FW,es Barcelona,30,1987,10,8,783,8.7,6,2,8,6,0,0,2,0,0.69,0.23,0.92,0.69,0.92,Matches
407,Thomas Meunier,be BEL,"DF,MF",fr Paris Saint-Germain,25,1991,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
408,Míchel,es ESP,MF,az Qarabağ,31,1985,6,6,533,5.9,1,0,1,1,0,0,2,0,0.17,0,0.17,0.17,0.17,Matches
409,Georgi Milanov,bg BUL,MF,ru CSKA Moscow,25,1992,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Martin Milec,si SVN,DF,si NK Maribor,25,1991,6,6,540,6,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
411,Arkadiusz Milik,pl POL,FW,it Napoli,23,1994,1,1,90,1,1,0,1,0,1,1,0,0,1,0,1,0,0,Matches
412,James Milner,eng ENG,MF,eng Liverpool,31,1986,11,9,875,9.7,0,9,9,0,0,1,1,0,0,0.93,0.93,0,0.93,Matches
413,Matej Mitrović,hr CRO,DF,tr Beşiktaş,23,1993,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Henrikh Mkhitaryan,am ARM,MF,eng Manchester Utd,28,1989,4,3,284,3.2,1,0,1,1,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
415,Luka Modrić,hr CRO,MF,es Real Madrid,31,1985,11,11,958,10.6,1,1,2,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,Matches
416,Nuno Morais,pt POR,MF,cy APOEL FC,33,1984,6,6,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Álvaro Morata,es ESP,FW,eng Chelsea,24,1992,7,4,383,4.3,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
418,Alberto Moreno,es ESP,DF,eng Liverpool,25,1992,8,7,563,6.3,0,3,3,0,0,0,2,0,0,0.48,0.48,0,0.48,Matches
419,Victor Moses,ng NGA,"MF,DF",eng Chelsea,26,1990,4,4,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Thiago Motta,it ITA,MF,fr Paris Saint-Germain,34,1982,4,4,306,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
421,Lucas Moura,br BRA,"FW,MF",eng Tottenham Hotspur,24,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,João Moutinho,pt POR,MF,fr Monaco,30,1986,6,5,467,5.2,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
423,Thomas Müller,de GER,"MF,FW",de Bayern Munich,27,1989,10,8,734,8.2,3,2,5,3,0,0,1,0,0.37,0.25,0.61,0.37,0.61,Matches
424,Luis Muriel,co COL,FW,es Sevilla,26,1991,8,2,252,2.8,0,1,1,0,0,0,0,0,0,0.36,0.36,0,0.36,Matches
425,Kévin N'Doram,fr FRA,MF,fr Monaco,21,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Georges-Kévin N'Koudou,cm CMR,MF,eng Tottenham Hotspur,22,1995,2,1,105,1.2,1,0,1,1,0,0,0,0,0.86,0,0.86,0.86,0.86,Matches
427,Kirill Nababkin,ru RUS,MF,ru CSKA Moscow,30,1986,2,1,130,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
428,Ben Nabouhane,km COM,FW,gr Olympiacos,28,1989,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
429,Nacho,es ESP,DF,es Real Madrid,27,1990,8,6,595,6.6,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
430,Radja Nainggolan,be BEL,MF,it Roma,29,1988,11,11,959,10.7,2,2,4,1,1,1,0,0,0.19,0.19,0.38,0.09,0.28,Matches
431,Andy Najar,hn HON,DF,be Anderlecht,24,1993,1,1,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Bibras Natkho,il ISR,MF,ru CSKA Moscow,29,1988,4,2,237,2.6,0,1,1,0,0,0,3,0,0,0.38,0.38,0,0.38,Matches
433,Jesús Navas,es ESP,"DF,FW",es Sevilla,31,1985,8,4,426,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Keylor Navas,cr CRC,GK,es Real Madrid,30,1986,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Dino Ndlovu,za RSA,FW,az Qarabağ,27,1990,5,5,425,4.7,0,1,1,0,0,0,0,2,0,0.21,0.21,0,0.21,Matches
436,Álvaro Negredo,es ESP,FW,tr Beşiktaş,31,1985,5,1,108,1.2,1,1,2,0,1,1,0,0,0.83,0.83,1.67,0,0.83,Matches
437,Miquel Nelom,nl NED,DF,nl Feyenoord,26,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Manuel Neuer,de GER,GK,de Bayern Munich,31,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Neymar,br BRA,FW,fr Paris Saint-Germain,25,1992,7,7,630,7,6,4,10,6,0,0,2,0,0.86,0.57,1.43,0.86,1.43,Matches
440,Bart Nieuwkoop,nl NED,DF,nl Feyenoord,21,1996,4,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Saúl Ñíguez,es ESP,MF,es Atlético Madrid,22,1994,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
442,Dimitris Nikolaou,gr GRE,DF,gr Olympiacos,18,1998,3,3,270,3,1,0,1,1,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
443,Nolito,es ESP,"FW,MF",es Sevilla,30,1986,5,4,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Olivier Ntcham,cm CMR,"MF,DF",sct Celtic,21,1996,5,4,383,4.3,0,2,2,0,0,0,1,0,0,0.47,0.47,0,0.47,Matches
445,Steven Nzonzi,fr FRA,MF,es Sevilla,28,1988,8,8,676,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
446,Dimitri Oberlin,ch SUI,FW,ch Basel,19,1997,8,6,530,5.9,4,0,4,4,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
447,Jan Oblak,si SVN,GK,es Atlético Madrid,24,1993,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Ivan Obradović,rs SRB,DF,be Anderlecht,29,1988,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Vadis Odjidja-Ofoe,be BEL,"MF,FW",gr Olympiacos,28,1989,6,5,414,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
450,Mattheus Oliveira,br BRA,"FW,MF",pt Sporting CP,23,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Sérgio Oliveira,pt POR,MF,pt Porto,25,1992,5,4,352,3.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
452,Henry Onyekuru,ng NGA,"FW,MF",be Anderlecht,20,1997,6,4,405,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
453,Willi Orban,hu HUN,DF,de RB Leipzig,24,1992,6,6,477,5.3,1,0,1,1,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
454,Ivan Ordets,ua UKR,DF,ua Shakhtar Donetsk,25,1992,8,7,664,7.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
455,Nicolás Otamendi,ar ARG,DF,eng Manchester City,29,1988,8,8,720,8,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
456,Otávio,pt POR,MF,pt Porto,22,1995,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Adam Ounas,dz ALG,"FW,MF",it Napoli,20,1996,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
458,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",eng Liverpool,23,1993,7,4,320,3.6,2,0,2,2,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches
459,Oğuzhan Özyakup,tr TUR,MF,tr Beşiktaş,24,1992,7,5,444,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
460,Gonçalo Paciência,pt POR,FW,pt Porto,22,1994,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,João Palhinha,pt POR,MF,pt Sporting CP,22,1995,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Sokratis Papastathopoulos,gr GRE,DF,de Dortmund,29,1988,5,5,450,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
463,Felipe Pardo,co COL,"MF,FW",gr Olympiacos,26,1990,6,3,300,3.3,2,0,2,2,0,0,1,0,0.6,0,0.6,0.6,0.6,Matches
464,Nicolás Pareja,ar ARG,DF,es Sevilla,33,1984,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
465,Thomas Partey,gh GHA,"MF,DF",es Atlético Madrid,24,1993,6,5,435,4.8,1,0,1,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
466,Mario Pašalić,hr CRO,MF,ru Spartak Moscow,22,1995,6,4,353,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
467,Javier Pastore,ar ARG,MF,fr Paris Saint-Germain,28,1989,3,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Rui Patrício,pt POR,GK,pt Sporting CP,29,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Alan Patrick,br BRA,"FW,MF",ua Shakhtar Donetsk,26,1991,3,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Paulinho,br BRA,MF,es Barcelona,29,1988,9,4,401,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
471,Pedro,es ESP,"FW,MF",eng Chelsea,30,1987,7,4,388,4.3,1,2,3,1,0,0,0,0,0.23,0.46,0.7,0.23,0.7,Matches
472,Mustafa Pektemek,tr TUR,MF,tr Beşiktaş,28,1988,2,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Lorenzo Pellegrini,it ITA,MF,it Roma,21,1996,8,4,296,3.3,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
474,Pepe,pt POR,DF,tr Beşiktaş,34,1983,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
475,Danilo Pereira,pt POR,MF,pt Porto,25,1991,6,6,532,5.9,1,2,3,1,0,0,2,0,0.17,0.34,0.51,0.17,0.51,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Maxi Pereira,uy URU,DF,pt Porto,33,1984,3,2,198,2.2,1,0,1,1,0,0,1,0,0.45,0,0.45,0.45,0.45,Matches
477,Ricardo Pereira,pt POR,"DF,MF",pt Porto,23,1993,7,6,552,6.1,0,2,2,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
478,Bruno Peres,br BRA,DF,it Roma,27,1990,6,5,462,5.1,0,0,0,0,0,0,0,2,0,0,0,0,0,Matches
479,Nauzet Pérez,es ESP,GK,cy APOEL FC,32,1985,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
480,Diego Perotti,ar ARG,"FW,MF",it Roma,29,1988,9,8,729,8.1,3,1,4,2,1,1,2,0,0.37,0.12,0.49,0.25,0.37,Matches
481,Marko Petković,rs SRB,DF,ru Spartak Moscow,24,1992,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
482,Raoul Petretta,it ITA,MF,ch Basel,20,1997,5,5,414,4.6,0,1,1,0,0,0,2,0,0,0.22,0.22,0,0.22,Matches
483,Radosav Petrović,rs SRB,"DF,MF",pt Sporting CP,28,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Ivan Petryak,ua UKR,MF,ua Shakhtar Donetsk,23,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
485,Maximilian Philipp,de GER,"MF,FW",de Dortmund,23,1994,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Cristiano Piccini,it ITA,DF,pt Sporting CP,24,1992,5,5,445,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
487,Aleks Pihler,si SVN,MF,si NK Maribor,23,1994,6,4,392,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
488,Gerard Piqué,es ESP,DF,es Barcelona,30,1987,9,9,736,8.2,1,0,1,1,0,0,2,2,0.12,0,0.12,0.12,0.12,Matches
489,Łukasz Piszczek,pl POL,DF,de Dortmund,32,1985,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Guido Pizarro,ar ARG,MF,es Sevilla,27,1990,9,6,502,5.6,1,0,1,1,0,0,2,0,0.18,0,0.18,0.18,0.18,Matches
491,Pizzi,pt POR,MF,pt Benfica,27,1989,6,6,480,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Miralem Pjanić,ba BIH,MF,it Juventus,27,1990,8,7,634,7,1,1,2,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28,Matches
493,Paul Pogba,fr FRA,MF,eng Manchester Utd,24,1993,5,3,278,3.1,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
494,Ivelin Popov,bg BUL,MF,ru Spartak Moscow,29,1987,5,3,242,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
495,Mickaël Poté,bj BEN,FW,cy APOEL FC,32,1984,5,3,312,3.5,2,0,2,2,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
496,Yussuf Poulsen,dk DEN,FW,de RB Leipzig,23,1994,4,2,199,2.2,0,1,1,0,0,0,1,0,0,0.45,0.45,0,0.45,Matches
497,Quincy Promes,nl NED,"MF,FW",ru Spartak Moscow,25,1992,5,5,430,4.8,2,2,4,2,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches
498,Silvio Proto,be BEL,GK,gr Olympiacos,34,1983,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Christian Pulisic,us USA,"FW,MF",de Dortmund,18,1998,5,4,374,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Andriy Pyatov,ua UKR,GK,ua Shakhtar Donetsk,33,1984,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Ricardo Quaresma,pt POR,MF,tr Beşiktaş,33,1983,7,7,613,6.8,0,3,3,0,0,0,2,0,0,0.44,0.44,0,0.44,Matches
502,Dani Quintana,es ESP,MF,az Qarabağ,30,1987,4,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Adrien Rabiot,fr FRA,MF,fr Paris Saint-Germain,22,1995,8,8,677,7.5,1,2,3,1,0,0,1,0,0.13,0.27,0.4,0.13,0.4,Matches
504,Rafinha,br BRA,DF,de Bayern Munich,31,1985,8,5,506,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
505,Andrea Raggi,it ITA,DF,fr Monaco,33,1984,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Aleksander Rajčević,si SVN,DF,si NK Maribor,30,1986,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
507,Ivan Rakitić,hr CRO,MF,es Barcelona,29,1988,10,8,758,8.4,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
508,Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar Donetsk,27,1989,7,7,615,6.8,0,1,1,0,0,0,1,2,0,0.15,0.15,0,0.15,Matches
509,Anthony Ralston,sct SCO,DF,sct Celtic,18,1998,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
510,Aghabala Ramazanov,az AZE,FW,az Qarabağ,24,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Sandro Ramírez,es ESP,"FW,MF",es Sevilla,22,1995,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Sergio Ramos,es ESP,DF,es Real Madrid,31,1986,11,11,990,11,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
513,Marcus Rashford,eng ENG,"MF,FW",eng Manchester Utd,19,1997,8,3,344,3.8,3,1,4,3,0,0,1,0,0.78,0.26,1.05,0.78,1.05,Matches
514,Artyom Rebrov,ru RUS,GK,ru Spartak Moscow,33,1984,2,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Pepe Reina,es ESP,GK,it Napoli,34,1982,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
516,Diego Reyes,mx MEX,DF,pt Porto,24,1992,6,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
