Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
16,Paco Alcácer,es ESP,FW,es Barcelona,23,1993,1.1,0,0,0,0,1,0,0,2,1,0,0,0,Matches
17,Thiago Alcántara,es ESP,"MF,FW",de Bayern Munich,26,1991,6.7,2,0,0,11,12,1,11,15,20,0,0,0,Matches
18,Toby Alderweireld,be BEL,DF,eng Tottenham Hotspur,28,1989,3.3,0,0,0,2,0,0,0,2,5,0,0,0,Matches
19,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,18,1998,9.1,2,0,0,10,2,1,49,29,17,0,0,0,Matches
20,Nektarios Alexandrou,cy CYP,DF,cy APOEL FC,33,1983,0.6,0,0,0,0,0,0,1,1,1,0,0,0,Matches
21,Alisson,br BRA,GK,it Roma,24,1992,12,0,0,0,0,1,0,0,1,1,0,0,0,Matches
22,Allan,br BRA,MF,it Napoli,26,1991,3.4,0,0,0,8,9,0,4,7,10,0,0,0,Matches
23,Dele Alli,eng ENG,"MF,FW",eng Tottenham Hotspur,21,1996,4.8,1,0,0,10,12,0,1,1,7,0,0,0,Matches
24,André Almeida,pt POR,DF,pt Benfica,26,1990,2.9,1,1,0,5,2,0,15,4,4,0,1,0,Matches
25,André Almeida Pinto,pt POR,DF,pt Sporting CP,27,1989,2,1,0,0,4,1,0,0,3,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Richard Almeida,az AZE,MF,az Qarabağ,28,1989,6,0,0,0,4,9,2,4,5,7,0,0,0,Matches
27,Stathis Aloneftis,cy CYP,"MF,FW",cy APOEL FC,34,1983,5.6,0,0,0,1,9,5,24,14,10,0,0,0,Matches
28,Marcos Alonso,es ESP,"MF,DF",eng Chelsea,26,1990,6.6,2,0,0,11,5,0,12,12,10,0,0,0,Matches
29,Éder Álvarez Balanta,co COL,DF,ch Basel,24,1993,5.9,2,0,0,12,2,0,0,14,10,0,0,0,Matches
30,Dani Alves,br BRA,DF,fr Paris Saint-Germain,34,1983,8,0,0,0,10,8,2,38,13,15,0,0,0,Matches
31,Sofyan Amrabat,ma MAR,MF,nl Feyenoord,20,1996,5.9,1,0,0,16,12,0,9,10,9,0,0,0,Matches
32,André André,pt POR,"MF,FW",pt Porto,27,1989,2.5,3,0,0,9,6,0,1,3,3,0,0,0,Matches
33,Thanasis Androutsos,gr GRE,MF,gr Olympiacos,20,1997,1,0,0,0,0,0,0,3,1,0,0,0,0,Matches
34,Minas Antoniou,cy CYP,FW,cy APOEL FC,23,1994,0.1,0,0,0,0,0,0,0,0,2,0,0,0,Matches
35,Mirko Antonucci,it ITA,"FW,MF",it Roma,18,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,Matches
36,Dennis Appiah,fr FRA,"DF,MF",be Anderlecht,25,1992,5.7,0,0,0,10,2,0,23,5,14,0,0,0,Matches
37,Alphonse Areola,fr FRA,GK,fr Paris Saint-Germain,24,1993,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
38,Stuart Armstrong,sct SCO,MF,sct Celtic,25,1992,2.6,0,0,0,1,6,0,7,6,0,0,0,0,Matches
39,Tolgay Arslan,de GER,MF,tr Beşiktaş,26,1990,3.6,2,0,0,7,10,0,1,5,14,0,0,0,Matches
40,Kwadwo Asamoah,gh GHA,DF,it Juventus,28,1988,1.1,0,0,0,0,1,0,3,2,2,0,0,0,Matches
41,Marco Asensio,es ESP,MF,es Real Madrid,21,1996,5.2,0,0,0,3,6,5,31,2,4,0,0,0,Matches
42,Pierre-Emerick Aubameyang,ga GAB,FW,de Dortmund,28,1989,6,0,0,0,4,1,5,9,0,1,0,0,0,Matches
43,Jean-Kévin Augustin,fr FRA,FW,de RB Leipzig,20,1997,3.8,1,0,0,5,10,7,3,1,1,0,0,0,Matches
44,Filipe Augusto,br BRA,MF,pt Benfica,23,1993,2.6,0,0,0,0,3,0,1,5,4,0,0,0,Matches
45,Serge Aurier,ci CIV,"DF,MF",eng Tottenham Hotspur,24,1992,5.6,3,0,0,11,8,1,29,18,7,0,2,0,Matches
46,Márcio Azevedo,br BRA,DF,ua Shakhtar Donetsk,31,1986,0.3,0,0,0,0,1,0,1,0,0,0,0,0,Matches
47,César Azpilicueta,es ESP,"DF,MF",eng Chelsea,27,1989,7.8,0,0,0,6,3,1,8,19,9,0,0,0,Matches
48,Ryan Babel,nl NED,MF,tr Beşiktaş,30,1986,6.2,0,0,0,7,9,3,8,6,1,0,0,0,Matches
49,Eric Bailly,ci CIV,DF,eng Manchester Utd,23,1994,3,1,0,0,2,2,1,0,2,4,0,0,0,Matches
50,Gregor Bajde,si SVN,MF,si NK Maribor,23,1994,2.8,0,0,0,2,4,0,6,3,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Tiemoué Bakayoko,fr FRA,MF,eng Chelsea,22,1994,4,1,0,0,6,4,0,1,4,11,0,0,0,Matches
52,Keita Baldé,sn SEN,"FW,MF",fr Monaco,22,1995,3.2,1,0,0,5,4,5,8,1,0,0,0,0,Matches
53,Gareth Bale,wls WAL,FW,es Real Madrid,28,1989,3.3,1,0,0,2,1,6,10,2,1,0,0,0,Matches
54,Éver Banega,ar ARG,MF,es Sevilla,29,1988,8.8,4,0,0,7,20,2,73,9,11,0,0,0,Matches
55,Gabriel Barbosa,br BRA,"FW,MF",pt Benfica,20,1996,0.3,0,0,0,0,2,0,1,0,2,0,0,0,Matches
56,Marc Bartra,es ESP,"DF,MF",de Dortmund,26,1991,3.9,1,0,0,5,3,0,6,11,12,0,0,0,Matches
57,Andrea Barzagli,it ITA,DF,it Juventus,36,1981,7.3,1,0,0,7,5,0,0,15,8,0,0,0,Matches
58,Bilal Başaçıkoğlu,tr TUR,"FW,MF",nl Feyenoord,22,1995,0.3,0,0,0,0,1,0,8,0,0,0,0,0,Matches
59,Michy Batshuayi,be BEL,FW,eng Chelsea,23,1993,1.4,0,0,0,1,0,2,0,0,0,0,0,0,Matches
60,Rodrigo Battaglia,ar ARG,MF,pt Sporting CP,26,1991,6,1,0,0,13,11,0,0,12,18,0,0,0,Matches
61,Sven van Beek,nl NED,DF,nl Feyenoord,23,1994,3,1,0,0,4,0,0,0,4,2,0,0,0,Matches
62,Wissam Ben Yedder,fr FRA,FW,es Sevilla,26,1990,7.2,2,0,0,4,10,10,5,5,2,1,0,0,Matches
63,Diego Benaglio,ch SUI,GK,fr Monaco,33,1983,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Medhi Benatia,ma MAR,DF,it Juventus,30,1987,6.3,4,0,0,12,4,0,0,23,4,0,1,0,Matches
65,Rodrigo Bentancur,uy URU,MF,it Juventus,20,1997,3.2,3,0,0,7,4,0,0,11,5,0,0,0,Matches
66,Karim Benzema,fr FRA,FW,es Real Madrid,29,1987,6.7,0,0,0,6,1,6,4,1,5,0,0,0,Matches
67,Yuri Berchiche,es ESP,DF,fr Paris Saint-Germain,27,1990,2,0,0,0,1,3,0,3,2,6,0,0,0,Matches
68,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,3,0,0,0,0,3,0,2,13,5,0,0,0,Matches
69,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,5,1,0,0,1,1,0,1,8,9,0,0,0,Matches
70,Steven Berghuis,nl NED,"FW,MF",nl Feyenoord,25,1991,5.2,2,0,0,6,11,3,22,4,7,1,0,0,Matches
71,Bernard,br BRA,MF,ua Shakhtar Donetsk,24,1992,7.6,0,0,0,5,10,3,20,14,8,0,0,0,Matches
72,Federico Bernardeschi,it ITA,MF,it Juventus,23,1994,1.5,0,0,0,2,2,0,2,0,3,1,0,0,Matches
73,Bernardo,br BRA,DF,de RB Leipzig,22,1995,1.3,0,0,0,5,4,0,0,1,1,0,0,0,Matches
74,Juan Bernat,es ESP,DF,de Bayern Munich,24,1993,0.5,1,0,0,2,1,0,1,0,0,0,0,0,Matches
75,Jean-Claude Billong,cm CMR,DF,si NK Maribor,23,1993,4,0,0,0,2,1,0,0,6,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Nir Bitton,il ISR,DF,sct Celtic,25,1991,2.1,1,0,0,2,3,0,0,9,11,0,0,0,Matches
77,Daley Blind,nl NED,"DF,MF",eng Manchester Utd,27,1990,6,1,0,0,7,5,2,28,13,11,0,0,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,28,1988,7.5,2,0,0,6,4,0,4,9,4,0,0,0,Matches
79,Salvatore Bocchetti,it ITA,DF,ru Spartak Moscow,30,1986,3,1,0,0,3,2,0,0,12,5,0,0,0,Matches
80,Frank Boeckx,be BEL,GK,be Anderlecht,30,1986,3,0,0,0,0,0,0,0,1,0,0,0,0,Matches
81,Jean-Paul Boëtius,sr SUR,FW,nl Feyenoord,23,1994,5.8,0,0,0,6,13,1,14,6,8,0,0,0,Matches
82,Damjan Bohar,si SVN,MF,si NK Maribor,25,1991,5.4,2,0,0,8,15,2,15,7,9,0,0,0,Matches
83,Gabriel Boschilia,br BRA,"FW,MF",fr Monaco,21,1996,0.1,0,0,0,0,1,0,2,0,0,0,0,0,Matches
84,Alberto Botía,es ESP,DF,gr Olympiacos,28,1989,3,0,0,0,7,0,0,0,7,2,0,0,0,Matches
85,Eric Botteghin,br BRA,DF,nl Feyenoord,29,1987,1,1,0,0,1,0,0,0,3,0,0,0,0,Matches
86,Dedryck Boyata,be BEL,DF,sct Celtic,26,1990,5,0,0,0,2,1,0,0,13,6,0,0,0,Matches
87,Yacine Brahimi,dz ALG,MF,pt Porto,27,1990,6.3,1,0,0,6,15,0,0,7,10,0,0,0,Matches
88,Claudio Bravo,cl CHI,GK,eng Manchester City,34,1983,1,0,0,0,0,0,0,0,1,0,0,0,0,Matches
89,Scott Brown,sct SCO,MF,sct Celtic,32,1985,5.8,0,0,0,7,13,1,0,21,11,0,0,0,Matches
90,Bruma,pt POR,"MF,FW",de RB Leipzig,22,1994,3,0,0,0,4,4,1,7,1,2,0,0,0,Matches
91,Massimo Bruno,be BEL,"FW,MF",be Anderlecht,23,1993,0.5,0,0,0,0,1,0,7,0,1,0,0,0,Matches
92,Kevin Bua,ch SUI,MF,ch Basel,23,1993,1.1,0,0,0,2,2,2,0,1,1,0,0,0,Matches
93,Gianluigi Buffon,it ITA,GK,it Juventus,39,1978,9,0,1,0,0,0,0,0,0,0,0,0,0,Matches
94,Roman Bürki,ch SUI,GK,de Dortmund,26,1990,6,0,0,0,0,0,0,0,0,1,0,0,0,Matches
95,Sergio Busquets,es ESP,MF,es Barcelona,29,1988,8.5,1,0,0,8,14,0,0,7,19,0,0,0,Matches
96,Bohdan Butko,ua UKR,DF,ua Shakhtar Donetsk,26,1991,7,1,0,0,5,1,0,15,11,11,0,1,0,Matches
97,Gary Cahill,eng ENG,DF,eng Chelsea,31,1985,5,1,0,0,5,4,0,1,5,4,0,0,0,Matches
98,Fabrizio Caligara,it ITA,MF,it Juventus,17,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
99,José Callejón,es ESP,FW,it Napoli,30,1987,5.6,0,0,0,2,17,5,44,7,6,0,0,0,Matches
100,Igor de Camargo,be BEL,FW,cy APOEL FC,34,1983,2.6,0,0,0,3,20,2,1,3,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Emre Can,de GER,MF,eng Liverpool,23,1994,5.9,3,0,0,17,11,2,11,7,12,0,0,0,Matches
102,Mehdi Carcela,ma MAR,"MF,FW",gr Olympiacos,28,1989,3,0,0,0,3,16,2,18,7,9,0,0,0,Matches
103,Carlão,br BRA,DF,cy APOEL FC,31,1986,5,1,0,0,3,3,0,0,19,8,0,0,0,Matches
104,Yannick Carrasco,be BEL,MF,es Atlético Madrid,23,1993,3,0,0,0,2,6,1,8,3,2,0,0,0,Matches
105,Guido Carrillo,ar ARG,FW,fr Monaco,26,1991,1.5,0,0,0,1,4,0,0,0,2,0,0,0,Matches
106,Dani Carvajal,es ESP,DF,es Real Madrid,25,1992,7.2,4,0,0,13,6,0,24,18,15,0,0,0,Matches
107,João Carvalho,pt POR,MF,pt Benfica,20,1997,1,0,0,0,1,1,0,0,4,0,0,0,0,Matches
108,William Carvalho,pt POR,MF,pt Sporting CP,25,1992,5,1,0,0,8,5,1,0,5,10,0,0,0,Matches
109,Casemiro,br BRA,MF,es Real Madrid,25,1992,10.5,2,0,0,12,17,1,3,23,30,0,0,0,Matches
110,Kiko Casilla,es ESP,GK,es Real Madrid,30,1986,2,0,0,0,0,0,0,0,0,1,0,0,0,Matches
111,Iker Casillas,es ESP,GK,pt Porto,36,1981,3,1,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Gonzalo Castro,de GER,MF,de Dortmund,30,1987,1.5,1,0,0,2,0,0,8,2,3,0,0,0,Matches
113,Edinson Cavani,uy URU,FW,fr Paris Saint-Germain,30,1987,7.6,1,0,0,6,3,9,1,5,2,1,0,0,Matches
114,Dani Ceballos,es ESP,MF,es Real Madrid,20,1996,0.9,0,0,0,0,2,0,2,2,1,0,0,0,Matches
115,Franco Cervi,ar ARG,MF,pt Benfica,23,1994,1.1,0,0,0,1,4,0,9,0,1,0,0,0,Matches
116,Bruno César,br BRA,MF,pt Sporting CP,28,1988,2.8,1,0,0,7,5,1,9,3,2,0,0,0,Matches
117,Júlio César,br BRA,GK,pt Benfica,37,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,19,1998,1.6,0,0,0,1,2,2,1,1,0,0,0,0,Matches
119,Giorgio Chiellini,it ITA,DF,it Juventus,32,1984,7,2,0,0,6,11,0,4,15,9,0,0,0,Matches
120,Alexandru Chipciu,ro ROU,DF,be Anderlecht,28,1989,2,0,0,0,1,3,0,2,5,6,0,0,0,Matches
121,Vlad Chiricheș,ro ROU,DF,it Napoli,27,1989,1,1,0,0,3,0,0,0,1,1,0,0,0,Matches
122,Andreas Christensen,dk DEN,DF,eng Chelsea,21,1996,5,0,0,0,3,3,0,0,9,4,0,0,0,Matches
123,Jasper Cillessen,nl NED,GK,es Barcelona,28,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Orkan Çınar,tr TUR,MF,tr Beşiktaş,21,1996,0.2,0,0,0,1,0,0,0,0,1,0,0,0,Matches
125,Nathaniel Clyne,eng ENG,DF,eng Liverpool,26,1991,0.1,0,0,0,0,0,0,0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Sebastián Coates,uy URU,DF,pt Sporting CP,26,1990,5,3,0,0,6,6,1,0,21,12,0,0,1,Matches
127,Fábio Coentrão,pt POR,DF,pt Sporting CP,29,1988,3,2,0,0,5,18,0,14,13,2,0,0,0,Matches
128,Kingsley Coman,fr FRA,"MF,FW",de Bayern Munich,21,1996,4.3,0,0,0,3,9,0,20,1,4,0,0,0,Matches
129,Marvin Compper,de GER,DF,de RB Leipzig,32,1985,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Sébastien Corchia,fr FRA,DF,es Sevilla,26,1990,1.2,0,0,0,1,2,0,9,3,2,1,0,0,Matches
131,Jesús Corona,mx MEX,MF,pt Porto,24,1993,3.5,0,0,0,5,7,1,9,6,9,0,0,0,Matches
132,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,22,1995,2.8,0,0,0,3,6,2,11,3,0,0,0,0,Matches
133,Joaquín Correa,ar ARG,"MF,FW",es Sevilla,22,1994,7,2,1,0,8,23,2,5,9,9,0,0,0,Matches
134,Douglas Costa,br BRA,"MF,FW",it Juventus,26,1990,8,1,0,0,16,7,3,30,7,1,1,0,0,Matches
135,Thibaut Courtois,be BEL,GK,eng Chelsea,25,1992,8,0,0,0,0,1,0,0,2,0,0,0,0,Matches
136,Philippe Coutinho,br BRA,"MF,FW",eng Liverpool,25,1992,3.9,0,0,0,7,8,0,19,5,1,0,0,0,Matches
137,Juan Cuadrado,co COL,MF,it Juventus,29,1988,4.6,1,0,0,13,13,0,12,6,10,0,0,0,Matches
138,Mahmoud Dahoud,de GER,MF,de Dortmund,21,1996,2.1,0,0,0,1,3,0,1,2,2,0,0,0,Matches
139,Diogo Dalot,pt POR,DF,pt Porto,18,1999,1,1,0,0,1,0,0,0,2,0,0,0,0,Matches
140,Danilo,br BRA,"DF,MF",eng Manchester City,26,1991,4.1,2,0,0,6,3,0,5,8,9,0,0,0,Matches
141,Matteo Darmian,it ITA,DF,eng Manchester Utd,27,1989,2.3,1,0,0,5,1,0,6,4,6,0,0,0,Matches
142,Ben Davies,wls WAL,"DF,MF",eng Tottenham Hotspur,24,1993,5,1,0,0,7,2,1,24,6,6,0,1,0,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,26,1991,7.4,4,0,0,9,11,0,42,13,9,0,0,0,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,34,1983,8.6,0,0,0,4,11,0,0,15,10,0,0,1,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,24,1992,4.4,0,0,0,2,1,0,8,3,4,0,0,0,Matches
146,Grégoire Defrel,mq MTQ,FW,it Roma,26,1991,1.8,0,0,0,1,4,1,0,1,2,0,0,0,Matches
147,Fabian Delph,eng ENG,DF,eng Manchester City,27,1989,4.3,0,0,0,2,2,0,1,9,8,0,0,0,Matches
148,Mousa Dembélé,be BEL,MF,eng Tottenham Hotspur,30,1987,3.6,2,0,0,16,6,0,0,6,6,0,0,0,Matches
149,Moussa Dembélé,fr FRA,FW,sct Celtic,21,1996,3,0,0,0,6,2,3,1,2,3,0,0,0,Matches
150,Ousmane Dembélé,fr FRA,"MF,FW",es Barcelona,20,1997,1.6,0,0,0,1,4,0,0,2,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Diego Demme,de GER,MF,de RB Leipzig,25,1991,3.6,1,0,0,10,9,0,3,8,9,0,0,0,Matches
152,Leander Dendoncker,be BEL,"MF,DF",be Anderlecht,22,1995,6,1,0,0,6,1,0,1,15,4,0,0,0,Matches
153,Dentinho,br BRA,"FW,MF",ua Shakhtar Donetsk,28,1989,0.4,0,0,0,1,0,1,0,0,0,0,0,0,Matches
154,Jan-Arie van der Heijden,nl NED,DF,nl Feyenoord,29,1988,1,0,0,0,1,1,0,0,0,0,0,0,0,Matches
155,Olivier Deschacht,be BEL,DF,be Anderlecht,36,1981,3.6,0,0,0,2,3,0,4,2,2,0,0,0,Matches
156,Gerard Deulofeu,es ESP,"MF,FW",es Barcelona,23,1994,1.6,0,0,0,2,0,1,17,2,0,0,0,0,Matches
157,Ángel Di María,ar ARG,FW,fr Paris Saint-Germain,29,1988,1.6,0,0,0,1,1,0,15,0,1,0,0,0,Matches
158,Adama Diakhaby,fr FRA,"FW,MF",fr Monaco,21,1996,2.5,2,0,0,4,3,1,6,2,4,0,0,0,Matches
159,Lassana Diarra,fr FRA,MF,fr Paris Saint-Germain,32,1985,0.1,0,0,0,0,0,0,0,1,0,0,0,0,Matches
160,Rúben Dias,pt POR,DF,pt Benfica,20,1997,2,1,0,0,2,0,0,0,1,3,0,0,0,Matches
161,Amadou Diawara,gn GUI,MF,it Napoli,20,1997,4.1,1,0,0,8,1,0,3,9,2,0,0,0,Matches
162,Brahim Díaz,ma MAR,"FW,MF",eng Manchester City,17,1999,0.6,0,0,0,0,5,1,1,0,0,0,0,0,Matches
163,Serey Die,ci CIV,MF,ch Basel,32,1984,3.2,1,0,0,6,4,0,0,7,5,0,0,0,Matches
164,Eric Dier,eng ENG,"MF,DF",eng Tottenham Hotspur,23,1994,6.8,1,0,0,3,3,0,2,5,10,0,0,0,Matches
165,Lucas Digne,fr FRA,DF,es Barcelona,24,1993,3,1,0,0,4,1,0,6,6,5,0,0,0,Matches
166,Kevin Diks,id IDN,DF,nl Feyenoord,20,1996,2,0,0,0,4,0,1,1,6,4,0,0,0,Matches
167,Joshgun Diniyev,az AZE,MF,az Qarabağ,21,1995,0.7,0,0,0,1,0,0,0,0,1,0,0,0,Matches
168,Bas Dost,nl NED,FW,pt Sporting CP,28,1989,4.2,1,0,0,4,5,4,0,1,5,0,0,0,Matches
169,Douglas,br BRA,DF,pt Benfica,26,1990,3,0,0,0,5,5,0,12,5,5,0,1,0,Matches
170,Seydou Doumbia,ci CIV,FW,pt Sporting CP,29,1987,1.3,1,0,0,3,3,2,0,1,0,0,0,0,Matches
171,Julian Draxler,de GER,MF,fr Paris Saint-Germain,23,1993,3.5,1,0,0,4,1,0,4,6,5,0,0,0,Matches
172,Danny Drinkwater,eng ENG,MF,eng Chelsea,27,1990,0.4,0,0,0,2,0,0,0,0,0,0,0,0,Matches
173,Paulo Dybala,ar ARG,"MF,FW",it Juventus,23,1993,7.3,0,2,1,6,28,1,26,0,4,0,0,0,Matches
174,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,27,1990,4.1,1,0,0,4,10,2,2,2,0,0,0,0,Matches
175,Edin Džeko,ba BIH,FW,it Roma,31,1986,12,1,0,0,10,15,6,5,0,6,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Georgi Dzhikiya,ru RUS,DF,ru Spartak Moscow,23,1993,4.7,4,0,0,7,3,0,0,14,6,0,1,0,Matches
177,Lorenzo Ebecilio,nl NED,"MF,FW",cy APOEL FC,25,1991,2.9,2,0,0,6,8,3,9,4,5,0,0,0,Matches
178,Ederson,br BRA,GK,eng Manchester City,23,1993,9,1,0,0,0,0,0,0,2,0,0,0,0,Matches
179,Odsonne Édouard,fr FRA,FW,sct Celtic,19,1998,0.4,0,0,0,0,1,2,0,0,0,0,0,0,Matches
180,Giorgos Efrem,cy CYP,MF,cy APOEL FC,28,1989,0.3,0,0,0,0,6,0,5,2,2,0,0,0,Matches
181,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,25,1991,4,2,0,0,5,1,1,9,17,4,0,0,0,Matches
182,Eliseu,pt POR,DF,pt Benfica,33,1983,2.2,1,0,0,2,0,0,11,4,0,0,0,0,Matches
183,Mohamed Elyounoussi,no NOR,"FW,MF",ch Basel,22,1994,7.1,0,0,0,12,14,3,4,6,3,0,0,0,Matches
184,Tarik Elyounoussi,no NOR,"FW,MF",az Qarabağ,29,1988,0.4,0,0,0,1,2,0,0,2,1,0,0,0,Matches
185,Emmanuel Emenike,ng NGA,FW,gr Olympiacos,30,1987,1.3,0,0,0,2,0,1,0,0,0,0,0,0,Matches
186,Mahir Emreli,az AZE,"MF,FW",az Qarabağ,20,1997,3.6,0,0,0,6,8,0,3,6,13,0,0,0,Matches
187,Björn Engels,be BEL,DF,gr Olympiacos,22,1994,5,1,0,0,0,0,0,0,7,2,0,0,0,Matches
188,Christian Eriksen,dk DEN,MF,eng Tottenham Hotspur,25,1992,5.9,0,0,0,7,3,1,28,4,6,0,0,0,Matches
189,Caner Erkin,tr TUR,DF,tr Beşiktaş,28,1988,5.8,2,0,0,3,5,0,13,21,3,0,0,0,Matches
190,Sergio Escudero,es ESP,DF,es Sevilla,27,1989,10,2,0,0,9,22,0,21,25,13,0,0,0,Matches
191,Fabinho,br BRA,MF,fr Monaco,23,1993,5,2,0,0,10,13,0,1,9,7,0,0,0,Matches
192,Cesc Fàbregas,es ESP,MF,eng Chelsea,30,1987,7.7,0,0,0,4,3,0,33,12,11,0,0,0,Matches
193,Fabricio,es ESP,GK,tr Beşiktaş,29,1987,6,1,0,0,0,1,0,0,0,0,0,0,0,Matches
194,Radamel Falcao,co COL,FW,fr Monaco,31,1986,4.3,0,0,0,8,6,1,0,2,5,0,1,0,Matches
195,Agustín Farías,ar ARG,MF,cy APOEL FC,29,1987,0.9,1,0,0,3,4,0,1,2,5,0,0,0,Matches
196,Federico Fazio,ar ARG,DF,it Roma,30,1987,10.2,2,0,0,8,8,1,6,21,14,0,0,0,Matches
197,Ljubomir Fejsa,rs SRB,MF,pt Benfica,28,1988,4,0,0,0,4,5,0,1,5,6,0,1,0,Matches
198,Felipe,br BRA,DF,pt Porto,28,1989,6.4,0,1,0,10,13,0,0,26,8,0,0,0,Matches
199,Marouane Fellaini,be BEL,MF,eng Manchester Utd,29,1987,2.5,0,0,0,5,4,0,1,2,3,0,0,0,Matches
200,Bruno Fernandes,pt POR,MF,pt Sporting CP,22,1994,6,2,0,0,9,14,0,23,5,8,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Mário Fernandes,ru RUS,"MF,DF",ru CSKA Moscow,26,1990,6,1,0,0,7,7,2,12,14,14,0,0,0,Matches
202,Augusto Fernández,ar ARG,MF,es Atlético Madrid,31,1986,0.6,0,0,0,0,1,0,0,2,0,0,0,0,Matches
