Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
65,Karim Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,4,23,11,47.8,3.56,1.7,0.17,0.36,0,0,Matches
66,Steve von Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,0,0,0,,0,0,,,0,0,Matches
67,Steven Bergwijn,nl NED,"FW,MF",nl PSV,20,1997,4.4,0,6,2,33.3,1.35,0.45,0,0,0,0,Matches
68,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,24,1994,6.1,0,13,3,23.1,2.12,0.49,0,0,0,0,Matches
69,Juan Bernat,es ESP,"DF,MF",fr Paris Saint-Germain,25,1993,7.5,3,9,5,55.6,1.2,0.67,0.33,0.6,0,0,Matches
70,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,0,0,0,,0,0,,,0,0,Matches
71,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,0,1,0,0,0.54,0,0,,0,0,Matches
72,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,0,0,0,,0,0,,,0,0,Matches
73,Jaka Bijol,si SVN,"MF,FW",ru CSKA Moscow,19,1999,3,0,5,4,80,1.67,1.33,0,0,0,0,Matches
74,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2,0,4,0,0,2,0,0,,0,0,Matches
75,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,0,3,1,33.3,1.91,0.64,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12,0,7,0,0,0.58,0,0,,0,0,Matches
77,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,0,7,2,28.6,3.33,0.95,0,0,0,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5,0,0,0,,0,0,,,0,0,Matches
79,Serhiy Bolbat,ua UKR,MF,ua Shakhtar Donetsk,25,1993,1.9,0,1,0,0,0.52,0,0,,0,0,Matches
80,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10,0,5,2,40,0.5,0.2,0,0,0,0,Matches
81,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6,0,0,0,,0,0,,,0,0,Matches
82,Lucas Boyé,ar ARG,FW,gr AEK Athens,22,1996,1.4,0,2,1,50,1.45,0.73,0,0,0,0,Matches
83,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,28,1990,6.9,0,11,4,36.4,1.6,0.58,0,0,0,0,Matches
84,Joshua Brenet,cw CUW,DF,de Hoffenheim,24,1994,1.5,0,1,0,0,0.67,0,0,,0,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,25,1992,5.9,0,3,0,0,0.51,0,0,,0,0,Matches
86,Jeffrey Bruma,nl NED,DF,de Schalke 04,26,1991,2,0,0,0,,0,0,,,0,0,Matches
87,Jacob Bruun Larsen,dk DEN,MF,de Dortmund,19,1998,1.7,1,4,3,75,2.37,1.78,0.25,0.33,0,0,Matches
88,Gianluigi Buffon,it ITA,GK,fr Paris Saint-Germain,40,1978,5,0,0,0,,0,0,,,0,0,Matches
89,Guido Burgstaller,at AUT,"MF,FW",de Schalke 04,29,1989,2.6,1,2,2,100,0.77,0.77,0.5,0.5,0,0,Matches
90,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7,0,0,0,,0,0,,,0,0,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,11.5,0,3,1,33.3,0.26,0.09,0,0,0,0,Matches
92,Bohdan Butko,ua UKR,DF,ua Shakhtar Donetsk,27,1991,1.5,0,0,0,,0,0,,,0,0,Matches
93,Daniel Caligiuri,it ITA,"MF,DF",de Schalke 04,30,1988,5.7,0,4,0,0,0.7,0,0,,0,0,Matches
94,José Callejón,es ESP,"FW,MF",it Napoli,31,1987,5.7,0,8,3,37.5,1.4,0.53,0,0,0,0,Matches
95,Emre Can,de GER,MF,it Juventus,24,1994,3.8,0,3,0,0,0.8,0,0,,0,0,Matches
96,João Cancelo,pt POR,DF,it Juventus,24,1994,5.3,0,5,2,40,0.94,0.37,0,0,0,0,Matches
97,Antonio Candreva,it ITA,MF,it Inter,31,1987,1.5,0,2,0,0,1.3,0,0,,0,0,Matches
98,Dani Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,0,4,1,25,0.86,0.21,0,0,0,0,Matches
99,Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,1,5,1,20,0.89,0.18,0.2,1,0,0,Matches
100,Iker Casillas,es ESP,GK,pt Porto,37,1981,10.3,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Nicolás Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,0,1,0,0,6.43,0,0,,0,0,Matches
102,Goran Čaušić,rs SRB,MF,rs Red Star,26,1992,3.5,0,1,0,0,0.29,0,0,,0,0,Matches
103,Edinson Cavani,uy URU,FW,fr Paris Saint-Germain,31,1987,4.6,2,12,6,50,2.62,1.31,0.17,0.33,0,0,Matches
104,Dani Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,0,4,1,25,1.94,0.48,0,0,0,0,Matches
105,Muğdat Çelik,tr TUR,FW,tr Galatasaray,28,1990,0.5,0,0,0,,0,0,,,0,0,Matches
106,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,0,3,1,33.3,0.78,0.26,0,0,0,0,Matches
107,Franco Cervi,ar ARG,FW,pt Benfica,24,1994,3.4,0,3,1,33.3,0.87,0.29,0,0,0,0,Matches
108,Nacer Chadli,be BEL,"MF,FW",fr Monaco,28,1989,3.5,0,2,1,50,0.58,0.29,0,0,0,0,Matches
109,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,2,10,6,60,1.78,1.07,0.2,0.33,0,0,Matches
110,Pape Cheikh Diop,sn SEN,MF,fr Lyon,20,1997,1.2,0,3,0,0,2.57,0,0,,0,0,Matches
111,Nikita Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,0,1,0,0,0.25,0,0,,0,0,Matches
112,Denis Cheryshev,ru RUS,MF,es Valencia,27,1990,1.2,0,2,0,0,1.67,0,0,,0,0,Matches
113,Giorgio Chiellini,it ITA,DF,it Juventus,33,1984,6,0,2,1,50,0.33,0.17,0,0,0,0,Matches
114,Tahith Chong,cw CUW,"FW,MF",eng Manchester Utd,18,1999,0.1,0,0,0,,0,0,,,0,0,Matches
115,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,1,5,2,40,1.84,0.74,0.2,0.5,0,0,Matches
116,Dmytro Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5,0,0,0,,0,0,,,0,0,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1,0,0,0,,0,0,,,0,0,Matches
118,Kingsley Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,1,2,1,50,1.38,0.69,0.5,1,0,0,Matches
119,Germán Conti,ar ARG,DF,pt Benfica,24,1994,3,0,2,1,50,0.67,0.33,0,0,0,0,Matches
120,Dion Cools,my MAS,"DF,MF",be Club Brugge,22,1996,1.3,0,0,0,,0,0,,,0,0,Matches
121,Francis Coquelin,fr FRA,MF,es Valencia,27,1991,3.1,0,1,0,0,0.32,0,0,,0,0,Matches
122,Ante Ćorić,hr CRO,MF,it Roma,21,1997,0.3,0,1,0,0,3.33,0,0,,0,0,Matches
123,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,32,1986,3,0,0,0,,0,0,,,0,0,Matches
124,Maxwel Cornet,ci CIV,MF,fr Lyon,21,1996,2.4,3,7,4,57.1,2.92,1.67,0.43,0.75,0,0,Matches
125,Jesús Corona,mx MEX,"FW,MF",pt Porto,25,1993,6.2,3,11,5,45.5,1.78,0.81,0.27,0.6,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,23,1995,3.9,0,11,5,45.5,2.79,1.27,0,0,0,0,Matches
127,Uroš Ćosić,rs SRB,"DF,MF",gr AEK Athens,25,1992,3.3,0,2,0,0,0.61,0,0,,0,0,Matches
128,Bruno Xavier Almeida Costa,pt POR,"FW,MF",pt Porto,21,1997,0.3,0,0,0,,0,0,,,0,0,Matches
129,Diego Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,1,5,1,20,1.48,0.3,0.2,1,0,0,Matches
130,Douglas Costa,br BRA,MF,it Juventus,27,1990,1.8,0,6,2,33.3,3.38,1.13,0,0,0,0,Matches
131,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5,0,0,0,,0,0,,,0,0,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,9.5,3,33,14,42.4,3.49,1.48,0.09,0.21,0,0,Matches
133,Bryan Cristante,it ITA,MF,it Roma,23,1995,5.7,0,7,1,14.3,1.22,0.17,0,0,0,0,Matches
134,Juan Cuadrado,co COL,"FW,MF",it Juventus,30,1988,3.6,0,4,0,0,1.1,0,0,,0,0,Matches
135,Danilo D'Ambrosio,it ITA,DF,it Inter,29,1988,4,0,2,1,50,0.5,0.25,0,0,0,0,Matches
136,Colin Dagba,fr FRA,"DF,MF",fr Paris Saint-Germain,19,1998,0.1,0,0,0,,0,0,,,0,0,Matches
137,Mahmoud Dahoud,de GER,MF,de Dortmund,22,1996,3.5,0,4,1,25,1.13,0.28,0,0,0,0,Matches
138,Diogo Dalot,pt POR,"FW,DF",eng Manchester Utd,19,1999,2.7,0,2,0,0,0.74,0,0,,0,0,Matches
139,Oleh Danchenko,ua UKR,MF,ua Shakhtar Donetsk,23,1994,1,0,1,1,100,1.01,1.01,0,0,0,0,Matches
140,Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,0,0,0,,0,0,,,0,0,Matches
141,Arnaut Danjuma,nl NED,MF,be Club Brugge,21,1997,1.8,1,4,2,50,2.18,1.09,0.25,0.5,0,0,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,25,1993,6.3,0,6,0,0,0.95,0,0,,0,0,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,0,7,4,57.1,2.56,1.46,0,0,0,0,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,35,1983,3.4,1,2,2,100,0.59,0.59,0,0,1,1,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,25,1992,3.4,0,1,0,0,0.29,0,0,,0,0,Matches
146,Saulo Decarli,ch SUI,DF,be Club Brugge,26,1992,0,0,0,0,,0,0,,,0,0,Matches
147,Miloš Degenek,au AUS,DF,rs Red Star,24,1994,6,0,0,0,,0,0,,,0,0,Matches
148,Thomas Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,0,1,1,100,0.3,0.3,0,0,0,0,Matches
149,Fabian Delph,eng ENG,DF,eng Manchester City,28,1989,2.9,0,6,2,33.3,2.07,0.69,0,0,0,0,Matches
150,Mousa Dembélé,be BEL,MF,eng Tottenham Hotspur,31,1987,1.8,0,2,0,0,1.1,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Moussa Dembélé,fr FRA,FW,fr Lyon,22,1996,3.3,1,12,5,41.7,3.62,1.51,0.08,0.2,0,0,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,4.6,3,18,8,44.4,3.91,1.74,0.17,0.38,0,0,Matches
153,Kerem Demirbay,de GER,"MF,FW",de Hoffenheim,25,1993,4.1,0,9,1,11.1,2.2,0.24,0,0,0,0,Matches
154,Jason Denayer,be BEL,DF,fr Lyon,23,1995,8,0,1,1,100,0.12,0.12,0,0,0,0,Matches
155,Igor Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,0,5,0,0,0.96,0,0,,0,0,Matches
156,Emmanuel Dennis,ng NGA,MF,be Club Brugge,20,1997,2,0,5,2,40,2.51,1.01,0,0,0,0,Matches
157,Stefano Denswil,sr SUR,DF,be Club Brugge,25,1993,6,0,4,1,25,0.67,0.17,0,0,0,0,Matches
158,Dentinho,br BRA,"FW,MF",ua Shakhtar Donetsk,29,1989,0.1,0,0,0,,0,0,,,0,0,Matches
159,Eren Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,2,9,4,44.4,2.45,1.09,0.22,0.5,0,0,Matches
160,Ángel Di María,ar ARG,"MF,FW",fr Paris Saint-Germain,30,1988,7.3,2,18,8,44.4,2.47,1.1,0.11,0.25,0,0,Matches
161,Franco Di Santo,ar ARG,FW,de Schalke 04,29,1989,1,0,0,0,,0,0,,,0,0,Matches
162,Moussa Diaby,fr FRA,"FW,MF",fr Paris Saint-Germain,19,1999,0.1,0,0,0,,0,0,,,0,0,Matches
163,Mouctar Diakhaby,gn GUI,DF,es Valencia,21,1996,3,0,1,1,100,0.33,0.33,0,0,0,0,Matches
164,Abdou Diallo,sn SEN,DF,de Dortmund,22,1996,6.9,0,2,0,0,0.29,0,0,,0,0,Matches
165,Rúben Dias,pt POR,DF,pt Benfica,21,1997,4.5,0,4,1,25,0.89,0.22,0,0,0,0,Matches
166,Krépin Diatta,sn SEN,MF,be Club Brugge,19,1999,0.1,0,0,0,,0,0,,,0,0,Matches
167,Eric Dier,eng ENG,MF,eng Tottenham Hotspur,24,1994,3,0,2,0,0,0.66,0,0,,0,0,Matches
168,Sofiane Diop,ma MAR,"MF,FW",fr Monaco,18,2000,3,0,5,1,20,1.67,0.33,0,0,0,0,Matches
169,Kasper Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,0,5,2,40,1.5,0.6,0,0,0,0,Matches
170,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1,0,0,0,,0,0,,,0,0,Matches
171,Ryan Donk,sr SUR,"MF,DF",tr Galatasaray,32,1986,5.2,0,1,0,0,0.19,0,0,,0,0,Matches
172,Julian Draxler,de GER,MF,fr Paris Saint-Germain,24,1993,3.2,0,1,0,0,0.31,0,0,,0,0,Matches
173,Leo Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,1,1,1,100,0.31,0.31,1,1,0,0,Matches
174,Denzel Dumfries,nl NED,DF,nl PSV,22,1996,6,0,2,0,0,0.33,0,0,,0,0,Matches
175,Paulo Dybala,ar ARG,"FW,MF",it Juventus,24,1993,5.8,5,21,11,52.4,3.65,1.91,0.24,0.45,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Alan Dzagoev,ru RUS,MF,ru CSKA Moscow,28,1990,1.9,0,5,1,20,2.63,0.53,0,0,0,0,Matches
177,Edin Džeko,ba BIH,FW,it Roma,32,1986,6.3,5,29,14,48.3,4.58,2.21,0.17,0.36,0,0,Matches
178,Lorenzo Ebecilio,nl NED,MF,rs Red Star,26,1991,1.3,0,2,1,50,1.57,0.78,0,0,0,0,Matches
179,Éder,pt POR,FW,ru Loko Moscow,30,1987,3.4,0,5,1,20,1.45,0.29,0,0,0,0,Matches
180,Ederson,br BRA,GK,eng Manchester City,24,1993,10,0,0,0,,0,0,,,0,0,Matches
181,Carel Eiting,nl NED,MF,nl Ajax,20,1998,1,0,2,0,0,2,0,0,,0,0,Matches
182,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,0.2,0,1,1,100,5.63,5.63,0,0,0,0,Matches
183,Breel Embolo,ch SUI,FW,de Schalke 04,21,1997,4.2,1,9,5,55.6,2.13,1.18,0.11,0.2,0,0,Matches
184,Christian Eriksen,dk DEN,MF,eng Tottenham Hotspur,26,1992,11.1,2,28,12,42.9,2.51,1.08,0.07,0.17,0,0,Matches
185,Fabinho,br BRA,"MF,DF",eng Liverpool,24,1993,8.1,0,3,0,0,0.37,0,0,,0,0,Matches
186,Ralf Fährmann,de GER,GK,de Schalke 04,29,1988,6,0,0,0,,0,0,,,0,0,Matches
187,Radamel Falcao,co COL,FW,fr Monaco,32,1986,3.8,0,12,2,16.7,3.19,0.53,0,0,0,1,Matches
188,Jefferson Farfán,pe PER,"FW,MF",ru Loko Moscow,33,1984,3.4,1,11,2,18.2,3.27,0.59,0.09,0.5,0,0,Matches
189,Christian Fassnacht,ch SUI,"MF,FW",ch Young Boys,24,1993,4.2,0,11,4,36.4,2.6,0.94,0,0,0,0,Matches
190,Federico Fazio,ar ARG,DF,it Roma,31,1987,6,0,8,1,12.5,1.33,0.17,0,0,0,0,Matches
191,Sofiane Feghouli,dz ALG,MF,tr Galatasaray,28,1989,1.5,1,6,1,16.7,3.91,0.65,0,0,1,2,Matches
192,Ljubomir Fejsa,rs SRB,MF,pt Benfica,29,1988,4.8,0,2,1,50,0.41,0.21,0,0,0,0,Matches
193,Nabil Fekir,fr FRA,"MF,FW",fr Lyon,25,1993,5.6,3,26,11,42.3,4.66,1.97,0.12,0.27,0,0,Matches
194,Felipe,br BRA,DF,pt Porto,29,1989,10.3,1,8,2,25,0.77,0.19,0.13,0.5,0,0,Matches
195,João Félix,pt POR,FW,pt Benfica,18,1999,0.8,0,1,1,100,1.18,1.18,0,0,0,0,Matches
196,Marouane Fellaini,be BEL,MF,eng Manchester Utd,30,1987,3.4,1,5,1,20,1.48,0.3,0.2,1,0,0,Matches
197,Gedson Fernandes,pt POR,MF,pt Benfica,19,1999,5.1,1,7,3,42.9,1.36,0.58,0.14,0.33,0,0,Matches
198,Manuel Fernandes,pt POR,MF,ru Loko Moscow,32,1986,3.2,0,6,2,33.3,1.86,0.62,0,0,0,1,Matches
199,Mário Fernandes,ru RUS,"MF,DF",ru CSKA Moscow,27,1990,5.1,0,2,1,50,0.39,0.2,0,0,0,0,Matches
200,Fernandinho,br BRA,"MF,DF",eng Manchester City,33,1985,7.1,0,5,1,20,0.7,0.14,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Fernando,br BRA,MF,pt Porto,25,1993,1.6,0,3,1,33.3,1.86,0.62,0,0,0,0,Matches
202,Fernando,br BRA,MF,ua Shakhtar Donetsk,19,1999,0.9,0,3,0,0,3.21,0,0,,0,0,Matches
203,Fernando,br BRA,MF,tr Galatasaray,31,1987,3.6,0,1,0,0,0.28,0,0,,0,0,Matches
204,Jordan Ferri,fr FRA,MF,fr Lyon,26,1992,0.1,0,0,0,,0,0,,,0,0,Matches
205,Roberto Firmino,br BRA,FW,eng Liverpool,26,1991,7.8,4,17,8,47.1,2.19,1.03,0.24,0.5,0,0,Matches
