Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28,1989,12.8,3,0,0,20,22,1,20,24,24,1,0,0,Matches
30,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,23,1994,33.4,4,0,0,47,49,1,6,82,39,0,0,0,Matches
31,Ailton,br BRA,DF,Stuttgart,de Bundesliga,22,1995,1.2,0,0,0,1,3,0,2,0,5,0,0,0,Matches
32,Youssef Aït Bennasser,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.7,4,0,0,20,26,0,12,30,32,0,0,0,Matches
33,Arlind Ajeti,al ALB,"DF,MF",Crotone,it Serie A,23,1993,14.1,7,0,0,19,6,0,2,32,22,0,1,0,Matches
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10,2,0,0,10,5,0,1,13,15,0,0,0,Matches
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,5,0,0,27,19,2,6,52,31,0,0,0,Matches
36,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,23,1993,0.4,1,0,0,1,0,0,7,1,1,0,0,0,Matches
37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,22,1995,12.2,2,0,0,13,13,9,14,7,17,0,0,0,Matches
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,1,0,0,22,19,1,7,29,40,0,0,1,Matches
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,1,0,0,9,6,2,92,17,15,0,0,0,Matches
40,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,4,1,0,40,42,14,3,6,11,1,0,0,Matches
41,David Alba,es ESP,DF,Getafe,es La Liga,18,1999,0.7,0,0,0,3,0,0,0,1,1,0,0,0,Matches
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,7,0,0,35,22,16,48,67,46,0,0,0,Matches
43,Raúl Albentosa,es ESP,DF,Dep La Coruña,es La Liga,28,1988,19.4,5,0,0,15,15,1,3,28,6,0,1,0,Matches
44,Luis Alberto,es ESP,"FW,MF",Lazio,it Serie A,24,1992,29.7,5,0,0,20,36,3,220,18,27,1,0,0,Matches
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31,1985,30.5,7,0,0,30,19,2,4,36,21,0,0,0,Matches
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,26,1990,7.8,1,0,0,10,14,0,23,6,22,1,0,0,Matches
47,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,27,1989,28.2,5,1,0,20,25,1,214,35,35,0,1,0,Matches
48,Paco Alcácer,es ESP,"MF,FW",Barcelona,es La Liga,23,1993,7.7,0,0,0,2,9,7,7,10,4,0,0,0,Matches
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28,1989,7.7,4,0,0,11,3,2,4,15,6,0,0,0,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,26,1991,13.9,3,0,0,24,15,1,15,28,33,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,0,0,0,2,2,1,5,9,4,0,0,0,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,28,1989,13.1,3,0,0,8,2,0,7,4,13,0,0,0,Matches
53,Steve Aldo One,cm CMR,DF,Dep La Coruña,es La Liga,22,1995,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
54,Álex Alegría,es ESP,FW,Levante,es La Liga,24,1992,7,1,0,0,16,18,5,2,4,5,0,0,0,Matches
55,Iván Alejo,es ESP,MF,Eibar,es La Liga,22,1995,12.2,5,0,0,25,45,3,110,6,18,0,0,0,Matches
56,Alexander,ar ARG,MF,Leganés,es La Liga,28,1988,11.8,1,0,0,19,18,8,40,22,11,1,0,0,Matches
57,Trent Alexander-Arnold,eng ENG,"DF,MF",Liverpool,eng Premier League,18,1998,17.5,3,0,0,12,1,3,100,30,26,0,0,0,Matches
58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,24.3,6,0,0,21,15,2,5,33,26,0,0,1,Matches
59,Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,1,0,0,0,3,0,0,2,1,0,0,0,Matches
60,Allan,br BRA,MF,Napoli,it Serie A,26,1991,31.7,2,0,0,38,48,0,30,31,70,0,0,0,Matches
61,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,27,1990,34.9,8,0,0,49,49,0,37,62,66,0,0,0,Matches
62,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,21,1996,32.9,7,0,0,45,85,5,18,27,28,1,0,0,Matches
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,3,0,0,34,10,0,7,58,34,0,0,1,Matches
64,José Alonso Lara,es ESP,MF,Sevilla,es La Liga,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
65,Marcos Alonso,es ESP,MF,Chelsea,eng Premier League,26,1990,31.7,6,0,0,26,31,8,98,51,34,0,0,0,Matches
66,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,29,1988,3,0,0,0,4,5,0,21,3,2,0,0,0,Matches
67,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,0,0,0,0,5,0,0,1,0,0,0,0,Matches
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,2,0,0,12,11,0,1,10,7,0,0,0,Matches
69,Dani Alves,br BRA,DF,Paris Saint-Germain,fr Ligue 1,34,1983,22.9,7,1,0,38,35,4,103,25,56,0,0,0,Matches
70,Ibrahim Amadou,fr FRA,"MF,DF",Lille,fr Ligue 1,24,1993,26.7,3,1,0,24,19,0,4,44,32,0,1,0,Matches
71,Eloi Amagat,es ESP,MF,Girona,es La Liga,32,1985,0.2,0,0,0,0,0,0,1,0,0,0,0,0,Matches
72,Morgan Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,32,1985,8.3,2,2,1,8,14,0,19,4,6,0,0,0,Matches
73,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30,5,0,0,38,52,0,20,85,44,0,0,0,Matches
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,2,2,1,4,7,0,0,4,3,0,0,0,Matches
75,Jordi Amat,id IDN,"DF,MF",Real Betis,es La Liga,25,1992,22.7,7,2,1,39,11,0,1,40,24,0,2,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Amath,sn SEN,MF,Getafe,es La Liga,21,1996,31.8,9,0,0,73,62,10,21,33,55,0,0,0,Matches
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,7,0,0,30,22,1,61,47,33,0,1,0,Matches
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,0.5,0,0,0,0,0,1,0,1,0,0,0,0,Matches
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35,3,1,0,26,17,0,46,47,41,0,1,0,Matches
80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,19.4,4,0,0,42,38,3,46,20,23,0,0,0,Matches
81,Ethan Ampadu,wls WAL,"DF,MF",Chelsea,eng Premier League,16,2000,0.1,0,0,0,0,0,0,0,0,1,0,0,0,Matches
82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,0,0,0,6,2,2,9,0,4,0,0,0,Matches
83,Nordin Amrabat,ma MAR,"MF,FW",Leganés,es La Liga,30,1987,18,6,1,1,55,36,25,61,6,11,1,1,0,Matches
84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,0,0,0,3,4,0,0,10,6,0,0,0,Matches
86,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,24,1993,12.9,0,0,0,7,15,0,74,12,19,0,0,0,Matches
87,Florin Andone,ro ROU,FW,Dep La Coruña,es La Liga,24,1993,18.2,6,0,0,58,21,18,16,3,8,0,0,0,Matches
88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,2,1,0,0,12,0,0,3,3,0,1,0,Matches
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,11,1,1,71,51,1,21,52,57,0,0,0,Matches
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,5,0,0,25,9,0,4,31,21,0,0,0,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,4,0,0,21,15,0,60,38,28,0,0,0,Matches
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,16,3,0,0,36,23,14,1,9,5,0,0,0,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27,4,0,0,21,18,1,227,39,44,0,0,0,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,0,0,0,1,1,0,1,2,0,0,1,0,Matches
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,Matches
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,3,0,0,17,4,0,2,22,11,0,3,0,Matches
97,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,30,1986,20.8,7,1,1,24,35,0,77,24,32,1,1,0,Matches
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,1,1,0,9,7,0,1,33,13,0,0,0,Matches
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,28.6,1,0,0,36,71,33,37,13,15,1,0,0,Matches
100,Waldemar Anton,de GER,"DF,MF",Hannover 96,de Bundesliga,21,1996,25.3,1,0,0,20,30,0,8,48,49,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Luca Antonelli,it ITA,DF,Milan,it Serie A,30,1987,1.6,1,0,0,2,4,1,0,1,2,0,0,0,Matches
102,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,27,1990,15,1,0,0,17,30,7,55,13,9,1,0,0,Matches
103,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,18,1999,0.3,0,0,0,0,1,0,5,1,0,0,0,0,Matches
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,14,0,0,50,36,1,148,58,45,0,0,0,Matches
105,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,30,1987,21.7,5,0,0,33,12,0,103,33,29,0,1,0,Matches
106,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,19,1998,27,1,0,0,21,47,6,14,39,43,0,0,0,Matches
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,4,0,0,18,14,1,7,24,19,0,0,0,Matches
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,23.6,9,1,1,50,43,0,6,28,41,0,0,0,Matches
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,0,0,0,2,2,0,3,6,1,0,0,1,Matches
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,4,0,0,42,52,1,23,53,62,0,1,0,Matches
111,Luiz Araújo,br BRA,"MF,FW",Lille,fr Ligue 1,21,1996,22.4,5,0,0,28,26,6,68,15,30,0,0,0,Matches
112,Sergio Araujo,ar ARG,"FW,MF",Las Palmas,es La Liga,25,1992,0.4,0,0,0,0,0,0,0,0,2,0,0,0,Matches
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,8,0,0,28,12,0,12,74,31,0,2,1,Matches
114,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,24,1993,34,0,0,0,0,2,0,0,0,0,0,0,0,Matches
115,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,28,1988,14.8,3,0,0,21,14,2,8,15,26,0,0,0,Matches
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,4.8,1,0,0,9,3,8,1,1,2,0,0,0,Matches
117,Yoël Armougom,fr FRA,MF,Caen,fr Ligue 1,19,1998,1.5,0,0,0,2,2,0,9,2,1,0,0,0,Matches
118,José Arnaiz,es ESP,"FW,MF",Barcelona,es La Liga,22,1995,0.1,0,0,0,1,0,0,0,0,1,0,0,0,Matches
119,Marko Arnautović,at AUT,"FW,MF",West Ham United,eng Premier League,28,1989,25.7,5,1,0,35,29,43,60,16,18,0,0,0,Matches
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,9,1,0,51,79,3,114,43,41,0,1,0,Matches
121,Jann-Fiete Arp,de GER,FW,Hamburger SV,de Bundesliga,17,2000,9.4,1,0,0,22,18,3,3,2,5,0,0,0,Matches
122,Alejandro Arribas,es ESP,DF,Dep La Coruña,es La Liga,28,1989,3,0,0,0,5,2,0,0,6,3,0,1,1,Matches
123,Sergio Arribas,es ESP,MF,Leganés,es La Liga,22,1995,0.3,0,0,0,0,0,0,0,1,2,0,0,0,Matches
124,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,3,0,0,2,7,0,0,2,1,0,2,0,Matches
125,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,4,0,0,9,15,0,5,10,17,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2,0,0,0,0,1,0,0,2,2,0,0,0,Matches
127,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,28,1988,17.4,4,0,0,11,30,1,31,18,23,1,0,0,Matches
128,Takuma Asano,jp JPN,"MF,FW",Stuttgart,de Bundesliga,22,1994,8,1,0,0,11,8,13,11,5,6,0,0,0,Matches
129,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,11,1,1,34,59,0,7,61,67,1,0,0,Matches
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,3,0,0,2,3,0,1,2,2,0,1,0,Matches
131,Marco Asensio,es ESP,"MF,FW",Real Madrid,es La Liga,21,1996,20.5,2,0,0,9,27,3,106,10,18,0,0,0,Matches
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,9,0,0,23,62,12,61,23,23,1,0,0,Matches
133,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,2,2,1,11,9,1,21,44,7,0,0,0,Matches
134,Simon Asta,de GER,"DF,MF",Augsburg,de Bundesliga,16,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,Matches
135,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,5,0,0,22,22,1,17,49,28,0,1,0,Matches
136,Christian Atsu,gh GHA,MF,Newcastle United,eng Premier League,25,1992,19.8,1,0,0,10,26,6,57,11,18,0,0,0,Matches
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,0,0,0,1,8,10,16,5,4,0,0,0,Matches
138,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,1,1,1,17,8,15,23,3,6,1,0,0,Matches
139,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,1,0,0,21,42,13,11,7,10,2,0,0,Matches
140,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,de Bundesliga,23,1994,28.1,3,0,0,29,14,4,115,52,35,0,0,0,Matches
141,Yann Aurel Bisseck,de GER,DF,Köln,de Bundesliga,16,2000,1.7,0,0,0,1,1,0,1,3,2,0,0,0,Matches
142,Serge Aurier,ci CIV,"DF,MF",Tottenham Hotspur,eng Premier League,24,1992,15.9,3,2,1,21,16,2,69,32,29,0,1,0,Matches
143,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,2,0,0,16,16,14,3,2,7,0,0,0,Matches
144,Danilo Avelar,br BRA,"DF,MF",Amiens,fr Ligue 1,28,1989,19.2,2,0,0,24,19,1,65,37,31,1,0,0,Matches
145,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,5.2,1,0,0,6,4,0,6,2,5,0,0,0,Matches
146,Durel Avounou,cg CGO,"MF,DF",Caen,fr Ligue 1,19,1997,7.2,1,0,0,8,5,2,22,13,10,0,0,0,Matches
147,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,2,1,0,22,11,0,2,25,28,0,0,0,Matches
148,André Ayew,gh GHA,"MF,FW",West Ham United,eng Premier League,27,1989,9.9,2,0,0,7,17,3,8,5,14,0,0,0,Matches
149,André Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,27,1989,10.6,3,0,0,17,19,3,8,6,11,1,0,0,Matches
150,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,25,1991,31.7,2,1,0,63,88,8,45,26,60,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25,5,1,0,59,17,0,64,30,57,0,1,0,Matches
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,1,0,0,25,13,1,81,54,63,0,0,1,Matches
153,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,0,0,0,12,15,1,24,17,30,0,0,0,Matches
154,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,5,1,0,0,8,12,8,5,2,4,1,0,0,Matches
155,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,0,0,0,14,16,5,2,6,7,0,0,0,Matches
156,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.7,9,0,0,26,22,41,11,8,3,1,0,0,Matches
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,10,1,1,47,26,0,16,71,43,0,1,0,Matches
158,Holger Badstuber,de GER,"DF,MF",Stuttgart,de Bundesliga,28,1989,24.1,2,0,0,22,18,0,3,55,28,0,0,0,Matches
159,Dylan Bahamboula,cg CGO,"FW,MF",Dijon,fr Ligue 1,22,1995,0.3,0,0,0,2,0,0,1,0,0,0,0,0,Matches
160,Farès Bahlouli,fr FRA,MF,Lille,fr Ligue 1,22,1995,3.4,2,0,0,12,9,3,35,2,9,0,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,5,0,0,46,21,20,41,8,12,0,1,0,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,6,0,0,45,58,0,28,72,60,0,0,0,Matches
163,Leon Bailey,jm JAM,MF,Leverkusen,de Bundesliga,19,1997,24.6,2,0,0,26,31,6,196,20,15,0,0,0,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,2,0,0,10,9,0,0,23,9,0,0,1,Matches
165,Leighton Baines,eng ENG,"DF,MF",Everton,eng Premier League,32,1984,21.2,1,0,0,7,17,1,75,28,13,0,0,0,Matches
166,Riad Bajić,ba BIH,FW,Udinese,it Serie A,23,1994,0.9,0,0,0,1,0,1,0,0,0,0,0,0,Matches
167,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,4,0,0,33,55,2,10,31,28,0,0,0,Matches
168,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,5,0,0,40,19,11,12,5,9,0,0,0,Matches
169,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,5,1,1,50,24,2,5,38,43,0,0,0,Matches
170,Zakaria Bakkali,be BEL,"MF,FW",Dep La Coruña,es La Liga,21,1996,10.1,5,0,0,14,20,4,37,5,11,0,0,0,Matches
171,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,1,0,0,5,4,1,3,3,3,0,0,0,Matches
172,Keita Baldé,sn SEN,"MF,FW",Monaco,fr Ligue 1,22,1995,16.4,3,1,1,23,27,15,38,4,10,0,0,0,Matches
173,Sam Baldock,eng ENG,"FW,MF",Brighton,eng Premier League,28,1989,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,28,1989,20,5,0,0,25,16,13,56,12,14,2,0,0,Matches
175,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,1,0,0,23,17,0,49,19,25,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,12,2,0,0,15,10,1,37,18,11,0,0,0,Matches
177,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,6,0,0,24,36,2,51,34,22,0,0,0,Matches
178,Fodé Ballo-Touré,sn SEN,"DF,MF",Lille,fr Ligue 1,20,1997,22.8,5,1,0,29,19,8,45,28,37,0,2,1,Matches
179,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,3,0,0,10,16,0,17,9,9,0,0,0,Matches
180,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13,5,1,1,22,4,0,3,40,29,0,2,0,Matches
181,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,10,1,0,60,72,23,16,12,5,1,0,0,Matches
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17,2,0,0,21,19,2,35,14,25,0,1,0,Matches
183,Jonathan Bamba,ci CIV,"FW,MF",Saint-Étienne,fr Ligue 1,21,1996,28.6,1,0,0,30,46,20,108,18,20,2,0,0,Matches
184,Yacine Bammou,ma MAR,"MF,FW",Nantes,fr Ligue 1,25,1991,8.1,2,1,1,19,8,5,17,5,12,0,0,0,Matches
185,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,9,1,0,41,52,2,144,12,54,0,0,0,Matches
186,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,5,1,0,16,12,1,5,26,21,0,0,0,Matches
187,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,1,0,0,4,1,0,0,3,2,0,0,0,Matches
