Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
31,Rodrigo Aguirre,uy URU,FW,Udinese,it Serie A,20,1994,3.8,1,0,,9,,,,,,,,,Matches
32,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,24,1990,29.6,6,0,,33,,,,,,,,,Matches
33,Ali Ahamada,km COM,GK,Toulouse,fr Ligue 1,23,1991,6,0,0,,0,,,,,,,,,Matches
34,Stefan Aigner,de GER,"MF,FW",Eintracht Frankfurt,de Bundesliga,27,1987,26.6,7,0,,49,,,,,,,,,Matches
35,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,es La Liga,22,1993,11.8,2,0,0,27,16,0,28,26,27,0,0,0,Matches
36,Albian Ajeti,ch SUI,FW,Augsburg,de Bundesliga,18,1997,0.4,0,0,,2,,,,,,,,,Matches
37,Arlind Ajeti,al ALB,DF,Frosinone,it Serie A,21,1993,13.5,5,1,,17,,,,,,,,,Matches
38,Nathan Aké,nl NED,DF,Watford,eng Premier League,20,1995,20.8,4,1,,28,,,,,,,,,Matches
39,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,21,1993,2.1,0,0,0,0,2,1,14,2,5,0,0,0,Matches
40,Jean-Daniel Akpa-Akpro,ci CIV,MF,Toulouse,fr Ligue 1,22,1992,28.4,12,0,,55,,,,,,,,,Matches
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,23,1992,27.7,2,0,,10,,,,,,,,,Matches
42,Fabrizio Alastra,it ITA,GK,Palermo,it Serie A,17,1997,1.6,0,0,,0,,,,,,,,,Matches
43,Jordi Alba,es ESP,DF,Barcelona,es La Liga,26,1989,28.8,2,0,0,21,17,2,57,61,41,0,1,0,Matches
44,Raúl Albentosa,es ESP,DF,Málaga,es La Liga,26,1988,28.4,11,0,0,29,12,1,4,104,28,0,1,0,Matches
45,Michelangelo Albertazzi,it ITA,DF,Hellas Verona,it Serie A,24,1991,7.8,4,0,,16,,,,,,,,,Matches
46,Luis Alberto,es ESP,"MF,FW",Dep La Coruña,es La Liga,22,1992,23.3,3,0,0,8,21,8,48,10,31,0,0,0,Matches
47,Raúl Albiol,es ESP,DF,Napoli,it Serie A,29,1985,36,10,0,,33,,,,,,,,,Matches
48,Miiko Albornoz,cl CHI,DF,Hannover 96,de Bundesliga,24,1990,23,1,0,,23,,,,,,,,,Matches
49,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,25,1989,30.5,4,0,,21,,,,,,,,,Matches
50,Paco Alcácer,es ESP,FW,Valencia,es La Liga,21,1993,26.9,2,0,0,17,16,36,6,17,17,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,24,1991,18.3,2,0,,36,,,,,,,,,Matches
52,Antolín Alcaraz,py PAR,DF,Las Palmas,es La Liga,33,1982,6,2,0,0,6,2,0,1,17,13,0,1,0,Matches
53,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,26,1989,38,3,0,,9,,,,,,,,,Matches
54,Alexis Alegue,fr FRA,MF,Nantes,fr Ligue 1,18,1996,1.1,0,0,,2,,,,,,,,,Matches
55,Nauzet Alemán,es ESP,MF,Las Palmas,es La Liga,30,1985,2.8,0,0,0,8,2,1,18,4,3,0,0,0,Matches
56,Diego Alende,es ESP,DF,Celta Vigo,es La Liga,17,1997,0.4,0,0,0,1,0,0,0,2,0,0,0,0,Matches
57,Romain Alessandrini,fr FRA,"MF,FW",Marseille,fr Ligue 1,26,1989,13.8,1,2,,17,,,,,,,,,Matches
58,Alex,br BRA,DF,Milan,it Serie A,33,1982,23.2,5,0,,30,,,,,,,,,Matches
59,Alexis,es ESP,DF,Getafe,es La Liga,29,1985,15,7,0,0,9,7,0,5,45,16,0,0,0,Matches
60,Chaker Alhadhur,km COM,DF,Caen,fr Ligue 1,23,1991,8.7,2,0,,13,,,,,,,,,Matches
61,Allan,br BRA,MF,Napoli,it Serie A,24,1991,31.3,5,0,,59,,,,,,,,,Matches
62,Joe Allen,wls WAL,MF,Liverpool,eng Premier League,25,1990,8.2,0,0,,14,,,,,,,,,Matches
63,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,19,1996,27.4,7,0,,49,,,,,,,,,Matches
64,Ryan Allsop,eng ENG,GK,Bournemouth,eng Premier League,23,1992,0.5,0,0,,0,,,,,,,,,Matches
65,Hugo Almeida,pt POR,FW,Hannover 96,de Bundesliga,31,1984,5.9,1,0,,5,,,,,,,,,Matches
66,Marcos Alonso,es ESP,"MF,DF",Fiorentina,it Serie A,24,1990,26.1,8,0,,37,,,,,,,,,Matches
67,Xabi Alonso,es ESP,"MF,DF",Bayern Munich,de Bundesliga,33,1981,21.6,7,1,1,35,,,,,,,,,Matches
68,Batuhan Altıntaş,tr TUR,FW,Hamburger SV,de Bundesliga,19,1996,0.3,1,0,,2,,,,,,,,,Matches
69,Halil Altıntop,tr TUR,MF,Augsburg,de Bundesliga,32,1982,13.3,1,0,,12,,,,,,,,,Matches
70,Ricky Álvarez,ar ARG,"MF,FW",Sampdoria,it Serie A,27,1988,9,2,0,,28,,,,,,,,,Matches
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,28,1986,30.3,0,0,0,0,1,0,0,2,1,0,0,0,Matches
72,Sergio Álvarez,es ESP,MF,Sporting Gijón,es La Liga,23,1992,24.3,9,1,1,50,34,0,7,56,78,0,0,0,Matches
73,Víctor Álvarez,es ESP,"MF,DF",Espanyol,es La Liga,22,1993,21.8,6,0,0,36,33,1,42,29,44,0,0,0,Matches
74,Dani Alves,br BRA,DF,Barcelona,es La Liga,32,1983,23.8,6,0,0,39,19,4,102,46,42,0,0,0,Matches
75,Diego Alves,br BRA,GK,Valencia,es La Liga,30,1985,13,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Ibrahim Amadou,fr FRA,"MF,DF",Lille,fr Ligue 1,22,1993,18.5,2,0,,23,,,,,,,,,Matches
77,Morgan Amalfitano,fr FRA,"FW,MF",Lille,fr Ligue 1,30,1985,10.6,2,0,,12,,,,,,,,,Matches
78,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,20,1994,1.2,0,0,,0,,,,,,,,,Matches
79,Jordi Amat,id IDN,DF,Swansea City,eng Premier League,23,1992,5.1,0,0,,4,,,,,,,,,Matches
80,Amauri,it ITA,FW,Torino,it Serie A,35,1980,0.1,0,0,,1,,,,,,,,,Matches
81,Jordan Amavi,fr FRA,DF,Aston Villa,eng Premier League,21,1994,9.3,2,0,,18,,,,,,,,,Matches
82,Antonio Amaya,es ESP,DF,Rayo Vallecano,es La Liga,32,1983,11.5,6,1,1,17,7,0,2,38,18,0,1,0,Matches
83,Jean Ambrose,ht HAI,DF,Bordeaux,fr Ligue 1,21,1993,0,0,0,,0,,,,,,,,,Matches
84,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,de Bundesliga,18,1996,16.2,4,0,,25,,,,,,,,,Matches
85,Nordin Amrabat,ma MAR,"MF,FW",Málaga,es La Liga,28,1987,11.1,5,1,0,37,29,20,63,4,9,1,0,0,Matches
86,Nordin Amrabat,ma MAR,"MF,FW",Watford,eng Premier League,28,1987,5.6,4,1,1,15,,,,,,,,,Matches
87,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,22,1993,23,2,0,,33,,,,,,,,,Matches
88,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,24,1990,29.2,3,0,,50,,,,,,,,,Matches
89,Leon Andreasen,dk DEN,MF,Hannover 96,de Bundesliga,32,1983,12,4,0,,28,,,,,,,,,Matches
90,Ionuț Andrei Radu,ro ROU,GK,Inter,it Serie A,,,0.2,0,0,,0,,,,,,,,,Matches
91,Marco Andreolli,it ITA,DF,Sevilla,es La Liga,29,1986,6.1,2,0,0,4,4,0,0,11,5,0,0,0,Matches
92,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,26,1989,30.2,7,0,,36,,,,,,,,,Matches
93,José Ángel Crespo,es ESP,FW,Aston Villa,eng Premier League,28,1987,1,0,0,,1,,,,,,,,,Matches
94,José Ángel Crespo,es ESP,DF,Rayo Vallecano,es La Liga,28,1987,7.9,4,0,0,13,7,0,1,27,19,0,0,0,Matches
95,Miguel Ángel Guerrero,es ESP,FW,Sporting Gijón,es La Liga,25,1990,12.1,2,0,0,41,12,6,5,10,20,0,0,0,Matches
96,Miguel Ángel,es ESP,DF,Getafe,es La Liga,19,1996,2.2,1,0,0,1,1,0,1,10,3,0,0,0,Matches
97,Marcos Angeleri,ar ARG,DF,Málaga,es La Liga,32,1983,12.3,3,0,0,13,7,0,0,36,17,0,0,0,Matches
98,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,28,1986,13.8,4,0,,22,,,,,,,,,Matches
99,Gaël Angoula,fr FRA,DF,Angers,fr Ligue 1,33,1982,11.3,3,0,,12,,,,,,,,,Matches
100,Victor Anichebe,ng NGA,FW,West Brom,eng Premier League,27,1988,4.1,0,0,,2,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Vurnon Anita,cw CUW,"MF,DF",Newcastle United,eng Premier League,26,1989,23.3,6,0,,29,,,,,,,,,Matches
102,Cristian Ansaldi,ar ARG,"MF,DF",Genoa,it Serie A,28,1986,22.3,4,0,,37,,,,,,,,,Matches
103,Ion Ansotegi,es ESP,DF,Eibar,es La Liga,33,1982,6,0,0,0,5,3,0,0,15,4,0,0,0,Matches
104,Luca Antei,it ITA,DF,Sassuolo,it Serie A,23,1992,3.8,2,0,,5,,,,,,,,,Matches
105,Waldemar Anton,de GER,"DF,MF",Hannover 96,de Bundesliga,19,1996,6.5,2,0,,11,,,,,,,,,Matches
106,Luca Antonelli,it ITA,DF,Milan,it Serie A,28,1987,26,2,0,,16,,,,,,,,,Matches
107,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,25,1990,22.9,3,0,,27,,,,,,,,,Matches
108,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,31,1983,13.1,6,0,0,22,39,4,75,13,16,0,1,0,Matches
109,Ikechi Anya,sct SCO,"MF,DF",Watford,eng Premier League,27,1988,18.7,0,0,,1,,,,,,,,,Matches
110,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,29,1986,21.2,5,1,1,20,,,,,,,,,Matches
111,Dennis Aogo,de GER,"DF,MF",Schalke 04,de Bundesliga,28,1987,20.6,4,0,,26,,,,,,,,,Matches
112,Dennis Appiah,fr FRA,DF,Caen,fr Ligue 1,23,1992,38,2,0,,34,,,,,,,,,Matches
113,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,28,1987,27.9,3,0,0,46,51,44,15,9,31,1,0,0,Matches
114,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,19,1995,1.7,1,0,,7,,,,,,,,,Matches
115,Charles Aránguiz,cl CHI,"MF,DF",Leverkusen,de Bundesliga,26,1989,5.2,1,0,,13,,,,,,,,,Matches
116,Alexis Araujo,pt POR,MF,Lille,fr Ligue 1,18,1996,0,0,0,,0,,,,,,,,,Matches
117,Sergio Araujo,ar ARG,FW,Las Palmas,es La Liga,23,1992,20.2,4,0,0,40,15,19,5,4,21,0,0,0,Matches
118,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,32,1983,2.9,1,0,0,6,1,0,3,9,8,0,0,0,Matches
119,Anaitz Arbilla,es ESP,DF,Espanyol,es La Liga,28,1987,7,3,0,0,11,7,0,13,15,19,0,0,0,Matches
120,Alphonse Areola,fr FRA,GK,Villarreal,es La Liga,22,1993,32,1,0,0,0,8,0,0,1,0,0,0,0,Matches
121,Lorenzo Ariaudo,it ITA,DF,Empoli,it Serie A,26,1989,4.7,0,0,,1,,,,,,,,,Matches
122,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,26,1989,2.6,0,0,,3,,,,,,,,,Matches
123,Fynn Arkenberg,de GER,DF,Hannover 96,de Bundesliga,19,1996,2,0,0,,2,,,,,,,,,Matches
124,Giedrius Arlauskis,lt LTU,GK,Watford,eng Premier League,27,1987,0.3,0,0,,0,,,,,,,,,Matches
125,Giedrius Arlauskis,lt LTU,GK,Espanyol,es La Liga,27,1987,2.5,0,0,0,0,0,0,0,0,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,34,1980,33.2,5,0,,22,,,,,,,,,Matches
127,Pablo Armero,co COL,MF,Udinese,it Serie A,28,1986,4.6,0,0,,10,,,,,,,,,Matches
128,Marko Arnautović,at AUT,"MF,FW",Stoke City,eng Premier League,26,1989,31.2,2,0,,49,,,,,,,,,Matches
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,21,1994,22.7,4,0,,49,,,,,,,,,Matches
130,Alejandro Arribas,es ESP,DF,Dep La Coruña,es La Liga,26,1989,30.4,11,1,1,30,31,1,0,103,47,0,0,1,Matches
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,32,1983,0.7,0,0,0,0,2,1,0,0,1,0,0,0,Matches
132,Ahmet Arslan,de GER,"FW,MF",Hamburger SV,de Bundesliga,21,1994,0,0,0,,0,,,,,,,,,Matches
133,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,25,1989,18.5,7,0,,23,,,,,,,,,Matches
134,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,33,1982,1.9,1,0,,8,,,,,,,,,Matches
135,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,29,1986,29.3,13,2,2,27,12,1,1,106,40,1,0,0,Matches
136,Kwadwo Asamoah,gh GHA,MF,Juventus,it Serie A,26,1988,6.3,1,0,,8,,,,,,,,,Matches
137,Carlos Ascues,pe PER,"DF,MF",Wolfsburg,de Bundesliga,23,1992,0.1,0,0,,1,,,,,,,,,Matches
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,26,1989,4,1,0,0,1,1,0,0,0,1,0,1,0,Matches
139,Marco Asensio,es ESP,"MF,FW",Espanyol,es La Liga,19,1996,31.4,3,0,0,39,57,5,179,16,44,1,0,0,Matches
140,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,27,1987,29.5,8,0,0,39,36,16,39,13,19,2,0,0,Matches
141,Benoît Assou-Ekotto,cm CMR,DF,Saint-Étienne,fr Ligue 1,31,1984,18.9,1,0,,24,,,,,,,,,Matches
142,Davide Astori,it ITA,DF,Fiorentina,it Serie A,28,1987,32.2,5,0,,39,,,,,,,,,Matches
143,Christian Atsu,gh GHA,MF,Málaga,es La Liga,23,1992,4.4,0,0,0,3,7,4,8,6,6,0,0,0,Matches
144,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,26,1989,27.4,4,0,,29,,,,,,,,,Matches
145,Johan Audel,mq MTQ,"MF,FW",Nantes,fr Ligue 1,31,1983,14.2,4,0,,26,,,,,,,,,Matches
146,Jean-Kévin Augustin,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,18,1997,4.7,1,0,,6,,,,,,,,,Matches
147,Olivier Auriac,fr FRA,MF,Angers,fr Ligue 1,31,1983,4.5,1,0,,7,,,,,,,,,Matches
148,Serge Aurier,ci CIV,DF,Paris Saint-Germain,fr Ligue 1,22,1992,21,8,0,,35,,,,,,,,,Matches
149,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,26,1989,2.3,0,0,,3,,,,,,,,,Matches
150,Danilo Avelar,br BRA,MF,Torino,it Serie A,26,1989,3.8,1,0,,7,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Thomas Ayasse,fr FRA,"MF,DF",Troyes,fr Ligue 1,28,1987,11.3,4,1,,21,,,,,,,,,Matches
152,André Ayew,gh GHA,"MF,FW",Swansea City,eng Premier League,25,1989,32.5,5,0,,36,,,,,,,,,Matches
153,Jordan Ayew,gh GHA,FW,Aston Villa,eng Premier League,23,1991,26.1,6,1,,48,,,,,,,,,Matches
154,Kaan Ayhan,tr TUR,"DF,MF",Schalke 04,de Bundesliga,20,1994,0,0,0,,1,,,,,,,,,Matches
155,Kaan Ayhan,tr TUR,MF,Eintracht Frankfurt,de Bundesliga,20,1994,0.9,1,0,,1,,,,,,,,,Matches
156,Floyd Ayité,tg TOG,"FW,MF",Bastia,fr Ligue 1,26,1988,29.2,2,1,,53,,,,,,,,,Matches
157,Karim Azamoum,fr FRA,"MF,FW",Troyes,fr Ligue 1,25,1990,8.4,2,0,,11,,,,,,,,,Matches
158,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,25,1989,35.5,7,0,,38,,,,,,,,,Matches
159,Ismail Azzaoui,be BEL,"FW,MF",Wolfsburg,de Bundesliga,17,1998,0.2,0,0,,1,,,,,,,,,Matches
160,Ludovic Baal,gf GUF,"MF,DF",Rennes,fr Ligue 1,29,1986,16.9,0,0,,21,,,,,,,,,Matches
161,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,22,1993,8.9,2,0,,23,,,,,,,,,Matches
162,Jean-Sylvain Babin,mq MTQ,DF,Granada,es La Liga,28,1986,24.8,4,0,0,11,5,1,1,58,18,0,1,0,Matches
163,Maxime Baca,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,2,0,0,,1,,,,,,,,,Matches
164,Carlos Bacca,co COL,FW,Milan,it Serie A,28,1986,35.1,2,0,,30,,,,,,,,,Matches
165,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,eng Premier League,23,1991,26.9,8,0,,36,,,,,,,,,Matches
166,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,26,1989,23.7,9,1,1,38,,,,,,,,,Matches
167,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,26,1989,5.2,0,0,,3,,,,,,,,,Matches
168,Raúl Baena,es ESP,MF,Rayo Vallecano,es La Liga,26,1989,20.4,12,1,1,44,40,0,2,43,33,0,2,0,Matches
169,Jean-Christophe Bahebeck,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,22,1993,9.3,2,0,,15,,,,,,,,,Matches
170,Farès Bahlouli,fr FRA,MF,Monaco,fr Ligue 1,20,1995,2,1,0,,9,,,,,,,,,Matches
171,Nabil Bahoui,se SWE,MF,Hamburger SV,de Bundesliga,24,1991,2.4,1,0,,9,,,,,,,,,Matches
172,Mike-Steven Bähre,de GER,MF,Hannover 96,de Bundesliga,19,1995,0.2,0,0,,1,,,,,,,,,Matches
173,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,31,1984,25.8,6,0,,32,,,,,,,,,Matches
174,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,21,1994,22.4,11,1,1,34,29,0,1,66,35,0,0,0,Matches
175,Leighton Baines,eng ENG,DF,Everton,eng Premier League,30,1984,16.4,0,0,,6,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,24,1991,20.7,4,0,0,55,30,28,25,4,15,0,0,0,Matches
177,Djamel Bakar,km COM,FW,Montpellier,fr Ligue 1,26,1989,2.3,0,0,,3,,,,,,,,,Matches
178,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,20,1994,15.2,3,0,,34,,,,,,,,,Matches
179,Zakaria Bakkali,be BEL,"MF,FW",Valencia,es La Liga,19,1996,6.3,1,0,0,10,20,3,44,5,10,0,0,0,Matches
180,Keita Baldé,sn SEN,FW,Lazio,it Serie A,20,1995,19.7,5,0,,26,,,,,,,,,Matches
181,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,26,1989,19.3,3,0,0,13,27,17,85,20,11,1,0,0,Matches
182,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,27,1988,32.3,6,0,0,37,25,0,101,69,62,0,0,0,Matches
183,Florent Balmont,fr FRA,MF,Lille,fr Ligue 1,35,1980,21.4,5,0,,35,,,,,,,,,Matches
184,Norbert Balogh,hu HUN,FW,Palermo,it Serie A,19,1996,0.6,0,0,,4,,,,,,,,,Matches
185,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,27,1988,16.8,4,0,,23,,,,,,,,,Matches
186,Mario Balotelli,it ITA,FW,Milan,it Serie A,24,1990,9.3,6,0,,26,,,,,,,,,Matches
187,Jonathan Bamba,ci CIV,"FW,MF",Saint-Étienne,fr Ligue 1,19,1996,3.3,0,0,,5,,,,,,,,,Matches
188,Patrick Bamford,eng ENG,FW,Norwich City,eng Premier League,21,1993,2.6,0,0,,6,,,,,,,,,Matches
189,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,eng Premier League,21,1993,1.4,0,0,,2,,,,,,,,,Matches
190,Yacine Bammou,ma MAR,"MF,FW",Nantes,fr Ligue 1,23,1991,16.9,6,1,,47,,,,,,,,,Matches
191,Éver Banega,ar ARG,MF,Sevilla,es La Liga,27,1988,19.1,8,1,1,26,44,4,114,19,40,0,0,0,Matches
192,Lass Bangoura,gn GUI,"FW,MF",Reims,fr Ligue 1,23,1992,4.7,1,0,,11,,,,,,,,,Matches
193,Lass Bangoura,gn GUI,MF,Rayo Vallecano,es La Liga,23,1992,8.9,2,0,0,17,9,6,53,10,16,0,0,0,Matches
194,Léo Baptistão,br BRA,FW,Villarreal,es La Liga,22,1992,14.1,1,0,0,22,37,13,29,6,15,1,0,0,Matches
195,Federico Barba,it ITA,DF,Stuttgart,de Bundesliga,21,1993,1.5,0,0,,2,,,,,,,,,Matches
196,Federico Barba,it ITA,DF,Empoli,it Serie A,21,1993,9.9,3,0,,9,,,,,,,,,Matches
197,Danilo Barbosa,br BRA,MF,Valencia,es La Liga,19,1996,15.1,4,0,0,24,44,0,2,29,31,1,1,0,Matches
198,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,31,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,23,1992,1.3,1,0,,0,,,,,,,,,Matches
200,Phil Bardsley,sct SCO,DF,Stoke City,eng Premier League,30,1985,9.1,1,0,,12,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,26,1989,13.1,2,1,,24,,,,,,,,,Matches
202,Ross Barkley,eng ENG,MF,Everton,eng Premier League,21,1993,34.2,4,0,,29,,,,,,,,,Matches
203,Abdelaziz Barrada,ma MAR,MF,Marseille,fr Ligue 1,26,1989,16,5,2,,24,,,,,,,,,Matches
204,Antonio Barragán,es ESP,DF,Valencia,es La Liga,28,1987,18.4,7,1,1,39,21,0,48,54,33,0,0,0,Matches
