Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
16,Claud Adjapong,it ITA,"DF,FW",Sassuolo,it Serie A,18,1998,5.7,3,0,0,9,6,0,15,14,8,0,1,0,Matches
17,René Adler,de GER,GK,Hamburger SV,de Bundesliga,31,1985,19,1,0,0,0,3,0,0,1,0,0,1,0,Matches
18,Ali Adnan Kadhim,iq IRQ,"DF,MF",Udinese,it Serie A,22,1993,9.7,2,0,0,14,11,1,53,15,13,0,2,0,Matches
19,Albert Adomah,gh GHA,MF,Middlesbrough,eng Premier League,28,1987,1.4,0,0,0,3,2,0,9,2,4,0,0,0,Matches
20,Adrián,es ESP,GK,West Ham United,eng Premier League,29,1987,16,1,0,0,0,3,0,0,0,0,0,0,0,Matches
21,Luiz Adriano,br BRA,FW,Milan,it Serie A,29,1987,1.4,0,0,0,4,4,1,1,2,0,0,0,0,Matches
22,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,35,1981,27.3,8,1,1,38,58,18,23,4,10,2,0,0,Matches
23,Ibrahim Afellay,nl NED,MF,Stoke City,eng Premier League,30,1986,4.3,0,0,0,3,7,2,15,5,2,0,0,0,Matches
24,Akram Afif,qa QAT,MF,Sporting Gijón,es La Liga,19,1996,2.6,2,0,0,3,9,1,4,2,7,0,0,0,Matches
25,Benik Afobe,cd COD,FW,Bournemouth,eng Premier League,23,1993,16.2,1,0,0,22,13,14,3,6,9,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,28,1988,26.7,4,1,0,23,34,23,18,4,14,1,0,0,Matches
27,Dan Agyei,gh GHA,"FW,MF",Burnley,eng Premier League,19,1997,0.3,0,0,,1,,,,,,,,,Matches
28,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,25,1990,22.6,2,0,0,27,40,2,37,40,21,0,1,0,Matches
29,Ola Aina,ng NGA,"DF,MF",Chelsea,eng Premier League,19,1996,0.3,0,0,0,0,1,0,0,0,0,0,0,0,Matches
30,Youssef Aït Bennasser,ma MAR,MF,Nancy,fr Ligue 1,20,1996,21.4,3,0,0,25,27,1,10,32,31,0,0,0,Matches
31,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,es La Liga,23,1993,5.5,3,0,0,7,12,0,4,6,10,0,0,0,Matches
32,Arlind Ajeti,al ALB,DF,Torino,it Serie A,22,1993,2.8,1,0,0,8,3,0,0,3,3,0,0,1,Matches
33,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,21,1995,8.2,0,0,0,3,3,0,2,9,14,0,0,0,Matches
34,Nathan Aké,nl NED,DF,Chelsea,eng Premier League,21,1995,1.1,1,0,0,1,0,0,0,2,3,0,0,0,Matches
35,Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,fr Ligue 1,23,1992,0.8,1,0,0,4,3,0,2,0,4,0,0,0,Matches
36,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,24,1992,27.8,1,0,0,15,11,7,85,64,27,0,0,0,Matches
37,Javi Álamo,es ESP,"FW,MF",Osasuna,es La Liga,27,1988,0.1,0,0,0,0,1,0,0,1,1,0,0,0,Matches
38,Jordi Alba,es ESP,DF,Barcelona,es La Liga,27,1989,21.9,4,0,0,21,16,8,21,29,27,1,0,0,Matches
39,Raúl Albentosa,es ESP,DF,Dep La Coruña,es La Liga,27,1988,25.9,10,1,0,31,10,2,5,43,23,1,1,1,Matches
40,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,23,1992,4.1,0,0,0,2,3,1,34,5,2,0,0,0,Matches
41,Raúl Albiol,es ESP,DF,Napoli,it Serie A,30,1985,25.5,8,0,0,22,12,1,4,22,24,0,1,0,Matches
42,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,26,1989,26.8,5,0,0,21,20,2,212,38,45,0,0,0,Matches
43,Paco Alcácer,es ESP,FW,Barcelona,es La Liga,22,1993,9.5,1,0,0,9,7,5,5,5,1,0,0,0,Matches
44,Paco Alcácer,es ESP,FW,Valencia,es La Liga,22,1993,1,0,0,0,1,0,2,0,1,0,0,0,0,Matches
45,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,25,1991,25.4,4,0,0,39,28,2,42,129,57,0,0,0,Matches
46,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,27,1989,28.9,1,0,0,9,5,0,6,26,35,0,0,0,Matches
47,Haitam Aleesami,no NOR,"MF,DF",Palermo,it Serie A,25,1991,29.2,6,0,0,38,19,5,98,45,39,0,1,0,Matches
48,Álex Alegría,es ESP,FW,Real Betis,es La Liga,23,1992,16,2,0,0,43,54,9,4,5,5,0,0,0,Matches
49,Alexis Alegue,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,1996,0.2,0,0,0,0,2,0,1,0,0,0,0,0,Matches
50,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,18,1998,0.5,1,0,0,2,0,0,0,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Romain Alessandrini,fr FRA,"FW,MF",Marseille,fr Ligue 1,27,1989,2.7,1,0,0,3,1,1,17,1,1,0,0,0,Matches
52,Alexander,ar ARG,MF,Leganés,es La Liga,27,1988,22.6,1,0,0,21,29,14,97,24,28,0,0,0,Matches
53,Trent Alexander-Arnold,eng ENG,"MF,DF",Liverpool,eng Premier League,17,1998,1.9,0,0,0,1,2,0,6,2,2,0,0,0,Matches
54,Alexis,es ESP,DF,Alavés,es La Liga,30,1985,20.2,10,1,1,18,9,3,1,31,15,0,1,1,Matches
55,Jérémie Aliadière,fr FRA,FW,Lorient,fr Ligue 1,33,1983,5.4,0,0,0,10,5,8,18,2,2,0,0,0,Matches
56,Sami Allagui,tn TUN,"FW,MF",Hertha BSC,de Bundesliga,30,1986,2,2,0,0,5,2,3,2,1,2,0,0,0,Matches
57,Allan,br BRA,MF,Hertha BSC,de Bundesliga,19,1997,8.9,3,0,0,14,11,0,4,36,19,0,0,0,Matches
58,Allan,br BRA,MF,Napoli,it Serie A,25,1991,17.9,3,0,0,25,31,0,23,24,51,0,0,0,Matches
59,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,26,1990,32.6,9,0,0,29,59,0,51,63,52,1,0,0,Matches
60,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,20,1996,33.7,4,0,0,50,76,11,22,13,40,4,0,0,Matches
61,Ryan Allsop,eng ENG,GK,Bournemouth,eng Premier League,24,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
62,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,23,1993,10.7,1,0,0,12,3,1,1,26,11,0,0,1,Matches
63,Marcos Alonso,es ESP,MF,Fiorentina,it Serie A,25,1990,2,0,0,0,4,2,0,4,2,3,0,0,0,Matches
64,Marcos Alonso,es ESP,MF,Chelsea,eng Premier League,25,1990,29.9,2,0,0,25,20,3,102,43,38,0,0,0,Matches
65,Xabi Alonso,es ESP,MF,Bayern Munich,de Bundesliga,34,1981,21.1,6,0,0,30,28,0,44,63,43,0,1,0,Matches
66,Halil Altıntop,tr TUR,MF,Augsburg,de Bundesliga,33,1982,17.8,1,0,0,14,32,4,24,18,16,0,0,0,Matches
67,Hamit Altıntop,tr TUR,MF,Darmstadt 98,de Bundesliga,33,1982,15.1,3,0,0,14,16,0,9,44,37,0,1,0,Matches
68,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,28,1988,11,3,1,0,24,20,0,70,14,12,0,0,0,Matches
69,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,29,1986,26,0,1,0,0,3,0,0,1,1,0,0,0,Matches
70,Sergio Álvarez,es ESP,MF,Sporting Gijón,es La Liga,24,1992,33.4,9,0,0,82,46,0,20,69,84,0,1,0,Matches
71,Víctor Álvarez,es ESP,DF,Espanyol,es La Liga,23,1993,2.3,2,0,0,4,3,0,5,6,8,0,0,0,Matches
72,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,21,1995,25.2,3,0,0,53,28,1,8,99,47,1,0,0,Matches
73,Bruno Alves,pt POR,DF,Cagliari,it Serie A,34,1981,36,5,1,0,44,15,2,9,70,21,0,1,0,Matches
74,Dani Alves,br BRA,"DF,MF",Juventus,it Serie A,33,1983,15.1,5,0,0,27,21,3,71,31,31,0,0,0,Matches
75,Diego Alves,br BRA,GK,Valencia,es La Liga,31,1985,33,4,0,0,1,3,0,0,1,0,0,1,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Ibrahim Amadou,fr FRA,MF,Lille,fr Ligue 1,23,1993,32.8,4,0,0,39,21,0,8,60,58,0,0,0,Matches
77,Morgan Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,31,1985,4.5,0,0,0,7,4,0,29,7,4,0,0,0,Matches
78,Morgan Amalfitano,fr FRA,"MF,FW",Lille,fr Ligue 1,31,1985,8.1,0,0,0,10,9,0,27,8,5,0,0,0,Matches
79,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,26,1989,15.8,2,0,0,18,17,1,21,37,30,0,0,0,Matches
80,Daniel Amartey,gh GHA,MF,Leicester City,eng Premier League,21,1994,18.6,3,0,0,28,9,0,3,27,29,0,0,0,Matches
81,Jordi Amat,id IDN,DF,Swansea City,eng Premier League,24,1992,15.7,5,0,0,26,5,0,0,31,23,0,2,0,Matches
82,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,18,1998,19.7,1,0,0,16,10,1,45,26,36,0,1,0,Matches
83,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,1996,22.1,2,0,0,43,47,5,24,36,22,0,0,0,Matches
84,Fernando Amorebieta,ve VEN,DF,Sporting Gijón,es La Liga,31,1985,24.6,17,0,0,49,22,3,8,70,28,0,2,0,Matches
85,Nordin Amrabat,ma MAR,"MF,FW",Watford,eng Premier League,29,1987,23.2,4,0,0,47,36,2,129,27,35,0,1,0,Matches
86,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,26,1989,12.3,2,0,0,0,1,0,0,1,0,0,0,0,Matches
87,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,23,1993,32.3,5,0,0,46,49,3,153,53,79,2,0,0,Matches
88,Florin Andone,ro ROU,FW,Dep La Coruña,es La Liga,23,1993,32.1,6,0,0,92,37,34,22,4,18,2,0,0,Matches
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,25,1990,35.7,6,0,0,58,63,2,18,72,85,0,2,0,Matches
90,Marco Andreolli,it ITA,DF,Inter,it Serie A,30,1986,4,0,0,0,9,0,0,0,3,3,0,0,0,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,27,1989,15.2,3,0,0,11,13,2,41,33,19,0,0,0,Matches
92,Victorien Angban,ci CIV,MF,Granada,es La Liga,19,1996,7.6,4,0,0,14,4,0,3,17,19,0,0,0,Matches
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,26,1990,23.8,3,0,0,66,28,19,5,8,10,1,0,0,Matches
94,José Ángel,es ESP,DF,Villarreal,es La Liga,26,1989,7,2,0,0,7,4,0,28,16,19,0,0,0,Matches
95,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,es La Liga,32,1984,8.6,0,0,0,0,4,0,0,0,0,0,0,0,Matches
96,Gabriele Angella,it ITA,"DF,MF",Udinese,it Serie A,27,1989,11.3,3,0,0,11,8,1,3,25,13,0,0,1,Matches
97,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,29,1986,6,0,0,0,12,4,0,1,13,6,0,0,0,Matches
98,Victor Anichebe,ng NGA,"FW,MF",Sunderland,eng Premier League,28,1988,13.5,2,0,0,25,33,7,38,9,8,0,0,0,Matches
99,Cristian Ansaldi,ar ARG,DF,Inter,it Serie A,29,1986,16.7,10,1,1,34,23,0,94,34,31,0,0,0,Matches
100,Luca Antei,it ITA,DF,Sassuolo,it Serie A,24,1992,12.4,4,0,0,15,7,0,2,30,32,0,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Luca Antonelli,it ITA,DF,Milan,it Serie A,29,1987,3.4,1,0,0,7,8,2,9,7,11,0,0,0,Matches
102,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,26,1990,27,6,2,1,30,49,18,94,28,28,1,1,0,Matches
103,José Antonio Reyes,es ESP,"MF,FW",Espanyol,es La Liga,32,1983,9.7,1,0,0,14,29,2,48,6,10,0,0,0,Matches
104,Ikechi Anya,sct SCO,"FW,MF",Watford,eng Premier League,28,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,30,1986,20.4,3,0,0,13,17,1,0,54,16,0,0,0,Matches
106,Dennis Aogo,de GER,"MF,DF",Schalke 04,de Bundesliga,29,1987,3.2,1,0,0,5,2,0,11,7,5,0,0,0,Matches
107,Houssem Aouar,dz ALG,FW,Lyon,fr Ligue 1,18,1998,1.4,0,0,0,0,1,0,0,2,1,0,0,0,Matches
108,Carlos Apna Embaló,gw GNB,"FW,MF",Palermo,it Serie A,21,1994,6.9,0,0,0,11,20,2,10,5,11,0,0,0,Matches
109,Alberto Aquilani,it ITA,"MF,FW",Pescara,it Serie A,32,1984,6.1,3,1,1,9,8,0,28,10,10,0,0,0,Matches
110,Alberto Aquilani,it ITA,MF,Sassuolo,it Serie A,32,1984,13.7,3,0,0,26,15,0,5,21,15,0,1,0,Matches
111,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,20,1995,0.4,0,0,0,1,1,0,0,2,1,0,0,0,Matches
112,Mattia Aramu,it ITA,FW,Torino,it Serie A,21,1995,0.5,0,0,0,1,3,1,1,0,1,0,0,0,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,27,1989,20.2,9,1,1,36,40,0,15,71,33,1,0,0,Matches
114,Sergio Araujo,ar ARG,FW,Las Palmas,es La Liga,24,1992,5.9,2,0,0,11,6,5,3,5,5,0,0,0,Matches
115,Álvaro Arbeloa,es ESP,DF,West Ham United,eng Premier League,33,1983,2.9,3,0,0,5,3,0,6,9,4,0,0,0,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,29,1987,17.5,5,0,0,15,11,0,57,51,34,0,0,0,Matches
117,Markel Areitio,es ESP,GK,Eibar,es La Liga,19,1996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,23,1993,14.4,0,0,0,0,2,0,0,3,2,0,0,0,Matches
119,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,27,1988,23.4,3,0,0,37,18,3,71,34,27,1,0,0,Matches
120,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,24,1992,0.6,0,0,0,1,0,0,0,2,1,0,0,0,Matches
121,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,35,1980,0.7,0,0,0,0,0,0,0,5,0,0,0,0,Matches
122,Pablo Armero,co COL,DF,Udinese,it Serie A,29,1986,2,1,0,0,2,2,0,5,1,4,0,0,0,Matches
123,Marko Arnautović,at AUT,"MF,FW",Stoke City,eng Premier League,27,1989,30.2,9,1,0,40,31,33,112,29,27,0,0,0,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,22,1994,26.9,9,0,0,51,88,1,52,52,30,0,0,0,Matches
125,Alejandro Arribas,es ESP,DF,Dep La Coruña,es La Liga,27,1989,21.2,7,0,0,26,23,0,1,36,33,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,21,1994,22.4,1,0,0,0,4,0,0,2,0,0,0,0,Matches
127,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,26,1989,32.8,13,2,1,37,46,0,22,50,66,0,0,0,Matches
128,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,30,1986,9.3,5,1,1,16,5,0,0,20,7,0,0,1,Matches
129,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,27,1988,16.4,2,0,0,13,36,3,26,24,24,0,0,0,Matches
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,27,1989,23.4,0,0,0,0,8,0,0,3,1,0,0,0,Matches
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,20,1996,12,0,0,0,15,15,5,28,11,22,0,0,0,Matches
132,Joel Asoro,se SWE,"FW,MF",Sunderland,eng Premier League,17,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,28,1987,25.7,9,1,1,25,71,12,25,12,16,2,0,0,Matches
134,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,32,1984,16.4,2,2,1,17,20,2,38,46,14,0,1,0,Matches
135,Davide Astori,it ITA,DF,Fiorentina,it Serie A,29,1987,33,12,2,1,35,32,1,40,82,36,0,0,0,Matches
136,Barış Atik,de GER,"FW,MF",Hoffenheim,de Bundesliga,21,1995,0.8,0,0,0,1,3,0,1,2,1,0,0,0,Matches
137,Omer Atzili,il ISR,MF,Granada,es La Liga,23,1993,3.5,0,0,0,5,7,1,14,3,4,1,0,0,Matches
138,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,27,1989,30.9,3,0,0,22,21,30,25,11,11,0,0,0,Matches
139,Emil Audero,id IDN,GK,Juventus,it Serie A,19,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,19,1997,2.2,0,0,0,2,2,4,1,2,0,0,0,0,Matches
141,Serge Aurier,ci CIV,DF,Paris Saint-Germain,fr Ligue 1,23,1992,20.3,5,1,1,19,19,6,110,36,33,1,1,1,Matches
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,27,1989,10.4,1,0,0,14,22,8,9,4,12,0,0,0,Matches
143,Donis Avdijaj,xk KVX,MF,Schalke 04,de Bundesliga,19,1996,3.3,1,0,0,4,1,2,8,2,2,0,0,0,Matches
144,Danilo Avelar,br BRA,DF,Torino,it Serie A,27,1989,2.9,1,0,0,3,2,0,22,5,11,0,0,0,Matches
145,Daniel Ayala,es ESP,DF,Middlesbrough,eng Premier League,25,1990,10.2,3,0,0,15,3,1,6,27,8,0,0,0,Matches
146,André Ayew,gh GHA,"MF,FW",West Ham United,eng Premier League,26,1989,16,1,0,0,13,27,6,7,11,12,0,0,0,Matches
147,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,24,1991,9.6,1,0,0,18,22,6,19,8,12,0,0,0,Matches
148,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,26,1989,38,4,0,0,28,24,2,43,71,66,1,0,0,Matches
149,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,17,1999,0.2,0,0,0,2,0,0,0,0,0,0,0,0,Matches
150,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,30,1986,32,3,1,0,32,19,4,69,50,70,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Mame Baba Thiam,sn SEN,FW,Empoli,it Serie A,23,1992,9.7,1,0,0,23,13,8,15,2,8,0,0,0,Matches
152,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,23,1993,14.7,0,0,0,27,9,12,9,2,5,2,0,0,Matches
153,Ryan Babel,nl NED,"MF,FW",Dep La Coruña,es La Liga,29,1986,6.2,3,0,0,14,5,5,11,7,6,0,0,0,Matches
154,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1986,19,2,0,0,10,12,4,0,24,14,0,0,0,Matches
155,Carlos Bacca,co COL,FW,Milan,it Serie A,29,1986,23.5,3,0,0,36,22,32,7,1,7,1,0,0,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,27,1989,27.9,9,0,0,44,28,0,24,74,47,1,0,0,Matches
157,Loic Badiashile,fr FRA,GK,Monaco,fr Ligue 1,18,1998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
158,Tobias Badila,cg CGO,DF,Nancy,fr Ligue 1,23,1993,25,7,0,0,30,17,3,38,64,57,0,0,1,Matches
159,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,27,1989,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Holger Badstuber,de GER,DF,Schalke 04,de Bundesliga,27,1989,9.6,1,0,0,9,4,0,2,27,7,0,0,0,Matches
161,Dylan Bahamboula,cg CGO,FW,Dijon,fr Ligue 1,21,1995,5.8,1,0,0,8,4,2,13,3,2,0,0,0,Matches
162,Jean-Christophe Bahebeck,fr FRA,FW,Pescara,it Serie A,23,1993,9.1,0,0,0,17,15,10,10,4,9,1,0,0,Matches
163,Farès Bahlouli,fr FRA,MF,Lille,fr Ligue 1,21,1995,1.1,0,0,0,4,3,0,2,1,0,0,0,0,Matches
164,Nabil Bahoui,se SWE,MF,Hamburger SV,de Bundesliga,25,1991,0.7,0,0,0,2,1,0,3,2,1,0,0,0,Matches
165,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,32,1984,26.6,5,0,0,38,55,2,38,106,52,0,0,0,Matches
166,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,18,1997,1.6,1,0,0,2,4,1,7,3,1,1,0,0,Matches
167,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,22,1994,22.9,4,0,0,28,26,0,2,66,43,0,1,0,Matches
168,Leighton Baines,eng ENG,"DF,MF",Everton,eng Premier League,31,1984,31.3,4,0,0,35,31,0,114,42,49,0,0,0,Matches
169,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,25,1991,17.4,5,0,0,42,28,17,6,3,9,0,0,0,Matches
170,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,21,1994,24.7,2,1,0,56,53,0,5,58,56,0,1,0,Matches
171,Zakaria Bakkali,be BEL,FW,Valencia,es La Liga,20,1996,3.2,2,0,0,5,12,1,16,2,3,1,0,0,Matches
172,Keita Baldé,sn SEN,FW,Lazio,it Serie A,21,1995,21.4,6,1,1,22,53,19,65,5,11,2,1,0,Matches
173,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,27,1989,15.8,3,1,0,11,16,14,66,17,13,0,0,0,Matches
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,28,1988,31.6,3,1,0,20,27,1,101,37,59,0,0,0,Matches
175,Andrija Balić,hr CRO,"MF,FW",Udinese,it Serie A,18,1997,2.7,1,0,0,3,0,0,8,4,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,24,1992,25.9,4,0,0,27,31,1,90,63,41,0,0,1,Matches
177,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,36,1980,19,7,0,0,23,38,1,29,15,33,0,1,0,Matches
178,Norbert Balogh,hu HUN,"MF,FW",Palermo,it Serie A,20,1996,5.9,3,1,1,10,8,3,0,3,10,1,0,0,Matches
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,28,1988,11.4,3,0,0,12,14,0,2,45,17,0,0,0,Matches
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,25,1990,19.3,7,3,1,57,66,20,6,9,6,1,0,0,Matches
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,26,1990,6.6,2,0,0,6,2,0,16,12,8,0,0,1,Matches
182,Jonathan Bamba,ci CIV,FW,Angers,fr Ligue 1,20,1996,9.3,0,0,0,8,21,1,18,6,11,0,0,0,Matches
183,Patrick Bamford,eng ENG,FW,Middlesbrough,eng Premier League,22,1993,3.2,1,0,0,8,9,1,4,4,5,0,0,0,Matches
184,Patrick Bamford,eng ENG,"FW,MF",Burnley,eng Premier League,22,1993,0.4,0,0,0,1,2,1,0,0,0,0,0,0,Matches
185,Yacine Bammou,ma MAR,"FW,MF",Nantes,fr Ligue 1,24,1991,19.8,7,0,0,35,11,18,52,15,29,0,0,0,Matches
186,Éver Banega,ar ARG,MF,Inter,it Serie A,28,1988,17.3,4,1,1,20,23,1,129,15,30,0,0,0,Matches
187,Patrick Banggaard,dk DEN,DF,Darmstadt 98,de Bundesliga,22,1994,9,4,0,0,12,2,0,0,12,7,0,0,0,Matches
