Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
16,Vid Belec,si SVN,GK,Benevento,it Serie A,27,1990,13,13,"1,113",12.4,32,2.59,77,45,62.3,2,0,10,1,7.7,3,3,0,0,0,Matches
17,Vid Belec,si SVN,GK,Sampdoria,it Serie A,27,1990,2,2,180,2,5,2.5,12,7,66.7,0,0,2,0,0,1,1,0,0,0,Matches
18,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,3,2,225,2.5,0,0,6,6,100,2,0,0,3,150,0,0,0,0,,Matches
19,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,28,"2,520",28,36,1.29,108,77,69.4,12,8,8,7,25,5,3,2,0,40,Matches
20,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,28,1989,31,31,"2,790",31,34,1.1,99,65,66.7,13,10,8,8,25.8,2,1,1,0,50,Matches
21,Quentin Beunardeau,fr FRA,GK,Metz,fr Ligue 1,23,1994,1,0,38,0.4,2,4.74,4,2,50,0,0,0,0,,0,0,0,0,,Matches
22,Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,39,1977,32,32,"2,880",32,52,1.62,147,95,66,11,4,17,8,25,5,2,2,1,50,Matches
23,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,22,1995,22,22,"1,941",21.6,31,1.44,84,56,66.7,10,4,8,4,18.2,4,3,0,1,0,Matches
24,Landry Bonnefoi,fr FRA,GK,Strasbourg,fr Ligue 1,33,1983,4,3,271,3,6,1.99,17,11,64.7,2,0,1,0,0,0,0,0,0,,Matches
25,Jean-Christophe Bouet,fr FRA,GK,Amiens,fr Ligue 1,34,1983,1,1,90,1,1,1,7,6,85.7,0,0,1,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
26,Yassine Bounou,ma MAR,GK,Girona,es La Liga,26,1991,30,30,"2,655",29.5,46,1.56,136,94,69.1,13,6,11,9,30,5,4,0,1,0,Matches
27,Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,34,1983,3,2,226,2.5,1,0.4,6,5,83.3,2,0,0,1,50,0,0,0,0,,Matches
28,Alberto Brignoli,it ITA,GK,Benevento,it Serie A,25,1991,13,11,"1,126",12.5,31,2.48,71,40,59.2,1,2,10,2,18.2,4,2,0,2,0,Matches
29,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,39,1978,21,21,"1,862",20.7,14,0.68,58,44,81,17,2,2,11,52.4,4,3,1,0,25,Matches
30,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,26,1990,33,33,"2,969",33,43,1.3,144,101,71.5,15,9,9,12,36.4,2,2,0,0,0,Matches
31,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,34,1983,19,19,"1,653",18.4,22,1.2,71,52,73.2,6,5,8,4,21.1,3,3,0,0,0,Matches
32,Jack Butland,eng ENG,GK,Stoke City,eng Premier League,24,1993,35,35,"3,150",35,61,1.74,205,144,72.7,7,11,17,6,17.1,5,5,0,0,0,Matches
33,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,35,1981,3,3,270,3,4,1.33,12,8,66.7,1,1,1,1,33.3,0,0,0,0,,Matches
34,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,10,900,10,16,1.6,42,26,61.9,3,1,6,3,30,0,0,0,0,,Matches
35,Kiko Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10,10,900,10,11,1.1,30,19,63.3,6,2,2,3,30,0,0,0,0,,Matches
36,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,34,"3,060",34,48,1.41,154,106,72.7,6,15,13,8,23.5,10,6,3,1,33.3,Matches
37,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,35,1982,34,34,"3,039",33.8,48,1.42,137,89,68.6,16,6,12,11,32.4,6,5,1,0,16.7,Matches
38,Nereo Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2,2,180,2,6,3,8,3,37.5,0,0,2,0,0,1,1,0,0,0,Matches
39,Leandro Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,27,"2,430",27,47,1.74,150,106,70.7,4,5,18,4,14.8,3,3,0,0,0,Matches
40,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1,1,90,1,1,1,7,6,85.7,1,0,0,0,0,0,0,0,0,,Matches
41,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,37,37,"3,316",36.8,58,1.57,174,116,67.8,11,10,16,10,27,3,2,1,0,33.3,Matches
42,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38,38,"3,420",38,66,1.74,206,140,70.9,9,8,21,5,13.2,8,6,1,1,14.3,Matches
43,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4,4,360,4,5,1.25,22,17,81.8,1,0,3,1,25,1,1,0,0,0,Matches
44,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,"3,240",36,45,1.25,112,75,63.4,16,7,13,10,27.8,9,4,4,1,50,Matches
45,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35,35,"3,150",35,34,0.97,108,74,70.4,20,6,9,15,42.9,2,2,0,0,0,Matches
46,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,29,29,"2,536",28.2,47,1.67,131,84,68.7,7,4,17,7,24.1,10,6,2,2,25,Matches
47,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1,1,90,1,3,3,4,1,50,0,0,1,0,0,1,1,0,0,0,Matches
48,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35,35,"3,150",35,43,1.23,136,99,72.1,11,7,17,14,40,6,5,1,0,16.7,Matches
49,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,26,1990,10,10,900,10,15,1.5,51,36,76.5,1,5,4,2,20,3,3,0,0,0,Matches
50,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,3,270,3,5,1.67,14,10,71.4,0,2,1,0,0,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,9,810,9,14,1.56,32,21,65.6,1,1,7,2,22.2,3,3,0,0,0,Matches
52,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,1992,36,36,"3,240",36,49,1.36,123,78,63.4,13,8,15,10,27.8,4,4,0,0,0,Matches
53,Jaume Doménech,es ESP,GK,Valencia,es La Liga,26,1990,5,5,450,5,5,1,21,16,76.2,4,0,1,2,40,0,0,0,0,,Matches
54,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,38,"3,420",38,42,1.11,133,91,69.9,18,10,10,12,31.6,3,2,0,1,0,Matches
55,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,2.4,8,3.32,13,5,38.5,0,0,2,0,0,0,0,0,0,,Matches
56,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,28,1989,12,12,"1,080",12,11,0.92,40,29,72.5,6,1,5,4,33.3,1,0,1,0,100,Matches
57,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,1,90,1,3,3,4,2,50,0,0,1,0,0,1,1,0,0,0,Matches
58,Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,"3,194",35.5,26,0.73,78,52,66.7,30,4,2,16,44.4,3,0,2,1,100,Matches
59,Rob Elliot,ie IRL,GK,Newcastle United,eng Premier League,31,1986,16,16,"1,440",16,21,1.31,66,45,69.7,5,2,9,3,18.8,2,1,1,0,50,Matches
60,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,3,270,3,9,3,14,5,35.7,1,0,2,0,0,1,0,0,1,,Matches
61,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,1985,38,38,"3,420",38,56,1.47,191,135,72.3,8,9,21,9,23.7,7,3,3,1,50,Matches
62,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,34,34,"3,015",33.5,37,1.1,128,91,73.4,18,9,7,12,35.3,6,3,2,1,40,Matches
63,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,30,1986,3,3,225,2.5,6,2.4,15,10,66.7,0,1,2,0,0,1,1,0,0,0,Matches
64,Raúl Fernández,es ESP,GK,Levante,es La Liga,29,1988,11,11,990,11,15,1.36,53,38,71.7,2,6,3,3,27.3,0,0,0,0,,Matches
65,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,20,"1,800",20,30,1.5,101,71,70.3,4,7,9,4,20,1,0,1,0,100,Matches
66,Ben Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,37,"3,330",37,55,1.49,153,98,64.7,6,12,19,10,27,1,1,0,0,0,Matches
67,Paulo Gazzaniga,ar ARG,GK,Tottenham Hotspur,eng Premier League,25,1992,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,,Matches
68,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37,37,"3,330",37,28,0.76,144,116,81.3,24,6,7,18,48.6,1,1,0,0,0,Matches
69,Rafał Gikiewicz,pl POL,GK,Freiburg,de Bundesliga,29,1987,2,1,154,1.7,3,1.75,6,3,50,1,1,0,0,0,0,0,0,0,,Matches
70,Dani Giménez,es ESP,GK,Real Betis,es La Liga,34,1983,4,4,309,3.4,0,0,7,7,100,3,1,0,4,100,0,0,0,0,,Matches
71,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,22,1995,7,7,622,6.9,4,0.58,17,13,76.5,3,2,2,3,42.9,0,0,0,0,,Matches
72,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,36,1981,24,24,"2,128",23.6,40,1.69,103,63,64.1,7,5,12,5,20.8,3,3,0,0,0,Matches
73,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,23,1993,26,25,"2,261",25.1,43,1.71,142,99,73.9,6,7,12,3,12,7,6,1,0,14.3,Matches
74,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,26,1990,4,4,360,4,6,1.5,13,7,53.8,2,1,1,1,25,0,0,0,0,,Matches
75,Lee Grant,eng ENG,GK,Stoke City,eng Premier League,34,1983,3,3,270,3,7,2.33,14,7,50,0,1,2,1,33.3,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Vicente Guaita,es ESP,GK,Getafe,es La Liga,30,1987,33,33,"2,970",33,26,0.79,109,85,77.1,13,9,11,12,36.4,3,1,1,1,50,Matches
77,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,27,1990,33,33,"2,970",33,52,1.58,149,97,68.5,15,8,10,6,18.2,5,5,0,0,0,Matches
78,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,30,1986,37,37,"3,330",37,41,1.11,168,130,78,12,9,16,11,29.7,4,4,0,0,0,Matches
79,Ben Hamer,eng ENG,GK,Leicester City,eng Premier League,29,1987,4,3,275,3.1,7,2.29,14,7,57.1,0,1,2,1,33.3,1,1,0,0,0,Matches
80,Samir Handanović,si SVN,GK,Inter,it Serie A,33,1984,38,38,"3,420",38,30,0.79,122,92,77,20,12,6,17,44.7,2,2,0,0,0,Matches
81,Joe Hart,eng ENG,GK,West Ham United,eng Premier League,30,1987,19,19,"1,710",19,39,2.05,93,54,62.4,3,6,10,4,21.1,5,4,1,0,20,Matches
82,Tom Heaton,eng ENG,GK,Burnley,eng Premier League,31,1986,4,4,305,3.4,4,1.18,14,10,71.4,1,1,1,0,0,0,0,0,0,,Matches
83,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,30,1987,27,27,"2,430",27,41,1.52,132,91,69.7,8,6,13,7,25.9,1,1,0,0,0,Matches
84,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,29,1988,8,8,720,8,6,0.75,26,23,84.6,3,4,1,4,50,3,2,1,0,33.3,Matches
85,Marwin Hitz,ch SUI,GK,Augsburg,de Bundesliga,29,1987,32,32,"2,880",32,42,1.31,157,115,73.9,10,10,12,9,28.1,2,1,1,0,50,Matches
86,Timo Horn,de GER,GK,Köln,de Bundesliga,24,1993,34,34,"3,060",34,70,2.06,208,138,70.2,5,7,22,5,14.7,9,8,1,0,11.1,Matches
87,Lukáš Hrádecký,fi FIN,GK,Eintracht Frankfurt,de Bundesliga,27,1989,34,34,"3,060",34,45,1.32,142,97,69.7,14,7,13,7,20.6,3,2,0,1,0,Matches
88,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,36,1981,9,8,765,8.5,13,1.53,39,26,66.7,1,3,4,2,25,0,0,0,0,,Matches
89,Eldin Jakupović,ch SUI,GK,Leicester City,eng Premier League,32,1984,2,2,180,2,6,3,5,,-20,1,0,1,0,0,0,0,0,0,,Matches
90,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,32,1984,31,31,"2,790",31,44,1.42,142,98,72.5,10,10,11,7,22.6,6,5,0,1,0,Matches
91,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,27,1990,38,38,"3,420",38,59,1.55,164,112,67.1,12,11,15,11,28.9,7,5,2,0,28.6,Matches
92,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,"1,692",18.8,32,1.7,85,55,64.7,4,6,9,2,10.5,2,2,0,0,0,Matches
93,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19,19,"1,710",19,14,0.74,45,31,73.3,11,5,3,10,52.6,3,2,1,0,33.3,Matches
94,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,15,14,"1,292",14.4,24,1.67,55,31,61.8,4,3,7,4,28.6,3,3,0,0,0,Matches
95,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,"2,569",28.5,60,2.1,168,110,64.3,5,7,17,2,6.9,2,0,2,0,100,Matches
96,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4,11,2.75,20,10,50,0,1,3,0,0,1,1,0,0,0,Matches
97,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,"3,060",34,36,1.06,127,94,73.2,16,8,10,10,29.4,3,2,1,0,33.3,Matches
98,Maksym Koval,ua UKR,GK,Dep La Coruña,es La Liga,24,1992,2,2,121,1.3,3,2.23,6,3,50,0,1,1,0,0,0,0,0,0,,Matches
99,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3,2,0.67,15,13,93.3,0,3,0,1,33.3,1,1,0,0,0,Matches
100,Alban Lafont,ci CIV,GK,Toulouse,fr Ligue 1,18,1999,38,38,"3,420",38,54,1.42,158,110,69.6,9,10,19,12,31.6,6,6,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1,1,1,4,3,75,0,0,1,0,0,0,0,0,0,,Matches
102,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,"3,420",38,33,0.87,114,86,75.4,11,18,9,14,36.8,6,5,0,1,0,Matches
103,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,"2,970",33,40,1.21,113,73,69,15,10,8,10,30.3,5,5,0,0,0,Matches
104,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,13,"1,170",13,17,1.31,44,29,65.9,2,7,4,1,7.7,2,2,0,0,0,Matches
105,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,11,990,11,27,2.45,64,39,60.9,1,2,8,1,9.1,2,2,0,0,0,Matches
106,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,30,1986,36,36,"3,240",36,35,0.97,117,82,71.8,22,7,7,15,41.7,3,2,1,0,33.3,Matches
107,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,"3,060",34,37,1.09,133,103,75.9,21,8,5,14,41.2,8,5,2,1,28.6,Matches
108,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,854,9.5,11,1.16,41,32,75.6,3,5,2,3,30,2,1,1,0,50,Matches
109,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,"2,566",28.5,31,1.09,119,92,76.5,9,8,11,9,32.1,5,3,1,1,25,Matches
110,Pedro López,es ESP,GK,Real Betis,es La Liga,22,1995,5,4,411,4.6,8,1.75,16,8,50,1,1,2,1,25,0,0,0,0,,Matches
111,Jonas Lössl,dk DEN,GK,Huddersfield Town,eng Premier League,28,1989,38,38,"3,420",38,57,1.5,164,107,67.7,9,10,19,10,26.3,6,4,2,0,33.3,Matches
112,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,2,180,2,4,2,7,3,57.1,0,1,1,0,0,1,1,0,0,0,Matches
113,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,1,90,1,3,3,5,4,80,0,0,1,0,0,2,2,0,0,0,Matches
114,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,34,34,"3,032",33.7,53,1.57,153,105,67.3,10,7,16,5,14.7,6,3,2,1,40,Matches
115,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,31,31,"2,706",30,38,1.26,111,79,69.4,18,9,4,11,35.5,6,4,1,1,20,Matches
116,Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,1,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
117,Emiliano Martínez,ar ARG,GK,Getafe,es La Liga,24,1992,5,5,450,5,7,1.4,20,14,70,2,1,2,2,40,1,1,0,0,0,Matches
118,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,24,"2,160",24,38,1.58,90,52,61.1,4,6,14,6,25,4,3,0,1,0,Matches
119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,27,1989,18,18,"1,620",18,26,1.44,66,40,62.1,3,8,7,4,22.2,1,1,0,0,0,Matches
120,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,20,1997,1,0,,10.5,0,,0,0,,0,0,0,0,,0,0,0,0,,Matches
121,Alex Meret,it ITA,GK,SPAL,it Serie A,20,1997,13,13,"1,158",12.9,16,1.24,62,46,79,2,7,4,4,30.8,6,3,2,1,40,Matches
122,Mathieu Michel,fr FRA,GK,Angers,fr Ligue 1,25,1991,7,6,597,6.6,13,1.96,25,14,56,1,2,3,1,16.7,2,2,0,0,0,Matches
123,Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,29,1988,19,19,"1,710",19,24,1.26,61,37,63.9,10,7,2,7,36.8,3,2,1,0,33.3,Matches
124,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,20,1997,1,1,90,1,1,1,5,4,80,1,0,0,0,0,0,0,0,0,,Matches
125,Antonio Mirante,it ITA,GK,Bologna,it Serie A,34,1983,33,33,"2,970",33,46,1.39,149,103,70.5,10,5,18,7,21.2,3,2,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,4,3,304,3.4,6,1.78,27,22,81.5,1,0,2,1,33.3,1,1,0,0,0,Matches
127,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,19,1997,5,5,450,5,7,1.4,21,14,66.7,1,1,3,1,20,1,0,1,0,100,Matches
128,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,23,1994,1,1,90,1,1,1,2,1,50,0,0,1,0,0,0,0,0,0,,Matches
129,Boaz Myhill,wls WAL,GK,West Brom,eng Premier League,34,1982,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,0,0,0,0,,Matches
130,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,30,1986,27,27,"2,430",27,31,1.15,107,80,72.9,16,7,4,7,25.9,4,2,2,0,50,Matches
131,Neto,br BRA,GK,Valencia,es La Liga,28,1989,33,33,"2,970",33,33,1,136,107,77.9,18,7,8,10,30.3,5,3,2,0,40,Matches
132,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,31,1986,3,3,270,3,2,0.67,8,6,75,2,0,1,2,66.7,0,0,0,0,,Matches
133,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,20,1996,1,0,45,0.5,0,0,1,1,100,0,0,0,0,,0,0,0,0,,Matches
134,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,24,1993,37,37,"3,330",37,22,0.59,122,104,82.8,22,10,5,22,59.5,4,1,3,0,75,Matches
135,Oier Olazábal,es ESP,GK,Levante,es La Liga,27,1989,26,26,"2,340",26,39,1.5,120,86,71.7,9,7,10,7,26.9,6,5,0,1,0,Matches
136,David Ospina,co COL,GK,Arsenal,eng Premier League,28,1988,5,4,381,4.2,3,0.71,13,10,76.9,3,0,1,2,50,0,0,0,0,,Matches
137,Alexandre Oukidja,dz ALG,GK,Strasbourg,fr Ligue 1,29,1988,17,16,"1,457",16.2,29,1.79,65,41,61.5,3,5,8,2,12.5,5,4,1,0,20,Matches
138,Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,33,1984,1,1,90,1,4,4,9,5,55.6,0,0,1,0,0,1,0,1,0,100,Matches
139,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,25,1992,38,37,"3,357",37.3,50,1.34,162,122,73.5,15,2,20,12,32.4,11,7,3,1,30,Matches
140,Costel Pantilimon,ro ROU,GK,Dep La Coruña,es La Liga,30,1987,6,6,540,6,9,1.5,26,18,69.2,3,0,3,1,16.7,1,1,0,0,0,Matches
141,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,25,1992,34,34,"3,060",34,40,1.18,165,125,77,10,12,12,8,23.5,4,2,1,1,33.3,Matches
142,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,36,1981,2,1,104,1.2,1,0.87,5,4,80,0,0,1,0,0,0,0,0,0,,Matches
143,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,34,1982,9,7,714,8.2,9,1.13,27,18,66.7,4,2,1,3,42.9,0,0,0,0,,Matches
144,Mattia Perin,it ITA,GK,Genoa,it Serie A,24,1992,37,37,"3,330",37,42,1.14,170,128,77.6,11,8,18,12,32.4,4,4,0,0,0,Matches
145,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,23,1994,38,38,"3,420",38,58,1.53,183,125,69.9,13,10,15,10,26.3,5,3,1,1,25,Matches
146,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,27,1990,1,0,28,0.3,1,3.21,2,1,50,0,0,0,0,,0,0,0,0,,Matches
147,Julian Pollersbeck,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,10,900,10,15,1.5,49,34,69.4,4,1,5,1,10,0,0,0,0,,Matches
148,Nick Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,35,34,"3,115",34.6,35,1.01,150,115,78.7,13,11,11,11,32.4,5,3,1,1,25,Matches
149,Nicolas de Préville,fr FRA,FW,Lille,fr Ligue 1,26,1991,1,0,11,3.2,1,8.18,,,,0,0,1,0,,0,0,0,0,,Matches
150,Andrés Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,4,360,4,10,2.5,18,10,55.6,0,0,4,0,0,2,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,2,180,2,3,1.5,9,6,66.7,0,0,2,0,0,0,0,0,0,,Matches
152,Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,14,"1,179",13.1,26,1.98,66,40,68.2,3,1,9,2,14.3,6,5,0,1,0,Matches
