Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
84,Nordin Amrabat,ma MAR,"FW,MF",Málaga,es La Liga,27,1987,31,20,"2,048",22.8,6,4,10,3,3,4,7,0,0.26,0.18,0.44,0.13,0.31,Matches
85,Anderson,br BRA,MF,Manchester Utd,eng Premier League,26,1988,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
86,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,21,1993,32,23,"2,094",23.3,10,6,16,10,0,0,5,0,0.43,0.26,0.69,0.43,0.69,Matches
87,Florin Andone,ro ROU,FW,Córdoba,es La Liga,21,1993,20,17,"1,519",16.9,5,0,5,5,0,0,5,0,0.3,0,0.3,0.3,0.3,Matches
88,Gaël Andonian,am ARM,DF,Marseille,fr Ligue 1,19,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Federico Andrada,ar ARG,FW,Metz,fr Ligue 1,20,1994,12,2,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Benjamin André,fr FRA,"DF,MF",Rennes,fr Ligue 1,23,1990,22,16,"1,362",15.1,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
91,Leon Andreasen,dk DEN,"DF,MF",Hannover 96,de Bundesliga,31,1983,17,11,965,10.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
92,Marco Andreolli,it ITA,DF,Inter,it Serie A,28,1986,6,5,447,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Mariano Andújar,ar ARG,GK,Napoli,it Serie A,31,1983,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,José Ángel Alonso,es ESP,DF,Elche,es La Liga,25,1989,13,8,663,7.4,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
95,José Ángel Crespo,es ESP,DF,Córdoba,es La Liga,27,1987,27,26,"2,163",24,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
96,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,es La Liga,30,1984,27,27,"2,430",27,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
97,Marcos Angeleri,ar ARG,DF,Málaga,es La Liga,31,1983,22,21,"1,880",20.9,0,0,0,0,0,0,5,2,0,0,0,0,0,Matches
98,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,27,1986,21,16,"1,539",17.1,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
99,Aldo Angoula,fr FRA,DF,Evian,fr Ligue 1,33,1981,8,7,587,6.5,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
100,Txema Añibarro,es ESP,"DF,MF",Eibar,es La Liga,35,1979,15,12,"1,146",12.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Victor Anichebe,ng NGA,FW,West Brom,eng Premier League,26,1988,21,11,"1,035",11.5,3,1,4,3,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches
102,Vurnon Anita,cw CUW,"DF,MF",Newcastle United,eng Premier League,25,1989,19,17,"1,266",14.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
103,Cristian Ansaldi,ar ARG,"DF,MF",Atlético Madrid,es La Liga,27,1986,7,6,578,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
104,Ion Ansotegi,es ESP,DF,Real Sociedad,es La Liga,32,1982,19,19,"1,710",19,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
105,Luca Antei,it ITA,DF,Sassuolo,it Serie A,22,1992,8,5,515,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
106,Luca Antonelli,it ITA,"DF,MF",Genoa,it Serie A,27,1987,19,18,"1,640",18.2,3,1,4,3,0,0,4,0,0.16,0.05,0.22,0.16,0.22,Matches
107,Luca Antonelli,it ITA,"DF,MF",Milan,it Serie A,27,1987,12,12,"1,056",11.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
108,Luca Antonini,it ITA,"DF,MF",Genoa,it Serie A,31,1982,7,3,348,3.9,1,0,1,1,0,0,1,0,0.26,0,0.26,0.26,0.26,Matches
109,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,30,1983,19,15,"1,218",13.5,3,4,7,3,0,0,5,0,0.22,0.3,0.52,0.22,0.52,Matches
110,Vitorino Antunes,pt POR,DF,Málaga,es La Liga,27,1987,15,15,"1,319",14.7,0,2,2,0,0,0,1,1,0,0.14,0.14,0,0.14,Matches
111,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,28,1986,32,32,"2,819",31.3,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
112,Dennis Aogo,de GER,"DF,MF",Schalke 04,de Bundesliga,27,1987,25,20,"1,974",21.9,0,1,1,0,0,0,8,0,0,0.05,0.05,0,0.05,Matches
113,Dennis Appiah,fr FRA,"DF,MF",Caen,fr Ligue 1,22,1992,30,29,"2,571",28.6,0,2,2,0,0,0,3,1,0,0.07,0.07,0,0.07,Matches
114,Alberto Aquilani,it ITA,MF,Fiorentina,it Serie A,30,1984,25,17,"1,613",17.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
115,Javier Aquino,mx MEX,"DF,MF",Rayo Vallecano,es La Liga,24,1990,24,13,"1,270",14.1,0,2,2,0,0,0,3,2,0,0.14,0.14,0,0.14,Matches
116,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,27,1987,28,24,"1,977",22,8,2,10,4,4,4,4,1,0.36,0.09,0.46,0.18,0.27,Matches
117,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,31,1983,22,12,"1,121",12.5,1,4,5,1,0,0,7,0,0.08,0.32,0.4,0.08,0.4,Matches
118,Anaitz Arbilla,es ESP,DF,Espanyol,es La Liga,27,1987,28,25,"2,234",24.8,1,1,2,1,0,0,11,1,0.04,0.04,0.08,0.04,0.08,Matches
119,Alphonse Areola,fr FRA,GK,Bastia,fr Ligue 1,21,1993,35,35,"3,150",35,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
120,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,25,1988,37,36,"3,202",35.6,2,2,4,2,0,1,6,0,0.06,0.06,0.11,0.06,0.11,Matches
121,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,25,1989,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
122,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,22,1992,6,2,171,1.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
123,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,33,1980,36,36,"3,240",36,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
124,Pablo Armero,co COL,"DF,MF",Milan,it Serie A,27,1986,8,6,589,6.5,0,1,1,0,0,0,3,1,0,0.15,0.15,0,0.15,Matches
125,Adam Armstrong,eng ENG,"FW,MF",Newcastle United,eng Premier League,17,1997,11,1,211,2.3,0,1,1,0,0,0,1,0,0,0.43,0.43,0,0.43,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Marko Arnautović,at AUT,"FW,MF",Stoke City,eng Premier League,25,1989,29,20,"1,918",21.3,1,5,6,1,0,0,2,0,0.05,0.23,0.28,0.05,0.28,Matches
127,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,20,1994,27,17,"1,669",18.5,4,2,6,4,0,0,8,0,0.22,0.11,0.32,0.22,0.32,Matches
128,Mario Arqués,es ESP,MF,Elche,es La Liga,22,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Alejandro Arribas,es ESP,DF,Sevilla,es La Liga,25,1989,11,10,864,9.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
130,Álvaro Arroyo,es ESP,DF,Getafe,es La Liga,26,1988,12,10,891,9.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,31,1983,34,29,"2,539",28.2,9,3,12,7,2,2,10,0,0.32,0.11,0.43,0.25,0.35,Matches
132,Tolgay Arslan,de GER,MF,Hamburger SV,de Bundesliga,23,1990,13,8,650,7.2,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
133,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,32,1982,7,6,447,5,0,1,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
134,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,25,1988,7,7,620,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
135,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,25,1989,34,34,"3,053",33.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
136,Iago Aspas,es ESP,"FW,MF",Sevilla,es La Liga,26,1987,16,4,461,5.1,2,1,3,2,0,0,2,0,0.39,0.2,0.59,0.39,0.59,Matches
137,Oussama Assaidi,ma MAR,"FW,MF",Stoke City,eng Premier League,25,1988,9,1,231,2.6,0,1,1,0,0,0,1,0,0,0.39,0.39,0,0.39,Matches
138,Davide Astori,it ITA,DF,Roma,it Serie A,27,1987,24,22,"2,040",22.7,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
139,Eliran Atar,il ISR,FW,Reims,fr Ligue 1,27,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Samuel Atrous,fr FRA,GK,Lens,fr Ligue 1,24,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
141,Christian Atsu,gh GHA,"FW,MF",Everton,eng Premier League,22,1992,5,1,113,1.3,0,1,1,0,0,0,0,0,0,0.8,0.8,0,0.8,Matches
142,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,25,1989,33,31,"2,714",30.2,16,6,22,14,2,2,4,0,0.53,0.2,0.73,0.46,0.66,Matches
143,Fabien Audard,fr FRA,GK,Lorient,fr Ligue 1,36,1978,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
144,Johan Audel,mq MTQ,"FW,MF",Nantes,fr Ligue 1,30,1983,24,14,"1,263",14,3,1,4,3,0,0,0,0,0.21,0.07,0.29,0.21,0.29,Matches
145,Filipe Augusto,br BRA,MF,Valencia,es La Liga,20,1993,6,1,149,1.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
146,Serge Aurier,ci CIV,"DF,MF",Paris Saint-Germain,fr Ligue 1,21,1992,14,12,"1,136",12.6,0,5,5,0,0,0,2,0,0,0.4,0.4,0,0.4,Matches
147,Jon Aurtenetxe,es ESP,DF,Athletic Club,es La Liga,22,1992,4,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Charlie Austin,eng ENG,FW,QPR,eng Premier League,25,1989,35,35,"3,066",34.1,18,6,24,15,3,5,6,2,0.53,0.18,0.7,0.44,0.62,Matches
149,Mathias Autret,fr FRA,MF,Lorient,fr Ligue 1,23,1991,7,3,283,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64,Matches
150,Danilo Avelar,br BRA,"DF,MF",Cagliari,it Serie A,25,1989,31,29,"2,636",29.3,4,3,7,1,3,4,12,1,0.14,0.1,0.24,0.03,0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Vlada Avramov,rs SRB,GK,Atalanta,it Serie A,35,1979,1,1,56,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
152,Levent Ayçiçek,de GER,MF,Werder Bremen,de Bundesliga,20,1994,11,5,539,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
153,André Ayew,gh GHA,"FW,MF",Marseille,fr Ligue 1,24,1989,28,27,"2,387",26.5,10,3,13,10,0,0,8,1,0.38,0.11,0.49,0.38,0.49,Matches
154,Jordan Ayew,gh GHA,"FW,MF",Lorient,fr Ligue 1,22,1991,31,29,"2,613",29,12,5,17,9,3,3,8,0,0.41,0.17,0.59,0.31,0.48,Matches
