Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
488,Mehdi Chahiri,ma MAR,MF,Strasbourg,fr Ligue 1,24,1996,8.9,2,21,7,33.3,2.36,0.79,0.1,0.29,0,0,Matches
489,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,26,1993,0.1,0,1,0,0,6.92,0,0,,0,0,Matches
490,Sofian Chakla,ma MAR,DF,Getafe,es La Liga,26,1993,10,0,3,1,33.3,0.3,0.1,0,0,0,0,Matches
491,Aníbal Chalá,ec ECU,"DF,MF",Dijon,fr Ligue 1,24,1996,8.3,0,1,0,0,0.12,0,0,,0,0,Matches
492,Trevoh Chalobah,eng ENG,"DF,MF",Lorient,fr Ligue 1,21,1999,24.9,2,15,3,20,0.6,0.12,0.13,0.67,0,0,Matches
493,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,0,8,0,0,0.96,0,0,,0,0,Matches
494,Timothy Chandler,us USA,MF,Eintracht Frankfurt,de Bundesliga,30,1990,4.8,1,5,2,40,1.04,0.42,0.2,0.5,0,0,Matches
495,Kwon Chang-hoon,kr KOR,FW,Freiburg,de Bundesliga,26,1994,2.4,0,2,0,0,0.83,0,0,,0,0,Matches
496,Gaëtan Charbonnier,fr FRA,"MF,FW",Brest,fr Ligue 1,31,1988,17.4,6,36,14,38.9,2.06,0.8,0.14,0.36,1,1,Matches
497,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,3,22,11,50,0.73,0.36,0.14,0.27,0,0,Matches
498,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,0,23,6,26.1,0.81,0.21,0,0,0,0,Matches
499,Pape Cheikh Diop,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,0,6,0,0,0.5,0,0,,0,0,Matches
500,Chema,es ESP,"DF,MF",Getafe,es La Liga,28,1992,6.2,0,3,1,33.3,0.48,0.16,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
501,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,16,2003,7.8,1,19,5,26.3,2.45,0.64,0.05,0.2,0,0,Matches
502,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,0,20,6,30,1.63,0.49,0,0,0,0,Matches
503,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,0,6,0,0,0.39,0,0,,0,0,Matches
504,Federico Chiesa,it ITA,MF,Fiorentina,it Serie A,22,1997,2.7,1,10,1,10,3.75,0.37,0.1,1,0,0,Matches
505,Federico Chiesa,it ITA,MF,Juventus,it Serie A,22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,0,0,Matches
506,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,23,1996,25.4,3,27,10,37,1.06,0.39,0.11,0.3,0,0,Matches
507,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,2,12,3,25,0.59,0.15,0.17,0.67,0,0,Matches
508,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,0,8,2,25,0.32,0.08,0,0,0,0,Matches
509,Tahith Chong,cw CUW,"MF,FW",Werder Bremen,de Bundesliga,20,1999,4.3,0,9,1,11.1,2.1,0.23,0,0,0,0,Matches
510,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,0,9,3,33.3,0.7,0.23,0,0,0,0,Matches
511,Hamza Choudhury,bd BAN,MF,Leicester City,eng Premier League,22,1997,3.5,0,4,1,25,1.14,0.28,0,0,0,0,Matches
512,Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,21,1999,14.3,0,24,6,25,1.68,0.42,0,0,0,1,Matches
513,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,0,3,0,0,0.2,0,0,,0,0,Matches
514,Carney Chukwuemeka,at AUT,MF,Aston Villa,eng Premier League,16,2003,0.2,0,1,0,0,4.5,0,0,,0,0,Matches
515,Samuel Chukwueze,ng NGA,MF,Villarreal,es La Liga,21,1999,15.2,4,31,11,35.5,2.04,0.73,0.13,0.36,0,0,Matches
516,Darko Churlinov,mk MKD,"FW,MF",Stuttgart,de Bundesliga,20,2000,2.4,0,3,0,0,1.25,0,0,,0,0,Matches
517,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,0,0,0,,0,0,,,0,0,Matches
518,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3,0,0,0,,0,0,,,0,0,Matches
519,Cifu,es ESP,"DF,MF",Elche,es La Liga,29,1990,5,0,3,0,0,0.6,0,0,,0,0,Matches
520,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2,0,0,0,,0,0,,,0,0,Matches
521,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,0,16,3,18.8,1.55,0.29,0,0,0,0,Matches
522,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10,0,0,0,,0,0,,,0,0,Matches
523,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,0,0,0,,0,0,,,0,0,Matches
524,Tim Civeja,al ALB,MF,Augsburg,de Bundesliga,18,2002,0.4,0,0,0,,0,0,,,0,0,Matches
525,Ciaran Clark,ie IRL,DF,Newcastle United,eng Premier League,30,1989,21,1,8,3,37.5,0.38,0.14,0.13,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
526,Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1998,21.2,4,35,17,48.6,1.65,0.8,0.11,0.24,0,0,Matches
527,Jonathan Clauss,fr FRA,"MF,DF",Lens,fr Ligue 1,27,1992,28,3,34,13,38.2,1.21,0.46,0.09,0.23,0,0,Matches
528,Carlos Clerc,es ESP,"DF,MF",Levante,es La Liga,28,1992,30.9,0,6,4,66.7,0.19,0.13,0,0,0,0,Matches
529,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,0,4,1,25,0.31,0.08,0,0,0,0,Matches
530,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1,8,3,37.5,0.22,0.08,0.13,0.33,0,0,Matches
531,Marcus Coco,fr FRA,MF,Nantes,fr Ligue 1,24,1996,16.4,0,13,2,15.4,0.79,0.12,0,0,0,0,Matches
532,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,0,9,2,22.2,0.97,0.22,0,0,0,0,Matches
533,Séamus Coleman,ie IRL,"DF,MF",Everton,eng Premier League,31,1988,17.9,0,12,4,33.3,0.67,0.22,0,0,0,0,Matches
534,Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,it Serie A,20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,0,0,Matches
535,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,2,12,3,25,0.42,0.1,0.17,0.67,0,0,Matches
536,Simone Colombi,it ITA,GK,Parma,it Serie A,29,1991,2,0,0,0,,0,0,,,0,0,Matches
537,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,1,0,4,1,25,3.83,0.96,0,0,0,0,Matches
538,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,24,1995,0.2,0,0,0,,0,0,,,0,0,Matches
539,Kingsley Coman,fr FRA,MF,Bayern Munich,de Bundesliga,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.1,0.26,0,0,Matches
540,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,2,13,5,38.5,0.36,0.14,0.15,0.4,0,0,Matches
541,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,20,2000,8.8,2,23,9,39.1,2.62,1.02,0.09,0.22,0,0,Matches
542,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37,0,0,0,,0,0,,,0,0,Matches
543,Andrea Conti,it ITA,"DF,MF",Milan,it Serie A,26,1994,0.3,0,0,0,,0,0,,,0,0,Matches
544,Andrea Conti,it ITA,"DF,MF",Parma,it Serie A,26,1994,9,0,5,2,40,0.56,0.22,0,0,0,0,Matches
545,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1,15,9,60,0.62,0.37,0.07,0.11,0,0,Matches
546,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,0,5,0,0,0.61,0,0,,0,0,Matches
547,Theo Corbeanu,ca CAN,"FW,MF",Wolves,eng Premier League,18,2002,0.1,0,0,0,,0,0,,,0,0,Matches
548,Sébastien Corchia,fr FRA,"DF,MF",Nantes,fr Ligue 1,29,1990,23,0,21,7,33.3,0.91,0.3,0,0,0,0,Matches
549,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36,0,0,0,,0,0,,,0,0,Matches
550,Iñigo Córdoba,es ESP,MF,Athletic Club,es La Liga,23,1997,1.1,0,2,0,0,1.89,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
551,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,0,1,0,0,0.42,0,0,,0,0,Matches
552,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,7,48,19,39.6,2.81,1.11,0.15,0.37,0,0,Matches
553,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,1997,12.1,2,20,4,20,1.65,0.33,0.1,0.5,0,0,Matches
554,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15,0,5,0,0,0.33,0,0,,0,0,Matches
555,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,1,30,7,23.3,1.42,0.33,0.03,0.14,0,0,Matches
556,Maxwel Cornet,ci CIV,"DF,MF",Lyon,fr Ligue 1,23,1996,27.2,2,21,11,52.4,0.77,0.4,0.1,0.18,0,0,Matches
557,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,1995,26.6,9,52,24,46.2,1.96,0.9,0.17,0.38,0,0,Matches
558,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,8,54,23,42.6,2.51,1.07,0.13,0.3,1,1,Matches
559,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,0,6,0,0,0.48,0,0,,0,0,Matches
560,Félix Correia,pt POR,"FW,MF",Juventus,it Serie A,19,2001,0.1,0,0,0,,0,0,,,0,0,Matches
561,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1,9,2,22.2,0.38,0.08,0.11,0.5,0,0,Matches
562,Danny da Costa,de GER,MF,Mainz 05,de Bundesliga,27,1993,13.4,0,3,0,0,0.22,0,0,,0,0,Matches
563,Danny da Costa,de GER,MF,Eintracht Frankfurt,de Bundesliga,27,1993,1.2,0,3,0,0,2.45,0,0,,0,0,Matches
564,David Costa,pt POR,MF,Lens,fr Ligue 1,19,2001,1.7,1,2,1,50,1.2,0.6,0.5,1,0,0,Matches
565,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,2,5,3,60,2.16,1.3,0.2,0.33,1,1,Matches
566,Douglas Costa,br BRA,MF,Bayern Munich,de Bundesliga,29,1990,3.6,1,4,2,50,1.13,0.56,0.25,0.5,0,0,Matches
567,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,29,1990,0.5,0,0,0,,0,0,,,0,0,Matches
568,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.5,0,0,Matches
569,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,3.9,0,2,0,0,0.51,0,0,,0,0,Matches
570,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6,0,0,0,,0,0,,,0,0,Matches
571,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0,0,0,0,,0,0,,,0,0,Matches
572,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38,0,0,0,,0,0,,,0,0,Matches
573,Vladimír Coufal,cz CZE,"DF,MF",West Ham United,eng Premier League,27,1992,33.9,0,15,5,33.3,0.44,0.15,0,0,0,0,Matches
574,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,19,6,31.6,1.74,0.55,0.11,0.33,1,1,Matches
575,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,1,14,4,28.6,0.75,0.21,0.07,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
576,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2,0,2,0,0,0.98,0,0,,0,0,Matches
577,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,2,6,3,50,0.28,0.14,0.33,0.67,0,0,Matches
578,Tanguy Coulibaly,fr FRA,"MF,FW",Stuttgart,de Bundesliga,19,2001,16.7,2,26,9,34.6,1.55,0.54,0.08,0.22,0,0,Matches
579,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38,0,0,0,,0,0,,,0,0,Matches
580,Philippe Coutinho,br BRA,MF,Barcelona,es La Liga,28,1992,7.3,2,28,11,39.3,3.85,1.51,0.07,0.18,0,0,Matches
581,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,0,1,0,0,0.07,0,0,,0,0,Matches
582,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34,0,0,0,,0,0,,,0,0,Matches
583,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1,0,0,0,,0,0,,,0,0,Matches
584,Aaron Cresswell,eng ENG,DF,West Ham United,eng Premier League,30,1989,35.2,0,19,4,21.1,0.54,0.11,0,0,0,0,Matches
585,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1,6,2,33.3,0.31,0.1,0,0,1,1,Matches
586,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,23.9,1,28,8,28.6,1.17,0.33,0.04,0.13,0,0,Matches
587,Giovanni Crociata,it ITA,MF,Crotone,it Serie A,22,1997,0.3,0,0,0,,0,0,,,0,0,Matches
588,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,0,1,0,0,0.05,0,0,,0,0,Matches
589,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,24.2,2,19,8,42.1,0.79,0.33,0.05,0.13,1,1,Matches
590,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1,11,5,45.5,0.44,0.2,0.09,0.2,0,0,Matches
591,Sergio Cubero Ezcurra,es ESP,DF,Eibar,es La Liga,20,1999,0,0,0,0,,0,0,,,0,0,Matches
592,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,16.3,2,28,11,39.3,1.72,0.68,0.07,0.18,0,0,Matches
593,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36,3,25,8,32,0.69,0.22,0.12,0.38,0,0,Matches
594,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,,0,0,,,0,0,Matches
595,Mickaël Cuisance,fr FRA,"MF,FW",Marseille,fr Ligue 1,20,1999,11.4,2,9,4,44.4,0.79,0.35,0.22,0.5,0,0,Matches
596,Matheus Cunha,br BRA,"MF,FW",Hertha BSC,de Bundesliga,21,1999,23.9,7,70,35,50,2.93,1.47,0.07,0.14,2,3,Matches
597,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,0,2,0,0,0.22,0,0,,0,0,Matches
598,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,2.2,0,3,1,33.3,1.38,0.46,0,0,0,0,Matches
599,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,0.3,0,1,0,0,3.6,0,0,,0,0,Matches
600,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,3,1,33.3,2.5,0.83,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
601,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,0,6,1,16.7,1.32,0.22,0,0,0,0,Matches
602,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1,10,2,20,0.4,0.08,0.1,0.5,0,0,Matches
603,Lennart-Marten Czyborra,de GER,MF,Genoa,it Serie A,21,1999,13,1,5,2,40,0.38,0.15,0.2,0.5,0,0,Matches
604,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,3,8,6,75,1.03,0.77,0.38,0.5,0,0,Matches
605,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,4,23,11,47.8,0.78,0.37,0.17,0.36,0,0,Matches
606,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,4,28,15,53.6,2.52,1.35,0.14,0.27,0,1,Matches
607,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,0,12,2,16.7,0.97,0.16,0,0,0,0,Matches
608,Colin Dagba,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,21,1998,15.1,1,7,1,14.3,0.46,0.07,0.14,1,0,0,Matches
609,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3,0,0,0,,0,0,,,0,0,Matches
610,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14,1,16,5,31.3,1.14,0.36,0.06,0.2,0,0,Matches
611,Leon Dajaku,de GER,"FW,MF",Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,,0,0,,,0,0,Matches
612,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,37.9,8,48,19,39.6,1.27,0.5,0.17,0.42,0,0,Matches
613,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,1,10,5,50,0.83,0.41,0.1,0.2,0,0,Matches
614,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,19.7,2,25,8,32,1.27,0.41,0.08,0.25,0,0,Matches
615,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1,9,2,22.2,0.55,0.12,0.11,0.5,0,0,Matches
616,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,32.4,1,19,2,10.5,0.59,0.06,0.05,0.5,0,0,Matches
617,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,1,5,1,20,0.33,0.07,0.2,1,0,0,Matches
618,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,0,0,0,,0,0,,,0,0,Matches
619,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,2,7,2,28.6,0.81,0.23,0.29,1,0,0,Matches
620,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,21,1999,1.2,0,1,0,0,0.87,0,0,,0,0,Matches
621,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,0,3,0,0,0.84,0,0,,0,0,Matches
622,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,de Bundesliga,18,2002,9.1,0,2,0,0,0.22,0,0,,0,0,Matches
623,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,1,27,7,25.9,1.28,0.33,0.04,0.14,0,0,Matches
624,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,29,1990,25,0,0,0,,0,0,,,0,0,Matches
625,Matteo Darmian,it ITA,MF,Inter,it Serie A,30,1989,12.9,3,9,4,44.4,0.7,0.31,0.33,0.75,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,0,0,0,,0,0,,,0,0,Matches
627,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,13,55,33,60,2.1,1.26,0.24,0.39,0,0,Matches
628,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1,4,3,75,0.2,0.15,0.25,0.33,0,0,Matches
629,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,27,1993,15,0,3,0,0,0.2,0,0,,0,0,Matches
630,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,0,7,0,0,0.44,0,0,,0,0,Matches
631,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,22,1998,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,0,0,Matches
632,Leif Davis,eng ENG,"DF,MF",Leeds United,eng Premier League,20,1999,0.4,0,0,0,,0,0,,,0,0,Matches
633,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,0,15,4,26.7,0.73,0.19,0,0,0,0,Matches
634,Craig Dawson,eng ENG,DF,West Ham United,eng Premier League,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,0,0,Matches
635,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,6,81,27,33.3,3.65,1.22,0.05,0.15,2,3,Matches
636,Bobby De Cordova-Reid,jm JAM,"MF,FW",Fulham,eng Premier League,27,1993,26.4,5,34,9,26.5,1.29,0.34,0.15,0.56,0,0,Matches
637,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,0,6,1,16.7,0.63,0.11,0,0,0,0,Matches
638,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,9,83,23,27.7,2.33,0.65,0.07,0.26,3,3,Matches
639,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,0,3,1,33.3,0.18,0.06,0,0,0,0,Matches
640,Mattia De Sciglio,it ITA,"DF,MF",Juventus,it Serie A,27,1992,0.3,0,1,0,0,3.75,0,0,,0,0,Matches
641,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,2,11,6,54.5,0.46,0.25,0.18,0.33,0,0,Matches
642,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,0,0,0,,0,0,,,0,0,Matches
643,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,1988,19.5,1,12,4,33.3,0.62,0.21,0.08,0.25,0,0,Matches
644,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,0,0,Matches
645,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,1991,14.8,3,22,9,40.9,1.48,0.61,0.14,0.33,0,0,Matches
646,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4,0,5,1,20,1.25,0.25,0,0,0,0,Matches
647,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,0,6,1,16.7,0.88,0.15,0,0,0,0,Matches
648,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1996,7.2,0,16,5,31.3,2.21,0.69,0,0,0,0,Matches
649,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,,0,0,,,0,0,Matches
650,Thomas Delaine,fr FRA,"MF,DF",Metz,fr Ligue 1,28,1992,19.8,3,18,10,55.6,0.91,0.51,0.17,0.3,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
651,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,1,9,4,44.4,0.63,0.28,0.11,0.25,0,0,Matches
652,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,1,1,100,2.25,2.25,0,0,0,0,Matches
653,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,0,6,0,0,0.6,0,0,,0,0,Matches
654,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,,0,0,,,0,0,Matches
655,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,0,1,0,0,0.34,0,0,,0,0,Matches
656,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,15,91,37,40.7,3.3,1.34,0.16,0.41,0,1,Matches
657,Fabian Delph,eng ENG,MF,Everton,eng Premier League,30,1989,3,0,1,0,0,0.34,0,0,,0,0,Matches
658,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,1,30,10,33.3,3.99,1.33,0.03,0.1,0,0,Matches
659,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,0,6,2,33.3,5.4,1.8,0,0,0,0,Matches
660,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,23,1997,19.7,6,55,23,41.8,2.79,1.17,0.11,0.26,0,0,Matches
661,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,0,6,2,33.3,0.57,0.19,0,0,0,0,Matches
662,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,4,44,14,31.8,2.27,0.72,0.09,0.29,0,0,Matches
663,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,5,42,19,45.2,2.52,1.14,0.12,0.26,0,0,Matches
664,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,2,14,6,42.9,0.79,0.34,0.14,0.33,0,0,Matches
665,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29,1,6,2,33.3,0.21,0.07,0.17,0.5,0,0,Matches
666,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,0,0,Matches
667,Kévin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,1,18,8,44.4,3.09,1.37,0.06,0.13,0,0,Matches
668,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,0,5,0,0,0.95,0,0,,0,0,Matches
669,Stefano Denswil,sr SUR,DF,Bologna,it Serie A,27,1993,1.3,0,0,0,,0,0,,,0,0,Matches
670,Fabio Depaoli,it ITA,"DF,MF",Benevento,it Serie A,23,1997,12.4,0,8,2,25,0.64,0.16,0,0,0,0,Matches
671,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,0,2,1,50,2.34,1.17,0,0,0,0,Matches
672,Fabio Depaoli,it ITA,MF,Atalanta,it Serie A,23,1997,2.1,0,0,0,,0,0,,,0,0,Matches
673,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,,0,0,,,0,0,Matches
