Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
15,Claud Adjapong,it ITA,MF,Sassuolo,it Serie A,20,1998,3,1,2,1,50,0.67,0.33,0.5,1,0,0,Matches
16,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,2.4,0,1,0,0,0.42,0,0,,0,0,Matches
17,Ali Adnan Kadhim,iq IRQ,MF,Atalanta,it Serie A,24,1993,1.8,0,3,0,0,1.63,0,0,,0,0,Matches
18,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,10.5,2,19,11,57.9,1.81,1.05,0,0,2,2,Matches
19,Luis Advíncula,pe PER,"DF,MF",Rayo Vallecano,es La Liga,28,1990,26.5,1,17,5,29.4,0.64,0.19,0.06,0.2,0,0,Matches
20,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,22,1996,22.6,0,1,0,0,0.04,0,0,,0,0,Matches
21,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,3,10,4,40,0.86,0.34,0.3,0.75,0,0,Matches
22,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,21,118,43,36.4,4.32,1.57,0.16,0.44,2,2,Matches
23,Ruben Aguilar,fr FRA,MF,Montpellier,fr Ligue 1,25,1993,28.1,1,13,4,30.8,0.46,0.14,0.08,0.25,0,0,Matches
24,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,0,3,1,33.3,0.78,0.26,0,0,0,0,Matches
25,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,0,2,0,0,1.12,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
26,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,0,14,3,21.4,1.17,0.25,0,0,0,0,Matches
27,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,0,0,0,,0,0,,,0,0,Matches
28,Ola Aina,ng NGA,MF,Torino,it Serie A,21,1996,24,1,25,6,24,1.04,0.25,0.04,0.17,0,0,Matches
29,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,0,7,1,14.3,0.67,0.1,0,0,0,0,Matches
30,Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,0,8,1,12.5,0.67,0.08,0,0,0,0,Matches
31,Rayan Aït-Nouri,dz ALG,"DF,MF",Angers,fr Ligue 1,17,2001,0.6,0,0,0,,0,0,,,0,0,Matches
32,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,24,1994,17,9,46,17,37,2.7,1,0.2,0.53,0,0,Matches
33,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1,8,3,37.5,0.33,0.12,0.13,0.33,0,0,Matches
34,Carlos Akapo,gq EQG,"DF,MF",Huesca,es La Liga,25,1993,11.4,0,7,1,14.3,0.62,0.09,0,0,0,0,Matches
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,4,25,8,32,0.66,0.21,0.16,0.5,0,0,Matches
36,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2,0,0,0,,0,0,,,0,0,Matches
37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,23,1995,5.8,0,14,3,21.4,2.4,0.51,0,0,0,0,Matches
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,0,0,0,,0,0,,,0,0,Matches
39,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,0,0,0,,0,0,,,0,0,Matches
40,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,3,47,16,34,1.67,0.57,0.06,0.19,0,0,Matches
41,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,1,13,3,23.1,0.62,0.14,0.08,0.33,0,0,Matches
42,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,9,42,18,42.9,2.99,1.28,0.21,0.5,0,0,Matches
43,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,2,13,5,38.5,0.39,0.15,0.15,0.4,0,0,Matches
44,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,25,1992,22.1,4,68,14,20.6,3.08,0.63,0.04,0.21,1,1,Matches
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19,1,6,2,33.3,0.32,0.11,0.17,0.5,0,0,Matches
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,27,1990,18.4,1,11,4,36.4,0.6,0.22,0.09,0.25,0,0,Matches
47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,eng Premier League,28,1989,18.1,2,19,7,36.8,1.05,0.39,0.11,0.29,0,0,Matches
48,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,18,52,28,53.8,3.86,2.08,0.33,0.61,1,1,Matches
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,1,15,3,20,0.72,0.14,0.07,0.33,0,0,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,2,23,8,34.8,0.86,0.3,0.09,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,3,52,11,21.2,1.57,0.33,0.06,0.27,0,1,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,29,1989,32.5,0,18,5,27.8,0.55,0.15,0,0,0,0,Matches
53,Álex Alegría,es ESP,FW,Rayo Vallecano,es La Liga,25,1992,1.6,0,3,2,66.7,1.93,1.29,0,0,0,0,Matches
54,Alexis Alegue,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,1996,0.1,0,0,0,,0,0,,,0,0,Matches
55,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,0,1,0,0,0.62,0,0,,0,0,Matches
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,0,0,Matches
57,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25,0,0,0,,0,0,,,0,0,Matches
58,Alexander,ar ARG,MF,Leganés,es La Liga,29,1988,0.1,0,0,0,,0,0,,,0,0,Matches
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,1,29,9,31,1.06,0.33,0.03,0.11,0,0,Matches
60,Alfonso,mz MOZ,"DF,MF",Hoffenheim,de Bundesliga,18,1999,0.1,0,1,0,0,10,0,0,,0,0,Matches
61,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,5,52,20,38.5,3.74,1.44,0.1,0.25,0,0,Matches
62,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38,0,0,0,,0,0,,,0,0,Matches
63,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13,0,0,0,,0,0,,,0,0,Matches
64,Allan,br BRA,MF,Eintracht Frankfurt,de Bundesliga,21,1997,2,0,2,0,0,1.02,0,0,,0,0,Matches
65,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,1,24,2,8.3,0.83,0.07,0.04,0.5,0,0,Matches
66,Dele Alli,eng ENG,"MF,FW",Tottenham Hotspur,eng Premier League,22,1996,20.3,5,39,19,48.7,1.92,0.94,0.13,0.26,0,0,Matches
67,Miguel Almirón,py PAR,"MF,FW",Newcastle United,eng Premier League,24,1994,8.4,0,19,8,42.1,2.25,0.95,0,0,0,0,Matches
68,Júnior Alonso,py PAR,"MF,DF",Celta Vigo,es La Liga,25,1993,6,0,4,2,50,0.67,0.34,0,0,0,0,Matches
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,2,45,7,15.6,1.47,0.23,0.04,0.29,0,0,Matches
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,1,3,1,33.3,0.47,0.16,0.33,1,0,0,Matches
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13,0,0,0,,0,0,,,0,0,Matches
72,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,26,1992,11.9,0,2,0,0,0.17,0,0,,0,0,Matches
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29,0,11,3,27.3,0.38,0.1,0,0,0,0,Matches
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,4,16,5,31.3,0.49,0.15,0.25,0.8,0,0,Matches
75,Dani Alves,br BRA,"MF,DF",Paris Saint-Germain,fr Ligue 1,35,1983,18,1,27,6,22.2,1.5,0.33,0.04,0.17,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,es La Liga,25,1993,8.5,0,9,2,22.2,1.06,0.24,0,0,0,0,Matches
77,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,28,1989,28,0,19,4,21.1,0.68,0.14,0,0,0,0,Matches
78,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,0,4,1,25,0.56,0.14,0,0,0,0,Matches
79,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,0,5,1,20,0.16,0.03,0,0,0,0,Matches
80,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,1,15,6,40,1.35,0.54,0.07,0.17,0,0,Matches
81,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,0,24,3,12.5,0.99,0.12,0,0,0,0,Matches
82,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32,0,18,4,22.2,0.56,0.12,0,0,0,0,Matches
83,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,3,18,8,44.4,2.15,0.95,0.17,0.38,0,0,Matches
84,Yanis Ammour,fr FRA,FW,Montpellier,fr Ligue 1,19,1999,0,0,0,0,,0,0,,,0,0,Matches
85,Luke Amos,eng ENG,MF,Tottenham Hotspur,eng Premier League,21,1997,0,0,0,0,,0,0,,,0,0,Matches
86,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32,0,13,5,38.5,0.41,0.16,0,0,0,0,Matches
87,Felipe Anderson,br BRA,MF,West Ham United,eng Premier League,25,1993,33.8,9,58,25,43.1,1.72,0.74,0.16,0.36,0,0,Matches
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,3,20,9,45,2.04,0.92,0.15,0.33,0,0,Matches
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,3,28,10,35.7,1.01,0.36,0.11,0.3,0,0,Matches
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,0,1,1,100,0.85,0.85,0,0,0,0,Matches
91,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,0,2,1,50,0.28,0.14,0,0,0,0,Matches
92,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0,0,0,0,,0,0,,,0,0,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,0,0,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11,0,0,0,,0,0,,,0,0,Matches
95,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,31,1986,20.1,3,40,11,27.5,1.99,0.55,0.08,0.27,0,0,Matches
96,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,5,50,19,38,2.11,0.8,0.08,0.21,1,2,Matches
97,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34,1,23,4,17.4,0.68,0.12,0.04,0.25,0,0,Matches
98,Luca Antonelli,it ITA,"DF,MF",Empoli,it Serie A,31,1987,8.4,0,5,3,60,0.6,0.36,0,0,0,0,Matches
99,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,0,1,1,100,1.55,1.55,0,0,0,0,Matches
100,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,28,1990,23.4,6,67,26,38.8,2.87,1.11,0.09,0.23,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,2,8,2,25,0.39,0.1,0.25,1,0,0,Matches
102,Vitorino Antunes,pt POR,"DF,MF",Getafe,es La Liga,31,1987,24.2,1,29,6,20.7,1.2,0.25,0.03,0.17,0,0,Matches
103,Anuar,ma MAR,MF,Valladolid,es La Liga,23,1995,12,1,10,4,40,0.83,0.33,0.1,0.25,0,0,Matches
104,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,0,10,1,10,0.88,0.09,0,0,0,0,Matches
105,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,20,1998,34,7,69,22,31.9,2.03,0.65,0.1,0.32,0,0,Matches
106,Emmanuel Apeh,ng NGA,FW,Celta Vigo,es La Liga,21,1996,0.2,0,0,0,,0,0,,,0,0,Matches
107,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,1,29,9,31,0.98,0.3,0.03,0.11,0,0,Matches
108,Guilherme Arana,br BRA,MF,Sevilla,es La Liga,21,1997,7,0,6,2,33.3,0.86,0.29,0,0,0,0,Matches
109,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21,2,23,5,21.7,1.09,0.24,0.09,0.4,0,0,Matches
110,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,22,1996,8.7,3,24,8,33.3,2.77,0.92,0.13,0.38,0,0,Matches
111,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,3,12,7,58.3,0.4,0.23,0.25,0.43,0,0,Matches
112,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,1,18,1,5.6,0.83,0.05,0.06,1,0,0,Matches
113,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0,0,0,,0,0,,,0,0,Matches
114,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,25,1993,21,0,0,0,,0,0,,,0,0,Matches
115,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,1,9,1,11.1,0.46,0.05,0.11,1,0,0,Matches
116,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,0,6,2,33.3,0.32,0.11,0,0,0,0,Matches
117,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0,0,0,,0,0,,,0,0,Matches
118,Yoël Armougom,fr FRA,"DF,MF",Caen,fr Ligue 1,20,1998,20.6,0,11,1,9.1,0.53,0.05,0,0,0,0,Matches
119,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,26,1992,15.9,3,32,12,37.5,2.01,0.75,0.09,0.25,0,0,Matches
120,José Arnaiz,es ESP,"FW,MF",Leganés,es La Liga,23,1995,1.3,0,1,0,0,0.8,0,0,,0,0,Matches
121,Marko Arnautović,at AUT,FW,West Ham United,eng Premier League,29,1989,22.1,10,62,32,51.6,2.8,1.45,0.15,0.28,1,1,Matches
122,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,2,54,23,42.6,1.69,0.72,0.04,0.09,0,0,Matches
123,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,0,0,0,,0,0,,,0,0,Matches
124,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,0,23,5,21.7,1.04,0.23,0,0,0,0,Matches
125,Kwadwo Asamoah,gh GHA,"DF,MF",Inter,it Serie A,29,1988,29.7,0,10,2,20,0.34,0.07,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,0,13,3,23.1,1.67,0.39,0,0,0,0,Matches
127,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,0,19,5,26.3,0.7,0.19,0,0,0,0,Matches
128,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,0,0,0,,0,0,,,0,0,Matches
129,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,22,1996,19.8,1,45,18,40,2.28,0.91,0.02,0.06,0,0,Matches
130,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25,20,69,33,47.8,2.76,1.32,0.22,0.45,5,5,Matches
131,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,0,2,0,0,2,0,0,,0,0,Matches
132,Youcef Atal,dz ALG,"MF,FW",Nice,fr Ligue 1,22,1996,25.1,6,37,15,40.5,1.47,0.6,0.16,0.4,0,1,Matches
133,Christian Atsu,gh GHA,MF,Newcastle United,eng Premier League,26,1992,16.6,1,28,14,50,1.69,0.84,0.04,0.07,0,0,Matches
134,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Arsenal,eng Premier League,29,1989,30.3,22,93,40,43,3.07,1.32,0.19,0.45,4,5,Matches
135,Emil Audero,id IDN,GK,Sampdoria,it Serie A,21,1997,36,0,0,0,,0,0,,,0,0,Matches
136,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,3,13,8,61.5,2.54,1.56,0.23,0.38,0,0,Matches
137,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,1,22,6,27.3,0.65,0.18,0.05,0.17,0,0,Matches
138,Serge Aurier,ci CIV,"DF,MF",Tottenham Hotspur,eng Premier League,25,1992,6.3,0,4,1,25,0.64,0.16,0,0,0,0,Matches
139,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,2,32,9,28.1,2.93,0.82,0.06,0.22,0,1,Matches
140,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,10,88,24,27.3,3.97,1.08,0.1,0.38,1,1,Matches
141,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,1,27,3,11.1,2.06,0.23,0.04,0.33,0,0,Matches
142,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,4,24,9,37.5,0.88,0.33,0.17,0.44,0,0,Matches
143,Floyd Ayité,tg TOG,"MF,FW",Fulham,eng Premier League,29,1988,5.3,1,7,1,14.3,1.32,0.19,0.14,1,0,0,Matches
144,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,1,17,7,41.2,0.45,0.19,0.06,0.14,0,0,Matches
145,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,1,9,4,44.4,0.38,0.17,0.11,0.25,0,0,Matches
146,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,19,1999,0,0,0,0,,0,0,,,0,0,Matches
147,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0,0,0,,0,0,,,0,0,Matches
148,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,7,60,22,36.7,3.63,1.33,0.08,0.23,2,2,Matches
149,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,1986,13.9,5,27,9,33.3,1.94,0.65,0.19,0.56,0,0,Matches
150,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,6,31,15,48.4,2.2,1.06,0.16,0.33,1,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield Town,eng Premier League,20,1997,15.7,1,19,8,42.1,1.21,0.51,0.05,0.13,0,0,Matches
152,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,0,5,1,20,0.8,0.16,0,0,0,0,Matches
153,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,1,14,4,28.6,1.1,0.32,0.07,0.25,0,0,Matches
154,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,1,6,2,33.3,0.31,0.1,0.17,0.5,0,0,Matches
155,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,0,0,0,,0,0,,,0,0,Matches
156,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,11,66,33,50,2.41,1.2,0.14,0.27,2,3,Matches
157,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,0,26,10,38.5,0.83,0.32,0,0,0,0,Matches
158,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,20,1997,21.3,5,57,18,31.6,2.68,0.85,0.09,0.28,0,0,Matches
159,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,0,3,1,33.3,0.42,0.14,0,0,0,0,Matches
160,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,0,2,1,50,0.48,0.24,0,0,0,0,Matches
161,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,1,11,5,45.5,0.67,0.31,0.09,0.2,0,0,Matches
162,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,1,25,7,28,0.98,0.27,0.04,0.14,0,0,Matches
163,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,0,11,3,27.3,1.06,0.29,0,0,0,0,Matches
164,Fabián Balbuena,py PAR,DF,West Ham United,eng Premier League,26,1991,22.4,1,19,2,10.5,0.85,0.09,0.05,0.5,0,0,Matches
165,Keita Baldé,sn SEN,"FW,MF",Inter,it Serie A,23,1995,9.9,5,30,17,56.7,3.04,1.72,0.17,0.29,0,0,Matches
166,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,29,1989,19.8,8,76,32,42.1,3.83,1.61,0.09,0.22,1,1,Matches
167,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,0,1,0,0,0.17,0,0,,0,0,Matches
168,Andrija Balić,hr CRO,MF,Udinese,it Serie A,20,1997,0.3,0,1,0,0,3.33,0,0,,0,0,Matches
169,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,0,4,2,50,0.23,0.11,0,0,0,0,Matches
170,Fodé Ballo-Touré,sn SEN,"DF,MF",Monaco,fr Ligue 1,21,1997,17.7,0,3,1,33.3,0.17,0.06,0,0,0,0,Matches
171,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12,0,5,0,0,0.42,0,0,,0,0,Matches
172,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,1,1,1,100,0.15,0.15,1,1,0,0,Matches
173,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,0,32,8,25,3.83,0.96,0,0,0,0,Matches
174,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,8,43,18,41.9,4.15,1.74,0.19,0.44,0,0,Matches
175,Abdoulaye Bamba,ci CIV,"DF,MF",Angers,fr Ligue 1,28,1990,28.6,0,7,0,0,0.24,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,22,1996,33.4,13,67,29,43.3,2.01,0.87,0.18,0.41,1,1,Matches
177,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,4,22,7,31.8,0.8,0.25,0.18,0.57,0,0,Matches
178,Yacine Bammou,ma MAR,"MF,FW",Caen,fr Ligue 1,26,1991,10.3,2,17,5,29.4,1.66,0.49,0.06,0.2,1,1,Matches
179,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,3,32,10,31.3,1.08,0.34,0.03,0.1,2,2,Matches
180,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29,0,16,3,18.8,0.55,0.1,0,0,0,0,Matches
181,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,1992,13.7,2,42,16,38.1,3.07,1.17,0.02,0.06,1,1,Matches
182,Antonín Barák,cz CZE,MF,Udinese,it Serie A,23,1994,3.7,0,4,0,0,1.09,0,0,,0,0,Matches
