Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
625,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,3,43,14,32.6,1.72,0.56,0.07,0.21,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
626,Matteo Darmian,it ITA,"DF,MF",Parma,it Serie A,29,1989,29.8,1,8,2,25,0.27,0.07,0.13,0.5,0,0,Matches
627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,3,12,5,41.7,0.48,0.2,0.25,0.6,0,0,Matches
628,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,26,1993,15.9,0,7,1,14.3,0.44,0.06,0,0,0,0,Matches
629,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.2,0,0,Matches
630,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,17,5,29.4,2.79,0.82,0,0,0,0,Matches
631,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,1,4,1,25,0.52,0.13,0.25,1,0,0,Matches
632,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,2,26,7,26.9,0.99,0.27,0.08,0.29,0,0,Matches
633,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31,13,98,30,30.6,3.16,0.97,0.11,0.37,2,2,Matches
634,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,0,9,3,33.3,0.54,0.18,0,0,0,0,Matches
635,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,7,85,30,35.3,2.71,0.96,0.08,0.23,0,0,Matches
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,0,1,0,0,0.19,0,0,,0,0,Matches
637,Lorenzo De Silvestri,it ITA,MF,Torino,it Serie A,31,1988,24.9,0,22,6,27.3,0.88,0.24,0,0,0,0,Matches
638,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,15,5,33.3,1.01,0.34,0.13,0.4,0,0,Matches
639,Mathieu Debuchy,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,34,1985,19.7,1,13,3,23.1,0.66,0.15,0.08,0.33,0,0,Matches
640,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,10,45,23,51.1,1.82,0.93,0.11,0.22,5,6,Matches
641,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,3,20,9,45,1.84,0.83,0.1,0.22,1,1,Matches
642,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0,0,0,0,,0,0,,,0,0,Matches
643,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8,1,9,2,22.2,1.13,0.25,0.11,0.5,0,0,Matches
644,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,2,28,10,35.7,2.03,0.72,0.04,0.1,1,1,Matches
645,Thomas Delaine,fr FRA,"DF,MF",Metz,fr Ligue 1,27,1992,13.9,0,6,3,50,0.43,0.22,0,0,0,0,Matches
646,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,0,3,1,33.3,0.33,0.11,0,0,0,0,Matches
647,Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,,0,0,,,0,0,Matches
648,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,0,0,0,,0,0,,,0,0,Matches
649,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,9,83,30,36.1,3.28,1.18,0.11,0.3,0,2,Matches
650,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,0,3,0,0,0.23,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
651,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,16,56,26,46.4,2.3,1.07,0.21,0.46,4,5,Matches
652,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,22,1997,4,1,5,2,40,1.26,0.5,0.2,0.5,0,0,Matches
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,2,1,50,0.43,0.22,0.5,1,0,0,Matches
654,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,0,0,Matches
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,0,4,2,50,0.3,0.15,0,0,0,0,Matches
656,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10,1,4,1,25,0.4,0.1,0.25,1,0,0,Matches
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,5,2,40,0.21,0.08,0,0,0,0,Matches
658,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,4,19,5,26.3,0.61,0.16,0.21,0.8,0,0,Matches
659,Kévin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,3,20,7,35,2.99,1.04,0.15,0.43,0,0,Matches
660,Stefano Denswil,sr SUR,DF,Bologna,it Serie A,26,1993,24.9,0,10,2,20,0.4,0.08,0,0,0,0,Matches
661,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,0,26,4,15.4,1.26,0.19,0,0,0,0,Matches
662,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,0,3,3,100,0.26,0.26,0,0,0,0,Matches
663,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.4,0,0,Matches
664,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,0,5,2,40,2.43,0.97,0,0,0,0,Matches
665,Mattia Destro,it ITA,FW,Genoa,it Serie A,28,1991,1.7,0,7,4,57.1,4.2,2.4,0,0,0,0,Matches
666,Gerard Deulofeu,es ESP,"MF,FW",Watford,eng Premier League,25,1994,23.3,4,64,21,32.8,2.75,0.9,0.05,0.14,1,1,Matches
667,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,5,1,20,2.21,0.44,0,0,0,0,Matches
668,Samuel Di Carmine,it ITA,"FW,MF",Hellas Verona,it Serie A,30,1988,14.4,8,31,14,45.2,2.16,0.97,0.23,0.5,1,2,Matches
669,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,2,25,9,36,2.08,0.75,0.08,0.22,0,0,Matches
670,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,3,20,7,35,0.61,0.21,0.15,0.43,0,0,Matches
671,Ángel Di María,ar ARG,"MF,FW",Paris Saint-Germain,fr Ligue 1,31,1988,22.2,8,74,24,32.4,3.33,1.08,0.09,0.29,1,2,Matches
672,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,7,38,17,44.7,1.89,0.84,0.16,0.35,1,1,Matches
673,Fousseni Diabaté,ml MLI,MF,Amiens,fr Ligue 1,23,1995,13.2,1,7,2,28.6,0.53,0.15,0.14,0.5,0,0,Matches
674,Moussa Diaby,fr FRA,"MF,FW",Leverkusen,de Bundesliga,20,1999,19.7,5,41,23,56.1,2.08,1.17,0.12,0.22,0,0,Matches
675,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16,0,1,1,100,0.06,0.06,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
676,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,2,10,6,60,0.66,0.4,0.2,0.33,0,0,Matches
677,Abdou Diallo,sn SEN,DF,Paris Saint-Germain,fr Ligue 1,23,1996,13.3,0,5,2,40,0.37,0.15,0,0,0,0,Matches
678,Amad Diallo,ci CIV,"FW,MF",Atalanta,it Serie A,17,2002,0.3,1,1,1,100,3.33,3.33,1,1,0,0,Matches
679,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,12,76,32,42.1,3.11,1.31,0.14,0.34,1,3,Matches
680,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,0,5,2,40,0.29,0.12,0,0,0,0,Matches
681,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1,0,0,0,,0,0,,,0,0,Matches
682,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,,0,0,,,0,0,Matches
683,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,1,10,4,40,0.59,0.24,0,0,1,1,Matches
684,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,0,3,2,66.7,4.15,2.77,0,0,0,0,Matches
685,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,1,16,1,6.3,0.5,0.03,0.06,1,0,0,Matches
686,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,2,5,4,80,0.24,0.19,0.4,0.5,0,0,Matches
687,Eric Dier,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,25,1994,14.9,0,8,1,12.5,0.54,0.07,0,0,0,0,Matches
688,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,0,29,4,13.8,0.86,0.12,0,0,0,0,Matches
689,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,0,0,0,,0,0,,,0,0,Matches
690,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,21,1998,14.5,4,19,6,31.6,1.31,0.41,0.21,0.67,0,0,Matches
691,Federico Dimarco,it ITA,"MF,DF",Hellas Verona,it Serie A,21,1997,5.8,0,13,3,23.1,2.25,0.52,0,0,0,0,Matches
692,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,0,1,0,0,3.33,0,0,,0,0,Matches
693,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,0,9,1,11.1,0.91,0.1,0,0,0,0,Matches
694,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,2,15,7,46.7,2.03,0.95,0.13,0.29,0,0,Matches
695,Issa Diop,ma MAR,DF,West Ham United,eng Premier League,22,1997,30.7,3,15,7,46.7,0.49,0.23,0.2,0.43,0,0,Matches
696,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,1,27,6,22.2,1.08,0.24,0.04,0.17,0,0,Matches
697,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,0,1,1,100,0.75,0.75,0,0,0,0,Matches
698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,1,15,3,20,0.56,0.11,0.07,0.33,0,0,Matches
699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,0,0,0,,0,0,,,0,0,Matches
700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,0,5,1,20,0.15,0.03,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
701,Moussa Djenepo,ml MLI,"MF,FW",Southampton,eng Premier League,21,1998,10.3,2,20,8,40,1.94,0.78,0.1,0.25,0,0,Matches
702,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,,0,0,,,0,0,Matches
703,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,1,20,7,35,0.87,0.31,0.05,0.14,0,0,Matches
704,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,2,21,5,23.8,0.68,0.16,0.1,0.4,0,0,Matches
705,Naïs Djouahra,fr FRA,MF,Real Sociedad,es La Liga,19,1999,0.3,0,1,0,0,3.1,0,0,,0,0,Matches
706,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,0,1,1,100,0.03,0.03,0,0,0,0,Matches
707,Matt Doherty,ie IRL,MF,Wolves,eng Premier League,27,1992,31.5,4,34,16,47.1,1.08,0.51,0.12,0.25,0,0,Matches
708,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,11,42,25,59.5,2,1.19,0.26,0.44,0,0,Matches
709,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,0,4,3,75,2.43,1.82,0,0,0,0,Matches
710,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,,0,0,,,0,0,Matches
711,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,0,10,1,10,1.29,0.13,0,0,0,0,Matches
712,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,1,9,2,22.2,0.46,0.1,0.11,0.5,0,0,Matches
713,Ji Dong-won,kr KOR,MF,Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,,0,0,,,0,0,Matches
714,Anastasios Donis,gr GRE,"MF,FW",Reims,fr Ligue 1,22,1996,6.8,0,15,7,46.7,2.22,1.03,0,0,0,0,Matches
715,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,7,42,16,38.1,2.24,0.86,0.12,0.31,2,2,Matches
716,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,0,0,0,,0,0,,,0,0,Matches
717,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,1,24,3,12.5,1.23,0.15,0.04,0.33,0,0,Matches
718,Bas Dost,nl NED,FW,Eintracht Frankfurt,de Bundesliga,30,1989,16.4,8,32,17,53.1,1.95,1.04,0.25,0.47,0,0,Matches
719,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,4,61,13,21.3,1.74,0.37,0.07,0.31,0,0,Matches
720,Mamadou Doucouré,fr FRA,DF,Gladbach,de Bundesliga,21,1998,0,0,0,0,,0,0,,,0,0,Matches
721,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,24,1994,19.1,2,43,9,20.9,2.25,0.47,0.02,0.11,1,1,Matches
722,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,0,0,0,,0,0,,,0,0,Matches
723,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,,0,0,,,0,0,Matches
724,Tommy Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,0,1,1,100,5.63,5.63,0,0,0,0,Matches
725,Mohamed Dräger,tn TUN,"DF,MF",Paderborn 07,de Bundesliga,23,1996,16.2,1,14,2,14.3,0.87,0.12,0.07,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
726,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,0,2,0,0,0.17,0,0,,0,0,Matches
727,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,0,0,0,,0,0,,,0,0,Matches
728,Julian Draxler,de GER,MF,Paris Saint-Germain,fr Ligue 1,25,1993,7.6,0,13,5,38.5,1.71,0.66,0,0,0,0,Matches
729,Dominick Drexler,de GER,MF,Köln,de Bundesliga,29,1990,17.6,3,20,8,40,1.13,0.45,0.15,0.38,0,0,Matches
730,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,0,2,0,0,0.69,0,0,,0,0,Matches
731,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,,0,0,,,0,0,Matches
732,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,1,14,6,42.9,1.95,0.83,0.07,0.17,0,0,Matches
733,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,3,13,5,38.5,0.38,0.15,0.23,0.6,0,0,Matches
734,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,0,3,0,0,0.67,0,0,,0,0,Matches
735,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,4,1,25,0.74,0.19,0,0,0,0,Matches
736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,0,19,8,42.1,0.64,0.27,0,0,0,0,Matches
737,Edgaras Dubickas,lt LTU,MF,Lecce,it Serie A,21,1998,0,0,0,0,,0,0,,,0,0,Matches
738,Leo Dubois,fr FRA,"DF,MF",Lyon,fr Ligue 1,24,1994,15,0,5,0,0,0.33,0,0,,0,0,Matches
739,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,30,1989,38,0,0,0,,0,0,,,0,0,Matches
740,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,0,10,4,40,1.24,0.5,0,0,0,0,Matches
741,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5,0,7,5,71.4,1.41,1.01,0,0,0,0,Matches
742,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,1,6,1,16.7,0.44,0.07,0.17,1,0,0,Matches
743,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0,14,4,28.6,2.42,0.69,0,0,0,0,Matches
744,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,27,1991,13.6,0,1,1,100,0.07,0.07,0,0,0,0,Matches
745,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,1,15,5,33.3,1.52,0.51,0.07,0.2,0,0,Matches
746,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,1,13,3,23.1,1.39,0.32,0.08,0.33,0,0,Matches
747,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,3,31,10,32.3,0.86,0.28,0.1,0.3,0,0,Matches
748,Erik Durm,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,27,1992,5.7,0,14,3,21.4,2.47,0.53,0,0,0,0,Matches
749,Riza Durmisi,dk DEN,MF,Nice,fr Ligue 1,25,1994,1.8,0,1,1,100,0.56,0.56,0,0,0,0,Matches
750,Hugo Duro,es ESP,FW,Getafe,es La Liga,19,1999,4.2,1,5,3,60,1.19,0.71,0.2,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
751,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,22,1997,13.1,0,2,1,50,0.15,0.08,0,0,0,0,Matches
752,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,11,100,36,36,4.18,1.5,0.1,0.28,1,1,Matches
753,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,16,122,47,38.5,3.85,1.48,0.13,0.34,0,0,Matches
754,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,1,16,4,25,2.06,0.52,0.06,0.25,0,0,Matches
755,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,0,17,0,0,0.61,0,0,,0,0,Matches
756,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,1,15,7,46.7,3.39,1.58,0.07,0.14,0,0,Matches
757,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,0,0,0,,0,0,,,0,0,Matches
758,John Egan,ie IRL,DF,Sheffield United,eng Premier League,26,1992,35.4,2,28,5,17.9,0.79,0.14,0.07,0.4,0,0,Matches
759,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,1,15,6,40,2.65,1.06,0.07,0.17,0,0,Matches
760,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,31.7,1,45,11,24.4,1.42,0.35,0.02,0.09,0,0,Matches
761,Kingsley Ehizibue,nl NED,"DF,MF",Köln,de Bundesliga,24,1995,25.9,1,12,4,33.3,0.46,0.15,0.08,0.25,0,0,Matches
762,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,0,16,2,12.5,0.6,0.08,0,0,0,0,Matches
763,Harvey Elliott,eng ENG,"FW,MF",Liverpool,eng Premier League,16,2003,0.1,0,0,0,,0,0,,,0,0,Matches
764,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,1,23,8,34.8,1.83,0.63,0.04,0.13,0,0,Matches
765,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,0,0,0,,0,0,,,0,0,Matches
766,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1,5,1,20,0.44,0.09,0.2,1,0,0,Matches
767,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,0,9,1,11.1,0.54,0.06,0,0,0,0,Matches
768,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,22,1996,29.1,1,9,1,11.1,0.31,0.03,0.11,1,0,0,Matches
769,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,2,6,2,33.3,0.25,0.08,0.33,1,0,0,Matches
770,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,2,39,15,38.5,2.56,0.98,0.03,0.07,1,1,Matches
771,Breel Embolo,ch SUI,"FW,MF",Gladbach,de Bundesliga,22,1997,17.2,8,46,18,39.1,2.67,1.05,0.17,0.44,0,1,Matches
772,Emerson,br BRA,DF,Real Betis,es La Liga,20,1999,31.5,3,26,5,19.2,0.82,0.16,0.12,0.6,0,0,Matches
773,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,3.2,0,4,1,25,1.23,0.31,0,0,0,0,Matches
774,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,0,2,0,0,0.21,0,0,,0,0,Matches
775,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,4,40,17,42.5,2.6,1.1,0.1,0.24,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
776,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,4,21,8,38.1,2.37,0.9,0.19,0.5,0,0,Matches
777,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1,8,1,12.5,0.5,0.06,0.13,1,0,0,Matches
778,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,1,28,6,21.4,1.35,0.29,0.04,0.17,0,0,Matches
779,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,9.1,0,9,3,33.3,0.99,0.33,0,0,0,0,Matches
780,Christian Eriksen,dk DEN,"MF,FW",Tottenham Hotspur,eng Premier League,27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,0,0,Matches
781,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,1,24,9,37.5,3.07,1.15,0.04,0.11,0,0,Matches
782,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,0,21,5,23.8,1.13,0.27,0,0,0,0,Matches
783,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,0,0,0,,0,0,,,0,0,Matches
784,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,1,8,6,75,0.93,0.7,0.13,0.17,0,0,Matches
785,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,3,23,8,34.8,0.92,0.32,0.13,0.38,0,0,Matches
786,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,1,11,4,36.4,4.97,1.81,0,0,1,1,Matches
787,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,,0,0,,,0,0,Matches
788,Alexander Esswein,de GER,DF,Hertha BSC,de Bundesliga,29,1990,2.4,0,2,1,50,0.85,0.42,0,0,0,0,Matches
789,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,1,19,2,10.5,0.57,0.06,0.05,0.5,0,0,Matches
790,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,1,9,3,33.3,1.42,0.47,0.11,0.33,0,0,Matches
791,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,5,2,40,1.14,0.46,0,0,0,0,Matches
792,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,0,6,2,33.3,0.37,0.12,0,0,0,0,Matches
793,Antony Evans,eng ENG,MF,Paderborn 07,de Bundesliga,20,1998,1.7,0,2,1,50,1.15,0.58,0,0,0,0,Matches
794,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,1,23,8,34.8,0.61,0.21,0.04,0.13,0,0,Matches
795,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,4,34,17,50,1.32,0.66,0.09,0.18,1,2,Matches
796,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,0,5,1,20,1.27,0.25,0,0,0,0,Matches
797,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,1992,0.5,0,2,1,50,4.29,2.14,0,0,0,0,Matches
798,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,34,1985,23.5,0,0,0,,0,0,,,0,0,Matches
799,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,2,12,4,33.3,0.52,0.17,0.17,0.5,0,0,Matches
800,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,0,3,0,0,0.32,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
801,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,0,9,1,11.1,0.87,0.1,0,0,0,0,Matches
802,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,0,0,0,,0,0,,,0,0,Matches
803,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,,0,0,,,0,0,Matches
804,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,0,9,3,33.3,2.01,0.67,0,0,0,0,Matches
805,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,0,0,0,,0,0,,,0,0,Matches
806,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,22.4,4,56,23,41.1,2.5,1.03,0.07,0.17,0,0,Matches
807,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,0.8,0,0,0,,0,0,,,0,0,Matches
808,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,0,0,0,,0,0,,,0,0,Matches
