Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
597,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,0,3,0,0,0.14,0,0,,0,0,Matches
598,Juan Cuadrado,co COL,"MF,DF",Juventus,it Serie A,33,1988,27.6,4,36,14,38.9,1.3,0.51,0.11,0.29,0,0,Matches
599,Cucho,co COL,"MF,FW",Watford,eng Premier League,22,1999,12.7,5,33,11,33.3,2.59,0.86,0.15,0.45,0,0,Matches
600,Marc Cucurella,es ESP,"DF,MF",Getafe,es La Liga,23,1998,0.3,0,1,0,0,3.91,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
601,Marc Cucurella,es ESP,"DF,MF",Brighton,eng Premier League,23,1998,34.3,1,18,3,16.7,0.52,0.09,0.06,0.33,0,0,Matches
602,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,1,16,7,43.8,0.54,0.23,0.06,0.14,0,0,Matches
603,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,0,0,0,,0,0,,,0,0,Matches
604,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,0,6,1,16.7,0.59,0.1,0,0,0,0,Matches
605,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2,0,0,0,,0,0,,,0,0,Matches
606,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,0,2,1,50,2.81,1.41,0,0,0,0,Matches
607,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,6,37,15,40.5,3.13,1.27,0.16,0.4,0,0,Matches
608,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,3,50,15,30,3.21,0.96,0.06,0.2,0,0,Matches
609,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,2,20,8,40,1.21,0.48,0.1,0.25,0,0,Matches
610,Rafael Czichos,de GER,"DF,MF",Köln,de Bundesliga,31,1990,15.6,0,2,0,0,0.13,0,0,,0,0,Matches
611,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,0,0,0,,0,0,,,0,0,Matches
612,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,1,14,4,28.6,1.26,0.36,0.07,0.25,0,0,Matches
613,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,0,10,3,30,2.29,0.69,0,0,0,0,Matches
614,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,2001,9.3,2,18,6,33.3,1.94,0.65,0.11,0.33,0,0,Matches
615,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,0,11,1,9.1,0.88,0.08,0,0,0,0,Matches
616,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,1992,14.6,3,34,9,26.5,2.34,0.62,0.09,0.33,0,0,Matches
617,Colin Dagba,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,22,1998,1.8,0,0,0,,0,0,,,0,0,Matches
618,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2,0,0,0,,0,0,,,0,0,Matches
619,Mahmoud Dahoud,de GER,"MF,DF",Dortmund,de Bundesliga,25,1996,18.4,2,22,4,18.2,1.19,0.22,0.09,0.5,0,0,Matches
620,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,5,26,16,61.5,2.02,1.24,0.19,0.31,0,0,Matches
621,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,1991,32.4,1,30,9,30,0.92,0.28,0.03,0.11,0,0,Matches
622,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20,0,13,4,30.8,0.65,0.2,0,0,0,0,Matches
623,Mikkel Damsgaard,dk DEN,MF,Sampdoria,it Serie A,21,2000,6.4,0,12,3,25,1.87,0.47,0,0,0,0,Matches
624,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,0,4,0,0,0.28,0,0,,0,0,Matches
625,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,1991,21,1,13,3,23.1,0.62,0.14,0.08,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
626,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,1997,16.4,10,62,29,46.8,3.79,1.77,0.11,0.24,3,3,Matches
627,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31,2,13,4,30.8,0.42,0.13,0.15,0.5,0,0,Matches
628,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,0,13,3,23.1,0.41,0.09,0,0,0,0,Matches
629,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,0,1,0,0,1.43,0,0,,0,0,Matches
630,Márton Dárdai,hu HUN,DF,Hertha BSC,de Bundesliga,19,2002,8.4,0,4,3,75,0.48,0.36,0,0,0,0,Matches
631,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,3,44,17,38.6,1.27,0.49,0.07,0.18,0,0,Matches
632,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,2,24,9,37.5,1.21,0.45,0.08,0.22,0,0,Matches
633,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,30,1990,8,0,0,0,,0,0,,,0,0,Matches
634,Matteo Darmian,it ITA,MF,Inter,it Serie A,31,1989,16.7,2,8,4,50,0.48,0.24,0.25,0.5,0,0,Matches
635,Josh Dasilva,eng ENG,"MF,FW",Brentford,eng Premier League,22,1998,2.9,0,1,0,0,0.35,0,0,,0,0,Matches
636,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,15,70,33,47.1,2.25,1.06,0.19,0.39,2,3,Matches
637,Alphonso Davies,ca CAN,"DF,MF",Bayern Munich,de Bundesliga,20,2000,19.3,0,18,6,33.3,0.93,0.31,0,0,0,0,Matches
638,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,28,1993,28.2,1,18,7,38.9,0.64,0.25,0.06,0.14,0,0,Matches
639,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,1,6,2,33.3,2.31,0.77,0.17,0.5,0,0,Matches
640,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,0,0,0,,0,0,,,0,0,Matches
641,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,0,6,0,0,0.45,0,0,,0,0,Matches
642,Craig Dawson,eng ENG,DF,West Ham United,eng Premier League,31,1990,30.6,2,25,6,24,0.82,0.2,0.08,0.33,0,0,Matches
643,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,15,77,31,40.3,3.15,1.27,0.19,0.48,0,0,Matches
644,Konrad De La Fuente,us USA,"FW,MF",Marseille,fr Ligue 1,20,2001,8.7,0,15,4,26.7,1.72,0.46,0,0,0,0,Matches
645,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2,0,0,0,,0,0,,,0,0,Matches
646,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,0.1,0,0,0,,0,0,,,0,0,Matches
647,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,3,24,9,37.5,1,0.38,0.13,0.33,0,0,Matches
648,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13,1,6,2,33.3,0.46,0.15,0.17,0.5,0,0,Matches
649,Lorenzo De Silvestri,it ITA,"MF,DF",Bologna,it Serie A,33,1988,25.5,3,16,7,43.8,0.63,0.27,0.19,0.43,0,0,Matches
650,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,1,1,100,10,10,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
651,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,0,2,0,0,7.2,0,0,,0,0,Matches
652,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,30,1991,15.1,2,27,10,37,1.78,0.66,0.07,0.2,0,0,Matches
653,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,4,26,13,50,1.1,0.55,0.15,0.31,0,0,Matches
654,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1996,0.3,0,1,0,0,3.21,0,0,,0,0,Matches
655,Romain Del Castillo,fr FRA,MF,Brest,fr Ligue 1,25,1996,10.8,0,12,3,25,1.11,0.28,0,0,0,0,Matches
656,Thomas Delaine,fr FRA,"MF,DF",Metz,fr Ligue 1,29,1992,25.7,1,18,5,27.8,0.7,0.19,0.06,0.2,0,0,Matches
657,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,2,17,4,23.5,0.99,0.23,0.12,0.5,0,0,Matches
658,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,,0,0,,,0,0,Matches
659,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,,0,0,,,0,0,Matches
660,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,19,2002,2.8,0,3,0,0,1.06,0,0,,0,0,Matches
661,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,0,4,2,50,1.08,0.54,0,0,0,0,Matches
662,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,16,100,42,42,3.68,1.54,0.13,0.31,3,3,Matches
663,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3,2,14,5,35.7,4.68,1.67,0.14,0.4,0,0,Matches
664,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,0,2,0,0,0.27,0,0,,0,0,Matches
665,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,21,87,45,51.7,3.55,1.84,0.18,0.36,5,5,Matches
666,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,24,1997,15.7,1,47,8,17,3,0.51,0.02,0.13,0,0,Matches
667,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,0,1,0,0,0.47,0,0,,0,0,Matches
668,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,1,24,6,25,1.13,0.28,0.04,0.17,0,0,Matches
669,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,1,37,13,35.1,1.63,0.57,0,0,1,2,Matches
670,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,2,25,9,36,2.58,0.93,0.08,0.22,0,0,Matches
671,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,1,2,1,50,0.26,0.13,0.5,1,0,0,Matches
672,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,3,6,4,66.7,0.54,0.36,0.5,0.75,0,0,Matches
673,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,2,23,10,43.5,1.06,0.46,0.09,0.2,0,0,Matches
674,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,28.7,10,60,26,43.3,2.09,0.91,0.17,0.38,0,0,Matches
675,Fabio Depaoli,it ITA,MF,Hellas Verona,it Serie A,24,1997,7.8,1,10,4,40,1.28,0.51,0.1,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
676,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,24,1997,1.2,0,0,0,,0,0,,,0,0,Matches
677,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0,0,,0,0,,,0,0,Matches
678,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,,0,0,,,0,0,Matches
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,16.8,0,12,3,25,0.71,0.18,0,0,0,0,Matches
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,9,54,20,37,2.79,1.03,0.17,0.45,0,0,Matches
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,29.1,13,78,35,44.9,2.68,1.2,0.15,0.34,1,1,Matches
682,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,1,21,3,14.3,0.9,0.13,0.05,0.33,0,0,Matches
683,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,1,0,0,5.63,0,0,,0,0,Matches
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,1,0,0,2.5,0,0,,0,0,Matches
685,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,15.2,5,26,8,30.8,1.71,0.53,0.19,0.63,0,0,Matches
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,1,20,4,20,0.63,0.13,0.05,0.25,0,0,Matches
687,Ángel Di María,ar ARG,"FW,MF",Paris Saint-Germain,fr Ligue 1,33,1988,18.3,5,51,22,43.1,2.79,1.2,0.1,0.23,0,0,Matches
688,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,0,0,0,,0,0,,,0,0,Matches
689,Francesco Di Tacchio,it ITA,"MF,DF",Salernitana,it Serie A,31,1990,13.9,0,14,1,7.1,1,0.07,0,0,0,0,Matches
690,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,5,37,11,29.7,2.62,0.78,0.14,0.45,0,0,Matches
691,Moussa Diaby,fr FRA,MF,Leverkusen,de Bundesliga,22,1999,30.7,13,54,26,48.1,1.76,0.85,0.24,0.5,0,1,Matches
692,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,0.7,0,2,0,0,2.69,0,0,,0,0,Matches
693,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,0,8,2,25,0.37,0.09,0,0,0,0,Matches
694,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,17,2003,0,0,0,0,,0,0,,,0,0,Matches
695,Abdou Diallo,sn SEN,DF,Paris Saint-Germain,fr Ligue 1,25,1996,9.7,0,2,1,50,0.21,0.1,0,0,0,0,Matches
696,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,11,53,23,43.4,3.1,1.34,0.17,0.39,2,2,Matches
697,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,0,8,4,50,0.7,0.35,0,0,0,0,Matches
698,Habib Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,0,0,0,,0,0,,,0,0,Matches
699,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,1998,5.8,0,13,5,38.5,2.23,0.86,0,0,0,0,Matches
700,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,2,18,3,16.7,0.67,0.11,0.11,0.67,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
701,Krépin Diatta,sn SEN,MF,Monaco,fr Ligue 1,22,1999,3.2,1,3,3,100,0.95,0.95,0.33,0.33,0,0,Matches
702,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,0,1,0,0,0.53,0,0,,0,0,Matches
703,Brahim Díaz,ma MAR,MF,Milan,it Serie A,21,1999,20.6,3,30,6,20,1.46,0.29,0.1,0.5,0,0,Matches
704,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,0,0,0,,0,0,,,0,0,Matches
705,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,4,38,13,34.2,3.57,1.22,0.11,0.31,0,0,Matches
706,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,0,0,Matches
707,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,3.1,0,8,3,37.5,2.6,0.97,0,0,0,0,Matches
708,Bamba Dieng,sn SEN,"FW,MF",Marseille,fr Ligue 1,21,2000,10.8,7,34,18,52.9,3.14,1.66,0.18,0.33,1,1,Matches
709,Eric Dier,eng ENG,DF,Tottenham Hotspur,eng Premier League,27,1994,34.1,0,13,5,38.5,0.38,0.15,0,0,0,0,Matches
710,Elhadji Dieye,sn SEN,FW,Saint-Étienne,fr Ligue 1,19,2002,0.4,0,1,0,0,2.65,0,0,,0,0,Matches
711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,0,9,2,22.2,0.64,0.14,0,0,0,0,Matches
712,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13,0,9,1,11.1,0.69,0.08,0,0,0,0,Matches
713,Mitchell Dijks,nl NED,"MF,DF",Bologna,it Serie A,28,1993,7.7,0,4,0,0,0.52,0,0,,0,0,Matches
714,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,19.2,2,41,10,24.4,2.13,0.52,0.05,0.2,0,0,Matches
715,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,23,1998,1.5,0,1,0,0,0.65,0,0,,0,0,Matches
716,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,23,1997,15.9,2,39,18,46.2,2.45,1.13,0.05,0.11,0,1,Matches
717,Landry Dimata,be BEL,FW,Espanyol,es La Liga,23,1997,6,0,8,0,0,1.33,0,0,,0,0,Matches
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,,0,0,,,0,0,Matches
719,Junior Dina Ebimbe,cm CMR,MF,Paris Saint-Germain,fr Ligue 1,20,2000,3.5,0,4,1,25,1.14,0.28,0,0,0,0,Matches
720,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,12,2,20,4,20,1.67,0.33,0.1,0.5,0,0,Matches
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,0,3,0,0,0.47,0,0,,0,0,Matches
722,Issa Diop,ma MAR,DF,West Ham United,eng Premier League,24,1997,10.7,0,2,2,100,0.19,0.19,0,0,0,0,Matches
723,Sofiane Diop,ma MAR,MF,Monaco,fr Ligue 1,21,2000,21.6,6,37,13,35.1,1.71,0.6,0.16,0.46,0,0,Matches
724,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,0,0,0,,0,0,,,0,0,Matches
725,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
726,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,1,20,3,15,0.66,0.1,0.05,0.33,0,0,Matches
727,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0,0,0,0,,0,0,,,0,0,Matches
728,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,0,1,0,0,0.03,0,0,,0,0,Matches
729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,1,12,5,41.7,0.46,0.19,0.08,0.2,0,0,Matches
730,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,0,4,1,25,0.12,0.03,0,0,0,0,Matches
731,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,0,11,1,9.1,2.17,0.2,0,0,0,0,Matches
732,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,0,10,3,30,0.52,0.16,0,0,0,0,Matches
733,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,1,15,7,46.7,0.5,0.23,0.07,0.14,0,0,Matches
734,Bryan Djile Nokoué,cm CMR,DF,Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0,0,,0,0,,,0,0,Matches
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,1,16,5,31.3,0.64,0.2,0.06,0.2,0,0,Matches
736,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,0,0,0,,0,0,,,0,0,Matches
737,Naïs Djouahra,fr FRA,MF,Real Sociedad,es La Liga,21,1999,2.4,0,5,2,40,2.05,0.82,0,0,0,0,Matches
738,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6,0,0,0,,0,0,,,0,0,Matches
739,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,0,0,0,,0,0,,,0,0,Matches
740,Matt Doherty,ie IRL,MF,Tottenham Hotspur,eng Premier League,29,1992,9.7,2,16,6,37.5,1.65,0.62,0.13,0.33,0,0,Matches
741,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,19,2002,5.2,1,5,2,40,0.96,0.38,0.2,0.5,0,0,Matches
742,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,6,40,16,40,2.41,0.97,0.1,0.25,2,2,Matches
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0,0,,0,0,,,0,0,Matches
744,Brandon Domingues,fr FRA,MF,Troyes,fr Ligue 1,21,2000,2.6,1,4,2,50,1.56,0.78,0.25,0.5,0,0,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,0,1,0,0,0.26,0,0,,0,0,Matches
746,Mario Dominguez,es ESP,MF,Valencia,es La Liga,17,2004,0.3,0,0,0,,0,0,,,0,0,Matches
747,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,0,21,3,14.3,0.94,0.13,0,0,0,0,Matches
748,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2,0,2,1,50,1,0.5,0,0,0,0,Matches
749,Lee Dongjun,kr KOR,FW,Hertha BSC,de Bundesliga,24,1997,1.3,0,3,1,33.3,2.29,0.76,0,0,0,0,Matches
750,Anastasios Donis,gr GRE,"MF,FW",Reims,fr Ligue 1,24,1996,4.1,0,10,0,0,2.43,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
751,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,fr Ligue 1,22,1999,17,0,0,0,,0,0,,,0,0,Matches
752,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,1,12,1,8.3,0.46,0.04,0.08,1,0,0,Matches
753,Jodel Dossou,bj BEN,"MF,FW",Clermont Foot,fr Ligue 1,29,1992,22.3,3,52,17,32.7,2.33,0.76,0.06,0.18,0,0,Matches
754,Lohann Doucet,bf BFA,MF,Nantes,fr Ligue 1,18,2002,0.1,0,0,0,,0,0,,,0,0,Matches
755,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,2,34,11,32.4,1.21,0.39,0.06,0.18,0,0,Matches
756,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,1,31,11,35.5,0.95,0.34,0.03,0.09,0,0,Matches
757,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,20,2001,1.7,0,0,0,,0,0,,,0,0,Matches
758,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,,0,0,,,0,0,Matches
759,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,18,2003,3.9,2,5,2,40,1.28,0.51,0.4,1,0,0,Matches
760,Moussa Doumbia,ml MLI,MF,Reims,fr Ligue 1,26,1994,1,0,4,3,75,4.19,3.14,0,0,0,1,Matches
761,Souleyman Doumbia,ci CIV,"MF,DF",Angers,fr Ligue 1,24,1996,24.7,0,15,3,20,0.61,0.12,0,0,0,0,Matches
762,Kieran Dowell,eng ENG,MF,Norwich City,eng Premier League,23,1997,10.1,1,8,2,25,0.79,0.2,0.13,0.5,0,0,Matches
763,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,0,0,,0,0,,,0,0,Matches
764,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,0,3,0,0,0.44,0,0,,0,0,Matches
765,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,0,0,0,,0,0,,,0,0,Matches
766,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,19,2001,1.4,0,0,0,,0,0,,,0,0,Matches
767,Julian Draxler,de GER,"FW,MF",Paris Saint-Germain,fr Ligue 1,27,1993,6.1,2,9,3,33.3,1.48,0.49,0.22,0.67,0,0,Matches
768,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,0,0,0,,0,0,,,0,0,Matches
769,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,1,6,1,16.7,0.32,0.05,0.17,1,0,0,Matches
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,2,19,5,26.3,0.96,0.25,0.11,0.4,0,0,Matches
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,0,9,3,33.3,0.31,0.1,0,0,0,0,Matches
772,Leo Dubois,fr FRA,"DF,MF",Lyon,fr Ligue 1,26,1994,19.4,0,10,1,10,0.52,0.05,0,0,0,0,Matches
773,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,32,1989,26,0,0,0,,0,0,,,0,0,Matches
774,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,2,42,14,33.3,2.35,0.78,0.05,0.14,0,0,Matches
775,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,1995,12.6,2,16,5,31.3,1.27,0.4,0.13,0.4,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
776,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16,1,22,6,27.3,1.38,0.38,0.05,0.17,0,0,Matches
777,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1,0,1,0,0,1,0,0,,0,0,Matches
778,Denzel Dumfries,nl NED,MF,Inter,it Serie A,25,1996,22.5,5,37,18,48.6,1.64,0.8,0.14,0.28,0,0,Matches
779,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,29,1991,2.2,0,0,0,,0,0,,,0,0,Matches
780,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,2,11,3,27.3,0.51,0.14,0.18,0.67,0,0,Matches
