Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
33,Adrián,es ESP,GK,Real Betis,es La Liga,37,1987,19,0,0,0,,0,0,,,0,0,Matches
34,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26,1998,0,0,0,0,,0,0,,,0,0,Matches
35,Vasilije Adžić,me MNE,MF,Juventus,it Serie A,18,2006,0.5,0,1,1,100,2.14,2.14,0,0,0,0,Matches
36,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,27,1997,8,0,10,5,50,1.24,0.62,0,0,0,0,Matches
37,Dapo Afolayan,eng ENG,"FW,MF",St Pauli,de Bundesliga,26,1997,18.2,3,38,13,34.2,2.09,0.71,0.08,0.23,0,0,Matches
38,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27,1997,14,0,15,3,20,1.07,0.21,0,0,0,0,Matches
39,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27,1997,15.7,1,7,2,28.6,0.45,0.13,0.14,0.5,0,0,Matches
40,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,18,2005,0.1,0,1,0,0,15,0,0,,0,0,Matches
41,Jeremy Agbonifo,se SWE,FW,Lens,fr Ligue 1,18,2005,3.3,1,6,4,66.7,1.8,1.2,0.17,0.25,0,0,Matches
42,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,23,2000,13.4,0,0,0,,0,0,,,0,0,Matches
43,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,22,2002,23.5,1,10,2,20,0.43,0.09,0.1,0.5,0,0,Matches
44,Felix Agu,ng NGA,MF,Werder Bremen,de Bundesliga,24,1999,19.5,3,10,5,50,0.51,0.26,0.3,0.6,0,0,Matches
45,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28,1996,4.9,0,10,1,10,2.03,0.2,0,0,0,0,Matches
46,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,21,2002,0.1,0,0,0,,0,0,,,0,0,Matches
47,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28,1996,19.6,0,15,5,33.3,0.77,0.26,0,0,0,0,Matches
48,Ruben Aguilar,fr FRA,"MF,DF",Lens,fr Ligue 1,31,1993,12.5,1,11,3,27.3,0.88,0.24,0.09,0.33,0,0,Matches
49,Naouirou Ahamada,fr FRA,MF,Rennes,fr Ligue 1,22,2002,0.6,0,1,0,0,1.55,0,0,,0,0,Matches
50,Honest Ahanor,it ITA,"MF,DF",Genoa,it Serie A,16,2008,3,0,3,1,33.3,1,0.33,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Erik Ahlstrand,se SWE,MF,St Pauli,de Bundesliga,22,2001,0.5,0,0,0,,0,0,,,0,0,Matches
52,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30,1994,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,0,0,Matches
53,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28,1995,6.5,0,1,0,0,0.15,0,0,,0,0,Matches
54,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28,1995,0,0,0,0,,0,0,,,0,0,Matches
55,Ayman Aiki,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,2005,1.4,0,3,1,33.3,2.13,0.71,0,0,0,0,Matches
56,Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,27,1996,33.3,2,11,2,18.2,0.33,0.06,0.18,1,0,0,Matches
57,Rayan Aït-Nouri,dz ALG,"MF,DF",Wolves,eng Premier League,23,2001,34.5,4,36,13,36.1,1.04,0.38,0.11,0.31,0,0,Matches
58,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19,2004,0.1,0,0,0,,0,0,,,0,0,Matches
59,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26,1998,16,0,9,3,33.3,0.56,0.19,0,0,0,0,Matches
60,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30,1994,27.7,13,54,27,50,1.95,0.97,0.24,0.48,0,1,Matches
61,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,29,1995,22.4,0,15,2,13.3,0.67,0.09,0,0,0,0,Matches
62,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20,2003,5.6,0,2,0,0,0.36,0,0,,0,0,Matches
63,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29,1995,7.5,0,3,0,0,0.4,0,0,,0,0,Matches
64,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,20,2004,6.5,1,17,6,35.3,2.62,0.92,0.06,0.17,0,0,Matches
65,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26,1997,28,2,26,7,26.9,0.93,0.25,0.08,0.29,0,0,Matches
66,Maghnes Akliouche,fr FRA,MF,Monaco,fr Ligue 1,22,2002,26.7,5,61,18,29.5,2.28,0.67,0.07,0.22,1,1,Matches
67,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26,1997,0.2,0,0,0,,0,0,,,0,0,Matches
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22,2001,27.6,0,6,1,16.7,0.22,0.04,0,0,0,0,Matches
69,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31,1992,10.7,0,4,2,50,0.37,0.19,0,0,0,0,Matches
70,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,22,2002,0.5,0,0,0,,0,0,,,0,0,Matches
71,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29,1995,24.7,0,5,1,20,0.2,0.04,0,0,0,0,Matches
72,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28,1995,7.1,3,20,11,55,2.82,1.55,0.1,0.18,1,2,Matches
73,Al-Musrati,ly LBY,MF,Monaco,fr Ligue 1,28,1996,4.3,1,11,3,27.3,2.56,0.7,0.09,0.33,0,0,Matches
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32,1992,3.5,0,0,0,,0,0,,,0,0,Matches
75,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18,2006,1.8,0,1,0,0,0.56,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Andreas Albers,dk DEN,"FW,MF",St Pauli,de Bundesliga,34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1,0,0,Matches
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38,1985,13.2,0,2,0,0,0.15,0,0,,0,0,Matches
78,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21,2002,0.1,0,1,1,100,9,9,0,0,0,0,Matches
79,Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.3,0.08,0.18,0,0,Matches
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27,1996,33,1,38,10,26.3,1.15,0.3,0.03,0.1,0,0,Matches
81,Carles Aleñá,es ESP,MF,Getafe,es La Liga,26,1998,5,0,5,1,20,1,0.2,0,0,0,0,Matches
82,Carles Aleñá,es ESP,MF,Alavés,es La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0,0,0,0,Matches
83,Ben Alexander Voll,de GER,GK,St Pauli,de Bundesliga,23,2000,1,0,0,0,,0,0,,,0,0,Matches
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25,1998,26.3,3,45,8,17.8,1.71,0.3,0.07,0.38,0,0,Matches
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25,1999,15.2,5,45,21,46.7,2.95,1.38,0.11,0.24,0,0,Matches
86,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2004,18,3,37,15,40.5,2.05,0.83,0.08,0.2,0,0,Matches
87,Faride Alidou,de GER,FW,Hellas Verona,it Serie A,23,2001,0.8,0,1,0,0,1.27,0,0,,0,0,Matches
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31,1992,27.9,0,0,0,,0,0,,,0,0,Matches
89,Tadeo Allende,ar ARG,MF,Celta Vigo,es La Liga,25,1999,0,0,0,0,,0,0,,,0,0,Matches
90,Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,29,1995,19.4,1,35,10,28.6,1.8,0.51,0.03,0.1,0,0,Matches
91,Dele Alli,eng ENG,"FW,MF",Como,it Serie A,28,1996,0.1,0,0,0,,0,0,,,0,0,Matches
92,Thiago Almada,ar ARG,MF,Lyon,fr Ligue 1,23,2001,10.6,1,23,5,21.7,2.18,0.47,0.04,0.2,0,0,Matches
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24,2000,22,0,18,5,27.8,0.82,0.23,0,0,0,0,Matches
94,Iker Almena,es ESP,MF,Girona,es La Liga,20,2004,0.5,0,1,0,0,1.87,0,0,,0,0,Matches
95,Miguel Almirón,py PAR,FW,Newcastle United,eng Premier League,30,1994,1.7,0,6,2,33.3,3.44,1.15,0,0,0,0,Matches
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25,1999,12.4,1,26,10,38.5,2.1,0.81,0.04,0.1,0,0,Matches
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33,1990,29.4,3,34,13,38.2,1.16,0.44,0,0,3,3,Matches
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25,1998,8.4,0,3,1,33.3,0.36,0.12,0,0,0,0,Matches
99,Adrià Altimira,es ESP,"DF,MF",Leganés,es La Liga,23,2001,18.1,0,7,2,28.6,0.39,0.11,0,0,0,0,Matches
100,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,22,2001,21.9,0,21,4,19,0.96,0.18,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Olabade Aluko,,DF,Leicester City,eng Premier League,,,0,0,0,0,,0,0,,,0,0,Matches
102,Edson Álvarez,mx MEX,MF,West Ham United,eng Premier League,26,1997,19.7,0,12,1,8.3,0.61,0.05,0,0,0,0,Matches
103,Hugo Álvarez,es ESP,MF,Celta Vigo,es La Liga,21,2003,17.5,4,25,9,36,1.43,0.52,0.16,0.44,0,0,Matches
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,27.9,17,73,40,54.8,2.62,1.43,0.18,0.33,4,4,Matches
105,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29,1995,19.8,1,9,2,22.2,0.45,0.1,0.11,0.5,0,0,Matches
106,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22,2002,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
107,Will Alves,eng ENG,MF,Leicester City,eng Premier League,19,2005,0,0,0,0,,0,0,,,0,0,Matches
108,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27,1996,15.3,3,23,8,34.8,1.5,0.52,0.09,0.25,1,1,Matches
109,Harry Amass,eng ENG,MF,Manchester Utd,eng Premier League,17,2007,3.8,0,3,0,0,0.78,0,0,,0,0,Matches
110,Amath,sn SEN,"FW,MF",Valladolid,es La Liga,28,1996,4.2,0,5,1,20,1.2,0.24,0,0,0,0,Matches
111,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30,1994,8.8,0,8,3,37.5,0.91,0.34,0,0,0,0,Matches
112,Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,21,2003,1.1,0,1,0,0,0.94,0,0,,0,0,Matches
113,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26,1998,24.1,1,7,4,57.1,0.29,0.17,0.14,0.25,0,0,Matches
114,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28,1996,27.1,1,13,4,30.8,0.48,0.15,0.08,0.25,0,0,Matches
115,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27,1996,27.5,7,62,26,41.9,2.26,0.95,0.08,0.19,2,2,Matches
116,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,0.3,0,1,0,0,3.21,0,0,,0,0,Matches
117,Samuel Amo-Ameyaw,eng ENG,MF,Strasbourg,fr Ligue 1,18,2006,3.6,2,9,7,77.8,2.53,1.97,0.22,0.29,0,0,Matches
118,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18,2006,0.1,0,0,0,,0,0,,,0,0,Matches
119,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2006,9.5,0,7,1,14.3,0.73,0.1,0,0,0,0,Matches
120,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,24,2000,27.4,10,76,28,36.8,2.77,1.02,0.11,0.29,2,2,Matches
121,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27,1996,2,0,0,0,,0,0,,,0,0,Matches
122,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28,1996,1,0,1,1,100,1,1,0,0,0,0,Matches
123,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28,1996,28.7,0,19,5,26.3,0.66,0.17,0,0,0,0,Matches
124,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,21,2002,30.3,2,40,7,17.5,1.32,0.23,0.05,0.29,0,0,Matches
125,André,br BRA,MF,Wolves,eng Premier League,23,2001,27.5,0,10,1,10,0.36,0.04,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33,1990,29.9,0,16,4,25,0.53,0.13,0,0,0,0,Matches
127,Marcos André,br BRA,FW,Valladolid,es La Liga,27,1996,13.2,1,22,2,9.1,1.67,0.15,0.05,0.5,0,0,Matches
128,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1994,17.8,2,21,5,23.8,1.18,0.28,0.1,0.4,0,0,Matches
129,Angeliño,es ESP,"MF,DF",Roma,it Serie A,27,1997,35.3,2,24,6,25,0.68,0.17,0.08,0.33,0,0,Matches
130,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19,2005,0.1,0,0,0,,0,0,,,0,0,Matches
131,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22,2001,12.4,2,23,7,30.4,1.86,0.57,0.09,0.29,0,0,Matches
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,21.7,2,19,3,15.8,0.88,0.14,0.11,0.67,0,0,Matches
133,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,0.3,0,1,1,100,3.21,3.21,0,0,0,0,Matches
134,Kyllian Antonio,fr FRA,"MF,DF",Lens,fr Ligue 1,16,2008,1.5,0,1,0,0,0.65,0,0,,0,0,Matches
135,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,34,1990,9.3,1,19,4,21.1,2.05,0.43,0.05,0.25,0,0,Matches
136,Antoniu,es ESP,MF,Espanyol,es La Liga,21,2002,11.4,0,10,4,40,0.88,0.35,0,0,0,0,Matches
137,Antony,br BRA,"FW,MF",Manchester Utd,eng Premier League,24,2000,1.6,0,6,3,50,3.83,1.91,0,0,0,0,Matches
138,Antony,br BRA,MF,Real Betis,es La Liga,24,2000,15.1,5,43,17,39.5,2.84,1.12,0.12,0.29,0,0,Matches
139,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,19.1,2,11,6,54.5,0.58,0.31,0.18,0.33,0,0,Matches
140,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1992,23.6,0,5,2,40,0.21,0.08,0,0,0,0,Matches
141,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,2,0,1,0,0,0.51,0,0,,0,0,Matches
142,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,29.6,10,56,19,33.9,1.89,0.64,0.13,0.37,3,3,Matches
143,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,27.3,1,11,3,27.3,0.4,0.11,0.09,0.33,0,0,Matches
144,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,5.5,0,0,0,,0,0,,,0,0,Matches
145,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,8.4,1,4,2,50,0.48,0.24,0.25,0.5,0,0,Matches
146,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,16,2,29,11,37.9,1.81,0.69,0.07,0.18,0,1,Matches
147,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28,1996,22.7,0,3,0,0,0.13,0,0,,0,0,Matches
148,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,31,1993,25.1,0,0,0,,0,0,,,0,0,Matches
149,Adu Ares,es ESP,MF,Athletic Club,es La Liga,22,2001,0.2,0,0,0,,0,0,,,0,0,Matches
150,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25,1999,34.2,0,8,0,0,0.23,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,David Argüelles,es ESP,DF,Getafe,es La Liga,22,2002,0.1,0,0,0,,0,0,,,0,0,Matches
152,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28,1996,22.4,3,17,7,41.2,0.76,0.31,0.18,0.43,0,0,Matches
153,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27,1997,13.9,2,26,9,34.6,1.87,0.65,0.08,0.22,0,1,Matches
154,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17,2007,0.5,0,1,0,0,1.87,0,0,,0,0,Matches
155,José Arnaiz,es ESP,MF,Osasuna,es La Liga,29,1995,1.5,0,6,3,50,4.06,2.03,0,0,0,0,Matches
156,Marko Arnautović,at AUT,FW,Inter,it Serie A,35,1989,6.1,4,14,6,42.9,2.3,0.98,0.29,0.67,0,0,Matches
157,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,26.2,3,27,12,44.4,1.03,0.46,0.11,0.25,0,0,Matches
158,Jann-Fiete Arp,de GER,FW,Holstein Kiel,de Bundesliga,24,2000,7.9,2,22,11,50,2.78,1.39,0.05,0.09,1,2,Matches
159,Sergio Arribas,es ESP,DF,Real Betis,es La Liga,21,2003,1,0,0,0,,0,0,,,0,0,Matches
160,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,31,0,1,0,0,0.03,0,0,,0,0,Matches
161,Arthur,br BRA,"MF,DF",Leverkusen,de Bundesliga,21,2003,8.4,0,1,0,0,0.12,0,0,,0,0,Matches
162,Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,29,1994,11.7,2,28,8,28.6,2.39,0.68,0.07,0.25,0,0,Matches
163,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,18.6,0,3,1,33.3,0.16,0.05,0,0,0,0,Matches
164,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,8.3,3,24,11,45.8,2.91,1.33,0.13,0.27,0,2,Matches
165,Marco Asensio,es ESP,"FW,MF",Paris Saint-Germain,fr Ligue 1,28,1996,6.9,2,26,15,57.7,3.79,2.18,0.08,0.13,0,0,Matches
166,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,11,2,16,5,31.3,1.46,0.46,0,0,2,2,Matches
167,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,19.4,10,52,24,46.2,2.68,1.24,0.1,0.21,5,6,Matches
168,Yaser Asprilla,co COL,"MF,FW",Girona,es La Liga,20,2003,15.6,3,38,11,28.9,2.43,0.7,0.08,0.27,0,0,Matches
169,Lorenz Assignon,tg TOG,"MF,DF",Rennes,fr Ligue 1,24,2000,26.2,3,22,5,22.7,0.84,0.19,0.14,0.6,0,0,Matches
170,Dehmaine Assoumani,fr FRA,FW,Nantes,fr Ligue 1,19,2005,1.1,0,3,2,66.7,2.76,1.84,0,0,0,0,Matches
171,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18,2005,31.7,1,33,6,18.2,1.04,0.19,0.03,0.17,0,0,Matches
172,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,2003,13.9,0,26,7,26.9,1.87,0.5,0,0,0,0,Matches
173,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22,2002,25.6,0,0,0,,0,0,,,0,0,Matches
174,Emil Audero,id IDN,GK,Como,it Serie A,27,1997,8,0,0,0,,0,0,,,0,0,Matches
175,Tommaso Augello,it ITA,"MF,DF",Cagliari,it Serie A,29,1994,30.1,0,8,0,0,0.27,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Carlos Augusto,br BRA,"DF,MF",Inter,it Serie A,25,1999,18.8,3,24,7,29.2,1.28,0.37,0.13,0.43,0,0,Matches
177,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23,2000,18.3,3,21,5,23.8,1.15,0.27,0.14,0.6,0,0,Matches
178,Brandon Austin,eng ENG,GK,Tottenham Hotspur,eng Premier League,25,1999,1,0,0,0,,0,0,,,0,0,Matches
179,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,es La Liga,30,1994,7.5,2,20,10,50,2.66,1.33,0.1,0.2,0,0,Matches
180,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,26,1997,4.6,1,10,4,40,2.16,0.87,0.1,0.25,0,0,Matches
181,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20,2003,21.8,2,28,8,28.6,1.28,0.37,0.07,0.25,0,0,Matches
182,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,1997,6.4,2,12,4,33.3,1.88,0.63,0.17,0.5,0,0,Matches
183,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,1989,16.1,4,22,9,40.9,1.36,0.56,0.18,0.44,0,0,Matches
184,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,0.2,0,1,0,0,4.29,0,0,,0,0,Matches
185,Jordan Ayew,gh GHA,MF,Leicester City,eng Premier League,32,1991,18.2,5,32,10,31.3,1.76,0.55,0.13,0.4,1,1,Matches
186,Neil El Aynaoui,ma MAR,MF,Lens,fr Ligue 1,23,2001,17.6,8,19,10,52.6,1.08,0.57,0.26,0.5,3,3,Matches
