Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
719,Férébory Doré,cg CGO,FW,Angers,fr Ligue 1,27,1989,2,0,6,2,33.3,3,1,0,0,0,0,Matches
720,Dória,br BRA,DF,Marseille,fr Ligue 1,21,1994,15.2,1,8,2,25,0.52,0.13,0.13,0.5,0,0,Matches
721,Jonathan dos Santos,mx MEX,MF,Villarreal,es La Liga,26,1990,24.6,2,41,7,17.1,1.67,0.28,0.05,0.29,0,0,Matches
722,Mauro dos Santos,ar ARG,DF,Eibar,es La Liga,27,1989,8.5,0,3,0,0,0.35,0,0,,0,0,Matches
723,Bas Dost,nl NED,FW,Wolfsburg,de Bundesliga,27,1989,0.9,0,0,0,,0,0,,,0,0,Matches
724,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,23,1993,15.1,1,23,9,39.1,1.52,0.6,0.04,0.11,0,0,Matches
725,Douglas,br BRA,"DF,MF",Sporting Gijón,es La Liga,25,1990,19.1,3,15,5,33.3,0.79,0.26,0.2,0.6,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
726,Cheick Doukouré,ci CIV,MF,Metz,fr Ligue 1,23,1992,25.1,0,35,5,14.3,1.4,0.2,0,0,0,0,Matches
727,Tongo Doumbia,ml MLI,MF,Toulouse,fr Ligue 1,26,1989,5.3,0,2,1,50,0.38,0.19,0,0,0,0,Matches
728,Stewart Downing,eng ENG,"MF,FW",Middlesbrough,eng Premier League,32,1984,24.6,1,29,5,17.2,1.18,0.2,0.03,0.2,0,0,Matches
729,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,25,1991,14,0,6,2,33.3,0.43,0.14,0,0,0,0,Matches
730,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,18,1997,1,0,0,0,,0,0,,,0,0,Matches
731,Boukary Dramé,sn SEN,"MF,DF",Atalanta,it Serie A,31,1985,7.1,0,5,2,40,0.71,0.28,0,0,0,0,Matches
732,Julian Draxler,de GER,"MF,FW",Wolfsburg,de Bundesliga,22,1993,11.7,0,29,14,48.3,2.49,1.2,0,0,0,0,Matches
733,Julian Draxler,de GER,FW,Paris Saint-Germain,fr Ligue 1,22,1993,11.2,4,24,11,45.8,2.13,0.98,0.17,0.36,0,0,Matches
734,Matthieu Dreyer,fr FRA,GK,Caen,fr Ligue 1,27,1989,2,0,0,0,,0,0,,,0,0,Matches
735,Danny Drinkwater,eng ENG,MF,Leicester City,eng Premier League,26,1990,27.4,1,31,3,9.7,1.13,0.11,0.03,0.33,0,0,Matches
736,Josip Drmić,ch SUI,FW,Gladbach,de Bundesliga,23,1992,3.1,0,10,2,20,3.19,0.64,0,0,0,0,Matches
737,Jaroslav Drobný,cz CZE,GK,Werder Bremen,de Bundesliga,36,1979,9.4,0,0,0,,0,0,,,0,0,Matches
738,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,27,1989,12.5,0,6,0,0,0.48,0,0,,0,0,Matches
739,Rubén Duarte,es ESP,DF,Espanyol,es La Liga,20,1995,1.1,0,0,0,,0,0,,,0,0,Matches
740,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,21,1994,34.8,0,27,6,22.2,0.78,0.17,0,0,0,0,Matches
741,Duda,pt POR,MF,Málaga,es La Liga,36,1980,4.3,1,6,1,16.7,1.39,0.23,0.17,1,0,0,Matches
742,Ondrej Duda,sk SVK,"FW,MF",Hertha BSC,de Bundesliga,21,1994,0.8,0,0,0,,0,0,,,0,0,Matches
743,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,23,1993,14.8,1,19,7,36.8,1.28,0.47,0.05,0.14,0,0,Matches
744,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,23,1993,16,0,0,0,,0,0,,,0,0,Matches
745,Erik Durm,de GER,"MF,DF",Dortmund,de Bundesliga,24,1992,10.8,0,10,3,30,0.92,0.28,0,0,0,0,Matches
746,Jimmy Durmaz,se SWE,MF,Toulouse,fr Ligue 1,27,1989,16.9,2,30,8,26.7,1.78,0.47,0.07,0.25,0,0,Matches
747,Riza Durmisi,dk DEN,DF,Real Betis,es La Liga,22,1994,26.5,1,22,4,18.2,0.83,0.15,0.05,0.25,0,0,Matches
748,Noë Dussenne,be BEL,DF,Crotone,it Serie A,24,1992,5.2,0,3,1,33.3,0.58,0.19,0,0,0,0,Matches
749,Paulo Dybala,ar ARG,"MF,FW",Juventus,it Serie A,22,1993,23.8,11,89,31,34.8,3.74,1.3,0.09,0.26,3,3,Matches
750,Nathan Dyer,eng ENG,"MF,FW",Swansea City,eng Premier League,28,1987,2.4,0,3,1,33.3,1.26,0.42,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
751,Edin Džeko,ba BIH,FW,Roma,it Serie A,30,1986,33.9,29,177,80,45.2,5.23,2.36,0.16,0.35,1,3,Matches
752,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,30,1986,28.7,8,63,31,49.2,2.2,1.08,0.13,0.26,0,0,Matches
753,Elderson Echiéjilé,ng NGA,DF,Sporting Gijón,es La Liga,28,1988,2.2,1,2,1,50,0.91,0.45,0.5,1,0,0,Matches
754,Edenílson,br BRA,"MF,FW",Genoa,it Serie A,26,1989,10,0,3,0,0,0.3,0,0,,0,0,Matches
755,Éder,pt POR,FW,Lille,fr Ligue 1,28,1987,27.4,6,67,21,31.3,2.44,0.77,0.07,0.24,1,2,Matches
756,Éder,it ITA,"FW,MF",Inter,it Serie A,29,1986,16.5,8,54,23,42.6,3.28,1.4,0.15,0.35,0,0,Matches
757,Odsonne Édouard,fr FRA,"FW,MF",Toulouse,fr Ligue 1,18,1998,6.4,1,11,4,36.4,1.73,0.63,0.09,0.25,0,0,Matches
758,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,19,1996,9.9,1,2,1,50,0.2,0.1,0.5,1,0,0,Matches
759,Ovie Ejaria,eng ENG,MF,Liverpool,eng Premier League,18,1997,0.1,0,0,0,,0,0,,,0,0,Matches
760,Albin Ekdal,se SWE,"MF,DF",Hamburger SV,de Bundesliga,27,1989,13.9,1,6,2,33.3,0.43,0.14,0.17,0.5,0,0,Matches
761,Omar Elabdellaoui,no NOR,"DF,MF",Hull City,eng Premier League,24,1991,6.8,0,0,0,,0,0,,,0,0,Matches
762,Andrew Eleftheriou,eng ENG,DF,Watford,eng Premier League,18,1997,0.6,0,0,0,,0,0,,,0,0,Matches
763,Ahmed Elmohamady,eg EGY,"DF,MF",Hull City,eng Premier League,28,1987,28,0,9,2,22.2,0.32,0.07,0,0,0,0,Matches
764,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,24,1992,7.7,0,15,2,13.3,1.95,0.26,0,0,0,0,Matches
765,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,22,1994,5.1,0,4,0,0,0.78,0,0,,0,0,Matches
766,Gorka Elustondo,es ESP,DF,Athletic Club,es La Liga,29,1987,1.2,0,1,1,100,0.85,0.85,0,0,0,0,Matches
767,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,19,1996,23.4,0,5,1,20,0.21,0.04,0,0,0,0,Matches
768,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,22,1993,8.8,1,8,1,12.5,0.91,0.11,0.13,1,0,0,Matches
769,Breel Embolo,ch SUI,"FW,MF",Schalke 04,de Bundesliga,19,1997,3.8,2,8,4,50,2.11,1.06,0.25,0.5,0,0,Matches
770,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,19,1997,3.7,1,15,7,46.7,4.02,1.87,0.07,0.14,0,0,Matches
771,Sergi Enrich,es ESP,FW,Eibar,es La Liga,26,1990,31.4,11,64,26,40.6,2.04,0.83,0.17,0.42,0,0,Matches
772,Juanan Entrena,es ESP,MF,Granada,es La Liga,20,1996,1.1,0,6,2,33.3,5.24,1.75,0,0,0,0,Matches
773,Vincent Enyeama,ng NGA,GK,Lille,fr Ligue 1,33,1982,31.7,0,0,0,,0,0,,,0,0,Matches
774,Mirko Eramo,it ITA,MF,Sampdoria,it Serie A,27,1989,0.1,0,1,0,0,18,0,0,,0,0,Matches
775,Kermit Erasmus,za RSA,FW,Rennes,fr Ligue 1,26,1990,1.9,0,4,0,0,2.13,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
776,Javier Eraso,es ESP,MF,Athletic Club,es La Liga,26,1990,4.2,0,5,0,0,1.19,0,0,,0,0,Matches
777,Mevlüt Erdinç,tr TUR,FW,Metz,fr Ligue 1,29,1987,15.6,6,46,14,30.4,2.95,0.9,0.07,0.21,3,4,Matches
778,Christian Eriksen,dk DEN,MF,Tottenham Hotspur,eng Premier League,24,1992,35.1,8,133,45,33.8,3.79,1.28,0.06,0.18,0,0,Matches
779,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,23,1993,22.4,2,24,6,25,1.07,0.27,0.08,0.33,0,0,Matches
780,Sergio Escudero,es ESP,"DF,MF",Sevilla,es La Liga,26,1989,25.4,0,33,11,33.3,1.3,0.43,0,0,0,0,Matches
781,Bernardo Espinosa,co COL,DF,Middlesbrough,eng Premier League,27,1989,10.8,0,2,1,50,0.18,0.09,0,0,0,0,Matches
782,Cristian Espinoza,ar ARG,MF,Alavés,es La Liga,21,1995,1.8,0,2,1,50,1.1,0.55,0,0,0,0,Matches
783,Michael Esser,de GER,GK,Darmstadt 98,de Bundesliga,28,1987,27.6,0,1,0,0,0.04,0,0,,0,0,Matches
784,Alexander Esswein,de GER,MF,Hertha BSC,de Bundesliga,26,1990,14.7,2,27,10,37,1.84,0.68,0.07,0.2,0,0,Matches
785,Pervis Estupiñán,ec ECU,DF,Granada,es La Liga,18,1998,2,0,1,1,100,0.5,0.5,0,0,0,0,Matches
786,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,29,1987,26.7,1,35,11,31.4,1.31,0.41,0.03,0.09,0,0,Matches
787,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,28,1987,7.9,0,3,1,33.3,0.38,0.13,0,0,0,0,Matches
788,Lucas Evangelista,br BRA,MF,Udinese,it Serie A,21,1995,2.3,0,3,0,0,1.3,0,0,,0,0,Matches
789,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,28,1988,29.3,2,9,5,55.6,0.31,0.17,0.22,0.4,0,0,Matches
790,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,35,1981,9.6,1,4,2,50,0.41,0.21,0.25,0.5,0,0,Matches
791,Patrice Evra,fr FRA,"DF,MF",Juventus,it Serie A,35,1981,2.8,0,1,1,100,0.36,0.36,0,0,0,0,Matches
792,Ewandro,br BRA,"FW,MF",Udinese,it Serie A,20,1996,0.7,0,1,0,0,1.48,0,0,,0,0,Matches
793,Edu Expósito,es ESP,MF,Dep La Coruña,es La Liga,19,1996,0.5,0,1,0,0,2.05,0,0,,0,0,Matches
794,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,20,1996,1.8,0,1,1,100,0.54,0.54,0,0,0,0,Matches
795,Valentin Eysseric,fr FRA,"FW,MF",Nice,fr Ligue 1,24,1992,23.1,4,41,12,29.3,1.78,0.52,0.1,0.33,0,0,Matches
796,Marco Fabián,mx MEX,"MF,FW",Eintracht Frankfurt,de Bundesliga,27,1989,22.8,7,63,21,33.3,2.76,0.92,0.1,0.29,1,2,Matches
797,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,31,1985,37,0,0,0,,0,0,,,0,0,Matches
798,Fabinho,br BRA,MF,Monaco,fr Ligue 1,22,1993,34.1,9,31,19,61.3,0.91,0.56,0.06,0.11,7,7,Matches
799,Fábio,br BRA,DF,Middlesbrough,eng Premier League,26,1990,20.5,0,5,2,40,0.24,0.1,0,0,0,0,Matches
800,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,29,1987,14.9,5,26,9,34.6,1.75,0.6,0.19,0.56,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
801,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,27,1988,34,0,1,0,0,0.03,0,0,,0,0,Matches
802,Fayçal Fajr,ma MAR,MF,Dep La Coruña,es La Liga,27,1988,13.4,0,20,8,40,1.49,0.6,0,0,0,1,Matches
803,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,30,1986,21.4,21,80,38,47.5,3.74,1.77,0.21,0.45,4,4,Matches
804,Diego Falcinelli,it ITA,FW,Crotone,it Serie A,25,1991,34.7,13,99,33,33.3,2.85,0.95,0.11,0.33,2,2,Matches
805,Diego Falcinelli,it ITA,"FW,MF",Sassuolo,it Serie A,25,1991,0.2,0,0,0,,0,0,,,0,0,Matches
806,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,24,1992,34.3,3,23,8,34.8,0.67,0.23,0.13,0.38,0,0,Matches
807,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,26,1990,28,12,65,24,36.9,2.33,0.86,0.15,0.42,2,2,Matches
808,Rod Fanni,fr FRA,DF,Marseille,fr Ligue 1,34,1981,26.6,1,3,1,33.3,0.11,0.04,0.33,1,0,0,Matches
809,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,23,1993,3.9,0,4,1,25,1.04,0.26,0,0,0,0,Matches
810,Davide Faraoni,it ITA,DF,Udinese,it Serie A,24,1991,3.7,0,4,0,0,1.09,0,0,,0,0,Matches
811,Diego Farias,br BRA,"MF,FW",Cagliari,it Serie A,26,1990,13,7,34,16,47.1,2.62,1.23,0.15,0.31,2,2,Matches
812,Federico Fazio,ar ARG,DF,Roma,it Serie A,29,1987,34.6,2,22,5,22.7,0.64,0.14,0.09,0.4,0,0,Matches
813,Nicolò Fazzi,it ITA,"DF,MF",Crotone,it Serie A,21,1995,0.1,0,0,0,,0,0,,,0,0,Matches
814,Zouhair Feddal,ma MAR,DF,Alavés,es La Liga,27,1989,24.9,2,10,4,40,0.4,0.16,0.2,0.5,0,0,Matches
815,Adam Federici,au AUS,GK,Bournemouth,eng Premier League,31,1985,2,0,0,0,,0,0,,,0,0,Matches
816,Artem Fedetskyi,ua UKR,DF,Darmstadt 98,de Bundesliga,31,1985,12.3,0,4,0,0,0.32,0,0,,0,0,Matches
817,Sofiane Feghouli,dz ALG,"MF,FW",West Ham United,eng Premier League,26,1989,11.6,3,20,7,35,1.73,0.61,0.15,0.43,0,0,Matches
818,Nabil Fekir,fr FRA,"MF,FW",Lyon,fr Ligue 1,23,1993,24.5,9,71,30,42.3,2.89,1.22,0.1,0.23,2,2,Matches
819,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,28,1987,17.8,1,23,7,30.4,1.29,0.39,0.04,0.14,0,0,Matches
820,Kiko Femenía,es ESP,DF,Alavés,es La Liga,25,1991,27.8,0,5,1,20,0.18,0.04,0,0,0,0,Matches
821,Leroy Fer,nl NED,MF,Swansea City,eng Premier League,26,1990,26.7,6,36,11,30.6,1.35,0.41,0.17,0.55,0,0,Matches
822,Julien Féret,fr FRA,MF,Caen,fr Ligue 1,34,1982,34.6,2,25,6,24,0.72,0.17,0.08,0.33,0,0,Matches
823,Bruno Fernandes,pt POR,MF,Sampdoria,it Serie A,21,1994,19,5,60,19,31.7,3.15,1,0.08,0.26,0,0,Matches
824,Edimilson Fernandes,ch SUI,MF,West Ham United,eng Premier League,20,1996,11.1,0,20,4,20,1.8,0.36,0,0,0,0,Matches
825,Gelson Fernandes,ch SUI,MF,Rennes,fr Ligue 1,29,1986,20.4,0,3,1,33.3,0.15,0.05,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
826,Álvaro Fernández,es ESP,GK,Osasuna,es La Liga,18,1998,0.5,0,0,0,,0,0,,,0,0,Matches
827,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,29,1986,14.6,0,0,0,,0,0,,,0,0,Matches
828,Augusto Fernández,ar ARG,MF,Atlético Madrid,es La Liga,30,1986,1.6,0,0,0,,0,0,,,0,0,Matches
829,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,20,1996,1,1,3,2,66.7,3.03,2.02,0.33,0.5,0,0,Matches
830,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,27,1989,27,0,15,2,13.3,0.56,0.07,0,0,0,0,Matches
831,Mario Fernández,es ESP,GK,Osasuna,es La Liga,28,1988,6.5,0,0,0,,0,0,,,0,0,Matches
832,Matías Fernández,cl CHI,MF,Milan,it Serie A,30,1986,7.2,1,8,2,25,1.1,0.28,0.13,0.5,0,0,Matches
833,Pablo Fernández,es ESP,MF,Sporting Gijón,es La Liga,19,1996,0.2,0,1,0,0,4.09,0,0,,0,0,Matches
834,Fernandinho,br BRA,"MF,DF",Manchester City,eng Premier League,31,1985,30.6,2,36,11,30.6,1.18,0.36,0.06,0.18,0,0,Matches
835,Fernando,br BRA,"MF,DF",Manchester City,eng Premier League,29,1987,6.3,0,2,0,0,0.32,0,0,,0,0,Matches
836,Alex Ferrari,it ITA,DF,Bologna,it Serie A,22,1994,1,0,0,0,,0,0,,,0,0,Matches
837,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,24,1992,11.7,1,12,3,25,1.03,0.26,0.08,0.33,0,0,Matches
838,Marco Festa,it ITA,GK,Crotone,it Serie A,24,1992,2,0,0,0,,0,0,,,0,0,Matches
839,Markus Feulner,de GER,MF,Augsburg,de Bundesliga,34,1982,0.2,0,0,0,,0,0,,,0,0,Matches
840,Riccardo Fiamozzi,it ITA,MF,Genoa,it Serie A,23,1993,1.2,0,1,0,0,0.84,0,0,,0,0,Matches
841,Sam Field,eng ENG,MF,West Brom,eng Premier League,18,1998,3.1,0,1,0,0,0.33,0,0,,0,0,Matches
842,Afonso Figueiredo,pt POR,DF,Rennes,fr Ligue 1,23,1993,2.9,0,0,0,,0,0,,,0,0,Matches
843,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,27,1989,12.5,3,22,10,45.5,1.76,0.8,0.14,0.3,0,0,Matches
844,Vincenzo Fiorillo,it ITA,GK,Pescara,it Serie A,26,1990,9,0,0,0,,0,0,,,0,0,Matches
845,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,24,1991,34,11,101,45,44.6,2.97,1.32,0.11,0.24,0,0,Matches
846,Viktor Fischer,dk DEN,"FW,MF",Middlesbrough,eng Premier League,22,1994,4.9,0,12,2,16.7,2.47,0.41,0,0,0,0,Matches
847,Mathieu Flamini,fr FRA,MF,Crystal Palace,eng Premier League,32,1984,3,0,1,1,100,0.33,0.33,0,0,0,0,Matches
848,Jon Flanagan,eng ENG,DF,Burnley,eng Premier League,23,1993,4,0,0,0,,0,0,,,0,0,Matches
849,Javier Flaño,es ESP,DF,Osasuna,es La Liga,31,1984,1.5,0,1,0,0,0.69,0,0,,0,0,Matches
850,Miguel Flaño,es ESP,DF,Osasuna,es La Liga,31,1984,11.5,1,6,2,33.3,0.52,0.17,0.17,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
851,Ashley Fletcher,eng ENG,FW,West Ham United,eng Premier League,20,1995,4.1,0,9,5,55.6,2.21,1.23,0,0,0,0,Matches
852,Darren Fletcher,sct SCO,MF,West Brom,eng Premier League,32,1984,35.9,2,20,7,35,0.56,0.19,0.1,0.29,0,0,Matches
853,Sergio Floccari,it ITA,FW,Bologna,it Serie A,34,1981,2.7,0,2,1,50,0.75,0.37,0,0,0,0,Matches
854,Alessandro Florenzi,it ITA,"DF,MF",Roma,it Serie A,25,1991,8.3,0,13,2,15.4,1.57,0.24,0,0,0,0,Matches
855,Antonio Floro Flores,it ITA,FW,Chievo,it Serie A,33,1983,6.1,0,22,5,22.7,3.58,0.81,0,0,0,0,Matches
856,Moryké Fofana,ci CIV,MF,Lorient,fr Ligue 1,24,1991,3.9,0,2,0,0,0.51,0,0,,0,0,Matches
857,Seko Fofana,ci CIV,MF,Udinese,it Serie A,21,1995,20.2,5,26,14,53.8,1.29,0.69,0.19,0.36,0,0,Matches
858,Jonas Föhrenbach,de GER,DF,Freiburg,de Bundesliga,20,1996,1.1,0,0,0,,0,0,,,0,0,Matches
859,Michael Folivi,eng ENG,FW,Watford,eng Premier League,18,1998,0.1,0,0,0,,0,0,,,0,0,Matches
860,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,26,1989,16.2,1,3,1,33.3,0.18,0.06,0.33,1,0,0,Matches
861,José Fonte,pt POR,DF,Southampton,eng Premier League,32,1983,17,0,10,1,10,0.59,0.06,0,0,0,0,Matches
862,José Fonte,pt POR,DF,West Ham United,eng Premier League,32,1983,15.6,0,6,2,33.3,0.38,0.13,0,0,0,0,Matches
863,Pablo Fornals,es ESP,MF,Málaga,es La Liga,20,1996,29.6,6,41,10,24.4,1.38,0.34,0.15,0.6,0,0,Matches
864,Michele Fornasier,it ITA,DF,Pescara,it Serie A,22,1993,18,0,1,0,0,0.06,0,0,,0,0,Matches
865,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,24,1991,26,8,49,19,38.8,1.89,0.73,0.14,0.37,1,2,Matches
866,Adam Forshaw,eng ENG,MF,Middlesbrough,eng Premier League,24,1991,29.9,0,28,6,21.4,0.94,0.2,0,0,0,0,Matches
867,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,28,1988,38,0,0,0,,0,0,,,0,0,Matches
868,Ben Foster,eng ENG,GK,West Brom,eng Premier League,33,1983,38,0,1,0,0,0.03,0,0,,0,0,Matches
869,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,18,1998,1.1,0,1,0,0,0.93,0,0,,0,0,Matches
870,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,23,1993,20.8,0,3,0,0,0.14,0,0,,0,0,Matches
871,Raphael Framberger,de GER,"MF,DF",Augsburg,de Bundesliga,20,1995,1.6,0,0,0,,0,0,,,0,0,Matches
872,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,31,1985,32.7,0,7,0,0,0.21,0,0,,0,0,Matches
873,Mike Frantz,de GER,MF,Freiburg,de Bundesliga,29,1986,27.7,0,24,5,20.8,0.87,0.18,0,0,0,0,Matches
874,Ryan Fraser,sct SCO,MF,Bournemouth,eng Premier League,22,1994,19.6,3,24,12,50,1.22,0.61,0.13,0.25,0,0,Matches
875,Fabian Frei,ch SUI,MF,Mainz 05,de Bundesliga,27,1989,18.5,0,16,4,25,0.86,0.22,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
876,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,24,1992,29,5,35,12,34.3,1.21,0.41,0.14,0.42,0,0,Matches
877,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,32,1984,13.1,0,2,0,0,0.15,0,0,,0,0,Matches
878,George Friend,eng ENG,DF,Middlesbrough,eng Premier League,28,1987,21.8,0,15,1,6.7,0.69,0.05,0,0,0,0,Matches
879,Clemens Fritz,de GER,MF,Werder Bremen,de Bundesliga,35,1980,14.3,0,6,0,0,0.42,0,0,,0,0,Matches
880,Lukas Fröde,de GER,"DF,MF",Werder Bremen,de Bundesliga,21,1995,0.2,0,0,0,,0,0,,,0,0,Matches
881,Zeki Fryers,eng ENG,DF,Crystal Palace,eng Premier League,23,1992,2.1,0,0,0,,0,0,,,0,0,Matches
882,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,30,1986,34.5,2,21,6,28.6,0.61,0.17,0.1,0.33,0,0,Matches
883,Javi Fuego,es ESP,MF,Espanyol,es La Liga,32,1984,28.5,1,10,3,30,0.35,0.11,0.1,0.33,0,0,Matches
884,Andrea Fulignati,it ITA,GK,Palermo,it Serie A,21,1994,9,0,0,0,,0,0,,,0,0,Matches
885,Jay Fulton,sct SCO,MF,Swansea City,eng Premier League,22,1994,7.7,0,3,0,0,0.39,0,0,,0,0,Matches
886,Ramiro Funes Mori,ar ARG,DF,Everton,eng Premier League,25,1991,17.1,0,12,2,16.7,0.7,0.12,0,0,0,0,Matches
887,Manolo Gabbiadini,it ITA,FW,Southampton,eng Premier League,24,1991,8,4,29,11,37.9,3.6,1.37,0.14,0.36,0,1,Matches
888,Manolo Gabbiadini,it ITA,FW,Napoli,it Serie A,24,1991,5.7,3,24,14,58.3,4.19,2.45,0.08,0.14,1,1,Matches
889,Gabi,es ESP,MF,Atlético Madrid,es La Liga,33,1983,32.1,0,25,5,20,0.78,0.16,0,0,0,1,Matches
890,Gabriel,br BRA,GK,Cagliari,it Serie A,23,1992,3,0,0,0,,0,0,,,0,0,Matches
891,Gabriel,br BRA,"MF,FW",Leganés,es La Liga,22,1993,30.5,5,56,18,32.1,1.84,0.59,0.09,0.28,0,0,Matches
892,Mijat Gaćinović,rs SRB,"MF,FW",Eintracht Frankfurt,de Bundesliga,21,1995,24.8,2,28,8,28.6,1.13,0.32,0.07,0.25,0,0,Matches
893,Roberto Gagliardini,it ITA,MF,Atalanta,it Serie A,22,1994,8.6,0,19,5,26.3,2.2,0.58,0,0,0,0,Matches
894,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,22,1994,17.5,2,24,9,37.5,1.37,0.51,0.08,0.22,0,0,Matches
895,Nicolás Gaitán,ar ARG,MF,Atlético Madrid,es La Liga,28,1988,11.4,3,10,7,70,0.88,0.61,0.3,0.43,0,0,Matches
896,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,20,1996,12.6,0,3,0,0,0.24,0,0,,0,0,Matches
897,Serge Gakpé,tg TOG,FW,Genoa,it Serie A,29,1987,3.5,1,8,2,25,2.32,0.58,0.13,0.5,0,0,Matches
898,Serge Gakpé,tg TOG,FW,Chievo,it Serie A,29,1987,2.8,0,11,1,9.1,3.87,0.35,0,0,0,0,Matches
899,Brendan Galloway,zw ZIM,DF,West Brom,eng Premier League,20,1996,2.7,0,2,0,0,0.73,0,0,,0,0,Matches
900,Álex Gálvez,es ESP,DF,Eibar,es La Liga,27,1989,14.8,0,5,2,40,0.34,0.14,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
901,Bruno Gama,pt POR,MF,Dep La Coruña,es La Liga,28,1987,16,0,27,7,25.9,1.69,0.44,0,0,0,0,Matches
902,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,34,1981,18.5,1,7,3,42.9,0.38,0.16,0.14,0.33,0,0,Matches
903,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,29,1987,19,12,50,23,46,2.64,1.21,0.22,0.48,1,1,Matches
904,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,26,1989,29.8,1,25,6,24,0.84,0.2,0.04,0.17,0,0,Matches
905,Ganso,br BRA,MF,Sevilla,es La Liga,26,1989,5.4,2,11,6,54.5,2.04,1.11,0.18,0.33,0,0,Matches
