Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
36,Nayef Aguerd,ma MAR,DF,West Ham United,eng Premier League,27,1996,20.6,1,14,4,28.6,0.68,0.19,0.07,0.25,0,0,Matches
37,Ruben Aguilar,fr FRA,"MF,DF",Lens,fr Ligue 1,30,1993,21.4,1,12,4,33.3,0.56,0.19,0.08,0.25,0,0,Matches
38,Brandon Aguilera,cr CRC,MF,Nottingham Forest,eng Premier League,20,2003,0.1,0,0,0,,0,0,,,0,0,Matches
39,Naouirou Ahamada,fr FRA,MF,Crystal Palace,eng Premier League,21,2002,3.9,0,9,2,22.2,2.32,0.52,0,0,0,0,Matches
40,Anel Ahmedhodžić,ba BIH,DF,Sheffield United,eng Premier League,24,1999,29.4,2,19,5,26.3,0.65,0.17,0.11,0.4,0,0,Matches
41,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27,1995,4.5,0,3,0,0,0.66,0,0,,0,0,Matches
42,Ola Aina,ng NGA,"DF,MF",Nottingham Forest,eng Premier League,26,1996,18.8,1,11,1,9.1,0.59,0.05,0.09,1,0,0,Matches
43,Rayan Aït-Nouri,dz ALG,"MF,DF",Wolves,eng Premier League,22,2001,25.9,2,23,7,30.4,0.89,0.27,0.09,0.29,0,0,Matches
44,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25,1998,10,2,11,3,27.3,1.1,0.3,0.18,0.67,0,0,Matches
45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25,1998,20.4,2,12,4,33.3,0.59,0.2,0.17,0.5,0,0,Matches
46,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29,1994,15.1,2,30,11,36.7,1.99,0.73,0.07,0.18,0,2,Matches
47,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28,1995,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,0,0,Matches
48,Marley Aké,fr FRA,"FW,MF",Udinese,it Serie A,22,2001,0.1,0,0,0,,0,0,,,0,0,Matches
49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28,1995,22.7,2,20,5,25,0.88,0.22,0.1,0.4,0,0,Matches
50,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,19,2004,16.8,2,30,7,23.3,1.79,0.42,0.07,0.29,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Sergio Akieme,es ESP,"DF,MF",Almería,es La Liga,25,1997,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,0,0,Matches
52,Sergio Akieme,es ESP,"DF,MF",Reims,fr Ligue 1,25,1997,9.1,2,11,2,18.2,1.21,0.22,0.18,1,0,0,Matches
53,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,18,2004,0.2,0,0,0,,0,0,,,0,0,Matches
54,Maghnes Akliouche,fr FRA,MF,Monaco,fr Ligue 1,21,2002,17.9,7,35,21,60,1.95,1.17,0.2,0.33,0,0,Matches
55,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,25,1997,3.4,0,2,0,0,0.59,0,0,,0,0,Matches
56,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,25,1997,0.3,0,0,0,,0,0,,,0,0,Matches
57,Jean-Daniel Akpa-Akpro,ci CIV,"MF,DF",Monza,it Serie A,30,1992,7.8,0,7,3,42.9,0.89,0.38,0,0,0,0,Matches
58,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21,2002,0.6,0,0,0,,0,0,,,0,0,Matches
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28,1995,12.2,0,2,0,0,0.16,0,0,,0,0,Matches
60,David Alaba,at AUT,DF,Real Madrid,es La Liga,31,1992,12.8,0,14,4,28.6,1.09,0.31,0,0,0,0,Matches
61,Luis Alberto,es ESP,MF,Lazio,it Serie A,30,1992,25.7,5,56,15,26.8,2.18,0.58,0.09,0.33,0,0,Matches
62,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37,1985,22.6,0,6,1,16.7,0.27,0.04,0,0,0,0,Matches
63,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32,1991,0.1,0,0,0,,0,0,,,0,0,Matches
64,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20,2002,4.2,0,11,2,18.2,2.61,0.47,0,0,0,0,Matches
65,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32,1991,34.8,3,48,12,25,1.38,0.34,0.02,0.08,2,2,Matches
66,Omar Alderete,py PAR,DF,Getafe,es La Liga,26,1996,24.4,0,24,5,20.8,0.98,0.21,0,0,0,0,Matches
67,Iván Alejo,es ESP,MF,Cádiz,es La Liga,28,1995,18.8,0,11,2,18.2,0.59,0.11,0,0,0,0,Matches
68,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25,1998,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,0,0,Matches
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24,1998,23.9,3,47,8,17,1.96,0.33,0.06,0.38,0,0,Matches
70,Aboubacar Ali,km COM,FW,Strasbourg,fr Ligue 1,17,2006,1.4,0,4,2,50,2.77,1.38,0,0,0,0,Matches
71,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,19,2004,9.6,1,18,6,33.3,1.88,0.63,0.06,0.17,0,0,Matches
72,Mohamed Ali Cho,fr FRA,FW,Real Sociedad,es La Liga,19,2004,2.8,0,3,0,0,1.08,0,0,,0,0,Matches
73,Faride Alidou,de GER,"MF,FW",Köln,de Bundesliga,22,2001,14.2,4,33,11,33.3,2.32,0.77,0.12,0.36,0,0,Matches
74,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24,1999,11.2,4,28,9,32.1,2.5,0.8,0.14,0.44,0,0,Matches
75,Alisson,br BRA,GK,Liverpool,eng Premier League,30,1992,28,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Tadeo Allende,ar ARG,MF,Celta Vigo,es La Liga,24,1999,3.7,1,8,2,25,2.14,0.54,0.13,0.5,0,0,Matches
77,Jim Allevinah,ga GAB,MF,Clermont Foot,fr Ligue 1,28,1995,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,0,0,Matches
78,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,23,2000,10.7,2,10,4,40,0.93,0.37,0.2,0.5,0,0,Matches
79,Miguel Almirón,py PAR,FW,Newcastle United,eng Premier League,29,1994,21.5,3,41,12,29.3,1.91,0.56,0.07,0.25,0,0,Matches
80,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24,1999,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,0,0,Matches
81,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32,1990,2.8,0,3,2,66.7,1.07,0.71,0,0,0,0,Matches
82,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22,2001,8.6,0,1,0,0,0.12,0,0,,0,0,Matches
83,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,21,2001,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,0,0,Matches
84,Edson Álvarez,mx MEX,MF,West Ham United,eng Premier League,25,1997,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,0,0,Matches
85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23,2000,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,0,0,Matches
86,Hugo Álvarez,es ESP,"MF,FW",Celta Vigo,es La Liga,20,2003,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,0,0,Matches
87,Julián Álvarez,ar ARG,"MF,FW",Manchester City,eng Premier League,23,2000,29.4,11,98,40,40.8,3.33,1.36,0.09,0.23,2,2,Matches
88,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28,1995,12.8,0,7,2,28.6,0.55,0.16,0,0,0,0,Matches
89,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,21,2002,1.4,1,5,3,60,3.66,2.2,0.2,0.33,0,0,Matches
90,Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,21,2002,4.7,1,9,3,33.3,1.9,0.63,0.11,0.33,0,0,Matches
91,Papa Amadou Diallo,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,9.9,2,13,6,46.2,1.32,0.61,0.15,0.33,0,0,Matches
92,Selim Amallah,ma MAR,"MF,FW",Valencia,es La Liga,26,1996,6.7,0,11,5,45.5,1.64,0.75,0,0,0,0,Matches
93,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27,1996,4.4,0,12,3,25,2.74,0.69,0,0,0,0,Matches
94,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19,2004,0.2,0,1,0,0,4.09,0,0,,0,0,Matches
95,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29,1994,1,1,1,1,100,0.99,0.99,1,1,0,0,Matches
96,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22,2000,21.7,5,49,22,44.9,2.26,1.01,0.08,0.18,1,1,Matches
97,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25,1998,8.9,0,1,0,0,0.11,0,0,,0,0,Matches
98,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21,2002,6.4,0,5,3,60,0.78,0.47,0,0,0,0,Matches
99,Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,27,1996,11.1,3,5,4,80,0.45,0.36,0.6,0.75,0,0,Matches
100,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,26,1996,14.6,1,36,8,22.2,2.46,0.55,0.03,0.13,0,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,26,1996,1,0,3,2,66.7,3.14,2.09,0,0,0,0,Matches
102,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18,2005,0,0,0,0,,0,0,,,0,0,Matches
103,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26,1996,10.4,0,3,0,0,0.29,0,0,,0,0,Matches
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27,1996,37.9,2,21,8,38.1,0.55,0.21,0.1,0.25,0,0,Matches
105,Elliot Anderson,eng ENG,"MF,FW",Newcastle United,eng Premier League,20,2002,11.4,0,19,5,26.3,1.67,0.44,0,0,0,0,Matches
106,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30,1993,30.8,5,43,11,25.6,1.4,0.36,0.12,0.45,0,0,Matches
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32,1990,28.6,4,23,9,39.1,0.81,0.32,0.17,0.44,0,0,Matches
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28,1995,1.9,0,3,0,0,1.6,0,0,,0,0,Matches
109,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28,1994,18.8,4,23,9,39.1,1.22,0.48,0.17,0.44,0,0,Matches
110,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25,1998,17.3,1,9,2,22.2,0.52,0.12,0.11,0.5,0,0,Matches
111,Angeliño,es ESP,"DF,MF",Roma,it Serie A,26,1997,12.7,0,8,2,25,0.63,0.16,0,0,0,0,Matches
112,Ângelo,br BRA,"MF,FW",Strasbourg,fr Ligue 1,18,2004,12.2,0,9,4,44.4,0.74,0.33,0,0,0,0,Matches
113,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,29,1994,1.8,0,0,0,,0,0,,,0,0,Matches
114,Jaidon Anthony,eng ENG,MF,Bournemouth,eng Premier League,23,1999,1.7,0,2,1,50,1.18,0.59,0,0,0,0,Matches
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27,1996,32.1,0,27,6,22.2,0.84,0.19,0,0,0,0,Matches
116,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,33,1990,18.8,6,30,14,46.7,1.59,0.74,0.2,0.43,0,0,Matches
117,Antony,br BRA,MF,Manchester Utd,eng Premier League,23,2000,14.7,1,43,16,37.2,2.92,1.09,0.02,0.06,0,0,Matches
118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29,1994,13.5,2,29,9,31,2.15,0.67,0.07,0.22,0,0,Matches
119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25,1998,8.4,4,12,7,58.3,1.43,0.83,0.33,0.57,0,0,Matches
120,Stredair Appuah,fr FRA,FW,Nantes,fr Ligue 1,19,2004,0.9,0,4,0,0,4.29,0,0,,0,0,Matches
121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27,1995,3.8,0,9,2,22.2,2.39,0.53,0,0,0,0,Matches
122,Jon Aramburu,ve VEN,"DF,MF",Real Sociedad,es La Liga,21,2002,6,0,4,0,0,0.66,0,0,,0,0,Matches
123,Asaf Arania,il ISR,FW,Darmstadt 98,de Bundesliga,17,2005,0.1,0,0,0,,0,0,,,0,0,Matches
124,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21,2001,16.2,1,7,2,28.6,0.43,0.12,0.14,0.5,0,0,Matches
125,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24,1999,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Oliver Arblaster,eng ENG,MF,Sheffield United,eng Premier League,19,2004,10.5,0,1,1,100,0.1,0.1,0,0,0,0,Matches
127,Cameron Archer,eng ENG,"FW,MF",Sheffield United,eng Premier League,22,2001,20.4,4,42,11,26.2,2.06,0.54,0.1,0.36,0,0,Matches
128,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,0.1,0,0,0,,0,0,,,0,0,Matches
129,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,30,1993,30,0,0,0,,0,0,,,0,0,Matches
130,Adu Ares,es ESP,MF,Athletic Club,es La Liga,21,2001,2.9,0,4,0,0,1.36,0,0,,0,0,Matches
131,Jesús Areso,es ESP,"DF,MF",Osasuna,es La Liga,24,1999,29.6,1,9,2,22.2,0.3,0.07,0.11,0.5,0,0,Matches
132,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37,1986,0,0,0,0,,0,0,,,0,0,Matches
133,Matias Arezo,uy URU,FW,Granada,es La Liga,20,2002,4.1,0,12,4,33.3,2.93,0.98,0,0,0,0,Matches
134,Iñigo Arguibide,es ESP,FW,Osasuna,es La Liga,18,2005,0.2,0,0,0,,0,0,,,0,0,Matches
135,Yoël Armougom,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,25,1998,2.6,0,2,0,0,0.77,0,0,,0,0,Matches
136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28,1995,10.3,2,29,9,31,2.81,0.87,0.07,0.22,0,0,Matches
137,Marko Arnautović,at AUT,FW,Inter,it Serie A,34,1989,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,0,0,Matches
138,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29,1994,27.8,2,32,12,37.5,1.15,0.43,0.06,0.17,0,0,Matches
139,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19,2004,0,0,0,0,,0,0,,,0,0,Matches
140,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,22.7,9,60,22,36.7,2.64,0.97,0.15,0.41,0,0,Matches
141,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,13.3,0,0,0,,0,0,,,0,0,Matches
142,Arthur,br BRA,MF,Leverkusen,de Bundesliga,20,2003,2,0,2,1,50,0.98,0.49,0,0,0,0,Matches
143,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28,1994,22.1,6,65,24,36.9,2.95,1.09,0.09,0.25,0,0,Matches
144,Marco Asensio,es ESP,"MF,FW",Paris Saint-Germain,fr Ligue 1,27,1996,12.4,4,27,10,37,2.18,0.81,0.15,0.4,0,0,Matches
145,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,0,0,Matches
146,Joel Asoro,se SWE,"MF,FW",Metz,fr Ligue 1,24,1999,9.4,2,6,3,50,0.64,0.32,0.33,0.67,0,0,Matches
147,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,de Bundesliga,17,2006,0,0,0,0,,0,0,,,0,0,Matches
148,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35,1987,30.1,9,78,28,35.9,2.59,0.93,0.08,0.21,3,5,Matches
149,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23,2000,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,0,0,Matches
150,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23,2000,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27,1996,4,1,4,1,25,1,0.25,0.25,1,0,0,Matches
152,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,6.2,0,9,2,22.2,1.46,0.32,0,0,0,0,Matches
153,Arthur Atta,fr FRA,MF,Metz,fr Ligue 1,20,2003,10.3,1,9,4,44.4,0.88,0.39,0.11,0.25,0,0,Matches
154,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21,2002,34,0,0,0,,0,0,,,0,0,Matches
155,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34,1989,29.1,17,116,51,44,3.98,1.75,0.11,0.25,4,4,Matches
156,Emil Audero,id IDN,GK,Inter,it Serie A,26,1997,3.7,0,0,0,,0,0,,,0,0,Matches
157,Tommaso Augello,it ITA,"DF,MF",Cagliari,it Serie A,28,1994,26.9,1,10,3,30,0.37,0.11,0.1,0.33,0,0,Matches
158,Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,24,1999,19.2,0,22,6,27.3,1.15,0.31,0,0,0,0,Matches
159,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,22,2000,10,2,12,4,33.3,1.19,0.4,0.17,0.5,0,0,Matches
160,Serge Aurier,ci CIV,"DF,MF",Nottingham Forest,eng Premier League,30,1992,9.3,0,6,1,16.7,0.65,0.11,0,0,0,0,Matches
161,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29,1994,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,0,0,Matches
162,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,es La Liga,29,1994,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,0,0,Matches
163,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,25,1997,11.6,6,22,11,50,1.9,0.95,0.27,0.55,0,0,Matches
164,André Ayew,gh GHA,"FW,MF",Le Havre,fr Ligue 1,33,1989,12.3,5,33,13,39.4,2.69,1.06,0.15,0.38,0,0,Matches
165,Jordan Ayew,gh GHA,"MF,FW",Crystal Palace,eng Premier League,31,1991,28.3,4,48,20,41.7,1.7,0.71,0.08,0.2,0,0,Matches
166,Neil El Aynaoui,ma MAR,MF,Lens,fr Ligue 1,22,2001,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,0,0,Matches
167,Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,28,1995,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,0,0,Matches
168,César Azpilicueta,es ESP,"DF,MF",Atlético Madrid,es La Liga,33,1989,15.8,0,2,2,100,0.13,0.13,0,0,0,0,Matches
169,Paulo Azzi,br BRA,"MF,DF",Cagliari,it Serie A,29,1994,10.6,0,22,2,9.1,2.08,0.19,0,0,0,0,Matches
170,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22,2001,6.1,2,2,2,100,0.33,0.33,1,1,0,0,Matches
171,Abdellah Baallal,ma MAR,FW,Clermont Foot,fr Ligue 1,18,2004,0,0,0,0,,0,0,,,0,0,Matches
172,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27,1996,15.9,0,8,2,25,0.5,0.13,0,0,0,0,Matches
173,Srđan Babić,rs SRB,DF,Almería,es La Liga,27,1996,1,0,1,0,0,1,0,0,,0,0,Matches
174,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,23,2000,4.1,1,8,4,50,1.93,0.97,0.13,0.25,0,0,Matches
175,Aliou Badara Baldé,gn GUI,FW,Nice,fr Ligue 1,20,2002,0.8,0,3,2,66.7,3.91,2.61,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,0,14,3,21.4,0.55,0.12,0,0,0,0,Matches
177,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34,1989,28.2,1,21,5,23.8,0.75,0.18,0.05,0.2,0,0,Matches
178,Matthias Bader,de GER,"MF,DF",Darmstadt 98,de Bundesliga,26,1997,20,1,17,1,5.9,0.85,0.05,0.06,1,0,0,Matches
179,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22,2001,14.9,0,6,1,16.7,0.4,0.07,0,0,0,0,Matches
180,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,2,73,26,35.6,2.55,0.91,0.03,0.08,0,1,Matches
181,Jaime Báez,uy URU,"MF,FW",Frosinone,it Serie A,28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.5,0,0,Matches
