Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
44,Kaan Ayhan,tr TUR,"DF,MF",de Schalke 04,18,1994,0.9,0,,0,,,0,,,0,0,Matches
45,César Azpilicueta,es ESP,"DF,MF",eng Chelsea,23,1989,9.1,0,,0,,,0,,,0,0,Matches
46,Demba Ba,sn SEN,FW,eng Chelsea,28,1985,1.8,3,,4,,,2.2,,0.75,0,0,Matches
47,Marek Bakoš,sk SVK,FW,cz Viktoria Plzeň,30,1983,2.2,1,,2,,,0.9,,0.5,0,0,Matches
48,Amido Baldé,gw GNB,FW,sct Celtic,22,1991,0,0,,0,,,0,,,0,0,Matches
49,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,24,1989,9.7,6,,17,,,1.75,,0.35,0,0,Matches
50,Mario Balotelli,it ITA,FW,it Milan,22,1990,6.6,2,,18,,,2.71,,0.06,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Hakan Balta,tr TUR,DF,tr Galatasaray,30,1983,1.8,0,,0,,,0,,,0,0,Matches
52,Léo Baptistão,br BRA,"FW,MF",es Atlético Madrid,20,1992,1,1,,2,,,1.94,,0.5,0,0,Matches
53,Marc Bartra,es ESP,DF,es Barcelona,22,1991,3,0,,1,,,0.34,,0,0,0,Matches
54,Andrea Barzagli,it ITA,DF,it Juventus,32,1981,4,0,,0,,,0,,,0,0,Matches
55,Engin Baytar,tr TUR,MF,tr Galatasaray,30,1983,0.7,0,,0,,,0,,,0,0,Matches
56,Konstantin Bazelyuk,ru RUS,FW,ru CSKA Moscow,20,1993,0.3,0,,0,,,0,,,0,0,Matches
57,Valon Behrami,ch SUI,"DF,MF",it Napoli,28,1985,5,0,,1,,,0.2,,0,0,0,Matches
58,Lars Bender,de GER,"DF,MF",de Leverkusen,24,1989,5.2,0,,3,,,0.58,,0,0,0,Matches
59,Sven Bender,de GER,"DF,MF",de Dortmund,24,1989,4.8,0,,2,,,0.41,,0,0,0,Matches
60,Nicklas Bendtner,dk DEN,FW,eng Arsenal,25,1988,0,0,,0,,,0,,,0,0,Matches
61,Pierre Bengtsson,se SWE,"DF,MF",dk FC Copenhagen,25,1988,6,0,,1,,,0.17,,0,0,0,Matches
62,Karim Benzema,fr FRA,FW,es Real Madrid,25,1987,10.1,5,,12,,,1.18,,0.42,0,0,Matches
63,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,31,1982,4.9,0,,1,,,0.2,,0,0,0,Matches
64,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,31,1982,1.1,0,,0,,,0,,,0,0,Matches
65,Markel Bergara,es ESP,MF,es Real Sociedad,27,1986,5,0,,2,,,0.4,,0,0,0,Matches
66,Bernard,br BRA,"FW,MF",ua Shakhtar Donetsk,20,1992,2.4,0,,2,,,0.83,,0,0,0,Matches
67,Valter Birsa,si SVN,"FW,MF",it Milan,26,1986,2.6,0,,1,,,0.39,,0,0,0,Matches
68,Nir Bitton,il ISR,"DF,MF",sct Celtic,21,1991,0.9,0,,1,,,1.11,,0,0,0,Matches
69,Daley Blind,nl NED,"DF,MF",nl Ajax,23,1990,5.9,0,,3,,,0.51,,0,0,0,Matches
70,Jérôme Boateng,de GER,DF,de Bayern Munich,24,1988,8.5,0,,1,,,0.12,,0,0,0,Matches
71,Kevin-Prince Boateng,gh GHA,"FW,MF",de Schalke 04,26,1987,5.3,1,,9,,,1.7,,0.11,0,0,Matches
72,Sebastian Boenisch,pl POL,DF,de Leverkusen,26,1987,3.8,0,,1,,,0.27,,0,0,0,Matches
73,Derk Boerrigter,nl NED,"FW,MF",sct Celtic,26,1986,2.4,0,,4,,,1.7,,0,0,0,Matches
74,Nicolai Boilesen,dk DEN,DF,nl Ajax,21,1992,2.6,0,,2,,,0.76,,0,0,0,Matches
75,Christian Bolaños,cr CRC,MF,dk FC Copenhagen,29,1984,3.5,0,,3,,,0.86,,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Daniele Bonera,it ITA,DF,it Milan,32,1981,4,0,,0,,,0,,,0,0,Matches
77,Gaëtan Bong,cm CMR,DF,gr Olympiacos,25,1988,2.7,0,,0,,,0,,,0,0,Matches
78,Leonardo Bonucci,it ITA,DF,it Juventus,26,1987,5.2,0,,0,,,0,,,0,0,Matches
79,Alexandru Bourceanu,ro ROU,"DF,MF",ro Steaua,28,1985,5,0,,1,,,0.2,,0,0,0,Matches
80,Daniel Braaten,no NOR,"FW,MF",dk FC Copenhagen,31,1982,3.7,1,,6,,,1.64,,0.17,0,0,Matches
81,Julian Brandt,de GER,"FW,MF",de Leverkusen,17,1996,0.7,0,,0,,,0,,,0,0,Matches
82,Claudio Bravo,cl CHI,GK,es Real Sociedad,30,1983,5,0,,0,,,0,,,0,0,Matches
83,Miguel Britos,uy URU,DF,it Napoli,28,1985,2,0,,0,,,0,,,0,0,Matches
84,Scott Brown,sct SCO,MF,sct Celtic,28,1985,2.7,0,,1,,,0.38,,0,0,0,Matches
85,Bruma,pt POR,"FW,MF",tr Galatasaray,18,1994,4,0,,2,,,0.5,,0,0,0,Matches
86,Massimo Bruno,be BEL,"FW,MF",be Anderlecht,19,1993,2.9,1,,4,,,1.39,,0.25,0,0,Matches
87,Gianluigi Buffon,it ITA,GK,it Juventus,35,1978,6,0,,0,,,0,,,0,0,Matches
88,Umut Bulut,tr TUR,"FW,MF",tr Galatasaray,30,1983,2.1,3,,3,,,1.41,,1,0,0,Matches
89,Sergio Busquets,es ESP,MF,es Barcelona,25,1988,8.8,1,,3,,,0.34,,0.33,0,0,Matches
90,Alexander Büttner,nl NED,"DF,MF",eng Manchester Utd,24,1989,2,0,,0,,,0,,,0,0,Matches
91,Vladimir Bystrov,ru RUS,MF,ru Zenit,29,1984,0.4,0,,0,,,0,,,0,0,Matches
92,Jakub Błaszczykowski,pl POL,MF,de Dortmund,27,1985,3.8,1,,5,,,1.33,,0.2,0,0,Matches
93,Yohan Cabaye,fr FRA,MF,fr Paris Saint-Germain,27,1986,1.8,1,,4,,,2.21,,0.25,0,0,Matches
94,Rafael Cabral,br BRA,GK,it Napoli,23,1990,1,0,,0,,,0,,,0,0,Matches
95,Martín Cáceres,uy URU,DF,it Juventus,26,1987,3,0,,0,,,0,,,0,0,Matches
96,Liassine Cadamuro,dz ALG,DF,es Real Sociedad,25,1988,1,0,,0,,,0,,,0,0,Matches
97,Gary Cahill,eng ENG,DF,eng Chelsea,27,1985,10,1,,1,,,0.1,,1,0,0,Matches
98,José Callejón,es ESP,"FW,MF",it Napoli,26,1987,5.6,2,,4,,,0.72,,0.5,0,0,Matches
99,Zoumana Camara,fr FRA,DF,fr Paris Saint-Germain,34,1979,1.6,0,,0,,,0,,,0,0,Matches
100,Joel Campbell,cr CRC,"FW,MF",gr Olympiacos,21,1992,3.9,1,,3,,,0.76,,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Emre Can,de GER,"DF,MF",de Leverkusen,19,1994,5.2,0,,3,,,0.57,,0,0,0,Matches
102,Óscar Cardozo,py PAR,FW,pt Benfica,30,1983,3.8,1,,7,,,1.86,,0.14,0,0,Matches
103,Michael Carrick,eng ENG,MF,eng Manchester Utd,32,1981,7,0,,0,,,0,,,0,0,Matches
104,Dani Carvajal,es ESP,DF,es Real Madrid,21,1992,8.7,0,,0,,,0,,,0,0,Matches
105,Casemiro,br BRA,MF,es Real Madrid,21,1992,1.6,0,,0,,,0,,,0,0,Matches
106,Iker Casillas,es ESP,GK,es Real Madrid,32,1981,12.5,0,,0,,,0,,,0,0,Matches
107,Chory Castro,uy URU,"FW,MF",es Real Sociedad,28,1984,1.7,0,,1,,,0.59,,0,0,0,Matches
108,Gonzalo Castro,de GER,"DF,MF",de Leverkusen,26,1987,5.5,0,,7,,,1.27,,0,0,0,Matches
109,Aleksandrs Cauņa,lv LVA,"FW,MF",ru CSKA Moscow,25,1988,1,0,,1,,,1,,0,0,0,Matches
110,Ivan Cavaleiro,pt POR,"FW,MF",pt Benfica,19,1993,0.8,0,,1,,,1.18,,0,0,0,Matches
111,Edinson Cavani,uy URU,"FW,MF",fr Paris Saint-Germain,26,1987,7.6,4,,14,,,1.84,,0.29,0,0,Matches
112,Santi Cazorla,es ESP,MF,eng Arsenal,28,1984,3.6,0,,3,,,0.84,,0,0,0,Matches
113,Petr Čech,cz CZE,GK,eng Chelsea,31,1982,9.2,0,,0,,,0,,,0,0,Matches
114,Aurélien Chedjou,cm CMR,DF,tr Galatasaray,28,1985,8,1,,1,,,0.12,,1,0,0,Matches
115,Benoît Cheyrou,fr FRA,MF,fr Marseille,32,1981,3.1,0,,1,,,0.32,,0,0,0,Matches
116,Giorgio Chiellini,it ITA,DF,it Juventus,28,1984,4.5,0,,1,,,0.22,,0,0,0,Matches
117,Alexandru Chipciu,ro ROU,"DF,FW",ro Steaua,24,1989,2.2,0,,1,,,0.46,,0,0,0,Matches
118,Jasper Cillessen,nl NED,GK,nl Ajax,24,1989,5,0,,0,,,0,,,0,0,Matches
119,Marián Čišovský,sk SVK,DF,cz Viktoria Plzeň,33,1979,4,0,,1,,,0.25,,0,0,0,Matches
120,Christian Clemens,de GER,"FW,MF",de Schalke 04,21,1991,1.3,0,,1,,,0.75,,0,0,0,Matches
121,Tom Cleverley,eng ENG,MF,eng Manchester Utd,23,1989,2.1,0,,0,,,0,,,0,0,Matches
122,Gaël Clichy,fr FRA,DF,eng Manchester City,28,1985,3,0,,0,,,0,,,0,0,Matches
123,Fábio Coentrão,pt POR,DF,es Real Madrid,25,1988,5.7,0,,2,,,0.35,,0,0,0,Matches
124,Ashley Cole,eng ENG,DF,eng Chelsea,32,1980,4.6,0,,1,,,0.22,,0,0,0,Matches
125,Kris Commons,sct SCO,"FW,MF",sct Celtic,29,1983,3.7,0,,3,,,0.82,,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Kévin Constant,gn GUI,"DF,MF",it Milan,26,1987,4.1,0,,0,,,0,,,0,0,Matches
127,Diego Contento,de GER,DF,de Bayern Munich,23,1990,2,0,,0,,,0,,,0,0,Matches
128,Diego Costa,es ESP,FW,es Atlético Madrid,24,1988,6.5,8,,19,,,2.94,,0.37,1,2,Matches
129,Douglas Costa,br BRA,"FW,MF",ua Shakhtar Donetsk,22,1990,5.7,2,,9,,,1.58,,0.22,0,0,Matches
130,Thibaut Courtois,be BEL,GK,es Atlético Madrid,21,1992,12.3,0,,0,,,0,,,0,0,Matches
131,Domenico Criscito,it ITA,"DF,MF",ru Zenit,26,1986,5.1,0,,1,,,0.19,,0,0,0,Matches
132,Adrian Cristea,ro ROU,MF,ro Steaua,29,1983,0.2,0,,0,,,0,,,0,0,Matches
133,Cyriac,ci CIV,FW,be Anderlecht,22,1990,0.4,0,,1,,,2.81,,0,0,0,Matches
134,Danilo,br BRA,"DF,MF",pt Porto,22,1991,6,0,,6,,,1,,0,0,0,Matches
135,Danny,pt POR,MF,ru Zenit,29,1983,4.3,0,,2,,,0.46,,0,0,0,Matches
136,Dante,br BRA,DF,de Bayern Munich,29,1983,9,0,,2,,,0.22,,0,0,0,Matches
137,Kevin De Bruyne,be BEL,"FW,MF",eng Chelsea,22,1991,0.3,0,,0,,,0,,,0,0,Matches
138,Paolo De Ceglie,it ITA,DF,it Juventus,26,1986,0.2,0,,0,,,0,,,0,0,Matches
139,Mattia De Sciglio,it ITA,"DF,MF",it Milan,20,1992,1.3,0,,0,,,0,,,0,0,Matches
140,Steven Defour,be BEL,MF,pt Porto,25,1988,3.5,0,,2,,,0.56,,0,0,0,Matches
141,David Degen,ch SUI,MF,ch Basel,30,1983,0.1,0,,0,,,0,,,0,0,Matches
142,Philipp Degen,ch SUI,"DF,FW",ch Basel,30,1983,0.1,0,,0,,,0,,,0,0,Matches
143,Thomas Delaney,dk DEN,MF,dk FC Copenhagen,21,1991,5.8,0,,1,,,0.17,,0,0,0,Matches
144,Martín Demichelis,ar ARG,"DF,MF",eng Manchester City,32,1980,3.6,0,,1,,,0.28,,0,0,0,Matches
145,Stefano Denswil,sr SUR,DF,nl Ajax,20,1993,5.4,1,,3,,,0.55,,0.33,0,0,Matches
146,Mike van der Hoorn,nl NED,DF,nl Ajax,20,1992,0.4,0,,0,,,0,,,0,0,Matches
147,Gregory van der Wiel,nl NED,DF,fr Paris Saint-Germain,25,1988,6,0,,3,,,0.5,,0,0,0,Matches
148,Eren Derdiyok,ch SUI,FW,de Leverkusen,25,1988,1.6,0,,3,,,1.93,,0,0,0,Matches
149,Olivier Deschacht,be BEL,DF,be Anderlecht,32,1981,1.6,0,,0,,,0,,,0,0,Matches
150,Ángel Di María,ar ARG,"FW,MF",es Real Madrid,25,1988,9.1,3,,11,,,1.2,,0.27,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Souleymane Diawara,sn SEN,DF,fr Marseille,34,1978,3,1,,2,,,0.67,,0.5,0,0,Matches
152,Marcelo Díaz,cl CHI,MF,ch Basel,26,1986,3.1,1,,4,,,1.28,,0.25,0,0,Matches
153,Serey Die,ci CIV,MF,ch Basel,28,1984,3.8,0,,1,,,0.27,,0,0,0,Matches
154,Diego,br BRA,MF,es Atlético Madrid,28,1985,1.7,1,,7,,,4.04,,0.14,0,0,Matches
155,Lucas Digne,fr FRA,"DF,MF",fr Paris Saint-Germain,20,1993,2,0,,0,,,0,,,0,0,Matches
156,Emir Dilaver,at AUT,"DF,MF",at Austria Wien,22,1991,3,0,,0,,,0,,,0,0,Matches
157,Chori Domínguez,ar ARG,"FW,MF",gr Olympiacos,32,1981,4.8,3,,11,,,2.29,,0.18,1,1,Matches
158,Giulio Donati,it ITA,DF,de Leverkusen,23,1990,6,0,,1,,,0.17,,0,0,0,Matches
159,Seydou Doumbia,ci CIV,FW,ru CSKA Moscow,25,1987,2,2,,4,,,2,,0.25,1,1,Matches
160,Julian Draxler,de GER,"FW,MF",de Schalke 04,19,1993,6.6,3,,8,,,1.21,,0.38,0,0,Matches
161,Didier Drogba,ci CIV,FW,tr Galatasaray,35,1978,7.4,2,,14,,,1.9,,0.14,0,0,Matches
162,Lerin Duarte,nl NED,MF,nl Ajax,22,1990,1.7,0,,2,,,1.16,,0,0,0,Matches
163,Michal Ďuriš,sk SVK,"FW,MF",cz Viktoria Plzeň,25,1988,3.4,0,,2,,,0.6,,0,0,0,Matches
164,Erik Durm,de GER,"DF,FW",de Dortmund,21,1992,5.1,0,,1,,,0.19,,0,0,0,Matches
165,Alan Dzagoev,ru RUS,MF,ru CSKA Moscow,23,1990,0.7,0,,2,,,2.69,,0,0,0,Matches
166,Edin Džeko,ba BIH,FW,eng Manchester City,27,1986,4.4,2,,9,,,2.05,,0.22,0,0,Matches
167,Blerim Džemaili,ch SUI,MF,it Napoli,27,1986,2.7,0,,0,,,0,,,0,0,Matches
168,Emmanuel Eboué,ci CIV,"DF,MF",tr Galatasaray,30,1983,7.8,0,,1,,,0.13,,0,0,0,Matches
169,Rasmus Elm,se SWE,MF,ru CSKA Moscow,25,1988,2.5,0,,2,,,0.79,,0,0,0,Matches
170,Mohamed Elneny,eg EGY,MF,ch Basel,21,1992,1.9,0,,0,,,0,,,0,0,Matches
171,Gorka Elustondo,es ESP,"DF,MF",es Real Sociedad,26,1987,2.7,0,,2,,,0.74,,0,0,0,Matches
172,Urby Emanuelson,nl NED,"DF,FW",it Milan,27,1986,4.6,0,,0,,,0,,,0,0,Matches
173,Matías Emilio Delgado,ar ARG,MF,ch Basel,30,1982,1.3,0,,1,,,0.78,,0,0,0,Matches
174,Michael Essien,gh GHA,"DF,MF",it Milan,30,1982,1.8,0,,0,,,0,,,0,0,Matches
175,Dani Estrada,es ESP,"DF,MF",es Real Sociedad,26,1987,1,0,,0,,,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Samuel Eto'o,cm CMR,FW,eng Chelsea,32,1981,5.8,3,,8,,,1.37,,0.38,0,0,Matches
177,Jonny Evans,nir NIR,DF,eng Manchester Utd,25,1988,3,1,,2,,,0.67,,0.5,0,0,Matches
178,Patrice Evra,fr FRA,DF,eng Manchester Utd,32,1981,7.8,1,,3,,,0.39,,0.33,0,0,Matches
179,Łukasz Fabiański,pl POL,GK,eng Arsenal,28,1985,1.6,0,,0,,,0,,,0,0,Matches
180,Cesc Fàbregas,es ESP,"FW,MF",es Barcelona,26,1987,6.2,1,,6,,,0.96,,0.17,0,0,Matches
181,Ralf Fährmann,de GER,GK,de Schalke 04,24,1988,4,0,,0,,,0,,,0,0,Matches
182,Rod Fanni,fr FRA,DF,fr Marseille,31,1981,3.6,0,,0,,,0,,,0,0,Matches
183,Jefferson Farfán,pe PER,"FW,MF",de Schalke 04,28,1984,4.3,0,,5,,,1.17,,0,0,0,Matches
184,Viktor Fayzulin,ru RUS,MF,ru Zenit,27,1986,6.5,0,,2,,,0.31,,0,0,0,Matches
185,Ljubomir Fejsa,rs SRB,MF,pt Benfica,24,1988,3.3,0,,1,,,0.3,,0,0,0,Matches
186,Marouane Fellaini,be BEL,MF,eng Manchester Utd,25,1987,3.6,0,,0,,,0,,,0,0,Matches
187,Rio Ferdinand,eng ENG,DF,eng Manchester Utd,34,1978,7,0,,0,,,0,,,0,0,Matches
188,Federico Fernández,ar ARG,DF,it Napoli,24,1989,4.1,0,,1,,,0.25,,0,0,0,Matches
189,Fernandinho,br BRA,"DF,MF",eng Manchester City,28,1985,7.2,0,,1,,,0.14,,0,0,0,Matches
190,Fernando,br BRA,MF,ua Shakhtar Donetsk,21,1992,3.7,0,,0,,,0,,,0,0,Matches
191,Fernando,br BRA,"DF,MF",pt Porto,26,1987,6,0,,2,,,0.33,,0,0,0,Matches
192,Facundo Ferreyra,ar ARG,FW,ua Shakhtar Donetsk,22,1991,1.2,0,,2,,,1.64,,0,0,0,Matches
193,Lucian Filip,ro ROU,"DF,MF",ro Steaua,22,1990,1.8,0,,2,,,1.09,,0,0,0,Matches
194,Viktor Fischer,dk DEN,"FW,MF",nl Ajax,19,1994,4,0,,7,,,1.75,,0,0,0,Matches
195,Mathieu Flamini,fr FRA,MF,eng Arsenal,29,1984,5.1,0,,3,,,0.59,,0,0,0,Matches
196,Darren Fletcher,sct SCO,MF,eng Manchester Utd,29,1984,0.9,0,,0,,,0,,,0,0,Matches
197,James Forrest,sct SCO,"FW,MF",sct Celtic,22,1991,3.1,1,,3,,,0.96,,0,1,1,Matches
198,Fraser Forster,eng ENG,GK,sct Celtic,25,1988,6,0,,0,,,0,,,0,0,Matches
199,Fred,br BRA,"FW,MF",ua Shakhtar Donetsk,20,1993,1.9,0,,1,,,0.52,,0,0,0,Matches
200,Fabian Frei,ch SUI,"DF,MF",ch Basel,24,1989,5.8,0,,2,,,0.34,,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Manuel Friedrich,de GER,DF,de Dortmund,33,1979,2,0,,1,,,0.5,,0,0,0,Matches
202,Christian Fuchs,at AUT,"DF,MF",de Schalke 04,27,1986,2.2,0,,2,,,0.9,,0,0,0,Matches
203,David Fuster,es ESP,MF,gr Olympiacos,31,1982,5.9,0,,5,,,0.84,,0,0,0,Matches
204,Gabi,es ESP,MF,es Atlético Madrid,30,1983,12.3,0,,5,,,0.41,,0,0,0,Matches
205,Nicolás Gaitán,ar ARG,"FW,MF",pt Benfica,25,1988,4.3,1,,2,,,0.47,,0.5,0,0,Matches
206,Ezequiel Garay,ar ARG,DF,pt Benfica,26,1986,6,0,,3,,,0.5,,0,0,0,Matches
207,Javi García,es ESP,"DF,MF",eng Manchester City,26,1987,3.1,0,,0,,,0,,,0,0,Matches
208,Raúl García,es ESP,"FW,MF",es Atlético Madrid,27,1986,9.5,4,,14,,,1.48,,0.29,0,0,Matches
209,Florin Gardoș,ro ROU,"DF,MF",ro Steaua,24,1988,6,0,,1,,,0.17,,0,0,0,Matches
210,Jon Gaztañaga,es ESP,"DF,MF",es Real Sociedad,22,1991,0.3,0,,0,,,0,,,0,0,Matches
211,David de Gea,es ESP,GK,eng Manchester Utd,22,1990,10,0,,0,,,0,,,0,0,Matches
212,Daniel Georgievski,mk MKD,DF,ro Steaua,25,1988,4.8,0,,0,,,0,,,0,0,Matches
213,Nabil Ghilas,dz ALG,"FW,MF",pt Porto,23,1990,0.4,0,,1,,,2.57,,0,0,0,Matches
214,Kieran Gibbs,eng ENG,"DF,MF",eng Arsenal,23,1989,5.3,0,,1,,,0.19,,0,0,0,Matches
215,Ryan Giggs,wls WAL,"FW,MF",eng Manchester Utd,39,1973,5.5,0,,2,,,0.37,,0,0,0,Matches
216,André-Pierre Gignac,fr FRA,"FW,MF",fr Marseille,27,1985,4.1,0,,5,,,1.22,,0,0,0,Matches
217,Guillaume Gillet,be BEL,"DF,MF",be Anderlecht,29,1984,5,0,,4,,,0.8,,0,0,0,Matches
218,Marco van Ginkel,nl NED,MF,eng Chelsea,20,1992,0.8,0,,0,,,0,,,0,0,Matches
219,Sebastian Giovinco,it ITA,"FW,MF",it Juventus,26,1987,0.4,0,,3,,,7.5,,0,0,0,Matches
220,Olivier Giroud,fr FRA,FW,eng Arsenal,26,1986,7,2,,8,,,1.14,,0.25,0,0,Matches
221,Rúrik Gíslason,is ISL,MF,dk FC Copenhagen,25,1988,4.4,0,,2,,,0.46,,0,0,0,Matches
222,Serge Gnabry,de GER,"FW,MF",eng Arsenal,18,1995,0.2,0,,1,,,6.43,,0,0,0,Matches
223,Diego Godín,uy URU,DF,es Atlético Madrid,27,1986,10.3,2,,6,,,0.58,,0.33,0,0,Matches
224,André Gomes,pt POR,MF,pt Benfica,20,1993,0.7,0,,1,,,1.48,,0,0,0,Matches
