Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
69,Maximilian Beier,de GER,"MF,FW",de Dortmund,21,2002,6.8,1,12,6,50,1.75,0.88,0.08,0.17,0,0,Matches
70,Raoul Bellanova,it ITA,MF,it Atalanta,24,2000,5.1,1,4,2,50,0.78,0.39,0.25,0.5,0,0,Matches
71,Jude Bellingham,eng ENG,MF,es Real Madrid,21,2003,12.6,3,17,7,41.2,1.35,0.56,0.18,0.43,0,0,Matches
72,Jeanuël Belocian,fr FRA,DF,de Leverkusen,19,2005,0.1,0,0,0,,0,0,,,0,0,Matches
73,Andrea Belotti,it ITA,FW,pt Benfica,30,1993,0.7,0,0,0,,0,0,,,0,0,Matches
74,Eliesse Ben Seghir,ma MAR,MF,fr Monaco,19,2005,6.1,2,12,4,33.3,1.98,0.66,0.17,0.5,0,0,Matches
75,Walter Benítez,ar ARG,GK,nl PSV,31,1993,11.3,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Loris Benito,ch SUI,DF,ch Young Boys,32,1992,3.6,0,0,0,,0,0,,,0,0,Matches
77,Ismaël Bennacer,dz ALG,MF,it Milan,26,1997,0.8,0,1,0,0,1.22,0,0,,0,0,Matches
78,Ramy Bensebaini,dz ALG,DF,de Dortmund,29,1995,8.3,2,9,4,44.4,1.09,0.48,0.22,0.5,0,0,Matches
79,Lucas Beraldo,br BRA,DF,fr Paris Saint-Germain,20,2003,1.6,0,2,1,50,1.27,0.63,0,0,0,0,Matches
80,Thomas Berenbruch,it ITA,MF,it Inter,19,2005,0.1,0,0,0,,0,0,,,0,0,Matches
81,Paulo Bernardo,pt POR,MF,sct Celtic,22,2002,2.7,0,2,0,0,0.75,0,0,,0,0,Matches
82,Maxime Bernauer,fr FRA,DF,hr Dinamo Zagreb,26,1998,5.2,0,2,0,0,0.39,0,0,,0,0,Matches
83,Jan-Niklas Beste,de GER,"DF,MF",pt Benfica,25,1999,1.3,0,2,2,100,1.59,1.59,0,0,0,0,Matches
84,Sam Beukema,nl NED,DF,it Bologna,25,1998,7.2,0,4,1,25,0.56,0.14,0,0,0,0,Matches
85,Mads Bidstrup,dk DEN,MF,at RB Salzburg,23,2001,3.7,1,4,3,75,1.09,0.82,0.25,0.33,0,0,Matches
86,Biel,br BRA,MF,pt Sporting CP,23,2001,0.8,0,0,0,,0,0,,,0,0,Matches
87,Mika Biereth,dk DEN,FW,at Sturm Graz,21,2003,5.2,2,8,4,50,1.53,0.77,0.25,0.5,0,0,Matches
88,Mika Biereth,dk DEN,FW,fr Monaco,21,2003,0.9,0,0,0,,0,0,,,0,0,Matches
89,Justin Bijlow,nl NED,GK,nl Feyenoord,26,1998,1.4,0,0,0,,0,0,,,0,0,Matches
90,El Bilal Touré,ml MLI,FW,de Stuttgart,22,2001,1.5,1,4,1,25,2.59,0.65,0.25,1,0,0,Matches
91,Veljko Birmančević,rs SRB,FW,cz Sparta Prague,26,1998,5.5,0,16,7,43.8,2.93,1.28,0,0,0,0,Matches
92,Marco Bizot,nl NED,GK,fr Brest,33,1991,9,0,0,0,,0,0,,,0,0,Matches
93,César Blackman,pa PAN,"DF,MF",sk Slovan Bratislava,26,1998,8,0,4,1,25,0.5,0.13,0,0,0,0,Matches
94,Hendry Blank,de GER,DF,at RB Salzburg,19,2004,3.2,0,0,0,,0,0,,,0,0,Matches
95,Janis Blaswich,de GER,GK,at RB Salzburg,33,1991,4.2,0,0,0,,0,0,,,0,0,Matches
96,Daley Blind,nl NED,DF,es Girona,34,1990,3.6,0,0,0,,0,0,,,0,0,Matches
97,Lewin Blum,ch SUI,DF,ch Young Boys,23,2001,4.9,0,1,0,0,0.2,0,0,,0,0,Matches
98,Benjamin Boakye,de GER,MF,de Stuttgart,19,2005,0.1,0,0,0,,0,0,,,0,0,Matches
99,Sacha Boey,fr FRA,DF,de Bayern Munich,23,2000,1.2,0,2,1,50,1.73,0.87,0,0,0,0,Matches
100,Lamare Bogarde,nl NED,"MF,DF",eng Aston Villa,20,2004,1.6,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Valerii Bondar,ua UKR,DF,ua Shakhtar Donetsk,25,1999,8,0,2,0,0,0.25,0,0,,0,0,Matches
102,Artem Bondarenko,ua UKR,MF,ua Shakhtar Donetsk,23,2000,5.1,0,5,0,0,0.97,0,0,,0,0,Matches
103,Victor Boniface,ng NGA,FW,de Leverkusen,23,2000,2.7,1,13,4,30.8,4.87,1.5,0.08,0.25,0,0,Matches
104,Olivier Boscagli,fr FRA,DF,nl PSV,26,1997,10.1,0,9,1,11.1,0.89,0.1,0,0,0,0,Matches
105,Ayyoub Bouaddi,fr FRA,MF,fr Lille,16,2007,6.9,0,2,1,50,0.29,0.14,0,0,0,0,Matches
106,Conor Bradley,nir NIR,DF,eng Liverpool,21,2003,3.1,0,2,1,50,0.65,0.32,0,0,0,0,Matches
107,Daniel Bragança,pt POR,MF,pt Sporting CP,25,1999,3.5,1,9,3,33.3,2.55,0.85,0.11,0.33,0,0,Matches
108,Julian Brandt,de GER,MF,de Dortmund,28,1996,9.7,0,13,3,23.1,1.33,0.31,0,0,0,0,Matches
109,Fabian Bredlow,de GER,GK,de Stuttgart,29,1995,1,0,0,0,,0,0,,,0,0,Matches
110,Gleison Bremer,br BRA,DF,it Juventus,27,1997,1.1,0,0,0,,0,0,,,0,0,Matches
111,Marco Brescianini,it ITA,MF,it Atalanta,24,2000,1.4,1,3,2,66.7,2.13,1.42,0.33,0.5,0,0,Matches
112,Alexandre Brito,pt POR,MF,pt Sporting CP,19,2005,0.5,0,1,0,0,2,0,0,,0,0,Matches
113,Emi Buendía,ar ARG,"FW,MF",de Leverkusen,27,1996,0.1,0,0,0,,0,0,,,0,0,Matches
114,Emi Buendía,ar ARG,MF,eng Aston Villa,27,1996,1.3,0,0,0,,0,0,,,0,0,Matches
115,Hugo Bueno,es ESP,"DF,MF",nl Feyenoord,21,2002,6.1,0,4,2,50,0.66,0.33,0,0,0,0,Matches
116,Nathan Butler-Oyedeji,eng ENG,FW,eng Arsenal,21,2003,0,0,0,0,,0,0,,,0,0,Matches
117,William Bøving,dk DEN,"MF,FW",at Sturm Graz,21,2003,7.4,0,8,4,50,1.08,0.54,0,0,0,0,Matches
118,Rémy Cabella,fr FRA,MF,fr Lille,34,1990,4.3,1,9,2,22.2,2.11,0.47,0.11,0.5,0,0,Matches
119,Arthur Cabral,br BRA,FW,pt Benfica,26,1998,0.9,1,4,1,25,4.5,1.13,0.25,1,0,0,Matches
120,Davide Calabria,it ITA,DF,it Milan,27,1996,3.5,0,4,0,0,1.15,0,0,,0,0,Matches
121,Riccardo Calafiori,it ITA,DF,eng Arsenal,22,2002,4.8,1,6,3,50,1.25,0.63,0.17,0.33,0,0,Matches
122,Hakan Çalhanoğlu,tr TUR,MF,it Inter,30,1994,9.2,4,20,5,25,2.18,0.54,0.05,0.2,3,3,Matches
123,Amady Camara,ml MLI,FW,at Sturm Graz,19,2005,1.5,0,4,2,50,2.73,1.36,0,0,0,0,Matches
124,Lamine Camara,sn SEN,MF,fr Monaco,20,2004,6.7,0,6,0,0,0.89,0,0,,0,0,Matches
125,Mahdi Camara,fr FRA,MF,fr Brest,26,1998,7.8,1,10,3,30,1.28,0.38,0.1,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Francesco Camarda,it ITA,FW,it Milan,16,2008,0.4,0,2,2,100,4.62,4.62,0,0,0,0,Matches
127,Eduardo Camavinga,fr FRA,MF,es Real Madrid,21,2002,5.5,0,2,0,0,0.36,0,0,,0,0,Matches
128,Andrea Cambiaso,it ITA,DF,it Juventus,24,2000,6.3,0,3,1,33.3,0.48,0.16,0,0,0,0,Matches
129,Cole Campbell,us USA,FW,de Dortmund,18,2006,0.2,0,0,0,,0,0,,,0,0,Matches
130,Emre Can,de GER,"DF,MF",de Dortmund,30,1994,10.5,2,5,2,40,0.48,0.19,0,0,2,2,Matches
131,Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1998,5.7,0,3,0,0,0.52,0,0,,0,0,Matches
132,Diego Carlos,br BRA,DF,eng Aston Villa,31,1993,5.4,0,1,0,0,0.19,0,0,,0,0,Matches
133,Marco Carnesecchi,it ITA,GK,it Atalanta,24,2000,9,0,0,0,,0,0,,,0,0,Matches
134,Julián Carranza,ar ARG,FW,nl Feyenoord,24,2000,2.9,1,4,2,50,1.36,0.68,0.25,0.5,0,0,Matches
135,Álvaro Carreras,es ESP,DF,pt Benfica,21,2003,10,0,8,2,25,0.8,0.2,0,0,0,0,Matches
136,Cameron Carter-Vickers,us USA,DF,sct Celtic,26,1997,6.7,0,1,0,0,0.15,0,0,,0,0,Matches
137,Dani Carvajal,es ESP,DF,es Real Madrid,32,1992,2,0,1,0,0,0.5,0,0,,0,0,Matches
138,Marc Casado,es ESP,MF,es Barcelona,20,2003,7,0,5,1,20,0.71,0.14,0,0,0,0,Matches
139,Nicolò Casale,it ITA,DF,it Bologna,26,1998,2.4,0,0,0,,0,0,,,0,0,Matches
140,Matty Cash,pl POL,"DF,MF",eng Aston Villa,26,1997,5.7,0,10,3,30,1.75,0.53,0,0,0,0,Matches
141,Santiago Castro,ar ARG,FW,it Bologna,19,2004,3.7,0,5,1,20,1.34,0.27,0,0,0,0,Matches
142,Geny Catamo,mz MOZ,MF,pt Sporting CP,23,2001,5.6,1,6,2,33.3,1.07,0.36,0.17,0.5,0,0,Matches
143,Dani Ceballos,es ESP,MF,es Real Madrid,27,1996,4.5,0,2,0,0,0.44,0,0,,0,0,Matches
144,Julian Chabot,de GER,DF,de Stuttgart,26,1998,7.2,0,8,1,12.5,1.11,0.14,0,0,0,0,Matches
145,El Chadaille Bitshiabu,fr FRA,DF,de RB Leipzig,19,2005,3,0,0,0,,0,0,,,0,0,Matches
146,Miguel Chaiwa,zm ZAM,MF,ch Young Boys,20,2004,0.5,0,0,0,,0,0,,,0,0,Matches
147,Brendan Chardonnet,fr FRA,DF,fr Brest,29,1994,9,0,4,1,25,0.44,0.11,0,0,0,0,Matches
148,Anrie Chase,jp JPN,DF,de Stuttgart,20,2004,1.8,0,1,0,0,0.57,0,0,,0,0,Matches
149,Lucas Chevalier,fr FRA,GK,fr Lille,22,2001,10,0,0,0,,0,0,,,0,0,Matches
150,Federico Chiesa,it ITA,FW,eng Liverpool,26,1997,1.2,0,4,4,100,3.36,3.36,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Andreas Christensen,dk DEN,"DF,MF",es Barcelona,28,1996,0.1,0,0,0,,0,0,,,0,0,Matches
152,Tochi Chukwuani,dk DEN,MF,at Sturm Graz,21,2003,6.7,0,6,1,16.7,0.89,0.15,0,0,0,0,Matches
153,Carney Chukwuemeka,at AUT,MF,de Dortmund,20,2003,0.9,0,1,0,0,1.15,0,0,,0,0,Matches
154,Samuel Chukwueze,ng NGA,MF,it Milan,25,1999,3.1,0,10,2,20,3.21,0.64,0,0,0,0,Matches
155,Bobby Clark,eng ENG,MF,at RB Salzburg,19,2005,3.6,0,2,1,50,0.55,0.28,0,0,0,0,Matches
156,Silvi Clúa,es ESP,MF,es Girona,19,2005,0.9,0,0,0,,0,0,,,0,0,Matches
157,Elias Cobbaut,be BEL,DF,cz Sparta Prague,26,1997,1.7,0,0,0,,0,0,,,0,0,Matches
158,Matteo Cocchi,it ITA,DF,it Inter,17,2007,0.1,0,0,0,,0,0,,,0,0,Matches
159,Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,24,2000,3.4,0,6,1,16.7,1.76,0.29,0,0,0,0,Matches
160,Kingsley Coman,fr FRA,MF,de Bayern Munich,28,1996,5.1,1,16,6,37.5,3.14,1.18,0.06,0.17,0,0,Matches
161,Francisco Conceição,pt POR,"MF,FW",it Juventus,21,2002,6.7,1,13,3,23.1,1.93,0.45,0.08,0.33,0,0,Matches
162,Abdu Conté,pt POR,"DF,MF",ch Young Boys,26,1998,0.3,0,0,0,,0,0,,,0,0,Matches
163,Tommaso Corazza,it ITA,MF,it Bologna,20,2004,0,0,0,0,,0,0,,,0,0,Matches
164,Juan Córdoba,co COL,MF,hr Dinamo Zagreb,21,2003,0.2,0,1,1,100,5.29,5.29,0,0,0,0,Matches
165,Ángel Correa,ar ARG,MF,es Atlético Madrid,29,1995,3,3,11,3,27.3,3.68,1,0.27,1,0,0,Matches
166,Grégoire Coudert,fr FRA,GK,fr Brest,25,1999,1,0,0,0,,0,0,,,0,0,Matches
167,Soumaïla Coulibaly,fr FRA,DF,fr Brest,20,2003,7.1,0,1,0,0,0.14,0,0,,0,0,Matches
168,Thibaut Courtois,be BEL,GK,es Real Madrid,32,1992,12.3,0,0,0,,0,0,,,0,0,Matches
169,Yan Couto,br BRA,"MF,DF",de Dortmund,22,2002,2.6,0,1,0,0,0.39,0,0,,0,0,Matches
170,Juan Cuadrado,co COL,MF,it Atalanta,36,1988,3.6,0,9,5,55.6,2.53,1.41,0,0,0,0,Matches
171,Pau Cubarsí,es ESP,DF,es Barcelona,17,2007,10.9,0,3,2,66.7,0.28,0.18,0,0,0,0,Matches
172,Andres Cuenca,es ESP,DF,es Barcelona,17,2007,0.1,0,0,0,,0,0,,,0,0,Matches
173,Daniel Cummings,sct SCO,FW,sct Celtic,18,2006,0.1,0,0,0,,0,0,,,0,0,Matches
174,Adam Daghim,dk DEN,FW,at RB Salzburg,18,2005,4.4,1,7,3,42.9,1.6,0.69,0.14,0.33,0,0,Matches
175,Samuel Dahl,se SWE,DF,pt Benfica,21,2003,1.7,0,2,0,0,1.15,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Ameen Al-Dakhil,be BEL,DF,de Stuttgart,22,2002,1.1,0,0,0,,0,0,,,0,0,Matches
177,Dálcio,gw GNB,"FW,MF",rs Red Star,28,1996,2,0,4,0,0,1.97,0,0,,0,0,Matches
178,Thijs Dallinga,nl NED,FW,it Bologna,23,2000,4.6,1,10,6,60,2.18,1.31,0.1,0.17,0,0,Matches
179,Matteo Dams,be BEL,DF,nl PSV,20,2004,4.6,0,0,0,,0,0,,,0,0,Matches
180,Kryštof Daněk,cz CZE,FW,cz Sparta Prague,21,2003,0.6,0,0,0,,0,0,,,0,0,Matches
181,Danilo,br BRA,DF,it Juventus,33,1991,2.6,0,1,1,100,0.39,0.39,0,0,0,0,Matches
182,Arnaut Danjuma,nl NED,"FW,MF",es Girona,27,1997,4.3,1,15,3,20,3.47,0.69,0.07,0.33,0,0,Matches
183,Jayden Danns,eng ENG,FW,eng Liverpool,18,2006,0.9,0,1,0,0,1.1,0,0,,0,0,Matches
184,Matteo Darmian,it ITA,MF,it Inter,34,1989,6.1,0,4,3,75,0.65,0.49,0,0,0,0,Matches
185,Juan David Cabal,co COL,DF,it Juventus,23,2001,1.7,0,0,0,,0,0,,,0,0,Matches
186,Jonathan David,ca CAN,FW,fr Lille,24,2000,8.3,7,20,11,55,2.41,1.33,0.25,0.45,2,2,Matches
187,Alphonso Davies,ca CAN,DF,de Bayern Munich,23,2000,7.8,2,9,3,33.3,1.16,0.39,0.22,0.67,0,0,Matches
188,Kevin De Bruyne,be BEL,MF,eng Manchester City,33,1991,4.4,0,13,3,23.1,2.95,0.68,0,0,0,0,Matches
189,Maxim De Cuyper,be BEL,DF,be Club Brugge,23,2000,12,1,11,4,36.4,0.92,0.33,0.09,0.25,0,0,Matches
190,Charles De Ketelaere,be BEL,"FW,MF",it Atalanta,23,2001,7.8,4,17,10,58.8,2.19,1.29,0.18,0.3,1,1,Matches
191,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,30,1994,8.3,0,6,1,16.7,0.73,0.12,0,0,0,0,Matches
192,Giacomo De Pieri,it ITA,MF,it Inter,17,2006,0.2,0,1,0,0,6,0,0,,0,0,Matches
193,Zeno Debast,be BEL,"DF,MF",pt Sporting CP,20,2003,6.3,1,4,1,25,0.64,0.16,0.25,1,0,0,Matches
194,Amar Dedić,ba BIH,DF,at RB Salzburg,21,2002,7,0,13,4,30.8,1.86,0.57,0,0,0,0,Matches
195,Romain Del Castillo,fr FRA,FW,fr Brest,28,1996,3.5,0,4,2,50,1.13,0.57,0,0,0,0,Matches
196,Ousmane Dembélé,fr FRA,FW,fr Paris Saint-Germain,27,1997,12.9,8,64,23,35.9,4.97,1.79,0.13,0.35,0,0,Matches
197,Ermedin Demirović,ba BIH,FW,de Stuttgart,26,1998,4.5,1,20,6,30,4.43,1.33,0.05,0.17,0,0,Matches
198,Michele Di Gregorio,it ITA,GK,it Juventus,27,1997,8,0,0,0,,0,0,,,0,0,Matches
199,Ángel Di María,ar ARG,"FW,MF",pt Benfica,36,1988,6.1,1,18,7,38.9,2.97,1.16,0,0,1,1,Matches
200,Bafodé Diakité,fr FRA,DF,fr Lille,23,2001,9.5,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Mamady Diambou,ml MLI,MF,at RB Salzburg,21,2002,4,0,0,0,,0,0,,,0,0,Matches
202,Rúben Dias,pt POR,"DF,MF",eng Manchester City,27,1997,5,0,0,0,,0,0,,,0,0,Matches
203,Krépin Diatta,sn SEN,DF,fr Monaco,25,1999,2.4,0,2,1,50,0.85,0.42,0,0,0,0,Matches
204,Brahim Díaz,ma MAR,"MF,FW",es Real Madrid,24,1999,5.4,2,10,7,70,1.87,1.31,0.2,0.29,0,0,Matches
205,Luis Díaz,co COL,"FW,MF",eng Liverpool,27,1997,7,3,14,7,50,2,1,0.21,0.43,0,0,Matches
206,Eric Dier,eng ENG,DF,de Bayern Munich,30,1994,3.3,1,3,1,33.3,0.91,0.3,0.33,1,0,0,Matches
207,Lucas Digne,fr FRA,DF,eng Aston Villa,31,1993,8.3,0,4,2,50,0.48,0.24,0,0,0,0,Matches
