Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
42,Marco Asensio,es ESP,"FW,MF",es Real Madrid,24,1996,6.9,1,0,0,4,8,1,26,4,6,,,0,Matches
43,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,22,1997,0.5,0,0,0,2,3,0,0,1,2,,,0,Matches
44,Sardar Azmoun,ir IRN,FW,ru Zenit,25,1995,3.2,1,0,0,6,0,2,3,2,0,,,0,Matches
45,César Azpilicueta,es ESP,"DF,MF",eng Chelsea,30,1989,10.7,1,0,0,18,7,0,12,10,14,,,0,Matches
46,Demba Ba,sn SEN,FW,tr Başakşehir,35,1985,3.6,0,0,0,3,11,1,1,2,0,,,0,Matches
47,Ousseynou Ba,sn SEN,DF,gr Olympiacos,24,1995,2.1,0,0,0,2,2,0,0,2,3,,,0,Matches
48,Youssouph Badji,sn SEN,FW,be Club Brugge,18,2001,0.4,0,0,0,1,2,0,0,0,0,,,0,Matches
49,Mitchel Bakker,nl NED,DF,fr Paris Saint-Germain,20,2000,4.6,0,0,0,5,4,1,3,4,6,,,0,Matches
50,Leonardo Balerdi,ar ARG,DF,fr Marseille,21,1999,2.8,2,1,1,3,2,0,0,8,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Tudor Băluță,ro ROU,"DF,MF",ua Dynamo Kyiv,21,1999,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
52,Nicolò Barella,it ITA,MF,it Inter,23,1997,5.9,2,0,0,9,10,2,21,5,11,,,0,Matches
53,Romário Baró,pt POR,MF,pt Porto,20,2000,0.7,0,0,0,1,0,0,0,1,0,,,0,Matches
54,Wílmar Barrios,co COL,MF,ru Zenit,26,1993,5.5,2,0,0,6,11,0,1,15,9,,,0,Matches
55,Alessandro Bastoni,it ITA,DF,it Inter,21,1999,4.6,2,0,0,5,3,0,4,3,2,,,0,Matches
56,Roko Baturina,hr CRO,FW,hu Ferencváros,20,2000,0.4,0,0,0,1,1,0,0,0,0,,,0,Matches
57,Donny van de Beek,nl NED,"MF,FW",eng Manchester Utd,23,1997,3.1,0,0,0,3,1,1,0,2,3,,,0,Matches
58,Jude Bellingham,eng ENG,MF,de Dortmund,17,2003,7.6,2,0,0,11,23,0,3,6,9,,,0,Matches
59,Darío Benedetto,ar ARG,FW,fr Marseille,30,1990,2.9,0,0,0,2,4,1,2,2,1,,,0,Matches
60,László Bénes,sk SVK,MF,de Gladbach,22,1997,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
61,Ramy Bensebaini,dz ALG,DF,de Gladbach,25,1995,5,1,0,0,9,3,0,4,10,9,,,0,Matches
62,Rodrigo Bentancur,uy URU,MF,it Juventus,23,1997,5.2,2,0,0,8,4,0,12,11,12,,,0,Matches
63,Karim Benzema,fr FRA,FW,es Real Madrid,32,1987,9.3,0,0,0,4,4,7,4,2,2,,,0,Matches
64,Marcus Berg,se SWE,FW,ru Krasnodar,33,1986,5.7,1,0,0,9,15,1,2,2,1,,,0,Matches
65,Mergim Berisha,de GER,"MF,FW",at RB Salzburg,22,1998,5.2,0,0,0,7,6,2,5,4,1,,,0,Matches
66,Federico Bernardeschi,it ITA,MF,it Juventus,26,1994,1.7,1,0,0,2,1,2,19,1,0,,,0,Matches
67,Miha Blažič,si SVN,DF,hu Ferencváros,27,1993,6,1,0,0,6,2,1,0,17,4,,,0,Matches
68,Daley Blind,nl NED,"DF,MF",nl Ajax,30,1990,4.6,1,0,0,6,2,0,2,6,6,,,0,Matches
69,Jérôme Boateng,de GER,DF,de Bayern Munich,31,1988,5.8,2,0,0,5,4,0,2,14,8,,,0,Matches
70,Franck Boli,ci CIV,FW,hu Ferencváros,26,1993,0.9,0,0,0,1,2,0,0,0,1,,,0,Matches
71,Boli Bolingoli-Mbombo,be BEL,DF,tr Başakşehir,25,1995,4.1,1,0,0,4,3,1,9,10,3,,,0,Matches
72,Valerii Bondar,ua UKR,DF,ua Shakhtar Donetsk,21,1999,6,1,0,0,8,2,0,0,9,4,,,1,Matches
73,Leonardo Bonucci,it ITA,DF,it Juventus,33,1987,5.5,0,0,0,2,3,1,0,8,1,,,0,Matches
74,Endre Botka,hu HUN,DF,hu Ferencváros,25,1994,2.9,1,0,0,4,3,0,5,6,0,,,0,Matches
75,Andreas Bouchalakis,gr GRE,MF,gr Olympiacos,27,1993,4.6,0,0,0,4,4,0,2,10,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Yassine Bounou,ma MAR,GK,es Sevilla,29,1991,5,0,0,0,0,0,0,0,0,0,,,0,Matches
77,Benjamin Bourigeaud,fr FRA,MF,fr Rennes,26,1994,4.1,1,0,0,6,1,0,33,5,4,,,0,Matches
78,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,32,1988,1,0,0,0,0,0,0,0,0,0,,,0,Matches
79,Martin Braithwaite,dk DEN,FW,es Barcelona,29,1991,2.6,0,0,0,0,3,1,0,0,0,,,0,Matches
80,Julian Brandt,de GER,MF,de Dortmund,24,1996,2.4,0,0,0,2,4,0,2,1,2,,,0,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,18,2002,0.5,0,0,0,1,2,0,1,0,1,,,0,Matches
82,Marcelo Brozović,hr CRO,MF,it Inter,27,1992,4.1,2,0,0,5,1,0,22,4,4,,,0,Matches
83,Bruma,pt POR,"FW,MF",gr Olympiacos,25,1994,0.7,0,0,0,1,1,0,1,0,0,,,0,Matches
84,Gianluigi Buffon,it ITA,GK,it Juventus,42,1978,1,0,0,0,0,0,0,0,0,0,,,0,Matches
85,Roman Bürki,ch SUI,GK,de Dortmund,29,1990,4,0,0,0,0,1,0,0,1,0,,,0,Matches
86,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,26,1994,4,0,0,0,0,1,0,1,1,1,,,0,Matches
87,Sergio Busquets,es ESP,MF,es Barcelona,32,1988,3.7,1,0,0,5,8,0,1,1,4,,,0,Matches
88,Vitaliy Buyalskyi,ua UKR,"MF,FW",ua Dynamo Kyiv,27,1993,3.8,2,0,0,7,8,1,2,4,6,,,0,Matches
89,Rémy Cabella,fr FRA,"MF,FW",ru Krasnodar,30,1990,2.8,0,0,0,4,6,2,5,2,4,,,0,Matches
90,Júnior Caiçara,br BRA,DF,tr Başakşehir,31,1989,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
91,Felipe Caicedo,ec ECU,FW,it Lazio,31,1988,1.5,1,0,0,1,2,0,0,0,0,,,0,Matches
92,Jens Cajuste,se SWE,MF,dk Midtjylland,20,1999,3.6,1,0,0,3,4,0,1,5,5,,,0,Matches
93,Mattia Caldara,it ITA,DF,it Atalanta,26,1994,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
94,Duje Ćaleta-Car,hr CRO,DF,fr Marseille,23,1996,4,1,0,0,5,2,0,0,6,1,,,0,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,23,1997,3.2,2,0,0,11,3,3,4,0,3,,,0,Matches
96,Mohamed Camara,ml MLI,MF,at RB Salzburg,20,2000,4.6,3,0,0,9,15,2,0,10,9,,,0,Matches
97,Eduardo Camavinga,fr FRA,MF,fr Rennes,17,2002,3.6,1,0,0,11,6,0,1,6,3,,,0,Matches
98,Sergio Camello,es ESP,FW,es Atlético Madrid,19,2001,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
99,Emre Can,de GER,"MF,DF",de Dortmund,26,1994,5.2,2,0,0,9,3,0,0,6,5,,,0,Matches
100,João Cancelo,pt POR,DF,eng Manchester City,26,1994,6.7,3,0,0,11,2,0,16,7,17,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Diego Carlos,br BRA,DF,es Sevilla,27,1993,8,1,0,0,15,4,1,1,13,5,,,0,Matches
102,Yannick Carrasco,be BEL,MF,es Atlético Madrid,26,1993,4.2,0,0,0,5,5,2,20,1,3,,,0,Matches
103,Dani Carvajal,es ESP,"MF,DF",es Real Madrid,28,1992,1.8,0,0,0,1,0,0,1,2,1,,,0,Matches
104,Casemiro,br BRA,MF,es Real Madrid,28,1992,9.2,4,0,0,14,17,1,5,21,14,,,0,Matches
105,Danilo Cataldi,it ITA,MF,it Lazio,25,1994,1,0,0,0,0,0,0,3,1,0,,,0,Matches
106,Edinson Cavani,uy URU,FW,eng Manchester Utd,33,1987,2.3,0,0,0,2,3,3,1,1,0,,,0,Matches
107,Murilo Cerqueira,br BRA,"DF,MF",ru Loko Moscow,23,1997,5,3,0,0,8,2,0,1,12,5,,,0,Matches
108,Nacer Chadli,be BEL,MF,tr Başakşehir,30,1989,1.3,0,0,0,0,1,0,2,0,1,,,0,Matches
109,Yevgeni Chernov,ru RUS,DF,ru Krasnodar,27,1992,3.2,0,0,0,2,7,0,11,4,0,,,0,Matches
110,Giorgio Chiellini,it ITA,DF,it Juventus,35,1984,1.6,0,0,0,2,0,0,0,2,1,,,0,Matches
111,Federico Chiesa,it ITA,"MF,FW",it Juventus,22,1997,6.1,2,0,0,7,10,4,28,1,5,,,0,Matches
112,Ben Chilwell,eng ENG,"MF,DF",eng Chelsea,23,1996,8.6,1,0,0,16,11,1,29,15,6,,,0,Matches
113,Andreas Christensen,dk DEN,DF,eng Chelsea,24,1996,6.6,1,0,0,9,1,0,0,8,2,,,0,Matches
114,Eldar Ćivić,ba BIH,DF,hu Ferencváros,24,1996,0.7,1,0,0,2,0,0,2,3,2,,,0,Matches
115,Viktor Claesson,se SWE,"MF,FW",ru Krasnodar,28,1992,3.2,0,0,0,4,1,0,0,5,1,,,0,Matches
116,Leighton Clarkson,eng ENG,MF,eng Liverpool,18,2001,1,0,0,0,1,0,0,0,0,0,,,0,Matches
117,Kingsley Coman,fr FRA,MF,de Bayern Munich,24,1996,6,1,0,0,7,7,1,31,2,2,,,0,Matches
118,Francisco Conceição,pt POR,MF,pt Porto,17,2002,0.1,0,0,0,1,0,0,1,0,0,,,0,Matches
119,Dion Cools,my MAS,DF,dk Midtjylland,24,1996,2.3,1,0,0,1,1,1,10,8,1,,,0,Matches
120,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,34,1986,4.5,0,0,0,2,5,0,1,11,7,,,0,Matches
121,Jesús Corona,mx MEX,"MF,FW",pt Porto,27,1993,8.4,2,0,0,6,24,3,18,12,4,,,0,Matches
122,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,25,1995,5.4,0,0,0,6,9,2,13,1,1,,,0,Matches
123,Joaquín Correa,ar ARG,FW,it Lazio,25,1994,7.4,2,0,0,9,11,3,4,1,4,,,0,Matches
124,Diogo Costa,pt POR,GK,pt Porto,20,1999,1,0,0,0,0,0,0,0,0,0,,,0,Matches
125,Douglas Costa,br BRA,MF,de Bayern Munich,29,1990,2.6,0,0,0,3,2,2,12,1,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Thibaut Courtois,be BEL,GK,es Real Madrid,28,1992,12,1,0,0,0,1,0,0,0,0,,,0,Matches
127,Philippe Coutinho,br BRA,MF,es Barcelona,28,1992,1.5,0,0,0,0,1,0,4,1,0,,,0,Matches
128,Enzo Crivelli,fr FRA,FW,tr Başakşehir,25,1995,2.7,2,0,0,3,3,1,0,0,0,,,0,Matches
129,Juan Cuadrado,co COL,"DF,MF",it Juventus,32,1988,6.1,3,0,0,9,15,1,58,5,8,,,0,Matches
130,Mickaël Cuisance,fr FRA,MF,fr Marseille,20,1999,2.6,0,0,0,5,5,0,6,2,5,,,0,Matches
131,Szymon Czyż,pl POL,MF,it Lazio,19,2001,0.3,1,0,0,1,1,0,0,0,3,,,0,Matches
132,Danilo D'Ambrosio,it ITA,DF,it Inter,31,1988,3.4,1,0,0,6,4,1,4,8,3,,,0,Matches
133,Damien Da Silva,fr FRA,DF,fr Rennes,32,1988,5.8,2,0,0,7,1,0,0,7,4,,,0,Matches
134,Colin Dagba,fr FRA,DF,fr Paris Saint-Germain,21,1998,2.5,1,0,0,1,2,0,1,3,5,,,0,Matches
135,Mahmoud Dahoud,de GER,MF,de Dortmund,24,1996,5.4,0,0,0,9,4,0,2,6,10,,,0,Matches
136,Patson Daka,zm ZAM,"FW,MF",at RB Salzburg,21,1998,2.3,0,0,0,2,7,1,4,0,2,,,0,Matches
137,Danilo,br BRA,DF,it Juventus,29,1991,6.3,3,0,0,15,3,0,2,20,11,,,0,Matches
138,Matteo Darmian,it ITA,MF,it Inter,30,1989,1.9,0,0,0,2,4,2,7,3,2,,,0,Matches
139,Alphonso Davies,ca CAN,DF,de Bayern Munich,19,2000,3.6,0,0,0,5,3,1,8,6,3,,,0,Matches
140,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,29,1991,7.4,2,0,0,11,9,1,42,3,3,,,0,Matches
141,Charles De Ketelaere,be BEL,"FW,DF",be Club Brugge,19,2001,5.1,0,0,0,7,5,3,8,4,8,,,0,Matches
142,Konrad De La Fuente,us USA,FW,es Barcelona,19,2001,0.2,0,0,0,2,0,0,0,0,0,,,0,Matches
143,Romain Del Castillo,fr FRA,FW,fr Rennes,24,1996,1.5,1,0,0,5,1,0,3,3,3,,,0,Matches
144,Thomas Delaney,dk DEN,"MF,DF",de Dortmund,28,1991,4.8,0,0,0,11,6,0,3,5,7,,,0,Matches
145,Simon Deli,ci CIV,DF,be Club Brugge,28,1991,3.5,0,0,0,2,1,0,0,6,0,,,0,Matches
146,Moussa Dembélé,fr FRA,FW,es Atlético Madrid,24,1996,0.5,0,0,0,0,1,0,1,0,0,,,0,Matches
147,Ousmane Dembélé,fr FRA,"MF,FW",es Barcelona,23,1997,4.2,0,0,0,1,5,2,11,2,1,,,0,Matches
148,Merih Demiral,tr TUR,DF,it Juventus,22,1998,4.4,4,1,1,10,3,0,0,9,3,,,0,Matches
149,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,22,1997,3.8,2,0,0,11,3,4,7,1,1,,,0,Matches
150,Dentinho,br BRA,FW,ua Shakhtar Donetsk,31,1989,1.8,0,0,0,3,4,0,1,2,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Fabio Depaoli,it ITA,"DF,MF",it Atalanta,23,1997,0.1,0,0,0,1,0,0,2,0,0,,,0,Matches
152,Sergiño Dest,us USA,"DF,MF",es Barcelona,19,2000,6.5,0,0,0,4,5,1,17,4,7,,,0,Matches
153,Ángel Di María,ar ARG,"FW,MF",fr Paris Saint-Germain,32,1988,7.7,0,1,0,5,12,2,42,9,10,,,0,Matches
154,Abdou Diallo,sn SEN,DF,fr Paris Saint-Germain,24,1996,5.6,0,0,0,8,1,0,8,6,9,,,0,Matches
155,Amad Diallo,ci CIV,"FW,MF",it Atalanta,18,2002,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
156,Rúben Dias,pt POR,DF,eng Manchester City,23,1997,10.8,1,0,0,12,5,0,0,16,8,,,0,Matches
157,Krépin Diatta,sn SEN,"MF,FW",be Club Brugge,21,1999,4.6,1,0,0,7,11,0,11,5,6,,,0,Matches
158,Luis Díaz,co COL,"MF,FW",pt Porto,23,1997,5,2,0,0,8,19,2,4,2,4,,,0,Matches
159,Dénes Dibusz,hu HUN,GK,hu Ferencváros,29,1990,6,0,0,0,0,0,0,0,0,1,,,0,Matches
160,Berat Djimsiti,al ALB,DF,it Atalanta,27,1993,8,2,0,0,6,4,0,2,29,5,,,0,Matches
161,Dodô,br BRA,DF,ua Shakhtar Donetsk,21,1998,6,0,0,0,1,11,0,11,12,4,,,0,Matches
162,Jeremy Doku,be BEL,"FW,MF",fr Rennes,18,2002,4.5,0,0,0,4,9,2,17,1,2,,,0,Matches
163,Tommy Doyle,eng ENG,MF,eng Manchester City,18,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
164,Mohamed Dräger,tn TUN,DF,gr Olympiacos,24,1996,0.7,0,0,0,1,0,0,2,0,2,,,0,Matches
165,Radu Drăgușin,ro ROU,DF,it Juventus,18,2002,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
166,Julian Draxler,de GER,"MF,FW",fr Paris Saint-Germain,26,1993,3,1,0,0,7,3,1,5,7,0,,,0,Matches
167,Anders Dreyer,dk DEN,"MF,FW",dk Midtjylland,22,1998,5.5,0,0,0,4,5,2,18,4,0,,,0,Matches
168,Sebastián Driussi,ar ARG,"MF,FW",ru Zenit,24,1996,3.1,0,0,0,2,6,0,7,3,3,,,0,Matches
169,Hugo Duro,es ESP,FW,es Real Madrid,20,1999,0.2,0,0,0,1,0,0,0,0,1,,,0,Matches
170,Lasha Dvali,ge GEO,DF,hu Ferencváros,25,1995,4.1,0,0,0,3,4,1,1,12,3,,,1,Matches
171,Paulo Dybala,ar ARG,"MF,FW",it Juventus,26,1993,2.4,0,0,0,2,5,3,2,2,0,,,0,Matches
172,Artem Dzyuba,ru RUS,FW,ru Zenit,31,1988,3.8,0,0,0,8,1,2,1,0,0,,,0,Matches
173,Éder,pt POR,FW,ru Loko Moscow,32,1987,2.8,0,0,0,3,6,4,1,0,0,,,0,Matches
174,Ederson,br BRA,GK,eng Manchester City,26,1993,12,0,0,0,0,2,0,0,0,0,,,0,Matches
175,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,20,2000,1,0,0,0,1,2,0,1,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Nico Elvedi,ch SUI,DF,de Gladbach,23,1996,6.9,0,0,0,5,1,1,0,11,5,,,0,Matches
177,Breel Embolo,ch SUI,"FW,MF",de Gladbach,23,1997,3.3,0,0,0,8,11,3,0,3,2,,,0,Matches
178,Youssef En-Nesyri,ma MAR,FW,es Sevilla,23,1997,4.3,1,0,0,2,9,2,1,2,1,,,0,Matches
179,Alexandru Epureanu,md MDA,DF,tr Başakşehir,33,1986,4.5,1,0,0,6,2,1,1,13,2,,,0,Matches
180,Christian Eriksen,dk DEN,MF,it Inter,28,1992,1.1,0,0,0,0,1,0,6,3,0,,,0,Matches
181,Aleksandr Erokhin,ru RUS,"MF,FW",ru Zenit,30,1989,3,0,0,0,7,1,3,4,4,3,,,0,Matches
182,Gonzalo Escalante,ar ARG,MF,it Lazio,27,1993,1.6,1,0,0,2,0,0,0,4,1,,,0,Matches
183,Sergio Escudero,es ESP,DF,es Sevilla,30,1989,2,0,0,0,2,3,0,7,3,1,,,0,Matches
184,Evander,br BRA,MF,dk Midtjylland,22,1998,1.7,0,0,0,2,1,0,14,1,1,,,0,Matches
185,Evanilson,br BRA,FW,pt Porto,20,1999,0.9,0,0,0,1,1,0,0,0,0,,,0,Matches
186,Fabinho,br BRA,"DF,MF",eng Liverpool,26,1993,6.2,0,0,0,9,2,0,0,14,11,,,0,Matches
187,Mohamed Fares,dz ALG,MF,it Lazio,24,1996,3.8,1,0,0,7,3,0,12,9,4,,,0,Matches
188,Ansu Fati,es ESP,MF,es Barcelona,17,2002,1.8,0,0,0,2,2,0,1,0,1,,,0,Matches
189,Felipe,br BRA,DF,es Atlético Madrid,31,1989,4.3,0,0,0,3,1,0,0,7,6,,,1,Matches
190,Luiz Felipe,it ITA,DF,it Lazio,23,1997,2,0,0,0,3,0,0,0,4,3,,,0,Matches
191,João Félix,pt POR,"FW,MF",es Atlético Madrid,20,1999,7.8,0,0,0,5,18,1,8,4,5,,,0,Matches
192,Bruno Fernandes,pt POR,MF,eng Manchester Utd,25,1994,4.9,1,0,0,4,10,1,31,4,6,,,0,Matches
193,Matheus Fernandes,br BRA,MF,es Barcelona,22,1998,0.2,0,0,0,1,1,0,0,0,0,,,0,Matches
194,Carlos Fernández,es ESP,FW,es Sevilla,24,1996,0.1,0,0,0,0,0,1,1,0,0,,,0,Matches
195,Fernandinho,br BRA,MF,eng Manchester City,35,1985,3.8,2,0,0,14,5,0,2,7,2,,,0,Matches
196,Fernando,br BRA,FW,ua Shakhtar Donetsk,21,1999,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
197,Fernando,br BRA,MF,es Sevilla,33,1987,5.5,1,0,0,4,4,0,0,12,4,,,0,Matches
198,Roberto Firmino,br BRA,FW,eng Liverpool,28,1991,3.7,0,0,0,4,0,0,1,1,2,,,0,Matches
199,Junior Firpo,do DOM,DF,es Barcelona,23,1996,2.9,1,0,0,3,3,1,3,2,4,,,0,Matches
200,Alessandro Florenzi,it ITA,DF,fr Paris Saint-Germain,29,1991,9,0,0,0,5,4,0,23,11,6,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Phil Foden,eng ENG,"MF,FW",eng Manchester City,20,2000,11.8,0,0,0,6,13,2,47,8,11,,,0,Matches
202,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,28,1991,5.1,1,0,0,8,6,5,9,2,2,,,0,Matches
203,Kostas Fortounis,gr GRE,"MF,FW",gr Olympiacos,27,1992,3.2,2,0,0,3,10,4,12,2,3,,,0,Matches
204,Timothy Fosu-Mensah,nl NED,DF,eng Manchester Utd,22,1998,0.3,0,0,0,0,1,0,0,1,1,,,0,Matches
205,Gianluca Frabotta,it ITA,"DF,MF",it Juventus,21,1999,0.2,0,0,0,1,0,0,3,0,0,,,0,Matches
206,Lassina Franck Traoré,bf BFA,FW,nl Ajax,19,2001,2.2,1,0,0,12,5,2,0,1,0,,,0,Matches
207,Fred,br BRA,MF,eng Manchester Utd,27,1993,3.8,2,1,1,13,5,0,0,7,4,,,0,Matches
208,Remo Freuler,ch SUI,MF,it Atalanta,28,1992,5.8,1,1,0,7,6,0,2,10,7,,,0,Matches
