Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
340,Davy Klaassen,nl NED,MF,nl Ajax,29,1993,5,2,212,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
341,Jan Kliment,cz CZE,FW,cz Viktoria Plzeň,28,1993,1,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches
342,Lukas Klostermann,de GER,DF,de RB Leipzig,26,1996,2,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Ansgar Knauff,de GER,"MF,FW",de Eintracht Frankfurt,20,2002,6,3,293,3.3,0,1,1,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
344,Gregor Kobel,ch SUI,GK,de Dortmund,24,1997,4,4,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
345,Philipp Köhn,ch SUI,GK,at RB Salzburg,24,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Sekou Koita,ml MLI,"FW,MF",at RB Salzburg,22,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Koke,es ESP,MF,es Atlético Madrid,30,1992,4,4,329,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
348,Sead Kolašinac,ba BIH,DF,fr Marseille,29,1993,4,1,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
349,Randal Kolo Muani,fr FRA,FW,de Eintracht Frankfurt,23,1998,7,7,515,5.7,2,0,2,2,0,0,1,1,0.35,0,0.35,0.35,0.35,Matches
350,Ibrahima Konaté,fr FRA,DF,eng Liverpool,23,1999,3,3,258,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Geoffrey Kondogbia,cf CTA,MF,es Atlético Madrid,29,1993,3,2,225,2.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
352,Yukhym Konoplia,ua UKR,DF,ua Shakhtar Donetsk,22,1999,5,5,418,4.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
353,Jan Kopic,cz CZE,"MF,FW",cz Viktoria Plzeň,32,1990,2,2,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
354,Odilon Kossounou,ci CIV,DF,de Leverkusen,21,2001,5,5,428,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
355,Filip Kostić,rs SRB,"MF,FW",it Juventus,29,1992,6,5,428,4.8,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
356,Kalidou Koulibaly,sn SEN,DF,eng Chelsea,31,1991,7,7,568,6.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
357,Jules Koundé,fr FRA,DF,es Barcelona,23,1998,3,3,246,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
358,Mateo Kovačić,hr CRO,MF,eng Chelsea,28,1994,8,8,621,6.9,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
359,Adam Kronus,,MF,cz Viktoria Plzeň,20,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Toni Kroos,de GER,MF,es Real Madrid,32,1990,12,10,842,9.4,0,2,2,0,0,0,2,0,0,0.21,0.21,0,0.21,Matches
361,Rade Krunić,ba BIH,MF,it Milan,28,1993,11,9,823,9.1,1,0,1,1,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
362,Dmytro Kryskiv,ua UKR,MF,ua Shakhtar Donetsk,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar Donetsk,31,1991,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Mohammed Kudus,gh GHA,FW,nl Ajax,21,2000,6,5,448,5,4,3,7,4,0,0,1,0,0.8,0.6,1.41,0.8,1.41,Matches
365,Dejan Kulusevski,se SWE,"MF,FW",eng Tottenham Hotspur,22,2000,4,2,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Khvicha Kvaratskhelia,ge GEO,"FW,MF",it Napoli,21,2001,9,9,692,7.7,2,4,6,1,1,3,0,0,0.26,0.52,0.78,0.13,0.65,Matches
367,Konrad Laimer,at AUT,MF,de RB Leipzig,25,1997,3,3,261,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Érik Lamela,ar ARG,FW,es Sevilla,30,1992,5,2,278,3.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
369,Noa Lang,nl NED,FW,be Club Brugge,23,1999,4,4,290,3.2,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
370,Aymeric Laporte,es ESP,DF,eng Manchester City,28,1994,4,3,292,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
371,Cyle Larin,ca CAN,"FW,MF",be Club Brugge,27,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Rasmus Lauritsen,dk DEN,DF,hr Dinamo Zagreb,26,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Neta Lavi,il ISR,MF,il Maccabi Haifa,25,1996,6,5,469,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
374,Rafael Leão,pt POR,"MF,FW",it Milan,23,1999,11,11,907,10.1,1,4,5,1,0,0,0,0,0.1,0.4,0.5,0.1,0.5,Matches
375,Thomas Lemar,fr FRA,MF,es Atlético Madrid,26,1995,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Clément Lenglet,fr FRA,DF,eng Tottenham Hotspur,27,1995,7,6,508,5.6,1,0,1,1,0,0,3,0,0.18,0,0.18,0.18,0.18,Matches
377,Christopher Lenz,de GER,"MF,DF",de Eintracht Frankfurt,27,1994,5,4,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
378,Lukas Lerager,dk DEN,MF,dk FC Copenhagen,29,1993,6,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
379,Robert Lewandowski,pl POL,FW,es Barcelona,33,1988,5,5,441,4.9,5,0,5,5,0,0,0,0,1.02,0,1.02,1.02,1.02,Matches
380,Rico Lewis,eng ENG,DF,eng Manchester City,17,2004,2,1,119,1.3,1,0,1,1,0,0,0,0,0.76,0,0.76,0.76,0.76,Matches
381,Matthijs de Ligt,nl NED,DF,de Bayern Munich,22,1999,7,7,614,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
382,Jesper Lindstrøm,dk DEN,"FW,MF",de Eintracht Frankfurt,22,2000,7,7,508,5.6,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
383,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,27,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
384,Robert Ljubicic,at AUT,"DF,MF",hr Dinamo Zagreb,23,1999,6,6,540,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
385,Marcos Llorente,es ESP,MF,es Atlético Madrid,27,1995,3,3,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Hugo Lloris,fr FRA,GK,eng Tottenham Hotspur,35,1986,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Danny Loader,cm CMR,"FW,MF",pt Porto,21,2000,3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Stanislav Lobotka,sk SVK,MF,it Napoli,27,1994,10,10,873,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Manuel Locatelli,it ITA,MF,it Juventus,24,1998,5,2,222,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
390,Ruben Loftus-Cheek,eng ENG,MF,eng Chelsea,26,1996,7,2,285,3.2,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
391,Pau López,es ESP,GK,fr Marseille,27,1994,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Alexander lowry,sct SCO,MF,sct Rangers,19,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Hirving Lozano,mx MEX,FW,it Napoli,27,1995,9,4,467,5.2,1,1,2,1,0,0,0,0,0.19,0.19,0.39,0.19,0.39,Matches
394,Florentino Luís,pt POR,MF,pt Benfica,22,1999,10,10,859,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
395,Romelu Lukaku,be BEL,FW,it Inter,29,1993,8,0,185,2.1,3,1,4,2,1,1,1,0,1.46,0.49,1.95,0.97,1.46,Matches
396,Valdemar Lund,dk DEN,DF,dk FC Copenhagen,19,2003,4,3,304,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
397,John Lundstram,eng ENG,MF,sct Rangers,28,1994,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
398,Andriy Lunin,ua UKR,GK,es Real Madrid,23,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Daizen Maeda,jp JPN,"MF,FW",sct Celtic,24,1997,6,3,330,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
400,Riyad Mahrez,dz ALG,"MF,FW",eng Manchester City,31,1991,9,6,506,5.6,3,2,5,2,1,3,0,0,0.53,0.36,0.89,0.36,0.71,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Mike Maignan,fr FRA,GK,it Milan,27,1995,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
402,Donyell Malen,nl NED,MF,de Dortmund,23,1999,6,2,248,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
403,Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,28,1994,6,6,511,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
404,Sadio Mané,sn SEN,"MF,FW",de Bayern Munich,30,1992,9,6,552,6.1,3,1,4,3,0,0,0,0,0.49,0.16,0.65,0.49,0.65,Matches
405,Iván Marcano,es ESP,DF,pt Porto,35,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Marcão,br BRA,DF,es Sevilla,26,1996,3,3,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
407,José María Giménez,uy URU,DF,es Atlético Madrid,27,1995,5,5,401,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
408,Mariano,do DOM,FW,es Real Madrid,28,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Antonio Marin,hr CRO,FW,hr Dinamo Zagreb,21,2001,1,0,7,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
410,João Mário,pt POR,MF,pt Benfica,29,1993,10,10,861,9.6,6,2,8,1,5,5,2,0,0.63,0.21,0.84,0.1,0.31,Matches
411,João Mário Lopes,pt POR,DF,pt Porto,22,2000,5,4,270,3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
412,Marquinhos,br BRA,DF,fr Paris Saint-Germain,28,1994,8,8,653,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
413,José Marsà,es ESP,DF,pt Sporting CP,20,2002,2,0,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Lautaro Martínez,ar ARG,FW,it Inter,24,1997,13,12,997,11.1,3,3,6,3,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches
415,Toni Martínez,es ESP,FW,pt Porto,25,1997,7,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
416,Clinton Mata,ao ANG,DF,be Club Brugge,29,1992,3,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Pape Matar Sarr,sn SEN,MF,eng Tottenham Hotspur,19,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Joël Matip,cm CMR,DF,eng Liverpool,30,1991,4,2,243,2.7,1,0,1,1,0,0,1,0,0.37,0,0.37,0.37,0.37,Matches
419,Rabbi Matondo,wls WAL,MF,sct Rangers,21,2000,5,0,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Mykola Matviyenko,ua UKR,DF,ua Shakhtar Donetsk,26,1996,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
421,Philipp Max,de GER,MF,de Eintracht Frankfurt,28,1993,2,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Eric Maxim Choupo-Moting,cm CMR,FW,de Bayern Munich,33,1989,7,5,435,4.8,4,0,4,4,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches
423,Noussair Mazraoui,ma MAR,DF,de Bayern Munich,24,1997,5,4,392,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
424,Kylian Mbappé,fr FRA,FW,fr Paris Saint-Germain,23,1998,8,7,651,7.2,7,3,10,6,1,1,0,0,0.97,0.41,1.38,0.83,1.24,Matches
425,Chancel Mbemba,cd COD,DF,fr Marseille,27,1994,5,5,406,4.5,2,1,3,2,0,0,0,1,0.44,0.22,0.67,0.44,0.67,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,James McCarthy,ie IRL,MF,sct Celtic,31,1990,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Allan McGregor,sct SCO,GK,sct Rangers,40,1982,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Callum McGregor,sct SCO,MF,sct Celtic,29,1993,3,3,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
429,Weston McKennie,us USA,MF,it Juventus,23,1998,5,4,360,4,2,0,2,2,0,0,1,0,0.5,0,0.5,0.5,0.5,Matches
430,Jon McLaughlin,sct SCO,GK,sct Rangers,34,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Brandon Mechele,be BEL,DF,be Club Brugge,29,1993,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Bjorn Meijer,nl NED,"DF,MF",be Club Brugge,19,2003,8,6,572,6.4,1,1,2,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,Matches
433,Raz Meir,il ISR,DF,il Maccabi Haifa,25,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Arthur Melo,br BRA,MF,eng Liverpool,25,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Memphis,nl NED,"FW,MF",es Barcelona,28,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Sun Menachem,il ISR,DF,il Maccabi Haifa,28,1993,4,0,59,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
437,Nuno Mendes,pt POR,"MF,DF",fr Paris Saint-Germain,20,2002,6,5,439,4.9,1,0,1,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
438,Edouard Mendy,sn SEN,GK,eng Chelsea,30,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Ferland Mendy,fr FRA,DF,es Real Madrid,27,1995,5,4,347,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
440,Alex Meret,it ITA,GK,it Napoli,25,1997,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Lionel Messi,ar ARG,"FW,MF",fr Paris Saint-Germain,35,1987,7,7,613,6.8,4,4,8,4,0,0,0,0,0.59,0.59,1.17,0.59,1.17,Matches
442,Junior Messias,br BRA,MF,it Milan,31,1991,9,2,316,3.5,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
443,Thomas Meunier,be BEL,DF,de Dortmund,30,1991,4,4,352,3.9,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,Matches
444,Alexander Meyer,de GER,GK,de Dortmund,31,1991,5,4,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Simon Mignolet,be BEL,GK,be Club Brugge,34,1988,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
446,Arkadiusz Milik,pl POL,FW,it Juventus,28,1994,5,3,338,3.8,2,0,2,2,0,0,1,0,0.53,0,0.53,0.53,0.53,Matches
447,Éder Militão,br BRA,DF,es Real Madrid,24,1998,9,9,747,8.3,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
448,James Milner,eng ENG,MF,eng Liverpool,36,1986,8,3,242,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
449,Kim Min-jae,kr KOR,DF,it Napoli,25,1996,9,9,785,8.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
450,Rafa Mir,es ESP,FW,es Sevilla,25,1997,3,1,156,1.7,1,0,1,1,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Fabio Miretti,it ITA,"MF,FW",it Juventus,18,2003,5,3,212,2.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
452,Josip Mišić,hr CRO,MF,hr Dinamo Zagreb,28,1994,6,6,519,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
453,Henrikh Mkhitaryan,am ARM,MF,it Inter,33,1989,13,11,906,10.1,2,0,2,2,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
454,Anthony Modeste,fr FRA,FW,de Dortmund,34,1988,7,4,339,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
455,Luka Modrić,hr CRO,MF,es Real Madrid,36,1985,10,9,743,8.3,2,1,3,1,1,1,0,0,0.24,0.12,0.36,0.12,0.24,Matches
456,Ali Mohamed,ne NIG,MF,il Maccabi Haifa,26,1995,5,5,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Sadegh Moharrami,ir IRN,"DF,MF",hr Dinamo Zagreb,26,1996,6,5,408,4.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
458,Nahuel Molina,ar ARG,"DF,MF",es Atlético Madrid,24,1998,6,6,467,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Gonzalo Montiel,ar ARG,DF,es Sevilla,25,1997,4,2,226,2.5,1,0,1,1,0,0,2,0,0.4,0,0.4,0.4,0.4,Matches
460,Aaron Mooy,au AUS,MF,sct Celtic,31,1990,5,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Álvaro Morata,es ESP,FW,es Atlético Madrid,29,1992,5,4,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Morato,br BRA,DF,pt Benfica,21,2001,2,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
463,Alfredo Morelos,co COL,FW,sct Rangers,26,1996,5,3,256,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
464,Hidemasa Morita,jp JPN,MF,pt Sporting CP,27,1995,5,5,331,3.7,0,1,1,0,0,0,2,0,0,0.27,0.27,0,0.27,Matches
465,Jhon Mosquera,co COL,MF,cz Viktoria Plzeň,32,1990,5,5,431,4.8,0,1,1,0,0,0,3,0,0,0.21,0.21,0,0.21,Matches
466,Youssoufa Moukoko,de GER,FW,de Dortmund,17,2004,6,2,242,2.7,0,2,2,0,0,0,0,0,0,0.74,0.74,0,0.74,Matches
467,Mason Mount,eng ENG,MF,eng Chelsea,23,1999,9,5,441,4.9,0,2,2,0,0,0,3,0,0,0.41,0.41,0,0.41,Matches
468,Lucas Moura,br BRA,"MF,FW",eng Tottenham Hotspur,29,1992,3,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Mykhailo Mudryk,ua UKR,MF,eng Chelsea,21,2001,2,1,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
470,Mykhailo Mudryk,ua UKR,"MF,FW",ua Shakhtar Donetsk,21,2001,6,6,516,5.7,3,2,5,3,0,0,2,0,0.52,0.35,0.87,0.52,0.87,Matches
471,Paul Mukairu,ng NGA,"FW,MF",dk FC Copenhagen,22,2000,3,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Nordi Mukiele,fr FRA,MF,fr Paris Saint-Germain,24,1997,4,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Thomas Müller,de GER,MF,de Bayern Munich,32,1989,8,4,367,4.1,1,1,2,1,0,0,0,0,0.25,0.25,0.49,0.25,0.49,Matches
474,Petar Musa,hr CRO,FW,pt Benfica,24,1998,5,0,129,1.4,2,0,2,2,0,0,1,0,1.4,0,1.4,1.4,1.4,Matches
475,Jamal Musiala,de GER,MF,de Bayern Munich,19,2003,9,7,528,5.9,0,2,2,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Bohdan Mykhaylychenko,ua UKR,DF,ua Shakhtar Donetsk,25,1997,4,4,360,4,0,2,2,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
477,Obite N'Dicka,ci CIV,DF,de Eintracht Frankfurt,22,1999,8,8,720,8,0,1,1,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
478,Nacho,es ESP,DF,es Real Madrid,32,1990,8,4,440,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Jesús Navas,es ESP,"MF,DF",es Sevilla,36,1985,3,3,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Flávio Nazinho,pt POR,"DF,MF",pt Sporting CP,19,2003,3,0,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Tanguy Ndombele,fr FRA,MF,it Napoli,25,1996,9,3,373,4.1,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
482,David Neres,br BRA,"MF,FW",pt Benfica,25,1997,9,4,444,4.9,3,1,4,3,0,0,2,0,0.61,0.2,0.81,0.61,0.81,Matches
483,Luís Neto,pt POR,DF,pt Sporting CP,34,1988,1,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Manuel Neuer,de GER,GK,de Bayern Munich,36,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
485,João Neves,pt POR,MF,pt Benfica,17,2004,3,0,29,0.3,0,1,1,0,0,0,0,0,0,3.1,3.1,0,3.1,Matches
486,Neymar,br BRA,"FW,MF",fr Paris Saint-Germain,30,1992,6,6,539,6,2,2,4,2,0,0,4,0,0.33,0.33,0.67,0.33,0.67,Matches
487,Tanguy Nianzou,fr FRA,DF,es Sevilla,20,2002,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
488,Casper Nielsen,dk DEN,"MF,FW",be Club Brugge,28,1994,8,7,645,7.2,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
489,Saúl Ñíguez,es ESP,MF,es Atlético Madrid,27,1994,5,4,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Christopher Nkunku,fr FRA,"MF,FW",de RB Leipzig,24,1997,7,6,562,6.2,3,1,4,3,0,0,1,0,0.48,0.16,0.64,0.48,0.64,Matches
491,Hugo Novoa,es ESP,"DF,MF",de RB Leipzig,19,2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Darwin Núñez,uy URU,FW,eng Liverpool,23,1999,8,5,399,4.4,4,1,5,4,0,0,1,0,0.9,0.23,1.13,0.9,1.13,Matches
493,Antonio Nusa,no NOR,"FW,MF",be Club Brugge,17,2005,4,0,57,0.6,1,0,1,1,0,0,0,0,1.58,0,1.58,1.58,1.58,Matches
494,Matt O'Riley,dk DEN,MF,sct Celtic,21,2000,6,6,481,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
495,Jan Oblak,si SVN,GK,es Atlético Madrid,29,1993,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Lucas Ocampos,ar ARG,"FW,MF",nl Ajax,28,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Oleh Ocheretko,ua UKR,MF,ua Shakhtar Donetsk,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
498,Denis Odoi,gh GHA,"DF,MF",be Club Brugge,34,1988,7,6,523,5.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
499,Noah Okafor,ch SUI,FW,at RB Salzburg,22,2000,6,6,465,5.2,3,0,3,2,1,1,1,0,0.58,0,0.58,0.39,0.39,Matches
500,Mathías Olivera,uy URU,DF,it Napoli,24,1997,8,5,514,5.7,0,2,2,0,0,0,1,0,0,0.35,0.35,0,0.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Dani Olmo,es ESP,"FW,MF",de RB Leipzig,24,1998,3,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,André Onana,cm CMR,GK,it Inter,26,1996,13,13,"1,170",13,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
503,Raphael Onyedika,ng NGA,MF,be Club Brugge,21,2001,7,6,567,6.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
504,Willi Orban,hu HUN,DF,de RB Leipzig,29,1992,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Divock Origi,be BEL,"FW,MF",it Milan,27,1995,8,0,154,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
506,Mislav Oršić,hr CRO,"FW,MF",hr Dinamo Zagreb,29,1992,6,6,490,5.4,2,0,2,2,0,0,1,0,0.37,0,0.37,0.37,0.37,Matches
507,Stefan Ortega,de GER,GK,eng Manchester City,29,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Victor Osimhen,ng NGA,FW,it Napoli,23,1998,6,5,421,4.7,5,0,5,5,0,1,1,0,1.07,0,1.07,1.07,1.07,Matches
509,Nicolás Otamendi,ar ARG,DF,pt Benfica,34,1988,9,9,793,8.8,0,1,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
510,Otávio,pt POR,MF,pt Porto,27,1995,7,6,526,5.8,0,2,2,0,0,0,3,1,0,0.34,0.34,0,0.34,Matches
