Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
207,Manolo Gabbiadini,it ITA,FW,it Napoli,24,1991,2,1,10,5,50,5.08,2.54,0,0,1,1,Matches
208,Omar Gaber,eg EGY,DF,ch Basel,24,1992,0.8,0,0,0,,0,0,,,0,0,Matches
209,Gabi,es ESP,MF,es Atlético Madrid,33,1983,11,0,3,0,0,0.27,0,0,,0,0,Matches
210,Nicolás Gaitán,ar ARG,MF,es Atlético Madrid,28,1988,2.1,0,1,0,0,0.47,0,0,,0,0,Matches
211,Cristian Gamboa,cr CRC,"MF,DF",sct Celtic,26,1989,1.9,0,2,0,0,1.03,0,0,,0,0,Matches
212,Kévin Gameiro,fr FRA,FW,es Atlético Madrid,29,1987,4.8,2,16,6,37.5,3.35,1.26,0.06,0.17,1,1,Matches
213,Ganso,br BRA,MF,es Sevilla,26,1989,0.8,0,2,0,0,2.4,0,0,,0,0,Matches
214,Jordy Gaspar,ao ANG,MF,fr Lyon,19,1997,0.9,0,0,0,,0,0,,,0,0,Matches
215,Alexandru Gațcan,md MDA,MF,ru Rostov,32,1984,6,0,3,1,33.3,0.5,0.17,0,0,0,0,Matches
216,Felipe Gedoz,br BRA,FW,be Club Brugge,23,1993,1.4,0,0,0,,0,0,,,0,0,Matches
217,Valère Germain,fr FRA,FW,fr Monaco,26,1990,5.5,2,19,6,31.6,3.43,1.08,0.11,0.33,0,0,Matches
218,Rachid Ghezzal,dz ALG,"MF,FW",fr Lyon,24,1992,2.1,0,6,1,16.7,2.9,0.48,0,0,0,0,Matches
219,Faouzi Ghoulam,dz ALG,DF,it Napoli,25,1991,8,0,3,0,0,0.37,0,0,,0,0,Matches
220,Emanuele Giaccherini,it ITA,"FW,MF",it Napoli,31,1985,0.1,0,0,0,,0,0,,,0,0,Matches
221,Kieran Gibbs,eng ENG,DF,eng Arsenal,26,1989,5.2,0,1,1,100,0.19,0.19,0,0,0,0,Matches
222,Matthias Ginter,de GER,DF,de Dortmund,22,1994,5.9,0,2,2,100,0.34,0.34,0,0,0,0,Matches
223,Olivier Giroud,fr FRA,FW,eng Arsenal,29,1986,3.5,2,9,2,22.2,2.6,0.58,0.11,0.5,1,1,Matches
224,Kamil Glik,pl POL,DF,fr Monaco,28,1988,10,1,9,2,22.2,0.9,0.2,0.11,0.5,0,0,Matches
225,Diego Godín,uy URU,DF,es Atlético Madrid,30,1986,11,0,7,3,42.9,0.64,0.27,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
226,Evandro Goebel,br BRA,MF,pt Porto,29,1986,0.1,0,0,0,,0,0,,,0,0,Matches
227,Amer Gojak,ba BIH,MF,hr Dinamo Zagreb,19,1997,1.7,0,3,0,0,1.78,0,0,,0,0,Matches
228,Aleksandr Golovin,ru RUS,MF,ru CSKA Moscow,20,1996,5.5,0,5,3,60,0.91,0.54,0,0,0,0,Matches
229,André Gomes,pt POR,MF,es Barcelona,23,1993,5.2,0,6,2,33.3,1.16,0.39,0,0,0,0,Matches
230,José Gomes,pt POR,"DF,FW",pt Benfica,17,1999,0.1,0,0,0,,0,0,,,0,0,Matches
231,Maxime Gonalons,fr FRA,MF,fr Lyon,27,1989,5.4,0,6,2,33.3,1.12,0.37,0,0,0,0,Matches
232,Gökhan Gönül,tr TUR,DF,tr Beşiktaş,31,1985,1,0,0,0,,0,0,,,0,0,Matches
233,Derlis González,py PAR,FW,ua Dynamo Kyiv,22,1994,3.6,1,,3,,,0.84,,0.33,0,0,Matches
234,Craig Gordon,sct SCO,GK,sct Celtic,33,1982,5,0,0,0,,0,0,,,0,0,Matches
235,Astemir Gordyushenko,ru RUS,MF,ru CSKA Moscow,19,1997,0.4,0,0,0,,0,0,,,0,0,Matches
236,Mario Götze,de GER,MF,de Dortmund,24,1992,3.2,1,5,2,40,1.54,0.62,0.2,0.5,0,0,Matches
237,Vladimir Granat,ru RUS,DF,ru Rostov,29,1987,6,0,0,0,,0,0,,,0,0,Matches
238,Demarai Gray,jm JAM,MF,eng Leicester City,20,1996,1.7,0,7,2,28.6,4.06,1.16,0,0,0,0,Matches
239,Ján Greguš,sk SVK,MF,dk FC Copenhagen,25,1991,1.3,0,1,1,100,0.78,0.78,0,0,0,0,Matches
240,Clément Grenier,fr FRA,MF,fr Lyon,25,1991,0.1,0,1,0,0,7.5,0,0,,0,0,Matches
241,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,25,1991,11.9,6,29,12,41.4,2.44,1.01,0.14,0.33,2,3,Matches
242,Leigh Griffiths,sct SCO,FW,sct Celtic,25,1990,0.5,0,4,0,0,8.57,0,0,,0,0,Matches
243,Maksim Grigoryev,ru RUS,MF,ru Rostov,26,1990,0.1,0,0,0,,0,0,,,0,0,Matches
244,Álex Grimaldo,es ESP,DF,pt Benfica,20,1995,4,0,2,1,50,0.5,0.25,0,0,0,0,Matches
245,Andrés Guardado,mx MEX,MF,nl PSV,29,1986,3.7,0,1,1,100,0.27,0.27,0,0,0,1,Matches
246,Gonçalo Guedes,pt POR,"FW,MF",pt Benfica,19,1996,4.7,2,18,5,27.8,3.84,1.07,0.11,0.4,0,0,Matches
247,Raphaël Guerreiro,pt POR,"MF,DF",de Dortmund,22,1993,5.6,1,8,5,62.5,1.44,0.9,0.13,0.2,0,0,Matches
248,Guilherme,br BRA,"MF,DF",pl Legia Warsaw,25,1991,5.1,1,6,1,16.7,1.17,0.2,0.17,1,0,0,Matches
249,İlkay Gündoğan,de GER,MF,eng Manchester City,25,1990,5.8,2,12,10,83.3,2.08,1.73,0.17,0.2,0,0,Matches
250,André Hahn,de GER,FW,de Gladbach,25,1990,3.8,1,11,2,18.2,2.9,0.53,0.09,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
251,Kasper Hämäläinen,fi FIN,"FW,MF",pl Legia Warsaw,29,1986,0,0,0,0,,0,0,,,0,0,Matches
252,Ben Hamer,eng ENG,GK,eng Leicester City,28,1987,1,0,0,0,,0,0,,,0,0,Matches
253,Marek Hamšík,sk SVK,MF,it Napoli,29,1987,7.2,2,18,6,33.3,2.48,0.83,0.11,0.33,0,0,Matches
254,Denys Harmash,ua UKR,MF,ua Dynamo Kyiv,26,1990,3,1,11,4,36.4,3.67,1.33,0.09,0.25,0,0,Matches
255,Kai Havertz,de GER,MF,de Leverkusen,17,1999,0.9,0,0,0,,0,0,,,0,0,Matches
256,Thorgan Hazard,be BEL,"FW,MF",de Gladbach,23,1993,2.8,1,14,2,14.3,5,0.71,0.07,0.5,0,0,Matches
257,Liam Henderson,sct SCO,MF,sct Celtic,20,1996,0.1,0,1,0,0,18,0,0,,0,0,Matches
258,Jorrit Hendrix,nl NED,MF,nl PSV,21,1995,1.4,0,1,0,0,0.69,0,0,,0,0,Matches
259,Benjamin Henrichs,de GER,DF,de Leverkusen,19,1997,6.2,0,3,0,0,0.49,0,0,,0,0,Matches
260,Ángelo Henríquez,cl CHI,FW,hr Dinamo Zagreb,22,1994,0.9,0,0,0,,0,0,,,0,0,Matches
261,Javier Hernández,mx MEX,FW,de Leverkusen,28,1988,7.3,1,25,9,36,3.45,1.24,0.04,0.11,0,0,Matches
262,Lucas Hernández,fr FRA,DF,es Atlético Madrid,20,1996,3.4,0,0,0,,0,0,,,0,0,Matches
263,Luis Hernández,es ESP,DF,eng Leicester City,27,1989,4,0,0,0,,0,0,,,0,0,Matches
264,Hernanes,br BRA,MF,it Juventus,31,1985,1.1,0,2,0,0,1.89,0,0,,0,0,Matches
265,Héctor Herrera,mx MEX,MF,pt Porto,26,1990,3.6,0,9,2,22.2,2.52,0.56,0,0,0,0,Matches
266,Patrick Herrmann,de GER,MF,de Gladbach,25,1991,0.3,0,2,0,0,5.81,0,0,,0,0,Matches
267,Son Heung-min,kr KOR,"MF,FW",eng Tottenham Hotspur,24,1992,4.7,1,14,3,21.4,2.96,0.64,0.07,0.33,0,0,Matches
268,Gonzalo Higuaín,ar ARG,FW,it Juventus,28,1987,11.5,5,42,20,47.6,3.64,1.73,0.1,0.2,1,1,Matches
269,Roberto Hilbert,de GER,DF,de Leverkusen,31,1984,1,0,0,0,,0,0,,,0,0,Matches
270,Oleksandr Hladkyy,ua UKR,FW,ua Dynamo Kyiv,28,1987,0.3,0,0,0,,0,0,,,0,0,Matches
271,Adam Hloušek,cz CZE,DF,pl Legia Warsaw,27,1988,4,0,2,0,0,0.5,0,0,,0,0,Matches
272,Armin Hodžić,ba BIH,FW,hr Dinamo Zagreb,21,1994,0.4,0,1,0,0,2.81,0,0,,0,0,Matches
273,Jonas Hofmann,de GER,MF,de Gladbach,24,1992,1.5,0,1,1,100,0.65,0.65,0,0,0,0,Matches
274,Rob Holding,eng ENG,DF,eng Arsenal,20,1995,1,0,1,1,100,1,1,0,0,0,0,Matches
275,André Horta,pt POR,MF,pt Benfica,19,1996,1.6,0,3,1,33.3,1.85,0.62,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
276,Artem Hromov,ua UKR,"FW,MF",ua Dynamo Kyiv,26,1990,0,0,0,0,,0,0,,,0,0,Matches
277,Mats Hummels,de GER,DF,de Bayern Munich,27,1988,7.6,0,5,1,20,0.66,0.13,0,0,0,0,Matches
278,Oleh Husyev,ua UKR,"DF,MF",ua Dynamo Kyiv,33,1983,0.2,0,0,0,,0,0,,,0,0,Matches
279,Atiba Hutchinson,ca CAN,MF,tr Beşiktaş,33,1983,6,0,3,1,33.3,0.5,0.17,0,0,0,0,Matches
280,Robert Huth,de GER,DF,eng Leicester City,31,1984,8,0,6,1,16.7,0.75,0.12,0,0,0,0,Matches
281,Elseid Hysaj,al ALB,DF,it Napoli,22,1994,7,0,3,0,0,0.43,0,0,,0,0,Matches
282,Tom Høgli,no NOR,DF,dk FC Copenhagen,32,1984,0,0,0,0,,0,0,,,0,0,Matches
283,Vicente Iborra,es ESP,MF,es Sevilla,28,1988,4.7,0,4,0,0,0.86,0,0,,0,0,Matches
284,Sergei Ignashevich,ru RUS,DF,ru CSKA Moscow,37,1979,4,0,0,0,,0,0,,,0,0,Matches
285,Kelechi Iheanacho,ng NGA,FW,eng Manchester City,19,1996,1.1,2,8,3,37.5,6.99,2.62,0.25,0.67,0,0,Matches
286,Jonathan Ikone,fr FRA,"FW,MF",fr Paris Saint-Germain,18,1998,0,0,0,0,,0,0,,,0,0,Matches
287,Andrés Iniesta,es ESP,MF,es Barcelona,32,1984,6.6,1,8,2,25,1.21,0.3,0.13,0.5,0,0,Matches
288,Gökhan Inler,ch SUI,MF,tr Beşiktaş,32,1984,2.6,0,3,0,0,1.16,0,0,,0,0,Matches
289,Lorenzo Insigne,it ITA,FW,it Napoli,25,1991,5.3,1,16,5,31.3,3.01,0.94,0.06,0.2,0,1,Matches
290,Roberto Insigne,it ITA,"FW,MF",it Napoli,22,1994,0.2,0,,0,,,0,,,0,0,Matches
291,Aleksei Ionov,ru RUS,MF,ru CSKA Moscow,27,1989,2.4,0,1,0,0,0.42,0,0,,0,0,Matches
292,Isco,es ESP,FW,es Real Madrid,24,1992,4.3,1,8,3,37.5,1.87,0.7,0.13,0.33,0,0,Matches
293,Nicolas Isimat-Mirin,fr FRA,DF,nl PSV,24,1991,5.2,0,1,0,0,0.19,0,0,,0,0,Matches
294,Alex Iwobi,ng NGA,MF,eng Arsenal,20,1996,4.6,1,6,3,50,1.32,0.66,0.17,0.33,0,0,Matches
295,Emilio Izaguirre,hn HON,DF,sct Celtic,30,1986,3,0,0,0,,0,0,,,0,0,Matches
296,José Izquierdo,co COL,FW,be Club Brugge,24,1992,2.9,1,10,4,40,3.47,1.39,0.1,0.25,0,0,Matches
297,Marc Janko,at AUT,FW,ch Basel,33,1983,2,0,5,0,0,2.45,0,0,,0,0,Matches
298,Vincent Janssen,nl NED,FW,eng Tottenham Hotspur,22,1994,2.6,0,4,0,0,1.53,0,0,,0,0,Matches
299,Tony Jantschke,de GER,DF,de Gladbach,26,1990,2.1,0,0,0,,0,0,,,0,0,Matches
300,Corentin Jean,fr FRA,FW,fr Monaco,21,1995,0.8,0,3,0,0,3.55,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
301,Tin Jedvaj,hr CRO,DF,de Leverkusen,20,1995,3.2,0,2,1,50,0.63,0.31,0,0,0,0,Matches
302,Jemerson,br BRA,DF,fr Monaco,23,1992,11,0,4,0,0,0.36,0,0,,0,0,Matches
303,Carl Jenkinson,eng ENG,DF,eng Arsenal,24,1992,1.9,0,0,0,,0,0,,,0,0,Matches
304,Jesé,es ESP,"FW,MF",fr Paris Saint-Germain,23,1993,0.2,0,3,1,33.3,15.88,5.29,0,0,0,0,Matches
305,Raúl Jiménez,mx MEX,FW,pt Benfica,25,1991,1.7,1,6,3,50,3.46,1.73,0.17,0.33,0,0,Matches
306,Tomasz Jodłowiec,pl POL,MF,pl Legia Warsaw,30,1985,3.4,0,6,2,33.3,1.75,0.58,0,0,0,0,Matches
307,Fabian Johnson,us USA,MF,de Gladbach,28,1987,3.8,0,5,1,20,1.31,0.26,0,0,0,0,Matches
308,Jonas,br BRA,FW,pt Benfica,32,1984,0.3,0,0,0,,0,0,,,0,0,Matches
309,Luuk de Jong,nl NED,FW,nl PSV,25,1990,5,1,9,3,33.3,1.8,0.6,0.11,0.33,0,0,Matches
310,Siem de Jong,nl NED,MF,nl PSV,27,1989,1.5,0,4,1,25,2.67,0.67,0,0,0,0,Matches
311,Jorginho,it ITA,MF,it Napoli,24,1991,3.7,0,1,1,100,0.27,0.27,0,0,0,0,Matches
312,Diogo Jota,pt POR,FW,pt Porto,19,1996,4.3,1,16,5,31.3,3.73,1.17,0.06,0.2,0,0,Matches
313,Stevan Jovetić,me MNE,FW,es Sevilla,26,1989,1.5,0,5,1,20,3.36,0.67,0,0,0,0,Matches
314,Juanfran,es ESP,DF,es Atlético Madrid,31,1985,4.8,0,0,0,,0,0,,,0,0,Matches
315,Mathias Jørgensen,dk DEN,DF,dk FC Copenhagen,26,1990,6,2,3,2,66.7,0.5,0.33,0.67,1,0,0,Matches
316,Shinji Kagawa,jp JPN,MF,de Dortmund,27,1989,4.1,3,6,4,66.7,1.46,0.98,0.5,0.75,0,0,Matches
317,Timofei Kalachev,by BLR,"DF,MF",ru Rostov,35,1981,4.7,0,3,0,0,0.64,0,0,,0,0,Matches
318,Aldo Kalulu,cd COD,"FW,MF",fr Lyon,20,1996,0.4,0,0,0,,0,0,,,0,0,Matches
319,Kevin Kampl,si SVN,MF,de Leverkusen,25,1990,6.9,1,10,3,30,1.44,0.43,0.1,0.33,0,0,Matches
320,Harry Kane,eng ENG,FW,eng Tottenham Hotspur,23,1993,2.9,2,13,7,53.8,4.45,2.4,0.08,0.14,1,1,Matches
321,Moise Kean,it ITA,FW,it Juventus,16,2000,0.1,0,0,0,,0,0,,,0,0,Matches
322,Aboubakar Keita,ci CIV,MF,dk FC Copenhagen,18,1997,0,0,0,0,,0,0,,,0,0,Matches
323,Claudiu Keșerü,ro ROU,"FW,MF",bg Ludogorets Razgrad,29,1986,2.1,1,6,1,16.7,2.8,0.47,0.17,1,0,0,Matches
324,Yevhen Khacheridi,ua UKR,DF,ua Dynamo Kyiv,29,1987,6,0,2,0,0,0.33,0,0,,0,0,Matches
325,Sami Khedira,de GER,MF,it Juventus,29,1987,9.9,0,12,2,16.7,1.21,0.2,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
326,Stefan Kießling,de GER,FW,de Leverkusen,32,1984,2.3,0,3,1,33.3,1.3,0.43,0,0,0,0,Matches
327,Joshua Kimmich,de GER,MF,de Bayern Munich,21,1995,3.5,3,11,5,45.5,3.1,1.41,0.27,0.6,0,0,Matches
328,Presnel Kimpembe,fr FRA,DF,fr Paris Saint-Germain,20,1995,1,0,1,1,100,1,1,0,0,0,0,Matches
329,Andy King,wls WAL,MF,eng Leicester City,27,1988,2.6,0,0,0,,0,0,,,0,0,Matches
330,Igor Kireyev,ru RUS,DF,ru Rostov,24,1992,1,0,0,0,,0,0,,,0,0,Matches
331,Hiroshi Kiyotake,jp JPN,"FW,MF",es Sevilla,26,1989,0.2,0,0,0,,0,0,,,0,0,Matches
332,Bojan Knežević,hr CRO,MF,hr Dinamo Zagreb,19,1997,3,0,3,0,0,1.01,0,0,,0,0,Matches
333,Koke,es ESP,MF,es Atlético Madrid,24,1992,11.6,0,15,3,20,1.29,0.26,0,0,0,0,Matches
334,Aleksandar Kolarov,rs SRB,DF,eng Manchester City,30,1985,6,0,10,2,20,1.67,0.33,0,0,0,0,Matches
335,Timothée Kolodziejczak,fr FRA,DF,es Sevilla,24,1991,0,0,0,0,,0,0,,,0,0,Matches
336,Michał Kopczyński,pl POL,MF,pl Legia Warsaw,24,1992,3.1,0,0,0,,0,0,,,0,0,Matches
337,Julian Korb,de GER,"DF,MF",de Gladbach,24,1992,4.4,0,1,0,0,0.23,0,0,,0,0,Matches
338,Nikita Korzun,by BLR,MF,ua Dynamo Kyiv,21,1995,2.1,0,0,0,,0,0,,,0,0,Matches
339,Laurent Koscielny,fr FRA,DF,eng Arsenal,30,1985,7.1,0,1,1,100,0.14,0.14,0,0,0,0,Matches
340,Kalidou Koulibaly,sn SEN,DF,it Napoli,25,1991,8,0,3,1,33.3,0.37,0.12,0,0,0,0,Matches
341,Mateo Kovačić,hr CRO,MF,es Real Madrid,22,1994,2.4,1,3,2,66.7,1.24,0.83,0.33,0.5,0,0,Matches
342,Christoph Kramer,de GER,MF,de Gladbach,25,1991,3.8,0,2,2,100,0.53,0.53,0,0,0,0,Matches
343,Matías Kranevitter,ar ARG,MF,es Sevilla,23,1993,2.1,0,1,0,0,0.49,0,0,,0,0,Matches
344,Toni Kroos,de GER,MF,es Real Madrid,26,1990,11.4,1,10,4,40,0.88,0.35,0.1,0.25,0,0,Matches
345,Robbie Kruse,au AUS,"FW,MF",de Leverkusen,27,1988,0.2,0,0,0,,0,0,,,0,0,Matches
346,Grzegorz Krychowiak,pl POL,MF,fr Paris Saint-Germain,26,1990,2.3,0,0,0,,0,0,,,0,0,Matches
347,Michał Kucharczyk,pl POL,"MF,FW",pl Legia Warsaw,25,1991,2.5,1,13,3,23.1,5.11,1.18,0.08,0.33,0,0,Matches
348,Fyodor Kudryashov,ru RUS,"DF,MF",ru Rostov,29,1987,4,0,1,1,100,0.25,0.25,0,0,0,0,Matches
349,Layvin Kurzawa,fr FRA,DF,fr Paris Saint-Germain,23,1992,4.1,0,2,1,50,0.49,0.24,0,0,0,0,Matches
350,Kasper Kusk,dk DEN,MF,dk FC Copenhagen,24,1991,0.2,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
351,William Kvist,dk DEN,MF,dk FC Copenhagen,31,1985,6,0,4,1,25,0.67,0.17,0,0,0,0,Matches
352,Alexandre Lacazette,fr FRA,FW,fr Lyon,25,1991,3.8,1,10,5,50,2.63,1.32,0.1,0.2,0,1,Matches
353,Philipp Lahm,de GER,"DF,MF",de Bayern Munich,32,1983,7.3,0,4,0,0,0.55,0,0,,0,0,Matches
354,Érik Lamela,ar ARG,MF,eng Tottenham Hotspur,24,1992,2.6,0,5,2,40,1.94,0.78,0,0,0,0,Matches
355,Michael Lang,ch SUI,DF,ch Basel,25,1991,5,0,4,1,25,0.8,0.2,0,0,0,0,Matches
356,Steeven Langil,fr FRA,"MF,FW",pl Legia Warsaw,28,1988,1.5,0,5,1,20,3.31,0.66,0,0,0,0,Matches
357,Miguel Layún,mx MEX,DF,pt Porto,28,1988,4.8,1,9,4,44.4,1.88,0.84,0.11,0.25,0,0,Matches
358,Thomas Lemar,fr FRA,MF,fr Monaco,20,1995,9.9,2,17,5,29.4,1.71,0.5,0.12,0.4,0,0,Matches
359,Mario Lemina,ga GAB,MF,it Juventus,22,1993,3,0,6,0,0,2,0,0,,0,0,Matches
360,Clément Lenglet,fr FRA,DF,es Sevilla,21,1995,0.6,0,0,0,,0,0,,,0,0,Matches
361,Bernd Leno,de GER,GK,de Leverkusen,24,1992,7,0,0,0,,0,0,,,0,0,Matches
362,Robert Lewandowski,pl POL,FW,de Bayern Munich,27,1988,8.8,8,36,13,36.1,4.08,1.47,0.11,0.31,4,4,Matches
363,Stephan Lichtsteiner,ch SUI,DF,it Juventus,32,1984,0.8,0,0,0,,0,0,,,0,0,Matches
364,Anthony Limbombe,be BEL,MF,be Club Brugge,22,1994,2.2,0,5,0,0,2.26,0,0,,0,0,Matches
365,Victor Lindelöf,se SWE,DF,pt Benfica,22,1994,8,0,1,0,0,0.12,0,0,,0,0,Matches
366,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,21,1995,4,0,0,0,,0,0,,,0,0,Matches
367,Hugo Lloris,fr FRA,GK,eng Tottenham Hotspur,29,1986,6,0,0,0,,0,0,,,0,0,Matches
368,Anthony Lopes,pt POR,GK,fr Lyon,25,1990,6,0,0,0,,0,0,,,0,0,Matches
369,Adrián López,es ESP,"MF,FW",pt Porto,28,1988,0.7,0,6,0,0,8.57,0,0,,0,0,Matches
370,Lisandro López,ar ARG,DF,pt Benfica,26,1989,2,0,0,0,,0,0,,,0,0,Matches
371,Filipe Luís,br BRA,DF,es Atlético Madrid,30,1985,9.7,0,7,2,28.6,0.72,0.21,0,0,0,0,Matches
372,José Luis Palomino,ar ARG,DF,bg Ludogorets Razgrad,26,1990,5,0,2,0,0,0.4,0,0,,0,0,Matches
373,Luisão,br BRA,DF,pt Benfica,35,1981,6,0,4,1,25,0.67,0.17,0,0,0,0,Matches
374,Jody Lukoki,cd COD,"MF,FW",bg Ludogorets Razgrad,23,1992,0.6,0,1,1,100,1.8,1.8,0,0,0,0,Matches
375,Ramon Lundqvist,se SWE,"FW,MF",nl PSV,19,1997,0.1,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
376,Mikael Lustig,se SWE,DF,sct Celtic,29,1986,6,0,6,0,0,1,0,0,,0,0,Matches
377,Paulo Machado,pt POR,MF,hr Dinamo Zagreb,30,1986,1.8,0,2,0,0,1.11,0,0,,0,0,Matches
378,Gary Mackay-Steven,sct SCO,MF,sct Celtic,25,1990,0.4,0,3,2,66.7,6.92,4.62,0,0,0,0,Matches
379,Pablo Maffeo,es ESP,DF,eng Manchester City,19,1997,0.7,0,0,0,,0,0,,,0,0,Matches
380,Christian Maggio,it ITA,DF,it Napoli,34,1982,1,0,0,0,,0,0,,,0,0,Matches
381,Riyad Mahrez,dz ALG,MF,eng Leicester City,25,1991,8.6,4,14,7,50,1.62,0.81,0.14,0.29,2,2,Matches
382,Yevhen Makarenko,ua UKR,DF,ua Dynamo Kyiv,25,1991,3,0,1,0,0,0.33,0,0,,0,0,Matches
383,Nikola Maksimović,rs SRB,DF,it Napoli,24,1991,1.9,0,0,0,,0,0,,,0,0,Matches
384,Arkadiusz Malarz,pl POL,GK,pl Legia Warsaw,36,1980,5,0,0,0,,0,0,,,0,0,Matches
385,Emanuel Mammana,ar ARG,DF,fr Lyon,20,1996,1,0,0,0,,0,0,,,0,0,Matches
386,Mario Mandžukić,hr CRO,"MF,FW",it Juventus,30,1986,10.2,3,19,10,52.6,1.87,0.98,0.16,0.3,0,0,Matches
387,Iván Marcano,es ESP,DF,pt Porto,29,1987,8,0,4,1,25,0.5,0.12,0,0,0,0,Matches
388,Marcelinho,bg BUL,MF,bg Ludogorets Razgrad,31,1984,5,0,8,0,0,1.61,0,0,,0,0,Matches
389,Marcelo,br BRA,DF,tr Beşiktaş,29,1987,6,0,1,0,0,0.17,0,0,,0,0,Matches
390,Marcelo,br BRA,DF,es Real Madrid,28,1988,11.1,0,14,1,7.1,1.26,0.09,0,0,0,0,Matches
391,Claudio Marchisio,it ITA,MF,it Juventus,30,1986,5.9,1,7,2,28.6,1.19,0.34,0,0,1,1,Matches
392,José María Giménez,uy URU,"DF,MF",es Atlético Madrid,21,1995,5.6,0,3,1,33.3,0.53,0.18,0,0,0,0,Matches
393,Mariano,br BRA,"MF,DF",es Sevilla,30,1986,6.5,0,4,1,25,0.62,0.15,0,0,0,0,Matches
394,Mariano,do DOM,FW,es Real Madrid,22,1993,0.1,0,0,0,,0,0,,,0,0,Matches
395,Lazar Marković,rs SRB,"MF,FW",pt Sporting CP,22,1994,2,0,2,0,0,1.01,0,0,,0,0,Matches
396,Marlon,br BRA,"DF,MF",es Barcelona,20,1995,0.2,0,0,0,,0,0,,,0,0,Matches
397,Marquinhos,br BRA,DF,fr Paris Saint-Germain,22,1994,8,0,5,0,0,0.62,0,0,,0,0,Matches
398,Javi Martínez,es ESP,DF,de Bayern Munich,27,1988,4.8,0,6,1,16.7,1.26,0.21,0,0,0,0,Matches
399,Gelson Martins,pt POR,MF,pt Sporting CP,21,1995,5.6,0,8,4,50,1.42,0.71,0,0,0,0,Matches
400,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,32,1984,7.1,0,2,0,0,0.28,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
401,Alexandru Mățel,ro ROU,DF,hr Dinamo Zagreb,26,1989,0.7,0,0,0,,0,0,,,0,0,Matches
402,Jérémy Mathieu,fr FRA,DF,es Barcelona,32,1983,0.9,0,0,0,,0,0,,,0,0,Matches
403,Blaise Matuidi,fr FRA,"MF,FW",fr Paris Saint-Germain,29,1987,7.8,2,6,3,50,0.77,0.39,0.33,0.67,0,0,Matches
404,Maxwell,br BRA,DF,fr Paris Saint-Germain,34,1981,3.9,0,0,0,,0,0,,,0,0,Matches
405,Kylian Mbappé,fr FRA,"FW,MF",fr Monaco,17,1998,6,6,17,12,70.6,2.85,2.01,0.35,0.5,0,0,Matches
406,Callum McGregor,sct SCO,MF,sct Celtic,23,1993,1.5,0,4,1,25,2.69,0.67,0,0,0,0,Matches
407,Brandon Mechele,be BEL,DF,be Club Brugge,23,1993,2,0,0,0,,0,0,,,0,0,Matches
408,Admir Mehmedi,ch SUI,"MF,FW",de Leverkusen,25,1991,3.3,1,7,4,57.1,2.13,1.22,0.14,0.25,0,0,Matches
409,Tiago Mendes,pt POR,MF,es Atlético Madrid,35,1981,1.2,0,0,0,,0,0,,,0,0,Matches
410,Benjamin Mendy,fr FRA,"DF,MF",fr Monaco,22,1994,5.8,0,6,4,66.7,1.03,0.69,0,0,0,0,Matches
411,Nampalys Mendy,sn SEN,MF,eng Leicester City,24,1992,1,0,0,0,,0,0,,,0,0,Matches
412,Gabriel Mercado,ar ARG,DF,es Sevilla,29,1987,6.5,0,0,0,,0,0,,,0,0,Matches
413,Dries Mertens,be BEL,"FW,MF",it Napoli,29,1987,6.3,5,25,12,48,3.94,1.89,0.2,0.42,0,0,Matches
414,Lionel Messi,ar ARG,FW,es Barcelona,29,1987,9,11,38,15,39.5,4.22,1.67,0.24,0.6,2,2,Matches
