Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
25,Miguel Ángel Moyá,es ESP,GK,es Atlético Madrid,32,1984,1,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
26,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,25,1990,6,0,12,4,33.3,2.01,0.67,0,0,0,0,Matches
27,Domagoj Antolić,hr CRO,MF,hr Dinamo Zagreb,26,1990,1,0,1,0,0,1.03,0,0,,0,0,Matches
28,Mikael Antonsson,se SWE,DF,dk FC Copenhagen,35,1981,0,0,0,0,,0,0,,,0,0,Matches
29,Vitorino Antunes,pt POR,DF,ua Dynamo Kyiv,29,1987,4,0,1,1,100,0.25,0.25,0,0,0,0,Matches
30,Charles Aránguiz,cl CHI,MF,de Leverkusen,27,1989,5.7,0,7,2,28.6,1.22,0.35,0,0,0,0,Matches
31,Alphonse Areola,fr FRA,GK,fr Paris Saint-Germain,23,1993,6,0,0,0,,0,0,,,0,0,Matches
32,Santiago Arias,co COL,DF,nl PSV,24,1992,3.7,1,5,1,20,1.36,0.27,0.2,1,0,0,Matches
33,Stuart Armstrong,sct SCO,MF,sct Celtic,24,1992,3.6,0,3,0,0,0.83,0,0,,0,0,Matches
34,Tolgay Arslan,de GER,MF,tr Beşiktaş,25,1990,3.7,0,2,0,0,0.54,0,0,,0,0,Matches
35,Kwadwo Asamoah,gh GHA,MF,it Juventus,27,1988,1.8,0,1,1,100,0.56,0.56,0,0,0,0,Matches
36,Marco Asensio,es ESP,MF,es Real Madrid,20,1996,2.8,3,8,8,100,2.85,2.85,0.38,0.38,0,0,Matches
37,Pierre-Emerick Aubameyang,ga GAB,FW,de Dortmund,27,1989,7.9,7,30,16,53.3,3.81,2.03,0.23,0.44,0,1,Matches
38,Jean-Kévin Augustin,fr FRA,FW,fr Paris Saint-Germain,19,1997,0,0,0,0,,0,0,,,0,0,Matches
39,Ludwig Augustinsson,se SWE,DF,dk FC Copenhagen,22,1994,6,0,5,2,40,0.83,0.33,0,0,0,1,Matches
40,Filipe Augusto,br BRA,MF,pt Benfica,22,1993,0.5,0,0,0,,0,0,,,0,0,Matches
41,Serge Aurier,ci CIV,DF,fr Paris Saint-Germain,23,1992,3.1,0,4,2,50,1.28,0.64,0,0,0,0,Matches
42,Sardar Azmoun,ir IRN,"FW,MF",ru Rostov,21,1995,5.1,2,13,6,46.2,2.55,1.18,0.15,0.33,0,0,Matches
43,Holger Badstuber,de GER,DF,de Bayern Munich,27,1989,1,0,1,1,100,1,1,0,0,0,0,Matches
44,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,18,1997,0.2,0,3,1,33.3,18,6,0,0,0,0,Matches
45,Tiemoué Bakayoko,fr FRA,MF,fr Monaco,21,1994,9.4,1,11,3,27.3,1.18,0.32,0.09,0.33,0,0,Matches
46,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,27,1989,5.7,2,22,10,45.5,3.89,1.77,0.09,0.2,0,0,Matches
47,Harvey Barnes,eng ENG,"FW,MF",eng Leicester City,18,1997,0.2,0,0,0,,0,0,,,0,0,Matches
48,Marc Bartra,es ESP,DF,de Dortmund,25,1991,6.4,1,5,1,20,0.78,0.16,0.2,1,0,0,Matches
49,Andrea Barzagli,it ITA,DF,it Juventus,35,1981,7.9,0,0,1,,0,0.13,,0,0,0,Matches
50,Julian Baumgartlinger,at AUT,MF,de Leverkusen,28,1988,3.6,0,2,0,0,0.56,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Andreas Beck,de GER,DF,tr Beşiktaş,29,1987,5.3,0,1,0,0,0.19,0,0,,0,0,Matches
52,Karim Bellarabi,de GER,MF,de Leverkusen,26,1990,1.7,1,3,3,100,1.73,1.73,0.33,0.33,0,0,Matches
53,Héctor Bellerín,es ESP,DF,eng Arsenal,21,1995,5,0,6,3,50,1.2,0.6,0,0,0,0,Matches
54,Hatem Ben Arfa,fr FRA,MF,fr Paris Saint-Germain,29,1987,1.4,0,2,0,0,1.48,0,0,,0,0,Matches
55,Wissam Ben Yedder,fr FRA,FW,es Sevilla,25,1990,2.5,2,7,3,42.9,2.75,1.18,0.29,0.67,0,0,Matches
56,Yohan Benalouane,tn TUN,DF,eng Leicester City,29,1987,1.5,0,0,0,,0,0,,,0,0,Matches
57,Medhi Benatia,ma MAR,DF,it Juventus,29,1987,2,0,1,0,0,0.49,0,0,,0,0,Matches
58,Lars Bender,de GER,"DF,MF",de Leverkusen,27,1989,2.4,0,0,0,,0,0,,,0,0,Matches
59,Sven Bender,de GER,DF,de Dortmund,27,1989,0.5,0,0,0,,0,0,,,0,0,Matches
60,Filip Benković,hr CRO,"DF,MF",hr Dinamo Zagreb,19,1997,5,0,4,0,0,0.8,0,0,,0,0,Matches
61,Karim Benzema,fr FRA,FW,es Real Madrid,28,1987,10.6,5,37,18,48.6,3.49,1.7,0.14,0.28,0,0,Matches
62,Bartosz Bereszyński,pl POL,DF,pl Legia Warsaw,24,1992,6,0,1,0,0,0.17,0,0,,0,0,Matches
63,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,34,1982,3.5,0,0,0,,0,0,,,0,0,Matches
64,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,34,1982,4.5,0,0,0,,0,0,,,0,0,Matches
65,Erik Berg,se SWE,DF,dk FC Copenhagen,27,1988,6,0,3,0,0,0.5,0,0,,0,0,Matches
66,Steven Bergwijn,nl NED,FW,nl PSV,18,1997,2.5,0,7,2,28.6,2.81,0.8,0,0,0,0,Matches
67,Juan Bernat,es ESP,DF,de Bayern Munich,23,1993,2.7,2,3,3,100,1.1,1.1,0.67,0.67,0,0,Matches
68,Artem Besyedin,ua UKR,FW,ua Dynamo Kyiv,20,1996,2.1,1,1,1,100,0.48,0.48,1,1,0,0,Matches
69,Nir Bitton,il ISR,MF,sct Celtic,24,1991,2.8,0,7,1,14.3,2.53,0.36,0,0,0,0,Matches
70,Birkir Bjarnason,is ISL,MF,ch Basel,28,1988,4.8,0,6,2,33.3,1.24,0.41,0,0,0,0,Matches
71,Jérôme Boateng,de GER,DF,de Bayern Munich,27,1988,5.7,0,2,1,50,0.35,0.18,0,0,0,0,Matches
72,Boli Bolingoli-Mbombo,be BEL,MF,be Club Brugge,21,1995,1.8,0,1,0,0,0.55,0,0,,0,0,Matches
73,Willy Boly,ci CIV,DF,pt Porto,25,1991,0.5,0,0,0,,0,0,,,0,0,Matches
74,Leonardo Bonucci,it ITA,DF,it Juventus,29,1987,10.8,1,5,1,20,0.46,0.09,0.2,1,0,0,Matches
75,Milan Borjan,ca CAN,GK,bg Ludogorets Razgrad,28,1987,1,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Gabriel Boschilia,br BRA,MF,fr Monaco,20,1996,0.8,0,4,0,0,4.74,0,0,,0,0,Matches
77,Yacine Brahimi,dz ALG,MF,pt Porto,26,1990,3.1,1,8,3,37.5,2.56,0.96,0.13,0.33,0,0,Matches
78,Julian Brandt,de GER,MF,de Leverkusen,20,1996,5.9,1,8,4,50,1.35,0.67,0.13,0.25,0,0,Matches
79,Claudio Bravo,cl CHI,GK,eng Manchester City,33,1983,3.6,0,0,0,,0,0,,,0,0,Matches
80,Joshua Brenet,cw CUW,DF,nl PSV,22,1994,3.5,0,1,1,100,0.29,0.29,0,0,0,0,Matches
81,Scott Brown,sct SCO,MF,sct Celtic,31,1985,6,0,5,0,0,0.83,0,0,,0,0,Matches
82,Gianluigi Buffon,it ITA,GK,it Juventus,38,1978,12,0,0,0,,0,0,,,0,0,Matches
83,Aleksandr Bukharov,ru RUS,FW,ru Rostov,31,1985,0,0,2,0,0,180,0,0,,0,0,Matches
84,Mykyta Burda,ua UKR,DF,ua Dynamo Kyiv,21,1995,1,0,0,0,,0,0,,,0,0,Matches
85,Roman Bürki,ch SUI,GK,de Dortmund,25,1990,8,0,0,0,,0,0,,,0,0,Matches
86,Dženis Burnić,ba BIH,MF,de Dortmund,18,1998,0,0,0,0,,0,0,,,0,0,Matches
87,Sergio Busquets,es ESP,MF,es Barcelona,28,1988,7.7,0,0,0,,0,0,,,0,0,Matches
88,Ludovic Butelle,fr FRA,GK,be Club Brugge,33,1983,6,0,0,0,,0,0,,,0,0,Matches
89,Vitaliy Buyalskyi,ua UKR,MF,ua Dynamo Kyiv,23,1993,2.6,1,4,3,75,1.55,1.16,0.25,0.33,0,0,Matches
90,Willy Caballero,ar ARG,GK,eng Manchester City,34,1981,4.4,0,0,0,,0,0,,,0,0,Matches
91,Jonathan Cafu,br BRA,"FW,MF",bg Ludogorets Razgrad,25,1991,6,2,9,4,44.4,1.5,0.67,0.22,0.5,0,0,Matches
92,Hakan Çalhanoğlu,tr TUR,"MF,FW",de Leverkusen,22,1994,4,1,11,4,36.4,2.76,1,0.09,0.25,0,0,Matches
93,Davide Callà,ch SUI,MF,ch Basel,31,1984,0.5,0,1,2,200,2.09,4.19,0,0,0,0,Matches
94,José Callejón,es ESP,"FW,MF",it Napoli,29,1987,7.8,1,11,3,27.3,1.41,0.39,0.09,0.33,0,0,Matches
95,Gustavo Campanharo,br BRA,MF,bg Ludogorets Razgrad,24,1992,0,0,0,1,,0,22.5,,0,0,0,Matches
96,Joel Campbell,cr CRC,"FW,MF",pt Sporting CP,24,1992,0.7,0,2,1,50,2.69,1.34,0,0,0,0,Matches
97,Marc Cardona,es ESP,FW,es Barcelona,21,1995,0.2,0,0,0,,0,0,,,0,0,Matches
98,Yannick Carrasco,be BEL,"MF,FW",es Atlético Madrid,22,1993,9.5,2,28,11,39.3,2.94,1.16,0.07,0.18,0,0,Matches
99,Daniel Carriço,pt POR,"DF,MF",es Sevilla,27,1988,0.4,0,0,0,,0,0,,,0,0,Matches
100,André Carrillo,pe PER,"MF,FW",pt Benfica,25,1991,1.5,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Guido Carrillo,ar ARG,FW,fr Monaco,25,1991,1.9,0,3,1,33.3,1.55,0.52,0,0,0,0,Matches
102,Dani Carvajal,es ESP,DF,es Real Madrid,24,1992,10.8,0,5,3,60,0.46,0.28,0,0,0,0,Matches
103,William Carvalho,pt POR,MF,pt Sporting CP,24,1992,5.9,0,7,1,14.3,1.18,0.17,0,0,0,0,Matches
104,Casemiro,br BRA,MF,es Real Madrid,24,1992,9.2,2,12,4,33.3,1.31,0.44,0.17,0.5,0,0,Matches
105,Kiko Casilla,es ESP,GK,es Real Madrid,29,1986,1,0,0,0,,0,0,,,0,0,Matches
106,Iker Casillas,es ESP,GK,pt Porto,35,1981,8,0,0,0,,0,0,,,0,0,Matches
107,Luc Castaignos,nl NED,FW,pt Sporting CP,23,1992,0.5,0,0,0,,0,0,,,0,0,Matches
108,Gonzalo Castro,de GER,MF,de Dortmund,29,1987,4.9,1,9,5,55.6,1.83,1.02,0,0,1,1,Matches
109,Edinson Cavani,uy URU,FW,fr Paris Saint-Germain,29,1987,8,8,35,16,45.7,4.37,2,0.2,0.44,1,1,Matches
110,Santi Cazorla,es ESP,MF,eng Arsenal,31,1984,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
111,Guillermo Celis,co COL,MF,pt Benfica,23,1993,0.1,0,0,0,,0,0,,,0,0,Matches
112,Franco Cervi,ar ARG,MF,pt Benfica,22,1994,5.3,2,7,3,42.9,1.31,0.56,0.29,0.67,0,0,Matches
113,Bruno César,br BRA,"MF,FW",pt Sporting CP,27,1988,4.4,2,16,4,25,3.63,0.91,0.13,0.5,0,0,Matches
114,Júlio César,br BRA,GK,pt Benfica,36,1979,1,0,0,0,,0,0,,,0,0,Matches
115,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,18,1998,1.5,0,7,1,14.3,4.7,0.67,0,0,0,0,Matches
116,Giorgio Chiellini,it ITA,DF,it Juventus,31,1984,8,1,3,1,33.3,0.37,0.12,0.33,1,0,0,Matches
117,Ben Chilwell,eng ENG,DF,eng Leicester City,19,1996,1.5,0,3,0,0,2.01,0,0,,0,0,Matches
118,Vlad Chiricheș,ro ROU,DF,it Napoli,26,1989,1,0,1,0,0,1,0,0,,0,0,Matches
119,Andreas Christensen,dk DEN,DF,de Gladbach,20,1996,4,0,3,0,0,0.75,0,0,,0,0,Matches
120,Cicinho,bg BUL,DF,bg Ludogorets Razgrad,27,1988,2,0,0,0,,0,0,,,0,0,Matches
121,Radosław Cierzniak,pl POL,GK,pl Legia Warsaw,33,1983,1,0,0,0,,0,0,,,0,0,Matches
122,Jasper Cillessen,nl NED,GK,es Barcelona,27,1989,1,0,0,0,,0,0,,,0,0,Matches
123,Gaël Clichy,fr FRA,DF,eng Manchester City,31,1985,3.2,0,0,0,,0,0,,,0,0,Matches
124,Sebastián Coates,uy URU,DF,pt Sporting CP,25,1990,6,0,4,3,75,0.67,0.5,0,0,0,0,Matches
125,Fábio Coentrão,pt POR,DF,es Real Madrid,28,1988,1.1,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,20,1996,0.4,0,0,0,,0,0,,,0,0,Matches
127,Dion Cools,my MAS,DF,be Club Brugge,20,1996,3,0,0,0,,0,0,,,0,0,Matches
128,Francis Coquelin,fr FRA,MF,eng Arsenal,25,1991,4.7,0,2,0,0,0.42,0,0,,0,0,Matches
129,Ante Ćorić,hr CRO,"MF,FW",hr Dinamo Zagreb,19,1997,2.8,0,6,1,16.7,2.18,0.36,0,0,0,0,Matches
130,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,23,1993,5,1,16,7,43.8,3.2,1.4,0.06,0.14,0,0,Matches
131,Maxwel Cornet,ci CIV,FW,fr Lyon,19,1996,3.2,1,13,4,30.8,4.12,1.27,0.08,0.25,0,0,Matches
132,Jesús Corona,mx MEX,"MF,FW",pt Porto,23,1993,3.5,1,10,1,10,2.84,0.28,0.1,1,0,0,Matches
133,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,21,1995,2.8,0,10,4,40,3.59,1.43,0,0,0,0,Matches
134,Joaquín Correa,ar ARG,FW,es Sevilla,21,1994,1.2,1,7,4,57.1,5.68,3.24,0.14,0.25,0,1,Matches
135,Danny da Costa,de GER,DF,de Leverkusen,23,1993,1,0,0,0,,0,0,,,0,0,Matches
136,Douglas Costa,br BRA,"MF,FW",de Bayern Munich,25,1990,5.1,2,13,8,61.5,2.53,1.56,0.15,0.25,0,0,Matches
137,Juan Cuadrado,co COL,"MF,FW",it Juventus,28,1988,6.5,0,13,4,30.8,2,0.61,0,0,0,0,Matches
138,Jakub Czerwiński,pl POL,DF,pl Legia Warsaw,24,1991,4,0,2,0,0,0.5,0,0,,0,0,Matches
139,Maciej Dąbrowski,pl POL,DF,pl Legia Warsaw,29,1987,1,0,0,0,,0,0,,,0,0,Matches
140,Mahmoud Dahoud,de GER,MF,de Gladbach,20,1996,3.3,0,1,0,0,0.3,0,0,,0,0,Matches
141,Danilo,br BRA,DF,es Real Madrid,25,1991,3,0,0,0,,0,0,,,0,0,Matches
142,Sergi Darder,es ESP,MF,fr Lyon,22,1993,4.4,0,11,3,27.3,2.51,0.68,0,0,0,0,Matches
143,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,23,1993,3,0,3,0,0,1,0,0,,0,0,Matches
144,Laurens De Bock,be BEL,DF,be Club Brugge,23,1992,2.8,0,0,0,,0,0,,,0,0,Matches
145,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,25,1991,6,1,13,4,30.8,2.17,0.67,0.08,0.25,0,0,Matches
146,Morgan De Sanctis,it ITA,GK,fr Monaco,39,1977,1,0,0,0,,0,0,,,0,0,Matches
147,Thomas Delaney,dk DEN,MF,dk FC Copenhagen,24,1991,6,1,12,2,16.7,2,0.33,0.08,0.5,0,0,Matches
148,Mousa Dembélé,be BEL,MF,eng Tottenham Hotspur,29,1987,1.8,0,1,0,0,0.55,0,0,,0,0,Matches
149,Moussa Dembélé,fr FRA,FW,sct Celtic,20,1996,5.8,3,17,9,52.9,2.93,1.55,0.12,0.22,1,2,Matches
150,Ousmane Dembélé,fr FRA,"MF,FW",de Dortmund,19,1997,8.6,2,21,3,14.3,2.45,0.35,0.1,0.67,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Stefano Denswil,sr SUR,DF,be Club Brugge,23,1993,5,0,3,2,66.7,0.6,0.4,0,0,0,0,Matches
152,Laurent Depoitre,be BEL,FW,pt Porto,27,1988,0.3,0,1,1,100,3.21,3.21,0,0,0,0,Matches
153,Ángel Di María,ar ARG,"FW,MF",fr Paris Saint-Germain,28,1988,6,4,24,13,54.2,4,2.17,0.17,0.31,0,0,Matches
154,Abdoulay Diaby,ml MLI,FW,be Club Brugge,25,1991,1.2,0,0,0,,0,0,,,0,0,Matches
155,Mouctar Diakhaby,gn GUI,DF,fr Lyon,19,1996,3,0,2,0,0,0.67,0,0,,0,0,Matches
156,Abdou Diallo,sn SEN,DF,fr Monaco,20,1996,1,0,1,0,0,1,0,0,,0,0,Matches
157,Amadou Diawara,gn GUI,MF,it Napoli,19,1997,4.3,0,0,0,,0,0,,,0,0,Matches
158,Serey Die,ci CIV,MF,ch Basel,31,1984,2.6,0,4,0,0,1.53,0,0,,0,0,Matches
159,Eric Dier,eng ENG,"DF,MF",eng Tottenham Hotspur,22,1994,4.9,0,2,0,0,0.41,0,0,,0,0,Matches
160,Lucas Digne,fr FRA,DF,es Barcelona,23,1993,3.2,0,1,0,0,0.32,0,0,,0,0,Matches
161,Nabil Dirar,ma MAR,"MF,FW",fr Monaco,30,1986,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
162,Bas Dost,nl NED,FW,pt Sporting CP,27,1989,5.3,1,12,3,25,2.25,0.56,0.08,0.33,0,0,Matches
163,Moussa Doumbia,ml MLI,MF,ru Rostov,21,1994,1,0,0,1,,0,1,,0,0,0,Matches
164,Seydou Doumbia,ci CIV,FW,ch Basel,28,1987,3.8,1,5,2,40,1.32,0.53,0.2,0.5,0,0,Matches
165,Aleksandar Dragović,at AUT,DF,de Leverkusen,25,1991,3,0,1,1,100,0.33,0.33,0,0,0,0,Matches
166,Julian Draxler,de GER,"MF,FW",fr Paris Saint-Germain,22,1993,1.8,1,4,2,50,2.24,1.12,0.25,0.5,0,0,Matches
167,Danny Drinkwater,eng ENG,MF,eng Leicester City,26,1990,9.8,0,13,3,23.1,1.32,0.3,0,0,0,0,Matches
168,Erik Durm,de GER,"DF,MF",de Dortmund,24,1992,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
169,Svetoslav Dyakov,bg BUL,MF,bg Ludogorets Razgrad,32,1984,6,0,1,0,0,0.17,0,0,,0,0,Matches
170,Paulo Dybala,ar ARG,"MF,FW",it Juventus,22,1993,8.9,4,23,8,34.8,2.6,0.9,0.13,0.38,1,1,Matches
171,Alan Dzagoev,ru RUS,MF,ru CSKA Moscow,26,1990,2.9,2,5,3,60,1.71,1.03,0.4,0.67,0,0,Matches
172,Soslan Dzhanayev,ru RUS,GK,ru Rostov,29,1987,6,0,0,0,,0,0,,,0,0,Matches
173,Ederson,br BRA,GK,pt Benfica,22,1993,7,0,0,0,,0,0,,,0,0,Matches
174,Elías,br BRA,MF,pt Sporting CP,31,1985,0.9,0,1,0,0,1.17,0,0,,0,0,Matches
175,Eliseu,pt POR,DF,pt Benfica,32,1983,3,0,1,0,0,0.33,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Mohamed Elneny,eg EGY,MF,eng Arsenal,24,1992,0.9,0,0,0,,0,0,,,0,0,Matches
177,Nico Elvedi,ch SUI,DF,de Gladbach,19,1996,6,0,2,1,50,0.33,0.17,0,0,0,0,Matches
178,Mohamed Elyounoussi,no NOR,MF,ch Basel,21,1994,1.9,0,2,1,50,1.07,0.53,0,0,0,0,Matches
179,Matías Emilio Delgado,ar ARG,MF,ch Basel,33,1982,4,0,10,2,20,2.53,0.51,0,0,0,0,Matches
180,Björn Engels,be BEL,DF,be Club Brugge,21,1994,0.6,0,0,0,,0,0,,,0,0,Matches
181,Roman Eremenko,fi FIN,MF,ru CSKA Moscow,29,1987,2,1,5,3,60,2.5,1.5,0.2,0.33,0,0,Matches
182,Christian Eriksen,dk DEN,MF,eng Tottenham Hotspur,24,1992,5,0,10,5,50,2,1,0,0,0,0,Matches
183,Caner Erkin,tr TUR,"DF,MF",tr Beşiktaş,27,1988,3,0,0,0,,0,0,,,0,0,Matches
184,Aleksandr Erokhin,ru RUS,MF,ru Rostov,26,1989,5.5,0,5,2,40,0.91,0.36,0,0,0,0,Matches
185,Sergio Escudero,es ESP,"DF,MF",es Sevilla,26,1989,8,1,11,3,27.3,1.37,0.37,0.09,0.33,0,0,Matches
186,Ricardo Esgaio,pt POR,"DF,FW",pt Sporting CP,23,1993,0.4,0,0,0,,0,0,,,0,0,Matches
187,Patrice Evra,fr FRA,"DF,MF",it Juventus,35,1981,5.6,0,4,1,25,0.72,0.18,0,0,0,0,Matches
188,Saeid Ezatolahi,ir IRN,MF,ru Rostov,19,1996,0,0,1,0,0,90,0,0,,0,0,Matches
189,Fabinho,br BRA,MF,fr Monaco,22,1993,9.4,1,11,2,18.2,1.17,0.21,0.09,0.5,0,1,Matches
190,Fabricio,es ESP,GK,tr Beşiktaş,28,1987,5,0,0,0,,0,0,,,0,0,Matches
191,Radamel Falcao,co COL,"FW,MF",fr Monaco,30,1986,7.4,5,29,12,41.4,3.92,1.62,0.17,0.42,0,2,Matches
192,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,24,1992,3.5,0,4,0,0,1.13,0,0,,0,0,Matches
193,Valeriy Fedorchuk,ua UKR,MF,ua Dynamo Kyiv,27,1988,0.6,0,0,0,,0,0,,,0,0,Matches
194,Ljubomir Fejsa,rs SRB,MF,pt Benfica,27,1988,6.6,1,5,2,40,0.76,0.31,0.2,0.5,0,0,Matches
195,Nabil Fekir,fr FRA,"FW,MF",fr Lyon,23,1993,3.2,0,8,1,12.5,2.52,0.31,0,0,0,0,Matches
196,Felipe,br BRA,DF,pt Porto,27,1989,8,0,7,1,14.3,0.87,0.12,0,0,0,0,Matches
197,Junior Fernándes,cl CHI,"FW,MF",hr Dinamo Zagreb,28,1988,5.6,0,13,0,0,2.3,0,0,,0,0,Matches
198,Mário Fernandes,ru RUS,DF,ru CSKA Moscow,25,1990,5,0,1,0,0,0.2,0,0,,0,0,Matches
199,Fernandinho,br BRA,"MF,DF",eng Manchester City,31,1985,6.1,1,5,1,20,0.83,0.17,0.2,1,0,0,Matches
200,Fernando,br BRA,MF,eng Manchester City,29,1987,1.5,0,1,0,0,0.66,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Jordan Ferri,fr FRA,MF,fr Lyon,24,1992,2.3,1,5,2,40,2.18,0.87,0.2,0.5,0,0,Matches
202,Ivan Fiolić,hr CRO,MF,hr Dinamo Zagreb,20,1996,2.1,0,2,0,0,0.96,0,0,,0,0,Matches
203,James Forrest,sct SCO,"MF,FW",sct Celtic,25,1991,3.4,0,2,0,0,0.58,0,0,,0,0,Matches
204,Alexander Fransson,se SWE,MF,ch Basel,22,1994,1.2,0,0,0,,0,0,,,0,0,Matches
205,Kerim Frei,tr TUR,MF,tr Beşiktaş,22,1993,0.3,0,0,0,,0,0,,,0,0,Matches
206,Christian Fuchs,at AUT,DF,eng Leicester City,30,1986,9,0,4,0,0,0.44,0,0,,0,0,Matches
