Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
41,Andriy Pyatov,ua UKR,GK,ua Shakhtar Donetsk,35,1984,6,6,540,6,13,2.17,30,19,60,1,3,2,0,0,2,1,1,0,50,Matches
42,Sergio Rico,es ESP,GK,fr Paris Saint-Germain,25,1993,3,2,192,2.1,0,0,3,3,100,2,0,0,2,100,0,0,0,0,,Matches
43,José Sá,pt POR,GK,gr Olympiacos,26,1993,6,6,540,6,14,2.33,34,21,61.8,1,1,4,1,16.7,2,1,0,1,0,Matches
44,Marco Sportiello,it ITA,GK,it Atalanta,27,1992,2,2,180,2,5,2.5,13,8,61.5,1,0,1,0,0,0,0,0,0,,Matches
45,Cican Stankovic,at AUT,GK,at RB Salzburg,26,1992,4,4,302,3.4,9,2.68,18,9,50,1,0,3,0,0,0,0,0,0,,Matches
46,Wojciech Szczęsny,pl POL,GK,it Juventus,29,1990,7,7,630,7,6,0.86,21,16,76.2,5,1,1,2,28.6,1,1,0,0,0,Matches
47,Marc-André ter Stegen,de GER,GK,es Barcelona,27,1992,8,8,720,8,13,1.62,37,26,67.6,4,3,1,2,25,2,1,1,0,50,Matches
48,Maarten Vandevoordt,be BEL,GK,be Genk,17,2002,1,1,90,1,4,4,3,1,33.3,0,0,1,0,0,2,2,0,0,0,Matches
49,Odysseas Vlachodimos,gr GRE,GK,pt Benfica,25,1994,6,6,540,6,11,1.83,28,18,64.3,2,1,3,1,16.7,1,1,0,0,0,Matches
50,Kyle Walker,eng ENG,"DF,MF",eng Manchester City,29,1990,1,0,3,4.9,0,0,1,1,100,0,0,0,0,,0,0,0,0,,Matches
