Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
194,Gonçalo Esteves,pt POR,MF,pt Sporting CP,17,2004,0.8,0,0,0,1,2,0,1,1,2,,,0,Matches
195,Pervis Estupiñán,ec ECU,DF,es Villarreal,23,1998,7.2,2,0,0,6,3,0,13,8,10,,,1,Matches
196,Evanilson,br BRA,FW,pt Porto,21,1999,3.4,0,0,0,9,15,2,2,1,0,,,0,Matches
197,Fabinho,br BRA,MF,eng Liverpool,27,1993,9.4,1,0,0,14,11,0,2,17,18,,,0,Matches
198,Guillaume Faivre,ch SUI,GK,ch Young Boys,34,1987,3,0,0,0,0,0,0,0,0,0,,,0,Matches
199,Christian Fassnacht,ch SUI,"MF,FW",ch Young Boys,27,1993,3,1,0,0,2,0,2,6,7,3,,,0,Matches
200,Ansu Fati,es ESP,FW,es Barcelona,18,2002,1.7,0,0,0,5,2,1,0,1,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Zouhair Feddal,ma MAR,DF,pt Sporting CP,32,1989,5,2,0,0,0,1,0,1,13,3,,,0,Matches
202,Felipe,br BRA,DF,es Atlético Madrid,32,1989,5.2,3,2,1,7,2,1,0,4,2,,,0,Matches
203,João Félix,pt POR,FW,es Atlético Madrid,21,1999,6.3,2,0,0,4,13,3,3,7,0,,,0,Matches
204,Bruno Fernandes,pt POR,MF,eng Manchester Utd,26,1994,5.8,0,0,0,5,9,2,24,2,6,,,0,Matches
205,Fernandinho,br BRA,MF,eng Manchester City,36,1985,3.9,1,0,0,1,12,0,4,9,6,,,0,Matches
206,Fernando,br BRA,FW,ua Shakhtar Donetsk,22,1999,3.8,1,0,0,6,3,3,2,2,8,,,0,Matches
207,Fernando,br BRA,MF,es Sevilla,34,1987,6,1,0,0,6,7,1,1,13,4,,,0,Matches
208,Roberto Firmino,br BRA,FW,eng Liverpool,29,1991,3.6,0,0,0,4,2,1,0,2,8,,,0,Matches
209,Alessandro Florenzi,it ITA,"DF,FW",it Milan,30,1991,1,0,0,0,1,2,0,4,2,0,,,0,Matches
210,Phil Foden,eng ENG,FW,eng Manchester City,21,2000,7.3,1,0,0,5,10,6,21,2,4,,,0,Matches
211,José Fonte,pt POR,DF,fr Lille,37,1983,8,3,0,0,6,5,0,0,8,6,,,0,Matches
212,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,29,1991,4.3,0,0,0,6,4,0,12,2,1,,,0,Matches
213,Juan Foyth,ar ARG,DF,es Villarreal,23,1998,9.9,1,0,0,10,7,0,2,11,24,,,0,Matches
214,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar Donetsk,20,2001,1.1,0,0,0,1,1,0,1,0,0,,,0,Matches
215,Fred,br BRA,MF,eng Manchester Utd,28,1993,4.8,1,0,0,4,10,0,2,7,7,,,0,Matches
216,Remo Freuler,ch SUI,MF,it Atalanta,29,1992,5.8,0,0,0,6,11,0,2,7,2,,,0,Matches
217,Roberto Gagliardini,it ITA,MF,it Inter,27,1994,0.8,1,0,0,1,1,0,3,1,2,,,0,Matches
218,Idrissa Gana Gueye,sn SEN,MF,fr Paris Saint-Germain,31,1989,4.4,1,0,0,10,7,0,3,7,8,,,0,Matches
219,Eric García,es ESP,DF,es Barcelona,20,2001,2.7,3,1,1,6,1,0,0,5,3,,,0,Matches
220,Ulisses Garcia,ch SUI,DF,ch Young Boys,25,1996,4.8,1,0,0,10,2,0,21,6,10,,,0,Matches
221,Mario Gaspar,es ESP,DF,es Villarreal,30,1990,1,1,0,0,2,2,0,1,0,2,,,0,Matches
222,Gavi,es ESP,"MF,FW",es Barcelona,16,2004,4.4,2,0,0,16,7,3,4,3,8,,,0,Matches
223,David de Gea,es ESP,GK,eng Manchester Utd,30,1990,7,0,0,0,0,0,0,0,0,0,,,0,Matches
224,Yannick Gerhardt,de GER,"MF,FW",de Wolfsburg,27,1994,2.1,0,0,0,2,4,0,3,1,5,,,0,Matches
225,Rachid Ghezzal,dz ALG,MF,tr Beşiktaş,29,1992,3.8,1,0,0,4,6,1,14,5,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Gilberto,br BRA,"DF,MF",pt Benfica,28,1993,7.9,1,0,0,16,14,0,13,20,16,,,0,Matches
227,Daniel Ginczek,de GER,FW,de Wolfsburg,30,1991,0,0,0,0,0,0,0,0,0,0,,,0,Matches
228,Olivier Giroud,fr FRA,FW,it Milan,34,1986,2.9,2,0,0,5,2,5,0,2,2,,,0,Matches
229,Serge Gnabry,de GER,MF,de Bayern Munich,26,1995,4.3,0,0,0,4,1,0,8,4,3,,,0,Matches
230,Angel Gomes,eng ENG,"MF,FW",fr Lille,20,2000,1.9,0,0,0,1,4,1,1,1,5,,,0,Matches
231,Joe Gomez,eng ENG,DF,eng Liverpool,24,1997,2.8,0,0,0,1,0,0,1,7,1,,,0,Matches
232,Moi Gómez,es ESP,MF,es Villarreal,27,1994,2.5,0,0,0,3,0,0,4,0,2,,,0,Matches
233,Papu Gómez,ar ARG,"FW,MF",es Sevilla,33,1988,3.6,0,0,0,1,5,0,14,0,1,,,0,Matches
234,Diogo Gonçalves,pt POR,"MF,DF",pt Benfica,24,1997,1.5,0,0,0,0,1,2,5,2,1,,,0,Matches
235,Pedro Gonçalves,pt POR,"FW,MF",pt Sporting CP,23,1998,3.6,0,0,0,3,4,0,9,3,4,,,0,Matches
236,Nicolás González,es ESP,MF,es Barcelona,19,2002,2.8,1,0,0,6,3,1,1,3,2,,,0,Matches
237,Leon Goretzka,de GER,MF,de Bayern Munich,26,1995,5.2,0,0,0,6,5,0,3,8,6,,,0,Matches
238,Robin Gosens,de GER,MF,it Atalanta,27,1994,1.1,0,0,0,2,0,0,0,3,0,,,0,Matches
239,Ryan Gravenberch,nl NED,MF,nl Ajax,19,2002,7.8,1,0,0,17,11,1,10,5,8,,,0,Matches
240,Ivo Grbić,hr CRO,GK,fr Lille,25,1996,6,1,0,0,0,4,0,0,0,0,,,0,Matches
241,Jack Grealish,eng ENG,FW,eng Manchester City,25,1995,5.1,0,0,0,9,17,6,4,3,3,,,0,Matches
242,Mason Greenwood,eng ENG,"MF,FW",eng Manchester Utd,19,2001,3.4,1,0,0,3,3,3,3,2,2,,,0,Matches
243,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,30,1991,5.7,0,1,0,6,4,1,5,2,8,,,0,Matches
244,Álex Grimaldo,es ESP,"MF,DF",pt Benfica,25,1995,9.6,2,0,0,5,9,1,31,7,12,,,0,Matches
245,Marko Grujić,rs SRB,"MF,DF",pt Porto,25,1996,3.6,1,0,0,8,4,0,1,1,6,,,0,Matches
246,Gabriel Gudmundsson,se SWE,"MF,DF",fr Lille,22,1999,2.7,1,0,0,2,7,0,9,3,4,,,0,Matches
247,Raphaël Guerreiro,pt POR,DF,de Dortmund,27,1993,2,0,0,0,0,0,0,5,0,3,,,0,Matches
248,Josuha Guilavogui,fr FRA,"DF,MF",de Wolfsburg,30,1990,4.7,4,1,1,11,1,0,0,17,6,,,0,Matches
249,Daouda Guindo,ml MLI,DF,at RB Salzburg,18,2002,0.1,0,0,0,0,0,0,1,1,0,,,0,Matches
250,Péter Gulácsi,hu HUN,GK,de RB Leipzig,31,1990,5,0,0,0,0,1,0,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,İlkay Gündoğan,de GER,MF,eng Manchester City,30,1990,7.4,1,0,0,4,7,1,13,7,4,,,0,Matches
252,Mert Günok,tr TUR,GK,tr Beşiktaş,32,1989,1,0,0,0,0,0,0,0,0,0,,,0,Matches
253,Miguel Gutiérrez,es ESP,DF,es Real Madrid,20,2001,0.7,0,0,0,0,0,0,4,0,0,,,0,Matches
254,Joško Gvardiol,hr CRO,DF,de RB Leipzig,19,2002,3.7,0,0,0,8,3,0,0,8,4,,,0,Matches
255,Erling Haaland,no NOR,FW,de Dortmund,21,2000,2.3,0,0,0,2,2,0,1,0,0,,,0,Matches
256,Munir El Haddadi,ma MAR,FW,es Sevilla,25,1995,2.3,0,0,0,3,6,5,2,1,0,,,0,Matches
257,Amadou Haidara,ml MLI,MF,de RB Leipzig,23,1998,2,0,0,0,3,1,0,0,3,4,,,0,Matches
258,Achraf Hakimi,ma MAR,DF,fr Paris Saint-Germain,22,1998,8,2,0,0,3,7,0,9,5,6,,,0,Matches
259,Sébastien Haller,ci CIV,FW,nl Ajax,27,1994,7.4,1,0,0,17,11,3,0,1,0,,,1,Matches
260,Samir Handanović,si SVN,GK,it Inter,37,1984,8,0,0,0,0,0,0,0,0,1,,,0,Matches
261,Denys Harmash,ua UKR,FW,ua Dynamo Kyiv,31,1990,3.6,2,0,0,11,15,11,1,3,3,,,0,Matches
262,Hans Hateboer,nl NED,MF,it Atalanta,27,1994,1,0,0,0,0,0,1,3,1,0,,,0,Matches
263,Kai Havertz,de GER,"FW,MF",eng Chelsea,22,1999,7.5,1,0,0,12,9,2,2,3,2,,,0,Matches
264,Eden Hazard,be BEL,FW,es Real Madrid,30,1991,0.9,0,0,0,1,3,0,3,0,1,,,0,Matches
265,Thorgan Hazard,be BEL,"MF,FW",de Dortmund,28,1993,1.6,0,0,0,0,3,0,5,2,1,,,0,Matches
266,Tom Heaton,eng ENG,GK,eng Manchester Utd,35,1986,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
267,Silvan Hefti,ch SUI,DF,ch Young Boys,23,1997,4.3,1,0,0,9,1,0,19,5,5,,,0,Matches
268,Dean Henderson,eng ENG,GK,eng Manchester Utd,24,1997,0.7,0,0,0,0,0,0,0,0,0,,,0,Matches
269,Jordan Henderson,eng ENG,MF,eng Liverpool,31,1990,7.4,0,0,0,10,4,0,17,13,6,,,0,Matches
270,Jack Hendry,sct SCO,DF,be Club Brugge,26,1995,6,0,0,0,4,2,1,0,4,5,,,0,Matches
271,Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,24,1997,0.6,0,0,0,1,0,0,0,3,0,,,0,Matches
272,Mario Hermoso,es ESP,DF,es Atlético Madrid,26,1995,4.7,1,0,0,9,1,0,3,11,6,,,0,Matches
273,Lucas Hernández,fr FRA,DF,de Bayern Munich,25,1996,6.3,2,0,0,11,6,0,7,10,10,,,0,Matches
274,Theo Hernández,fr FRA,DF,it Milan,23,1997,5,2,0,0,5,9,4,15,3,5,,,0,Matches
275,Ander Herrera,es ESP,MF,fr Paris Saint-Germain,31,1989,3.6,1,0,0,6,5,0,3,7,6,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Héctor Herrera,mx MEX,MF,es Atlético Madrid,31,1990,2.5,2,0,0,6,2,0,6,2,4,,,0,Matches
277,Callum Hudson-Odoi,eng ENG,FW,eng Chelsea,20,2000,3.2,1,0,0,4,3,1,7,1,4,,,0,Matches
278,Mats Hummels,de GER,DF,de Dortmund,32,1988,3.9,1,1,0,6,1,0,0,7,8,,,0,Matches
279,Atiba Hutchinson,ca CAN,MF,tr Beşiktaş,38,1983,1.7,1,0,0,2,3,0,1,1,2,,,0,Matches
280,Vicente Iborra,es ESP,MF,es Villarreal,33,1988,0.1,0,0,0,1,0,0,0,1,0,,,0,Matches
281,Zlatan Ibrahimović,se SWE,FW,it Milan,39,1981,1.8,1,0,0,1,2,6,1,0,1,,,0,Matches
282,Mauro Icardi,ar ARG,FW,fr Paris Saint-Germain,28,1993,0.5,0,0,0,0,0,4,0,0,0,,,0,Matches
283,Jonathan Ikone,fr FRA,"MF,FW",fr Lille,23,1998,3.3,4,0,0,6,2,1,1,0,1,,,0,Matches
284,Josip Iličić,si SVN,"FW,MF",it Atalanta,33,1988,2.8,0,0,0,1,11,2,7,1,0,,,0,Matches
285,Gonçalo Inácio,pt POR,DF,pt Sporting CP,19,2001,6.2,1,0,0,3,2,0,0,9,2,,,0,Matches
286,Jo Inge Berget,no NOR,"FW,MF",se Malmö,30,1990,4.9,0,0,0,3,4,0,8,2,3,,,0,Matches
287,Bonke Innocent,ng NGA,MF,se Malmö,25,1996,5.5,1,0,0,11,7,0,0,5,7,,,0,Matches
288,Zidane Iqbal,iq IRQ,MF,eng Manchester Utd,18,2003,0,0,0,0,0,0,0,0,0,0,,,0,Matches
289,Ismaily,br BRA,DF,ua Shakhtar Donetsk,31,1990,3.9,0,0,0,1,4,2,4,4,2,,,0,Matches
290,José Izquierdo,co COL,"FW,MF",be Club Brugge,29,1992,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
291,Reece James,eng ENG,"MF,DF",eng Chelsea,21,1999,5.6,1,0,0,5,7,0,22,7,8,,,0,Matches
292,Léo Jardim,br BRA,GK,fr Lille,26,1995,2,0,0,0,0,0,0,0,0,0,,,0,Matches
293,Gabriel Jesus,br BRA,FW,eng Manchester City,24,1997,3.9,3,0,0,9,3,4,3,2,2,,,0,Matches
294,Curtis Jones,eng ENG,MF,eng Liverpool,20,2001,2.1,0,0,0,3,5,1,0,0,1,,,0,Matches
295,Frenkie de Jong,nl NED,MF,es Barcelona,24,1997,5.8,1,0,0,4,7,2,0,5,4,,,0,Matches
296,Luuk de Jong,nl NED,FW,es Barcelona,30,1990,2,0,0,0,1,1,2,0,1,0,,,0,Matches
297,Joan Jordán,es ESP,MF,es Sevilla,27,1994,3.6,2,1,1,10,4,0,4,3,3,,,0,Matches
298,Jorginho,it ITA,MF,eng Chelsea,29,1991,6.2,0,0,0,9,8,0,4,14,7,,,0,Matches
299,Diogo Jota,pt POR,FW,eng Liverpool,24,1996,6.4,2,0,0,11,6,4,3,7,6,,,0,Matches
300,Luka Jović,rs SRB,FW,es Real Madrid,23,1997,1.3,1,0,0,1,3,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Keston Julien,tt TRI,DF,md FC Sheriff Tiraspol,22,1998,0.6,0,0,0,0,0,0,3,0,0,,,0,Matches
302,Vinicius Júnior,br BRA,FW,es Real Madrid,21,2000,13.3,1,0,0,13,24,4,17,2,12,,,0,Matches
303,Pierre Kalulu,fr FRA,DF,it Milan,21,2000,2.4,1,0,0,3,0,0,4,3,3,,,0,Matches
304,Kevin Kampl,si SVN,MF,de RB Leipzig,30,1990,3,1,0,0,5,2,0,1,6,4,,,0,Matches
305,Wilfried Kanga,ci CIV,"FW,MF",ch Young Boys,23,1998,0.9,0,0,0,1,1,1,1,0,0,,,0,Matches
306,N'Golo Kanté,fr FRA,MF,eng Chelsea,30,1991,4.7,0,0,0,12,2,0,2,5,6,,,0,Matches
307,Kenan Karaman,tr TUR,"MF,FW",tr Beşiktaş,27,1994,3,0,0,0,4,2,3,0,1,2,,,0,Matches
308,Oleksandr Karavayev,ua UKR,DF,ua Dynamo Kyiv,29,1992,1.8,0,0,0,1,3,2,5,1,0,,,0,Matches
309,Vyacheslav Karavayev,ru RUS,"DF,MF",ru Zenit,26,1995,3.3,1,0,0,2,0,0,5,1,4,,,0,Matches
310,Moise Kean,it ITA,FW,it Juventus,21,2000,1.9,0,0,0,5,0,1,0,1,3,,,0,Matches
311,Tomasz Kędziora,pl POL,DF,ua Dynamo Kyiv,27,1994,4,0,0,0,3,2,0,5,5,5,,,0,Matches
312,Thilo Kehrer,de GER,DF,fr Paris Saint-Germain,24,1996,0.7,1,0,0,1,0,0,0,0,0,,,0,Matches
313,Naby Keïta,gn GUI,MF,eng Liverpool,26,1995,5.4,0,0,0,15,7,0,2,4,8,,,0,Matches
314,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,34,1987,2,0,0,0,0,0,0,0,0,0,,,0,Matches
315,Franck Kessié,ci CIV,MF,it Milan,24,1996,3.6,2,1,1,9,6,0,4,5,2,,,0,Matches
316,Joshua Kimmich,de GER,MF,de Bayern Munich,26,1995,7.8,1,0,0,3,17,0,48,15,11,,,0,Matches
317,Presnel Kimpembe,fr FRA,DF,fr Paris Saint-Germain,25,1995,7,3,0,0,8,6,0,0,5,9,,,0,Matches
318,Simon Kjær,dk DEN,DF,it Milan,32,1989,3,0,0,0,2,1,0,0,3,1,,,0,Matches
319,Maurits Kjærgaard,dk DEN,MF,at RB Salzburg,18,2003,0.5,1,0,0,2,0,0,0,0,0,,,0,Matches
320,Davy Klaassen,nl NED,MF,nl Ajax,28,1993,2.6,0,0,0,5,2,0,1,2,6,,,0,Matches
321,Lukas Klostermann,de GER,DF,de RB Leipzig,25,1996,3.9,1,0,0,3,0,0,1,8,3,,,0,Matches
322,Ansgar Knauff,de GER,MF,de Dortmund,19,2002,0.3,1,0,0,3,1,1,0,1,2,,,0,Matches
323,Gregor Kobel,ch SUI,GK,de Dortmund,23,1997,6,0,0,0,0,0,0,0,0,1,,,0,Matches
324,Philipp Köhn,ch SUI,GK,at RB Salzburg,23,1998,8,1,0,0,0,2,0,0,0,0,,,0,Matches
325,Koke,es ESP,MF,es Atlético Madrid,29,1992,7.3,1,0,0,7,11,0,4,5,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Aleksandar Kolarov,rs SRB,DF,it Inter,35,1985,0.1,0,0,0,0,0,0,2,0,0,,,0,Matches
327,Dimitris Kolovos,gr GRE,MF,md FC Sheriff Tiraspol,28,1993,4.5,1,0,0,1,8,0,0,0,2,,,0,Matches
328,Ibrahima Konaté,fr FRA,DF,eng Liverpool,22,1999,8,1,0,0,11,3,0,0,13,11,,,0,Matches
329,Geoffrey Kondogbia,cf CTA,"MF,DF",es Atlético Madrid,28,1993,6.4,2,0,0,5,11,0,1,14,16,,,0,Matches
330,Teun Koopmeiners,nl NED,MF,it Atalanta,23,1998,2.4,0,0,0,3,3,0,11,0,2,,,0,Matches
331,Viktor Korniienko,ua UKR,DF,ua Shakhtar Donetsk,22,1999,0.9,0,0,0,0,1,0,4,1,0,,,0,Matches
332,Jules Koundé,fr FRA,DF,es Sevilla,22,1998,5,0,0,0,3,3,0,1,9,4,,,0,Matches
333,Mateo Kovačić,hr CRO,MF,eng Chelsea,27,1994,4.7,0,0,0,6,4,0,1,0,8,,,0,Matches
334,Kirill Kravtsov,ru RUS,MF,ru Zenit,19,2002,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
335,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,24,1997,8,1,0,0,14,4,2,12,11,26,,,0,Matches
336,Stanislav Kritsyuk,ru RUS,GK,ru Zenit,30,1990,4,0,0,0,0,1,0,0,0,0,,,0,Matches
337,Toni Kroos,de GER,MF,es Real Madrid,31,1990,10,0,0,0,7,18,0,32,5,14,,,0,Matches
338,Danil Krugovoy,ru RUS,"DF,MF",ru Zenit,23,1998,0.8,0,0,0,1,2,0,10,1,1,,,0,Matches
339,Rade Krunić,ba BIH,MF,it Milan,27,1993,2.8,0,0,0,3,8,0,0,3,2,,,0,Matches
340,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar Donetsk,30,1991,2.1,0,0,0,1,0,0,0,3,2,,,1,Matches
341,Mohammed Kudus,gh GHA,"FW,MF",nl Ajax,20,2000,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
342,Dejan Kulusevski,se SWE,"FW,MF",it Juventus,21,2000,0.9,1,0,0,5,0,0,0,0,1,,,0,Matches
343,Daniil Kuznetsov,ru RUS,FW,ru Zenit,18,2003,0,0,0,0,0,0,0,0,0,0,,,0,Matches
344,Daler Kuzyaev,ru RUS,MF,ru Zenit,28,1993,2.8,0,0,0,3,4,0,2,3,4,,,0,Matches
345,Maxence Lacroix,fr FRA,DF,de Wolfsburg,21,2000,6,2,0,0,5,6,0,0,13,4,,,0,Matches
346,Konrad Laimer,at AUT,MF,de RB Leipzig,24,1997,4.5,0,0,0,11,5,0,3,6,7,,,0,Matches
347,Érik Lamela,ar ARG,"FW,MF",es Sevilla,29,1992,1.4,1,0,0,4,6,0,4,0,2,,,0,Matches
348,Noa Lang,nl NED,"FW,MF",be Club Brugge,22,1999,5.9,3,0,0,2,8,5,28,5,5,,,0,Matches
349,Aymeric Laporte,es ESP,DF,eng Manchester City,27,1994,8.8,2,0,0,4,2,1,0,11,7,,,0,Matches
350,Cyle Larin,ca CAN,"MF,FW",tr Beşiktaş,26,1995,3.9,3,0,0,7,11,1,1,1,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Eric Larsson,se SWE,DF,se Malmö,30,1991,3.1,1,0,0,5,8,0,5,1,0,,,0,Matches
352,Sandro Lauper,ch SUI,DF,ch Young Boys,24,1996,5.1,0,0,0,3,1,0,1,8,7,,,0,Matches
353,Valentino Lazaro,at AUT,MF,pt Benfica,25,1996,1.3,0,0,0,2,1,0,0,0,4,,,0,Matches
354,Rafael Leão,pt POR,"MF,FW",it Milan,22,1999,3.2,1,0,0,4,2,3,10,1,3,,,0,Matches
355,Jordan Lefort,mr MTN,DF,ch Young Boys,27,1993,1.9,0,0,0,6,0,0,6,5,3,,,0,Matches
356,Thomas Lemar,fr FRA,MF,es Atlético Madrid,25,1995,4.2,0,0,0,3,3,0,15,7,4,,,0,Matches
357,Clément Lenglet,fr FRA,DF,es Barcelona,26,1995,3.8,1,0,0,3,2,1,2,5,3,,,0,Matches
358,Robert Lewandowski,pl POL,FW,de Bayern Munich,32,1988,9.7,1,0,0,11,13,8,8,2,1,,,0,Matches
359,Oscar Lewicki,se SWE,"DF,MF",se Malmö,29,1992,1.4,0,0,0,0,0,0,2,0,0,,,0,Matches
360,Bohdan Liedniev,ua UKR,MF,ua Dynamo Kyiv,23,1998,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
361,Matthijs de Ligt,nl NED,DF,it Juventus,21,1999,6.9,2,0,0,3,2,0,1,9,5,,,0,Matches
362,Isaac Lihadji,fr FRA,FW,fr Lille,19,2002,0.3,0,0,0,0,1,0,3,0,0,,,0,Matches
363,Victor Lindelöf,se SWE,DF,eng Manchester Utd,27,1994,4.7,1,0,0,5,1,0,2,5,4,,,0,Matches
364,Jesse Lingard,eng ENG,MF,eng Manchester Utd,28,1992,1.3,0,0,0,0,1,0,0,1,2,,,0,Matches
365,Marcos Llorente,es ESP,"MF,DF",es Atlético Madrid,26,1995,7.8,3,0,0,13,10,5,8,9,10,,,0,Matches
366,Giovani Lo Celso,ar ARG,"FW,MF",es Villarreal,25,1996,5.8,3,0,0,9,15,0,4,3,15,,,0,Matches
367,Manuel Locatelli,it ITA,MF,it Juventus,23,1998,5.9,1,0,0,7,5,0,3,9,7,,,0,Matches
368,Renan Lodi,br BRA,"MF,DF",es Atlético Madrid,23,1998,5.4,0,0,0,14,6,5,18,7,4,,,0,Matches
369,Ruben Loftus-Cheek,eng ENG,MF,eng Chelsea,25,1996,4,2,0,0,5,9,0,5,1,6,,,0,Matches
370,Matteo Lovato,it ITA,DF,it Atalanta,21,2000,0.5,1,0,0,1,0,0,0,1,0,,,0,Matches
371,Dejan Lovren,hr CRO,DF,ru Zenit,32,1989,3.5,2,0,0,2,0,0,2,0,0,,,0,Matches
372,José Luis Palomino,ar ARG,DF,it Atalanta,31,1990,5,1,0,0,5,0,1,0,14,9,,,0,Matches
373,Romelu Lukaku,be BEL,FW,eng Chelsea,28,1993,3.6,0,0,0,2,2,3,2,0,0,,,0,Matches
374,Dodi Lukebakio,be BEL,MF,de Wolfsburg,23,1997,3.3,0,0,0,2,4,2,1,1,3,,,0,Matches
375,Fabian Lustenberger,ch SUI,DF,ch Young Boys,33,1988,1,0,0,0,0,1,0,1,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Quentin Maceiras,ch SUI,DF,ch Young Boys,25,1995,1.3,0,0,0,1,2,0,7,1,1,,,0,Matches
377,Harry Maguire,eng ENG,DF,eng Manchester Utd,28,1993,5.9,0,0,0,6,7,0,2,5,5,,,0,Matches
378,Riyad Mahrez,dz ALG,FW,eng Manchester City,30,1991,10.9,1,0,0,6,20,5,49,8,12,,,0,Matches
379,Nico Maier,ch SUI,MF,ch Young Boys,21,2000,0,0,0,0,0,0,0,0,0,0,,,0,Matches
380,Mike Maignan,fr FRA,GK,it Milan,26,1995,3,1,0,0,0,2,0,0,0,0,,,0,Matches
381,Malcom,br BRA,"MF,FW",ru Zenit,24,1997,4.8,0,0,0,3,14,2,19,1,2,,,0,Matches
382,Daniel Maldini,it ITA,"FW,MF",it Milan,19,2001,0.3,0,0,0,0,1,0,1,0,1,,,0,Matches
383,Donyell Malen,nl NED,"FW,MF",de Dortmund,22,1999,4.3,0,0,0,6,5,4,7,5,1,,,0,Matches
384,Ruslan Malinovskyi,ua UKR,MF,it Atalanta,28,1993,3.3,0,0,0,6,9,0,31,2,6,,,0,Matches
385,Felix Mambimbi,ch SUI,FW,ch Young Boys,20,2001,0.7,0,0,0,4,0,1,0,1,0,,,0,Matches
386,Reinildo Mandava,mz MOZ,DF,fr Lille,27,1994,5.1,1,0,0,11,12,0,7,7,17,,,0,Matches
387,Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,27,1994,4,1,0,0,4,4,0,3,3,6,,,0,Matches
388,Aïssa Mandi,dz ALG,DF,es Villarreal,29,1991,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
389,Sadio Mané,sn SEN,FW,eng Liverpool,29,1992,9.1,2,0,0,16,19,9,10,0,5,,,0,Matches
390,Faitout Maouassa,fr FRA,"DF,MF",be Club Brugge,23,1998,0,0,0,0,0,0,0,0,0,0,,,0,Matches
391,Iván Marcano,es ESP,DF,pt Porto,34,1987,1.4,0,0,0,0,1,0,0,1,1,,,0,Matches
392,Marcelo,br BRA,"DF,MF",es Real Madrid,33,1988,1.1,0,0,0,1,0,0,3,2,1,,,0,Matches
393,José María Giménez,uy URU,DF,es Atlético Madrid,26,1995,6.5,1,0,0,4,3,1,0,6,2,,,0,Matches
394,Mariano,do DOM,FW,es Real Madrid,27,1993,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
395,João Mário,pt POR,MF,pt Benfica,28,1993,5.4,2,0,0,13,13,0,10,7,2,,,0,Matches
396,João Mário Lopes,pt POR,DF,pt Porto,21,2000,3.9,0,0,0,1,4,0,8,4,3,,,0,Matches
397,Marlon,br BRA,DF,ua Shakhtar Donetsk,25,1995,5,0,0,0,6,0,0,0,2,1,,,0,Matches
398,Marlos,ua UKR,MF,ua Shakhtar Donetsk,33,1988,2.3,0,0,0,0,2,0,5,0,1,,,0,Matches
399,Marquinhos,br BRA,DF,fr Paris Saint-Germain,27,1994,8,0,0,0,3,2,0,0,4,7,,,0,Matches
400,Anthony Martial,fr FRA,MF,eng Manchester Utd,25,1995,0.7,0,0,0,0,3,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Josep Martinez,es ESP,GK,de RB Leipzig,23,1998,1,0,0,0,0,1,0,0,0,0,,,0,Matches
