Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
163,Pepe Reina,es ESP,GK,Napoli,it Serie A,30,1982,30,30,"2,597",28.9,29,1.01,134,105,78.4,18,6,6,9,30,,,,,,Matches
164,Baptiste Reynet,fr FRA,GK,Lorient,fr Ligue 1,22,1990,6,4,470,5.2,4,0.77,16,12,75,0,2,1,0,0,,,,,,Matches
165,Asier Riesgo,es ESP,GK,Osasuna,es La Liga,29,1983,2,1,120,1.3,1,0.75,6,5,83.3,1,1,0,1,100,,,,,,Matches
166,Rémy Riou,fr FRA,GK,Nantes,fr Ligue 1,25,1987,34,34,"3,060",34,40,1.18,137,97,70.8,10,9,15,12,35.3,,,,,,Matches
167,Roberto,es ESP,GK,Granada,es La Liga,34,1979,32,32,"2,880",32,43,1.34,166,123,74.1,11,4,17,11,34.4,,,,,,Matches
168,Joel Robles,es ESP,GK,Everton,eng Premier League,23,1990,2,1,157,1.7,2,1.15,7,5,71.4,1,1,0,0,0,,,,,,Matches
169,Flavio Roma,it ITA,GK,Monaco,fr Ligue 1,39,1974,1,1,43,0.5,1,2.09,2,1,50,0,0,0,0,0,,,,,,Matches
170,Sergio Romero,ar ARG,GK,Monaco,fr Ligue 1,26,1987,3,2,227,2.5,1,0.4,3,2,66.7,2,1,0,1,50,,,,,,Matches
171,Antonio Rosati,it ITA,GK,Fiorentina,it Serie A,30,1983,3,3,270,3,6,2,14,8,57.1,1,1,1,1,33.3,,,,,,Matches
172,Antonio Rosati,it ITA,GK,Sassuolo,it Serie A,30,1983,2,2,180,2,6,3,14,8,57.1,0,0,2,0,0,,,,,,Matches
173,Rubén,es ESP,GK,Rayo Vallecano,es La Liga,29,1984,34,34,"2,994",33.3,64,1.92,162,98,60.5,12,3,18,9,26.5,,,,,,Matches
174,Rubinho,br BRA,GK,Juventus,it Serie A,30,1982,1,0,38,0.4,0,0,1,1,100,0,0,0,0,,,,,,,Matches
175,John Ruddy,eng ENG,GK,Norwich City,eng Premier League,26,1986,38,38,"3,420",38,62,1.63,189,127,67.2,8,9,21,12,31.6,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,26,1986,38,38,"3,420",38,34,0.89,116,82,70.7,20,9,9,16,42.1,,,,,,Matches
177,Mamadou Samassa,ml MLI,GK,Guingamp,fr Ligue 1,23,1990,19,19,"1,710",19,22,1.16,86,64,74.4,6,2,11,5,26.3,,,,,,Matches
178,Brice Samba,fr FRA,GK,Marseille,fr Ligue 1,19,1994,1,0,69,0.8,0,0,1,1,100,1,0,0,1,,,,,,,Matches
179,Guillermo Sara,ar ARG,GK,Real Betis,es La Liga,25,1987,15,15,"1,305",14.5,26,1.79,93,67,72,2,4,8,4,26.7,,,,,,Matches
180,Raphael Schäfer,de GER,GK,Nürnberg,de Bundesliga,34,1979,33,33,"2,925",32.5,65,2,221,156,70.6,5,10,17,4,12.1,,,,,,Matches
181,Mark Schwarzer,au AUS,GK,Chelsea,eng Premier League,40,1972,4,4,360,4,3,0.75,18,15,83.3,2,1,1,2,50,,,,,,Matches
182,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,21,1992,1,1,90,1,3,3,10,7,70,0,0,1,0,0,,,,,,Matches
183,Simone Scuffet,it ITA,GK,Udinese,it Serie A,17,1996,16,16,"1,440",16,22,1.37,71,49,69,6,5,5,6,37.5,,,,,,Matches
184,Marco Silvestri,it ITA,GK,Cagliari,it Serie A,22,1991,3,3,234,2.6,5,1.92,21,16,76.2,0,2,1,1,33.3,,,,,,Matches
185,Salvatore Sirigu,it ITA,GK,Paris Saint-Germain,fr Ligue 1,26,1987,37,37,"3,330",37,23,0.62,107,84,78.5,26,8,3,19,51.4,,,,,,Matches
186,Oumar Sissoko,ml MLI,GK,Ajaccio,fr Ligue 1,25,1987,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,,,,,,Matches
187,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,22,1991,2,2,180,2,2,1,9,7,77.8,0,0,2,0,0,,,,,,Matches
188,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,34,1979,37,37,"3,330",37,46,1.24,164,118,72,13,6,18,12,32.4,,,,,,Matches
189,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,21,1992,3,3,270,3,3,1,16,13,81.3,2,0,1,1,33.3,,,,,,Matches
190,Lorenzo Squizzi,it ITA,GK,Chievo,it Serie A,39,1974,1,1,90,1,1,1,3,2,66.7,1,0,0,0,0,,,,,,Matches
191,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,32,1981,2,2,180,2,3,1.5,12,9,75,2,0,0,1,50,,,,,,Matches
192,Maarten Stekelenburg,nl NED,GK,Fulham,eng Premier League,30,1982,19,19,"1,680",18.7,43,2.3,125,82,65.6,2,2,13,1,5.3,,,,,,Matches
193,David Stockdale,eng ENG,GK,Fulham,eng Premier League,27,1985,21,19,"1,740",19.3,42,2.17,116,74,63.8,7,3,11,3,15.8,,,,,,Matches
194,Dejan Stojanović,at AUT,GK,Bologna,it Serie A,20,1993,1,1,90,1,1,1,7,6,85.7,0,0,1,0,0,,,,,,Matches
195,Alexander Stolz,de GER,GK,Hoffenheim,de Bundesliga,29,1983,1,0,18,0.2,0,0,2,2,100,0,0,0,0,,,,,,,Matches
196,Marco Storari,it ITA,GK,Juventus,it Serie A,36,1977,6,5,515,5.7,3,0.52,15,12,80,5,0,0,3,60,,,,,,Matches
197,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,28,1984,35,35,"3,150",35,29,0.83,129,100,77.5,21,10,4,13,37.1,,,,,,Matches
198,Wojciech Szczęsny,pl POL,GK,Arsenal,eng Premier League,23,1990,37,37,"3,330",37,41,1.11,147,106,72.1,23,7,7,16,43.2,,,,,,Matches
199,Thomas Sørensen,dk DEN,GK,Stoke City,eng Premier League,37,1976,4,4,315,3.5,9,2.57,19,10,52.6,0,0,3,0,0,,,,,,Matches
200,Marc-André ter Stegen,de GER,GK,Gladbach,de Bundesliga,21,1992,34,34,"3,060",34,43,1.26,185,142,76.8,16,7,11,9,26.5,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Toño,es ESP,GK,Elche,es La Liga,33,1979,9,9,795,8.8,15,1.7,34,19,55.9,2,3,4,2,22.2,,,,,,Matches
202,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,23,1990,34,34,"3,046",33.8,57,1.68,188,131,69.7,9,9,16,9,26.5,,,,,,Matches
203,Gerhard Tremmel,de GER,GK,Swansea City,eng Premier League,34,1978,12,12,"1,080",12,22,1.83,53,31,58.5,2,3,7,1,8.3,,,,,,Matches
204,Sven Ulreich,de GER,GK,Stuttgart,de Bundesliga,24,1988,31,31,"2,790",31,58,1.87,171,113,66.1,7,6,18,4,12.9,,,,,,Matches
205,Víctor Valdés,es ESP,GK,Barcelona,es La Liga,31,1982,26,26,"2,272",25.2,21,0.83,89,68,76.4,20,3,3,12,46.2,,,,,,Matches
206,Javi Varas,es ESP,GK,Sevilla,es La Liga,30,1982,6,5,495,5.5,6,1.09,26,20,76.9,2,2,2,1,20,,,,,,Matches
207,Rémy Vercoutre,fr FRA,GK,Lyon,fr Ligue 1,33,1980,5,5,444,4.9,8,1.62,20,12,60,2,2,1,0,0,,,,,,Matches
208,Lucas Veronese,fr FRA,GK,Nice,fr Ligue 1,22,1991,5,5,450,5,11,2.2,23,12,52.2,0,1,4,0,0,,,,,,Matches
209,Michel Vorm,nl NED,GK,Swansea City,eng Premier League,29,1983,26,26,"2,340",26,32,1.23,102,70,68.6,9,6,11,7,26.9,,,,,,Matches
210,Roman Weidenfeller,de GER,GK,Dortmund,de Bundesliga,32,1980,30,30,"2,700",30,33,1.1,106,73,68.9,19,4,7,10,33.3,,,,,,Matches
211,Keiren Westwood,ie IRL,GK,Sunderland,eng Premier League,28,1984,10,10,852,9.5,22,2.32,49,27,55.1,1,1,7,0,0,,,,,,Matches
212,Christian Wetklo,de GER,GK,Mainz 05,de Bundesliga,33,1980,2,1,135,1.5,5,3.33,9,4,44.4,0,1,1,0,0,,,,,,Matches
213,Felix Wiedwald,de GER,GK,Eintracht Frankfurt,de Bundesliga,23,1990,1,0,14,0.2,0,0,0,0,,0,0,0,0,,,,,,,Matches
214,Raphael Wolf,de GER,GK,Werder Bremen,de Bundesliga,25,1988,21,21,"1,890",21,43,2.05,121,78,64.5,6,6,9,6,28.6,,,,,,Matches
215,Yoel,es ESP,GK,Celta Vigo,es La Liga,24,1988,35,35,"3,150",35,52,1.49,166,114,68.7,12,7,16,7,20,,,,,,Matches
216,Ron-Robert Zieler,de GER,GK,Hannover 96,de Bundesliga,24,1989,34,34,"3,060",34,59,1.74,184,125,67.9,12,6,16,6,17.6,,,,,,Matches
217,Eñaut Zubikarai,es ESP,GK,Real Sociedad,es La Liga,29,1984,1,1,90,1,1,1,7,6,85.7,0,0,1,0,0,,,,,,Matches
