Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
13,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,24,"2,160",24,47,1.96,104,59,56.7,8,3,13,5,20.8,2,2,0,0,0,Matches
14,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,23,22,"2,057",22.9,38,1.66,92,59,62,4,6,12,4,18.2,5,3,2,0,40,Matches
15,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35,35,"3,150",35,29,0.83,136,112,80.1,15,10,10,16,45.7,5,2,3,0,60,Matches
16,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18,18,"1,620",18,25,1.39,67,42,64.2,9,3,6,5,27.8,2,1,0,1,0,Matches
17,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38,38,"3,420",38,58,1.53,176,123,69.3,15,8,15,10,26.3,5,4,1,0,20,Matches
18,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,20,1998,1,1,90,1,0,0,1,1,100,0,1,0,1,100,0,0,0,0,,Matches
19,Marcus Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7,7,630,7,20,2.86,37,19,48.6,1,2,4,0,0,3,1,1,1,50,Matches
20,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25,25,"2,250",25,40,1.6,105,69,65.7,7,6,12,6,24,5,4,0,1,0,Matches
21,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12,12,"1,080",12,18,1.5,54,39,72.2,4,3,5,4,33.3,3,3,0,0,0,Matches
22,Zacharie Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2,2,180,2,1,0.5,4,3,75,1,1,0,1,50,0,0,0,0,,Matches
23,Yassine Bounou,ma MAR,GK,Girona,es La Liga,27,1991,32,32,"2,862",31.8,43,1.35,162,125,77.2,8,10,14,8,25,6,6,0,0,0,Matches
24,Fabian Bredlow,de GER,GK,Nürnberg,de Bundesliga,23,1995,14,12,"1,127",12.5,28,2.24,60,33,55,2,3,7,2,16.7,3,1,1,1,50,Matches
25,Gianluigi Buffon,it ITA,GK,Paris Saint-Germain,fr Ligue 1,40,1978,17,17,"1,530",17,18,1.06,65,49,73.8,13,1,3,6,35.3,2,1,1,0,50,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
26,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,27,1990,32,32,"2,880",32,40,1.25,125,89,71.2,21,7,4,10,31.3,4,4,0,0,0,Matches
27,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,35,1983,36,36,"3,239",36,48,1.33,157,114,71.3,9,15,12,12,33.3,5,3,2,0,40,Matches
28,David Button,eng ENG,GK,Brighton,eng Premier League,29,1989,4,4,360,4,5,1.25,17,14,82.4,1,1,2,1,25,2,2,0,0,0,Matches
29,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,36,1981,2,2,180,2,0,0,3,3,100,1,1,0,2,100,0,0,0,0,,Matches
30,Rafael Cabral,br BRA,GK,Sampdoria,it Serie A,28,1990,2,2,180,2,0,0,3,2,100,1,1,0,2,100,0,0,0,0,,Matches
31,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21,21,"1,890",21,34,1.62,90,58,63.3,4,7,10,6,28.6,2,1,1,0,50,Matches
32,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3,3,270,3,6,2,11,6,54.5,0,1,2,0,0,1,1,0,0,0,Matches
33,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,26,26,"2,295",25.5,39,1.53,113,79,69,11,6,9,8,30.8,5,4,1,0,20,Matches
34,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,7,7,585,6.5,9,1.38,36,27,75,5,0,2,2,28.6,0,0,0,0,,Matches
35,Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1,1,90,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
36,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3,3,270,3,4,1.33,13,10,76.9,1,1,1,1,33.3,1,1,0,0,0,Matches
37,Joel Coleman,eng ENG,GK,Huddersfield Town,eng Premier League,22,1995,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,0,0,0,0,,Matches
38,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,36,36,"3,213",35.7,56,1.57,149,98,65.1,9,15,12,12,33.3,8,4,3,1,42.9,Matches
39,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,37,"3,330",37,42,1.14,145,110,75.2,9,11,17,10,27,7,6,1,0,14.3,Matches
40,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,27,"2,430",27,36,1.33,97,68,69.1,14,3,10,8,29.6,8,6,1,1,14.3,Matches
41,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,38,"3,420",38,54,1.42,197,153,76.6,10,11,17,7,18.4,10,8,2,0,20,Matches
42,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,1984,34,34,"3,056",33.9,38,1.12,114,78,68.4,10,12,12,10,29.4,2,2,0,0,0,Matches
43,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,6,6,495,5.5,4,0.73,18,15,83.3,3,2,1,2,33.3,1,1,0,0,0,Matches
44,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1,1,90,1,1,1,1,1,100,0,0,1,0,0,1,1,0,0,0,Matches
45,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,21,"1,890",21,35,1.67,87,59,66.7,5,4,12,3,14.3,7,6,1,0,14.3,Matches
46,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,24,"2,160",24,30,1.25,81,55,66.7,9,6,9,5,20.8,4,3,1,0,25,Matches
47,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,4,360,4,1,0.25,13,12,92.3,2,2,0,3,75,0,0,0,0,,Matches
48,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,36,36,"3,092",34.3,31,0.9,126,98,77.8,18,11,7,11,30.6,4,3,1,0,25,Matches
49,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,3,2,225,2.5,2,0.8,8,6,75,0,1,1,1,50,0,0,0,0,,Matches
50,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,14,"1,260",14,24,1.71,91,71,76.9,5,2,7,3,21.4,4,3,1,0,25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,2,180,2,3,1.5,9,6,66.7,1,0,1,0,0,0,0,0,0,,Matches
52,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,29,1989,38,38,"3,420",38,48,1.26,138,96,69.6,12,9,17,11,28.9,6,6,0,0,0,Matches
53,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,11,10,939,10.4,17,1.63,31,17,51.6,5,3,2,1,10,3,2,1,0,33.3,Matches
54,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,38,"3,420",38,23,0.61,77,58,75.3,32,2,4,20,52.6,4,4,0,0,0,Matches
55,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,32,"2,880",32,67,2.09,209,148,70.3,5,6,21,5,15.6,6,5,1,0,16.7,Matches
56,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,38,"3,420",38,69,1.82,199,137,67.3,10,4,24,10,26.3,7,4,3,0,42.9,Matches
57,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,33,1985,38,38,"3,420",38,55,1.45,196,146,74,15,7,16,7,18.4,5,4,1,0,20,Matches
58,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,2,180,2,5,2.5,20,15,75,0,0,2,0,0,0,0,0,0,,Matches
59,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,17,16,"1,469",16.3,26,1.59,82,58,70.7,4,3,9,3,18.8,2,2,0,0,0,Matches
60,Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16,16,"1,440",16,24,1.5,80,60,75,4,5,7,2,12.5,4,4,0,0,0,Matches
61,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6,6,540,6,7,1.17,22,16,72.7,3,2,1,2,33.3,1,1,0,0,0,Matches
62,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,1,90,1,1,1,5,4,80,1,0,0,0,0,0,0,0,0,,Matches
63,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,,Matches
64,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,38,"3,420",38,59,1.55,180,126,69.4,14,8,16,7,18.4,5,4,1,0,20,Matches
65,Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,1,90,1,2,2,9,7,77.8,0,0,1,0,0,0,0,0,0,,Matches
66,Alberto García,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17,17,"1,530",17,35,2.06,82,51,58.5,3,4,10,4,23.5,4,1,3,0,75,Matches
67,Paulo Gazzaniga,ar ARG,GK,Tottenham Hotspur,eng Premier League,26,1992,3,3,270,3,2,0.67,13,11,84.6,2,0,1,1,33.3,0,0,0,0,,Matches
68,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38,38,"3,420",38,54,1.42,171,123,71.9,19,9,10,7,18.4,6,6,0,0,0,Matches
69,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4,4,360,4,7,1.75,19,12,63.2,1,1,2,0,0,0,0,0,0,,Matches
70,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,8,7,712,7.9,12,1.52,33,22,66.7,2,3,2,3,42.9,1,1,0,0,0,Matches
71,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20,20,"1,800",20,21,1.05,67,49,73.1,11,6,3,4,20,3,3,0,0,0,Matches
72,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,20,19,"1,723",19.2,27,1.41,75,49,65.3,3,6,10,6,31.6,1,1,0,0,0,Matches
73,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4,4,360,4,5,1.25,15,10,66.7,3,0,1,1,25,0,0,0,0,,Matches
74,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,20,20,"1,755",19.5,23,1.18,86,64,74.4,10,4,6,7,35,1,1,0,0,0,Matches
75,Guido Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1,1,90,1,3,3,4,1,25,0,1,0,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,33,33,"2,925",32.5,28,0.86,117,93,79.5,19,9,5,16,48.5,5,4,0,1,0,Matches
77,Angus Gunn,sct SCO,GK,Southampton,eng Premier League,22,1996,12,12,"1,080",12,18,1.5,49,32,63.3,4,4,4,3,25,1,0,1,0,100,Matches
78,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38,38,"3,420",38,52,1.37,160,114,71.3,9,11,18,11,28.9,9,6,2,1,25,Matches
79,Ben Hamer,eng ENG,GK,Huddersfield Town,eng Premier League,30,1987,7,7,553,6.1,21,3.42,42,24,57.1,0,1,6,1,14.3,3,3,0,0,0,Matches
80,Samir Handanović,si SVN,GK,Inter,it Serie A,34,1984,38,38,"3,420",38,33,0.87,130,98,76.9,20,9,9,17,44.7,5,3,0,2,0,Matches
81,Joe Hart,eng ENG,GK,Burnley,eng Premier League,31,1987,19,19,"1,710",19,41,2.16,115,76,65.2,3,3,13,4,21.1,2,1,1,0,50,Matches
82,Tom Heaton,eng ENG,GK,Burnley,eng Premier League,32,1986,19,19,"1,710",19,27,1.42,89,63,70.8,8,4,7,4,21.1,1,1,0,0,0,Matches
83,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,31,1987,18,17,"1,575",17.5,26,1.49,65,43,64.6,4,3,10,5,29.4,4,3,1,0,25,Matches
84,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,30,1988,31,31,"2,790",31,32,1.03,85,56,65.9,12,10,9,10,32.3,3,3,0,0,0,Matches
85,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,30,1987,2,2,180,2,4,2,6,2,33.3,2,0,0,0,0,1,0,0,1,,Matches
86,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,28,1989,32,32,"2,880",32,49,1.53,127,82,63.8,18,4,10,9,28.1,4,3,1,0,25,Matches
87,Salvador Ichazo,uy URU,GK,Torino,it Serie A,26,1992,3,2,250,2.8,2,0.72,9,8,88.9,1,1,0,1,50,1,1,0,0,0,Matches
88,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,7,6,558,6.2,10,1.61,39,31,79.5,1,0,5,1,16.7,2,2,0,0,0,Matches
89,Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,0,0,0,0,,Matches
90,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,31,31,"2,745",30.5,48,1.57,145,100,68.3,9,10,12,8,25.8,4,2,1,1,33.3,Matches
91,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,17,"1,530",17,34,2,74,43,56.8,1,5,11,4,23.5,4,2,1,1,33.3,Matches
92,Aleksandar Jovanović,rs SRB,GK,Huesca,es La Liga,25,1992,12,12,"1,080",12,19,1.58,45,28,62.2,1,4,7,0,0,2,2,0,0,0,Matches
93,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,1,0,45,0.5,1,2,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
94,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9,9,810,9,7,0.78,27,21,77.8,6,2,1,4,44.4,1,1,0,0,0,Matches
95,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,,Matches
96,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1,1,90,1,1,1,6,6,100,1,0,0,0,0,1,1,0,0,0,Matches
97,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,16,16,"1,390",15.4,42,2.72,90,50,54.4,4,2,10,3,18.8,2,1,1,0,50,Matches
98,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,33,32,"2,925",32.5,48,1.48,134,90,66.4,10,11,11,9,28.1,4,3,1,0,25,Matches
99,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,4,3,315,3.5,9,2.57,14,7,50,2,0,1,1,33.3,2,2,0,0,0,Matches
100,Alban Lafont,ci CIV,GK,Fiorentina,it Serie A,19,1999,34,34,"3,015",33.5,40,1.19,124,90,71.8,8,15,11,9,26.5,6,5,1,0,16.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,37,"3,330",37,42,1.14,143,105,72.7,15,13,9,11,29.7,5,3,1,1,25,Matches
102,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,31,"2,835",31.5,42,1.33,140,105,75,16,7,8,7,22.6,7,7,0,0,0,Matches
103,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,31,1986,33,33,"2,970",33,33,1,126,98,76.2,21,2,10,12,36.4,5,3,2,0,40,Matches
104,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,34,"3,060",34,42,1.24,132,95,72,18,9,7,9,26.5,5,5,0,0,0,Matches
105,Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38,38,"3,420",38,50,1.32,161,119,72.7,14,11,13,10,26.3,8,6,2,0,25,Matches
106,Pau López,es ESP,GK,Real Betis,es La Liga,23,1994,33,33,"2,970",33,47,1.42,129,86,65.9,12,7,14,10,30.3,4,3,1,0,25,Matches
107,Jonas Lössl,dk DEN,GK,Huddersfield Town,eng Premier League,29,1989,31,30,"2,777",30.9,54,1.75,136,87,63.2,3,5,22,5,16.7,5,4,1,0,20,Matches
108,Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,5,4,364,4.1,5,1.24,16,13,75,1,0,3,2,50,2,1,1,0,50,Matches
109,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,15,14,"1,310",14.6,22,1.51,79,57,72.2,3,5,6,2,14.3,0,0,0,0,,Matches
110,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,38,38,"3,420",38,33,0.87,118,91,77.1,22,9,7,15,39.5,10,6,2,2,25,Matches
111,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,31,31,"2,736",30.4,40,1.32,107,73,68.2,14,5,12,9,29,7,6,1,0,14.3,Matches
112,Federico Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,4,360,4,10,2.5,19,9,47.4,2,0,2,1,25,0,0,0,0,,Matches
113,Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,35,"3,150",35,45,1.29,133,96,69.9,10,9,16,9,25.7,8,5,3,0,37.5,Matches
114,Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,22,"1,933",21.5,40,1.86,121,82,67.8,1,7,14,2,9.1,1,1,0,0,0,Matches
115,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25,25,"2,250",25,44,1.76,120,78,65,5,8,12,4,16,2,2,0,0,0,Matches
116,Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,"3,420",38,42,1.11,145,110,75.9,13,16,9,14,36.8,7,7,0,0,0,Matches
117,Alex Meret,it ITA,GK,Napoli,it Serie A,21,1997,14,13,"1,150",12.8,9,0.7,46,39,84.8,9,1,3,5,38.5,2,2,0,0,0,Matches
118,Vanja Milinković-Savić,rs SRB,GK,SPAL,it Serie A,21,1997,2,2,164,1.8,4,2.2,16,12,75,1,0,1,1,50,0,0,0,0,,Matches
119,Antonio Mirante,it ITA,GK,Roma,it Serie A,35,1983,11,11,990,11,6,0.55,36,31,83.3,6,4,1,6,54.5,1,0,1,0,100,Matches
120,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1,1,90,1,1,1,6,5,83.3,0,1,0,0,0,0,0,0,0,,Matches
121,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,20,1997,24,24,"2,160",24,43,1.79,121,81,66.9,8,3,13,5,20.8,4,3,0,1,0,Matches
122,Juan Musso,ar ARG,GK,Udinese,it Serie A,24,1994,29,29,"2,610",29,40,1.38,141,108,77.3,9,8,12,7,24.1,8,8,0,0,0,Matches
123,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,2,1,135,1.5,2,1.33,3,2,66.7,0,0,1,1,100,1,1,0,0,0,Matches
124,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,31,1986,10,10,900,10,8,0.8,31,23,74.2,6,2,2,4,40,0,0,0,0,,Matches
125,Neto,br BRA,GK,Valencia,es La Liga,29,1989,34,34,"3,060",34,34,1,134,108,79.9,13,14,7,10,29.4,8,7,1,0,12.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,1986,26,26,"2,303",25.6,23,0.9,54,34,63,20,3,3,10,38.5,3,3,0,0,0,Matches
127,Will Norris,eng ENG,GK,Wolves,eng Premier League,24,1993,1,0,,0,0,,0,0,,0,0,0,1,,0,0,0,0,,Matches
128,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,21,1996,18,18,"1,588",17.6,29,1.64,80,55,67.5,4,6,8,4,22.2,4,3,1,0,25,Matches
129,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,25,1993,37,37,"3,330",37,27,0.73,127,105,82.7,22,9,6,20,54.1,5,5,0,0,0,Matches
130,Oier Olazábal,es ESP,GK,Levante,es La Liga,28,1989,21,21,"1,890",21,40,1.9,130,95,72.3,7,5,9,5,23.8,5,4,1,0,20,Matches
131,Alexandre Olliero,fr FRA,GK,Nantes,fr Ligue 1,22,1996,1,1,90,1,1,1,0,0,,0,0,1,0,0,1,1,0,0,0,Matches
132,Robin Olsen,se SWE,GK,Roma,it Serie A,28,1990,27,27,"2,430",27,42,1.56,125,86,69.6,12,8,7,4,14.8,6,4,0,2,0,Matches
133,David Ospina,co COL,GK,Napoli,it Serie A,29,1988,17,16,"1,457",16.2,20,1.24,62,43,69.4,9,4,3,5,31.3,1,1,0,0,0,Matches
134,Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,34,1984,2,2,180,2,5,2.5,10,7,60,0,0,2,0,0,2,1,1,0,50,Matches
135,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,26,1992,35,35,"3,150",35,46,1.31,152,112,73.7,11,11,13,8,22.9,6,6,0,0,0,Matches
136,Rui Patrício,pt POR,GK,Wolves,eng Premier League,30,1988,37,37,"3,330",37,46,1.24,140,97,69.3,15,9,13,8,21.6,4,3,0,1,0,Matches
137,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,26,1992,34,34,"2,978",33.1,47,1.42,149,105,70.5,14,11,9,5,14.7,4,3,0,1,0,Matches
138,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,37,1981,3,2,202,2.3,4,1.78,13,9,69.2,0,1,1,0,0,0,0,0,0,,Matches
139,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,35,1982,9,7,680,7.6,12,1.59,19,12,57.9,4,2,1,3,42.9,5,4,1,0,20,Matches
140,Mattia Perin,it ITA,GK,Juventus,it Serie A,25,1992,9,9,810,9,8,0.89,27,20,74.1,6,1,2,5,55.6,1,1,0,0,0,Matches
141,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,30,1987,10,8,765,8.5,11,1.29,41,30,73.2,5,1,2,1,12.5,1,0,0,1,,Matches
142,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38,38,"3,420",38,46,1.21,131,90,66.4,15,9,14,14,36.8,5,2,3,0,60,Matches
143,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,,Matches
144,Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,1,0,37,0.4,1,2.43,0,0,,0,0,0,0,,1,1,0,0,0,Matches
145,Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,1,0,5,0.1,0,0,0,0,,0,0,0,1,,0,0,0,0,,Matches
146,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,,Matches
147,Silvio Proto,be BEL,GK,Lazio,it Serie A,35,1983,2,2,180,2,4,2,13,9,69.2,1,0,1,0,0,0,0,0,0,,Matches
148,Ivan Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16,16,"1,440",16,36,2.25,101,68,67.3,4,4,8,0,0,4,3,0,1,0,Matches
149,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33,33,"2,970",33,46,1.39,145,104,71.7,6,14,13,6,18.2,6,5,1,0,16.7,Matches
150,Pepe Reina,es ESP,GK,Milan,it Serie A,35,1982,4,2,328,3.7,5,1.37,13,9,69.2,1,0,1,1,50,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32,32,"2,880",32,62,1.94,163,108,66.3,12,5,15,5,15.6,7,7,0,0,0,Matches
152,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,31,31,"2,704",30,45,1.5,140,99,70.7,6,11,14,6,19.4,5,4,1,0,20,Matches
