Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
154,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,"2,250",25,32,1.28,86,62,70.9,11,4,10,6,24,8,7,1,0,12.5,Matches
155,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,"2,034",22.6,49,2.17,112,68,58.9,3,3,16,2,9.1,5,3,2,0,40,Matches
156,Sergio Rico,es ESP,GK,Paris Saint-Germain,fr Ligue 1,25,1993,2,2,180,2,4,2,10,6,60,2,0,0,0,0,0,0,0,0,,Matches
157,Roberto,es ESP,GK,West Ham United,eng Premier League,33,1986,8,7,687,7.6,17,2.23,52,36,69.2,0,1,6,0,0,1,1,0,0,0,Matches
158,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,8.8,19,2.16,52,36,69.2,2,1,5,2,25,3,3,0,0,0,Matches
159,Joel Robles,es ESP,GK,Real Betis,es La Liga,29,1990,33,33,"2,887",32.1,48,1.5,123,86,69.9,9,11,13,5,15.2,11,11,0,0,0,Matches
160,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,0,,Matches
161,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,1,8.18,1,0,0,0,0,0,0,,0,0,0,0,,Matches
162,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,"1,583",17.6,24,1.36,53,31,60.4,5,9,4,5,27.8,3,3,0,0,0,Matches
163,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,"1,980",22,40,1.82,99,61,62.6,6,4,12,3,13.6,4,3,0,1,0,Matches
164,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,"2,250",25,27,1.08,114,90,78.9,11,7,7,8,32,5,3,1,1,25,Matches
165,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,"3,420",38,54,1.42,169,117,69.2,9,14,15,9,23.7,2,2,0,0,0,Matches
166,Frederik Rønnow,dk DEN,GK,Eintracht Frankfurt,de Bundesliga,26,1992,9,9,810,9,14,1.56,49,37,75.5,2,3,4,1,11.1,2,2,0,0,0,Matches
167,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,5,4,360,4,5,1.25,17,13,70.6,2,0,2,2,50,1,0,1,0,100,Matches
168,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,"3,420",38,41,1.08,126,94,73.8,18,8,12,13,34.2,10,8,2,0,20,Matches
169,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,18,2.18,53,37,69.8,1,3,4,2,25,2,2,0,0,0,Matches
170,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,"2,091",23.2,32,1.38,117,87,75.2,9,6,9,4,16.7,3,3,0,0,0,Matches
171,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,"2,430",27,32,1.19,97,72,73.2,11,5,11,8,29.6,7,6,1,0,14.3,Matches
172,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,34,"3,060",34,53,1.56,181,137,74,13,6,15,5,14.7,9,6,3,0,33.3,Matches
173,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,35,"3,150",35,42,1.2,136,99,72.1,15,8,12,12,34.3,5,4,1,0,20,Matches
174,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,35,"3,150",35,43,1.23,155,119,76.8,11,13,11,9,25.7,7,7,0,0,0,Matches
175,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,"2,991",33.2,29,0.87,106,82,77.4,13,9,12,12,35.3,7,5,0,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,36,"3,240",36,64,1.78,192,138,71.4,11,6,19,7,19.4,10,9,1,0,10,Matches
177,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,3,270,3,3,1,4,2,50,1,1,1,1,33.3,1,1,0,0,0,Matches
178,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,37,"3,330",37,64,1.73,180,123,67.8,12,10,15,2,5.4,8,6,1,1,14.3,Matches
179,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0,0,0,0,0,,Matches
180,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,30,1988,34,34,"3,060",34,40,1.18,156,118,75,20,5,9,7,20.6,2,1,1,0,50,Matches
181,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,38,"3,420",38,37,0.97,104,73,69.2,14,12,12,15,39.5,6,5,1,0,16.7,Matches
182,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,11,990,11,18,1.64,35,22,62.9,1,3,7,1,9.1,5,5,0,0,0,Matches
183,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40,0,0,0,0,,Matches
184,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,0,0,0,0,,0,0,1,0,0,0,0,0,0,,Matches
185,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,17,"1,530",17,36,2.12,97,63,63.9,4,3,10,2,11.8,2,1,1,0,50,Matches
186,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,38,"3,420",38,42,1.11,147,113,76.2,24,6,8,11,28.9,9,7,1,1,12.5,Matches
187,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,29,29,"2,591",28.8,33,1.15,119,95,79,19,4,6,11,37.9,10,8,1,1,11.1,Matches
188,Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,2,180,2,2,1,11,9,81.8,1,0,1,1,50,0,0,0,0,,Matches
189,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,36,"3,240",36,36,1,109,80,72.5,24,6,6,14,38.9,7,6,1,0,14.3,Matches
190,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,21,18,90.5,5,1,1,3,42.9,3,3,0,0,0,Matches
191,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,2,180,2,4,2,16,13,81.3,0,1,1,0,0,1,1,0,0,0,Matches
192,Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.3,4,3,75,0,0,0,0,,0,0,0,0,,Matches
193,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,29,1990,22,22,"1,980",22,38,1.73,107,70,65.4,11,3,8,4,18.2,1,1,0,0,0,Matches
194,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,,Matches
195,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2,4,2,11,8,72.7,0,2,0,0,0,1,1,0,0,0,Matches
196,Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1,3,3,5,3,60,0,0,1,0,0,1,1,0,0,0,Matches
197,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,2,2,90,1,1,1,3,2,66.7,1,0,0,0,0,0,0,0,0,,Matches
198,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,"2,925",32.5,31,0.95,94,65,69.1,15,12,6,14,42.4,3,2,1,0,33.3,Matches
199,Koke Vegas,es ESP,GK,Levante,es La Liga,23,1995,2,2,180,2,2,1,10,8,80,2,0,0,1,50,1,0,0,1,,Matches
200,Mauro Vigorito,it ITA,GK,Lecce,it Serie A,29,1990,5,4,423,4.7,9,1.91,28,20,71.4,3,0,1,1,25,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,Matches
202,Felix Wiedwald,de GER,GK,Eintracht Frankfurt,de Bundesliga,29,1990,3,3,270,3,8,2.67,20,12,60,0,0,3,0,0,0,0,0,0,,Matches
203,Yoel,es ESP,GK,Eibar,es La Liga,30,1988,4,4,270,3,5,1.67,15,11,66.7,2,0,1,1,25,1,0,1,0,100,Matches
204,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,24,1994,22,22,"1,935",21.5,40,1.86,115,77,66.1,8,2,12,3,13.6,2,1,1,0,50,Matches
205,Leopold Zingerle,de GER,GK,Paderborn 07,de Bundesliga,25,1994,28,28,"2,520",28,57,2.04,149,96,63.8,4,7,17,5,17.9,4,3,1,0,25,Matches
