Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
44,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,"3,150",35,51,1.46,119,73,60.5,9,9,17,10,28.6,5,4,1,0,20,Matches
45,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,"1,324",14.7,23,1.56,80,58,72.5,4,4,6,3,21.4,1,1,0,0,0,Matches
46,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,"3,201",35.6,42,1.18,131,96,71,18,9,9,12,33.3,8,4,4,0,50,Matches
47,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,"2,790",31,43,1.39,132,97,72,7,12,12,8,25.8,8,6,2,0,25,Matches
48,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,30,1989,38,38,"3,420",38,58,1.53,195,139,71.3,11,11,16,11,28.9,2,2,0,0,0,Matches
49,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,"3,071",34.1,28,0.82,93,68,73.1,24,3,8,16,45.7,3,3,0,0,0,Matches
50,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,3,3,1,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,34,1985,25,25,"2,117",23.5,34,1.45,101,71,69.3,8,7,10,5,20,4,3,1,0,25,Matches
52,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,2,2,90,1,3,3,5,3,80,0,0,1,0,0,2,2,0,0,0,Matches
53,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1,4.29,1,1,100,0,0,1,0,0,1,1,0,0,0,Matches
54,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2,5,2.5,12,8,66.7,0,1,1,0,0,1,1,0,0,0,Matches
55,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36,36,"3,240",36,51,1.42,201,155,76.1,12,7,17,5,13.9,6,3,3,0,50,Matches
56,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4,4,360,4,8,2,17,12,70.6,1,2,1,1,25,3,3,0,0,0,Matches
57,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,10,900,10,14,1.4,70,56,80,4,3,3,3,30,1,0,0,1,,Matches
58,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,38,"3,420",38,64,1.68,171,116,67.3,8,10,20,9,23.7,9,8,1,0,11.1,Matches
59,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,,Matches
60,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,34,34,"2,997",33.3,76,2.28,220,156,70,6,8,20,2,5.9,12,10,2,0,16.7,Matches
61,Paulo Gazzaniga,ar ARG,GK,Tottenham Hotspur,eng Premier League,27,1992,18,17,"1,613",17.9,26,1.45,80,58,71.3,5,5,7,2,11.8,4,3,1,0,25,Matches
62,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38,38,"3,420",38,36,0.95,128,95,74.2,18,12,8,13,34.2,3,3,0,0,0,Matches
63,Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,"2,970",33,54,1.64,155,105,67.1,12,5,16,8,24.2,4,3,1,0,25,Matches
64,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2,2,180,2,5,2.5,13,8,61.5,0,0,2,0,0,0,0,0,0,,Matches
65,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,"2,884",32,42,1.31,117,81,69.2,19,9,5,8,24.2,6,6,0,0,0,Matches
66,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,19,19,"1,620",18,20,1.11,82,63,76.8,6,7,6,6,31.6,1,1,0,0,0,Matches
67,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35,35,"3,150",35,42,1.2,153,111,72.5,11,9,15,10,28.6,1,0,0,1,,Matches
68,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32,32,"2,880",32,34,1.06,116,83,72.4,16,12,4,10,31.3,2,2,0,0,0,Matches
69,Angus Gunn,sct SCO,GK,Southampton,eng Premier League,23,1996,10,10,900,10,25,2.5,53,30,56.6,2,2,6,2,20,2,2,0,0,0,Matches
70,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28,28,"2,520",28,50,1.79,143,94,65.7,4,11,13,5,17.9,1,1,0,0,0,Matches
71,Samir Handanović,si SVN,GK,Inter,it Serie A,35,1984,35,35,"3,150",35,32,0.91,109,79,72.5,22,10,3,13,37.1,3,2,1,0,33.3,Matches
72,Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20,20,"1,794",19.9,35,1.76,99,67,67.7,6,3,11,4,20,3,3,0,0,0,Matches
73,Dean Henderson,eng ENG,GK,Sheffield United,eng Premier League,22,1997,36,36,"3,240",36,33,0.92,127,95,74.8,14,11,11,13,36.1,3,1,1,1,50,Matches
74,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3,3,270,3,8,2.67,24,16,66.7,0,1,2,0,0,0,0,0,0,,Matches
75,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,26,1993,19,18,"1,655",18.4,27,1.47,79,53,67.1,7,3,8,7,38.9,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,31,1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0,0,0,0,0,,Matches
77,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100,0,0,0,0,,Matches
78,Timo Horn,de GER,GK,Köln,de Bundesliga,26,1993,34,34,"3,060",34,69,2.03,151,88,57,10,6,18,6,17.6,6,4,2,0,33.3,Matches
79,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,29,1989,34,34,"3,060",34,44,1.29,142,100,70.4,19,6,9,10,29.4,2,2,0,0,0,Matches
80,Jannik Huth,de GER,GK,Paderborn 07,de Bundesliga,25,1994,6,6,540,6,17,2.83,32,16,50,0,1,5,0,0,1,1,0,0,0,Matches
81,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,29,29,"2,547",28.3,46,1.63,136,97,71.3,11,5,13,9,31,7,7,0,0,0,Matches
82,Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29,29,"2,610",29,59,2.03,174,124,71.3,5,6,18,5,17.2,10,9,1,0,10,Matches
83,Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25,0,0,0,0,,Matches
84,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,1,90,1,2,2,6,4,66.7,0,1,0,0,0,0,0,0,0,,Matches
85,Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17,17,"1,530",17,31,1.82,77,49,62.3,2,9,6,2,11.8,3,2,1,0,33.3,Matches
86,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,"2,160",24,51,2.12,125,75,59.2,6,6,12,4,16.7,1,0,1,0,100,Matches
87,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4,9,2.25,19,10,52.6,0,3,1,0,0,0,0,0,0,,Matches
88,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,"3,240",36,68,1.89,192,128,66.1,5,6,25,5,13.9,5,3,2,0,40,Matches
89,Alban Lafont,ci CIV,GK,Nantes,fr Ligue 1,20,1999,27,27,"2,430",27,29,1.07,89,64,70.8,11,4,12,10,37,6,3,2,1,40,Matches
90,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,"2,398",26.6,34,1.28,126,96,75.4,7,10,10,7,25.9,5,3,1,1,25,Matches
91,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,28,"2,520",28,44,1.57,132,94,71.2,11,7,10,7,25,6,6,0,0,0,Matches
92,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1,3,3,3,1,33.3,0,0,1,0,0,1,1,0,0,0,Matches
93,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,30,30,"2,649",29.4,39,1.33,144,112,77.1,9,13,8,7,23.3,7,6,1,0,14.3,Matches
94,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,1,122,1.4,3,2.21,10,8,80,1,0,0,1,100,1,1,0,0,0,Matches
95,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,10,900,10,29,2.9,64,36,54.7,0,1,9,0,0,1,0,1,0,100,Matches
96,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,32,1986,21,21,"1,807",20.1,21,1.05,97,79,80.4,11,6,4,6,28.6,3,2,1,0,33.3,Matches
97,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,26,"2,340",26,25,0.96,88,65,73.9,10,7,9,8,30.8,3,2,0,1,0,Matches
98,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,36,36,"3,232",35.9,58,1.62,157,106,66.9,4,9,23,4,11.1,7,6,1,0,14.3,Matches
99,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,32,"2,880",32,45,1.41,124,88,70.2,18,6,8,5,15.6,9,8,1,0,11.1,Matches
100,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10,12,1.2,34,22,64.7,3,3,4,3,30,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,28,"2,520",28,27,0.96,80,58,71.3,15,4,9,12,42.9,6,4,1,1,20,Matches
102,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,"2,371",26.3,27,1.02,90,67,74.4,15,8,4,11,40.7,4,4,0,0,0,Matches
103,Daniel Martín,es ESP,GK,Real Betis,es La Liga,21,1998,6,5,531,5.9,12,2.03,26,13,53.8,1,0,4,1,20,0,0,0,0,,Matches
104,David Martin,eng ENG,GK,West Ham United,eng Premier League,33,1986,5,4,436,4.8,6,1.24,21,15,71.4,2,0,2,2,50,0,0,0,0,,Matches
105,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,9,8,771,8.6,9,1.05,42,34,81,5,1,2,3,37.5,1,1,0,0,0,Matches
106,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,35,"3,150",35,39,1.11,119,87,72.3,8,15,12,11,31.4,7,6,1,0,14.3,Matches
107,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,28,"2,520",28,35,1.25,111,78,69.4,13,5,10,7,25,2,1,1,0,50,Matches
108,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,2,1,159,1.8,6,3.4,11,6,45.5,0,0,1,0,0,1,0,1,0,100,Matches
109,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24,"2,160",24,19,0.79,75,60,78.7,13,5,6,9,37.5,4,3,1,0,25,Matches
110,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,22,21,"1,951",21.7,33,1.52,78,51,64.1,9,5,7,3,14.3,6,5,1,0,16.7,Matches
111,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5,5,450,5,5,1,24,20,83.3,2,1,2,2,40,1,1,0,0,0,Matches
112,Simon Moore,eng ENG,GK,Sheffield United,eng Premier League,29,1990,2,2,180,2,6,3,11,5,45.5,0,1,1,0,0,0,0,0,0,,Matches
113,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5,4,0.8,21,19,90.5,2,2,1,2,40,2,2,0,0,0,Matches
114,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,"1,125",12.5,25,2,64,42,64.1,3,2,7,2,16.7,3,2,1,0,33.3,Matches
115,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,"3,420",38,51,1.34,184,143,76.6,12,9,17,14,36.8,10,8,2,0,20,Matches
116,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2,3,1.5,5,2,40,2,0,0,0,0,0,0,0,0,,Matches
117,Keylor Navas,cr CRC,GK,Paris Saint-Germain,fr Ligue 1,32,1986,21,21,"1,890",21,18,0.86,66,48,72.7,17,2,2,11,52.4,0,0,0,0,,Matches
118,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2,2,1,3,1,33.3,1,1,0,1,50,0,0,0,0,,Matches
119,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,"2,970",33,31,0.94,109,82,74.3,25,4,4,15,45.5,4,3,1,0,25,Matches
120,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1,4,4,8,4,50,0,0,1,0,0,0,0,0,0,,Matches
121,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,22,1996,26,26,"2,315",25.7,40,1.56,116,80,69,8,9,9,6,23.1,4,4,0,0,0,Matches
122,Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,7,5,539,6,12,2,27,15,55.6,0,2,3,1,20,0,0,0,0,,Matches
123,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,26,1993,38,38,"3,395",37.7,27,0.72,111,86,78.4,18,16,4,17,44.7,4,3,0,1,0,Matches
124,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2,2,180,2,0,0,3,3,100,1,1,0,2,100,0,0,0,0,,Matches
125,Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,17,17,"1,524",16.9,24,1.42,88,68,77.3,8,5,4,4,23.5,4,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,David Ospina,co COL,GK,Napoli,it Serie A,30,1988,17,17,"1,469",16.3,17,1.04,52,37,71.2,9,3,5,4,23.5,2,2,0,0,0,Matches
127,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,31,1988,27,27,"2,385",26.5,31,1.17,126,97,77.8,8,10,9,8,29.6,3,3,0,0,0,Matches
128,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,27,1992,27,27,"2,358",26.2,37,1.41,89,63,67.4,7,7,13,6,22.2,11,8,3,0,27.3,Matches
129,Daniele Padelli,it ITA,GK,Inter,it Serie A,33,1985,4,4,270,3,4,1.33,7,4,57.1,2,0,1,1,25,1,1,0,0,0,Matches
130,Miquel Parera,es ESP,GK,Mallorca,es La Liga,23,1996,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,0,,Matches
131,Rui Patrício,pt POR,GK,Wolves,eng Premier League,31,1988,38,38,"3,420",38,40,1.05,125,88,68.8,15,14,9,13,34.2,3,1,2,0,66.7,Matches
132,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,27,1992,33,33,"2,970",33,67,2.03,173,107,61.8,8,6,19,4,12.1,1,1,0,0,0,Matches
133,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,38,1981,5,5,450,5,4,0.8,28,24,85.7,2,2,1,2,40,0,0,0,0,,Matches
134,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2,1.21,5,4,60,1,0,0,0,0,1,0,1,0,100,Matches
135,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,4,360,4,4,1,20,17,85,2,0,2,1,25,1,1,0,0,0,Matches
136,Juan Pérez,es ESP,GK,Osasuna,es La Liga,23,1996,2,2,180,2,3,1.5,9,7,77.8,1,1,0,0,0,1,1,0,0,0,Matches
137,Samu Pérez,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0.3,1,3.46,0,0,,0,0,0,0,,1,1,0,0,0,Matches
138,Mattia Perin,it ITA,GK,Genoa,it Serie A,26,1992,21,21,"1,890",21,38,1.81,105,68,64.8,8,4,9,5,23.8,2,1,0,1,0,Matches
139,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,8,8,1,37,30,81.1,2,4,2,3,37.5,1,1,0,0,0,Matches
140,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,26,1993,2,2,180,2,1,0.5,7,6,85.7,1,0,1,1,50,0,0,0,0,,Matches
141,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,,Matches
142,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,38,"3,420",38,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0,Matches
143,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,1,0,19,0.2,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
144,Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,"3,420",38,50,1.32,164,119,72,15,9,14,15,39.5,5,4,1,0,20,Matches
145,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,17,"1,530",17,35,2.06,93,64,68.8,2,5,10,2,11.8,7,6,0,1,0,Matches
146,Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,3,270,3,8,2.67,13,7,53.8,1,0,2,1,33.3,2,2,0,0,0,Matches
147,Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,5,11,2.18,15,6,40,1,1,3,0,0,3,2,0,1,0,Matches
148,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,"2,430",27,18,0.67,80,66,78.8,10,11,6,12,44.4,5,1,3,1,75,Matches
149,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,37,"3,330",37,62,1.68,182,126,68.7,9,7,21,5,13.5,6,5,1,0,16.7,Matches
150,Darren Randolph,ie IRL,GK,West Ham United,eng Premier League,32,1987,2,2,180,2,5,2.5,10,6,60,0,1,1,0,0,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,36,"3,240",36,60,1.67,167,121,71.9,9,5,22,5,13.9,14,13,1,0,7.1,Matches
152,Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,"1,080",12,20,1.67,49,32,63.3,3,3,6,2,16.7,3,2,1,0,33.3,Matches
153,Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,2,2,90,1,1,1,4,4,75,1,0,0,0,0,1,0,1,0,100,Matches
