Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
30,Ádám Bogdán,hu HUN,GK,Liverpool,eng Premier League,27,1987,2,2,180,2,4,2,6,2,33.3,0,1,1,0,0,,,,,,Matches
31,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,35,1980,32,32,"2,880",32,51,1.59,123,72,58.5,11,7,14,7,21.9,,,,,,Matches
32,Claudio Bravo,cl CHI,GK,Barcelona,es La Liga,32,1983,32,32,"2,878",32,22,0.69,107,86,80.4,24,4,4,16,50,1,1,0,0,0,Matches
33,Alberto Brignoli,it ITA,GK,Sampdoria,it Serie A,23,1991,1,1,90,1,5,5,12,7,58.3,0,0,1,0,0,,,,,,Matches
34,Željko Brkić,rs SRB,GK,Carpi,it Serie A,29,1986,4,3,332,3.7,12,3.25,25,13,52,0,1,3,0,0,,,,,,Matches
35,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,37,1978,35,35,"3,150",35,17,0.49,88,71,80.7,28,3,4,21,60,,,,,,Matches
36,Mark Bunn,eng ENG,GK,Aston Villa,eng Premier League,30,1984,10,10,900,10,18,1.8,42,24,57.1,2,3,5,4,40,,,,,,Matches
37,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,24,1990,33,33,"2,970",33,34,1.03,105,71,67.6,23,6,4,12,36.4,,,,,,Matches
38,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,32,1983,19,19,"1,710",19,11,0.58,47,36,76.6,8,7,4,11,57.9,,,,,,Matches
39,Jack Butland,eng ENG,GK,Stoke City,eng Premier League,22,1993,31,31,"2,790",31,37,1.19,139,102,73.4,13,7,11,10,32.3,,,,,,Matches
40,Willy Caballero,ar ARG,GK,Manchester City,eng Premier League,33,1981,4,3,311,3.5,5,1.45,19,14,73.7,2,0,1,1,33.3,,,,,,Matches
41,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,21,1994,26,25,"2,307",25.6,28,1.09,98,70,71.4,12,6,7,9,36,,,,,,Matches
42,Juan Carlos,es ESP,GK,Rayo Vallecano,es La Liga,27,1988,21,19,"1,801",20,36,1.8,98,66,66.3,4,8,7,3,15.8,4,3,1,0,25,Matches
43,Cédric Carrasso,fr FRA,GK,Bordeaux,fr Ligue 1,33,1981,20,20,"1,714",19,29,1.52,79,50,63.3,6,7,6,6,30,,,,,,Matches
44,Johann Carrasso,fr FRA,GK,Reims,fr Ligue 1,27,1988,10,10,900,10,21,2.1,55,34,61.8,2,1,7,0,0,,,,,,Matches
45,Kiko Casilla,es ESP,GK,Real Madrid,es La Liga,28,1986,4,4,360,4,6,1.5,20,14,70,3,0,1,1,25,0,0,0,0,,Matches
46,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,23,1992,13,13,"1,170",13,10,0.77,50,40,80,7,4,2,4,30.8,,,,,,Matches
47,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,33,1982,34,34,"3,060",34,31,0.91,126,95,75.4,18,9,7,16,47.1,,,,,,Matches
48,Florent Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,31,1984,2,1,178,2,5,2.53,15,10,66.7,0,0,2,0,0,,,,,,Matches
49,Simone Colombi,it ITA,GK,Carpi,it Serie A,24,1991,1,1,90,1,1,1,5,4,80,0,0,1,0,0,,,,,,Matches
50,Simone Colombi,it ITA,GK,Palermo,it Serie A,24,1991,1,1,90,1,1,1,4,3,75,1,0,0,0,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,28,1987,37,37,"3,270",36.3,38,1.05,134,96,71.6,15,13,8,10,27,,,,,,Matches
52,Ferdinando Coppola,it ITA,GK,Hellas Verona,it Serie A,37,1978,1,1,90,1,1,1,2,1,50,0,1,0,0,0,,,,,,Matches
53,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,31,1983,5,5,450,5,4,0.8,17,13,76.5,2,1,2,1,20,,,,,,Matches
54,Benoît Costil,fr FRA,GK,Rennes,fr Ligue 1,28,1987,31,31,"2,790",31,45,1.45,137,92,67.2,12,8,11,5,16.1,,,,,,Matches
55,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,23,1992,23,23,"2,020",22.4,29,1.29,93,64,68.8,8,9,5,5,21.7,,,,,,Matches
56,Iván Cuéllar,es ESP,GK,Sporting Gijón,es La Liga,31,1984,32,32,"2,880",32,49,1.53,157,114,72,8,8,16,7,21.9,8,5,1,2,16.7,Matches
57,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,24,1990,9,9,810,9,11,1.22,34,23,67.6,3,3,3,3,33.3,,,,,,Matches
58,Kelvin Davis,eng ENG,GK,Southampton,eng Premier League,38,1976,1,1,90,1,2,2,7,5,71.4,0,1,0,0,0,,,,,,Matches
59,Morgan De Sanctis,it ITA,GK,Roma,it Serie A,38,1977,4,4,360,4,7,1.75,17,10,58.8,1,1,2,0,0,,,,,,Matches
60,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,23,1992,7,7,630,7,9,1.29,34,25,73.5,1,5,1,1,14.3,,,,,,Matches
61,Néstor Díaz,es ESP,GK,Celta Vigo,es La Liga,23,1992,1,0,4,0.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
62,Jaume Doménech,es ESP,GK,Valencia,es La Liga,24,1990,17,17,"1,530",17,18,1.06,78,62,76.9,5,6,6,5,29.4,2,0,2,0,100,Matches
63,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,16,1999,30,30,"2,628",29.2,29,0.99,107,78,72.9,12,9,7,10,33.3,,,,,,Matches
64,Nicolas Douchez,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,35,1980,1,1,90,1,0,0,3,3,100,1,0,0,1,100,,,,,,Matches
65,Matthieu Dreyer,fr FRA,GK,Troyes,fr Ligue 1,26,1989,15,15,"1,350",15,38,2.53,97,59,60.8,2,1,12,0,0,,,,,,Matches
66,Jaroslav Drobný,cz CZE,GK,Hamburger SV,de Bundesliga,35,1979,10,9,847,9.4,10,1.06,45,35,77.8,3,2,4,4,44.4,,,,,,Matches
67,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,22,1993,7,7,630,7,12,1.71,42,30,71.4,0,3,4,1,14.3,,,,,,Matches
68,Rob Elliot,ie IRL,GK,Newcastle United,eng Premier League,29,1986,21,21,"1,890",21,37,1.76,94,57,60.6,6,4,11,4,19,,,,,,Matches
69,Vincent Enyeama,ng NGA,GK,Lille,fr Ligue 1,32,1982,35,35,"3,129",34.8,24,0.69,115,91,79.1,14,15,6,17,48.6,,,,,,Matches
70,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,30,1985,37,37,"3,330",37,51,1.38,160,109,68.1,12,10,15,9,24.3,,,,,,Matches
71,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,26,1988,34,34,"3,059",34,49,1.44,184,135,73.4,15,7,12,8,23.5,,,,,,Matches
72,Adam Federici,au AUS,GK,Bournemouth,eng Premier League,30,1985,6,6,495,5.5,15,2.73,27,12,44.4,0,2,4,0,0,,,,,,Matches
73,Andrés Fernández,es ESP,GK,Granada,es La Liga,28,1986,37,37,"3,329",37,67,1.81,166,103,62,10,8,19,4,10.8,5,4,0,1,0,Matches
74,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,27,1988,18,18,"1,620",18,17,0.94,67,50,74.6,12,3,3,6,33.3,,,,,,Matches
75,Ben Foster,eng ENG,GK,West Brom,eng Premier League,32,1983,15,15,"1,350",15,17,1.13,60,43,71.7,3,6,6,4,26.7,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Gabriel,br BRA,GK,Napoli,it Serie A,22,1992,1,1,90,1,5,5,12,7,58.3,0,0,1,0,0,,,,,,Matches
77,Alberto García,es ESP,GK,Sporting Gijón,es La Liga,30,1985,6,6,540,6,13,2.17,36,26,66.7,2,1,3,0,0,3,1,2,0,66.7,Matches
78,Paulo Gazzaniga,ar ARG,GK,Southampton,eng Premier League,23,1992,2,2,180,2,3,1.5,11,8,72.7,0,0,2,0,0,,,,,,Matches
79,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,24,1990,34,34,"3,060",34,33,0.97,111,78,70.3,17,8,9,15,44.1,,,,,,Matches
80,Dani Giménez,es ESP,GK,Real Betis,es La Liga,32,1983,3,2,207,2.3,2,0.87,7,5,71.4,1,1,0,0,0,0,0,0,0,,Matches
81,Shay Given,ie IRL,GK,Stoke City,eng Premier League,39,1976,3,3,225,2.5,7,2.8,14,7,50,1,0,2,0,0,,,,,,Matches
82,Jules Goda,cm CMR,GK,Gazélec Ajaccio,fr Ligue 1,26,1989,3,3,220,2.4,1,0.41,7,6,85.7,0,2,0,1,33.3,,,,,,Matches
83,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,27,1988,9,8,736,8.2,13,1.59,31,18,58.1,1,4,3,0,0,,,,,,Matches
84,Pierluigi Gollini,it ITA,GK,Hellas Verona,it Serie A,20,1995,26,25,"2,320",25.8,44,1.71,113,69,61.1,5,7,14,2,8,,,,,,Matches
85,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,34,1981,38,38,"3,396",37.7,49,1.3,121,72,59.5,12,9,17,11,28.9,,,,,,Matches
86,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,24,1990,1,1,90,1,0,0,3,3,100,0,1,0,1,100,,,,,,Matches
87,Jens Grahl,de GER,GK,Hoffenheim,de Bundesliga,26,1988,1,1,90,1,4,4,8,4,50,0,0,1,0,0,,,,,,Matches
88,Vicente Guaita,es ESP,GK,Getafe,es La Liga,28,1987,38,38,"3,420",38,67,1.76,179,122,67,9,9,20,8,21.1,11,8,2,1,20,Matches
89,Paul-André Guérin,fr FRA,GK,Gazélec Ajaccio,fr Ligue 1,17,1997,2,1,140,1.6,1,0.64,6,5,83.3,1,1,0,0,0,,,,,,Matches
90,Brad Guzan,us USA,GK,Aston Villa,eng Premier League,30,1984,28,28,"2,520",28,58,2.07,144,86,59.7,1,5,22,2,7.1,,,,,,Matches
91,Samir Handanović,si SVN,GK,Inter,it Serie A,31,1984,36,36,"3,240",36,34,0.94,146,112,76.7,19,7,10,15,41.7,,,,,,Matches
92,Jesper Hansen,dk DEN,GK,Bastia,fr Ligue 1,30,1985,4,3,311,3.5,6,1.74,17,11,64.7,1,0,2,1,33.3,,,,,,Matches
93,Joe Hart,eng ENG,GK,Manchester City,eng Premier League,28,1987,35,35,"3,109",34.5,36,1.04,106,70,66,17,9,9,15,42.9,,,,,,Matches
94,Mouez Hassen,tn TUN,GK,Nice,fr Ligue 1,20,1995,14,12,"1,076",12,13,1.09,46,33,71.7,6,3,4,3,25,,,,,,Matches
95,Jakob Haugaard,dk DEN,GK,Stoke City,eng Premier League,23,1992,5,4,405,4.5,11,2.44,22,11,50,0,2,2,0,0,,,,,,Matches
96,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,28,1987,29,29,"2,610",29,36,1.24,114,78,68.4,8,9,12,8,27.6,,,,,,Matches
97,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,27,1988,2,1,174,1.9,8,4.14,7,1,14.3,1,0,0,0,0,2,2,0,0,0,Matches
98,Andreas Hirzel,ch SUI,GK,Hamburger SV,de Bundesliga,22,1993,1,0,51,0.6,2,3.53,3,1,33.3,0,0,1,0,,,,,,,Matches
99,Marwin Hitz,ch SUI,GK,Augsburg,de Bundesliga,27,1987,33,33,"2,966",33,49,1.49,176,127,72.2,9,11,13,11,33.3,,,,,,Matches
100,Timo Horn,de GER,GK,Köln,de Bundesliga,22,1993,33,33,"2,970",33,40,1.21,155,115,74.2,10,12,11,8,24.2,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Tim Howard,us USA,GK,Everton,eng Premier League,36,1979,25,25,"2,250",25,35,1.4,115,80,69.6,8,11,6,7,28,,,,,,Matches
102,Lukáš Hrádecký,fi FIN,GK,Eintracht Frankfurt,de Bundesliga,25,1989,34,34,"3,060",34,52,1.53,180,128,71.1,9,9,16,8,23.5,,,,,,Matches
103,Salvador Ichazo,uy URU,GK,Torino,it Serie A,23,1992,3,3,270,3,5,1.67,11,6,54.5,1,1,1,0,0,,,,,,Matches
104,Gorka Iraizoz,es ESP,GK,Athletic Club,es La Liga,34,1981,37,37,"3,243",36,37,1.03,124,92,73.4,17,8,12,13,35.1,5,4,1,0,20,Matches
105,Xabi Irureta,es ESP,GK,Eibar,es La Liga,29,1986,5,5,450,5,8,1.6,24,16,66.7,3,1,1,0,0,0,0,0,0,,Matches
106,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,30,1984,29,28,"2,565",28.5,36,1.26,123,87,70.7,12,7,9,12,42.9,,,,,,Matches
107,Jesús,es ESP,GK,Granada,es La Liga,27,1988,1,1,90,1,2,2,6,4,66.7,0,1,0,0,0,0,0,0,0,,Matches
108,Geoffrey Jourdren,fr FRA,GK,Montpellier,fr Ligue 1,29,1986,7,7,630,7,8,1.14,29,21,72.4,4,0,3,2,28.6,,,,,,Matches
109,Carlos Kameni,cm CMR,GK,Málaga,es La Liga,31,1984,28,28,"2,467",27.4,25,0.91,99,76,75.8,8,9,11,9,32.1,2,1,1,0,50,Matches
110,Loris Karius,de GER,GK,Mainz 05,de Bundesliga,22,1993,34,34,"3,060",34,42,1.24,159,117,73.6,14,8,12,9,26.5,,,,,,Matches
111,Orestis Karnezis,gr GRE,GK,Udinese,it Serie A,30,1985,38,38,"3,420",38,60,1.58,169,109,64.5,10,9,19,8,21.1,,,,,,Matches
112,Thomas Kessler,de GER,GK,Köln,de Bundesliga,29,1986,1,1,90,1,2,2,5,3,60,0,1,0,0,0,,,,,,Matches
113,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,27,1988,6,6,495,5.5,7,1.27,23,16,69.6,2,1,3,1,16.7,,,,,,Matches
114,Dario Krešić,hr CRO,GK,Leverkusen,de Bundesliga,31,1984,1,1,46,0.5,1,1.96,2,1,50,1,0,0,0,0,,,,,,Matches
115,Tim Krul,nl NED,GK,Newcastle United,eng Premier League,27,1988,8,8,720,8,17,2.12,50,33,66,0,3,5,1,12.5,,,,,,Matches
116,Alban Lafont,ci CIV,GK,Toulouse,fr Ligue 1,16,1999,24,24,"2,144",23.8,27,1.13,79,52,65.8,8,7,9,7,29.2,,,,,,Matches
117,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,25,1989,13,13,"1,170",13,18,1.38,57,39,68.4,4,1,8,4,30.8,,,,,,Matches
118,Mitchell Langerak,au AUS,GK,Stuttgart,de Bundesliga,26,1988,2,2,180,2,6,3,18,12,66.7,0,0,2,0,0,,,,,,Matches
119,Nicola Leali,it ITA,GK,Frosinone,it Serie A,22,1993,33,33,"2,970",33,59,1.79,178,119,66.9,8,6,19,7,21.2,,,,,,Matches
120,Jean-Louis Leca,fr FRA,GK,Bastia,fr Ligue 1,29,1985,34,34,"2,989",33.2,35,1.05,121,86,71.1,12,8,14,12,35.3,,,,,,Matches
121,Benjamin Lecomte,fr FRA,GK,Lorient,fr Ligue 1,24,1991,37,37,"3,241",36,53,1.47,168,115,68.5,11,13,12,8,21.6,,,,,,Matches
122,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,23,1992,33,33,"2,970",33,38,1.15,134,96,71.6,17,6,10,13,39.4,,,,,,Matches
123,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,24,1990,17,17,"1,530",17,23,1.35,72,49,68.1,5,4,8,6,35.3,,,,,,Matches
124,Luca Lezzerini,it ITA,GK,Fiorentina,it Serie A,20,1995,2,1,110,1.2,3,2.45,7,4,57.1,1,0,0,0,0,,,,,,Matches
125,Jonathan Ligali,fr FRA,GK,Montpellier,fr Ligue 1,24,1991,6,6,540,6,10,1.67,26,16,61.5,1,1,4,1,16.7,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,24,1991,8,7,707,7.9,13,1.65,46,35,76.1,1,1,5,2,28.6,2,2,0,0,0,Matches
127,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,28,1986,37,37,"3,330",37,34,0.92,119,85,71.4,19,13,5,13,35.1,,,,,,Matches
128,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,24,1990,37,37,"3,330",37,43,1.16,136,93,68.4,19,7,11,13,35.1,,,,,,Matches
129,Diego López,es ESP,GK,Milan,it Serie A,33,1981,8,8,720,8,14,1.75,30,16,53.3,3,1,4,0,0,,,,,,Matches
130,Pau López,es ESP,GK,Espanyol,es La Liga,20,1994,36,35,"3,195",35.5,62,1.75,153,96,62.7,12,7,16,7,20,5,5,0,0,0,Matches
131,Jonas Lössl,dk DEN,GK,Guingamp,fr Ligue 1,26,1989,37,37,"3,330",37,55,1.49,162,107,66,11,11,15,13,35.1,,,,,,Matches
132,Germán Lux,ar ARG,GK,Dep La Coruña,es La Liga,33,1982,29,29,"2,557",28.4,38,1.34,106,72,67,7,15,7,6,20.7,5,3,1,1,25,Matches
133,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,20,1995,4,3,289,3.2,3,0.93,13,10,76.9,1,0,2,1,33.3,,,,,,Matches
134,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,30,1985,36,36,"3,240",36,40,1.11,132,92,69.7,10,16,10,9,25,,,,,,Matches
135,Alex Manninger,at AUT,GK,Augsburg,de Bundesliga,38,1977,2,1,94,1,3,2.87,5,2,40,0,0,1,0,0,,,,,,Matches
136,Vito Mannone,it ITA,GK,Sunderland,eng Premier League,27,1988,19,19,"1,710",19,23,1.21,95,72,75.8,6,8,5,4,21.1,,,,,,Matches
137,Manu,es ESP,GK,Dep La Coruña,es La Liga,29,1986,8,7,682,7.6,17,2.24,32,15,46.9,1,3,3,1,14.3,0,0,0,0,,Matches
138,Federico Marchetti,it ITA,GK,Lazio,it Serie A,32,1983,29,29,"2,547",28.3,39,1.38,112,73,65.2,10,6,12,9,31,,,,,,Matches
139,Diego Mariño,es ESP,GK,Levante,es La Liga,25,1990,23,23,"2,070",23,43,1.87,119,79,66.4,6,3,14,3,13,3,3,0,0,0,Matches
140,Christian Mathenia,de GER,GK,Darmstadt 98,de Bundesliga,23,1992,33,33,"2,970",33,51,1.55,152,101,66.4,9,11,13,8,24.2,,,,,,Matches
141,Clément Maury,fr FRA,GK,Gazélec Ajaccio,fr Ligue 1,29,1985,34,34,"3,060",34,56,1.65,147,91,61.9,7,10,17,4,11.8,,,,,,Matches
142,Alex McCarthy,eng ENG,GK,Crystal Palace,eng Premier League,25,1989,7,7,630,7,9,1.29,39,30,76.9,3,0,4,0,0,,,,,,Matches
143,Tom Mickel,de GER,GK,Hamburger SV,de Bundesliga,26,1989,1,1,90,1,1,1,7,6,85.7,1,0,0,0,0,,,,,,Matches
144,Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,27,1988,34,34,"3,060",34,42,1.24,111,69,62.2,15,11,8,0,0,,,,,,Matches
145,Antonio Mirante,it ITA,GK,Bologna,it Serie A,32,1983,33,33,"2,970",33,41,1.24,136,95,69.9,9,8,16,12,36.4,,,,,,Matches
146,Boaz Myhill,wls WAL,GK,West Brom,eng Premier League,32,1982,23,23,"2,070",23,31,1.35,95,64,67.4,7,7,9,7,30.4,,,,,,Matches
147,Paul Nardi,fr FRA,GK,Monaco,fr Ligue 1,21,1994,2,2,180,2,0,0,2,2,100,1,1,0,2,100,,,,,,Matches
148,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,28,1986,34,34,"3,060",34,28,0.82,117,92,76.9,25,6,3,13,38.2,4,1,3,0,75,Matches
149,Neto,br BRA,GK,Juventus,it Serie A,26,1989,3,3,270,3,3,1,6,3,50,1,1,1,1,33.3,,,,,,Matches
150,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,29,1986,34,34,"3,020",33.6,16,0.48,80,64,80,28,4,2,20,58.8,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Kristoffer Nordfeldt,se SWE,GK,Swansea City,eng Premier League,26,1989,1,1,90,1,1,1,5,4,80,0,1,0,0,0,,,,,,Matches
152,Ørjan Nyland,no NOR,GK,Ingolstadt,de Bundesliga,24,1990,6,6,540,6,13,2.17,28,15,53.6,0,2,4,0,0,,,,,,Matches
153,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,22,1993,38,38,"3,420",38,18,0.47,99,82,82.8,28,4,6,24,63.2,1,1,0,0,0,Matches
154,Guillermo Ochoa,mx MEX,GK,Málaga,es La Liga,30,1985,11,10,953,10.6,10,0.94,39,29,74.4,4,3,3,3,30,0,0,0,0,,Matches
155,Oier Olazábal,es ESP,GK,Real Sociedad,es La Liga,25,1989,3,2,227,2.5,5,1.98,7,4,57.1,1,0,1,1,50,2,2,0,0,0,Matches
156,David Ospina,co COL,GK,Arsenal,eng Premier League,26,1988,4,4,360,4,5,1.25,22,17,77.3,2,2,0,2,50,,,,,,Matches
157,Ramazan Özcan,at AUT,GK,Ingolstadt,de Bundesliga,31,1984,28,28,"2,520",28,29,1.04,93,64,68.8,10,8,10,10,35.7,,,,,,Matches
158,Juan Pablo Carrizo,ar ARG,GK,Inter,it Serie A,31,1984,2,2,161,1.8,4,2.24,7,3,42.9,1,0,1,0,0,,,,,,Matches
159,Daniele Padelli,it ITA,GK,Torino,it Serie A,29,1985,35,35,"3,150",35,50,1.43,137,87,63.5,11,8,16,6,17.1,,,,,,Matches
160,Costel Pantilimon,ro ROU,GK,Sunderland,eng Premier League,28,1987,17,17,"1,530",17,33,1.94,101,68,67.3,3,3,11,3,17.6,,,,,,Matches
