Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
161,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,34,1981,2,1,150,1.7,2,1.2,6,4,66.7,1,0,1,1,100,,,,,,Matches
162,Alberto Pelagotti,it ITA,GK,Empoli,it Serie A,25,1989,6,6,540,6,5,0.83,32,27,84.4,2,1,3,3,50,,,,,,Matches
163,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,32,1982,2,2,180,2,2,1,9,7,77.8,0,2,0,0,0,,,,,,Matches
164,Mattia Perin,it ITA,GK,Genoa,it Serie A,22,1992,25,25,"2,250",25,30,1.2,113,83,73.5,9,6,10,8,32,,,,,,Matches
165,Denis Petrić,rs SRB,GK,Troyes,fr Ligue 1,27,1988,9,9,810,9,19,2.11,50,31,62,0,2,7,1,11.1,,,,,,Matches
166,Denis Petrić,rs SRB,GK,Angers,fr Ligue 1,27,1988,2,2,180,2,4,2,7,3,42.9,0,0,2,0,0,,,,,,Matches
167,Jordan Pickford,eng ENG,GK,Sunderland,eng Premier League,21,1994,2,2,180,2,6,3,17,11,64.7,0,1,1,0,0,,,,,,Matches
168,Laurent Pionnier,fr FRA,GK,Montpellier,fr Ligue 1,33,1982,25,25,"2,250",25,29,1.16,89,60,67.4,9,6,10,6,24,,,,,,Matches
169,Johny Placide,ht HAI,GK,Reims,fr Ligue 1,27,1988,19,17,"1,619",18,23,1.28,66,43,65.2,5,5,8,3,17.6,,,,,,Matches
170,Stipe Pletikosa,hr CRO,GK,Dep La Coruña,es La Liga,36,1979,2,2,180,2,6,3,11,5,45.5,0,0,2,0,0,0,0,0,0,,Matches
171,Josip Posavec,hr CRO,GK,Palermo,it Serie A,19,1996,1,1,90,1,0,0,5,5,100,0,1,0,1,100,,,,,,Matches
172,Simon Pouplin,fr FRA,GK,Nice,fr Ligue 1,30,1985,1,1,37,0.4,0,0,0,0,,0,0,0,0,0,,,,,,Matches
173,Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,19,1995,13,11,"1,076",12,10,0.84,45,35,77.8,5,5,2,4,36.4,,,,,,Matches
174,Maurizio Pugliesi,it ITA,GK,Empoli,it Serie A,38,1976,1,1,90,1,1,1,5,4,80,0,1,0,0,0,,,,,,Matches
175,Boris Radunović,rs SRB,GK,Atalanta,it Serie A,19,1996,1,1,90,1,1,1,2,1,50,1,0,0,0,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Rafael,br BRA,GK,Hellas Verona,it Serie A,33,1982,12,12,"1,010",11.2,18,1.6,46,28,60.9,0,5,6,1,8.3,,,,,,Matches
177,Darren Randolph,ie IRL,GK,West Ham United,eng Premier League,28,1987,6,6,540,6,12,2,24,12,50,3,0,3,2,33.3,,,,,,Matches
178,Pepe Reina,es ESP,GK,Napoli,it Serie A,32,1982,37,37,"3,330",37,29,0.78,82,53,64.6,25,7,5,15,40.5,,,,,,Matches
179,Sergio Rico,es ESP,GK,Sevilla,es La Liga,21,1993,34,34,"3,060",34,42,1.24,153,112,73.2,14,8,12,10,29.4,2,1,0,1,0,Matches
180,Asier Riesgo,es ESP,GK,Eibar,es La Liga,31,1983,34,34,"3,060",34,54,1.59,130,80,60.8,9,9,16,7,20.6,4,3,1,0,25,Matches
181,Rémy Riou,fr FRA,GK,Nantes,fr Ligue 1,27,1987,31,31,"2,790",31,32,1.03,100,68,68,12,9,10,14,45.2,,,,,,Matches
182,Joel Robles,es ESP,GK,Everton,eng Premier League,25,1990,13,13,"1,170",13,20,1.54,64,44,68.8,3,3,7,3,23.1,,,,,,Matches
183,Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,28,1987,4,4,360,4,2,0.5,9,7,77.8,2,1,1,3,75,,,,,,Matches
184,Rubén,es ESP,GK,Levante,es La Liga,31,1984,15,15,"1,350",15,27,1.8,64,40,60.9,2,5,8,3,20,4,2,1,1,33.3,Matches
185,Declan Rudd,eng ENG,GK,Norwich City,eng Premier League,24,1991,11,11,990,11,23,2.09,54,31,57.4,3,1,7,2,18.2,,,,,,Matches
186,John Ruddy,eng ENG,GK,Norwich City,eng Premier League,28,1986,27,27,"2,430",27,44,1.63,111,67,60.4,6,6,15,3,11.1,,,,,,Matches
187,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,28,1986,38,38,"3,420",38,37,0.97,144,107,74.3,17,7,14,16,42.1,,,,,,Matches
188,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,23,1992,36,36,"3,191",35.5,43,1.21,144,105,72.2,12,9,15,12,33.3,6,3,1,2,25,Matches
189,Mathew Ryan,au AUS,GK,Valencia,es La Liga,23,1992,8,8,720,8,9,1.13,31,23,74.2,0,4,4,1,12.5,1,1,0,0,0,Matches
190,Mamadou Samassa,ml MLI,GK,Guingamp,fr Ligue 1,25,1990,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,,,,,,Matches
191,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,28,1986,38,38,"3,420",38,36,0.95,136,100,73.5,23,12,3,15,39.5,,,,,,Matches
192,Andrea Seculin,it ITA,GK,Chievo,it Serie A,25,1990,3,3,270,3,2,0.67,15,13,86.7,1,1,1,0,0,,,,,,Matches
193,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,27,1988,2,2,180,2,0,0,3,3,100,2,0,0,2,100,,,,,,Matches
194,Salvatore Sirigu,it ITA,GK,Paris Saint-Germain,fr Ligue 1,28,1987,3,2,225,2.5,0,0,10,10,100,2,0,0,2,100,,,,,,Matches
195,Łukasz Skorupski,pl POL,GK,Empoli,it Serie A,24,1991,31,31,"2,790",31,43,1.39,127,84,66.1,9,9,13,9,29,,,,,,Matches
196,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,26,1988,32,32,"2,880",32,50,1.56,149,99,66.4,15,4,13,5,15.6,,,,,,Matches
197,Stefano Sorrentino,it ITA,GK,Palermo,it Serie A,36,1979,35,35,"3,096",34.4,58,1.69,178,120,67.4,10,8,16,9,25.7,,,,,,Matches
198,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,36,1979,2,2,180,2,6,3,15,9,60,0,0,2,0,0,,,,,,Matches
199,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,23,1992,36,36,"3,240",36,43,1.19,144,101,70.1,10,12,14,11,30.6,,,,,,Matches
200,Maarten Stekelenburg,nl NED,GK,Southampton,eng Premier League,32,1982,17,17,"1,530",17,19,1.12,48,29,60.4,6,5,6,6,35.3,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,30,1984,36,36,"3,240",36,50,1.39,168,118,70.2,16,13,7,12,33.3,,,,,,Matches
202,Wojciech Szczęsny,pl POL,GK,Roma,it Serie A,25,1990,34,34,"3,060",34,34,1,130,96,73.8,22,10,2,8,23.5,,,,,,Matches
203,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,it Serie A,29,1986,37,37,"3,310",36.8,39,1.06,104,65,62.5,17,10,10,14,37.8,,,,,,Matches
204,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,23,1992,7,6,542,6,7,1.16,21,14,66.7,5,0,1,3,50,0,0,0,0,,Matches
205,Toño,es ESP,GK,Rayo Vallecano,es La Liga,35,1979,10,10,807,9,13,1.45,34,24,67.6,4,1,5,3,30,3,2,1,0,33.3,Matches
206,Kevin Trapp,de GER,GK,Paris Saint-Germain,fr Ligue 1,25,1990,35,35,"3,105",34.5,19,0.55,101,82,81.2,27,6,2,18,51.4,,,,,,Matches
207,Przemysław Tytoń,pl POL,GK,Stuttgart,de Bundesliga,28,1987,30,30,"2,677",29.7,61,2.05,178,117,65.7,9,6,15,4,13.3,,,,,,Matches
208,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,26,1988,1,0,40,0.4,1,2.25,4,3,75,0,0,0,0,,,,,,,Matches
209,Javi Varas,es ESP,GK,Las Palmas,es La Liga,32,1982,31,31,"2,710",30.1,40,1.33,135,96,71.1,11,7,13,9,29,2,1,0,1,0,Matches
210,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,35,1980,38,38,"3,420",38,52,1.37,168,116,69,16,6,16,10,26.3,,,,,,Matches
211,Thomas Vincensini,fr FRA,GK,Bastia,fr Ligue 1,21,1993,2,1,119,1.3,1,0.76,7,6,85.7,1,0,0,1,100,,,,,,Matches
212,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,29,1985,37,37,"3,330",37,56,1.51,194,138,71.1,10,10,17,7,18.9,,,,,,Matches
213,Odysseas Vlachodimos,gr GRE,GK,Stuttgart,de Bundesliga,21,1994,3,2,203,2.3,8,3.55,12,4,33.3,0,0,2,0,0,,,,,,Matches
214,Michel Vorm,nl NED,GK,Tottenham Hotspur,eng Premier League,31,1983,1,1,90,1,1,1,2,1,50,0,0,1,0,0,,,,,,Matches
215,Danny Ward,wls WAL,GK,Liverpool,eng Premier League,22,1993,2,2,180,2,4,2,13,9,69.2,1,0,1,0,0,,,,,,Matches
216,Roman Weidenfeller,de GER,GK,Dortmund,de Bundesliga,34,1980,1,1,90,1,0,0,1,1,100,1,0,0,1,100,,,,,,Matches
217,Felix Wiedwald,de GER,GK,Werder Bremen,de Bundesliga,25,1990,34,34,"3,060",34,40,1.18,165,125,75.8,10,12,12,8,23.5,,,,,,Matches
218,David Yelldell,us USA,GK,Leverkusen,de Bundesliga,33,1981,1,0,44,0.5,1,2.05,3,2,66.7,0,0,0,0,,,,,,,Matches
219,Yoel,es ESP,GK,Rayo Vallecano,es La Liga,26,1988,9,9,810,9,24,2.67,50,28,56,1,2,6,0,0,2,2,0,0,0,Matches
220,Massimo Zappino,br BRA,GK,Frosinone,it Serie A,34,1981,4,3,331,3.7,14,3.81,33,19,57.6,0,0,4,0,0,,,,,,Matches
221,Łukasz Załuska,pl POL,GK,Darmstadt 98,de Bundesliga,33,1982,1,1,90,1,2,2,4,2,50,0,0,1,0,0,,,,,,Matches
222,Ron-Robert Zieler,de GER,GK,Hannover 96,de Bundesliga,26,1989,34,34,"3,060",34,62,1.82,205,143,69.8,7,4,23,5,14.7,,,,,,Matches
