Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
16,Jean Butez,fr FRA,GK,Como,it Serie A,29,1995,19,18,"1,666",18.5,20,1.08,67,49,73.1,8,4,6,5,27.8,2,2,0,0,0,Matches
17,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,24,1999,34,34,"3,060",34,41,1.21,158,120,75.3,17,9,8,8,23.5,3,2,1,0,33.3,Matches
18,Elia Caprile,it ITA,GK,Cagliari,it Serie A,22,2001,18,18,"1,620",18,22,1.22,67,46,68.7,5,4,9,5,27.8,1,1,0,0,0,Matches
19,Elia Caprile,it ITA,GK,Napoli,it Serie A,22,2001,4,3,325,3.6,1,0.28,8,7,87.5,3,0,0,3,100,0,0,0,0,,Matches
20,Dani Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,27,1997,6,6,540,6,6,1,20,14,70,3,1,2,2,33.3,0,0,0,0,,Matches
21,Tiago Cardoso,lu LUX,GK,Gladbach,de Bundesliga,18,2006,5,4,380,4.2,3,0.71,23,20,87,2,1,1,2,50,0,0,0,0,,Matches
22,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,32,1992,5,4,417,4.6,7,1.51,28,21,75,1,2,1,1,25,0,0,0,0,,Matches
23,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,24,2000,34,34,"3,060",34,34,1,130,98,75.4,19,7,8,13,38.2,2,2,0,0,0,Matches
24,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,22,2001,34,34,"3,060",34,36,1.06,127,94,74.8,17,9,8,11,32.4,4,4,0,0,0,Matches
25,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,34,1990,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
26,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35,1989,27,27,"2,335",25.9,42,1.62,123,88,69.1,6,8,13,3,11.1,8,4,3,1,42.9,Matches
27,Giuseppe Ciocci,it ITA,GK,Cagliari,it Serie A,22,2002,1,0,9,0.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
28,Diego Conde,es ESP,GK,Villarreal,es La Liga,25,1998,22,22,"1,962",21.8,33,1.51,93,63,67.7,11,6,5,2,9.1,4,3,0,1,0,Matches
29,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25,1999,2,2,180,2,5,2.5,14,9,64.3,1,0,1,0,0,0,0,0,0,,Matches
30,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32,1992,30,30,"2,700",30,29,0.97,103,77,74.8,20,6,4,11,36.7,3,3,0,0,0,Matches
31,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26,1998,19,19,"1,710",19,19,1,82,65,79.3,7,6,6,9,47.4,2,2,0,0,0,Matches
32,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,30,1994,9,9,810,9,19,2.11,52,36,67.3,2,2,5,0,0,3,2,1,0,33.3,Matches
33,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2,2,180,2,3,1.5,6,5,66.7,0,1,1,1,50,2,1,1,0,50,Matches
34,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,,Matches
35,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18,18,"1,620",18,38,2.11,91,56,60.4,5,0,13,3,16.7,3,2,1,0,33.3,Matches
36,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33,33,"2,970",33,32,0.97,99,71,72.7,16,13,4,14,42.4,5,5,0,0,0,Matches
37,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4,4,360,4,6,1.5,11,6,54.5,0,2,2,0,0,2,1,0,1,0,Matches
38,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34,34,"3,060",34,47,1.38,176,133,75.6,8,9,17,7,20.6,5,4,1,0,20,Matches
39,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32,32,"2,880",32,49,1.53,145,102,71,8,11,13,10,31.3,8,7,0,1,0,Matches
40,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,1,0,19,0.2,0,0,0,0,,0,0,0,1,,0,0,0,0,,Matches
41,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,fr Ligue 1,25,1999,24,24,"2,091",23.2,25,1.08,75,50,68,18,5,1,4,16.7,1,1,0,0,0,Matches
42,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21,21,"1,890",21,46,2.19,94,53,54.3,3,4,14,3,14.3,5,3,2,0,40,Matches
43,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,35,1989,10,10,900,10,12,1.2,41,29,70.7,7,0,3,5,50,0,0,0,0,,Matches
44,Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,26,26,"2,320",25.8,26,1.01,78,54,69.2,16,4,6,10,38.5,2,2,0,0,0,Matches
45,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,39,1985,14,13,"1,160",12.9,21,1.63,68,50,73.5,6,3,4,3,23.1,3,3,0,0,0,Matches
46,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,38,38,"3,420",38,58,1.53,177,127,71.8,8,10,20,9,23.7,10,8,1,1,11.1,Matches
47,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,2,1,121,1.3,0,0,2,2,100,1,0,0,2,200,0,0,0,0,,Matches
48,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33,1991,1,1,90,1,0,0,5,5,100,0,1,0,1,100,0,0,0,0,,Matches
49,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26,1998,9,8,747,8.3,16,1.93,34,20,58.8,2,1,5,3,37.5,2,2,0,0,0,Matches
50,André Ferreira,pt POR,GK,Valladolid,es La Liga,28,1996,6,6,540,6,20,3.33,37,20,54.1,0,0,6,0,0,3,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31,1993,37,37,"3,275",36.4,55,1.51,207,152,73.9,16,8,13,8,21.6,1,1,0,0,0,Matches
52,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23,2000,33,33,"2,970",33,51,1.55,184,136,73.9,10,6,17,7,21.2,4,3,0,1,0,Matches
53,Fraser Forster,eng ENG,GK,Tottenham Hotspur,eng Premier League,36,1988,7,7,630,7,15,2.14,42,28,69,1,2,4,1,14.3,2,2,0,0,0,Matches
54,Fran,es ESP,GK,Real Madrid,es La Liga,19,2005,1,1,90,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,,Matches
55,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31,1993,1,0,45,0.5,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
56,Joan García,es ESP,GK,Espanyol,es La Liga,23,2001,38,38,"3,420",38,51,1.34,188,143,75,11,9,18,8,21.1,6,4,2,0,33.3,Matches
57,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32,1992,36,36,"3,195",35.5,51,1.44,136,90,64,11,8,17,8,22.2,5,2,3,0,60,Matches
58,David de Gea,es ESP,GK,Fiorentina,it Serie A,33,1990,35,35,"3,150",35,38,1.09,131,96,71.8,19,5,11,11,31.4,3,1,2,0,66.7,Matches
59,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,29,1995,7,7,630,7,15,2.14,28,17,57.1,1,2,4,1,14.3,4,3,1,0,25,Matches
60,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,33,1990,16,16,"1,440",16,33,2.06,80,50,62.5,5,4,7,1,6.3,3,3,0,0,0,Matches
61,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,25,1999,29,29,"2,585",28.7,49,1.71,137,89,65.7,9,7,13,5,17.2,3,2,1,0,33.3,Matches
62,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27,1997,31,31,"2,790",31,34,1.1,117,85,72.6,11,8,12,7,22.6,2,2,0,0,0,Matches
63,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,37,1987,34,34,"3,060",34,48,1.41,126,81,64.3,14,7,13,8,23.5,3,3,0,0,0,Matches
64,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,34,1990,30,30,"2,631",29.2,39,1.33,136,99,72.8,12,11,7,14,46.7,3,2,1,0,33.3,Matches
65,Kjetil Haug,no NOR,GK,Toulouse,fr Ligue 1,26,1998,6,5,498,5.5,7,1.27,16,9,56.3,2,2,1,1,20,0,0,0,0,,Matches
66,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,27,1997,38,38,"3,420",38,51,1.34,152,102,67.1,13,14,11,11,28.9,2,1,1,0,50,Matches
67,Mads Hermansen,dk DEN,GK,Leicester City,eng Premier League,24,2000,27,27,"2,385",26.5,58,2.19,156,102,64.7,3,6,18,1,3.7,4,3,1,0,25,Matches
68,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,31,1993,37,37,"3,330",37,52,1.41,177,132,74.6,12,15,10,8,21.6,7,7,0,0,0,Matches
69,Dinko Horkaš,hr CRO,GK,Las Palmas,es La Liga,25,1999,13,11,"1,085",12.1,19,1.58,53,36,66,2,0,9,1,9.1,2,1,1,0,50,Matches
70,Timo Horn,de GER,GK,Bochum,de Bundesliga,31,1993,13,13,"1,170",13,22,1.69,55,33,60,3,3,7,3,23.1,1,0,0,1,,Matches
71,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,34,1989,29,29,"2,610",29,38,1.31,119,85,71.4,16,11,2,6,20.7,4,4,0,0,0,Matches
72,Karl Jakob Hein,ee EST,GK,Valladolid,es La Liga,22,2002,31,31,"2,790",31,68,2.19,160,96,60,4,4,23,5,16.1,4,4,0,0,0,Matches
73,Vitezslav Jaros,cz CZE,GK,Liverpool,eng Premier League,23,2001,1,0,12,0.1,0,0,1,1,100,0,0,0,1,,0,0,0,0,,Matches
74,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,34,1990,3,3,270,3,6,2,21,16,76.2,1,1,1,0,0,1,1,0,0,0,Matches
75,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,31,1993,7,7,630,7,17,2.43,38,23,60.5,0,1,6,0,0,2,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Jesse Joronen,fi FIN,GK,Venezia,it Serie A,31,1993,8,7,703,7.8,15,1.92,39,27,69.2,1,1,5,2,28.6,3,3,0,0,0,Matches
77,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,23,2001,17,16,"1,458",16.2,18,1.11,65,49,78.5,9,4,3,5,31.3,4,4,0,0,0,Matches
78,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22,2002,6,6,540,6,9,1.5,28,20,71.4,3,0,3,1,16.7,1,1,0,0,0,Matches
79,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,25,1998,10,10,900,10,12,1.2,37,24,67.6,7,2,1,4,40,1,0,1,0,100,Matches
80,Tom King,wls WAL,GK,Wolves,eng Premier League,29,1995,1,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
81,Antonín Kinský,cz CZE,GK,Tottenham Hotspur,eng Premier League,21,2003,6,6,540,6,11,1.83,35,24,68.6,1,0,5,1,16.7,0,0,0,0,,Matches
82,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26,1997,32,32,"2,880",32,47,1.47,128,84,66.4,16,6,10,7,21.9,4,4,0,0,0,Matches
83,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27,1996,5,5,450,5,8,1.6,24,18,75,1,0,4,0,0,2,2,0,0,0,Matches
84,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26,1998,19,19,"1,710",19,19,1,64,45,71.9,11,5,3,8,42.1,1,1,0,0,0,Matches
85,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24,2000,5,5,450,5,5,1,17,12,70.6,3,1,1,3,60,0,0,0,0,,Matches
86,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,19,2005,2,2,180,2,7,3.5,18,12,66.7,0,0,2,0,0,1,1,0,0,0,Matches
87,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24,1999,15,15,"1,350",15,32,2.13,71,42,59.2,4,4,7,2,13.3,3,3,0,0,0,Matches
88,Alban Lafont,ci CIV,GK,Nantes,fr Ligue 1,25,1999,12,12,"1,080",12,19,1.58,48,32,66.7,2,4,6,2,16.7,3,3,0,0,0,Matches
89,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27,1997,34,34,"3,060",34,77,2.26,195,133,67.2,8,6,20,5,14.7,15,13,2,0,13.3,Matches
90,Nicola Leali,it ITA,GK,Genoa,it Serie A,31,1993,29,29,"2,610",29,31,1.07,112,83,75,8,10,11,10,34.5,4,3,1,0,25,Matches
91,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33,1991,30,30,"2,700",30,68,2.27,169,108,63.3,3,4,23,1,3.3,7,6,1,0,14.3,Matches
92,Bernd Leno,de GER,GK,Fulham,eng Premier League,32,1992,38,38,"3,420",38,54,1.42,158,107,67.7,15,9,14,5,13.2,4,3,1,0,25,Matches
93,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31,1992,32,32,"2,880",32,48,1.5,163,121,73.6,11,8,13,9,28.1,6,5,1,0,16.7,Matches
94,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33,1990,18,18,"1,563",17.4,26,1.5,69,47,68.1,5,6,7,3,16.7,5,4,0,1,0,Matches
95,Pau López,es ESP,GK,Girona,es La Liga,29,1994,1,0,45,0.5,2,4,3,1,33.3,0,0,0,0,,0,0,0,0,,Matches
96,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29,1995,3,3,270,3,7,2.33,20,13,65,0,1,2,0,0,0,0,0,0,,Matches
97,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25,1999,7,7,630,7,7,1,20,13,65,6,0,1,4,57.1,0,0,0,0,,Matches
98,Mike Maignan,fr FRA,GK,Milan,it Serie A,29,1995,37,37,"3,294",36.6,41,1.12,137,98,70.8,17,9,11,13,35.1,2,1,1,0,50,Matches
99,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24,1999,15,15,"1,350",15,22,1.47,63,43,68.3,7,2,6,3,20,2,2,0,0,0,Matches
100,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23,2000,34,34,"3,060",34,48,1.41,132,91,67.4,11,11,12,8,23.5,7,5,2,0,28.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39,1985,18,17,"1,486",16.5,24,1.45,50,29,56,6,2,9,6,35.3,3,2,1,0,33.3,Matches
102,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22,2001,9,9,810,9,7,0.78,27,20,74.1,3,5,1,4,44.4,0,0,0,0,,Matches
103,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22,2001,2,2,180,2,3,1.5,10,8,70,0,0,2,0,0,1,0,1,0,100,Matches
104,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31,1992,37,37,"3,194",35.5,47,1.32,144,99,68.1,18,9,10,8,21.6,2,1,1,0,50,Matches
105,Josep Martinez,es ESP,GK,Inter,it Serie A,26,1998,5,5,450,5,3,0.6,15,12,80,4,1,0,3,60,0,0,0,0,,Matches
106,Andrea Mazza,it ITA,GK,Monza,it Serie A,20,2004,1,0,8,0.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
107,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,34,1989,5,5,450,5,13,2.6,35,24,68.6,0,0,5,0,0,2,2,0,0,0,Matches
108,Alex Meret,it ITA,GK,Napoli,it Serie A,27,1997,34,34,"3,005",33.4,25,0.75,81,59,70.4,21,9,4,17,50,4,1,2,1,66.7,Matches
109,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33,1991,2,2,180,2,4,2,11,7,63.6,1,0,1,0,0,0,0,0,0,,Matches
110,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27,1997,37,37,"3,330",37,42,1.14,166,131,76.5,10,14,13,10,27,7,3,4,0,57.1,Matches
111,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28,1996,36,36,"3,240",36,64,1.78,161,100,61.5,9,7,20,8,22.2,4,2,1,1,33.3,Matches
112,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26,1997,9,8,753,8.4,16,1.91,29,15,51.7,4,1,3,1,12.5,2,2,0,0,0,Matches
113,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33,1991,33,33,"2,939",32.7,64,1.96,164,106,64.6,7,5,21,8,24.2,6,6,0,0,0,Matches
114,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31,1993,6,5,475,5.3,5,0.95,23,18,78.3,2,3,0,1,20,0,0,0,0,,Matches
115,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,25,1998,18,18,"1,620",18,33,1.83,100,70,70,2,6,10,1,5.6,3,3,0,0,0,Matches
116,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30,1994,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,,Matches
117,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30,1994,2,2,180,2,0,0,2,2,100,2,0,0,2,100,0,0,0,0,,Matches
118,Neto,br BRA,GK,Bournemouth,eng Premier League,35,1989,2,2,180,2,2,1,13,11,84.6,0,2,0,0,0,0,0,0,0,,Matches
119,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,38,1986,22,22,"1,980",22,15,0.68,46,30,69.6,18,4,0,13,59.1,2,1,0,1,0,Matches
120,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,26,1997,19,19,"1,639",18.2,25,1.37,88,68,77.3,9,4,6,4,21.1,5,5,0,0,0,Matches
121,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,27,1996,34,34,"3,060",34,53,1.56,134,84,61.9,14,8,12,7,20.6,3,2,1,0,33.3,Matches
122,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,33,1990,30,30,"2,673",29.7,39,1.31,108,73,66.7,8,10,12,8,26.7,4,3,1,0,25,Matches
123,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,31,1993,36,36,"3,240",36,30,0.83,111,86,77.5,20,10,6,15,41.7,5,5,0,0,0,Matches
124,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,24,1999,25,25,"2,250",25,40,1.6,109,73,67,6,4,15,4,16,5,4,0,1,0,Matches
125,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,34,1990,4,1,226,2.5,6,2.39,13,8,61.5,1,0,0,1,100,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Jonas Omlin,ch SUI,GK,Gladbach,de Bundesliga,30,1994,12,11,978,10.9,29,2.67,72,46,62.5,2,1,8,1,9.1,3,2,1,0,33.3,Matches
127,André Onana,cm CMR,GK,Manchester Utd,eng Premier League,28,1996,34,34,"3,060",34,44,1.29,129,88,68.2,10,9,15,9,26.5,4,3,1,0,25,Matches
128,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,31,1992,13,12,"1,100",12.2,18,1.47,49,33,67.3,5,4,3,3,25,2,2,0,0,0,Matches
129,Jesús Owono,gq EQG,GK,Alavés,es La Liga,23,2001,6,5,487,5.4,7,1.29,13,7,53.8,1,1,3,0,0,1,1,0,0,0,Matches
130,Daniele Padelli,it ITA,GK,Udinese,it Serie A,38,1985,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,,Matches
131,Alex Padilla,es ESP,GK,Athletic Club,es La Liga,20,2003,5,3,321,3.6,6,1.68,17,12,70.6,0,1,2,0,0,1,1,0,0,0,Matches
132,Alberto Paleari,it ITA,GK,Torino,it Serie A,31,1992,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,0,,Matches
133,Alex Palmer,eng ENG,GK,Ipswich Town,eng Premier League,27,1996,13,13,"1,170",13,30,2.31,74,45,60.8,1,3,9,0,0,1,1,0,0,0,Matches
134,Rui Patrício,pt POR,GK,Atalanta,it Serie A,36,1988,3,3,270,3,3,1,14,11,78.6,2,1,0,1,33.3,0,0,0,0,,Matches
135,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,25,1999,16,15,"1,396",15.5,18,1.16,52,35,69.2,7,3,5,4,26.7,2,2,0,0,0,Matches
136,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,24,2000,3,3,270,3,5,1.67,7,2,28.6,2,0,1,0,0,0,0,0,0,,Matches
137,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,29,1995,2,2,180,2,2,1,11,9,81.8,1,0,1,0,0,0,0,0,0,,Matches
138,Mattia Perin,it ITA,GK,Juventus,it Serie A,31,1992,5,5,450,5,3,0.6,16,13,81.3,2,3,0,3,60,0,0,0,0,,Matches
139,Lucas Perri,br BRA,GK,Lyon,fr Ligue 1,26,1997,33,33,"2,970",33,44,1.33,157,116,73.9,17,6,10,10,30.3,3,3,0,0,0,Matches
140,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,24,1999,31,31,"2,790",31,38,1.23,140,110,77.9,15,8,8,10,32.3,8,7,1,0,12.5,Matches
141,Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,23,2000,6,6,540,6,15,2.5,34,20,58.8,1,3,2,0,0,1,1,0,0,0,Matches
142,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30,1994,38,38,"3,420",38,44,1.16,161,119,72.7,11,15,12,12,31.6,2,0,2,0,100,Matches
143,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22,2001,9,8,736,8.2,17,2.08,40,23,57.5,1,2,5,1,12.5,0,0,0,0,,Matches
144,Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,32,1992,28,28,"2,520",28,35,1.25,120,87,71.7,13,6,9,8,28.6,2,1,1,0,50,Matches
145,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30,1994,29,29,"2,610",29,42,1.45,91,53,58.2,15,6,8,5,17.2,4,4,0,0,0,Matches
146,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27,1997,15,15,"1,350",15,18,1.2,63,47,76.2,2,7,6,4,26.7,3,3,0,0,0,Matches
147,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21,2003,1,1,90,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,,Matches
148,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26,1998,30,30,"2,700",30,66,2.2,182,123,66.5,2,5,23,3,10,7,5,2,0,28.6,Matches
149,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24,1999,12,11,"1,056",11.7,14,1.19,23,10,43.5,5,2,4,4,36.4,1,1,0,0,0,Matches
150,David Raya,es ESP,GK,Arsenal,eng Premier League,28,1995,38,38,"3,420",38,34,0.89,117,86,73.5,20,14,4,13,34.2,3,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Pepe Reina,es ESP,GK,Como,it Serie A,41,1982,12,12,"1,034",11.5,14,1.22,41,28,68.3,3,4,5,2,16.7,1,1,0,0,0,Matches
152,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29,1995,36,36,"3,240",36,43,1.19,124,86,69.4,13,7,16,13,36.1,6,5,1,0,16.7,Matches
153,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19,2005,29,29,"2,543",28.3,36,1.27,92,58,62,9,7,13,9,31,2,1,1,0,50,Matches
