Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
154,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23,2001,2,2,180,2,2,1,8,6,75,1,1,0,0,0,0,0,0,0,,Matches
155,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23,2000,2,1,122,1.4,2,1.48,5,4,80,0,1,0,1,100,1,1,0,0,0,Matches
156,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7,7,630,7,10,1.43,49,40,81.6,2,1,4,2,28.6,1,1,0,0,0,Matches
157,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34,34,"3,060",34,47,1.38,130,89,66.2,20,5,9,5,14.7,6,3,3,0,50,Matches
158,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14,14,"1,260",14,17,1.21,57,43,73.7,8,1,5,6,42.9,3,2,1,0,33.3,Matches
159,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28,28,"2,520",28,37,1.32,104,72,65.4,8,10,10,8,28.6,5,1,4,0,80,Matches
160,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29,29,"2,609",29,48,1.66,110,69,60.9,11,5,13,7,24.1,7,5,2,0,28.6,Matches
161,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,25,1999,10,9,879,9.8,9,0.92,24,17,70.8,7,1,1,3,33.3,2,2,0,0,0,Matches
162,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17,17,"1,529",17,27,1.59,82,58,68.3,7,0,10,5,29.4,3,1,2,0,66.7,Matches
163,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15,15,"1,350",15,14,0.93,50,40,80,6,6,3,7,46.7,4,4,0,0,0,Matches
164,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32,32,"2,880",32,34,1.06,123,94,75.6,17,9,6,10,31.3,5,4,1,0,20,Matches
165,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,21,2003,9,8,765,8.5,12,1.41,48,37,77.1,5,1,2,3,37.5,1,1,0,0,0,Matches
166,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12,12,"1,080",12,16,1.33,51,38,74.5,5,4,3,4,33.3,3,3,0,0,0,Matches
167,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6,6,540,6,13,2.17,27,15,55.6,2,0,4,0,0,1,1,0,0,0,Matches
168,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13,13,"1,170",13,23,1.77,51,33,64.7,3,3,7,1,7.7,5,5,0,0,0,Matches
169,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,,Matches
170,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,,Matches
171,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,32,1992,38,38,"3,420",38,46,1.21,163,119,73.6,19,8,11,13,34.2,3,3,0,0,0,Matches
172,Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,7,7,621,6.9,11,1.59,31,20,64.5,1,2,4,1,14.3,0,0,0,0,,Matches
173,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,2,2,152,1.7,2,1.18,12,10,83.3,1,1,0,0,0,0,0,0,0,,Matches
174,Rui Silva,pt POR,GK,Real Betis,es La Liga,30,1994,15,15,"1,350",15,18,1.2,52,37,71.2,5,5,5,4,26.7,3,3,0,0,0,Matches
175,Marco Silvestri,it ITA,GK,Empoli,it Serie A,33,1991,5,5,450,5,11,2.2,27,16,59.3,0,1,4,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27,1997,21,21,"1,890",21,14,0.67,59,47,78,10,8,3,10,47.6,2,1,1,0,50,Matches
177,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,36,1988,1,0,59,0.7,3,4.58,4,1,25,0,0,0,0,,0,0,0,0,,Matches
178,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27,1996,32,32,"2,810",31.2,39,1.25,106,75,71.7,9,10,13,9,28.1,9,9,0,0,0,Matches
179,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33,1991,27,27,"2,364",26.3,33,1.26,83,51,61.4,11,12,4,8,29.6,2,1,1,0,50,Matches
180,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,27,1997,1,0,28,0.3,1,3.21,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
181,Yann Sommer,ch SUI,GK,Inter,it Serie A,35,1988,33,33,"2,970",33,32,0.97,112,84,74.1,20,8,5,13,39.4,4,3,1,0,25,Matches
182,David Soria,es ESP,GK,Getafe,es La Liga,31,1993,38,38,"3,420",38,39,1.03,119,89,73.9,11,9,18,9,23.7,9,8,1,0,11.1,Matches
183,Juan Soriano,es ESP,GK,Leganés,es La Liga,26,1997,6,6,540,6,7,1.17,26,19,73.1,1,2,3,1,16.7,0,0,0,0,,Matches
184,Marco Sportiello,it ITA,GK,Milan,it Serie A,32,1992,2,1,126,1.4,2,1.43,6,4,66.7,1,0,0,1,100,0,0,0,0,,Matches
185,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22,2002,16,16,"1,367",15.2,23,1.51,79,61,75.9,2,6,8,0,0,5,4,1,0,20,Matches
186,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33,1990,2,2,180,2,1,0.5,4,3,75,2,0,0,1,50,0,0,0,0,,Matches
187,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,23,2000,10,10,900,10,16,1.6,44,28,63.6,3,1,6,2,20,0,0,0,0,,Matches
188,Zion Suzuki,jp JPN,GK,Parma,it Serie A,21,2002,36,36,"3,240",36.8,53,1.47,143,95,66.4,7,15,14,7,19.4,5,5,0,0,0,Matches
189,Mile Svilar,rs SRB,GK,Roma,it Serie A,24,1999,38,38,"3,420",38,35,0.92,149,118,79.2,20,9,9,16,42.1,4,4,0,0,0,Matches
190,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34,1990,15,15,"1,350",15,12,0.8,32,21,65.6,14,1,0,8,53.3,1,1,0,0,0,Matches
191,Arnau Tenas,es ESP,GK,Paris Saint-Germain,fr Ligue 1,23,2001,1,1,90,1,1,1,4,3,75,1,0,0,0,0,0,0,0,0,,Matches
192,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32,1992,8,8,674,7.5,9,1.2,22,14,63.6,7,0,1,1,12.5,1,1,0,0,0,Matches
193,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,34,1990,3,3,270,3,3,1,14,10,78.6,0,3,0,1,33.3,0,0,0,0,,Matches
194,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,34,1990,26,26,"2,295",25.5,34,1.33,114,82,70.2,12,8,6,6,23.1,2,0,2,0,100,Matches
195,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,25,1999,5,5,450,5,5,1,25,20,80,2,2,1,1,20,0,0,0,0,,Matches
196,Stefano Turati,it ITA,GK,Monza,it Serie A,22,2001,30,30,"2,676",29.7,52,1.75,141,93,64.5,2,7,21,2,6.7,4,2,2,0,50,Matches
197,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,35,1988,1,1,90,1,0,0,0,0,,1,0,0,1,100,0,0,0,0,,Matches
198,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,20,2003,8,8,720,8,12,1.5,28,16,57.1,4,3,1,2,25,0,0,0,0,,Matches
199,Hákon Valdimarsson,is ISL,GK,Brentford,eng Premier League,22,2001,2,1,145,1.6,2,1.24,5,3,60,0,0,1,1,100,0,0,0,0,,Matches
200,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,22,2002,6,4,429,4.8,9,1.89,21,12,57.1,1,1,2,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,28,1995,33,33,"2,969",33,39,1.18,127,93,70.1,8,7,18,9,27.3,5,1,4,0,80,Matches
202,Devis Vásquez,co COL,GK,Empoli,it Serie A,26,1998,32,32,"2,880",32,45,1.41,125,82,64.8,6,12,14,6,18.8,2,1,1,0,50,Matches
203,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21,2002,36,36,"3,240",36,58,1.61,140,89,65,14,13,9,7,19.4,9,9,0,0,0,Matches
204,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,27,1996,24,24,"2,160",24,37,1.54,104,68,65.4,9,3,12,4,16.7,1,1,0,0,0,Matches
205,Fran Vieites,es ESP,GK,Real Betis,es La Liga,25,1999,4,4,360,4,5,1.25,12,7,58.3,1,2,1,0,0,0,0,0,0,,Matches
206,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,27,1997,4,4,360,4,9,2.25,18,10,50,2,0,2,0,0,1,0,1,0,100,Matches
207,Christian Walton,eng ENG,GK,Ipswich Town,eng Premier League,28,1995,7,7,630,7,19,2.71,37,20,54.1,1,1,5,1,14.3,2,2,0,0,0,Matches
208,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,31,1993,2,1,135,1.5,6,4,10,4,40,0,0,1,0,0,0,0,0,0,,Matches
209,Timon Weiner,de GER,GK,Holstein Kiel,de Bundesliga,25,1999,25,25,"2,250",25,61,2.44,141,82,59.6,4,5,16,2,8,4,4,0,0,0,Matches
210,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,29,1994,32,32,"2,880",32,41,1.28,137,101,73,13,9,10,9,28.1,5,4,1,0,20,Matches
211,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,29,1995,34,34,"3,060",34,57,1.68,158,103,65.8,14,9,11,10,29.4,3,3,0,0,0,Matches
212,Melvin Zinga,fr FRA,GK,Angers,fr Ligue 1,22,2002,1,1,90,1,2,2,3,2,66.7,0,0,1,0,0,1,1,0,0,0,Matches
