Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
12,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32,32,"2,880",32,56,1.75,122,68,54.9,6,6,20,4,12.5,2,1,1,0,50,Matches
13,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35,1987,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,,Matches
14,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,29,1993,2,2,180,2,3,1.5,14,11,78.6,0,1,1,0,0,0,0,0,0,,Matches
15,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25,1997,27,27,"2,430",27,62,2.3,139,85,61.2,1,5,21,3,11.1,9,8,0,1,0,Matches
16,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31,1991,37,37,"3,330",37,54,1.46,169,124,72.2,11,10,16,8,21.6,9,7,2,0,22.2,Matches
17,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27,1995,6,6,495,5.5,6,1.09,21,15,71.4,1,3,2,0,0,0,0,0,0,,Matches
18,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31,1991,26,26,"2,340",26,29,1.12,68,46,66.2,16,4,6,7,26.9,7,6,1,0,14.3,Matches
19,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,21,2001,1,1,90,1,0,0,3,3,100,0,1,0,1,100,0,0,0,0,,Matches
20,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31,1991,25,25,"2,151",23.9,40,1.67,99,62,61.6,7,6,12,4,16,3,2,1,0,33.3,Matches
21,Claudio Bravo,cl CHI,GK,Real Betis,es La Liga,39,1983,12,12,"1,080",12,8,0.67,38,30,81.6,5,5,2,4,33.3,1,1,0,0,0,Matches
22,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,15,15,"1,350",15,23,1.53,56,38,67.9,4,5,6,1,6.7,5,5,0,0,0,Matches
23,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,22,1999,2,2,180,2,2,1,6,4,66.7,0,1,1,0,0,0,0,0,0,,Matches
24,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10,10,900,10,18,1.8,42,26,61.9,2,2,6,0,0,2,2,0,0,0,Matches
25,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27,27,"2,430",27,47,1.74,152,107,70.4,4,9,14,4,14.8,2,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
26,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23,1999,2,1,136,1.5,3,1.99,7,4,57.1,0,0,1,1,100,0,0,0,0,,Matches
27,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34,34,"3,060",34,48,1.41,144,101,69.4,13,10,11,12,35.3,7,4,1,2,20,Matches
28,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23,1999,5,5,450,5,3,0.6,10,8,80,4,1,0,2,40,1,1,0,0,0,Matches
29,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32,32,"2,880",32,31,0.97,105,77,72.4,16,9,7,10,31.3,3,2,1,0,33.3,Matches
30,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33,33,"2,970",33,68,2.06,159,96,60.4,6,8,19,3,9.1,6,5,1,0,16.7,Matches
31,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35,35,"3,150",35,55,1.57,116,64,55.2,12,8,15,9,25.7,3,3,0,0,0,Matches
32,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,1,0,26,0.3,0,0,2,2,100,0,0,0,1,,0,0,0,0,,Matches
33,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19,19,"1,710",19,41,2.16,94,56,59.6,3,4,12,2,10.5,3,3,0,0,0,Matches
34,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31,31,"2,790",31,29,0.94,113,89,77.9,20,5,6,10,32.3,5,4,1,0,20,Matches
35,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,,Matches
36,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8,8,720,8,16,2,40,27,62.5,3,2,3,0,0,3,1,2,0,66.7,Matches
37,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26,1996,1,1,90,1,1,1,6,5,83.3,0,1,0,0,0,0,0,0,0,,Matches
38,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37,37,"3,330",37,49,1.32,166,120,72.3,14,10,13,10,27,3,3,0,0,0,Matches
39,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37,37,"3,330",37,47,1.27,145,109,73.1,17,8,12,10,27,12,8,4,0,33.3,Matches
40,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,37,37,"3,324",36.9,49,1.33,140,94,67.9,13,10,14,9,24.3,5,4,0,1,0,Matches
41,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,22,1999,31,31,"2,790",31,31,1,137,107,78.1,11,12,8,14,45.2,1,1,0,0,0,Matches
42,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,24,1998,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,,Matches
43,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,15,13,"1,269",14.1,13,0.92,57,44,77.2,6,4,3,5,38.5,0,0,0,0,,Matches
44,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,fr Ligue 1,23,1999,38,38,"3,409",37.9,40,1.06,160,122,76.3,27,4,7,13,34.2,5,2,1,2,33.3,Matches
45,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,34,34,"2,946",32.7,54,1.65,163,114,69.3,6,10,18,6,17.6,6,4,1,1,20,Matches
46,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,33,1989,2,1,157,1.7,1,0.57,11,10,90.9,0,1,0,0,0,0,0,0,0,,Matches
47,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38,38,"3,420",38,57,1.5,173,122,69.4,13,9,16,9,23.7,7,4,3,0,42.9,Matches
48,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35,35,"3,150",35,32,0.91,75,46,61.3,26,4,5,11,31.4,3,3,0,0,0,Matches
49,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1,1,90,1,1,1,8,7,87.5,1,0,0,0,0,0,0,0,0,,Matches
50,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,37,1985,36,36,"3,111",34.6,48,1.39,153,108,69.9,11,6,19,9,25,4,2,1,1,33.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,12,12,"1,025",11.4,13,1.14,55,43,78.2,3,6,3,5,41.7,2,1,0,1,0,Matches
52,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38,38,"3,420",38,46,1.21,153,112,73.2,8,12,18,6,15.8,6,5,1,0,16.7,Matches
53,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21,21,"1,890",21,19,0.9,78,59,75.6,10,5,6,8,38.1,0,0,0,0,,Matches
54,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11,11,990,11,18,1.64,52,33,65.4,3,4,4,2,18.2,0,0,0,0,,Matches
55,Fernando,es ESP,GK,Almería,es La Liga,32,1990,37,37,"3,285",36.5,61,1.67,188,132,69.7,11,8,18,4,10.8,6,4,1,1,20,Matches
56,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1,1,90,1,2,2,4,2,50,1,0,0,0,0,0,0,0,0,,Matches
57,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34,34,"3,060",34,44,1.29,148,108,73.6,17,8,9,13,38.2,6,5,0,1,0,Matches
58,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,21,2000,11,11,990,11,19,1.73,52,35,65.4,3,1,7,1,9.1,2,1,1,0,50,Matches
59,Fraser Forster,eng ENG,GK,Tottenham Hotspur,eng Premier League,34,1988,14,13,"1,215",13.5,24,1.78,52,31,57.7,5,3,5,3,23.1,3,2,1,0,33.3,Matches
60,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,30,30,"2,667",29.6,65,2.19,174,114,65.5,3,9,18,0,0,5,5,0,0,0,Matches
61,Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1,1,90,1,3,3,3,1,33.3,0,1,0,0,0,1,1,0,0,0,Matches
62,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28,28,"2,520",28,37,1.32,124,90,73.4,11,8,9,4,14.3,6,4,1,1,20,Matches
63,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38,38,"3,420",38,43,1.13,140,100,70.7,23,6,9,17,44.7,3,2,1,0,33.3,Matches
64,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23,23,"2,070",23,41,1.78,134,96,70.1,8,3,12,5,21.7,4,1,2,1,66.7,Matches
65,David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4,4,360,4,5,1.25,22,18,81.8,1,1,2,1,25,1,1,0,0,0,Matches
66,Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27,1995,3,3,270,3,2,0.67,8,6,75,1,2,0,2,66.7,0,0,0,0,,Matches
67,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27,1995,4,4,360,4,4,1,16,12,75,2,1,1,2,50,0,0,0,0,,Matches
68,Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,1,0,6,0.1,1,15,1,0,0,0,0,0,0,,0,0,0,0,,Matches
69,Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,12,10,922,10.2,12,1.17,45,36,80,6,3,1,2,20,3,3,0,0,0,Matches
70,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25,1997,1,1,90,1,3,3,8,5,62.5,0,0,1,0,0,0,0,0,0,,Matches
71,Lennart Grill,de GER,GK,Union Berlin,de Bundesliga,23,1999,5,5,450,5,11,2.2,23,14,60.9,2,1,2,2,40,2,2,0,0,0,Matches
72,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35,1987,27,27,"2,430",27,34,1.26,117,84,72.6,7,9,11,6,22.2,2,2,0,0,0,Matches
73,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,32,1990,6,6,540,6,10,1.67,26,17,65.4,2,2,2,2,33.3,1,1,0,0,0,Matches
74,Samir Handanović,si SVN,GK,Inter,it Serie A,38,1984,14,14,"1,234",13.7,18,1.31,52,35,67.3,9,0,5,5,35.7,1,1,0,0,0,Matches
75,Dean Henderson,eng ENG,GK,Nottingham Forest,eng Premier League,25,1997,18,18,"1,620",18,31,1.72,79,52,63.3,5,5,8,6,33.3,5,2,2,1,50,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Wayne Hennessey,wls WAL,GK,Nottingham Forest,eng Premier League,35,1987,4,3,271,3,5,1.66,15,10,66.7,0,2,1,1,33.3,0,0,0,0,,Matches
77,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,29,1993,17,17,"1,530",17,23,1.35,69,48,68.1,5,3,9,3,17.6,4,1,1,2,50,Matches
78,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,32,1989,33,33,"2,969",33,47,1.42,138,97,71,14,8,11,9,27.3,7,7,0,0,0,Matches
79,Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25,1997,12,12,"1,080",12,22,1.83,58,38,65.5,2,4,6,1,8.3,2,2,0,0,0,Matches
80,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,27,1995,6,6,540,6,13,2.17,15,4,26.7,3,1,2,0,0,2,2,0,0,0,Matches
81,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,9,9,810,9,10,1.11,34,26,76.5,4,3,2,3,33.3,2,2,0,0,0,Matches
82,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2,2,180,2,3,1.5,6,3,50,0,1,1,0,0,0,0,0,0,,Matches
83,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,5,4,408,4.5,11,2.43,23,14,56.5,0,1,3,0,0,3,1,1,1,50,Matches
84,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1,1,90,1,4,4,10,6,60,0,1,0,0,0,0,0,0,0,,Matches
85,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27,27,"2,430",27,32,1.19,119,88,73.9,19,3,5,11,40.7,1,1,0,0,0,Matches
86,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11,11,990,11,22,2,68,46,67.6,1,4,6,1,9.1,0,0,0,0,,Matches
87,Alban Lafont,ci CIV,GK,Nantes,fr Ligue 1,23,1999,37,37,"3,329",37,54,1.46,178,132,74.7,7,14,16,11,29.7,9,9,0,0,0,Matches
88,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1,1,90,1,1,1,4,3,75,1,0,0,0,0,0,0,0,0,,Matches
89,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10,10,899,10,14,1.4,43,28,67.4,1,5,4,1,10,0,0,0,0,,Matches
90,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19,19,"1,710",19,22,1.16,93,74,78.5,10,3,6,8,42.1,3,2,1,0,33.3,Matches
91,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34,34,"3,060",34,48,1.41,173,133,76.9,9,11,14,12,35.3,9,8,1,0,11.1,Matches
92,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36,36,"3,240",36,51,1.42,186,143,76.3,15,5,16,8,22.2,8,7,1,0,12.5,Matches
93,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2,2,180,2,2,1,10,9,90,1,1,0,0,0,1,1,0,0,0,Matches
94,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,32,32,"2,798",31.1,60,1.93,127,74,59.1,6,4,22,5,15.6,9,8,0,1,0,Matches
95,Alexandre Letellier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,31,1990,1,0,11,0.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
96,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25,1997,9,8,751,8.3,16,1.92,47,34,70.2,1,3,4,1,12.5,3,2,1,0,33.3,Matches
97,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,35,1986,25,25,"2,205",24.5,39,1.59,117,79,67.5,13,3,9,7,28,1,1,0,0,0,Matches
98,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,32,32,"2,816",31.3,39,1.25,128,95,75,16,4,12,7,21.9,7,7,0,0,0,Matches
99,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40,1981,2,1,96,1.1,4,3.75,5,1,20,0,0,1,0,0,0,0,0,0,,Matches
100,Pau López,es ESP,GK,Marseille,fr Ligue 1,27,1994,33,32,"2,925",32.5,34,1.05,121,92,76,21,4,7,10,31.3,5,5,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7,7,630,7,7,1,19,12,63.2,4,1,2,3,42.9,0,0,0,0,,Matches
102,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,,Matches
103,Mike Maignan,fr FRA,GK,Milan,it Serie A,27,1995,22,22,"1,978",22,21,0.96,59,40,67.8,11,7,4,8,36.4,3,2,1,0,33.3,Matches
104,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21,2000,38,38,"3,420",38,45,1.18,148,105,70.9,11,9,18,7,18.4,5,2,0,3,0,Matches
105,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37,1985,34,34,"3,014",33.5,31,0.93,107,79,72.9,19,5,10,13,38.2,3,2,1,0,33.3,Matches
106,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34,1988,18,17,"1,608",17.9,24,1.34,85,61,72.9,4,6,7,5,29.4,1,1,0,0,0,Matches
107,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34,1988,19,19,"1,710",19,29,1.53,67,42,59.7,5,5,9,6,31.6,4,2,2,0,50,Matches
108,Federico Marchetti,it ITA,GK,Spezia,it Serie A,39,1983,1,0,66,0.7,2,2.73,3,1,33.3,0,0,0,0,,0,0,0,0,,Matches
109,Diego Mariño,es ESP,GK,Almería,es La Liga,32,1990,1,0,45,0.5,2,4,5,3,60,0,0,0,0,,0,0,0,0,,Matches
110,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,29,1992,36,36,"3,139",34.9,38,1.09,130,97,73.8,17,7,12,11,30.6,5,4,1,0,20,Matches
111,Jordi Masip,es ESP,GK,Valladolid,es La Liga,33,1989,28,28,"2,507",27.9,42,1.51,137,103,73,9,5,14,8,28.6,9,5,3,1,37.5,Matches
112,Luís Maximiano,pt POR,GK,Lazio,it Serie A,23,1999,1,1,5,0.1,0,0,0,0,,1,0,0,0,0,0,0,0,0,,Matches
113,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,32,1989,6,6,540,6,17,2.83,30,14,46.7,0,1,5,0,0,1,1,0,0,0,Matches
114,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,30,1992,10,9,855,9.5,14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,0,,Matches
115,Alex Meret,it ITA,GK,Napoli,it Serie A,25,1997,34,34,"3,060",34,24,0.71,90,67,74.4,26,5,3,16,47.1,2,1,1,0,50,Matches
116,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,22,2000,34,34,"3,060",34,67,1.97,158,94,59.5,7,9,18,5,14.7,3,3,0,0,0,Matches
117,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31,1991,7,7,630,7,12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,0,,Matches
118,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,25,1997,38,38,"3,420",38,41,1.08,132,96,72.7,14,11,13,11,28.9,6,5,0,1,0,Matches
119,Antonio Mirante,it ITA,GK,Milan,it Serie A,39,1983,1,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
120,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26,1996,37,37,"3,330",37,59,1.59,182,125,68.1,7,9,21,5,13.5,2,1,1,0,50,Matches
121,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24,1997,19,19,"1,710",19,34,1.79,86,53,61.6,3,7,9,1,5.3,1,1,0,0,0,Matches
122,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28,1994,24,24,"2,077",23.1,27,1.17,89,64,71.9,13,4,7,8,33.3,2,2,0,0,0,Matches
123,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28,1994,21,21,"1,812",20.1,29,1.44,98,70,71.4,11,4,6,3,14.3,1,1,0,0,0,Matches
124,Keylor Navas,cr CRC,GK,Nottingham Forest,eng Premier League,35,1986,17,17,"1,529",17,32,1.88,79,51,64.6,4,4,9,2,11.8,4,4,0,0,0,Matches
125,Neto,br BRA,GK,Bournemouth,eng Premier League,33,1989,27,27,"2,385",26.5,39,1.47,135,100,74.1,9,6,12,6,22.2,5,4,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,36,1986,12,12,"1,080",12,11,0.92,42,33,78.6,7,4,1,4,33.3,2,2,0,0,0,Matches
127,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,25,1996,38,38,"3,420",38,58,1.53,193,140,72.5,19,8,11,9,23.7,5,5,0,0,0,Matches
128,Ørjan Nyland,no NOR,GK,RB Leipzig,de Bundesliga,31,1990,2,2,180,2,2,1,6,4,66.7,2,0,0,1,50,0,0,0,0,,Matches
129,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,29,1993,28,28,"2,492",27.7,20,0.72,80,60,76.3,17,5,6,12,42.9,2,1,0,1,0,Matches
130,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,37,1985,20,20,"1,800",20,33,1.65,99,70,69.7,4,10,6,4,20,4,3,1,0,25,Matches
131,Jan Olschowsky,de GER,GK,Gladbach,de Bundesliga,20,2001,4,4,360,4,11,2.75,30,20,66.7,1,1,2,0,0,1,1,0,0,0,Matches
132,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,32,1990,4,2,281,3.1,8,2.56,18,11,61.1,1,0,1,1,50,1,1,0,0,0,Matches
133,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,28,1994,14,14,"1,166",13,26,2.01,71,49,67.6,5,1,8,3,21.4,4,3,1,0,25,Matches
134,Jonas Omlin,ch SUI,GK,Gladbach,de Bundesliga,28,1994,15,15,"1,290",14.3,18,1.26,54,38,70.4,5,4,6,5,33.3,2,2,0,0,0,Matches
135,André Onana,cm CMR,GK,Inter,it Serie A,26,1996,24,24,"2,160",24,24,1,84,61,73.8,14,3,7,8,33.3,2,2,0,0,0,Matches
136,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,29,1992,3,3,270,3,1,0.33,15,14,93.3,2,1,0,2,66.7,0,0,0,0,,Matches
137,Fernando Pacheco,es ESP,GK,Almería,es La Liga,30,1992,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,0,,Matches
138,Fernando Pacheco,es ESP,GK,Espanyol,es La Liga,30,1992,16,16,"1,440",16,33,2.06,83,55,65.1,4,3,9,3,18.8,5,4,1,0,20,Matches
139,Rui Patrício,pt POR,GK,Roma,it Serie A,34,1988,35,35,"3,150",35,35,1,105,73,68.6,17,8,10,13,37.1,3,2,1,0,33.3,Matches
140,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,30,1992,33,33,"2,908",32.3,61,1.89,169,111,65.1,10,5,18,4,12.1,3,2,1,0,33.3,Matches
141,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,41,1981,2,2,180,2,3,1.5,5,3,60,0,1,1,0,0,1,1,0,0,0,Matches
142,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,23,1999,2,0,73,0.8,2,2.47,4,2,50,0,0,0,0,,0,0,0,0,,Matches
143,Patrick Pentz,at AUT,GK,Reims,fr Ligue 1,25,1997,7,7,630,7,14,2,28,16,57.1,1,3,3,0,0,2,2,0,0,0,Matches
144,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,27,1995,1,1,90,1,0,0,4,4,100,0,1,0,1,100,0,0,0,0,,Matches
145,Mattia Perin,it ITA,GK,Juventus,it Serie A,29,1992,11,10,948,10.5,7,0.66,37,32,83.8,5,3,2,6,60,2,1,1,0,50,Matches
146,Samuele Perisan,it ITA,GK,Empoli,it Serie A,24,1997,7,7,630,7,9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,0,,Matches
147,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,28,1994,37,37,"3,330",37,57,1.54,174,123,70.1,7,12,18,8,21.6,6,5,1,0,16.7,Matches
148,Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,30,1992,37,37,"3,261",36.2,32,0.88,113,85,73.5,19,13,5,14,37.8,5,2,2,1,50,Matches
149,Ivan Provedel,it ITA,GK,Lazio,it Serie A,28,1994,38,37,"3,413",37.9,30,0.79,129,99,77.5,21,8,8,21,56.8,2,1,0,1,0,Matches
150,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,fr Ligue 1,19,2002,1,0,82,0.9,0,0,4,4,100,0,0,0,1,,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Ionuț Radu,ro ROU,GK,Cremonese,it Serie A,25,1997,9,9,810,9,19,2.11,61,45,73.8,0,3,6,1,11.1,3,3,0,0,0,Matches
152,Ionuț Radu,ro ROU,GK,Auxerre,fr Ligue 1,25,1997,17,17,"1,530",17,20,1.18,72,54,72.2,4,6,7,5,29.4,2,0,2,0,100,Matches
