Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
33,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,14,14,"1,260",14,17,1.21,60,43,71.7,3,4,7,3,21.4,0,0,0,0,,Matches
34,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28,28,"2,520",28,40,1.43,112,76,67,11,6,11,10,35.7,6,3,2,1,40,Matches
35,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,17,17,"1,457",16.2,29,1.79,72,49,66.7,4,8,5,3,17.6,6,5,1,0,16.7,Matches
36,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,1,0,6,0.1,0,0,0,0,,0,0,0,1,,0,0,0,0,,Matches
37,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,37,37,"3,322",36.9,63,1.71,167,113,67.1,13,11,13,3,8.1,9,8,1,0,11.1,Matches
38,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25,25,"2,250",25,62,2.48,132,75,56.8,3,8,14,0,0,5,5,0,0,0,Matches
39,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36,36,"3,240",36,29,0.81,117,91,76.9,26,7,3,16,44.4,3,2,1,0,33.3,Matches
40,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35,35,"3,150",35,63,1.8,158,103,63.9,6,10,19,2,5.7,8,6,2,0,25,Matches
41,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2,2,180,2,3,1.5,4,2,50,1,1,0,0,0,1,1,0,0,0,Matches
42,Karl Darlow,wls WAL,GK,Newcastle United,eng Premier League,30,1990,8,8,720,8,15,1.87,37,24,64.9,0,5,3,0,0,2,2,0,0,0,Matches
43,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,15,15,"1,304",14.5,33,2.28,64,34,53.1,3,5,7,3,20,3,3,0,0,0,Matches
44,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,0,,Matches
45,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,31,30,"2,772",30.8,37,1.2,118,89,74.6,11,8,11,9,30,9,7,2,0,22.2,Matches
46,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,38,"3,420",38,43,1.13,127,92,69.3,12,10,16,14,36.8,8,4,4,0,50,Matches
47,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,24,23,"2,116",23.5,36,1.53,99,65,65.7,6,4,13,5,21.7,2,2,0,0,0,Matches
48,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6,6,540,6,5,0.83,20,14,75,4,2,0,4,66.7,0,0,0,0,,Matches
49,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,4,3,343,3.8,4,1.05,12,8,66.7,2,0,1,1,33.3,0,0,0,0,,Matches
50,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,fr Ligue 1,22,1999,17,17,"1,530",17,17,1,61,45,73.8,13,2,2,5,29.4,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
51,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,7,7,556,6.2,8,1.29,23,17,69.6,3,0,4,2,28.6,2,1,1,0,50,Matches
52,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,16,"1,440",16,25,1.56,58,33,58.6,5,4,7,7,43.8,1,1,0,0,0,Matches
53,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,32,1989,26,26,"2,340",26,35,1.35,107,73,68.2,13,4,9,8,30.8,1,1,0,0,0,Matches
54,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,37,"3,330",37,26,0.7,85,58,70.6,28,6,3,20,54.1,1,1,0,0,0,Matches
55,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,4,3,284,3.2,6,1.9,14,10,71.4,0,2,1,1,33.3,2,2,0,0,0,Matches
56,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3,3,270,3,7,2.33,19,14,73.7,2,0,1,0,0,2,2,0,0,0,Matches
57,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,36,1985,37,37,"3,330",37,50,1.35,156,111,69.2,16,8,13,8,21.6,6,2,3,1,60,Matches
58,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,10,9,855,9.5,14,1.47,55,42,76.4,2,1,6,2,22.2,1,1,0,0,0,Matches
59,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,13,11,"1,105",12.3,15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,0,Matches
60,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,13,"1,166",13,29,2.24,78,51,64.1,1,5,7,2,15.4,2,1,1,0,50,Matches
61,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12,12,"1,080",12,24,2,72,49,68.1,3,2,7,1,8.3,1,1,0,0,0,Matches
62,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1,1,90,1,5,5,8,3,37.5,0,0,1,0,0,0,0,0,0,,Matches
63,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,32,"2,880",32,39,1.22,140,103,73.6,15,9,8,10,31.3,2,2,0,0,0,Matches
64,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,19,"1,710",19,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0,Matches
65,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,26,"2,340",26,49,1.88,114,69,59.6,5,5,16,4,15.4,4,3,1,0,25,Matches
66,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,1,0,10,0.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
67,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,8,720,8,30,3.75,54,26,48.1,0,0,8,0,0,2,2,0,0,0,Matches
68,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,31,"2,790",31,45,1.45,129,92,71.3,8,8,15,8,25.8,8,8,0,0,0,Matches
69,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,2,1,108,1.2,3,2.5,3,0,0,0,0,1,0,0,0,0,0,0,,Matches
70,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,38,"3,420",38,57,1.5,175,123,69.1,16,10,12,8,21.1,6,3,3,0,50,Matches
71,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,,Matches
72,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,34,"3,060",34,56,1.65,154,103,66.9,10,8,16,9,26.5,5,5,0,0,0,Matches
73,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25,25,"2,250",25,25,1,63,42,66.7,14,5,6,10,40,4,4,0,0,0,Matches
74,Jens Grahl,de GER,GK,Eintracht Frankfurt,de Bundesliga,32,1988,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,,Matches
75,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21,21,"1,890",21,28,1.33,86,60,69.8,8,7,6,2,9.5,2,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
76,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,15,15,"1,197",13.3,27,2.03,68,42,61.8,2,5,8,1,6.7,1,1,0,0,0,Matches
77,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,,Matches
78,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1,1,90,1,2,2,7,5,71.4,1,0,0,0,0,0,0,0,0,,Matches
79,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,30,30,"2,655",29.5,33,1.12,113,83,73.5,9,11,10,11,36.7,3,3,0,0,0,Matches
80,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33,33,"2,967",33,34,1.03,109,78,71.6,17,7,9,10,30.3,3,3,0,0,0,Matches
81,Angus Gunn,sct SCO,GK,Norwich City,eng Premier League,25,1996,9,9,810,9,22,2.44,53,34,62.3,1,2,6,1,11.1,4,2,1,1,33.3,Matches
82,Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,37,37,"3,330",37,30,0.81,122,96,78.7,25,9,3,15,40.5,4,4,0,0,0,Matches
83,Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,1987,2,2,180,2,6,3,14,8,57.1,0,0,2,0,0,0,0,0,0,,Matches
84,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,36,36,"3,240",36,48,1.33,140,99,68.6,12,10,14,12,33.3,7,4,3,0,42.9,Matches
85,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,33,1987,5,4,405,4.5,12,2.67,24,14,58.3,1,0,3,0,0,2,2,0,0,0,Matches
86,Timo Horn,de GER,GK,Köln,de Bundesliga,28,1993,13,13,"1,170",13,21,1.62,57,36,63.2,4,6,3,1,7.7,0,0,0,0,,Matches
87,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,1989,32,32,"2,880",32,44,1.37,151,110,72.2,17,7,8,8,25,4,2,1,1,33.3,Matches
88,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17,17,"1,530",17,20,1.18,62,47,74.2,6,6,5,8,47.1,5,4,1,0,20,Matches
89,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,,Matches
90,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,,Matches
91,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2,2,180,2,2,1,8,6,75,1,1,0,1,50,0,0,0,0,,Matches
92,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,1,0,36,0.4,0,0,4,4,100,0,0,0,0,,0,0,0,0,,Matches
93,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,29,29,"2,565",28.5,39,1.37,110,74,67.3,20,3,6,7,24.1,3,3,0,0,0,Matches
94,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,"2,610",29,62,2.14,159,104,65.4,4,5,20,5,17.2,9,7,1,1,12.5,Matches
95,Alban Lafont,ci CIV,GK,Nantes,fr Ligue 1,22,1999,38,38,"3,420",38,48,1.26,148,109,70.3,15,10,13,8,21.1,7,4,3,0,42.9,Matches
96,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,"2,313",25.7,33,1.28,95,66,68.4,10,8,9,5,18.5,4,3,1,0,25,Matches
97,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,"3,420",38,51,1.34,157,118,74.5,8,15,15,13,34.2,13,11,2,0,15.4,Matches
98,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,4,360,4,9,2.25,19,10,52.6,1,0,3,1,25,0,0,0,0,,Matches
99,Alexandre Letellier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,30,1990,1,0,8,0.1,0,0,0,0,,0,0,0,1,,0,0,0,0,,Matches
100,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,"1,080",12,24,2,62,39,62.9,1,5,6,3,25,1,1,0,0,0,Matches
102,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,34,1986,38,38,"3,420",38,40,1.05,135,97,71.9,22,5,11,16,42.1,2,2,0,0,0,Matches
103,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,34,34,"2,982",33.1,45,1.36,147,106,71.4,14,11,9,8,23.5,4,3,1,0,25,Matches
104,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,36,36,"3,177",35.3,49,1.39,160,111,71.3,10,12,14,10,27.8,4,3,0,1,0,Matches
105,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,29,"2,610",29,29,1,82,57,69.5,15,6,8,10,34.5,4,4,0,0,0,Matches
106,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,2,180,2,5,2.5,7,2,28.6,0,0,2,0,0,0,0,0,0,,Matches
107,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,10,9,885,9.8,20,2.03,45,28,62.2,2,1,6,2,22.2,3,3,0,0,0,Matches
108,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,2,180,2,2,1,6,6,83.3,0,1,1,0,0,2,1,1,0,50,Matches
109,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,,Matches
110,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,27,"2,430",27,39,1.44,105,68,64.8,11,7,9,6,22.2,2,2,0,0,0,Matches
111,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,17,16,"1,485",16.5,27,1.64,80,58,72.5,1,4,11,1,6.3,6,5,0,1,0,Matches
112,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,32,"2,880",32,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0,Matches
113,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,18,"1,620",18,20,1.11,73,55,75.3,5,7,6,8,44.4,2,2,0,0,0,Matches
114,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,9,810,9,7,0.78,27,20,74.1,6,2,1,5,55.6,0,0,0,0,,Matches
115,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,10,900,10,14,1.4,45,31,68.9,3,3,4,2,20,0,0,0,0,,Matches
116,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,1,0,11,0.1,0,0,1,1,100,0,0,0,1,,0,0,0,0,,Matches
117,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,36,"3,240",36,48,1.33,137,94,67.9,13,6,17,11,30.6,6,4,1,1,20,Matches
118,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,,Matches
119,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,35,35,"3,136",34.8,55,1.58,173,123,71.1,8,12,15,7,20,7,5,2,0,28.6,Matches
120,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,17,"1,530",17,27,1.59,71,44,62,3,7,7,5,29.4,0,0,0,0,,Matches
121,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,34,"3,060",34,31,0.91,98,73,74.5,19,10,5,14,41.2,6,6,0,0,0,Matches
122,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,7,7,619,6.9,6,0.87,30,24,80,5,1,1,3,42.9,0,0,0,0,,Matches
123,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,38,38,"3,384",37.6,79,2.1,217,143,65.9,9,11,18,5,13.2,5,5,0,0,0,Matches
124,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,27,"2,430",27,33,1.22,72,47,63.9,9,7,11,4,14.8,8,7,1,0,12.5,Matches
125,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34,34,"3,060",34,50,1.47,137,90,65,13,10,11,4,11.8,3,2,1,0,33.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7,7,630,7,8,1.14,22,16,72.7,1,3,3,1,14.3,2,2,0,0,0,Matches
127,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30,30,"2,700",30,52,1.73,136,88,64.7,7,10,13,4,13.3,4,4,0,0,0,Matches
128,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,33,33,"2,932",32.6,42,1.29,120,81,67.5,16,8,9,8,24.2,4,3,0,1,0,Matches
129,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,22,"1,980",22,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0,Matches
130,Keylor Navas,cr CRC,GK,Paris Saint-Germain,fr Ligue 1,34,1986,21,21,"1,856",20.6,18,0.87,77,61,79.2,13,6,2,8,38.1,2,2,0,0,0,Matches
131,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3,3,270,3,4,1.33,14,10,71.4,2,1,0,0,0,0,0,0,0,,Matches
132,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,28,28,"2,510",27.9,26,0.93,88,63,71.6,22,4,2,10,35.7,1,1,0,0,0,Matches
133,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,1996,38,38,"3,420",38,40,1.05,138,106,76.8,20,9,9,11,28.9,9,8,0,1,0,Matches
134,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,1993,38,38,"3,420",38,43,1.13,100,65,64,21,8,9,12,31.6,8,7,1,0,12.5,Matches
135,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,31,1989,2,1,135,1.5,1,0.67,7,7,100,0,0,1,1,100,1,1,0,0,0,Matches
136,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,,Matches
137,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,1994,29,29,"2,587",28.7,41,1.43,153,115,75.2,10,4,15,8,27.6,4,3,1,0,25,Matches
138,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,1992,33,33,"2,970",33,53,1.61,172,126,73.3,4,13,16,6,18.2,7,7,0,0,0,Matches
139,David Ospina,co COL,GK,Napoli,it Serie A,32,1988,31,31,"2,790",31,25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,0,Matches
140,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,1988,21,21,"1,875",20.8,39,1.87,91,55,60.4,2,8,11,3,14.3,3,3,0,0,0,Matches
141,Jesús Owono,gq EQG,GK,Alavés,es La Liga,20,2001,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,,Matches
142,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,1992,34,34,"3,053",33.9,60,1.77,138,86,60.1,8,5,21,6,17.6,8,5,3,0,37.5,Matches
143,Daniele Padelli,it ITA,GK,Udinese,it Serie A,35,1985,3,3,270,3,8,2.67,22,13,63.6,1,0,2,1,33.3,0,0,0,0,,Matches
144,Ivor Pandur,hr CRO,GK,Hellas Verona,it Serie A,21,2000,3,3,270,3,6,2,14,9,64.3,1,0,2,0,0,1,1,0,0,0,Matches
145,Rui Patrício,pt POR,GK,Roma,it Serie A,33,1988,38,38,"3,420",38,43,1.13,142,105,73.2,18,9,11,15,39.5,6,5,1,0,16.7,Matches
146,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,40,1981,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,,Matches
147,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,36,1985,1,1,90,1,3,3,7,4,57.1,1,0,0,0,0,0,0,0,0,,Matches
148,Juan Pérez,es ESP,GK,Osasuna,es La Liga,25,1996,2,2,180,2,3,1.5,5,2,40,0,1,1,0,0,0,0,0,0,,Matches
149,Mattia Perin,it ITA,GK,Juventus,it Serie A,28,1992,5,5,405,4.5,7,1.56,17,10,58.8,2,1,2,1,20,0,0,0,0,,Matches
150,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6,6,540,6,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15,15,"1,350",15,22,1.47,64,44,68.8,3,3,9,2,13.3,3,2,1,0,33.3,Matches
152,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35,35,"3,150",35,58,1.66,174,117,67.2,10,6,19,7,20,1,1,0,0,0,Matches
153,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,1,0,45,0.5,1,2,1,1,100,0,0,0,0,,1,1,0,0,0,Matches
