Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
19,Yacine Adli,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,21,2000,25.1,5,0,0,21,27,4,119,33,28,,,0,Matches
20,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,24,1997,4.9,1,0,0,13,4,0,7,7,5,,,0,Matches
21,Felix Afena-Gyan,gh GHA,"MF,FW",Roma,it Serie A,18,2003,7.4,5,1,1,15,24,4,8,3,3,,,0,Matches
22,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,25,1996,18,4,0,0,24,22,1,44,24,22,,,0,Matches
23,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,4,0,0,0,0,0,0,0,0,0,,,0,Matches
24,Lucien Agoume,fr FRA,MF,Brest,fr Ligue 1,19,2002,20.8,6,0,0,31,15,0,6,49,33,,,0,Matches
25,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,22,1998,13.7,2,1,0,36,24,0,22,7,27,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,30.4,3,1,0,20,16,1,1,27,18,,,0,Matches
27,Sergio Agüero,ar ARG,FW,Barcelona,es La Liga,33,1988,1.7,0,0,0,1,2,1,3,0,1,,,0,Matches
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,4,0,0,32,29,1,67,44,53,,,1,Matches
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
30,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.7,0,0,0,2,1,0,0,0,0,,,0,Matches
31,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15,6,0,0,20,11,0,6,21,26,,,0,Matches
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,11.2,2,0,0,21,20,0,6,20,8,,,0,Matches
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,29.3,1,0,0,10,18,1,3,38,26,,,1,Matches
34,Ola Aina,ng NGA,MF,Torino,it Serie A,24,1996,16,4,0,0,18,28,1,35,29,20,,,0,Matches
35,Rayan Aït-Nouri,dz ALG,MF,Wolves,eng Premier League,20,2001,20.3,4,0,0,14,20,3,96,19,37,,,0,Matches
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,5,0,0,12,16,0,17,25,18,,,0,Matches
37,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,27,1994,30.4,5,1,0,39,36,14,17,8,25,,,1,Matches
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,3,0,0,19,24,1,2,36,23,,,1,Matches
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,4,0,0,23,25,2,46,54,30,,,0,Matches
40,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,2001,0.9,1,0,0,6,2,0,1,1,0,,,0,Matches
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,0,0,0,9,2,0,1,7,9,,,0,Matches
42,Ilias Akhomach,ma MAR,FW,Barcelona,es La Liga,17,2004,1.4,0,0,0,3,4,0,6,0,1,,,0,Matches
43,Maghnes Akliouche,fr FRA,MF,Monaco,fr Ligue 1,19,2002,0.6,1,0,0,4,1,1,1,0,0,,,0,Matches
44,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,23,1997,5.7,2,1,0,13,2,0,1,12,7,,,0,Matches
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,1,0,0,13,8,0,1,2,10,,,0,Matches
46,Kevin Akpoguma,ng NGA,"DF,MF",Hoffenheim,de Bundesliga,26,1995,17,5,0,0,25,23,4,31,21,21,,,0,Matches
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,2,0,0,17,6,2,41,24,13,,,0,Matches
48,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,1.8,1,0,0,5,7,0,2,1,4,,,0,Matches
49,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,5,0,0,19,9,1,64,31,18,,,0,Matches
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,2,0,0,8,8,7,1,1,5,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,11,0,0,26,19,11,121,33,35,,,0,Matches
52,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,0,0,1,0,0,0,1,0,,,0,Matches
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,5,0,0,13,27,1,145,13,17,,,0,Matches
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,8,0,0,18,12,2,3,20,17,,,0,Matches
55,Marc Albrighton,eng ENG,"MF,FW",Leicester City,eng Premier League,31,1989,12.6,3,0,0,6,13,2,77,14,21,,,0,Matches
56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,8.7,1,0,0,5,7,8,2,6,3,,,0,Matches
57,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17,2,0,0,19,13,0,4,27,26,,,0,Matches
58,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,7,0,0,31,35,1,23,12,20,,,0,Matches
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,15,0,0,42,7,0,4,34,34,,,0,Matches
60,Iván Alejo,es ESP,MF,Cádiz,es La Liga,26,1995,11.8,7,0,0,36,33,5,97,7,15,,,0,Matches
61,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,1,0,0,0,0,0,0,0,0,,,0,Matches
62,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,6,1,0,50,37,1,44,14,19,,,0,Matches
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2,0,0,12,7,11,277,44,24,,,0,Matches
64,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,6,2,2,33,44,11,24,7,6,,,0,Matches
65,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,0,0,0,0,2,0,0,0,1,,,1,Matches
66,Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,7,1,0,30,22,0,11,23,46,,,0,Matches
67,Jim Allevinah,ga GAB,"MF,FW",Clermont Foot,fr Ligue 1,26,1995,16.5,1,0,0,16,34,2,35,6,14,,,0,Matches
68,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,25,1996,7.3,1,0,0,12,11,2,5,6,8,,,0,Matches
69,Dele Alli,eng ENG,MF,Everton,eng Premier League,25,1996,3.8,3,0,0,9,7,2,1,6,2,,,0,Matches
70,Miguel Almirón,py PAR,"MF,FW",Newcastle United,eng Premier League,27,1994,19.1,2,0,0,17,25,9,23,20,29,,,0,Matches
71,Marcos Alonso,es ESP,MF,Chelsea,eng Premier League,30,1990,24.1,8,0,0,25,28,3,147,37,28,,,0,Matches
72,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,5,0,0,35,10,1,27,30,27,,,0,Matches
73,Hugo Álvarez,es ESP,"DF,MF",Celta Vigo,es La Liga,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
74,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,6,0,0,23,13,1,3,44,15,,,0,Matches
75,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,2,1,0,27,6,0,75,11,19,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,4.5,0,0,0,6,4,0,0,11,5,,,0,Matches
77,Ibrahim Amadou,fr FRA,"DF,MF",Metz,fr Ligue 1,28,1993,9,4,0,0,11,4,0,0,11,8,,,0,Matches
78,Emmanuel Amankwaa Akurugu,gh GHA,MF,Getafe,es La Liga,19,2001,0.9,0,0,0,1,1,0,4,1,0,,,0,Matches
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,4,0,0,14,8,1,0,22,14,,,0,Matches
80,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,25,1996,9.8,5,0,0,19,18,6,7,8,10,,,0,Matches
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,1,0,0,2,4,0,6,13,10,,,0,Matches
82,Jordan Amavi,fr FRA,"MF,DF",Marseille,fr Ligue 1,27,1994,1.4,0,0,0,3,1,0,2,1,5,,,0,Matches
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0,0,1,2,0,0,3,1,,,0,Matches
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,9,2,1,36,14,1,24,32,43,,,0,Matches
85,Nadiem Amiri,de GER,MF,Genoa,it Serie A,24,1996,7.6,0,0,0,7,19,1,21,0,4,,,0,Matches
86,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,24,1996,4.1,0,0,0,2,11,0,9,5,4,,,0,Matches
87,Ethan Ampadu,wls WAL,"MF,DF",Venezia,it Serie A,20,2000,25.4,13,2,1,46,27,0,20,53,44,,,0,Matches
88,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,10.5,6,0,0,25,15,0,6,6,14,,,0,Matches
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,4,0,0,19,8,1,9,41,22,,,1,Matches
90,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,32.1,2,0,0,43,36,7,87,20,44,,,0,Matches
91,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,1991,14,3,0,0,22,18,6,8,2,7,,,0,Matches
92,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,1993,2,1,0,0,3,2,3,0,0,1,,,0,Matches
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,4,0,0,14,2,1,20,18,16,,,0,Matches
94,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,30.6,12,1,1,67,57,2,21,46,73,,,0,Matches
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,1,0,0,3,3,0,5,6,11,,,0,Matches
96,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,24,1996,10.8,3,0,0,23,22,4,3,7,12,,,0,Matches
97,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,20.2,5,1,0,40,15,2,6,31,16,,,0,Matches
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12,2,1,0,10,5,0,46,9,12,,,0,Matches
99,Angeliño,es ESP,"MF,DF",RB Leipzig,de Bundesliga,24,1997,25.5,3,0,0,15,34,4,189,31,20,,,0,Matches
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0,0,0,0,0,1,1,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,34,1986,7.7,2,0,0,13,4,2,56,6,8,,,0,Matches
102,Janis Antiste,fr FRA,"FW,MF",Spezia,it Serie A,18,2002,8.8,0,0,0,15,6,5,12,3,11,,,0,Matches
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,6,1,0,29,16,1,11,32,27,,,0,Matches
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0,0,0,0,0,0,1,0,,,0,Matches
105,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,31,1990,33,8,1,1,52,52,13,64,4,17,,,0,Matches
106,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,27,1994,12.6,2,0,0,14,28,11,29,1,17,,,0,Matches
107,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,23,1998,27.8,1,0,0,27,39,3,23,21,30,,,0,Matches
108,Adil Aouchiche,dz ALG,MF,Saint-Étienne,fr Ligue 1,19,2002,12,2,0,0,10,13,2,63,14,7,,,0,Matches
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,4,0,0,39,4,2,38,27,34,,,1,Matches
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,29.6,13,0,0,51,48,0,112,29,39,,,0,Matches
111,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,1995,23.3,6,0,0,30,81,7,147,7,14,,,0,Matches
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,17.5,2,0,0,26,13,0,8,34,26,,,0,Matches
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,4,0,0,19,10,0,3,28,13,,,1,Matches
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,6,0,0,25,12,1,7,23,23,,,0,Matches
115,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,2001,0.3,0,0,0,3,0,0,0,0,0,,,0,Matches
116,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,28,1993,1,0,0,0,0,0,0,0,0,0,,,0,Matches
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,1,0,0,3,4,0,2,0,3,,,0,Matches
118,Matias Arezo,uy URU,FW,Granada,es La Liga,18,2002,1.8,1,0,0,3,1,0,4,1,3,,,0,Matches
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,1,0,0,6,5,2,17,6,6,,,0,Matches
120,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,1,0,0,13,6,2,20,3,3,,,0,Matches
121,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,29,1992,16.4,1,0,0,11,20,1,35,8,18,,,0,Matches
122,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,6,0,0,44,22,14,15,7,10,,,0,Matches
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,4,0,0,48,57,1,182,38,20,,,0,Matches
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4,0,0,0,0,1,0,0,0,0,,,0,Matches
125,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,18.4,9,0,0,28,36,0,33,11,21,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,5.2,2,0,0,6,4,1,18,4,7,,,0,Matches
127,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,1994,17.9,1,0,0,17,27,18,33,9,6,,,0,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,5,0,0,35,31,3,2,43,52,,,0,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6,1,0,0,0,0,0,0,2,0,,,0,Matches
130,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,1996,19.2,2,0,0,8,20,2,71,13,8,,,0,Matches
132,Harrison Ashby,sct SCO,"DF,MF",West Ham United,eng Premier League,19,2001,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
133,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,5,0,0,17,14,0,2,15,8,,,1,Matches
134,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
135,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15,2,0,0,13,24,0,29,19,12,,,0,Matches
136,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,9,0,0,22,50,20,109,9,7,,,0,Matches
137,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,0,0,0,10,12,2,21,8,8,,,0,Matches
138,Simon Asta,de GER,"MF,DF",Greuther Fürth,de Bundesliga,20,2001,8.7,1,0,0,13,9,2,15,7,7,,,1,Matches
139,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,4,0,0,17,22,3,56,32,19,,,0,Matches
140,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,3,0,0,15,8,10,11,0,5,,,0,Matches
141,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12,0,0,0,7,7,7,6,2,2,,,0,Matches
142,Emil Audero,id IDN,GK,Sampdoria,it Serie A,24,1997,28.4,2,0,0,0,6,0,0,2,1,,,0,Matches
143,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,0,0,0,12,21,1,75,31,21,,,0,Matches
144,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,24,1997,0.9,1,0,0,1,1,0,0,0,0,,,0,Matches
145,Ludwig Augustinsson,se SWE,"DF,MF",Sevilla,es La Liga,27,1994,8.8,3,0,0,13,10,0,47,6,14,,,0,Matches
146,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,4,0,0,15,6,1,26,11,8,,,0,Matches
147,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,1994,20.8,9,1,1,31,41,13,80,17,6,,,0,Matches
148,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,1,0,0,25,23,21,10,1,7,,,1,Matches
149,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,1,0,0,1,0,0,1,0,1,,,0,Matches
150,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,29,1991,22.4,2,0,0,38,66,1,73,16,30,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15,2,1,0,13,5,1,2,16,13,,,0,Matches
152,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,4,1,0,22,19,2,30,26,45,,,0,Matches
153,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,2,0,0,12,3,0,1,1,5,,,0,Matches
154,Sardar Azmoun,ir IRN,"MF,FW",Leverkusen,de Bundesliga,26,1995,4,0,0,0,8,4,0,2,0,1,,,0,Matches
155,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,31,1989,23,3,0,0,25,5,2,47,22,30,,,0,Matches
156,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,9,0,0,42,38,0,6,27,29,,,0,Matches
157,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,3,0,0,3,8,5,4,1,4,,,0,Matches
158,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12,0,0,0,1,1,0,0,1,0,,,0,Matches
159,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,3,1,1,6,1,0,2,10,5,,,0,Matches
160,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,4,0,0,39,20,0,10,88,40,,,0,Matches
161,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24,2,0,0,0,1,0,0,0,0,,,0,Matches
162,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,4,0,0,24,9,2,1,25,19,,,0,Matches
163,Youssouph Badji,sn SEN,FW,Brest,fr Ligue 1,19,2001,1.5,0,0,0,4,0,1,1,0,0,,,0,Matches
164,Miguel Baeza,es ESP,MF,Celta Vigo,es La Liga,21,2000,0,0,0,0,0,0,0,1,0,0,,,0,Matches
165,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
166,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
167,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,0,0,0,22,14,4,10,2,8,,,0,Matches
168,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,23,1997,8.5,3,0,0,12,11,3,34,2,11,,,0,Matches
169,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,1,0,0,2,0,0,0,3,4,,,1,Matches
170,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2,0,0,0,4,2,0,0,2,3,,,0,Matches
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,0,0,0,0,0,0,0,0,0,,,0,Matches
172,Nedim Bajrami,al ALB,MF,Empoli,it Serie A,22,1999,22.8,3,0,0,16,14,7,156,4,15,,,0,Matches
173,Cédric Bakambu,cd COD,"FW,MF",Marseille,fr Ligue 1,30,1991,4,1,0,0,5,2,5,3,0,0,,,0,Matches
174,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,0,0,0,7,5,0,0,11,9,,,0,Matches
175,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,3,0,0,12,10,0,2,8,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,20.2,6,0,0,15,18,0,39,24,21,,,0,Matches
177,Ridle Baku,de GER,"MF,DF",Wolfsburg,de Bundesliga,23,1998,27.2,4,0,0,28,37,10,72,24,39,,,0,Matches
178,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,18,2002,0.5,0,0,0,2,1,0,0,0,1,,,0,Matches
179,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,18,2003,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches
180,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,17,2003,2.1,0,0,0,4,4,0,6,1,1,,,0,Matches
181,Ibrahima Baldé,fr FRA,FW,Lens,fr Ligue 1,18,2003,0.6,0,0,0,0,0,1,1,0,0,,,0,Matches
182,Keita Baldé,sn SEN,FW,Cagliari,it Serie A,26,1995,13.7,2,0,0,28,30,9,7,5,3,,,0,Matches
183,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,2,0,0,3,0,1,3,2,1,,,0,Matches
184,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,2,0,0,21,12,1,50,20,25,,,0,Matches
185,Leonardo Balerdi,ar ARG,"DF,MF",Marseille,fr Ligue 1,22,1999,10.6,4,1,0,10,5,0,0,21,7,,,0,Matches
186,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35,10,1,0,42,58,4,113,40,23,,,0,Matches
187,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5,2,0,0,12,10,1,18,4,14,,,0,Matches
188,Folarin Balogun,us USA,FW,Arsenal,eng Premier League,20,2001,0.8,0,0,0,0,1,1,0,0,1,,,0,Matches
189,Abdoulaye Bamba,ci CIV,"MF,DF",Angers,fr Ligue 1,31,1990,5.1,1,0,0,5,6,0,10,8,5,,,1,Matches
190,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,25,1996,27,3,0,0,11,56,14,115,18,12,,,0,Matches
191,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,2,0,0,5,5,5,3,1,0,,,0,Matches
192,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,10,0,0,53,18,5,67,12,24,,,0,Matches
