Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
36,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,3,0,0,13,14,1,1,26,18,,,0,Matches
37,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,3,0,0,31,26,2,52,46,21,,,0,Matches
38,Rayan Aït-Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2001,2.1,0,0,0,2,3,0,5,4,2,,,0,Matches
39,Rayan Aït-Nouri,dz ALG,"MF,DF",Wolves,eng Premier League,19,2001,15.6,1,0,0,16,19,1,59,14,17,,,0,Matches
40,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,3,1,0,28,4,1,8,43,17,,,0,Matches
41,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33,5,0,0,39,49,13,26,11,19,,,0,Matches
42,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,4,0,0,22,18,0,3,55,20,,,0,Matches
43,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,3,1,1,10,3,0,18,21,13,,,0,Matches
44,Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,19,2001,1.6,0,0,0,6,5,0,2,0,3,,,0,Matches
45,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,4,0,0,8,5,0,1,8,5,,,0,Matches
46,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,22,1997,4.2,5,1,1,11,2,0,2,6,8,,,0,Matches
47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,9,0,0,31,12,0,5,23,23,,,0,Matches
48,Kevin Akpoguma,ng NGA,"DF,MF",Hoffenheim,de Bundesliga,25,1995,13.2,1,0,0,15,14,0,8,16,14,,,0,Matches
49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,4,0,0,19,10,0,37,43,22,,,0,Matches
50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,4,0,0,25,26,1,19,25,32,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,0,0,0,0,2,0,0,1,1,,,0,Matches
52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,2,0,0,18,17,12,0,3,1,,,0,Matches
53,Jordi Alba,es ESP,"DF,MF",Barcelona,es La Liga,31,1989,33.6,9,0,0,21,15,10,120,48,30,,,1,Matches
54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,5,0,0,20,36,2,148,15,27,,,0,Matches
55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,7,0,0,13,17,1,6,24,15,,,0,Matches
56,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,30,1989,19.4,2,0,0,9,20,4,120,16,19,,,0,Matches
57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,0,0,0,7,8,18,3,9,3,,,0,Matches
58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,2,0,0,12,5,1,0,14,4,,,1,Matches
59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,4,0,0,49,25,0,7,29,38,,,0,Matches
60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,10,0,0,47,44,0,10,33,31,,,0,Matches
61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,2,0,0,22,6,0,2,21,9,,,0,Matches
62,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,31,1989,24.9,2,0,0,17,3,0,1,12,21,,,1,Matches
63,Iván Alejo,es ESP,MF,Cádiz,es La Liga,25,1995,9.2,5,0,0,29,22,5,63,3,10,,,0,Matches
64,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,0.5,1,0,0,4,0,0,0,0,0,,,0,Matches
65,Carles Aleñá,es ESP,MF,Getafe,es La Liga,22,1998,15.2,1,0,0,20,26,0,61,2,8,,,0,Matches
66,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,2,0,0,21,9,5,301,46,34,,,0,Matches
68,Alfon,es ESP,FW,Celta Vigo,es La Liga,21,1999,0.4,0,0,0,0,4,0,0,0,0,,,0,Matches
69,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,16,2004,3.9,1,0,0,8,8,0,10,3,7,,,0,Matches
70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,7,0,0,39,42,6,63,21,34,,,0,Matches
71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
72,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33,1,0,0,1,5,0,0,2,2,,,0,Matches
73,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12,2,0,0,2,1,0,0,0,0,,,1,Matches
74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,6,0,0,37,30,0,4,19,46,,,0,Matches
75,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,24,1996,6.9,0,0,0,10,12,1,10,6,12,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Miguel Almirón,py PAR,"MF,FW",Newcastle United,eng Premier League,26,1994,27,3,0,0,18,39,6,39,26,27,,,0,Matches
77,Marcos Alonso,es ESP,"MF,DF",Chelsea,eng Premier League,29,1990,10.7,2,0,0,13,12,2,25,13,4,,,0,Matches
78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,3,0,0,38,17,0,9,22,25,,,0,Matches
79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,6,0,0,20,17,1,5,55,14,,,0,Matches
80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,3,0,0,20,9,1,9,28,10,,,0,Matches
81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10,2,0,0,20,7,1,3,8,9,,,0,Matches
82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,6,0,0,34,6,0,4,24,27,,,0,Matches
83,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,30,1989,1.3,0,0,0,2,1,0,5,1,2,,,0,Matches
84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,0,0,0,0,0,0,1,2,0,,,0,Matches
85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8,3,0,0,3,1,0,1,12,6,,,0,Matches
86,Jordan Amavi,fr FRA,"DF,MF",Marseille,fr Ligue 1,26,1994,9,3,1,0,12,14,1,9,26,9,,,0,Matches
87,Thierry Ambrose,gp GLP,"FW,MF",Metz,fr Ligue 1,23,1997,8.4,4,0,0,23,9,3,20,1,3,,,0,Matches
88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0,0,0,0,0,0,0,0,1,0,,,0,Matches
89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21,5,0,0,22,26,4,67,14,9,,,0,Matches
90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield United,eng Premier League,19,2000,23.2,3,0,0,25,25,1,21,49,36,,,1,Matches
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,7,0,0,59,44,0,17,23,24,,,0,Matches
92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,1,0,0,13,6,0,2,12,11,,,0,Matches
93,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,1,0,0,5,2,0,0,3,0,,,0,Matches
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,7,1,0,39,15,1,12,46,20,,,0,Matches
95,Djavan Anderson,sr SUR,MF,Lazio,it Serie A,25,1995,0.8,0,0,0,1,1,0,2,1,0,,,0,Matches
96,Elliot Anderson,eng ENG,MF,Newcastle United,eng Premier League,17,2002,0,0,0,0,0,0,0,0,0,0,,,0,Matches
97,Felipe Anderson,br BRA,"FW,MF",West Ham United,eng Premier League,27,1993,0,0,0,0,0,0,0,0,0,1,,,0,Matches
98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,1,0,0,21,7,7,4,4,3,,,0,Matches
99,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2,0,0,0,0,0,0,0,0,0,,,0,Matches
100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,10,0,0,70,55,0,16,78,70,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Marcos André,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,3,0,0,25,26,7,9,2,2,,,0,Matches
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,5,1,0,50,35,2,18,51,26,,,1,Matches
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,5,0,0,29,29,0,10,22,27,,,0,Matches
104,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1,0,0,0,0,0,0,0,0,0,,,0,Matches
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10,3,0,0,8,4,0,60,11,9,,,0,Matches
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,0,0,0,2,1,1,0,4,0,,,0,Matches
107,Angeliño,es ESP,"MF,DF",RB Leipzig,de Bundesliga,23,1997,24,2,0,0,22,26,7,184,27,22,,,0,Matches
108,Davide Angelo Ghislandi,it ITA,MF,Atalanta,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
109,Philip Ankhrah,gh GHA,FW,Hellas Verona,it Serie A,17,2002,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
110,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,33,1986,21.6,1,0,0,24,22,0,178,18,34,,,0,Matches
111,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,3,0,0,24,34,1,11,47,23,,,0,Matches
112,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,30,1990,21.9,3,0,0,28,40,16,31,8,5,,,0,Matches
113,José Antonio Miranda,gq EQG,MF,Getafe,es La Liga,22,1998,0.3,1,0,0,2,2,0,2,0,0,,,0,Matches
114,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,1,0,0,2,2,0,0,5,2,,,0,Matches
115,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,22,1998,19.8,3,1,0,21,24,3,22,20,14,,,0,Matches
116,Adil Aouchiche,dz ALG,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,2,0,0,20,31,2,131,10,21,,,0,Matches
117,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,3,0,0,16,4,1,47,29,34,,,0,Matches
118,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,11,0,0,58,74,1,125,43,38,,,0,Matches
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,4,0,0,31,25,0,5,32,23,,,0,Matches
121,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,5,0,0,24,19,0,27,12,26,,,0,Matches
122,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27,5,0,0,30,6,0,2,45,15,,,0,Matches
123,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,3,0,0,12,18,2,0,20,12,,,0,Matches
124,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,8,0,0,38,13,0,43,78,28,,,0,Matches
125,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36,2,0,0,0,5,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1,0,0,0,1,0,0,2,1,1,,,0,Matches
127,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,0,0,0,2,2,0,2,0,3,,,0,Matches
128,Unai Arietaleanizbeaskoa,es ESP,FW,Eibar,es La Liga,21,1999,0.5,1,0,0,3,1,2,0,0,0,,,0,Matches
129,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
130,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,3,0,0,35,35,4,40,23,42,,,0,Matches
131,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,7,1,0,39,62,0,137,48,32,,,0,Matches
132,Tolu Arokodare,ng NGA,FW,Köln,de Bundesliga,19,2000,1.2,0,0,0,1,1,2,1,1,1,,,0,Matches
133,Sergio Arribas,es ESP,MF,Real Madrid,es La Liga,18,2001,1.5,1,0,0,1,2,2,0,3,1,,,0,Matches
134,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,6.5,1,0,0,1,0,0,0,0,0,,,0,Matches
135,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,9,0,0,38,47,0,13,27,34,,,0,Matches
136,Kwadwo Asamoah,gh GHA,MF,Cagliari,it Serie A,31,1988,2.5,0,0,0,0,4,0,7,4,3,,,0,Matches
137,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,2,0,0,10,4,0,4,15,17,,,0,Matches
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36,2,0,0,1,2,0,0,0,0,,,0,Matches
139,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,1,0,0,6,28,6,98,11,5,,,0,Matches
140,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,2,0,0,3,1,0,1,2,0,,,0,Matches
141,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,9,0,0,24,53,14,26,14,3,,,0,Matches
142,Roger Assalé,ci CIV,"MF,FW",Dijon,fr Ligue 1,26,1993,9.2,0,1,0,12,26,5,6,2,8,,,0,Matches
143,Youcef Atal,dz ALG,"MF,DF",Nice,fr Ligue 1,24,1996,10.6,1,0,0,18,26,7,52,23,12,,,0,Matches
144,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,1,0,0,10,2,0,4,9,10,,,0,Matches
145,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Arsenal,eng Premier League,31,1989,25.9,2,0,0,13,18,18,39,7,9,,,1,Matches
146,Emil Audero,id IDN,GK,Sampdoria,it Serie A,23,1997,37,0,0,0,0,6,0,0,1,1,,,0,Matches
147,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,2,1,0,13,26,2,147,36,31,,,0,Matches
148,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,0,0,0,1,1,0,0,0,1,,,0,Matches
149,Ludwig Augustinsson,se SWE,"MF,DF",Werder Bremen,de Bundesliga,26,1994,21.7,4,0,0,15,26,3,193,22,20,,,1,Matches
150,Serge Aurier,ci CIV,"DF,MF",Tottenham Hotspur,eng Premier League,27,1992,17.8,0,0,0,23,15,1,35,17,36,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Charlie Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,1.5,0,0,0,0,2,1,0,3,2,,,0,Matches
152,Ezequiel Ávila,ar ARG,"MF,FW",Osasuna,es La Liga,26,1994,2.2,0,0,0,4,5,2,2,2,2,,,0,Matches
153,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,0,0,0,22,20,15,4,3,3,,,0,Matches
154,Mehmet Aydin,de GER,MF,Schalke 04,de Bundesliga,18,2002,5.6,0,0,0,9,6,1,10,4,7,,,0,Matches
155,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,1991,23.3,4,0,0,45,63,5,32,17,26,,,0,Matches
156,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,3,0,0,8,2,0,3,18,7,,,0,Matches
157,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,7,0,0,29,53,2,84,41,62,,,0,Matches
158,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1992,1.1,0,0,0,1,1,0,1,1,1,,,0,Matches
159,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,30,1989,24.3,5,1,0,32,14,5,39,24,30,,,0,Matches
160,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,34,1986,3.3,0,0,0,4,7,0,2,5,5,,,0,Matches
161,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,1,0,0,10,6,6,7,3,5,,,0,Matches
162,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29,11,1,1,44,17,1,6,71,36,,,0,Matches
163,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,7,0,0,35,32,1,14,85,25,,,0,Matches
164,Édgar Badía,es ESP,GK,Elche,es La Liga,28,1992,30,0,0,0,0,4,0,0,1,2,,,0,Matches
165,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,5,0,0,34,15,2,3,60,18,,,0,Matches
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,0,0,0,2,4,0,4,1,3,,,0,Matches
167,Miguel Baeza,es ESP,MF,Celta Vigo,es La Liga,20,2000,6,0,0,0,5,8,4,12,4,6,,,0,Matches
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18,4,0,0,31,29,19,19,10,8,,,0,Matches
169,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,1997,23.8,6,0,0,24,44,15,157,11,8,,,0,Matches
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,3,0,0,11,4,0,0,13,5,,,0,Matches
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1,0,0,0,0,0,0,0,0,0,,,0,Matches
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,6,1,1,36,52,1,2,43,43,,,0,Matches
173,Mitchel Bakker,nl NED,"DF,MF",Paris Saint-Germain,fr Ligue 1,20,2000,18.8,1,0,0,16,9,3,50,22,30,,,0,Matches
174,Ridle Baku,de GER,"MF,DF",Wolfsburg,de Bundesliga,22,1998,29.8,1,0,0,32,41,10,104,42,33,,,0,Matches
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2,0,0,0,1,5,0,6,2,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,17,2002,0.6,0,0,0,1,6,0,0,1,1,,,0,Matches
177,Fabián Balbuena,py PAR,DF,West Ham United,eng Premier League,28,1991,13.3,1,1,0,12,3,0,1,24,12,,,0,Matches
178,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,4,1,0,31,35,4,8,0,6,,,0,Matches
179,George Baldock,gr GRE,"MF,DF",Sheffield United,eng Premier League,27,1993,31,7,0,0,46,22,10,61,27,35,,,0,Matches
180,Gareth Bale,wls WAL,MF,Tottenham Hotspur,eng Premier League,31,1989,10.2,1,0,0,9,10,5,41,10,10,,,0,Matches
181,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,0,0,0,17,16,1,43,9,16,,,0,Matches
182,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,6,1,0,31,27,2,1,30,21,,,0,Matches
183,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,2,0,0,10,12,1,40,9,18,,,0,Matches
184,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,1,0,0,1,0,0,0,2,5,,,0,Matches
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15,2,0,0,14,7,0,49,19,17,,,0,Matches
186,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,24,1996,33.2,2,0,0,28,67,3,145,25,25,,,0,Matches
187,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,3,1,0,20,10,1,1,12,11,,,0,Matches
188,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,3,0,0,36,23,18,3,10,9,,,0,Matches
189,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,4,0,0,13,8,1,2,29,5,,,0,Matches
190,Mattia Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,6,0,0,16,8,0,3,35,12,,,0,Matches
191,Simon Banza,cd COD,FW,Lens,fr Ligue 1,23,1996,15.2,6,1,1,29,33,9,11,9,9,,,0,Matches
192,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,25,1994,30.7,5,1,0,59,17,4,13,13,23,,,0,Matches
