Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
589,Bobby De Cordova-Reid,jm JAM,"MF,FW",Cardiff City,eng Premier League,25,1993,15.8,0,0,0,6,27,11,7,4,9,0,0,0,Matches
590,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13,1,1,1,10,7,1,3,12,7,0,0,0,Matches
591,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,3,0,0,6,0,0,2,2,4,0,0,0,Matches
592,Rodrigo De Paul,ar ARG,"MF,FW",Udinese,it Serie A,24,1994,35.4,7,0,0,31,94,1,206,33,34,0,0,0,Matches
593,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,3,0,0,12,9,1,4,26,11,0,0,0,Matches
594,Mattia De Sciglio,it ITA,"DF,MF",Juventus,it Serie A,25,1992,19.4,2,0,0,16,14,2,42,27,28,0,0,0,Matches
595,Lorenzo De Silvestri,it ITA,MF,Torino,it Serie A,30,1988,26.8,3,0,0,31,20,7,113,21,12,0,0,0,Matches
596,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,4,0,0,33,12,2,25,11,26,0,0,0,Matches
597,Mathieu Debuchy,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,33,1985,21.6,5,1,1,35,20,7,94,45,24,0,2,0,Matches
598,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,4,1,0,42,36,13,16,8,15,0,0,0,Matches
599,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,1982,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5,0,0,0,1,2,0,4,7,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
601,Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,it Serie A,27,1991,26,2,0,0,38,33,9,18,4,32,1,0,0,Matches
602,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5,2,0,0,5,2,0,6,6,3,0,0,0,Matches
603,Alessandro Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,3,0,0,9,5,0,4,11,8,0,0,0,Matches
604,Romain Del Castillo,fr FRA,MF,Rennes,fr Ligue 1,22,1996,14.9,1,0,0,31,21,3,61,19,20,0,0,0,Matches
605,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,7,0,0,46,25,2,9,59,53,0,0,0,Matches
606,Moisés Delgado,es ESP,"DF,MF",Valladolid,es La Liga,24,1994,3,1,0,0,4,3,0,10,3,6,,,0,Matches
607,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,1,0,0,10,8,0,1,16,10,0,0,0,Matches
608,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,0,0,0,2,3,0,6,1,1,0,0,0,Matches
609,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,4,0,0,91,54,25,138,6,23,0,0,0,Matches
610,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,1,1,0,6,7,0,8,13,13,0,0,0,Matches
611,Mousa Dembélé,be BEL,MF,Tottenham Hotspur,eng Premier League,31,1987,5.7,1,0,0,12,4,0,0,10,10,0,0,0,Matches
612,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,1,0,0,35,13,17,8,3,5,3,0,0,Matches
613,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,21,1997,18.5,1,0,0,22,22,9,82,5,15,,,0,Matches
614,Jessy Deminguet,fr FRA,MF,Caen,fr Ligue 1,20,1998,14.1,2,0,0,22,14,0,14,21,27,0,0,0,Matches
615,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14,3,0,0,27,5,1,1,21,17,0,1,0,Matches
616,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,6,0,0,46,34,2,129,23,37,0,0,0,Matches
617,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,4,0,0,37,51,0,46,31,51,0,0,0,Matches
618,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,2,0,0,14,10,0,2,28,23,0,1,0,Matches
619,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,1,0,0,11,11,1,8,22,27,0,0,0,Matches
620,Fabio Depaoli,it ITA,"DF,MF",Chievo,it Serie A,21,1997,27.4,12,2,2,52,23,1,104,37,43,0,0,0,Matches
621,Laurent Depoitre,be BEL,FW,Huddersfield Town,eng Premier League,29,1988,11.9,1,0,0,19,10,7,4,2,4,0,0,0,Matches
622,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,1,0,0,13,6,1,6,0,2,0,0,0,Matches
623,Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,21,1996,1.2,0,0,0,3,1,2,3,0,0,1,0,0,Matches
624,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,3,0,0,6,9,0,8,3,2,0,0,0,Matches
625,Mattia Destro,it ITA,FW,Bologna,it Serie A,27,1991,5.5,3,0,0,14,10,0,5,0,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
626,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23,3,0,0,14,13,34,61,15,5,0,0,0,Matches
627,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1992,1,0,0,0,2,0,0,0,3,1,0,0,0,Matches
628,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,it Serie A,24,1994,11.9,2,0,0,25,18,7,20,7,6,1,0,0,Matches
629,Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,1989,7.8,0,0,0,3,14,5,6,4,0,0,0,0,Matches
630,Giovanni Di Lorenzo,it ITA,"DF,MF",Empoli,it Serie A,24,1993,37,8,0,0,45,53,2,127,37,45,0,1,0,Matches
631,Ángel Di María,ar ARG,"MF,FW",Paris Saint-Germain,fr Ligue 1,30,1988,25.8,2,0,0,11,19,6,151,18,18,1,0,0,Matches
632,Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,1,1,0,5,4,2,2,0,2,,,0,Matches
633,Franco Di Santo,ar ARG,"MF,FW",Schalke 04,de Bundesliga,29,1989,2.7,0,0,0,5,7,2,8,1,2,0,0,0,Matches
634,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,1996,8.3,2,0,0,9,13,2,1,5,3,1,0,0,Matches
635,Fousseni Diabaté,ml MLI,MF,Leicester City,eng Premier League,22,1995,0.6,0,0,0,0,1,1,2,0,0,0,0,0,Matches
636,Moussa Diaby,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,19,1999,12.7,1,0,0,15,6,2,30,10,8,0,0,0,Matches
637,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield Town,eng Premier League,22,1996,6.1,1,0,0,7,9,2,14,1,3,0,0,0,Matches
638,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,17.6,9,0,0,24,9,1,0,20,8,,,0,Matches
639,Bafodé Diakité,fr FRA,"DF,MF",Toulouse,fr Ligue 1,17,2001,7,2,0,0,8,7,0,6,10,9,0,1,0,Matches
640,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,1,1,0,21,13,1,24,31,22,0,0,0,Matches
641,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,0,0,0,0,1,0,0,0,1,0,0,0,Matches
642,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,5,0,0,20,10,0,2,12,11,0,0,0,Matches
643,Mohamed Diamé,sn SEN,MF,Newcastle United,eng Premier League,31,1987,24.1,3,0,0,36,20,0,12,30,45,0,0,0,Matches
644,Grady Diangana,cd COD,MF,West Ham United,eng Premier League,20,1998,6.8,0,0,0,4,10,1,14,2,9,0,0,0,Matches
645,Lassana Diarra,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,33,1985,1.8,0,0,0,6,3,0,0,1,1,0,0,0,Matches
646,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,4,0,0,15,2,0,0,10,4,0,0,0,Matches
647,Brahim Díaz,ma MAR,FW,Real Madrid,es La Liga,18,1999,4.2,0,0,0,4,14,0,4,0,7,,,0,Matches
648,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1,0,0,0,0,0,0,0,0,0,,,0,Matches
649,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,5,1,0,35,17,2,50,44,28,0,1,0,Matches
650,Lorenzo Dickmann,it ITA,MF,SPAL,it Serie A,21,1996,1.9,1,0,0,3,3,0,1,1,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
651,Daniel Didavi,de GER,"FW,MF",Stuttgart,de Bundesliga,28,1990,10.6,0,0,0,12,31,6,75,4,16,0,0,0,Matches
652,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,4,0,0,42,28,2,41,38,26,0,0,0,Matches
653,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,3,0,0,9,9,0,0,12,10,,,0,Matches
654,Eric Dier,eng ENG,MF,Tottenham Hotspur,eng Premier League,24,1994,16.7,4,0,0,24,9,0,6,21,16,0,0,0,Matches
655,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
656,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,5,1,0,39,33,2,282,58,47,0,0,1,Matches
657,Mitchell Dijks,nl NED,"DF,MF",Bologna,it Serie A,25,1993,22.5,5,1,0,46,37,3,84,22,17,0,0,0,Matches
658,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,20,1998,10,2,0,0,8,21,0,32,8,11,0,0,0,Matches
659,Federico Dimarco,it ITA,"DF,MF",Parma,it Serie A,20,1997,9.9,4,0,0,13,6,1,46,16,7,0,1,0,Matches
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,3,0,0,1,4,0,0,0,0,,,0,Matches
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,5,0,0,29,12,2,11,10,17,0,0,0,Matches
662,Ismaël Diomandé,ci CIV,"MF,DF",Caen,fr Ligue 1,25,1992,14.4,5,1,1,27,19,1,4,13,14,0,0,0,Matches
663,Federico Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,2,0,0,9,8,5,9,0,2,0,0,0,Matches
664,Lois Diony,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,25,1992,17.7,3,0,0,29,28,6,27,2,13,0,0,0,Matches
665,Issa Diop,ma MAR,DF,West Ham United,eng Premier League,21,1997,33,4,0,0,19,17,3,0,60,42,0,0,1,Matches
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,11,0,0,68,47,1,11,37,40,,,0,Matches
667,Sofiane Diop,ma MAR,"MF,FW",Monaco,fr Ligue 1,18,2000,8.2,1,0,0,18,11,1,16,8,7,0,0,0,Matches
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,5,0,0,16,8,2,8,20,16,0,0,0,Matches
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,0,0,0,2,3,0,0,1,4,0,0,0,Matches
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,0,0,0,0,0,0,0,2,1,0,0,0,Matches
671,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,13,2,1,51,30,0,8,74,34,,,0,Matches
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,2,0,0,13,4,0,4,23,22,0,1,0,Matches
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,0,0,0,0,0,0,0,1,1,0,0,0,Matches
674,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,9,1,0,51,43,1,3,78,38,0,2,0,Matches
675,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,1.9,1,1,0,3,0,0,1,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
676,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,3,0,0,23,21,0,1,36,24,1,0,1,Matches
677,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,0,0,0,4,0,0,0,4,1,0,0,0,Matches
678,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,3,0,0,3,0,0,0,2,0,,,0,Matches
679,Matt Doherty,ie IRL,MF,Wolves,eng Premier League,26,1992,34.9,5,0,0,30,21,3,66,60,44,2,0,1,Matches
680,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1,0,0,0,2,2,0,4,0,0,0,0,0,Matches
681,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,0,0,0,0,0,0,0,0,0,,,0,Matches
682,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,2,0,0,6,6,0,26,19,7,0,0,0,Matches
683,Ji Dong-won,kr KOR,"MF,FW",Augsburg,de Bundesliga,27,1991,9.9,2,0,0,15,9,1,13,8,8,0,0,0,Matches
684,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,de Bundesliga,21,1996,10.7,4,0,0,21,13,15,25,5,13,0,0,0,Matches
685,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,4,0,0,0,3,0,0,1,1,0,0,0,Matches
686,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,0,0,0,0,1,0,0,1,1,0,0,0,Matches
687,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,0,0,0,2,0,0,0,0,1,0,0,0,Matches
688,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,30,1988,27.4,0,0,0,30,46,19,192,32,27,1,0,0,Matches
689,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,34,7,0,0,37,14,2,12,32,39,0,0,1,Matches
690,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,3.5,1,0,0,13,6,0,1,3,7,,,0,Matches
691,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,23,1994,17.8,5,0,0,30,68,10,37,8,13,2,0,0,Matches
692,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6,2,0,0,10,5,4,1,3,1,,,0,Matches
693,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,0,0,0,7,7,1,7,3,8,0,0,0,Matches
694,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,4,0,0,11,7,3,0,26,11,0,1,0,Matches
695,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,0,0,0,0,1,0,0,0,1,0,0,0,Matches
696,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,2,0,0,1,3,0,0,0,0,0,1,0,Matches
697,Julian Draxler,de GER,MF,Paris Saint-Germain,fr Ligue 1,24,1993,22.7,6,0,0,25,14,1,36,15,22,0,0,0,Matches
698,Luke Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
699,Josip Drmić,ch SUI,FW,Gladbach,de Bundesliga,25,1992,2.5,0,0,0,4,0,1,3,2,0,0,0,0,Matches
700,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
701,Óscar Duarte,cr CRC,"DF,MF",Espanyol,es La Liga,29,1989,7.3,0,0,0,8,2,1,1,13,5,,,1,Matches
702,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,10,1,0,35,61,1,80,57,35,,,0,Matches
703,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,22.7,2,0,0,30,15,2,88,21,25,0,0,0,Matches
704,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,29,1989,38,1,0,0,1,5,0,0,0,1,0,1,0,Matches
705,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,9.1,1,0,0,3,8,4,22,4,2,0,0,0,Matches
706,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,28.5,7,0,0,77,44,6,51,19,31,0,0,0,Matches
707,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,4,1,0,23,10,4,2,36,22,1,2,0,Matches
708,Demeaco Duhaney,eng ENG,DF,Huddersfield Town,eng Premier League,19,1998,0.5,0,0,0,0,2,0,2,0,0,0,0,0,Matches
709,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,26,1991,22.1,1,0,0,11,10,1,33,36,21,0,1,0,Matches
710,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,7,1,0,38,23,3,25,17,22,0,0,0,Matches
711,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35,7,2,1,22,15,0,2,51,27,0,0,0,Matches
712,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,1,0,0,0,0,0,0,0,0,0,0,0,Matches
713,Erik Durm,de GER,"DF,MF",Huddersfield Town,eng Premier League,26,1992,22.8,0,0,0,13,22,1,67,38,21,0,0,0,Matches
714,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,fr Ligue 1,29,1989,21.1,5,0,0,28,19,1,87,14,27,0,0,0,Matches
715,Riza Durmisi,dk DEN,MF,Lazio,it Serie A,24,1994,3.6,4,0,0,7,4,0,18,1,4,0,1,0,Matches
716,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,18,1999,4.6,0,0,0,9,17,0,4,3,4,,,0,Matches
717,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,2.5,0,0,0,8,6,4,3,0,0,,,0,Matches
718,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,24,1993,23.7,2,0,0,18,66,5,85,15,11,2,0,0,Matches
719,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,28.7,9,0,0,31,36,13,29,0,8,1,0,0,Matches
720,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,4,0,0,25,55,0,14,16,26,0,0,0,Matches
721,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,5,0,0,25,18,0,10,37,34,0,1,0,Matches
722,Dennis Eckert,,FW,Celta Vigo,es La Liga,21,1997,2.4,0,0,0,3,6,1,2,2,2,,,0,Matches
723,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,0,0,0,15,11,1,20,79,37,0,2,0,Matches
724,Simone Edera,it ITA,MF,Torino,it Serie A,21,1997,0.9,0,0,0,2,1,0,2,1,0,0,0,0,Matches
725,Simone Edera,it ITA,"FW,MF",Bologna,it Serie A,21,1997,2.2,1,0,0,3,1,1,12,0,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
726,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,2,0,0,2,3,0,0,1,3,0,2,0,Matches
727,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,1998,12.4,0,0,0,15,15,1,18,6,11,0,0,0,Matches
728,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,4,0,0,37,40,0,38,32,42,0,0,0,Matches
729,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,6,0,0,47,68,3,4,52,40,0,0,0,Matches
730,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,1,0,0,6,2,0,2,8,2,0,1,0,Matches
731,Harvey Elliott,eng ENG,"FW,MF",Fulham,eng Premier League,15,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
732,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,0,0,0,1,0,1,3,2,4,0,0,0,Matches
733,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25,5,0,0,22,27,0,28,39,29,,,0,Matches
734,Gorka Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,3.2,1,0,0,4,2,0,1,6,5,,,0,Matches
735,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,21,1996,29.1,1,0,0,18,14,1,1,52,21,0,0,0,Matches
736,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,1,0,0,7,2,0,0,7,5,,,0,Matches
737,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,1994,8.8,0,0,0,10,13,2,48,7,11,0,0,0,Matches
738,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1992,25.4,5,1,1,44,36,9,222,29,26,,,0,Matches
739,Breel Embolo,ch SUI,"FW,MF",Schalke 04,de Bundesliga,21,1997,14.9,4,0,0,30,31,9,6,6,18,3,0,0,Matches
740,Emerson,br BRA,MF,Real Betis,es La Liga,19,1999,3.5,1,0,0,5,14,0,8,7,7,,,0,Matches
741,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,7,0,0,36,40,17,34,6,8,,,1,Matches
742,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,4,0,0,21,17,2,4,46,8,0,0,1,Matches
743,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,4,0,0,65,31,39,6,6,17,,,0,Matches
744,Javier Eraso,es ESP,MF,Leganés,es La Liga,28,1990,7,2,0,0,16,11,1,22,7,3,,,0,Matches
745,Christian Eriksen,dk DEN,"MF,FW",Tottenham Hotspur,eng Premier League,26,1992,30.8,3,0,0,17,16,2,117,14,26,0,0,0,Matches
746,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,1,0,0,9,2,0,2,25,12,0,1,0,Matches
747,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,6,0,0,32,18,0,7,21,28,,,0,Matches
748,Sergio Escudero,es ESP,"MF,DF",Sevilla,es La Liga,28,1989,17.2,8,1,1,21,21,1,42,24,29,,,0,Matches
749,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,6,2,2,33,6,3,0,40,14,,,0,Matches
750,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,3,0,0,0,6,0,1,3,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
751,Alexander Esswein,de GER,"MF,FW",Stuttgart,de Bundesliga,28,1990,13.9,3,0,0,18,17,10,60,14,12,0,0,0,Matches
752,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,2,0,0,0,5,0,0,6,2,0,0,0,Matches
753,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,8,0,0,30,17,0,108,24,24,,,0,Matches
754,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,10,0,0,34,12,1,8,39,23,,,1,Matches
755,Lucas Evangelista,br BRA,"MF,FW",Nantes,fr Ligue 1,23,1995,8,0,0,0,19,31,0,16,6,17,0,0,0,Matches
756,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,2,0,0,21,17,0,1,33,13,0,1,0,Matches
757,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,2,0,0,17,3,1,0,29,21,0,1,1,Matches
758,Valentin Eysseric,fr FRA,FW,Fiorentina,it Serie A,26,1992,4,1,0,0,10,7,2,13,5,5,0,0,0,Matches
759,Valentin Eysseric,fr FRA,"MF,FW",Nantes,fr Ligue 1,26,1992,2.3,1,0,0,8,9,0,18,0,1,1,0,0,Matches
760,Marco Fabián,mx MEX,MF,Eintracht Frankfurt,de Bundesliga,29,1989,0.7,0,0,0,1,1,0,1,3,2,0,0,0,Matches
761,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,33,1985,38,0,0,0,0,6,0,0,1,1,0,0,0,Matches
762,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,6,0,0,30,30,0,10,31,31,0,0,0,Matches
763,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,28,1990,14.2,4,1,0,18,19,1,35,19,35,0,1,0,Matches
764,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2,1,0,0,1,3,0,1,1,4,0,0,0,Matches
765,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,2,0,0,6,17,0,31,10,9,0,0,0,Matches
766,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,0,0,0,0,1,0,0,0,1,0,0,0,Matches
767,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,0,0,0,0,0,0,0,2,0,0,0,0,Matches
768,Romain Faivre,fr FRA,MF,Monaco,fr Ligue 1,20,1998,1,1,0,0,3,2,0,0,1,0,0,0,0,Matches
769,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,6,0,0,43,89,4,219,28,35,0,0,0,Matches
770,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,10,0,0,70,63,14,7,4,17,1,1,0,Matches
771,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,0,0,0,13,20,0,8,1,5,0,0,0,Matches
772,Simon Falette,gn GUI,DF,Eintracht Frankfurt,de Bundesliga,26,1992,6.7,0,0,0,5,4,1,1,14,7,0,0,0,Matches
773,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,28,1990,17.9,1,0,0,15,19,7,87,3,10,1,0,0,Matches
774,Paolo Faragò,it ITA,"MF,DF",Cagliari,it Serie A,25,1993,18.9,8,1,1,35,22,1,60,17,29,0,0,0,Matches
775,Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,22,1996,32.8,12,0,0,52,41,0,161,53,45,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
776,Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,1,0,0,13,16,3,18,0,4,2,0,0,Matches
