Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,3,0,0,37,24,0,4,25,21,,,0,Matches
699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,1,0,0,9,5,0,3,10,4,,,0,Matches
700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,5,0,0,42,25,1,11,35,30,,,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
701,Moussa Djenepo,ml MLI,"MF,FW",Southampton,eng Premier League,21,1998,10.3,4,1,0,23,30,3,23,10,21,,,0,Matches
702,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,12,2,0,0,16,12,,,1,Matches
703,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,6,0,0,37,23,0,6,52,31,,,0,Matches
704,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,5,0,0,32,37,0,3,49,24,,,0,Matches
705,Naïs Djouahra,fr FRA,MF,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,1,0,0,5,0,0,,,0,Matches
706,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,3,0,0,1,1,0,0,4,2,,,0,Matches
707,Matt Doherty,ie IRL,MF,Wolves,eng Premier League,27,1992,31.5,1,0,0,28,19,3,44,38,28,,,0,Matches
708,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,2,0,0,26,36,7,3,9,7,,,0,Matches
709,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,1,0,0,6,0,0,4,1,3,,,0,Matches
710,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,1,0,0,0,0,0,0,1,1,,,0,Matches
711,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,1,0,0,16,6,0,6,11,14,,,0,Matches
712,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,4,0,0,17,29,0,57,26,19,,,1,Matches
713,Ji Dong-won,kr KOR,MF,Mainz 05,de Bundesliga,28,1991,1.1,1,0,0,3,2,1,3,0,0,,,0,Matches
714,Anastasios Donis,gr GRE,"MF,FW",Reims,fr Ligue 1,22,1996,6.8,1,0,0,17,8,5,23,1,1,,,0,Matches
715,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,1,0,0,18,33,11,7,5,9,,,0,Matches
716,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,3,0,0,1,4,0,0,3,0,,,0,Matches
717,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,0,0,0,23,22,5,196,13,19,,,0,Matches
718,Bas Dost,nl NED,FW,Eintracht Frankfurt,de Bundesliga,30,1989,16.4,2,0,0,16,13,9,1,4,7,,,0,Matches
719,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,9,0,0,51,15,6,26,32,33,,,1,Matches
720,Mamadou Doucouré,fr FRA,DF,Gladbach,de Bundesliga,21,1998,0,0,0,0,0,1,0,0,0,0,,,0,Matches
721,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,24,1994,19.1,8,1,1,22,55,1,45,12,8,,,0,Matches
722,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,1,0,0,5,2,0,16,4,4,,,0,Matches
723,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,1,0,0,3,0,1,,,0,Matches
724,Tommy Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
725,Mohamed Dräger,tn TUN,"DF,MF",Paderborn 07,de Bundesliga,23,1996,16.2,2,0,0,16,23,0,45,19,21,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
726,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,7,1,1,17,6,0,1,14,11,,,0,Matches
727,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,1,0,0,1,6,0,0,2,0,,,0,Matches
728,Julian Draxler,de GER,MF,Paris Saint-Germain,fr Ligue 1,25,1993,7.6,5,0,0,17,4,0,11,10,10,,,0,Matches
729,Dominick Drexler,de GER,MF,Köln,de Bundesliga,29,1990,17.6,5,0,0,26,39,8,49,23,27,,,0,Matches
730,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,1,0,0,7,1,0,1,5,2,,,0,Matches
731,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,1,0,0,0,1,1,,,0,Matches
732,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,0,1,0,6,4,7,3,1,2,,,0,Matches
733,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,7,0,0,39,22,4,1,31,20,,,0,Matches
734,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,2,0,0,3,2,0,0,3,3,,,0,Matches
735,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0,0,10,3,0,0,7,4,,,0,Matches
736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,11,0,0,45,39,0,67,46,33,,,0,Matches
737,Edgaras Dubickas,lt LTU,MF,Lecce,it Serie A,21,1998,0,0,0,0,1,0,0,0,0,0,,,0,Matches
738,Leo Dubois,fr FRA,"DF,MF",Lyon,fr Ligue 1,24,1994,15,3,0,0,17,11,1,60,17,20,,,0,Matches
739,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,30,1989,38,0,0,0,0,4,0,0,1,1,,,0,Matches
740,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,0,0,0,9,13,2,43,6,11,,,0,Matches
741,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5,2,0,0,12,11,0,7,5,4,,,0,Matches
742,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,2,0,0,14,10,0,1,21,9,,,0,Matches
743,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0,0,0,4,8,1,11,2,6,,,0,Matches
744,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,27,1991,13.6,2,0,0,4,6,0,15,19,17,,,1,Matches
745,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,2,0,0,9,10,0,15,5,9,,,0,Matches
746,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,3,0,0,17,13,0,8,10,11,,,0,Matches
747,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,9,0,0,19,19,1,1,54,25,,,0,Matches
748,Erik Durm,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,27,1992,5.7,0,0,0,4,4,0,19,4,8,,,0,Matches
749,Riza Durmisi,dk DEN,MF,Nice,fr Ligue 1,25,1994,1.8,0,0,0,1,0,0,9,2,0,,,0,Matches
750,Hugo Duro,es ESP,FW,Getafe,es La Liga,19,1999,4.2,3,0,0,11,16,1,4,1,5,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
751,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,22,1997,13.1,0,0,0,10,9,0,0,21,8,,,0,Matches
752,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,5,0,0,24,54,6,106,13,10,,,0,Matches
753,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,4,0,0,39,48,16,21,6,10,,,0,Matches
754,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,2,0,0,11,17,0,4,7,12,,,0,Matches
755,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,2,0,0,10,15,0,2,42,14,,,0,Matches
756,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,4,1,1,13,5,0,13,1,6,,,0,Matches
757,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,3,1,0,2,2,0,0,2,1,,,0,Matches
758,John Egan,ie IRL,DF,Sheffield United,eng Premier League,26,1992,35.4,5,1,1,33,20,1,2,56,24,,,0,Matches
759,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,3,1,1,8,6,1,13,3,8,,,0,Matches
760,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,31.7,6,0,0,34,39,0,21,37,27,,,0,Matches
761,Kingsley Ehizibue,nl NED,"DF,MF",Köln,de Bundesliga,24,1995,25.9,6,1,0,54,35,3,71,39,54,,,0,Matches
762,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,8,0,0,43,56,0,9,31,29,,,0,Matches
763,Harvey Elliott,eng ENG,"FW,MF",Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,3,0,0,,,0,Matches
764,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,7,0,0,31,16,0,3,11,7,,,0,Matches
765,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,0,0,0,0,0,0,0,0,1,,,0,Matches
766,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1,0,0,13,5,2,58,13,9,,,0,Matches
767,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,4,0,0,12,9,0,6,16,21,,,0,Matches
768,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,22,1996,29.1,5,0,0,22,19,1,1,65,28,,,0,Matches
769,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,9,1,0,34,12,2,2,39,15,,,0,Matches
770,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,4,0,0,24,27,1,110,16,22,,,0,Matches
771,Breel Embolo,ch SUI,"FW,MF",Gladbach,de Bundesliga,22,1997,17.2,4,0,0,42,47,13,5,8,12,,,0,Matches
772,Emerson,br BRA,DF,Real Betis,es La Liga,20,1999,31.5,11,0,0,46,94,1,80,33,48,,,0,Matches
773,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,3.2,1,0,0,4,6,0,0,0,1,,,0,Matches
774,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,3,0,0,18,9,0,2,25,9,,,0,Matches
775,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,2,0,0,21,19,17,10,4,7,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
776,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,1,0,0,16,11,12,6,5,6,,,0,Matches
777,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1,0,0,5,5,1,2,29,5,,,0,Matches
778,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,6,0,0,60,23,17,8,10,8,,,0,Matches
779,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,9.1,3,0,0,18,15,3,34,8,6,,,0,Matches
780,Christian Eriksen,dk DEN,"MF,FW",Tottenham Hotspur,eng Premier League,27,1992,12.2,5,0,0,9,6,2,72,11,9,,,0,Matches
781,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,0,0,0,6,2,0,59,0,6,,,0,Matches
782,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,9,1,1,31,30,2,16,31,23,,,0,Matches
783,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,0,0,0,0,0,0,0,0,1,,,0,Matches
784,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,2,0,0,11,8,0,19,16,15,,,0,Matches
785,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,5,1,0,33,18,3,1,24,17,,,0,Matches
786,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,2,0,0,7,4,1,7,3,2,,,0,Matches
787,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
788,Alexander Esswein,de GER,DF,Hertha BSC,de Bundesliga,29,1990,2.4,1,0,0,5,6,0,6,6,4,,,0,Matches
789,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,8,0,0,42,39,4,162,63,47,,,0,Matches
790,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,4,0,0,8,7,0,14,12,4,,,0,Matches
791,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,0,0,2,2,0,21,2,1,,,0,Matches
792,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,7,0,0,16,12,0,1,16,12,,,0,Matches
793,Antony Evans,eng ENG,MF,Paderborn 07,de Bundesliga,20,1998,1.7,0,0,0,5,1,0,16,2,4,,,0,Matches
794,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,8,1,0,36,27,2,8,58,32,,,1,Matches
795,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,3,0,0,29,19,0,19,38,34,,,0,Matches
796,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,3,0,0,11,3,1,14,2,4,,,0,Matches
797,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,1992,0.5,0,0,0,3,0,0,4,0,0,,,0,Matches
798,Łukasz Fabiański,pl POL,GK,West Ham United,eng Premier League,34,1985,23.5,1,0,0,1,2,0,0,1,2,,,0,Matches
799,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,6,0,0,32,20,0,9,35,39,,,0,Matches
800,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,4,0,0,12,3,0,20,16,23,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
801,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,1,1,0,11,8,1,30,8,5,,,0,Matches
802,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,1,0,0,1,0,0,0,0,0,,,0,Matches
803,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
804,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,2,0,0,3,5,0,32,3,0,,,0,Matches
805,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,0,0,0,1,0,0,0,0,0,,,0,Matches
806,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,22.4,0,0,0,13,83,6,127,5,7,,,0,Matches
807,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,0.8,2,1,1,2,0,0,0,0,0,,,0,Matches
808,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,1,0,0,1,0,0,0,0,0,,,0,Matches
809,Simon Falette,gn GUI,DF,Eintracht Frankfurt,de Bundesliga,27,1992,1,0,0,0,0,1,0,0,5,0,,,0,Matches
810,Iago Falque,es ESP,FW,Torino,it Serie A,29,1990,1.1,0,0,0,1,0,0,4,0,0,,,0,Matches
811,Iago Falque,es ESP,"MF,FW",Genoa,it Serie A,29,1990,5.8,0,0,0,3,2,3,30,1,3,,,0,Matches
812,Akin Famewo,eng ENG,DF,Norwich City,eng Premier League,20,1998,0,0,0,0,0,0,0,0,0,0,,,0,Matches
813,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,0,0,0,4,2,0,2,1,0,,,0,Matches
814,Paolo Faragò,it ITA,"DF,MF",Cagliari,it Serie A,26,1993,14.9,3,0,0,21,15,0,44,9,28,,,0,Matches
815,Davide Faraoni,it ITA,MF,Hellas Verona,it Serie A,27,1991,35.9,6,0,0,31,40,4,131,36,37,,,0,Matches
816,Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,23,1996,4.7,2,0,0,10,8,0,20,6,4,,,0,Matches
817,Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,3,1,0,17,16,1,23,4,6,,,0,Matches
818,Ansu Fati,es ESP,"FW,MF",Barcelona,es La Liga,16,2002,11.4,2,1,0,19,19,4,20,5,9,,,0,Matches
819,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,1,0,0,17,16,2,79,32,20,,,0,Matches
820,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,4,0,0,28,17,4,1,0,5,,,0,Matches
821,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,2,1,0,11,7,1,2,24,11,,,0,Matches
822,Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,4,0,0,19,48,0,2,18,27,,,0,Matches
823,Zouhair Feddal,ma MAR,DF,Real Betis,es La Liga,30,1989,15.9,10,2,0,23,10,0,0,24,11,,,0,Matches
824,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,2,0,0,24,7,0,0,6,13,,,0,Matches
825,Nabil Fekir,fr FRA,"MF,FW",Real Betis,es La Liga,26,1993,29.3,10,2,2,69,113,14,51,13,25,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
826,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,7,0,0,30,14,1,1,45,20,,,0,Matches
827,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,1997,22.5,6,0,0,18,15,2,7,43,21,,,0,Matches
828,Lucas Felippe,br BRA,MF,Hellas Verona,it Serie A,19,2000,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches
829,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,6,0,0,33,39,6,18,11,3,,,0,Matches
830,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,3,0,0,14,15,1,0,35,30,,,0,Matches
831,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,5,0,0,26,12,1,68,37,36,,,0,Matches
832,Zinedine Ferhat,dz ALG,"MF,FW",Nîmes,fr Ligue 1,26,1993,25,1,0,0,17,54,7,164,16,18,,,0,Matches
833,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,2,0,0,9,14,2,75,9,11,,,0,Matches
834,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,7,1,1,19,5,0,15,32,21,,,0,Matches
835,Gedson Fernandes,pt POR,MF,Tottenham Hotspur,eng Premier League,20,1999,0.8,0,0,0,0,2,0,6,1,0,,,0,Matches
836,Gelson Fernandes,ch SUI,MF,Eintracht Frankfurt,de Bundesliga,32,1986,8.6,5,1,1,25,2,0,2,20,19,,,0,Matches
837,Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,0,0,0,2,1,0,0,3,1,,,0,Matches
838,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36,2,0,0,1,4,0,0,3,1,,,0,Matches
839,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4,1,0,0,1,1,0,0,0,0,,,0,Matches
840,Carlos Fernández,es ESP,"MF,FW",Granada,es La Liga,23,1996,24.5,8,0,0,60,45,8,13,11,15,,,0,Matches
841,Federico Fernández,ar ARG,DF,Newcastle United,eng Premier League,30,1989,29.1,8,0,0,17,20,2,27,22,24,,,1,Matches
842,Gabriel Fernández,uy URU,FW,Celta Vigo,es La Liga,25,1994,6.2,5,1,1,17,8,7,2,2,1,,,0,Matches
843,Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,9,0,0,32,9,5,0,31,23,,,0,Matches
844,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,9,2,1,26,17,1,5,25,32,,,1,Matches
845,Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,13,0,0,39,22,2,2,66,36,,,0,Matches
846,Juan Ferney Otero,co COL,"MF,FW",Amiens,fr Ligue 1,24,1995,13.4,0,1,0,19,18,6,36,19,12,,,0,Matches
847,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,4,0,0,16,13,0,1,11,13,,,0,Matches
848,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,2,0,0,25,8,5,4,2,3,,,0,Matches
849,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,1,1,0,21,28,0,30,10,12,,,0,Matches
850,Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,2,0,0,13,16,0,8,13,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
851,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,1,0,0,14,10,6,1,3,6,,,0,Matches
852,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,0,0,0,29,16,6,8,8,19,,,0,Matches
853,Junior Firpo,do DOM,DF,Barcelona,es La Liga,22,1996,11.3,5,0,0,35,16,2,8,14,15,,,0,Matches
854,John Fleck,sct SCO,MF,Sheffield United,eng Premier League,27,1991,28,8,0,0,25,22,1,147,24,25,,,0,Matches
855,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,0,0,0,1,0,0,0,1,0,,,0,Matches
856,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,3,0,0,22,18,10,16,5,4,,,0,Matches
857,Alessandro Florenzi,it ITA,"DF,MF",Roma,it Serie A,28,1991,11.1,5,0,0,11,12,2,29,16,11,,,0,Matches
858,Alessandro Florenzi,it ITA,"DF,MF",Valencia,es La Liga,28,1991,8.4,1,1,0,7,5,0,30,15,9,,,0,Matches
859,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10,0,0,0,12,13,1,28,7,9,,,0,Matches
860,Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,4,0,0,20,4,0,1,27,34,,,0,Matches
861,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,25,4,0,0,20,19,0,22,15,13,,,0,Matches
862,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,4,0,0,14,16,0,2,39,16,,,0,Matches
863,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,0,0,0,11,6,1,8,15,12,,,0,Matches
864,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,1,0,0,12,7,1,5,8,9,,,0,Matches
865,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,3,0,0,26,32,0,46,42,36,,,0,Matches
866,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,5,0,0,44,9,0,6,25,32,,,0,Matches
867,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,4,0,0,18,14,0,3,26,12,,,0,Matches
868,Pablo Fornals,es ESP,MF,West Ham United,eng Premier League,23,1996,24.1,3,0,0,18,16,7,62,24,30,,,0,Matches
869,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,27,1991,12.7,1,0,0,12,19,1,24,5,10,,,0,Matches
870,Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,3,1,1,5,17,5,48,5,3,,,0,Matches
871,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,1,0,0,2,3,0,0,1,0,,,0,Matches
872,Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,1,0,1,0,0,0,,,0,Matches
873,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,1,0,0,5,0,1,2,5,1,,,0,Matches
874,Dimitri Foulquier,fr FRA,MF,Watford,eng Premier League,26,1993,0.7,0,0,0,0,0,0,1,2,0,,,0,Matches
875,Dimitri Foulquier,fr FRA,"DF,MF",Granada,es La Liga,26,1993,12.4,4,0,0,20,17,0,19,15,12,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
876,Juan Foyth,ar ARG,DF,Tottenham Hotspur,eng Premier League,21,1998,0.8,1,0,0,2,1,0,0,2,3,,,0,Matches
877,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1,0,0,0,2,0,0,3,1,2,,,0,Matches
878,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,3,0,0,17,9,1,22,22,26,,,0,Matches
879,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,5,1,1,7,1,0,16,20,9,,,0,Matches
880,Mike Frantz,de GER,MF,Freiburg,de Bundesliga,32,1986,3.9,2,0,0,7,6,0,7,1,2,,,0,Matches
881,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23,2,0,0,10,36,1,173,16,7,,,0,Matches
882,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24,8,0,0,42,36,1,63,38,32,,,0,Matches
883,Ryan Fredericks,eng ENG,DF,West Ham United,eng Premier League,26,1992,24.9,7,0,0,25,21,0,58,26,53,,,0,Matches
884,Kieron Freeman,wls WAL,"DF,MF",Sheffield United,eng Premier League,27,1992,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
885,Luke Freeman,eng ENG,MF,Sheffield United,eng Premier League,27,1992,4.1,2,0,0,6,5,0,15,9,4,,,0,Matches
886,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,26,3,0,0,40,35,0,31,25,32,,,0,Matches
887,Marco Friedl,at AUT,"DF,MF",Werder Bremen,de Bundesliga,21,1998,24.3,9,0,0,32,44,0,85,36,41,,,0,Matches
888,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31,11,1,1,38,16,0,6,45,29,,,0,Matches
889,Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,1,0,0,2,1,0,0,4,1,,,0,Matches
890,Jorge de Frutos,es ESP,"FW,MF",Valladolid,es La Liga,22,1997,0.7,0,0,0,2,0,0,2,0,2,,,0,Matches
891,Christian Fuchs,at AUT,"DF,MF",Leicester City,eng Premier League,33,1986,8.6,0,0,0,3,0,1,16,16,9,,,0,Matches
